ss_d,ss_rgnsm,td,chmbl_d,vrnt_d,src_d,b_frmt,ss_tp,ss_tx_d,rltnshp_tp,crtd_b,ss_cll_tp,ss_sbclllr_frctn,cnfdnc_scr,src_ss_d,cll_d,tss_d
8958,Rattus norvegicus,50597,CHEMBL624013,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8959,Rattus norvegicus,50597,CHEMBL624736,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8960,Rattus norvegicus,50597,CHEMBL624737,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8961,Rattus norvegicus,50597,CHEMBL624738,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8962,Rattus norvegicus,50597,CHEMBL624739,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8963,Rattus norvegicus,50597,CHEMBL624740,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8964,Rattus norvegicus,50597,CHEMBL624896,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8965,Rattus norvegicus,50597,CHEMBL624897,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8966,Rattus norvegicus,50597,CHEMBL624108,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8967,Rattus norvegicus,50597,CHEMBL624109,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8968,Rattus norvegicus,50597,CHEMBL624110,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8969,Rattus norvegicus,50597,CHEMBL624111,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8970,Rattus norvegicus,50597,CHEMBL624112,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8971,Rattus norvegicus,50597,CHEMBL624113,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8972,Rattus norvegicus,50597,CHEMBL619709,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8973,Rattus norvegicus,50597,CHEMBL619710,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,948.0
8974,Rattus norvegicus,50597,CHEMBL619711,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8975,Rattus norvegicus,50597,CHEMBL619712,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8976,Rattus norvegicus,50597,CHEMBL619713,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8977,Rattus norvegicus,50597,CHEMBL619714,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8978,Rattus norvegicus,50597,CHEMBL619715,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8979,Rattus norvegicus,50597,CHEMBL619716,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8980,Rattus norvegicus,50597,CHEMBL619717,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8981,Rattus norvegicus,50597,CHEMBL619718,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8982,Rattus norvegicus,50597,CHEMBL619719,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8983,Rattus norvegicus,50597,CHEMBL875329,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8984,Rattus norvegicus,50597,CHEMBL619720,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8985,Rattus norvegicus,50597,CHEMBL619721,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8986,Rattus norvegicus,50597,CHEMBL619722,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8987,Rattus norvegicus,50597,CHEMBL619723,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8988,Rattus norvegicus,50597,CHEMBL619724,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8989,Rattus norvegicus,50597,CHEMBL619725,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8990,Rattus norvegicus,50597,CHEMBL619726,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8991,Rattus norvegicus,50597,CHEMBL619727,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8992,Rattus norvegicus,50597,CHEMBL619728,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8993,Rattus norvegicus,50597,CHEMBL619729,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
8994,Rattus norvegicus,50597,CHEMBL619730,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2385.0
8995,Rattus norvegicus,50597,CHEMBL619731,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2385.0
8996,Rattus norvegicus,50597,CHEMBL619732,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2385.0
8997,Rattus norvegicus,50597,CHEMBL619733,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2385.0
8998,Rattus norvegicus,50597,CHEMBL619734,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2385.0
8999,Rattus norvegicus,50597,CHEMBL619735,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,14.0
9000,Rattus norvegicus,50597,CHEMBL875330,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,14.0
9001,Rattus norvegicus,50597,CHEMBL628465,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,14.0
9002,Rattus norvegicus,50597,CHEMBL628466,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,14.0
9003,Rattus norvegicus,50597,CHEMBL628467,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,14.0
9004,Rattus norvegicus,50597,CHEMBL628468,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2106.0
9005,Rattus norvegicus,50597,CHEMBL628469,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2106.0
9006,Rattus norvegicus,50597,CHEMBL628470,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2106.0
9007,Rattus norvegicus,50597,CHEMBL628471,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2106.0
9008,Rattus norvegicus,50597,CHEMBL628472,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2106.0
9009,Rattus norvegicus,50597,CHEMBL625191,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2046.0
9010,Rattus norvegicus,50597,CHEMBL625192,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2046.0
9011,Rattus norvegicus,50597,CHEMBL875337,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2046.0
9012,Rattus norvegicus,50597,CHEMBL626341,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2046.0
9013,Rattus norvegicus,50597,CHEMBL626342,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2046.0
9014,Rattus norvegicus,50597,CHEMBL621943,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9015,Rattus norvegicus,50597,CHEMBL621944,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9016,Rattus norvegicus,50597,CHEMBL621945,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9017,Rattus norvegicus,50597,CHEMBL621946,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9018,Rattus norvegicus,50597,CHEMBL621947,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9019,Rattus norvegicus,50597,CHEMBL621948,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9020,Rattus norvegicus,50597,CHEMBL621949,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9021,Rattus norvegicus,50597,CHEMBL621950,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9022,Rattus norvegicus,50597,CHEMBL621951,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9023,Rattus norvegicus,50597,CHEMBL621952,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,178.0
9024,Rattus norvegicus,50597,CHEMBL621953,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9025,Rattus norvegicus,50597,CHEMBL621954,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9026,Rattus norvegicus,50597,CHEMBL621955,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9027,Rattus norvegicus,50597,CHEMBL621956,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9028,Rattus norvegicus,50597,CHEMBL621957,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9029,Rattus norvegicus,50597,CHEMBL621958,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9030,Rattus norvegicus,50597,CHEMBL621959,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9031,Rattus norvegicus,50597,CHEMBL621960,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9032,Rattus norvegicus,50597,CHEMBL621961,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9033,Rattus norvegicus,50597,CHEMBL621962,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9034,Rattus norvegicus,50597,CHEMBL876787,,1,BAO_0000218,F,10116.0,N,Intermediate,,,1,,,
9035,Rattus norvegicus,50597,CHEMBL621963,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9036,Rattus norvegicus,50597,CHEMBL622637,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,945.0
9037,Rattus norvegicus,50597,CHEMBL622638,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,945.0
9038,Rattus norvegicus,50597,CHEMBL626561,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,945.0
9039,Oryctolagus cuniculus,22224,CHEMBL626562,,1,BAO_0000019,F,9986.0,U,Autocuration,,,0,,,
9040,Oryctolagus cuniculus,22224,CHEMBL626563,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9041,Oryctolagus cuniculus,22224,CHEMBL626564,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9042,Oryctolagus cuniculus,22224,CHEMBL626565,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9043,Oryctolagus cuniculus,22224,CHEMBL626566,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9044,Oryctolagus cuniculus,22224,CHEMBL626567,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9045,Oryctolagus cuniculus,22224,CHEMBL626568,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9046,Oryctolagus cuniculus,22224,CHEMBL626569,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9047,Oryctolagus cuniculus,22224,CHEMBL626570,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9048,Oryctolagus cuniculus,22224,CHEMBL626571,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9049,Oryctolagus cuniculus,22224,CHEMBL626572,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9050,Oryctolagus cuniculus,22224,CHEMBL626573,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,1969.0
9051,Oryctolagus cuniculus,22224,CHEMBL626574,,1,BAO_0000251,A,9986.0,U,Autocuration,,Microsomes,0,,,2107.0
9052,Oryctolagus cuniculus,22224,CHEMBL626575,,1,BAO_0000251,A,9986.0,U,Autocuration,,Microsomes,0,,,2107.0
9053,Oryctolagus cuniculus,22224,CHEMBL626576,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9054,Oryctolagus cuniculus,22224,CHEMBL626577,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9055,Oryctolagus cuniculus,22224,CHEMBL626578,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9056,Oryctolagus cuniculus,22224,CHEMBL625263,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9057,Oryctolagus cuniculus,22224,CHEMBL625264,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9058,Oryctolagus cuniculus,22224,CHEMBL625265,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9059,Oryctolagus cuniculus,22224,CHEMBL625266,,1,BAO_0000251,A,9986.0,U,Autocuration,,Microsomes,0,,,
9060,Oryctolagus cuniculus,22224,CHEMBL876796,,1,BAO_0000251,A,9986.0,U,Autocuration,,Microsomes,0,,,
9061,Oryctolagus cuniculus,22224,CHEMBL625267,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9062,Oryctolagus cuniculus,22224,CHEMBL625268,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,1969.0
9063,Oryctolagus cuniculus,22224,CHEMBL625269,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,1969.0
9064,Oryctolagus cuniculus,22224,CHEMBL624689,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,1969.0
9065,Oryctolagus cuniculus,22224,CHEMBL624690,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9066,Oryctolagus cuniculus,22224,CHEMBL624691,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,1088.0
9067,Oryctolagus cuniculus,22224,CHEMBL624692,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,1088.0
9068,Oryctolagus cuniculus,22224,CHEMBL624693,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9069,Oryctolagus cuniculus,22224,CHEMBL624694,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9070,Oryctolagus cuniculus,22224,CHEMBL877596,,1,BAO_0000221,A,9986.0,U,Autocuration,,,0,,,
9071,Oryctolagus cuniculus,22224,CHEMBL624695,,1,BAO_0000019,A,9986.0,U,Autocuration,,,0,,,
9072,Oryctolagus cuniculus,22224,CHEMBL624696,,1,BAO_0000221,A,9986.0,U,Autocuration,,,0,,,2107.0
9073,Oryctolagus cuniculus,22224,CHEMBL624697,,1,BAO_0000019,A,9986.0,U,Autocuration,,,0,,,
9074,Oryctolagus cuniculus,22224,CHEMBL624698,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,178.0
9075,Oryctolagus cuniculus,22224,CHEMBL624699,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,178.0
9076,Oryctolagus cuniculus,22224,CHEMBL624700,,1,BAO_0000218,A,9986.0,U,Autocuration,,,0,,,
9077,Rattus norvegicus,50597,CHEMBL622903,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9078,Rattus norvegicus,50597,CHEMBL622904,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9079,Rattus norvegicus,50597,CHEMBL622905,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9080,Rattus norvegicus,50597,CHEMBL622906,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9081,Rattus norvegicus,50597,CHEMBL622907,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9082,Rattus norvegicus,50597,CHEMBL622908,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9083,Rattus norvegicus,50597,CHEMBL622909,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9084,Rattus norvegicus,50597,CHEMBL622910,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9085,Rattus norvegicus,50597,CHEMBL622911,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,955.0
9086,Rattus norvegicus,50597,CHEMBL622912,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9087,Rattus norvegicus,50597,CHEMBL622913,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9088,Rattus norvegicus,50597,CHEMBL622914,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9089,Rattus norvegicus,50597,CHEMBL622915,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9090,Rattus norvegicus,50597,CHEMBL622916,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9091,Rattus norvegicus,50597,CHEMBL622917,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9092,Rattus norvegicus,50597,CHEMBL622918,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9093,Rattus norvegicus,50597,CHEMBL622919,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9094,Rattus norvegicus,50597,CHEMBL622920,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9095,Rattus norvegicus,50597,CHEMBL622921,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9096,Rattus norvegicus,50597,CHEMBL622922,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9097,Rattus norvegicus,50597,CHEMBL622923,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9098,Rattus norvegicus,50597,CHEMBL877604,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9099,Rattus norvegicus,50597,CHEMBL622924,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9100,Rattus norvegicus,50597,CHEMBL622925,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9101,Rattus norvegicus,50597,CHEMBL622926,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9102,Rattus norvegicus,50597,CHEMBL623625,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9103,Rattus norvegicus,50597,CHEMBL623626,,1,BAO_0000218,A,10116.0,N,Expert,,,1,,,1969.0
9104,Rattus norvegicus,50597,CHEMBL623627,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9105,Rattus norvegicus,50597,CHEMBL623628,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9106,Rattus norvegicus,50597,CHEMBL623629,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9107,Rattus norvegicus,50597,CHEMBL623630,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9108,Rattus norvegicus,50597,CHEMBL623804,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9109,Rattus norvegicus,50597,CHEMBL623805,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9110,Rattus norvegicus,50597,CHEMBL623806,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9111,Rattus norvegicus,50597,CHEMBL623807,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9112,Rattus norvegicus,50597,CHEMBL623808,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9113,Rattus norvegicus,50597,CHEMBL623809,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9114,Rattus norvegicus,50597,CHEMBL623810,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9115,Rattus norvegicus,50597,CHEMBL623811,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9116,Rattus norvegicus,50597,CHEMBL623812,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9117,Rattus norvegicus,50597,CHEMBL877605,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9118,Rattus norvegicus,50597,CHEMBL623813,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9119,Rattus norvegicus,50597,CHEMBL623814,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9120,Rattus norvegicus,50597,CHEMBL623815,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9121,Rattus norvegicus,50597,CHEMBL623816,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9122,Rattus norvegicus,50597,CHEMBL623145,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9123,Rattus norvegicus,50597,CHEMBL623146,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9124,Rattus norvegicus,50597,CHEMBL623147,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9125,Rattus norvegicus,50597,CHEMBL623042,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,955.0
9126,Rattus norvegicus,50597,CHEMBL623043,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9127,Rattus norvegicus,50597,CHEMBL623044,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9128,Rattus norvegicus,50597,CHEMBL623045,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9129,Rattus norvegicus,50597,CHEMBL623046,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9130,Rattus norvegicus,50597,CHEMBL623226,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9131,Rattus norvegicus,50597,CHEMBL623227,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9132,Rattus norvegicus,50597,CHEMBL623228,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9133,Rattus norvegicus,50597,CHEMBL623229,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9134,Rattus norvegicus,50597,CHEMBL623230,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9135,Rattus norvegicus,50597,CHEMBL623231,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9136,Rattus norvegicus,50597,CHEMBL623232,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1969.0
9137,Rattus norvegicus,50597,CHEMBL623233,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9138,Rattus norvegicus,50597,CHEMBL623234,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9139,Rattus norvegicus,50597,CHEMBL623235,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9140,Rattus norvegicus,50597,CHEMBL623236,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9141,Rattus norvegicus,50597,CHEMBL623237,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9142,Rattus norvegicus,50597,CHEMBL623238,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9143,Rattus norvegicus,50597,CHEMBL623239,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9144,Rattus norvegicus,22224,CHEMBL623240,,1,BAO_0000218,A,10116.0,U,Intermediate,,,0,,,1969.0
9145,Rattus norvegicus,50597,CHEMBL623241,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1898.0
9146,Rattus norvegicus,50597,CHEMBL623242,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,1898.0
9147,Rattus norvegicus,50597,CHEMBL874394,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9148,Rattus norvegicus,50597,CHEMBL623243,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9149,Rattus norvegicus,50597,CHEMBL623244,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,
9150,Rattus norvegicus,50597,CHEMBL623245,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
9151,Rattus norvegicus,50597,CHEMBL623246,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
9152,Rattus norvegicus,50597,CHEMBL623247,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
9153,Rattus norvegicus,50597,CHEMBL623248,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
9154,Rattus norvegicus,50597,CHEMBL623249,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2113.0
9155,Rattus norvegicus,50597,CHEMBL625072,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9156,Rattus norvegicus,50597,CHEMBL625073,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9157,Rattus norvegicus,50597,CHEMBL625074,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9158,Rattus norvegicus,50597,CHEMBL625075,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9159,Rattus norvegicus,50597,CHEMBL625076,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9160,Rattus norvegicus,50597,CHEMBL625077,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9161,Rattus norvegicus,50597,CHEMBL625078,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9162,Rattus norvegicus,50597,CHEMBL874395,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9163,Rattus norvegicus,50597,CHEMBL625079,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9164,Rattus norvegicus,50597,CHEMBL625080,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9165,Rattus norvegicus,50597,CHEMBL625081,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9166,Rattus norvegicus,50597,CHEMBL625082,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9167,Rattus norvegicus,50597,CHEMBL625083,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9168,Rattus norvegicus,50597,CHEMBL625084,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9169,Rattus norvegicus,50597,CHEMBL625085,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9170,Rattus norvegicus,50597,CHEMBL625086,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9171,Rattus norvegicus,50597,CHEMBL625087,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9172,Rattus norvegicus,50597,CHEMBL625088,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9173,Rattus norvegicus,50597,CHEMBL622205,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9174,Rattus norvegicus,50597,CHEMBL622206,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9175,Rattus norvegicus,50597,CHEMBL622207,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9176,Rattus norvegicus,50597,CHEMBL622366,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9177,Rattus norvegicus,50597,CHEMBL622367,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9178,Rattus norvegicus,50597,CHEMBL875331,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9179,Rattus norvegicus,50597,CHEMBL622368,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2107.0
9180,Rattus norvegicus,50597,CHEMBL622369,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2048.0
9181,Rattus norvegicus,50597,CHEMBL622370,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2048.0
9182,Rattus norvegicus,50597,CHEMBL622371,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2048.0
9183,Rattus norvegicus,50597,CHEMBL622372,,1,BAO_0000218,A,10116.0,N,Intermediate,,,1,,,2048.0
