assay_tax_id,curated_by,assay_id,src_id,variant_id,assay_type,assay_test_type,tissue_id,assay_strain,src_assay_id,bao_format,assay_category,assay_tissue,doc_id,tid,assay_subcellular_fraction,cell_id,assay_cell_type,relationship_type,confidence_score,description,assay_organism,chembl_id
10116.0,Expert,1145,1,,B,,,,,BAO_0000357,,,13278,10576,,,,D,9,Binding affinity was measured against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT by lysergic acid amides,Rattus norvegicus,CHEMBL616090
,Autocuration,1146,1,,B,,,,,BAO_0000357,,,15874,10576,,,,H,8,Binding affinity was measured on cloned rat 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,,CHEMBL616091
,Autocuration,1147,1,,B,,2435.0,,,BAO_0000249,,Striatum,10552,10576,Membranes,,,H,8,"Binding affinity of the compound towards 5-hydroxytryptamine 1A receptor sites, in rat striatum membranes using [3H]- sandoz 205-501 as radioligand",,CHEMBL616092
,Autocuration,1148,1,,B,,,,,BAO_0000357,,,11130,10576,,,,H,8,Binding constant against 5-hydroxytryptamine 1A receptor (in vitro),,CHEMBL616093
,Autocuration,1149,1,,B,In vivo,,,,BAO_0000218,,,11130,10576,,,,H,8,Binding constant against 5-hydroxytryptamine 1A receptor (in vivo),,CHEMBL616094
,Autocuration,1150,1,,B,,955.0,,,BAO_0000221,,Brain,14542,10576,,,,H,8,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex,,CHEMBL616095
10116.0,Expert,1151,1,,B,,,,,BAO_0000357,,,13670,10576,,,,D,9,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,Rattus norvegicus,CHEMBL616096
,Expert,1152,1,,B,,,,,BAO_0000249,,,9888,10576,,,,H,8,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes,,CHEMBL616097
10116.0,Expert,1153,1,,B,,,,,BAO_0000249,,,3678,10576,Membranes,,,D,9,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus membranes,Rattus norvegicus,CHEMBL616098
,Autocuration,1154,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,11332,10576,,,,H,8,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT as radioligand,,CHEMBL616099
,Autocuration,1155,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,11332,10576,,,,H,8,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 1A receptor receptor in rat hippocampus using [3H]8-OH-DPAT as radioligand,,CHEMBL616100
,Expert,1156,1,,B,,,,,BAO_0000357,,,1185,10576,,,,H,8,Ability to displace [3H]-8-OH-DPAT from serotonergic 5-hydroxytryptamine 1A receptor,,CHEMBL616101
,Expert,1157,1,,B,,,,,BAO_0000249,,,2014,10576,,,,H,8,Binding affinity at 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes by [3H]8-OH-DPAT displacement.,,CHEMBL616102
,Autocuration,1158,1,,B,,,,,BAO_0000357,,,1185,10576,,,,H,8,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonergic 5-hydroxytryptamine 1A receptor,,CHEMBL616103
,Expert,1159,1,,B,,,,,BAO_0000019,,,14429,10576,,,,H,8,Compound was evaluated for its binding affinity against 5-hydroxytryptamine 1A receptor from rat cerebral cortex,,CHEMBL616104
,Expert,1160,1,,B,,,,,BAO_0000019,,,16288,10576,,,,H,8,"Binding affinity to 5-hydroxytryptamine 1A receptor (5-HT 1A receptor, serotonin receptor) from rat cortex using [3H]8-OH-DPAT as radioligand",,CHEMBL616105
10116.0,Expert,1161,1,,B,,,,,BAO_0000019,,,5432,10576,,,,D,9,Displacement of [3H]prazosin from rat cortex membrane 5-hydroxytryptamine 1A receptor,Rattus norvegicus,CHEMBL616106
,Autocuration,1162,1,,B,,,,,BAO_0000019,,,14429,10576,,,,H,8,Compound was evaluated for its binding affinity with 5-hydroxytryptamine 1A receptor using membranes prepared from rat cerebral cortex,,CHEMBL616107
,Expert,1163,1,,B,,,,,BAO_0000357,,,13672,10576,,,,H,8,Binding affinity towards rat 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand.,,CHEMBL616108
,Expert,1164,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,11296,10576,,,,H,8,In vitro ability to displace [3H]8-hydroxy-2-(di-n-propylamino) tetralin binding from 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,,CHEMBL616109
,Autocuration,1165,1,,B,,,,,BAO_0000357,,,11296,10576,,,,H,8,In vitro ability to displace [3H]8-hydroxy-2-(di-n-propylamino) tetralin binding from 5-hydroxytryptamine 1A receptor site.,,CHEMBL616110
,Expert,1166,1,,B,,,,,BAO_0000219,,,14749,10576,,449.0,CHO,H,8,Binding affinity against rat 5-hydroxytryptamine 1A receptor in CHO cells.,,CHEMBL616111
,Expert,1167,1,,B,,,,,BAO_0000019,,,15086,10576,,,,H,8,Binding affinity towards 5-hydroxytryptamine 1A receptor from rat brain using [3H]-8-OH-DPAT as radioligand,,CHEMBL616112
,Autocuration,1168,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,13462,10576,,,,H,8,Compound was tested for the Binding affinity against rat hippocampal 5-hydroxytryptamine 1A receptor by Radio ligand [3H]8-OH-DPAT binding assay.,,CHEMBL616113
,Autocuration,1169,1,,B,,,,,BAO_0000019,,,15363,10576,,,,H,8,Compound was tested for the displacement of [3H]-8-OH- DPAT from rat brain 5-hydroxytryptamine 1A receptor,,CHEMBL616114
,Autocuration,1170,1,,B,,,,,BAO_0000019,,,15363,10576,,,,H,8,Compound was tested for the displacement of [3H]-8-OH- DPAT from rat brain 5-hydroxytryptamine 1A receptor,,CHEMBL616115
,Autocuration,1171,1,,B,,,,,BAO_0000357,,,10796,10576,,,,H,8,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 1A receptor,,CHEMBL616116
,Expert,1172,1,,B,,955.0,,,BAO_0000221,,Brain,12816,10576,,,,H,8,Binding affinity for 5-hydroxytryptamine 1A receptor in rat brain tissue using [3H]8-OH-DPAT as radioligand,,CHEMBL615844
,Expert,1173,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,13542,10576,,,,H,8,In vitro displacement of [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,CHEMBL615939
,Expert,1174,1,,B,,,,,BAO_0000019,,,13308,10576,,,,H,8,In vitro ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor sites of rat brain cortex.,,CHEMBL615940
,Expert,1175,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,13541,10576,,,,H,8,In vitro affinity at 5-hydroxytryptamine 1A receptor of rat hippocampus by [3H]8-OH-DPAT displacement.,,CHEMBL615941
,Autocuration,1176,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-HT1A receptor of rat hippocampus and the value ranges from 9 - 12,,CHEMBL615942
,Autocuration,1177,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus,,CHEMBL615943
,Autocuration,1178,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus (94%CI) from 12 to 17,,CHEMBL615944
,Autocuration,1179,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus (94%CI) from 391-841,,CHEMBL615945
,Autocuration,1180,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 12 to 17.,,CHEMBL615946
,Autocuration,1181,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 12 to 20.,,CHEMBL615947
,Autocuration,1182,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 245 to 736,,CHEMBL615948
,Autocuration,1183,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 25 - 84,,CHEMBL615949
,Autocuration,1184,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 48 to 59,,CHEMBL615950
,Autocuration,1185,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 3 -5,,CHEMBL615951
,Autocuration,1186,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 15 - 31,,CHEMBL615952
,Autocuration,1187,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 27 - 42,,CHEMBL615953
,Autocuration,1188,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 6 - 13,,CHEMBL615954
10116.0,Expert,1189,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,D,9,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus,Rattus norvegicus,CHEMBL615955
,Autocuration,1190,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.; ND is No Data.,,CHEMBL615956
,Autocuration,1191,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,10058,10576,,,,H,8,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus. and the value ranges from 16 - 27,,CHEMBL615957
,Expert,1192,1,,B,,,,,BAO_0000019,,,12879,10576,,,,H,8,Displacement of [3H]2-(di-N-propylamino)-8-hydroxytetralin from central 5-hydroxytryptamine 1A receptor recognition sites in rat frontal cortex homogenates.,,CHEMBL615958
,Expert,1193,1,,B,,,,,BAO_0000019,,,11964,10576,,,,H,8,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate,,CHEMBL615959
,Autocuration,1194,1,,B,,,,,BAO_0000019,,,11964,10576,,,,H,8,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate (experiment 1),,CHEMBL615960
,Autocuration,1195,1,,B,,,,,BAO_0000019,,,11964,10576,,,,H,8,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate (experiment 2),,CHEMBL615961
,Expert,1196,1,,B,,955.0,,,BAO_0000221,,Brain,9548,10576,,,,H,8,Evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,,CHEMBL615962
,Expert,1197,1,,B,,,,,BAO_0000019,,,9098,10576,,,,H,8,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand.,,CHEMBL615963
,Autocuration,1198,1,,B,,,,,BAO_0000019,,,9098,10576,,,,H,8,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand; ND is no data.,,CHEMBL615964
,Autocuration,1199,1,,B,,,,,BAO_0000019,,,9098,10576,,,,H,8,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand;ND means no data,,CHEMBL615965
,Expert,1200,1,,B,,,,,BAO_0000219,,,13248,10576,,449.0,CHO,H,8,In vitro displacement of radioactively labeled ligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor site in CHO cells,,CHEMBL615966
,Expert,1201,1,,B,,,,,BAO_0000249,,,3147,10576,,,,H,8,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat cortical membranes,,CHEMBL615967
,Expert,1202,1,,B,,,,,BAO_0000019,,,13949,10576,,,,H,8,In vitro binding affinity against 5-hydroxytryptamine 1A receptor of rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,,CHEMBL615968
,Autocuration,1203,1,,B,,,,,BAO_0000218,,,11883,10576,,449.0,CHO,H,8,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in CHO cells (sc),,CHEMBL615969
,Autocuration,1204,1,,B,,,,,BAO_0000218,,,11883,10576,,,,H,8,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT (agonist) as radioligand (sc),,CHEMBL615970
10116.0,Expert,1205,1,,B,,,,,BAO_0000357,,,11883,10576,,,,D,9,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT,Rattus norvegicus,CHEMBL615971
,Expert,1206,1,,B,,,,,BAO_0000249,,,15535,10576,Membranes,,,H,8,In vitro binding affinity at 5-HT1A receptors assayed by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,,CHEMBL615972
,Autocuration,1207,1,,B,,,,,BAO_0000249,,,15535,10576,,,,H,8,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes + cortex,,CHEMBL615973
,Autocuration,1208,1,,B,,,,,BAO_0000249,,,15535,10576,,,,H,8,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes+cortex,,CHEMBL615974
9606.0,Expert,1209,1,,B,,,,,BAO_0000219,,,16372,51,,449.0,CHO,D,9,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,Homo sapiens,CHEMBL615975
,Expert,1210,1,,B,,,,,BAO_0000249,,,14608,10576,,,,H,8,In vitro binding affinity for 5-hydroxytryptamine 1A receptor in rat hippocampal membranes by [125I]-labeled agonist displacement.,,CHEMBL615976
10116.0,Expert,1211,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,4795,10576,,,,D,9,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus,Rattus norvegicus,CHEMBL872106
,Autocuration,1212,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,,CHEMBL615977
,Autocuration,1213,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=100-230,,CHEMBL615978
,Autocuration,1214,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=12-14,,CHEMBL616166
,Autocuration,1215,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=16-20,,CHEMBL616167
,Autocuration,1216,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=160-430,,CHEMBL616168
,Autocuration,1217,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=174-224,,CHEMBL616169
,Autocuration,1218,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=184-503,,CHEMBL616170
,Autocuration,1219,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=19-23,,CHEMBL616171
,Autocuration,1220,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=2.2-3.2,,CHEMBL616172
,Autocuration,1221,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=2.7-3.6,,CHEMBL616173
,Autocuration,1222,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=20-23,,CHEMBL616174
,Autocuration,1223,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=21-28,,CHEMBL616175
,Autocuration,1224,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=240-760,,CHEMBL616176
,Autocuration,1225,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=39-87,,CHEMBL616177
,Autocuration,1226,1,,B,,,,,BAO_0000357,,,13863,10576,,,,H,8,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=4.6-5.2,,CHEMBL616178
,Autocuration,1227,1,,B,,,,,BAO_0000019,,,9742,10576,,,,H,8,Inhibitory activity tested in vitro at 5-hydroxytryptamine 1A receptor binding site in rat,,CHEMBL616179
,Autocuration,1228,1,,B,,,,,BAO_0000357,,,12073,10576,,,,H,8,Inhibitory concentration against 5-hydroxytryptamine 1A receptor,,CHEMBL616180
,Autocuration,1229,1,,B,,,,,BAO_0000357,,,4101,10576,,,,H,8,Inhibitory concentration against binding of 5-hydroxytryptamine 1A receptor from striata of male Wistar rats by displacement of [3H]8-OH-DPAT,,CHEMBL616181
,Autocuration,1230,1,,B,,,,,BAO_0000019,,,15360,10576,,,,H,8,Inhibitory concentration against radioligand [3H]hydroxy-2-(di-n-propylamino)-tetralin binding to 5-hydroxytryptamine 1A receptor in rat,,CHEMBL616182
,Autocuration,1231,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,11576,10576,,,,H,8,Inhibitory concentration against radioligand [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,CHEMBL616183
,Expert,1232,1,,B,,,,,BAO_0000019,,,5834,10576,,,,H,8,Inhibition of the 5-hydroxytryptamine 1A receptor in rat dorsal raphe,,CHEMBL615874
10116.0,Expert,1233,1,,B,,,,,BAO_0000219,,,2395,10576,,485.0,CHO-K1,D,9,Inhibitory concentration against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,Rattus norvegicus,CHEMBL615875
,Autocuration,1234,1,,B,,,,,BAO_0000019,,,1375,10576,,,,H,8,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand,,CHEMBL615876
,Autocuration,1235,1,,B,,,,,BAO_0000019,,,1375,10576,,,,H,8,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand; NT means not tested,,CHEMBL615877
,Autocuration,1236,1,,B,,,,,BAO_0000357,,,3967,10576,,,,H,8,The compound was evaluated for the ability to displace [3H]- 8-OH -DPAT from 5-hydroxytryptamine 1A receptor ( striata of male wistar rats),,CHEMBL615878
,Expert,1237,1,,B,,,,,BAO_0000357,,,12884,10576,,,,H,8,Binding affinity towards 5-hydroxytryptamine 1A receptor binding site using [3H]8-OH-DPAT. ,,CHEMBL615879
,Expert,1238,1,,B,,,,,BAO_0000357,,,2343,10576,,,,H,8,Binding affinity towards 5-hydroxytryptamine 1A receptor using receptor binding assay,,CHEMBL615880
,Autocuration,1239,1,,B,,,,,BAO_0000019,,,11511,10576,,,,H,8,"The compound was tested in vitro for inhibitory activity against 5-HT1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,CHEMBL615881
10116.0,Expert,1240,1,,B,,,,,BAO_0000019,,,11511,10576,,,,D,9,"Inhibitory activity against 5-hydroxytryptamine 1A receptor in rats, using [3H]8-OH-DPAT as radioligand",Rattus norvegicus,CHEMBL615882
,Autocuration,1241,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat,,CHEMBL615883
,Autocuration,1242,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.10-6.20),,CHEMBL615884
,Autocuration,1243,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.60),,CHEMBL615885
,Autocuration,1244,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.80),,CHEMBL615886
,Autocuration,1245,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.37-4.27),,CHEMBL615887
,Autocuration,1246,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-2.70),,CHEMBL615888
,Autocuration,1247,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-4),,CHEMBL615889
,Autocuration,1248,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.45-4.51),,CHEMBL615890
,Autocuration,1249,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.50-5.30),,CHEMBL615891
,Autocuration,1250,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.60-1.60),,CHEMBL615892
,Autocuration,1251,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.72-2.87),,CHEMBL615893
,Autocuration,1252,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.80-5.80),,CHEMBL615894
,Autocuration,1253,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (1.50-16.5),,CHEMBL615895
,Autocuration,1254,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (2.20-30.5),,CHEMBL615896
,Autocuration,1255,1,,F,In vivo,,,,BAO_0000218,,,16394,10576,,,,H,8,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges is not computable,,CHEMBL615897
10116.0,Expert,1256,1,,F,,,,,BAO_0000249,,,16616,10576,Membranes,,,D,9,"Percent increase of R(+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",Rattus norvegicus,CHEMBL615898
,Autocuration,1257,1,,B,,,,,BAO_0000019,,,16796,10576,,,,H,8,% inhibition towards 5-HT1A receptor from rat hippocampal membranes,,CHEMBL615899
,Autocuration,1258,1,,B,,,,,BAO_0000019,,,16796,10576,,,,H,8,% inhibition towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,,CHEMBL616291
,Autocuration,1259,1,,B,,,,,BAO_0000357,,,15629,10576,,,,H,8,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor.,,CHEMBL616292
,Autocuration,1260,1,,F,,,,,BAO_0000249,,,13241,10576,,,,H,8,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",,CHEMBL616293
,Expert,1261,1,,B,,10000000.0,,,BAO_0000221,,Hippocampus,12073,10576,,,,H,8,Measurement of binding affinity by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,,CHEMBL616294
,Autocuration,1262,1,,B,,10000000.0,,,BAO_0000249,,Hippocampus,14286,10576,,,,H,8,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane,,CHEMBL616295
