assay_id,assay_cell_type,assay_type,cell_id,assay_test_type,description,confidence_score,src_assay_id,assay_category,tid,assay_tax_id,curated_by,src_id,chembl_id,bao_format,tissue_id,variant_id
3118,,B,,,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,4,,,105030,,Autocuration,1,CHEMBL617961,BAO_0000224,,
3119,,B,,In vitro,Ability to displace the radioligand [3H]GR-65630 from 5-hydroxytryptamine 3 receptor expressed in NIE-115 cells,4,,,105030,,Autocuration,1,CHEMBL617962,BAO_0000219,,
3120,N1E-115,B,339.0,,In vitro binding affinity at 5-hydroxytryptamine 3 receptor in N1E-115 cells using 3[H]GR-65630 as the radioligand,4,,,105030,,Autocuration,1,CHEMBL617963,BAO_0000219,,
3121,,B,,,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,8,,,11765,,Autocuration,1,CHEMBL617964,BAO_0000019,,
3122,,B,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in NG cells 108-15,8,,,11765,,Autocuration,1,CHEMBL617965,BAO_0000219,,
3123,,B,,,Compound was tested for the Binding affinity against N1e-115 neuroblastoma 5-hydroxytryptamine 3 receptor by Radio ligand [3H]GR-65630 binding assay.,9,,,10630,10090.0,Autocuration,1,CHEMBL617966,BAO_0000357,,
3124,,B,,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,8,,,17106,,Autocuration,1,CHEMBL857074,BAO_0000019,,
3125,,B,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor,8,,,144,9823.0,Autocuration,1,CHEMBL617967,BAO_0000357,,
3126,,B,,,Binding activity radioligand.,8,,,144,9823.0,Autocuration,1,CHEMBL617968,BAO_0000357,,
3127,,B,,,Binding affinity to 5-hydroxytryptamine 3 receptor of neuronal in the afferent rabbit vagus,4,,,104714,9986.0,Autocuration,1,CHEMBL617969,BAO_0000223,,
3128,,B,,,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,4,,,104714,9986.0,Autocuration,1,CHEMBL617970,BAO_0000223,,
3129,,B,,,Potency at neuronal 5-hydroxytryptamine 3 receptors in the rabbit heart,4,,,104714,9986.0,Autocuration,1,CHEMBL617971,BAO_0000223,,
3130,,B,,,Potency to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,4,,,104714,9986.0,Autocuration,1,CHEMBL617972,BAO_0000019,,
3131,,F,,,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),4,,,104714,9986.0,Autocuration,1,CHEMBL617973,BAO_0000019,,
3132,,F,,,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),4,,,104714,9986.0,Autocuration,1,CHEMBL617974,BAO_0000019,,
3133,,F,,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),4,,,104714,9986.0,Autocuration,1,CHEMBL617975,BAO_0000221,2116.0,
3134,,F,,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),4,,,104714,9986.0,Autocuration,1,CHEMBL617976,BAO_0000019,,
3135,,F,,,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),4,,,104714,9986.0,Autocuration,1,CHEMBL617977,BAO_0000019,,
3136,,F,,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),4,,,104714,9986.0,Autocuration,1,CHEMBL617978,BAO_0000019,,
3137,,F,,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),4,,,104714,9986.0,Autocuration,1,CHEMBL617979,BAO_0000019,,
3138,CHO,B,449.0,,Binding affinity against 5-hydroxytryptamine 3 receptor in CHO cells using [3H]5-HT as radioligand,4,,,104714,9986.0,Autocuration,1,CHEMBL617980,BAO_0000219,,
3139,,B,,,In vitro displacement of [3H]-LY 278584 from rat cerebral cortex 5-hydroxytryptamine 3 receptor,7,,,104698,10116.0,Autocuration,1,CHEMBL617981,BAO_0000019,,
3140,,B,,,Affinity at 5-hydroxytryptamine 3 receptor from rat frontal cortex using [3H]granisetron as radioligand (For granisetron = Ki(nM)=0.3+/-0.01),8,,,12020,,Autocuration,1,CHEMBL617982,BAO_0000019,,
3141,,B,,,Affinity at 5-hydroxytryptamine 3 receptor (For granisetron = Ki (nM)=0.3+/-0.01),8,,,12020,,Autocuration,1,CHEMBL617983,BAO_0000357,,
3142,,B,,,In vitro displacement of [3H]ICS-205-930 from 5-hydroxytryptamine 3 receptor in cultured NG-108-15 rat glioma cells,7,,,104698,10116.0,Autocuration,1,CHEMBL617984,BAO_0000019,,
3143,,B,,,"Binding affinity for 5-hydroxytryptamine 3 receptor in rat cerebral cortex, determined by displacement of [3H]GR-65630",6,,,104698,,Autocuration,1,CHEMBL617985,BAO_0000019,,
3144,,F,,In vivo,"5-Hydroxy tryptamine 3 receptor showing agonist activity (in vivo) in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",6,,,104698,,Autocuration,1,CHEMBL617986,BAO_0000218,948.0,
3145,,F,,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",6,,,104698,,Autocuration,1,CHEMBL617987,BAO_0000019,948.0,
3146,,F,,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",6,,,104698,,Autocuration,1,CHEMBL617988,BAO_0000019,948.0,
3147,,F,,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as change in heart rate",6,,,104698,,Autocuration,1,CHEMBL617792,BAO_0000019,948.0,
3148,,F,,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptorr in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",6,,,104698,,Autocuration,1,CHEMBL617793,BAO_0000019,948.0,
3149,,F,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100(ug/kg), evaluated as percent inhibition of bradycardia",6,,,104698,,Autocuration,1,CHEMBL617794,BAO_0000019,,
3150,,F,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",6,,,104698,,Autocuration,1,CHEMBL617795,BAO_0000019,,
3151,,F,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",6,,,104698,,Autocuration,1,CHEMBL617796,BAO_0000019,,
3152,,F,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60(ug/kg), evaluated as percent inhibition of bradycardia",6,,,104698,,Autocuration,1,CHEMBL617797,BAO_0000019,,
3153,,F,,In vivo,Antagonism of 5-HT-induced Von Bezold-Jarisch reflex in rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor antagonism),7,,,104698,10116.0,Autocuration,1,CHEMBL617798,BAO_0000218,,
3154,,F,,In vivo,Ability to antagonise the 5-HT- induced Von Bezold-Jarisch reflex in the rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor),6,,,104698,,Autocuration,1,CHEMBL617799,BAO_0000218,,
3155,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,7,,,104698,10116.0,Autocuration,1,CHEMBL617800,BAO_0000218,,
3156,,F,,,Inhibition of 5-HT-induced bradycardia by 5-hydroxytryptamine 3+,7,,,104698,10116.0,Autocuration,1,CHEMBL617801,BAO_0000019,,
3157,,F,,In vivo,In vivo inhibitory concentration after 5 minutes against 5-hydroxytryptamine 3 receptor induced bradycardia [bezold-jarisch (B-J) reflex test] in rat by intravenous administration,7,,,104698,10116.0,Autocuration,1,CHEMBL617802,BAO_0000218,,
3158,,F,,,Inhibition of 5-HT (1 ug/mL) induced depolarization in rat vagus nerve (5-hydroxytryptamine 3 receptor antagonism),7,,,104698,10116.0,Autocuration,1,CHEMBL617803,BAO_0000019,,
3159,,B,,,Binding affinity towards 5-HT3 receptor in rat was evaluated,6,,,104698,,Autocuration,1,CHEMBL617804,BAO_0000019,,
3160,,B,,,Inhibition of [3H]GR-65630 binding to rat cortical membrane 5-hydroxytryptamine 3 receptor,7,,,104698,10116.0,Autocuration,1,CHEMBL617805,BAO_0000019,,
3161,,B,,,Binding affinity was evaluated in vitro by displacement of [3H]zacopride radioligand from 5-hydroxytryptamine 3 receptor,6,,,104698,,Autocuration,1,CHEMBL617806,BAO_0000223,,
3162,,B,,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex.,6,,,104698,,Autocuration,1,CHEMBL617807,BAO_0000019,,
3163,,B,,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement of [3H]granisetron from rat cerebral cortex,6,,,104698,,Autocuration,1,CHEMBL617808,BAO_0000019,,
3164,,B,,,Binding affinity against 5-hydroxytryptamine 3 receptor in rat cortical membrane using [3H]GR-65630 as radioligand,6,,,104698,,Autocuration,1,CHEMBL617809,BAO_0000249,,
3165,,B,,,Compound was tested for its ability to displace [3H]-Q-ICS 205-930 from 5-hydroxytryptamine 3 receptor in rat cortex homogenates,6,,,104698,,Autocuration,1,CHEMBL617810,BAO_0000019,,
3166,,B,,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to 5-hydroxytryptamine 3 receptor in rat brain cortical membrane,6,,,104698,,Autocuration,1,CHEMBL617811,BAO_0000249,955.0,
3167,,B,,,Concentration required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine-3 receptor (5-HT 3 receptor)in rat brain cortical membrane,6,,,104698,,Autocuration,1,CHEMBL617812,BAO_0000221,955.0,
3168,,B,,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine 3 receptor in rat cortical membrane,6,,,104698,,Autocuration,1,CHEMBL617813,BAO_0000249,,
3169,,B,,,In vitro inhibitory concentration against radioligand [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in rat cortical membrane,6,,,104698,,Autocuration,1,CHEMBL617814,BAO_0000249,,
3170,,B,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate.,6,,,104698,,Autocuration,1,CHEMBL617698,BAO_0000019,,
3171,,B,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; Not active at 10000 nm,7,,,104698,10116.0,Autocuration,1,CHEMBL617699,BAO_0000019,,
3172,,B,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; not active at 10000 nM,7,,,104698,10116.0,Autocuration,1,CHEMBL617700,BAO_0000019,,
3173,,B,,,Inhibition of radiolabeled [3H]-Zacopride ligand binding to 5-hydroxytryptamine 3 receptor,7,,,104698,10116.0,Autocuration,1,CHEMBL617701,BAO_0000223,,
3174,,B,,,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,6,,,104698,,Autocuration,1,CHEMBL617702,BAO_0000019,,
3175,,B,,,"Tested for inhibition of binding of [3H]GR-65630 to rat cortical membranes, expressed as IC50",6,,,104698,,Autocuration,1,CHEMBL617703,BAO_0000249,,
3176,,B,,,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 3 receptor,7,,,104698,10116.0,Autocuration,1,CHEMBL617704,BAO_0000019,,
3177,,B,,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,6,,,104698,,Autocuration,1,CHEMBL617705,BAO_0000223,,
3178,,B,,,Inhibition of [3H]BRL-43694 binding to rat 5-hydroxytryptamine 3 receptor,7,,,104698,10116.0,Autocuration,1,CHEMBL617706,BAO_0000223,,
3179,NG108-15,B,433.0,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells (using [3H]zacopride as radioligand),6,,,104698,,Autocuration,1,CHEMBL617707,BAO_0000219,,
3180,NG108-15,B,433.0,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells using [3H]zacopride as radioligand,6,,,104698,,Autocuration,1,CHEMBL617708,BAO_0000219,,
3181,,B,,,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor from rat cortical homogenate using [3H]zacopride as radioligand,6,,,104698,,Autocuration,1,CHEMBL617709,BAO_0000019,,
3182,,B,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA= Not active,6,,,104698,,Autocuration,1,CHEMBL617710,BAO_0000019,,
3183,,B,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA=Not active,6,,,104698,,Autocuration,1,CHEMBL882925,BAO_0000019,,
3184,,B,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; not active,6,,,104698,,Autocuration,1,CHEMBL617711,BAO_0000019,,
3185,,F,,,Antagonist potency to 5-hydroxytryptamine 3 receptor was assayed by antagonism of the 5-HT-evoked reflex bradycardia [Bezold-Jarisch(BJ) reflex] in rats,6,,,104698,,Autocuration,1,CHEMBL617712,BAO_0000019,,
3186,,F,,,Antagonistic activity against 5-hydroxytryptamine 3 receptor as inhibition of 5-HT-induced bradycardia (von Bezold-jarisch reflex) in anesthetized rat,7,,,104698,10116.0,Autocuration,1,CHEMBL617713,BAO_0000019,,
3187,,F,,,"Compound was tested as a 5-hydroxytryptamine 3 receptor antagonist in the rat by assessment of the inhibition of the Bezold-Jarisch effect, when administered intravenously",6,,,104698,,Autocuration,1,CHEMBL617714,BAO_0000019,,
3188,,F,,,In vivo 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) antagonistic activity expressed as ability to inhibit Bezold-Jarich reflex evoked by 5-HT in rats,6,,,104698,,Autocuration,1,CHEMBL617715,BAO_0000218,,
3189,,F,,In vivo,Inhibition dose for 50 percent antagonism for 5-hydroxytryptamine 3 receptor in vivo in rats,6,,,104698,,Autocuration,1,CHEMBL617716,BAO_0000218,,
3190,,F,,,Inhibition of 5-HT evoked reflex bradycardia in rat.,6,,,104698,,Autocuration,1,CHEMBL617717,BAO_0000218,,
3191,,F,,In vivo,5-HT3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617718,BAO_0000218,,
3192,,F,,In vivo,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617719,BAO_0000218,,
3193,,F,,In vivo,5-hydroxytryptamine 3 receptor antagonistic activity measured by inhibition of 5-HT-induced bradycardia (iv administration 10 ug/kg dose in urethane-anesthetized rats),6,,,104698,,Autocuration,1,CHEMBL617720,BAO_0000218,,
3194,,F,,In vivo,5-hydroxytryptamine 3 receptor antagonistic activity as inhibition of 5-HT-induced bradycardia after iv administration of 100 ug/kg dose in urethane-anesthetized rats,7,,,104698,10116.0,Autocuration,1,CHEMBL617721,BAO_0000218,,
3195,,F,,In vivo,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617722,BAO_0000218,,
3196,,F,,In vivo,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kgetized rats,6,,,104698,,Autocuration,1,CHEMBL617723,BAO_0000218,,
3197,,F,,In vivo,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 3 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617724,BAO_0000218,,
3198,,F,,In vivo,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 10 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617725,BAO_0000218,,
3199,,F,,In vivo,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 100 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617726,BAO_0000218,,
3200,,F,,In vivo,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 1000 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617727,BAO_0000218,,
3201,,F,,In vivo,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 30 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617728,BAO_0000218,,
3202,,F,,In vivo,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 300 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617729,BAO_0000218,,
3203,,F,,In vivo,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 3ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617730,BAO_0000218,,
3204,,F,,In vivo,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617731,BAO_0000218,,
3205,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 0.3 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617732,BAO_0000218,,
3206,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 1 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617733,BAO_0000218,,
3207,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 30 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617734,BAO_0000218,,
3208,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 0.05 hour,6,,,104698,,Autocuration,1,CHEMBL872874,BAO_0000218,,
3209,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 1 hour,6,,,104698,,Autocuration,1,CHEMBL617735,BAO_0000218,,
3210,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 16 hour,6,,,104698,,Autocuration,1,CHEMBL617736,BAO_0000218,,
3211,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 3 hour,6,,,104698,,Autocuration,1,CHEMBL617737,BAO_0000218,,
3212,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 6 hour,6,,,104698,,Autocuration,1,CHEMBL617738,BAO_0000218,,
3213,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617739,BAO_0000218,,
3214,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 100 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617740,BAO_0000218,,
3215,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617741,BAO_0000218,,
3216,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617742,BAO_0000218,,
3217,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 3 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617743,BAO_0000218,,
3218,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 30 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617744,BAO_0000218,,
3219,,F,,In vivo,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 300 ug/kg dose in urethane-anesthetized rats,6,,,104698,,Autocuration,1,CHEMBL617745,BAO_0000218,,
3220,,F,,,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.)",6,,,104698,,Autocuration,1,CHEMBL617746,BAO_0000218,,
3221,,F,,,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.); Not tested",6,,,104698,,Autocuration,1,CHEMBL617747,BAO_0000218,,
3222,,F,,In vivo,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 10 ug/Kg,6,,,104698,,Autocuration,1,CHEMBL617748,BAO_0000218,,
3223,,F,,In vivo,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 100 ug/Kg,6,,,104698,,Autocuration,1,CHEMBL618909,BAO_0000218,,
3224,,F,,In vivo,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 2 ug/Kg,6,,,104698,,Autocuration,1,CHEMBL618910,BAO_0000218,,
3225,,F,,In vivo,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 20 ug/Kg,6,,,104698,,Autocuration,1,CHEMBL618911,BAO_0000218,,
3226,,F,,In vivo,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 5 ug/Kg,6,,,104698,,Autocuration,1,CHEMBL618912,BAO_0000218,,
3227,,F,,In vivo,Tested for inhibition of Bezold-Jarisch (B-J) reflex mediated by 5-hydroxytryptamine 3 receptor in rats after intravenous administration (2.0 ug/kg),6,,,104698,,Autocuration,1,CHEMBL618913,BAO_0000218,,
3228,,F,,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,6,,,104698,,Autocuration,1,CHEMBL618914,BAO_0000019,,
3229,,F,,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,6,,,104698,,Autocuration,1,CHEMBL618915,BAO_0000019,,
3230,,B,,,Intrinsic efficacy for rat 5-hydroxytryptamine 3 receptor,7,,,104698,10116.0,Autocuration,1,CHEMBL618916,BAO_0000223,,
3231,,F,,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; PA means partial agonist,6,,,104698,,Autocuration,1,CHEMBL618917,BAO_0000019,,
3232,,B,,,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) of rat cortex and hippocampus tissue,7,,,104698,,Intermediate,1,CHEMBL618918,BAO_0000221,10000000.0,
3233,,B,,,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor of rat cortical membrane,7,,,104698,10116.0,Autocuration,1,CHEMBL618919,BAO_0000019,,
3234,,B,,,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 5-hydroxytryptamine 3 receptor,7,,,104698,10116.0,Autocuration,1,CHEMBL618920,BAO_0000019,,
3235,,B,,,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 3 receptor,6,,,104698,,Autocuration,1,CHEMBL618921,BAO_0000223,,
3236,,B,,,Affinity was evaluated by inhibition of [3H]GR-65630 binding to NG108-15 cell transfected with cloned rat 5-hydroxytryptamine 3 receptor,6,,,104698,,Autocuration,1,CHEMBL618922,BAO_0000019,,
3237,,B,,,Binding affinity against radioligand [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in neuroblastoma-glioma (NG108-15) cells.,6,,,104698,,Autocuration,1,CHEMBL618923,BAO_0000019,,
3238,,B,,,Binding affinity for 5-hydroxytryptamine 3 receptor was determined by measuring displacement of [3H]GR-65630 from rat brain cortices,6,,,104698,,Autocuration,1,CHEMBL618924,BAO_0000019,,
3239,,B,,,Binding affinity to 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-BRL 43694 as radioligand,6,,,104698,,Autocuration,1,CHEMBL618925,BAO_0000019,,
3240,,B,,,Binding affinity towards 5-HT3 receptor in rat was evaluated,6,,,104698,,Autocuration,1,CHEMBL618926,BAO_0000019,,
3241,,F,,,5-hydroxytryptamine 4 receptor agonist activity as increased response to electrical stimulation in guinea pig ileum,9,,,20033,10141.0,Intermediate,1,CHEMBL618927,BAO_0000221,2116.0,
3242,,F,,,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum; Not tested,9,,,20033,10141.0,Intermediate,1,CHEMBL618928,BAO_0000221,2116.0,
3243,,F,,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum",9,,,20033,10141.0,Intermediate,1,CHEMBL618929,BAO_0000221,2116.0,
3244,,F,,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Inactive up to 10E-5 M",9,,,20033,10141.0,Intermediate,1,CHEMBL618930,BAO_0000221,2116.0,
3245,,F,,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",9,,,20033,10141.0,Intermediate,1,CHEMBL618931,BAO_0000221,2116.0,
3246,,F,,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",9,,,20033,10141.0,Intermediate,1,CHEMBL619594,BAO_0000221,2116.0,
3247,,F,,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not capable of evaluation",9,,,20033,10141.0,Intermediate,1,CHEMBL619595,BAO_0000221,2116.0,
3248,,F,,,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum.,9,,,20033,10141.0,Intermediate,1,CHEMBL619596,BAO_0000221,2116.0,
