FisY,SePer,CFLI,Deser,SeNa,KnowFDeve,CIDABuDeliMo,ChIs,UntAmoProBu,ProjNu,ClChAdap,FSTCPer,AmoSp,IRTCPer,PBAT,UrbIss,YouIs,IndigIs,DisIs,ICTAAToFDevelo,GenEqua,OrganID,OrgaNa,OrganiTy,OrganiCl,OrganS,ContID,ContNa,ProjBroCounID,CoRegID,CoRegN,CounRePe,SecID
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CD,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CF,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CG,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CI,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CM,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CV,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,DJ,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,1,America,DM,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,EG,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,GA,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,GE,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,GN,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,GQ,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,GW,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,HR,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,1,America,HT,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,KH,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,KM,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,LA,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,LB,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,1,America,LC,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,MA,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,MD,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,MG,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,MK,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,ML,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,MR,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,MU,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,NE,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,RW,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,SC,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,SN,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,ST,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TD,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TG,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TN,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,1200000.0,M013283003,0,0.0,13980.0,0.0,Not PBA,0,0,0,0,0,1,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,VN,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,10700.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,4,Oceania,VU,4,La Francophonie,0.0214,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,AL,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,AM,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,BF,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,BI,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,BJ,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CD,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CF,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CG,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CI,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CM,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CV,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,DJ,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,1,America,DM,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,EG,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,GA,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,GE,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,GN,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,GQ,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,GW,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,HR,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,1,America,HT,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,KH,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,KM,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,LA,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,LB,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,1,America,LC,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,MA,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,MD,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,MG,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,MK,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,ML,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,MR,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,MU,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,NE,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,RW,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,SC,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,SN,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,ST,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TD,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TG,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TN,4,La Francophonie,0.0233,11420
2009/2010,1.0,0,0,Higher education,0,Core Funding,0,500000.0,M013283004,0,0.0,11650.0,0.0,Not PBA,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,VN,4,La Francophonie,0.0233,11420
2009/2010,0.4,0,0,Teacher training,0,Core Funding,1,2000000.0,M013283005,0,0.0,8560.0,0.0,Not PBA,0,0,0,0,0,2,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,4,Oceania,VU,4,La Francophonie,0.0214,11130
2009/2010,0.1,0,0,Democratic participation and civil society,0,Core Funding,1,2000000.0,M013283005,0,0.0,2140.0,0.0,Not PBA,0,0,0,0,0,2,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,4,Oceania,VU,4,La Francophonie,0.0214,15150
2009/2010,0.4,0,0,Employment policy and administrative management,0,Core Funding,1,2000000.0,M013283005,0,0.0,8560.0,0.0,Not PBA,0,0,0,0,0,2,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,4,Oceania,VU,4,La Francophonie,0.0214,16020
2009/2010,0.1,0,0,Culture and recreation,0,Core Funding,1,2000000.0,M013283005,0,0.0,2140.0,0.0,Not PBA,0,0,0,0,0,2,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,4,Oceania,VU,4,La Francophonie,0.0214,16061
2009/2010,0.4,0,0,Teacher training,0,Core Funding,1,2000000.0,M013283005,0,0.0,9320.0,0.0,Not PBA,0,0,0,0,0,2,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,AL,4,La Francophonie,0.0233,11130
2009/2010,0.1,0,0,Democratic participation and civil society,0,Core Funding,1,2000000.0,M013283005,0,0.0,2330.0,0.0,Not PBA,0,0,0,0,0,2,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,AL,4,La Francophonie,0.0233,15150
2009/2010,0.4,0,0,Employment policy and administrative management,0,Core Funding,1,2000000.0,M013283005,0,0.0,9320.0,0.0,Not PBA,0,0,0,0,0,2,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,AL,4,La Francophonie,0.0233,16020
2009/2010,0.1,0,0,Culture and recreation,0,Core Funding,1,2000000.0,M013283005,0,0.0,2330.0,0.0,Not PBA,0,0,0,0,0,2,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,AL,4,La Francophonie,0.0233,16061
