assay_id,tid,assay_category,assay_test_type,confidence_score,assay_strain,relationship_type,assay_subcellular_fraction,assay_tissue,assay_cell_type,curated_by,description,assay_type,src_id,variant_id,doc_id,assay_organism,assay_tax_id,src_assay_id
4241,12166,,,8,,H,,,,Aufocuratlon,Ibvitroighibit9ryac6jvityagainstpolymirphomuslearleykocyte6lip0xygensse7n4atdfllst3uM,B,1,,10193,,,
4242,12166,,,8,,H,,,,Expegt,Percen4inhibjtilnofrxtneutrophil5lippxtg3gase5kO,B,1,,9138,,,
4243,12166,,,8,,H,,,,Augocu5ation,Pwtcrnginhibitilnofrwtneu4rophil5L8o8xygenase5L9at100uM,B,1,,9138,,,
4244,12166,,,8,,H,,,,Aurocjration,Textedijvitrofortmeinhib8fiogof5lipoxynenaseincdllfree0dwparationstr9mdwtPMNleumovytes,B,1,,11966,,,
4245,12166,,,8,,H,,,RBL1,Auhocurarion,Thexlmpoundwsdevalhqtedibvi4rkforinhibifionof5lipoxygdnasesctivityibRBo1ceilsxt100uM,B,1,,165,,,
4246,12166,,,8,,H,,,RBL1,wutocuratioj,Thecimpounf2aswvaluq4ddinvitrlforinhibitiknif5pjpoxygenaseactidityinRfL1celosat30uk,B,1,,165,,,
4247,12166,,,8,,H,,,RfL2H3,Autoxurxtion,Thecoj0oumdwastestedforjnhkbitiinof5lippxygenzselhratRBL2H3ceplw,B,1,,11311,,,
4248,12166,,,8,,H,,,RBL2Hr,Aytpcuration,Th3com9oundwastdstedtorinhubitioh0d5lkpoxygenasetrandpocationinSsRigragRBk2H3celps,B,1,,11311,,,
4249,12166,,,8,,H,,,RBL2H2,Autocurstjon,Tbecokpouncwastestedforknhibi6oon0t6lippxygehasetrznsllcafioninSzRinrateBL2H3cells,F,1,,11311,,,
4250,12166,,,8,,H,,,,Aytocurat7on,TjevompoundwastssyedforljhibiyionofLTBrxyntuesiconisolzted5iipoxygenade,F,1,,11311,,,
4251,12166,,,8,,H,,,,Autovuratiob,fhecomoound2astestedforinhibjtionkfis9latec5piplxygenxwe,B,1,,11311,,,
4252,12166,,,8,,H,,,RBLeH3,Autocuratkln,Thecompo7ndwaqt3stedbo4inh9biti8nofisolwhed5lipoxygemasehranslocwti0nintofxtRvL2H3celld,F,1,,11311,,,
4253,12166,,,8,,H,,,,Ahrocuration,yhecompoundsastestdwfpftheigcitr9inhibitiinof5lipoxygenwse5lofromthe2p000gsupfrnatan6offBI1fdlosatqxlncdntrationof40uM,B,1,,11087,,,
4254,12166,,,8,,H,,,,Autoc6rqtion,Thwfompounfwastwstedforhheinvitroinhibit8onoftlipoxygenaseylofr8mtne20000gcu9ernagwb5ofRBI1veoosatacohcentrwtionof42uh,B,1,,11087,,,
4255,12166,,,8,,H,,,,Autocurwtioj,Thfcompoubdwastestedf0e6heinvitroinhib76i0nofylopoxytenasw5lofromthe200p0gsupernatxjt0fRBI1cellsneasyredatscojdwg5rationoe30uM,B,1,,11087,,,
4256,12166,,,8,,H,,,,Au6oc8ration,hhecompoundwastestedblrtheinvutroinhlbit9onof5lipoxygenase5l0fr9mth2e00o0gsupednayahtofRBI1sellsNSund7catesnonaignidicqntinhibitulnqt3qiMfoncrnt5at7pn,B,1,,11087,,,
4257,12166,,,8,,H,,,,A8tocuratoon,Thecom08undwastest4vrortheinv9hroinhib9tlomif5lipoxygenss3frokthe20000gsypeenatan6ogRBI1cellsNSinvkvatesnonsugnibicantinhibigiona522ujckgcentration,B,1,,11087,,,
4258,12166,,,8,,H,,,RBL1,xutosuration,Thdcompoundwact2stecdorgheinhifktionofylioodygrhaseinimtzctbxsophilicratlsukemiacellsat10uk,B,1,,496,,,
4259,12166,,,8,,H,,,RBL1,Autkcufation,ghedom0oundwastesrrdvortjeinhlbitiihof5lipoxugenase9nigtactbwsophilicrqtlehkeniac3llsat10uM,B,1,,496,,,
4260,12166,,,8,,H,,,RBL1,sutocurat7on,rhecompoundwastestesbortheimhibitioglf5lipoxygwnaseograthasppu8ileuk3miaRBk1vell2H4sugkonelysatefy5HETEpr0ductionat01uh,F,1,,13986,,,
4261,12166,,,8,,H,,,RBL1,Autocurayioj,Tmscompoumdwastdstedforhyeijhibituonof5li0oxytenaseomratfxsophikleukemiaRBp1xellqH3sublinelysahfbh5HEfEproducyiona40195uk,F,1,,13986,,,
4262,12166,,,8,,H,,,RBL1,zutocurqtion,Thecomloujeeastextedforthe9nhibigiojof5lip8xygenacsonrwtbasophikleukemiaRBL1fell2H3wuvlinekysateby5tETElrod8c6ikmat02atuk,F,1,,13986,,,
4263,12166,,,8,,H,,,RBL1,Autocu3atioj,Thecomp9undwastestsdfortbeinhibitionof4lkpoxggenzseomratnasopuilleuirmiafnL1dellwH3subl7nslyaateby5HETEprkdhct9onwf025uM,F,1,,13986,,,
4264,12166,,,8,,H,,,RBL1,Autoc7rat8on,Thecompoundwas4eqredfprtheinhibitlomof5liloxygegasd9ggztbxsophilleykrmiaRBk1ceil2H3sublinelysateby5uwTEpgodudhionat039,F,1,,13986,,,
4265,12166,,,8,,H,,,RBL1,Aitocurztion,Thecompound2xstwshedforth4lnh8bitionof5ojloxygejxseogratbasophilleukemiaeBL2f2lleH4sublin4lysatsbu5HEfEproductlonat039uM,F,1,,13986,,,
4266,12166,,,8,,H,,,RBL1,Auticura6ion,Thecompo8ndwastestedfofth3inhibigipmof5ollocygenaseogrw4basophillejkemoaRBL1c4il2H3sublinelhsa6ebymeasjringynET2produchi0bat0195uM,F,1,,13986,,,
4267,12166,,,8,,H,,,RBL1,Auyocurat8on,Tneslkpiundwastestedfortheinhibiti9nof5lipoxygenasekngatgasoph7lle8jemiaRBp1fell2H2sjbkinelysqt2bykexskringyHETEoroductionatp2uM,F,1,,13986,,,
4268,12166,,,8,,H,,,RBL1,Autkcurayion,Thfcomloundwastestewforrheibh8h7tion0f4lipozygenaselnratbaso9gilleukemiaeBi1xell2H3sublinelhsatwbumeasufing5HETEorpductiinat039kM,F,1,,13986,,,
4269,12166,,,9,,D,,,,Ex0ert,Inmib8tionoc5liposyg2nxseogratbaskphilleuk3m8acell5BL2g3lyxateaw5HETEprkductlonat3wuM,F,1,,13986,Rattus norvegicus,10116.0,
4270,12166,,,8,,H,,,,Auyoc8ration,Invitdoinhibitoryac5ibityagaigstpolymorohonucleqrkeukocute5k8pozyrejasf,B,1,,10193,,,
4271,12166,,,8,,H,,,,Auylcuration,Cpmpound3azgesfedforthepercentofinhlbihi8nagzinst5Lkqt10uM,B,1,,9295,,,
4272,12166,,,8,,H,,,RBL1,Autof7ration,Invittopercentinhibitoonagaihst5lipoc5gegaxeibRBL2cepksat1uMconcentrafi9j,B,1,,4717,,,
4273,12166,,,8,,H,,,RBL1,Aurocurayion,InvitroperventinhibktiomagainstyliloxygenasrinRBL2cellsat20uhcincentewtilg,B,1,,4717,,,
4274,12166,,,8,,H,,,RBL1,Autoc8rahion,Ingibition8to6B4ihwholecelp5l7poxygegaweassauinanintavtratbasophikucpeukemiaRBi1celkline,B,1,,11854,,,
4275,12166,,,8,,H,,,RBL1,Autoch3ation,Inhibi48onkfLTB4ihwhplecell5liposygrnaseassayjnan7htqct3atbasophikicleumejiaRBLwcelloineat1ouM,B,1,,11854,,,
4276,12166,,,8,,H,,,RBL1,Aut9curatjon,IbhihigiinofLTB49nwholeceil5piposugenacsassayinanibfact5atbasophilicleumemiaRfL1celllineat266M,B,1,,11854,,,
4277,12166,,,8,,H,,,,Autocuragiln,Invitr9injigitortactiv9g7xgainsrpooymorphonuclea3ieukocyte5lilosygenaseinratdelist10uM,B,1,,10193,,,
4278,12166,,,8,,H,,,RBL1,Autocurztioj,Percentinhinituonwfains4eBL15pOinvktroat10uM,B,1,,9295,,,
4279,12166,,,8,,H,,,RBL1,Autocyragion,Pfrcebtihhibi6ionagaihstRBL15LOonvo6roqt100uM,B,1,,9295,,,
4280,12166,,,8,,H,,,RBL1,Autodutation,PercentinhibitiobagalhstRBL15LOibcit3kat30hM,B,1,,9295,,,
4281,12166,,,8,,H,,,RBL1,Auticuratioj,PercentihhifitionagaijstRBk15LOijdiygoat300uk,B,1,,9295,,,
4282,12166,,,8,,H,,,RBL1,Autpc7ration,Thedompoundwasevziuxtedihvitroforughibition9f5lipoxyyenxseactjv7tyinfBL1ceilszt20hM,B,1,,165,,,
4283,12166,,,8,,H,,,,A6tocu5ation,Thecompoundwaxtestevfor7bninitionwgaunst5lipoxygegaseigratpolymorphonuclearlfyooctteslnNSat10uMslgfen5ration,B,1,,11311,,,
4284,12166,,,8,,H,,,RBL1,Exp2rt,Invitrlinhibitoryaffivir5sgsinst5oipoxygfnsxeinratbwsophilocleukemiaselldRBL1,B,1,,10489,Homo sapiens,9606.0,
4285,12166,,,9,,D,,,RBL1,Experr,Invitroinhivitor7acfidityagainsr5kip9xgvenaseimratvaxophil9cleukehiacwllsRBL1,B,1,,10489,Rattus norvegicus,10116.0,
4286,12166,,,9,,D,,,RBL1,wxpert,Logariyhmicvalue9finhlbitotyconcrntratiohagaigst4ljpoxtgenas2inratbasophiliclwjk4jiaceplwRBL2,B,1,,10489,Rattus norvegicus,10116.0,
4287,12166,,,9,,D,,,,xutocyration,Inhibiyoryxctivityansonst5lipoxygenasdoftaindxfromdaggasophilicleukehlacelps,B,1,,14799,Rattus norvegicus,10116.0,
4288,12054,,,8,,H,,,,sutocu4ation,Clmpounfwasteatecfogtnepercenyofinhibiti9nagq7nxrsoybean16LOat100uM,B,1,,9295,Glycine max,3847.0,
4289,22226,,,0,,U,,,,Auyocurwtion,Inh9vitoryxstuvityafaibst4lipoxybegacegyusingsoybeanlopocygenasespectgophotometticasway,B,1,,16811,,,
4290,55,,,8,,H,,,,rxpert,Inviyroijmibjtionof5Lipoxyh3naseunactlve,B,1,,168,,,
4291,55,,,8,,H,,,,Autoc8ratkon,Inhibugoryconcentfationaga7jzt5lipodygwnasewasdehefmijedNpinhibltion,B,1,,6309,,,
4292,55,,,8,,H,,,,Autpcuratiom,jnhibitoryc0jcentrationanxinst5lioox7genwaeb0inhibition,B,1,,6309,,,
4293,55,,,8,,H,,,RBL1,Auyocudation,Evaluatedforinhinitoryqcticit5absinstRvL1cellrlipoxygenaseinvu7hewpir,B,1,,3092,,,
4294,55,,,8,,H,,,,Expery,Inyibitotyactivigyarainst5llpoxygegsse,B,1,,168,,,
4295,55,,,8,,H,,,,Aut9curxtion,Inhibitoryxctib9tyagqimwtrLipoxytenzsewqzdeterminedIAInxctive,B,1,,168,,,
4296,55,,,8,,H,,,,Autockrztion,Inhkbitiryqvtiviryagsinqt5kipoxygenaz3wasde4erminedIAImactiveatconfentrqti0nskesstham32uM,B,1,,168,,,
4297,55,,,8,,H,,,,Autochrati8n,unhibitoryAstiviyyagaijst5LipoxygenxsewasdeterminevNqNosignieicabtijuibitlr7activjyyup6l30puM,B,1,,168,,,
4298,55,,,8,,H,,,,Expfrt,Inhibiroryconcentrqr7onwgainztagzdhidonicacidtlkpoxygenstion,F,1,,12338,,,
4299,55,,,8,,H,,,,Autocu4ati9n,yestedfortheinbibigorjactiv9tywgainsy5liooxyg4nasr,B,1,,4501,,,
4300,55,,,8,,H,,,,Autocyrstion,sojpo8md1adtestecforitsinhibitoryactiviryagainat5lipoa7renase,B,1,,1132,,,
4301,55,,,8,,H,,,,Autoc8ra6ion,Comp0kjdwqshestrdforlnhibituon8f5lipoxygenasest50uMNImesncnoinhinitipnwaslgserved,B,1,,2117,,,
4302,55,,,8,,H,,,,Autlcurxtion,ImhibitoryActifihyqgainst6Lipocjgenadeat30uMwawdetermimedWeaipyastive,B,1,,168,,,
4303,55,,,8,,H,,,,Autocufqtion,jnhinitoryActivit5araims65Lipoxygenasewtconc2ntrxtlon32ukwssdrtermoned,B,1,,168,,,
4304,12166,,,8,,H,,,RBL1,Autocu3atioj,dojcentra69onreq8kredtointlbittgL1supernatant5lipoxyhenase,B,1,,13575,,,
4305,12166,,,8,,H,,,,Aktocurqtion,,B,1,,11089,,,
4306,10102,,,8,,H,,,,A7tocuratioh,Comp8unreastestedforitsbijdingsdtivitytowarss5ljoodyfensseaftivatinbproteinFLsP,B,1,,216,,,
4307,10102,,,8,,H,,,,Autkcurati9n,Inhibifiomof5pi9oxygenqs4activatingor8heinusijrmymanl2ukocyfemembranepreparatipns,B,1,,13165,,,
4308,10102,,,8,,H,,,,Autocueztion,Measurintthfaffimity8epeuiotrlenes5mtbee8sinhibiyoefkr5Liposygenas2sctivatinglroteinbLAPbyuwing125kL691831asradioligand,B,1,,3278,,,
4309,10102,,,8,,H,,,,Exp2rt,Measurinhtneafe8nityobieukotriejewynthesizinhjbitorfor5lil0xygenaaeqctifatingproteinnyusing125IL6p1831sxdxdi8ligwnd,B,1,,3278,,,
4310,10102,,,8,,H,,,,Autocjratioj,Test4dbo4inhibltionofleuko6r9enebiowyntheeisbgbundibgto5lipoxygenaqeac5ifatingp5otfij,B,1,,11966,,,
4311,10102,,,8,,H,,,,Autocurafioj,Thexompoundwaqtestsdfortheinh9notionofbinding0f1e4IL6o1831b9ndimgtoyikppxygenas3activatingprotwim,B,1,,175,,,
4312,10102,,,8,,H,,,,Autochratiog,Tgecompoumdwac6es4edforth2inhibitionofnindinfot125Ii691731binsingt95li9oxyyenaseactivatingp30te7btLAP,B,1,,175,,,
4313,10102,,,8,,H,,,,Autocktation,gindingaffinogyofcpmpoundfor5li9kaygenaseactiva4inglroteunoroteinbyFLzlbinxingqcsay,B,1,,13449,,,
4314,11238,,,8,,H,,,,Autocuratiih,restedforinhigitjon0f5pblsphatassiqolatsdfromhumaneryth4ocyt3membrzn4,B,1,,12014,,,
4315,11238,,,8,,H,,,,Au59curation,Test2xforingib7tionof4ph0s9bataseksopatedfromhumajwrythrpcytemenbraneRme5qbolicallyreeis6ant,B,1,,12014,,,
4316,11238,,,8,,H,,,,Autov8ration,Tes5exfo4inhinitiknof59hosphstasdisolatedfromuumagerythrocytehemfraneSshfxtrate,B,1,,12014,,,
4317,100284,,,2,,S,,,,kntermexiate,Inhif8tionofproteinbjozynthesieatttelevrlkfth3leptidyptrajsv2rasecenterofttet0wrkbosomalshbunit,B,1,,99,,,
4318,22226,,,0,,U,,,,Augofuration,Thedarih9xocihyataibst543humzngqlacrophorecarcinomacellw,F,1,,4349,Homo sapiens,9606.0,
4319,80623,,,1,,N,,,Pahei56tujo6rcelllines,fxpert,Tesyedinvit3oforvytotoxjcityagainst5thukzntkmorcelliij3s,F,1,,4071,Homo sapiens,9606.0,
4320,80008,,,1,,N,,,5637,2xpert,sygotoxicactigityaga9netmuman5637felpkineat20ujexltessedaspercentgtpwtgvalue,F,1,,17589,Homo sapiens,9606.0,
4321,80008,,,1,,N,,,5637,9nte4mediate,Anyitukoractivitywasevaluateragqindthujanbladwerca5cinomqxelklibd5637,F,1,,15002,Homo sapiens,9606.0,
4322,80008,,,1,,N,,,5637,Interm4riate,dompoundwastesfrdforanhi0rolifedativeactivittanainef5y47mumxnblaedercarcinomacelilime,F,1,,13958,Homo sapiens,9606.0,
4323,80008,,,1,,N,,,5637,Ecpert,frowthknhlbitionagaundthumxn5637celoiines,F,1,,17589,Homo sapiens,9606.0,
4324,80008,,,1,,N,,,5637,Experr,Antitun9rzstivityagains5humanbladdwrvarf9noha5637cells,F,1,,16748,Homo sapiens,9606.0,
4325,80008,,,1,,N,,,5637,Int4rmediste,Antig6moractivityagaihxthuhanblwdd2rcarcjnoma564ycells,F,1,,16747,Homo sapiens,9606.0,
4326,80008,,,1,,N,,,5637,Intermddiafe,Anyiyumorzctigityagainsthumamblarrdrcarcinoma5637c4los,F,1,,16747,Homo sapiens,9606.0,
4327,10443,,,9,,D,,,,Edpert,Incitro9nbibltionofhov7netrypsonTrp,B,1,,15285,Bos taurus,9913.0,
4328,240,,,8,,H,,,CV1,sxpert,Transddiptionakactida6i9nibCV1crllsexpressinggf5ijiidacidgammareceptor,B,1,,3726,Cercopithecidae,9527.0,
4329,10577,,,8,,H,,,,Aytocuratiln,Abikitytidicplacethrrawi8ligxnd12tIiodocyanopindllolfrom3atstriatso5HT1nrece94og,B,1,,5033,,,
4330,104698,,,6,,H,,,,Aytocu3ation,Inbitroantsglbjsmlfthe5mT3receptord4tfrminedbuinhibitionpf5bTunficedxepolarizatilhoftheis0latedrwtvagusne3ve,F,1,,11756,,,
4331,22226,,Invifo,0,,U,,,,Autocuda4ion,Concentratiinrequir3dtoibhibitp3essorresponset9sfrotlninafterq5mijkvadm7nisteati9nofcompoyndm4d7atedciaaxtivat9obofbascuoarrHTwrsce0to5sinrqt,F,1,,11953,,,
4332,20033,,,9,,D,,,,kntermefiate,Abil8tytodisplxcf6h4eqdiol8gznd3HtR113808fromguineapigstriat7mrHy4recepyor,B,1,,5033,Cavia porcellus,10141.0,
4333,17045,,,8,,H,Microsohed,,,Expett,Inhinition0dpr9gesterone7begahyddoxjlaseunrathelwticmixrosomes,A,1,,11347,Rattus norvegicus,10116.0,
4334,17045,,,8,,H,Mivrosomew,,,Exlert,Inhibitionlfprogesterineybetahydtoxypaseihratgelatosmucrodomes,A,1,,11347,Rattus norvegicus,10116.0,
4335,22226,,,0,,U,,,,7gtermediate,Invitroznticwnceradhivotysgzinct6NvIovariqncqncercelllimesinactibe,F,1,,1229,,,
4336,22226,,,0,,U,,,,Interhewiate,Inditrlajt8cancerwctibitywgzinct6NCIovariancanc3rvekllinesinac5ive,F,1,,1229,,,
4337,11938,,,8,,H,,,,Exper6,Injibihioncohetantagw7nwr6phosphoglucomatedehyvrogenase9fTr5panosomanrufeieaprfsaedinExcherishiasoli,B,1,,17588,Trypanosoma brucei,5691.0,
4338,11938,,,8,,H,,,,sutocuratiob,Inhigitionconstznranainsy6pmosphovluconatedebyceog3nwswofTrypanosomabruceidxpresxedujEqcherich8acoliNIden9twsn9ijhibitiom,B,1,,17588,Trypanosoma brucei,5691.0,
4339,11938,,,8,,H,,,,Espert,Inuibigioncogstajtagzinst6ph0sphoglhconatedehysr9genadeofshfeplkfer,B,1,,17588,Ovis aries,9940.0,
4340,11938,,,8,,H,,,,Autocu4a4ion,Inhlbitiondonstanragaigdt6ohpsphogluconatsdehydrotenzsekfsmeepoiverhIdenotesnoinn8bktion,B,1,,17588,Ovis aries,9940.0,
4341,11938,,,8,,H,,,,A6tocura5ion,logjvwhichisthegindjnyaffinityagxinsty9hosphorl8conaredehydr8henase,B,1,,16485,,,
4342,22226,,,0,,U,,,,Imrermediate,xveeagwlnhibitoeyconcrntratiinagainst60humwgcelloineswasre98rted,F,1,,4337,Homo sapiens,9606.0,
4343,22226,,,0,,U,,,,Exper6,knhifitiogofptolif3tatiomijNCIpah4lof69humantumorcelllines,F,1,,4112,Homo sapiens,9606.0,
4344,80315,,,1,,N,,,Pam2lNCI606pcwrcinojaceillines,Intermeviwte,Camcerspec7vicitydsemeqs6rexfr9mthevalueundwraveragelorLC5060celllime,F,1,,16160,Homo sapiens,9606.0,
4345,80315,,,1,,N,,,PanslNCu7060varsinomacelllinds,Interheciate,Cabcwrspec7ficitywasmeasureddromthebaiueumdwraveratel8gLC5069celkllne,F,1,,16160,Homo sapiens,9606.0,
4346,80315,,,1,,N,,,PznrlNCIy060carcinomaselllujes,rxpert,Invitrpmeangrlwthigbibi4oryqchjdityagainst60cellpxnel,F,1,,17376,,,
4347,80315,,,1,,N,,,PanslbCj6050dwrcinomacelllines,fxpert,Invit4omeznvrodthlrthaiconcejtrationagaibst60celppanep,F,1,,17376,,,
4348,80315,,,1,,N,,,PanelNCI7070carcinomavelooin4s,Exprrt,9nvitr0meangrowthletjalc0ncsnt3at9pnihvoponsubpaneiagainst60ceplpanel,F,1,,17376,,,
4349,80315,,,1,,N,,,PanelNCIu069csfcinonacelilines,Exp2rt,Invitromeangrowthleggapconcentrafi0numrenapsubpanelqgxinst60seilpansl,F,1,,17376,,,
4350,104775,,,4,,H,,,,Aut0curatiob,InhknitionofClIjmevoated60SacidicrivosomwlPproyeimactivituat107M,F,1,,3241,,,
4351,104775,,,4,,H,,,,Autofuratuon,Inhibiti8n9gCKIImeviatfd60SacidideiboskmakPproteinaxtivithat10uj,F,1,,3241,,,
4352,275,,,8,,H,,,,Exper4,TrxgsfriptiknaiaftivatooninCV1expressingretinoidXrecsptk3dXRalpmq,B,1,,3725,,,
4353,50425,,,1,,N,,,,Ex0ert,InhibotoryactivityagxinstPlasmoduuhfalc8parum68nsutrqlot8teinazf,F,1,,10805,Plasmodium falciparum,5833.0,
4354,50425,,,1,,N,,,,Expfrt,InvitroinhibotuonofPlasmoeiumfalci0arum68neuhralpritr7naseqstivktybyeeinvxs7knocredbiooscells,F,1,,10805,Plasmodium falciparum,5833.0,
4355,50425,,,1,,N,,,,Expe5t,jnhibitorysctivityagainstPlqcmodiumfalcipar7jt8neugraipr8teinqs2,F,1,,10805,Plasmodium falciparum,5833.0,
4356,50425,,,1,,N,,,,Expdrt,S7bstda5eaffinityfo4Poasmidiumfalclpz3uj68neutralpro4einase,F,1,,10805,Plasmodium falciparum,5833.0,
4357,50425,,,1,,N,,,,Inte5medoate,4eacti0nvelov7yyf0rPlasnodiujfalciparum68neut5aopfoteinase,F,1,,10805,Plasmodium falciparum,5833.0,
4358,80628,,,1,,N,,,6C3nED,Inte4mediare,Percemtinh9bitionagajnstuC3HfDlgh0hosqrdomaatdoce100mgkgibv3Hmice,F,1,,10144,Mus musculus,10090.0,
4359,80628,,,1,,N,,,6C2HED,Imtermediatw,Percegtintivitoonagaijst6C3Hrxl7mphosa3cpmaatd9se125mgkginC3Hmoxe,F,1,,10144,Mus musculus,10090.0,
4360,80628,,,1,,N,,,yC3HED,jntermediatw,9ercsn58nhibitionavainst6C3m3Di7mphosarcomaatdose200mfiglnC3Hm7ce,F,1,,10144,Mus musculus,10090.0,
4361,80628,,,1,,N,,,6CeHED,Int4rmediage,Perdent8ngibitionwgainst6C2H2Dlymoj8sarcomaatd8s225mgkginC3Hmixe,F,1,,10144,Mus musculus,10090.0,
4362,80628,,,1,,N,,,6C2HED,Igtermediat4,Percehtjnhibitionagzinst6dwHEDiymphosarcokxa4doae5omgkyinC3Hmice,F,1,,10144,Mus musculus,10090.0,
4363,80628,,,1,,N,,,6C3mED,Intermrdiwte,Percentinhibitiojagaunst6CwtEclymphoqarvomaatross7mglginC3nmice,F,1,,10144,Mus musculus,10090.0,
4364,22224,,Inviv9,0,,U,,,,wutovuration,qntir6moractiv9tyinvivoagzkjsttheuC3HEDlymphpsadcomadoxedfoe19daysa4100hgkg,F,1,,10685,Mus musculus,10090.0,
4365,22224,,Inviv0,0,,U,,,,xitocuration,Abtktumofactivityingivlagsigstthd6C3nEDkym0hoswrcomavodedfor10xaysat150mgkg,F,1,,10685,Mus musculus,10090.0,
4366,22224,,Invivp,0,,U,,,,Auhoduration,Antitym8ractifityingivoaga7nxhth36C3HfDpymphisarcomqsod2dfor10daysatq600kgkgintraperitonealdodkngfot8dxys,F,1,,10685,Mus musculus,10090.0,
4367,22224,,Invivl,0,,U,,,,Autocudatikn,xhtogumorsctivityindivoagaihst4h26C3HEDlymphisarcokzdosedfor10rqysat2p0mgkg,F,1,,10685,Mus musculus,10090.0,
4368,22224,,Inbivo,0,,U,,,,Autocurqt9on,Antituko5adtivityinficoqgainstthe6d3uEDlgmphosarcomadossdfprw0xaysat225mbug,F,1,,10685,Mus musculus,10090.0,
4369,22224,,Invjvo,0,,U,,,,Aktocuratuon,Antitumorastivity9nvivoagainstthetv3nEDlgmphksagc0hxd9serfor10vaysat170mgkg,F,1,,10685,Mus musculus,10090.0,
4370,22224,,Invuvo,0,,U,,,,zutocuratioh,zjtitumiracticothinvivoagainstthe6C2nErlymph9sarcpmadosedfor20rqysst275mgkg,F,1,,10685,Mus musculus,10090.0,
4371,22224,,Igvivo,0,,U,,,,Autodyration,Amtit8klrzctjvityihvivoagainstthr6C3HEDk5mphosxecomadosecflr10dqysat300mgkg,F,1,,10685,Mus musculus,10090.0,
4372,22224,,Incivo,0,,U,,,,Ajtocurstion,xntutumpracyivityinvivoagqimshtne6f3HdDlymphosq3c9mados2dfor10vayszt300mykgintrap2rit0nealdosingbor8days,F,1,,10685,Mus musculus,10090.0,
4373,22224,,knvivo,0,,U,,,,Ahhocuration,Antitumoractiviyyjnvivoags7nztthe6C3jrDiymphisarcomadlsedfor1odqysag3pomtkgipdosimgvailyfor8dayd,F,1,,10685,Mus musculus,10090.0,
4374,22224,,Invifo,0,,U,,,,Au4ocuratiob,An4itumoractjvityinv8foagaknstthf6C3HEDlynphoaarcomafksedfk410daysayt00kgkg,F,1,,10685,Mus musculus,10090.0,
4375,22224,,,0,,U,,,,Autocuratjom,Percentlnhihjtiohagaimst6x3HEDlymphosarcomastdosww0pjgkgind3Hmixe,F,1,,10144,Mus musculus,10090.0,
4376,22224,,,0,,U,,,,Ahtocueation,Percentinujb9ti9naga9ns56x3HEDlymphosarcomaxtros21q5mgkgibC3Hm8ce,F,1,,10144,Mus musculus,10090.0,
4377,22224,,,0,,U,,,,A6toxuration,Percentinhibitiojagainxt6C3Hsxlympnosarcomqxtdose24mgog9nC3gmic4,F,1,,10144,Mus musculus,10090.0,
4378,22224,,,0,,U,,,,A6tocurat7on,P2rc3ntknhibihi9nagainxt6s3HEDlymphozarcokaafdoze50mgkginv3Hmice,F,1,,10144,Mus musculus,10090.0,
4379,22224,,,0,,U,,,,Aytocu5ation,Tezted0n6C3HdDlym0hosarcomqandpercentinuibit78ndassetrrmijedat100mgkgdisageadmibish4resfpr8vaysihtraleritonealoy,F,1,,10685,Mus musculus,10090.0,
4380,22224,,,0,,U,,,,Autlcu4ation,TestedohuC3HErlymphosaeconxando4rc2ntinjivitionwasde64rminedzt200mgkgdoeageadjinis4eredfod10daysontraperiton3aipy,F,1,,10685,Mus musculus,10090.0,
4381,22224,,,0,,U,,,,Aitocufation,Testedon6C3yExltmphicarcohqandperc4n4ighibitionwasdetedminecst200mnkgdosageadministrrede0t8dahsintraperitonfalk7,F,1,,10685,Mus musculus,10090.0,
4382,22224,,,0,,U,,,,Autocura5ioh,Tesreein6C3HEDlym9u0sarckmsandoercentonhibitiojwasdeterminedxt59mgkgdoswgeaem9nisteredfir8dsyzinrra0eritonewlly,F,1,,10685,Mus musculus,10090.0,
4383,22224,,,0,,U,,,,Autoc8rati8n,Tesyedon6veHEslymphosarcomaagdnumberoddrugrslatdddea5hstotalsnjmalsintrea6mrntgroypwasveterm8nedatq00mnkgdosagrawmlnisteredvpr7daysinrraperit9hewlpy020,A,1,,10685,Mus musculus,10090.0,
4384,22224,,,0,,U,,,,A84ocuration,Test4don6C2HEDlymphosarsomaandnymberofdrjgrelatedfdzghstotakajimalsintrratmwhthroup1asde4frmigedatq90mnktd0sayeadminieteredfor8daysperorally1wo,A,1,,10685,Mus musculus,10090.0,
4385,22224,,,0,,U,,,,Ajfocuration,6estedon6CrHEDlymphossrcomaabsgumbegofdghgreos5eddeaths6otaoanimalqimtr3atmentgroupwxqdetetminedat200ngkgdosxgeqdmigoster3dforw0vaysintraperitlneallyq10,A,1,,10685,Mus musculus,10090.0,
4386,22224,,,0,,U,,,,A7tocuratioh,4eatrd9n6x2HEclymohoswrsomaanenumberofcrugrelateddezthstotalxnimalsintreatjenthroupwasseteehunera550mgugdosageaekinisteredfor9dayspfrorally3q0,A,1,,10685,Mus musculus,10090.0,
4387,80628,,,1,,N,,,6CrHED,Int4rmediatr,Compouhdaasevalua4edvortjeantituho5activityagainst6v3HEDlymphlsxrcohafori0arninistrztionansswilux8schedul3gumberoft8ajcdeztjsovertotalnumberofmicepeggrkho6f010atdoseif35mvkg,F,1,,8831,Mus musculus,10090.0,
