miller2_FiY,miller2_PBATy,miller2_CounRePe,miller2_Deser,miller2_OrgNa,miller2_UnAmProjBud,miller2_ICTAATFoDeve,miller2_SectNa,miller2_DiviID,miller2_Sta,miller2_IndiIs,miller2_SeN,miller2_CouReNa,miller2_RegiProg,miller2_CouRegID,miller2_TrDevel,miller2_Biodiv,miller2_UrIss,miller2_ChilIss,miller2_YoIss,miller2_DisaIs,miller2_KnoFoDevelo,miller2_GeEqua,miller2_OrganID,miller2_OrganiT,miller2_OrgaCla,miller2_OrgS,miller2_ConID,miller2_ContiN,miller2_ProjBrowCoID,miller2_SeID,miller2_SePerc,miller2_AmSp
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Employment policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,SN,16020,0.0563,6821.308000000001
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Communications policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,SN,22010,0.1063,12879.308
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Energy education/training,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,SN,23181,0.0562,6809.191999999999
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Business support services and institutions,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,SN,25010,0.1062,12867.192
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Trade policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,SN,33110,0.1062,12867.192
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Environmental policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,SN,41010,0.0562,6809.191999999999
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Education policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,ST,11110,0.2563,31053.307999999997
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,ST,15110,0.2563,31053.307999999997
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Employment policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,ST,16020,0.0563,6821.308000000001
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Communications policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,ST,22010,0.1063,12879.308
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Energy education/training,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,ST,23181,0.0562,6809.191999999999
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Business support services and institutions,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,ST,25010,0.1062,12867.192
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Trade policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,ST,33110,0.1062,12867.192
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Environmental policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,ST,41010,0.0562,6809.191999999999
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Education policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TD,11110,0.2563,31053.307999999997
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TD,15110,0.2563,31053.307999999997
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Employment policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TD,16020,0.0563,6821.308000000001
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Communications policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TD,22010,0.1063,12879.308
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Energy education/training,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TD,23181,0.0562,6809.191999999999
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Business support services and institutions,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TD,25010,0.1062,12867.192
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Trade policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TD,33110,0.1062,12867.192
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Environmental policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TD,41010,0.0562,6809.191999999999
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Education policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TG,11110,0.2563,31053.307999999997
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TG,15110,0.2563,31053.307999999997
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Employment policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TG,16020,0.0563,6821.308000000001
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Communications policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TG,22010,0.1063,12879.308
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Energy education/training,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TG,23181,0.0562,6809.191999999999
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Business support services and institutions,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TG,25010,0.1062,12867.192
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Trade policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TG,33110,0.1062,12867.192
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Environmental policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TG,41010,0.0562,6809.191999999999
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Education policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TN,11110,0.2563,31053.307999999997
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TN,15110,0.2563,31053.307999999997
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Employment policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TN,16020,0.0563,6821.308000000001
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Communications policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TN,22010,0.1063,12879.308
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Energy education/training,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TN,23181,0.0562,6809.191999999999
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Business support services and institutions,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TN,25010,0.1062,12867.192
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Trade policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TN,33110,0.1062,12867.192
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Environmental policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,TN,41010,0.0562,6809.191999999999
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Education policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,VN,11110,0.2563,31053.307999999997
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,VN,15110,0.2563,31053.307999999997
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Employment policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,VN,16020,0.0563,6821.308000000001
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Communications policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,VN,22010,0.1063,12879.308
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Energy education/training,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,VN,23181,0.0562,6809.191999999999
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Business support services and institutions,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,VN,25010,0.1062,12867.192
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Trade policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,VN,33110,0.1062,12867.192
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,10400000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Environmental policy and administrative management,La Francophonie,0,4,1,0,0,0,1,0,0,1,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,VN,41010,0.0562,6809.191999999999
2009/2010,Not PBA,0.0214,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,4,Oceania,VU,15110,1.0,10700.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,AL,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,AM,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,BF,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,BI,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,BJ,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CD,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CF,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CG,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CI,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CM,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,CV,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,DJ,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,1,America,DM,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,EG,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,GA,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,GE,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,GN,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,GQ,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,GW,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,HR,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,1,America,HT,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,KH,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,KM,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,LA,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,3,Asia,LB,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,1,America,LC,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,MA,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,MD,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,MG,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,5,Europe,MK,15110,1.0,11650.0
2009/2010,Not PBA,0.0233,0,OIF - Organisation internationale de la Francophonie,500000.0,0,"UN, Commonwealth & Francophonie-Core",D5440,Terminating,0,Public sector policy and administrative management,La Francophonie,0,4,0,0,0,0,0,0,0,0,1010802,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,2,Africa,ML,15110,1.0,11650.0
