assays_ss_d,assays_ss_sbclllr_frctn,assays_dc_d,assays_ss_ctgr,assays_ss_tx_d,assays_ss_cll_tp,assays_ss_tss,assays_ss_tp,assays_ss_strn,assays_b_frmt,assays_tss_d,assays_crtd_b,assays_src_d,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_vrnt_d
1903,,10639,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL616499,,
1904,,10922,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL616500,,
1905,,9064,,10116.0,,Brain,B,,BAO_0000221,955.0,Autocuration,1,,CHEMBL616501,,
1906,,10748,,,,Brain,B,,BAO_0000221,955.0,Autocuration,1,,CHEMBL616502,,
1907,Membranes,11614,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL884529,,
1908,Membranes,11615,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL616503,,
1909,,11615,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616964,,
1910,Membranes,11614,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL616965,,
1911,,11702,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616966,,
1912,,11702,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616967,,
1913,,11702,,10116.0,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616968,,
1914,,11702,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616969,,
1915,,13346,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL884530,,
1916,,10025,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616970,,
1917,,10025,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616971,,
1918,,10025,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616972,,
1919,,9036,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616973,,
1920,,9036,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616974,,
1921,,9161,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL616975,,
1922,,12304,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL616976,,
1923,,13276,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616977,,
1924,,11825,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616978,,
1925,,12443,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616979,,
1926,,13830,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616980,,
1927,Membranes,9592,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL616981,,
1928,Membranes,9592,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL616982,,
1929,,10881,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616983,,
1930,,13605,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL616984,,
1931,,11624,,10116.0,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616985,,
1932,,4101,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616986,,
1933,,4101,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL616987,,
1934,,15360,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL616988,,
1935,,11576,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617243,,
1936,,5834,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617244,,
1937,,2395,,10116.0,CHO-K1,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617245,485.0,
1938,Membranes,11965,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617246,,
1939,,3967,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617546,,
1940,Brain membranes,11130,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617547,,
1941,,13427,,,,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617548,,
1942,,9443,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617549,,
1943,,9443,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617550,,
1944,,11825,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617551,,
1945,Membranes,12120,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617552,,
1946,Membranes,12120,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617553,,
1947,,11963,,,,Thoracic aorta,F,,BAO_0000019,1515.0,Autocuration,1,,CHEMBL617554,,
1948,,9069,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617555,,
1949,,8868,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617556,,
1950,,17200,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617557,,
1951,,17200,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617558,,
1952,,13969,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617559,,
1953,,13392,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617560,,
1954,,1742,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617561,,
1955,,1742,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617562,,
1956,,14331,,,,Striatum,B,,BAO_0000357,2435.0,Autocuration,1,,CHEMBL617563,,
1957,,12861,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617564,,
1958,,12861,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL617565,,
1959,,12861,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL856076,,
1960,,12861,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617566,,
1961,,12861,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL875911,,
1962,,12861,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617567,,
1963,,675,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617568,,
1964,,12490,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL617569,,
1965,,11828,,,,,B,,BAO_0000249,,Expert,1,,CHEMBL617570,,
1966,,11866,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617571,,
1967,,773,,9823.0,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617572,,
1968,,13047,,9986.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL617573,,
1969,,13047,,9986.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617574,,
1970,,13047,,9986.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL617575,,
1971,,188,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617576,,
1972,,10639,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617577,,
1973,,12438,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617578,,
1974,,12438,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617579,,
1975,,15854,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL617580,,
1976,,10394,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617581,,
1977,,12092,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617582,,
1978,,3389,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL617583,,
1979,,6011,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617584,,
1980,,4639,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617585,,
1981,,2474,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL875912,,
1982,,5014,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617586,,
1983,,17515,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617587,,
1984,,11866,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617588,,
1985,,4687,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL857980,,
1986,,12146,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617589,,
1987,,10321,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617590,,
1988,,13267,,,HEK293,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617591,722.0,
1989,,1274,,9606.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL617592,,
1990,,15250,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617593,,
1991,,13706,,,CHO-K1,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617594,485.0,
1992,,13706,,,CHO-K1,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617595,485.0,
1993,,13706,,,HEK293,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617596,722.0,
1994,,13706,,,HEK293,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617597,722.0,
1995,,13047,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617598,,
1996,,13366,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL872916,,
1997,,13366,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617599,,
1998,,1558,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617091,,
1999,,12902,,,CHO-K1,,B,,BAO_0000219,,Expert,1,,CHEMBL617092,485.0,
2000,,13706,,,CHO-K1,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617093,485.0,
2001,,13706,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617094,,
2002,,13706,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617095,,
2003,,14251,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617096,,
2004,,14251,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617097,,
2005,,14251,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617098,,
2006,,13313,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617301,,
2007,,13313,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617302,,
2008,,13366,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617303,,
2009,,13051,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617304,,
2010,,12903,,,CHO,,B,,BAO_0000219,,Expert,1,,CHEMBL617305,449.0,
2011,,12469,,9606.0,,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617306,,
2012,,5619,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617307,,
2013,,13047,,9986.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617308,,
2014,,16633,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617309,,
2015,,16633,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617310,,
2016,,16633,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617311,,
2017,,16633,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617312,,
2018,,3269,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617313,,
2019,,12409,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617314,,
2020,,13706,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617315,,
2021,,13706,,,HEK293,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617316,722.0,
2022,,13706,,,HEK293,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617317,722.0,
2023,,12903,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617318,449.0,
2024,,13047,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617319,,
2025,,13366,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617320,,
2026,,13366,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617321,,
2027,,13366,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617322,,
2028,,13366,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616862,,
2029,,13366,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616863,,
2030,,12469,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616864,449.0,
2031,,13706,,,CHO-K1,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616865,485.0,
2032,,13706,,,CHO-K1,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616866,485.0,
2033,,13706,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL616867,,
2034,,12902,,,CHO-K1,,B,,BAO_0000219,,Expert,1,,CHEMBL616868,485.0,
2035,,13051,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL616869,,
2036,,12903,,,CHO,,B,,BAO_0000219,,Expert,1,,CHEMBL616870,449.0,
2037,,1558,,,CHO-K1,,F,,BAO_0000219,,Autocuration,1,,CHEMBL616871,485.0,
2038,,1558,,,CHO-K1,,F,,BAO_0000219,,Autocuration,1,,CHEMBL616872,485.0,
2039,,1558,,,CHO-K1,,F,,BAO_0000219,,Autocuration,1,,CHEMBL616873,485.0,
2040,,1558,,,CHO-K1,,F,,BAO_0000219,,Autocuration,1,,CHEMBL616838,485.0,
2041,,1558,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616839,,
2042,,13047,,9986.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL616840,,
2043,,13313,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616841,,
2044,,13313,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616842,,
2045,,12409,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL857976,,
2046,,15250,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616843,449.0,
2047,,1348,,9606.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL616844,,
2048,,1348,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616845,,
2049,,4234,,9606.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL616846,,
2050,,16209,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616847,,
2051,,10444,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL616848,,
2052,,3935,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616849,,
2053,,15818,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL872911,,
2054,,17085,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL616850,,
2055,,12936,,9606.0,CHO,,B,,BAO_0000219,,Expert,1,,CHEMBL616699,449.0,
2056,,6166,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616700,,
2057,,15779,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616701,449.0,
2058,,15779,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616702,449.0,
2059,,15779,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616703,449.0,
2060,,13181,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616704,,
2061,,4199,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616705,449.0,
2062,,14875,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616706,,
2063,,15146,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616707,449.0,
2064,,5213,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616708,,
2065,,12146,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616709,,
2066,,13267,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616710,449.0,
2067,,14818,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616711,449.0,
2068,,4829,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616712,449.0,
2069,,4373,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616713,,
2070,,4373,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616714,,
2071,,14159,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616715,,
2072,,16633,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616716,,
2073,,17085,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL616717,,
2074,,17085,,,,,F,,BAO_0000019,,Expert,1,,CHEMBL616718,,
2075,,16209,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL875905,,
2076,,16209,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL616719,,
2077,,17085,,,,,F,,BAO_0000019,,Expert,1,,CHEMBL616720,,
2078,,14159,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616721,,
2079,,15250,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616722,449.0,
2080,,3805,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616723,,
2081,,16190,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616724,449.0,
2082,,16190,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616725,,
2083,,16209,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616726,,
2084,,16209,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616727,,
2085,,16209,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616728,,
2086,,6866,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL616729,,
2087,,17085,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL616730,,
2088,,16312,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617125,,
2089,,6166,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL857977,,
2090,,15779,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617126,449.0,
2091,,4199,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617127,449.0,
2092,,14875,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617128,,
2093,,15146,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617129,449.0,
2094,,5213,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617130,,
2095,,14818,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617131,449.0,
2096,,4829,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617132,449.0,
2097,,4829,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617133,449.0,
2098,,4373,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617134,,
2099,,4373,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617135,,
2100,,5014,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617136,,
2101,,11662,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617137,,
2102,,11662,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617138,,
2103,,11662,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617139,,
2104,,14093,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617140,,
2105,,11200,,,,,F,,BAO_0000218,,Autocuration,1,,CHEMBL617141,,
2106,,11200,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL858112,,
2107,,12352,,,,,B,,BAO_0000019,,Intermediate,1,,CHEMBL617142,,
2108,,13657,,9913.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617143,,
2109,,14331,,9913.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617144,,
2110,,14331,,9913.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617145,,
2111,,14331,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617146,,
2112,,12685,,10141.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617147,,
2113,,14389,,10141.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617148,,
2114,,14386,,10141.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617149,,
2115,,5732,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617150,,
2116,,16293,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617151,,
2117,,2078,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617201,,
2118,,5486,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617202,,
2119,,11820,,,,,B,,BAO_0000218,,Autocuration,1,,CHEMBL617203,,
2120,,10297,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617204,,
2121,,13704,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617205,,
2122,,10297,,10090.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617206,,
2123,,11820,,,,,B,,BAO_0000218,,Autocuration,1,,CHEMBL617207,,
2124,,10297,,10090.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617208,,
2125,,11555,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617209,,
2126,,11555,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617210,,
2127,,11555,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617211,,
2128,,10297,,10090.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617212,,
2129,,16688,,9823.0,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617213,,
2130,,16688,,9823.0,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617214,,
2131,,5333,,,,,B,,BAO_0000221,,Autocuration,1,,CHEMBL617215,,
2132,,4437,,,,,B,,BAO_0000221,,Autocuration,1,,CHEMBL617216,,
2133,,5033,,9823.0,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617217,,
2134,,15267,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617218,,
2135,,15267,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL872913,,
2136,,11820,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617219,,
2137,,9069,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL873482,,
2138,,9162,,10116.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617220,,
2139,,9162,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617221,,
2140,,9162,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617222,,
2141,,10428,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL875906,,
2142,,9628,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617223,,
2143,,12704,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617224,,
2144,,15453,,10116.0,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617225,,
2145,,188,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617226,,
2146,,10349,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617227,,
2147,,10349,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617228,,
2148,,8868,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617229,,
2149,,10025,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617230,,
2150,,10025,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617231,,
2151,,11702,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617232,,
2152,,11702,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617233,,
2153,,11702,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617234,,
2154,,11702,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617235,,
2155,,11702,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617236,,
2156,,10085,,,,Hippocampus,B,,BAO_0000221,10000000.0,Autocuration,1,,CHEMBL617237,,
2157,,10085,,,,Hippocampus,B,,BAO_0000221,10000000.0,Autocuration,1,,CHEMBL617238,,
2158,,9630,,10116.0,,Brain,B,,BAO_0000221,955.0,Autocuration,1,,CHEMBL617239,,
2159,,11070,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617240,,
2160,Membranes,9841,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617241,,
2161,Membranes,9841,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL875907,,
2162,,13291,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617242,,
2163,,10590,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617152,,
2164,,9064,,10116.0,,Brain,B,,BAO_0000221,955.0,Autocuration,1,,CHEMBL617153,,
2165,Membranes,12268,,10116.0,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617154,,
2166,,13508,,,,Brain,B,,BAO_0000221,955.0,Autocuration,1,,CHEMBL617155,,
2167,,11279,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617156,,
2168,,11200,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617157,,
2169,,11200,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617158,,
2170,,11200,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617159,,
2171,,11200,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617160,,
2172,,11200,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL858113,,
2173,,9231,,,,Brain,B,,BAO_0000220,955.0,Autocuration,1,,CHEMBL617247,,
2174,,9737,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617248,,
2175,,9737,,,,Brain,B,,BAO_0000249,955.0,Autocuration,1,,CHEMBL617249,,
2176,,9737,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617250,,
2177,,9737,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617251,,
2178,,11828,,10116.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617252,,
2179,,12253,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617006,,
2180,,12253,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617007,,
2181,,11279,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617008,,
2182,,11866,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617009,,
2183,,14424,,10116.0,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617010,,
2184,,15180,,10116.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL857978,,
2185,,15180,,10116.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617011,,
2186,,9786,,10116.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617012,,
2187,,12132,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617013,,
2188,,5486,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617014,,
2189,,15316,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617015,,
2190,,16429,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617016,,
2191,,14617,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617017,,
2192,,11351,,,,Brain,B,,BAO_0000221,955.0,Autocuration,1,,CHEMBL617018,,
2193,,11279,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617019,,
2194,,9523,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617020,,
2195,,9523,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617021,,
2196,,9523,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617022,,
2197,,9523,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617023,,
2198,,9523,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617024,,
2199,,9523,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617025,,
2200,,9523,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617026,,
2201,,4771,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617027,,
2202,,5033,,10116.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617028,,
2203,,10845,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL617029,,
2204,,10845,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL875908,,
2205,,16288,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617030,,
2206,,16288,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617031,,
2207,,16190,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617032,,
2208,,12463,,10116.0,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617033,,
2209,,9699,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617034,,
2210,,9699,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617035,,
2211,,11662,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617036,,
2212,,1205,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617037,,
