title,year,authors,id,venue
timer-driven database triggers and alerters : semantics and a challenge,1999,"e hanson , l noronha",499,sigmod record
"some remarks on variable independence , closure , and orthographic dimension in constraint databases",1999,l libkin,500,sigmod record
a monte carlo algorithm for fast projective clustering,2002,"c procopiuc , m jones , p agarwal , t murali",501,sigmod conference
dynamic multidimensional histograms,2002,"n thaper , s guha , p indyk , n koudas",502,sigmod conference
database principles column - introduction,1999,l libkin,503,sigmod record
exploiting statistics on query expressions for optimization,2002,"n bruno , s chaudhuri",504,sigmod conference
on views and xml,1999,s abiteboul,505,sigmod record
efficient algorithms for minimizing tree pattern queries,2002,p ramanan,506,sigmod conference
reminiscences on influential papers,1999,,507,
efficient k-nn search on vertically decomposed data,2002,"a vries , n mamoulis , n nes , m kersten",508,sigmod conference
practical lessons in supporting large-scale computational science,1999,"r musick , t critchlow",509,sigmod record
continually evaluating similarity-based pattern queries on a streaming time series,2002,"l gao , x wang",510,sigmod conference
sqlj-part 1 : sql routines using the java programming language,1999,"a eisenberg , j melton",511,sigmod record
proxy-based acceleration of dynamically generated content on the world wide web : an approach and implementation,2002,"a datta , k dutta , h thomas , d vandermeer , s suresha , k ramamritham",512,sigmod conference
integrating dynamically-fetched external information into a dbms for semistructured data,1997,"j mchugh , j widom",513,sigmod record
semistructured und structured data in the web : going back and forth,1997,"p atzeni , g mecca , p merialdo",514,sigmod record
processing complex aggregate queries over data streams,2002,"a dobra , m garofalakis , j gehrke , r rastogi",515,sigmod conference
fractal prefetching bбtrees : optimizing both cache and disk performance,2002,"s chen , p gibbons , t mowry , g valentin",516,sigmod conference
intelligent access to heterogeneous information sources : report on the 4th workshop on knowledge representation meets databases,1997,,517,
implementing database operations using simd instructions,2002,"j zhou , k ross",518,sigmod conference
infering structure in semistructured data,1997,"s nestorov , s abiteboul , r motwani",519,sigmod record
chair 's message,1997,,520,
statix : making xml count,2002,"j freire , j haritsa , m ramanath , p roy , j simщon",521,sigmod conference
extracting entity profiles from semistructured information spaces,1997,"r nado , s huffman",522,sigmod record
skew handling techniques in sort-merge join,2002,"w li , d gao , r snodgrass",523,sigmod conference
wrapper generation for semi-structured internet sources,1997,"n ashish , c knoblock",524,sigmod record
real-time index concurrency control,1996,"j haritsa , s seshadri",525,sigmod record
storing and querying ordered xml using a relational database system,2002,"i tatarinov , s viglas , k beyer , j shanmugasundaram , e shekita , c zhang",526,sigmod conference
qursed : querying and reporting semistructured data,2002,"y papakonstantinou , m petropoulos , v vassalos",527,sigmod conference
foreword : management of semistructured data,1997,,528,
information systems research at george mason university,1997,"s jajodia , d barbarс , a brodsky , l kerschberg , a motro , e sibley , x wang",529,sigmod record
"mining database structure ; or , how to build a data quality browser",2002,"t dasu , t johnson , s muthukrishnan , v shkapenyuk",530,sigmod conference
"the five-minute rule ten years later , and other computer storage rules of thumb",1997,"j gray , g graefe",531,sigmod record
workflow management with service quality guarantees,2002,"m gillmann , g weikum , w wonner",532,sigmod conference
approximate xml joins,2002,"s guha , h jagadish , n koudas , d srivastava , t yu",533,sigmod conference
editor 's notes,1997,m franklin,534,sigmod record
the database and information system research group at the university of ulm,1997,"p dadam , w klas",535,sigmod record
partial results for online query processing,2002,"v raman , j hellerstein",536,sigmod conference
time-parameterized queries in spatio-temporal databases,2002,"y tao , d papadias",537,sigmod conference
research issues in federated database systems : report of efdbs '97 workshop,1997,,538,
holistic twig joins : optimal xml pattern matching,2002,"n bruno , n koudas , d srivastava",539,sigmod conference
workshop on workflow management in scientific and engineering applications - report,1997,,540,
statistical synopses for graph-structured xml databases,2002,"n polyzotis , m garofalakis",541,sigmod conference
industry perspectives,1997,l seligman,542,sigmod record
virtual database technology,1997,"a gupta , v harinarayan , a rajaraman",543,sigmod record
minimal probing : supporting expensive predicates for top-k queries,2002,"k chang , s hwang",544,sigmod conference
chair 's message,1997,,545,
mining long sequential patterns in a noisy environment,2002,"j yang , w wang , p yu , j han",546,sigmod conference
quasi-cubes : exploiting approximations in multidimensional databases,1997,"d barbarс , m sullivan",547,sigmod record
selectivity estimation for spatio-temporal queries to moving objects,2002,"y choi , c chung",548,sigmod conference
ogdi : toward interoperability among geospatial databases,1997,"g clement , c larouche , d gouin , p morin , h kucera",549,sigmod record
wavelet synopses with error guarantees,2002,"m garofalakis , p gibbons",550,sigmod conference
garlic : a new flavor of federated query processing for db2,2002,"v josifovski , p schwarz , l haas , e lin",551,sigmod conference
report on dart ' 96 : databases : active and real-time ( concepts meet practice ),1997,,552,
quadtree and r-tree indexes in oracle spatial : a comparison using gis data,2002,"k kanth , s ravada , d abugov",553,sigmod conference
a query language for a web-site management system,1997,"m fernandez , d florescu , a levy , d suciu",554,sigmod record
an extended entity-relationship model for geographic applications,1997,"t hadzilacos , n tryfona",555,sigmod record
the sdss skyserver : public access to the sloan digital sky server data,2002,"a szalay , j gray , a thakar , p kunszt , t malik , j raddick , c stoughton , j vandenberg",556,sigmod conference
"tpc-ds , taking decision support benchmarking to the next level",2002,"m pіss , b smith , l kollсr , p larson",557,sigmod conference
asserting beliefs in mls relational models,1997,"n jukic , s vrbsky",558,sigmod record
database systems - breaking out of the box,1997,"a silberschatz , s zdonik",559,sigmod record
mid-tier caching : the timesten approach,2002,t team,560,sigmod conference
web caching for database applications with oracle web cache,2002,"j anton , l jacobs , x liu , j parker , z zeng , t zhong",561,sigmod conference
converting relational to object-oriented databases,1997,j fong,562,sigmod record
extraction of object-oriented structures from existing relational databases,1997,"s ramanathan , j hodges",563,sigmod record
middle-tier database caching for e-business,2002,"q luo , s krishnamurthy , c mohan , h pirahesh , h woo , b lindsay , j naughton",564,sigmod conference
learning table access cardinalities with leo,2002,"v markl , g lohman",565,sigmod conference
an overview of data warehousing and olap technology,1997,"s chaudhuri , u dayal",566,sigmod record
rainbow : mapping-driven xquery processing system,2002,"x zhang , m mulchandani , s christ , b murphy , e rundensteiner",567,sigmod conference
editor 's notes,1997,,568,
the xxl search engine : ranked retrieval of xml data using indexes and ontologies,2002,"a theobald , g weikum",569,sigmod conference
lore : a database management system for semistructured data,1997,"j mchugh , s abiteboul , r goldman , d quass , j widom",570,sigmod record
"research in databases and data-intensive applications - computer science department and fzi , university of karlsruhe",1997,"b kіnig-ries , p lockemann",571,sigmod record
toxgene : a template-based data generator for xml,2002,"d barbosa , a mendelzon , j keenleyside , k lyons",572,sigmod conference
visual coko : a debugger for query optimizer development,2002,"d abadi , m cherniack",573,sigmod conference
data management for earth system science,1997,"j frew , j dozier",574,sigmod record
xcache : a semantic caching system for xml queries,2002,"l chen , e rundensteiner , s wang",575,sigmod conference
\ a consumer viewpoint on \ '' \ `` mediator languages - a proposal for a standard \ '' \ '' \ '' '',1997,"a rosenthal , e hughes , s renner , l seligman",576,sigmod record
xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data sets,2002,"e rundensteiner , m ward , j yang , p doshi",577,sigmod conference
webdb ' 98 : international workshop on the web and databases,1998,,578,
xbase : making your gigabyte disk queriable,2002,"h lu , g wang , g yu , y bao , j lv , y yu",579,sigmod conference
chair 's message,1998,,580,
database research at columbia university,1998,"s chang , l gravano , g kaiser , k ross , s stolfo",581,sigmod record
xl : a platform for web services,2002,"d florescu , a grќnhagen , d kossmann , s rost",582,sigmod conference
roadrunner : automatic data extraction from data-intensive web sites,2002,"v crescenzi , g mecca , p merialdo",583,sigmod conference
database techniques for the world-wide web : a survey,1998,"d florescu , a levy , a mendelzon",584,sigmod record
a case for intelligent disks ( idisks ),1998,"k keeton , d patterson , j hellerstein",585,sigmod record
software as a service : asp and asp aggregation,2002,,586,
tutorial : application servers and associated technologies,2002,,587,
b-tree page size when caching is considered,1998,d lomet,588,sigmod record
algebraic change propagation for semijoin and outerjoin queries,1998,"t griffin , b kumar",589,sigmod record
querying and mining data streams : you only get one look a tutorial,2002,,590,
enhanced nearest neighbour search on the r-tree,1998,"k cheung , a fu",591,sigmod record
implementing xquery,2002,p cotton,592,sigmod conference
data bubbles : quality preserving performance boosting for hierarchical clustering,2001,"m breunig , h kriegel , p krіger , j sander",593,sigmod conference
an extensible notation for spatiotemporal index queries,1998,"v tsotras , c jensen , r snodgrass",594,sigmod record
applications of the java programming language to database management,1998,"b burton , v marek",595,sigmod record
bit-sliced index arithmetic,2001,"d rinfret , p o'neil , e o'neil",596,sigmod conference
"a robust , optimization-based approach for approximate answering of aggregate queries",2001,"s chaudhuri , g das , v narasayya",597,sigmod conference
editor 's notes,1998,m franklin,598,sigmod record
adaptable query optimization and evaluation in temporal middleware,2001,"g slivinskas , c jensen , r snodgrass",599,sigmod conference
the microsoft database research group,1998,"d lomet , r barga , s chaudhuri , p larson , v narasayya",600,sigmod record
standards in practice,1998,"a eisenberg , j melton",601,sigmod record
epsilon grid order : an algorithm for the similarity join on massive high-dimensional data,2001,"c bіhm , b braunmќller , f krebs , h kriegel",602,sigmod conference
dyda : data warehouse maintenance in fully concurrent environments,2001,"j chen , x zhang , s chen , a koeller , e rundensteiner",603,sigmod conference
the trigs active object-oriented database system - an overview,1998,"g kappel , w retschitzegger",604,sigmod record
experiences in mining aviation safety data,2001,"z nazeri , e bloedorn , p ostwald",605,sigmod conference
reminiscences on influential papers,1998,,606,
krdb ' 98 : the 5th international workshop on knowledge representation meets databases,1998,,607,
global optimization of histograms,2001,"h jagadish , h jin , b ooi , k tan",608,sigmod conference
unbundling active functionality,1998,"s gatziu , a koschel , g bќltzingsloewen , h fritschi",609,sigmod record
dynamic buffer allocation in video-on-demand systems,2001,"s lee , k whang , y moon , i song",610,sigmod conference
dna-miner : a system prototype for mining dna sequences,2001,"j han , h jamil , y lu , l chen , y liao , j pei",611,sigmod conference
mining fuzzy association rules in databases,1998,"c kuok , a fu , m wong",612,sigmod record
dynamic content acceleration : a caching solution to enable scalable dynamic web page generation,2001,"a datta , k dutta , k ramamritham , h thomas , d vandermeer",613,sigmod conference
predator : a resource for database research,1998,p seshadri,614,sigmod record
materialized views and data warehouses,1998,n roussopoulos,615,sigmod record
clio : a semi-automatic tool for schema mapping,2001,"m hernсndez , r miller , l haas",616,sigmod conference
workshop report on experiences using object data management in the real-world,1998,,617,
efficient evaluation of xml middle-ware queries,2001,"m fernandez , a morishima , d suciu",618,sigmod conference
enabling dynamic content caching for database-driven web sites,2001,"k candan , w li , q luo , w hsiung , d agrawal",619,sigmod conference
report on the second ieee metadata conference ( metadata ' 97 ),1998,,620,
"cosima - your smart , speaking e-salesperson",2001,"w kieпling , s holland , s 0003 , t ehm",621,sigmod conference
chair 's message,1998,,622,
information director 's message,1998,,623,
data-driven understanding and refinement of schema mappings,2001,"l yan , r miller , l haas , r fagin",624,sigmod conference
towards on-line analytical mining in large databases,1998,j han,625,sigmod record
efficient computation of iceberg cubes with complex measures,2001,"j han , j pei , g dong , k wang",626,sigmod conference
catalog management in websphere commerce suite,2001,t maguire,627,sigmod conference
editor 's notes,1997,m franklin,628,sigmod record
where will object techonology drive data administration ?,1998,a rosenthal,629,sigmod record
automatic segmentation of text into structured records,2001,"v borkar , k deshmukh , s sarawagi",630,sigmod conference
communication efficient distributed mining of association rules,2001,"a schuster , r wolff",631,sigmod conference
repositories and object oriented databases,1998,p bernstein,632,sigmod record
workflow history management,1998,"p koksal , s arpinar , a dogac",633,sigmod record
adaptive precision setting for cached approximate values,2001,"c olston , b loo , j widom",634,sigmod conference
towards a richer web object model,1998,f manola,635,sigmod record
fast-start : quick fault recovery in oracle,2001,"t lahiri , a ganesh , r weiss , a joshi",636,sigmod conference
reminiscences on influential papers,1998,,637,
exploiting constraint-like data characterizations in query optimization,2001,"p godfrey , j gryz , c zuzarte",638,sigmod conference
filtering algorithms and implementation for very fast publish/subscribe,2001,"f fabret , h jacobsen , f llirbat , j pereira , k ross , d shasha",639,sigmod conference
t2 : a customizable parallel database for multi-dimensional data,1998,"c chang , a acharya , a sussman , j saltz",640,sigmod record
ominisearch : a method for searching dynamic content on the web,2001,"d buttler , l liu , c pu , h paques",641,sigmod conference
act-net - the active database management system manifesto : a rulebase of adbms features,1996,,642,sigmod record
control strategies for complex relational query processing in shared nothing systems,1996,"l brunie , h kosch",643,sigmod record
generating efficient plans for queries using views,2001,"f afrati , c li , j ullman",644,sigmod conference
mpeg-7 standard for multimedia databases,2001,,645,
on the cost of monitoring and reorganization of object bases for clustering,1996,"c gerlhof , a kemper , g moerkotte",646,sigmod record
modeling high-dimensional index structures using sampling,2001,"c lang , a singh",647,sigmod conference
much ado about shared-nothing,1996,"m norman , t zurek , p thanisch",648,sigmod record
report on first international workshop on real-time database systems,1996,,649,
"data management : lasting impact of the wild , wild , web",2001,r meseck,650,sigmod conference
dissemination of dynamic data,2001,"p deolasee , a katkar , a panchbudhe , k ramamritham , p shenoy",651,sigmod conference
open issues in parallel query optimization,1996,"w hasan , d florescu , p valduriez",652,sigmod record
content integration for e-business,2001,"m stonebraker , j hellerstein",653,sigmod conference
middle east technical university software research and development center,1996,a dogac,654,sigmod record
"fault-tolerant , load-balancing queries in telegraph",2001,"m shah , s chandrasekaran",655,sigmod conference
the bess object storage manager : architecture overview,1996,"a biliris , e panagos",656,sigmod record
unisql 's next-generation object-relational database management system,1996,"a d'andrea , p janus",657,sigmod record
online query processing,2001,,658,
"olap , relational , and multidimensional database systems",1996,g colliat,659,sigmod record
xml data management go native or spruce up relational systems ? ( panel abstract ),2001,p larson,660,sigmod conference
editor 's notes,1996,j widom,661,sigmod record
semantic b2b integration,2001,,662,
scientist 's called upon to take actions,1996,x qian,663,sigmod record
"optimizing queries using materialized views : a practical , scalable solution",2001,"j goldstein , p larson",664,sigmod conference
exploiting main memory dbms features to improve real-time concurrency control protocols,1996,"ж ulusoy , a buchmann",665,sigmod record
review : a real time virtual walkthrough system,2001,"l shou , j chionh , k tan , y ruan , z huang",666,sigmod conference
advances in real-time database systems research,1996,a bestavros,667,sigmod record
updating xml,2001,"i tatarinov , z ives , a halevy , d weld",668,sigmod conference
materialized view selection and maintenance using multi-query optimization,2001,"h mistry , p roy , s sudarshan , k ramamritham",669,sigmod conference
deeds towards a distributed and active real-time database system,1996,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",670,sigmod record
enhancing external consistency in real-time transactions,1996,"k lin , s peng",671,sigmod record
efficient and tunable similar set retrieval,2001,"a gionis , d gunopulos , n koudas",672,sigmod conference
snowball : a prototype system for extracting relations from large text collections,2001,"e agichtein , l gravano , j pavel , v sokolova , a voskoboynik",673,sigmod conference
database research : achievements and opportunities into the 21st century,1996,"a silberschatz , m stonebraker , j ullman",674,sigmod record
optimizing multidimensional index trees for main memory access,2001,"k kim , s cha , k kwon",675,sigmod conference
"database research at the indian institute of technology , bombay",1996,"d phatak , n sarda , s seshadri , s sudarshan",676,sigmod record
"integrating temporal , real-time , and active databases",1996,"k ramamritham , r sivasankaran , j stankovic , d towsley , m xiong",677,sigmod record
"gangam - a solution to support multiple data models , their mappings and maintenance",2001,"k claypool , e rundensteiner , x zhang , h su , h kuno , w lee , g mitchell",678,sigmod conference
securing xml documents : the author-x project demonstration,2001,"e bertino , s castano , e ferrari",679,sigmod conference
real-time database - similarity semantics and resource scheduling,1996,"t kuo , a mok",680,sigmod record
spartan : a model-based semantic compression system for massive data tables,2001,"s babu , m garofalakis , r rastogi",681,sigmod conference
improving timeliness in real-time secure database systems,1996,"s son , r david , b thuraisingham",682,sigmod record
retina : a real-time traffic navigation system,2001,"k lam , e chan , t kuo , s ng , d hung",683,sigmod conference
overview of the stanford real-time information processor ( strip ),1996,"b adelberg , b kao , h garcia-molina",684,sigmod record
space-efficient online computation of quantile summaries,2001,"m greenwald , s khanna",685,sigmod conference
the nimble integration engine,2001,"d draper , a halevy , d weld",686,sigmod conference
temporal database bibliography update,1996,"v tsotras , a kumar",687,sigmod record
orthogonal optimization of subqueries and aggregation,2001,"c galindo-legaria , m joshi",688,sigmod conference
workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),1996,,689,
independence is good : dependency-based histogram synopses for high-dimensional data,2001,"a deshpande , m garofalakis , r rastogi",690,sigmod conference
integrating contents and structure in text retrieval,1996,"r baeza-yates , g navarro",691,sigmod record
lifestreams : a storage model for personal data,1996,"e freeman , d gelernter",692,sigmod record
progressive approximate aggregate queries with a multi-resolution tree structure,2001,"i lazaridis , s mehrotra",693,sigmod conference
object query standards,1996,a wade,694,sigmod record
stholes : a multidimensional workload-aware histogram,2001,"n bruno , s chaudhuri , l gravano",695,sigmod conference
database research at arizona state university,1996,"s urban , s dietrich , f golshani",696,sigmod record
application servers : born-again tp monitors for the web ? ( panel abstract ),2001,c mohan,697,sigmod conference
illustra 's web datablade module,1996,j gaffney,698,sigmod record
proxy-server architectures for olap,2001,"p kalnis , d papadias",699,sigmod conference
mqseries and cics link for lotus notes,1996,,700,sigmod record
efficient and effective metasearch for text databases incorporating linkages among documents,2001,"c yu , w meng , w wu , k liu",701,sigmod conference
"shutdown , budget , and funding",1996,x qian,702,sigmod record
query optimization in compressed database systems,2001,"z chen , j gehrke , f korn",703,sigmod conference
www-udk : a web-based environmental meta-information system,1997,"r kramer , r nikolai , a koschel , c rolker , p lockemann , a keitel , r legat , k zirm",704,sigmod record
main-memory index structures with fixed-size partial keys,2001,"p bohannon , p mcilroy , r rastogi",705,sigmod conference
improving access to environmental data using context information,1997,"a tomasic , e simon",706,sigmod record
the network is the database : data management for highly distributed systems,2001,"j navas , m wynblatt",707,sigmod conference
integrating modelling systems for environmental management information systems,1997,"d abel , k taylor , d kuo",708,sigmod record
outlier detection for high dimensional data,2001,"c aggarwal , p yu",709,sigmod conference
"storhouse metanoia - new applications for database , storage & data warehousing",2001,"f cariёo , p kostamaa , a kaufmann , j burgess",710,sigmod conference
environment information systems - guest editor 's foreword,1997,,711,
min-max compression methods for medical image databases,1997,"k karadimitriou , j tyler",712,sigmod record
on supporting containment queries in relational database management systems,2001,"c zhang , j naughton , d dewitt , q luo , g lohman",713,sigmod conference
improving index performance through prefetching,2001,"s chen , p gibbons , t mowry",714,sigmod conference
mediator languages - a proposal for a standard,1997,"p buneman , l raschid , j ullman",715,sigmod record
materialized view and index selection tool for microsoft sql server 2000,2001,"s agrawal , s chaudhuri , v narasayya",716,sigmod conference
open gis and on-line environmental libraries,1997,k gardels,717,sigmod record
management of data and services in the environmental information system ( uis ) of baden-wќrttemberg,1997,"w riekert , r mayer-fіll , g wiest",718,sigmod record
\ kweelt : more than just \ '' \ `` yet another framework to query xml ! \ '' \ '' \ '' '',2001,a sahuguet,719,sigmod conference
dynamic information visualization,1996,y ioannidis,720,sigmod record
selectivity estimation using probabilistic models,2001,"l getoor , b taskar , d koller",721,sigmod conference
"a response to r. camps ' article `` domains , relations and religious wars ''",1996,c date,722,sigmod record
prefer : a system for the efficient execution of multi-parametric ranked queries,2001,"v hristidis , n koudas , y papakonstantinou",723,sigmod conference
opportunities in information management and assurance,1997,x qian,724,sigmod record
mining needle in a haystack : classifying rare classes via two-phase rule induction,2001,"m joshi , r agarwal",725,sigmod conference
query previews for networked information systems : a case study with nasa environmental data,1997,"k doan , c plaisant , b shneiderman , t bruns",726,sigmod record
"probe , count , and classify : categorizing hidden web databases",2001,"p ipeirotis , l gravano , m sahami",727,sigmod conference
iceberg-cube computation with pc clusters,2001,"r ng , a wagner , y yin",728,sigmod conference
an orthogonally persistent java,1996,"m atkinson , l daynшs , m jordan , t printezis , s spence",729,sigmod record
reconciling schemas of disparate data sources : a machine-learning approach,2001,"a doan , p domingos , a halevy",730,sigmod conference
3d geographic network displays,1996,"k cox , s eick , t he",731,sigmod record
locally adaptive dimensionality reduction for indexing large time series databases,2001,"e keogh , k chakrabarti , s mehrotra , m pazzani",732,sigmod conference
applying database visualization to the world wide web,1996,"m hasan , a mendelzon , d vista",733,sigmod record
a framework for information visualisation,1996,"j kennedy , k mitchell , p barclay",734,sigmod record
time series similarity measures and time series indexing,2001,,735,
vqbd : exploring semistructured data,2001,"s chawathe , t baby , j yeo",736,sigmod conference
the aggregate data problem : a system for their definition and management,1996,"m rafanelli , a bezenchek , l tininini",737,sigmod record
models and languages for describing and discovering e-services,2001,,738,
"information visualization , guest editors ' foreword",1996,,739,
lots o ' ticks : real-time high performance time series queries on billions of trades and quotes,2001,"a whitney , d shasha",740,sigmod conference
editor 's notes,1996,jennifer widom,741,sigmod record
"in reply to domains , relations and religious wars",1996,h darwen,742,sigmod record
spatial data management for computer aided design,2001,"h kriegel , a mќller , m pіtke , t seidl",743,sigmod conference
monitoring business processes through event correlation based on dependency model,2001,"a adi , d botzer , o etzion , t yatzkar-haham",744,sigmod conference
pixel-oriented database visualizations,1996,d keim,745,sigmod record
minimization of tree pattern queries,2001,"s amer-yahia , s cho , l lakshmanan , d srivastava",746,sigmod conference
to table or not to table : a hypertabular answer,1996,"g santucci , l tarantino",747,sigmod record
using the golden rule of sampling for query estimation,2001,"y wu , d agrawal , a abbadi",748,sigmod conference
incremental data structures and algorithms for dynamic query interfaces,1996,"e tanin , r beigel , b shneiderman",749,sigmod record
on computing correlated aggregates over continual data streams,2001,"j gehrke , f korn , d srivastava",750,sigmod conference
spotfire : an information exploration environment,1996,c ahlberg,751,sigmod record
new standard for stored procedures in sql,1996,a eisenberg,752,sigmod record
finding generalized projected clusters in high dimensional spaces,2000,"c aggarwal , p yu",753,sigmod conference
"tcp-d - the challenges , issues and results",1996,r bhashyam,754,sigmod record
density biased sampling : an improved method for data mining and clustering,2000,"c palmer , c faloutsos",755,sigmod conference
high speed on-line backup when using logical log operations,2000,d lomet,756,sigmod conference
report from the nsf workshop on workflow and process automation in information systems,1996,,757,
the mariposa distributed database management system,1996,j sidell,758,sigmod record
efficient resumption of interrupted warehouse loads,2000,"w labio , j wiener , h garcia-molina , v gorelik",759,sigmod conference
"domains , relations and religious wars",1996,r camps,760,sigmod record
the prototype of the dare system,2001,"t catarci , g santucci",761,sigmod conference
guidelines for presentation and comparison of indexing techniques,1996,"j zobel , a moffat , k ramamohanarao",762,sigmod record
pbir - perception-based image retrieval,2001,"e chang , t cheng , l chang",763,sigmod conference
will database researchers have any role in data security ? ( panel abstract ),2001,a rosenthal,764,sigmod conference
new programs at darpa and nsf,1996,x qian,765,sigmod record
monitoring xml data on the web,2001,"b nguyen , s abiteboul , g cobena , m preda",766,sigmod conference
editor 's notes,1996,j widom,767,sigmod record
finding replicated web collections,2000,"j cho , n shivakumar , h garcia-molina",768,sigmod conference
a comparison of three user interfaces to relational microcomputer data bases,1995,"c medsker , m christensen , i song",769,sigmod record
efficient and cost-effective techniques for browsing and indexing large video databases,2000,"j oh , k hua",770,sigmod conference
editor 's ( farewell ) notes,1995,,771,
efficient algorithms for mining outliers from large data sets,2000,"s ramaswamy , r rastogi , k shim",772,sigmod conference
implementation aspects of an object-oriented dbms,1995,"a dogac , m altinel , c ozkan , i durusoy",773,sigmod record
hodfa : an architectural framework for homogenizing heterogeneous legacy database,1995,"k karlapalem , q li , c shum",774,sigmod record
designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,2000,"a szalay , p kunszt , a thakar , j gray , d slutz",775,sigmod conference
approximating multi-dimensional aggregate range queries over real attributes,2000,"d gunopulos , g kollios , v tsotras , c domeniconi",776,sigmod conference
a close look at the ifo data model,1995,m hanna,777,sigmod record
an annotated bibliography of benchmarks for object databases,1995,a chaudhri,778,sigmod record
congressional samples for approximate answering of group-by queries,2000,"s acharya , p gibbons , v poosala",779,sigmod conference
"counting , enumerating , and sampling of execution plans in a cost-based query optimizer",2000,"f waas , c galindo-legaria",780,sigmod conference
an annotated bibliography on active databases,1995,"u jaeger , j freytag",781,sigmod record
benchmarking queries over trees : learning the hard truth the hard way,2000,"f wattez , s cluet , v benzaken , g ferran , c fiegel",782,sigmod conference
acm multimedia '94 conference workshop on multimedia database management systems,1995,"p berra , k nwosu , b thuraisingham",783,sigmod record
answering complex sql queries using automatic summary tables,2000,"m zaharioudakis , r cochrane , g lapis , h pirahesh , m urata",784,sigmod conference
information finding in a digital library : the stanford perspective,1995,"t yan , h garcia-molina",785,sigmod record
"turmoil at nasa , and numerous funding announcements",1995,x qian,786,sigmod record
closest pair queries in spatial databases,2000,"a corral , y manolopoulos , y theodoridis , m vassilakopoulos",787,sigmod conference
efficient and extensible algorithms for multi query optimization,2000,"p roy , s seshadri , s sudarshan , s bhobe",788,sigmod conference
why decision support fails and how to fix it,1995,"r kimball , k strehlo",789,sigmod record
application of oodb and sgml techniques in text database : an electronic dictionary system,1995,j zhang,790,sigmod record
eddies : continuously adaptive query processing,2000,"r avnur , j hellerstein",791,sigmod conference
normalization in oodb design,1995,b lee,792,sigmod record
a chase too far ?,2000,"l popa , a deutsch , a sahuguet , v tannen",793,sigmod conference
on the issue of valid time ( s ) in temporal databases,1995,"s kokkotos , e ioannidis , t panayiotopoulos , c spyropoulos",794,sigmod record
a framework for expressing and combining preferences,2000,"r agrawal , e wimmers",795,sigmod conference
addressing techniques used in database object managers o2 and orion,1995,"a gamache , n sahraoui",796,sigmod record
a data model and data structures for moving objects databases,2000,"l forlizzi , r gќting , e nardelli , m schneider",797,sigmod conference
metu interoperable database system,1995,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",798,sigmod record
adaptive multi-stage distance join processing,2000,"h shin , b moon , s lee",799,sigmod conference
aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,2000,"l liu , c pu , d buttler , w han , h paques , w tang",800,sigmod conference
metadata for digital media : introduction to the special issue,1994,"w klas , a sheth",801,sigmod record
\ are the terms \ '' \ `` version \ '' \ '' and \ '' \ `` variant \ '' \ '' orthogonal to one another ? a critical assessment of the step standardization \ '' '',1994,h wedekind,802,sigmod record
a goal-driven auto-configuration tool for the distributed workflow management system mentor-lite,2000,"m gillmann , j weiпenfels , g shegalov , w wonner , g weikum",803,sigmod conference
"proceedings of the 2000 acm sigmod international conference on management of data , may 16-18 , 2000 , dallas , texas , usa",2000,,804,
metadata in video databases,1994,"r jain , a hampapur",805,sigmod record
metadata for multimedia documents,1994,"k bіhm , t rakow",806,sigmod record
disima : a distributed and interoperable image database system,2000,"v oria , m жzsu , p iglinski , s lin , b yao",807,sigmod conference
data mining on an oltp system ( nearly ) for free,2000,"e riedel , c faloutsos , g ganger , d nagle",808,sigmod conference
a new join algorithm,1994,"d shin , a meltzer",809,sigmod record
mining frequent patterns without candidate generation,2000,"j han , j pei , y yin",810,sigmod conference
data modelling in the large,1994,m bertram,811,sigmod record
editor 's notes and erratum,1994,,812,
on-line reorganization in object databases,2000,"m lakhamraju , r rastogi , s seshadri , s sudarshan",813,sigmod conference
turbo-charging vertical mining of large databases,2000,"p shenoy , j haritsa , s sudarshan , g bhalotia , m bawa , d shah",814,sigmod conference
a metadatabase system for semantic image search by a mathematical model of meaning,1994,"y kiyoki , t kitagawa , t hayama",815,sigmod record
trade press news,1995,,816,
dlfm : a transactional resource manager,2000,"h hsiao , i narang",817,sigmod conference
the database group at university of hagen ( fernuniversitaet ),1995,"g schlageter , t berkel , e heuel , s mittrach , a scherer , w wilkes",818,sigmod record
expressing business rules,2000,r ross,819,sigmod conference
anatomy of a real e-commerce system,2000,a jhingran,820,sigmod conference
calls for papers and announcements,1995,,821,sigmod record
handling very large databases with informix extended parallel server,2000,a weininger,822,sigmod conference
political winds change direction again,1995,x qian,823,sigmod record
fact : a learning based web query processing system,2000,"s chen , y diao , h lu , z tian",824,sigmod conference
implementing deletion in b + - trees,1995,j jannink,825,sigmod record
multigranularity locking in multiple job classes transaction processing system,1995,"s ng , s hung",826,sigmod record
an approximate search engine for structural databases,2000,"j wang , x wang , d shasha , b shapiro , k zhang , x zheng , q ma , z weinberg",827,sigmod conference
