FisYe,IRTCPe,SectN,BraID,SecPe,GenEq,PartDeveloAGGover,OrganS,RegPro,YouIs,SecID,SectID,ClimChaAdap,Biodiv,CoRegNa,FSTCPer,OrganiTy,KnowlFoDevel,St,ClimChMit,OrgaCl,CIDABuDeliMod,IndIs,DisaIss,AmSp,ICTAATFDevel,DiNa,ContiID,ProgrPro,CFLI,CoRegPerc,ProjNu,Desertif,ChilIs,FCeID,TraDevel,UrbIs,OrganID,OrganiNa,ContiN,ProjBrowCouID,CoRegID,SecNa
2009/2010,0.0,Sustainable Economic Growth,B6100,0.02,1,0,UMBRELLA ORGANIZATION,0,0,12181,S6215,0,0,Mali,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,3423.0680820000002,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0399,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,ML,ML,Medical education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12220,S6215,0,0,Mali,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1711.5340410000001,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0399,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,ML,ML,Basic health care
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12240,S6215,0,0,Mali,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1711.5340410000001,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0399,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,ML,ML,Basic nutrition
2009/2010,0.0,Sustainable Economic Growth,B6100,0.03,1,0,UMBRELLA ORGANIZATION,0,0,12261,S6215,0,0,Mali,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,5134.602123,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0399,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,ML,ML,Health education
2009/2010,0.0,Sustainable Economic Growth,B6100,0.04,1,0,UMBRELLA ORGANIZATION,0,0,12281,S6215,0,0,Mali,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,6846.1361640000005,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0399,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,ML,ML,Health personnel development
2009/2010,0.0,Sustainable Economic Growth,B6100,0.15,1,0,UMBRELLA ORGANIZATION,0,0,31181,S6215,0,0,Mali,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,25673.010619999997,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0399,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,ML,ML,Agricultural education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.05,1,0,UMBRELLA ORGANIZATION,0,0,41081,S6215,0,0,Mali,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,8557.670205,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0399,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,ML,ML,Environmental education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.05,1,0,UMBRELLA ORGANIZATION,0,0,11130,S6215,0,0,Mauritania,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,7313.698095000001,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0341,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MR,MR,Teacher training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.63,1,0,UMBRELLA ORGANIZATION,0,0,11330,S6215,0,0,Mauritania,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,92152.59599999999,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0341,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MR,MR,Vocational training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12110,S6215,0,0,Mauritania,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1462.739619,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0341,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MR,MR,Health policy and administrative management
2009/2010,0.0,Sustainable Economic Growth,B6100,0.02,1,0,UMBRELLA ORGANIZATION,0,0,12181,S6215,0,0,Mauritania,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,2925.479238,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0341,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MR,MR,Medical education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12220,S6215,0,0,Mauritania,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1462.739619,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0341,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MR,MR,Basic health care
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12240,S6215,0,0,Mauritania,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1462.739619,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0341,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MR,MR,Basic nutrition
2009/2010,0.0,Sustainable Economic Growth,B6100,0.03,1,0,UMBRELLA ORGANIZATION,0,0,12261,S6215,0,0,Mauritania,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,4388.218857,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0341,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MR,MR,Health education
2009/2010,0.0,Sustainable Economic Growth,B6100,0.04,1,0,UMBRELLA ORGANIZATION,0,0,12281,S6215,0,0,Mauritania,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,5850.958476,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0341,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MR,MR,Health personnel development
2009/2010,0.0,Sustainable Economic Growth,B6100,0.15,1,0,UMBRELLA ORGANIZATION,0,0,31181,S6215,0,0,Mauritania,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,21941.09429,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0341,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MR,MR,Agricultural education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.05,1,0,UMBRELLA ORGANIZATION,0,0,41081,S6215,0,0,Mauritania,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,7313.698095000001,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0341,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MR,MR,Environmental education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.05,1,0,UMBRELLA ORGANIZATION,0,0,11130,S6215,0,0,Malawi,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,4332.45459,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0202,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MW,MW,Teacher training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.63,1,0,UMBRELLA ORGANIZATION,0,0,11330,S6215,0,0,Malawi,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,54588.92782999999,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0202,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MW,MW,Vocational training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12110,S6215,0,0,Malawi,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,866.490918,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0202,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MW,MW,Health policy and administrative management
2009/2010,0.0,Sustainable Economic Growth,B6100,0.02,1,0,UMBRELLA ORGANIZATION,0,0,12181,S6215,0,0,Malawi,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1732.981836,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0202,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MW,MW,Medical education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12220,S6215,0,0,Malawi,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,866.490918,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0202,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MW,MW,Basic health care
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12240,S6215,0,0,Malawi,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,866.490918,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0202,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MW,MW,Basic nutrition
2009/2010,0.0,Sustainable Economic Growth,B6100,0.03,1,0,UMBRELLA ORGANIZATION,0,0,12261,S6215,0,0,Malawi,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,2599.472754,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0202,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MW,MW,Health education
2009/2010,0.0,Sustainable Economic Growth,B6100,0.04,1,0,UMBRELLA ORGANIZATION,0,0,12281,S6215,0,0,Malawi,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,3465.963672,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0202,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MW,MW,Health personnel development
2009/2010,0.0,Sustainable Economic Growth,B6100,0.15,1,0,UMBRELLA ORGANIZATION,0,0,31181,S6215,0,0,Malawi,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,12997.36377,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0202,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MW,MW,Agricultural education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.05,1,0,UMBRELLA ORGANIZATION,0,0,41081,S6215,0,0,Malawi,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,4332.45459,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0202,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MW,MW,Environmental education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.05,1,0,UMBRELLA ORGANIZATION,0,0,11130,S6215,0,0,Mexico,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1222.5243150000001,0,KGD Sustainable Economic Growth Partner.,1,Uncoded: Pre-APP,0,0.0057,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,America,MX,MX,Teacher training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.63,1,0,UMBRELLA ORGANIZATION,0,0,11330,S6215,0,0,Mexico,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,15403.806369999998,0,KGD Sustainable Economic Growth Partner.,1,Uncoded: Pre-APP,0,0.0057,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,America,MX,MX,Vocational training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12110,S6215,0,0,Mexico,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,244.504863,0,KGD Sustainable Economic Growth Partner.,1,Uncoded: Pre-APP,0,0.0057,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,America,MX,MX,Health policy and administrative management
2009/2010,0.0,Sustainable Economic Growth,B6100,0.02,1,0,UMBRELLA ORGANIZATION,0,0,12181,S6215,0,0,Mexico,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,489.009726,0,KGD Sustainable Economic Growth Partner.,1,Uncoded: Pre-APP,0,0.0057,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,America,MX,MX,Medical education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12220,S6215,0,0,Mexico,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,244.504863,0,KGD Sustainable Economic Growth Partner.,1,Uncoded: Pre-APP,0,0.0057,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,America,MX,MX,Basic health care
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12240,S6215,0,0,Mexico,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,244.504863,0,KGD Sustainable Economic Growth Partner.,1,Uncoded: Pre-APP,0,0.0057,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,America,MX,MX,Basic nutrition
2009/2010,0.0,Sustainable Economic Growth,B6100,0.03,1,0,UMBRELLA ORGANIZATION,0,0,12261,S6215,0,0,Mexico,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,733.514589,0,KGD Sustainable Economic Growth Partner.,1,Uncoded: Pre-APP,0,0.0057,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,America,MX,MX,Health education
2009/2010,0.0,Sustainable Economic Growth,B6100,0.04,1,0,UMBRELLA ORGANIZATION,0,0,12281,S6215,0,0,Mexico,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,978.019452,0,KGD Sustainable Economic Growth Partner.,1,Uncoded: Pre-APP,0,0.0057,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,America,MX,MX,Health personnel development
2009/2010,0.0,Sustainable Economic Growth,B6100,0.15,1,0,UMBRELLA ORGANIZATION,0,0,31181,S6215,0,0,Mexico,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,3667.5729450000003,0,KGD Sustainable Economic Growth Partner.,1,Uncoded: Pre-APP,0,0.0057,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,America,MX,MX,Agricultural education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.05,1,0,UMBRELLA ORGANIZATION,0,0,41081,S6215,0,0,Mexico,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1222.5243150000001,0,KGD Sustainable Economic Growth Partner.,1,Uncoded: Pre-APP,0,0.0057,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,America,MX,MX,Environmental education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.05,1,0,UMBRELLA ORGANIZATION,0,0,11130,S6215,0,0,Mozambique,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,6949.08558,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0324,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MZ,MZ,Teacher training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.63,1,0,UMBRELLA ORGANIZATION,0,0,11330,S6215,0,0,Mozambique,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,87558.47831,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0324,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MZ,MZ,Vocational training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12110,S6215,0,0,Mozambique,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1389.817116,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0324,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MZ,MZ,Health policy and administrative management
2009/2010,0.0,Sustainable Economic Growth,B6100,0.02,1,0,UMBRELLA ORGANIZATION,0,0,12181,S6215,0,0,Mozambique,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,2779.634232,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0324,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MZ,MZ,Medical education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12220,S6215,0,0,Mozambique,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1389.817116,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0324,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MZ,MZ,Basic health care
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12240,S6215,0,0,Mozambique,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1389.817116,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0324,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MZ,MZ,Basic nutrition
2009/2010,0.0,Sustainable Economic Growth,B6100,0.03,1,0,UMBRELLA ORGANIZATION,0,0,12261,S6215,0,0,Mozambique,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,4169.451348,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0324,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MZ,MZ,Health education
2009/2010,0.0,Sustainable Economic Growth,B6100,0.04,1,0,UMBRELLA ORGANIZATION,0,0,12281,S6215,0,0,Mozambique,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,5559.268464,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0324,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MZ,MZ,Health personnel development
2009/2010,0.0,Sustainable Economic Growth,B6100,0.15,1,0,UMBRELLA ORGANIZATION,0,0,31181,S6215,0,0,Mozambique,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,20847.25674,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0324,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MZ,MZ,Agricultural education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.05,1,0,UMBRELLA ORGANIZATION,0,0,41081,S6215,0,0,Mozambique,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,6949.08558,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0324,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,MZ,MZ,Environmental education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.05,1,0,UMBRELLA ORGANIZATION,0,0,11130,S6215,0,0,Namibia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,2702.42217,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0126,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,,,Teacher training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.63,1,0,UMBRELLA ORGANIZATION,0,0,11330,S6215,0,0,Namibia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,34050.51934,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0126,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,,,Vocational training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12110,S6215,0,0,Namibia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,540.484434,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0126,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,,,Health policy and administrative management
2009/2010,0.0,Sustainable Economic Growth,B6100,0.02,1,0,UMBRELLA ORGANIZATION,0,0,12181,S6215,0,0,Namibia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1080.968868,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0126,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,,,Medical education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12220,S6215,0,0,Namibia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,540.484434,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0126,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,,,Basic health care
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12240,S6215,0,0,Namibia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,540.484434,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0126,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,,,Basic nutrition
2009/2010,0.0,Sustainable Economic Growth,B6100,0.03,1,0,UMBRELLA ORGANIZATION,0,0,12261,S6215,0,0,Namibia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1621.453302,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0126,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,,,Health education
2009/2010,0.0,Sustainable Economic Growth,B6100,0.04,1,0,UMBRELLA ORGANIZATION,0,0,12281,S6215,0,0,Namibia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,2161.937736,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0126,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,,,Health personnel development
2009/2010,0.0,Sustainable Economic Growth,B6100,0.15,1,0,UMBRELLA ORGANIZATION,0,0,31181,S6215,0,0,Namibia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,8107.2665099999995,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0126,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,,,Agricultural education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.05,1,0,UMBRELLA ORGANIZATION,0,0,41081,S6215,0,0,Namibia,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,2702.42217,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0126,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,,,Environmental education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.05,1,0,UMBRELLA ORGANIZATION,0,0,11130,S6215,0,0,Niger,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,5211.814185,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0243,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,NE,NE,Teacher training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.63,1,0,UMBRELLA ORGANIZATION,0,0,11330,S6215,0,0,Niger,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,65668.85872999999,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0243,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,NE,NE,Vocational training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12110,S6215,0,0,Niger,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1042.362837,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0243,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,NE,NE,Health policy and administrative management
2009/2010,0.0,Sustainable Economic Growth,B6100,0.02,1,0,UMBRELLA ORGANIZATION,0,0,12181,S6215,0,0,Niger,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,2084.725674,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0243,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,NE,NE,Medical education/training
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12220,S6215,0,0,Niger,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1042.362837,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0243,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,NE,NE,Basic health care
2009/2010,0.0,Sustainable Economic Growth,B6100,0.01,1,0,UMBRELLA ORGANIZATION,0,0,12240,S6215,0,0,Niger,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,1042.362837,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0243,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,NE,NE,Basic nutrition
2009/2010,0.0,Sustainable Economic Growth,B6100,0.03,1,0,UMBRELLA ORGANIZATION,0,0,12261,S6215,0,0,Niger,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,3127.088511,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0243,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,NE,NE,Health education
2009/2010,0.0,Sustainable Economic Growth,B6100,0.04,1,0,UMBRELLA ORGANIZATION,0,0,12281,S6215,0,0,Niger,1.0,Canadian Non-Profit Making,0,Closed,0,Civil Society,Responsive,0,0,4169.451348,0,KGD Sustainable Economic Growth Partner.,2,Uncoded: Pre-APP,0,0.0243,S061266PRG,0,0,6160,0,0,1000403,Colleges and Institutes Canada,Africa,NE,NE,Health personnel development
