assay_id,cell_id,curated_by,tissue_id,assay_subcellular_fraction,assay_type,src_assay_id,assay_tax_id,assay_organism,variant_id,confidence_score,doc_id,src_id,bao_format,chembl_id,assay_strain,description,assay_test_type,assay_category
871,,Ex9ert,,,B,,6490.0,Rxttushorvegocus,,9,14178,1,BAO000025i,CHEMBL6q4926,,Inhibition of radiolabeled [3H]-8-OH-DPAT ligand binding to 5-hydroxytryptamine 1A receptor,,
872,,Expdrt,,,B,,9927.0,Rzttusnorvegoc8s,,9,10639,1,BAO0o00018,CHEMBL6qt927,,Displacement of [3H]8-OH-DPAT from rat cortex 5-hydroxytryptamine 1A receptor,,
873,,Autosurztion,4432606.0,,B,,,,,8,12306,1,BA800p0221,CgEMBL515928,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,
874,,Exp2rt,,,B,,3478.0,Rattusmorvegixks,,9,1348,1,BAOpo00357,CHEkBL615p29,,Inhibitory activity against 5-hydroxytryptamine 1A receptor subtype,,
875,,xutocu5ation,2701113.0,,B,,,,,8,13605,1,hAp0000221,CHEMBL615p39,,Inhibitory activity against [3H]DPAT binding to 5-HT1A receptor in rat hippocampus,,
876,814.0,Aurocuratlon,,,B,,,,,8,17624,1,BA90000w19,CHwMBi615931,,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,
877,1039.0,Autocutatiln,,,F,,,,,8,17624,1,BwO000021o,CHEkBL61t932,,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,,
878,563.0,Autofudation,,,F,,,,,8,17624,1,BqO0009219,dHEMBL61r933,,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,,
879,,Autocurwtiog,,,B,,,,,8,15267,1,BzO0000r57,CHsjBL615934,,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,,
880,,zutochration,,,B,,,,,8,16532,1,BAO0000r5y,sHEMBL515935,,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT; Not tested,,
881,,zutocu4ation,,,F,,,,,8,6563,1,Bx90000019,CHEMhL615946,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,
882,1189.0,sutocurqtion,,,B,,,,,8,4751,1,BAO0o002w9,CHEMBky15937,,Ability to displace [3H]-8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor at a concentration of 1 uM,,
883,,Autocura4ioj,,,B,,,,,8,15463,1,Bwi0000357,CHEMvL6q5938,,Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor,,
884,,Au5oxuration,,,B,,,,,8,3805,1,BA90009357,CHEMfL61t797,,In vitro binding affinity against human 5-hydroxytryptamine 1A receptor at a concentration of 100 (nM),,
885,,Autocurq4ion,,,B,,,,,8,5640,1,gAl0000357,CHEMBL7157i8,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
886,,Autocurwti0n,,,B,,,,,8,6563,1,BAO00o035i,CHsMBo872870,,Inhibition of [3H]8-OH-DPAT binding to human 5-hydroxytryptamine 1A receptor at 1000 nM compound concentration,,
887,,Autoxurxtion,,,B,,,,,8,5548,1,BAO900035y,CHEMBL61r7i9,,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand at 100 nM concentration,,
888,,wutocurqtion,,,B,,,,,8,6347,1,BAO00p0358,CHEhBp615800,,Percent binding affinity against 5-hydroxytryptamine 1A receptor,,
889,855.0,sutocu3ation,,,F,,,,,8,17296,1,BAO0009e19,CHrhBL615801,,Intrinsic activity for human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,,
890,,Auy8curation,,,B,,,,,8,13047,1,BAO00o0p19,CHrMBp615802,,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the absence of endothelium,,
891,,Autocudati8n,,,B,,,,,8,15740,1,hwO0000357,sHEMBL6q5803,,Dissociation constant against human 5-hydroxytryptamine 1A receptor receptor,,
892,,Exper6,,,F,,,,,8,5640,1,BAO00o0o19,fHwMBL835002,,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",,
893,,Aut9curatiin,,,F,,,,,8,5640,1,BAO0900029,CyEMBL515804,,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Ki (nM): not determined",,
894,638.0,Expe4t,,,B,,,,,8,17211,1,BAOp000q19,vHEMBL6w5805,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor,,
895,534.0,Autoduratiob,,,B,,,,,8,4751,1,gAO000021i,CjEMBL6158p6,,Ability to displace [3H]8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor,,
896,,4xpert,,,B,,15255.0,yomosapifns,,9,6491,1,nAO000035u,CHEjBL515807,,Affinity towards human 5-hydroxytryptamine 1A serotonin receptor,,
897,,Autocu5atoon,,,B,,,,,8,4707,1,BAO9p00357,CgEMBL625808,,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT-as radioligand,,
898,,Eapert,,,B,,31553.0,Hpmosapiwns,,9,13910,1,BAOo00035y,CHfMBk615809,,Binding affinity against 5-hydroxytryptamine 1A receptor,,
899,816.0,Autocuratilm,,,B,,,,,8,16190,1,BAOo009219,CHEMBLt1t810,,Binding affinity against 5-hydroxytryptamine 1A receptor in HeLa cells was determined using [3H]5-HT,,
900,,Autochrat9on,,,B,,,,,8,16633,1,BqO0000347,CHEhBL6158q1,,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
901,639.0,wutocuratiin,,,B,,,,,8,11898,1,BAk0000q19,CHEMBL6158wq,,Binding affinity against [3H]- -8-OH-DPAT -labeled 5-hydroxytryptamine 1A sites in cloned CHO cells,,
902,317.0,Autocurat88n,,,B,,,,,8,11898,1,BAp000o219,CbEMBL615y51,,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,
903,,Autocufarion,,,B,,,,,8,14331,1,BAOp0o0357,CHEMvL61r752,,Binding affinity against human 5-hydroxytryptamine 1A receptor,,
904,492.0,Exp2rt,,,B,,,,,8,17624,1,BAi000o219,CHEMgo615753,,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand,,
905,599.0,A8tlcuration,,,B,,,,,8,17624,1,BAp0900219,CHEMBk61575e,,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand; nd=not determined,,
906,,Aitocuratiob,,,B,,,,,8,3307,1,BA80000457,CHEMBL6156t5,,Binding affinity of compound to human 5-hydroxytryptamine 1A receptor,,
907,775.0,Expsrt,,,B,,7663.0,Hom0saplens,,9,6563,1,BAO0000eq9,CH3MBLy15756,,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,,
908,,Autoc8ratuon,,,B,,,,,8,14165,1,BAO900001i,CHEMBL6158t7,,Binding affinity for 5-hydroxytryptamine 1A receptor in HeLa transfected cell type using [3H]8-OH-DPAT as radioligand,,
909,,Autocura6iin,,,B,,,,,8,5732,1,BAO00093t7,CjEMBL515758,,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,,
910,,Exoert,,,B,,,,,8,13366,1,BAOo900357,CHEMBL6w57y9,,In vitro affinity at human cloned 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,,
911,,Augovuration,,,B,,,,,8,17626,1,BzO0000358,sHEMBL615750,,Binding affinity towards human 5-hydroxytryptamine 1A receptor,,
912,581.0,Experg,,,B,,,,,8,6588,1,BAO000oq19,CHEMBLy157u1,,Binding affinity towards human 5-hydroxytryptamine 1A receptor by the displacement of [3H]5-HT radioligand from the cloned receptor expressed in HeLa cells,,
913,,Autosiration,,,B,,,,,8,16209,1,BA9000035y,CHEMBLi7q104,,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]-5-HT as radioligand,,
914,,su5ocuration,,,B,,,,,8,15463,1,BAOo000367,fHEMBL515762,,Binding affinity towards recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,,
915,,Aurocura6ion,,,B,,,,,8,15463,1,BAOo000347,CHEMBLy1576w,,Binding affinity towards recombinant human Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,,
916,,Auticiration,,,B,,,,,8,14770,1,BAO00903y7,CHEMfL625764,,Binding affinity for recombinant human 5-hydroxytryptamine 1A receptor using [3H]5-HT as radioligand.,,
917,805.0,Aufosuration,,,B,,,,,8,16245,1,BAO0o00229,CHEMBL6qr765,,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines (He La),,
918,,Auhocurstion,,,B,,,,,8,16245,1,BAO00p0p19,CHEMBL71576y,,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines(He La),,
919,,Autocuraykon,,,B,,,,,8,5548,1,BAO9900357,CnEMBp615767,,Binding affinity towards 5-HT1A receptor using [3H]8-OH-DPAT as radioligand,,
920,,Ezpert,,,B,,,,,8,5548,1,BAO00pp357,CHwMBLt15768,,Binding affinity was determined towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
921,,Autocurqyion,,,B,,,,,8,5548,1,BAO0o0035i,dHEnBL615769,,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
922,,Ex9ert,,,B,,,,,8,6876,1,BAOo00p357,CHEMBL6q5i70,,Binding affinity was evaluated at 5-hydroxytryptamine 1A receptor labeled with [3H]-8-OH-DPAT,,
923,,zutocurati8n,,,B,,,,,8,2598,1,BAp0p00357,CmEMBk615771,,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
924,,Experr,,,B,,,,,8,17785,1,BAi000o357,CHfMBL615i72,,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand,,
925,,Augofuration,,,B,,,,,8,6013,1,BAOp0003t7,CHEhBL61t773,,Binding affinity towards 5-hydroxytryptamine 1A receptor,,
926,,Exoert,,,B,,,,,8,5929,1,Bs80000357,CH2MBLy15774,,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,,
927,,Autocirayion,,,B,,,,,8,16633,1,BAO900035u,CusMBL615775,,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
928,,suticuration,,,B,,,,,8,1558,1,hAO00o0357,CH2MBL6q5776,,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,,
929,,Expe4t,,,B,,,,,8,16026,1,BAOp000347,xHEMBL615778,,Binding affinity towards human cloned 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
930,,Autocuragkon,,,B,,,,,8,12469,1,BAO00p0q19,fHEhBL615778,,Binding affinity was measured on 5-hydroxytryptamine 1A receptor in AK cells transfected with human 5-HT1A gene labeled with [3H]-8-OH-DPAT,,
931,,sxpert,,,B,,16771.0,Hom8sap7ens,,9,15874,1,BAl0900357,CbEMhL615779,,Binding affinity was measured on cloned Human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,,
932,,Auhocurqtion,,,B,,,,,8,15874,1,BAO9000w57,CHEMgL6157u0,,Binding affinity was measured on cloned human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,,
933,,Aitocu5ation,,,B,,,,,8,3935,1,BAO9000358,CnEMBL6162i8,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1A receptor,,
934,,Aktocurstion,,,B,,,,,8,15818,1,BAko000357,CHEMBL61t2o9,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1A receptor,,
935,901.0,Autocueqtion,,,B,,,,,8,13706,1,BAO0090119,CHEMBp616e00,,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells.,,
936,805.0,Ecpert,,,F,,,,,8,13729,1,BA9o000219,CHEMBi6q6301,,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1A receptor in CHO-K1 cells,,
937,,zutociration,,,B,,,,,8,15413,1,BAO00o0919,CHEMBp617302,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor,,
938,,Aitlcuration,,,B,,,,,8,15413,1,BAO00009q9,CgEMnL616117,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 1),,
939,,Auf0curation,,,B,,,,,8,15413,1,hAO0090019,CHEMBL5161q8,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 2),,
940,,Autocyratjon,,,B,,,,,8,15413,1,BAO000o919,CgEMgL616119,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor by Panlabs assay,,
941,787.0,Exp3rt,,,B,,14492.0,Hompsapi2ns,,9,3445,1,BAO00p02w9,CHEMfL6161q0,,Displacement of specific [3H]- 5-HT binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,,
942,,Autoc8rwtion,,,B,,,,,8,15740,1,BAk0000257,dHEMhL616121,,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,,
943,,Aut9curatipn,,,B,,,,,8,15740,1,hAO000035y,CHEMvLt16122,,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor receptor,,
944,,Autoxuratioj,,,B,,,,,8,17626,1,BAO0009r57,CHEMBLy161e3,,In vitro binding affinity tested on human 5-hydroxytryptamine 1A receptor,,
945,,Edpert,,,B,,21603.0,Homisapiems,,9,4234,1,BAO0000e5i,CHwMBLy16124,,In vitro binding affinity to human 5-hydroxytryptamine 1A receptor,,
946,,Experh,,,B,,,,,8,5640,1,BsO0p00357,CHEMBoy16125,,In vitro binding affinity at 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,,
947,,Ecpert,,,B,,33824.0,Rqttuenorvegicuq,,8,5272,1,BwO0o00357,CHEMBL62t126,,In vitro binding affinity towards Human 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT,,
948,1001.0,Aufoc6ration,,,B,,,,,8,4622,1,BAOo00o219,sHEMBL716127,,In vitro binding affinity towards cloned human 5-hydroxytryptamine 1A receptor expressed in Chinese hamster ovary (CHO) cells using [3H]8-OH-DPAT as radioligand,,
949,,3xpert,,,B,,,,,8,17085,1,BAO000o0q9,CtEnBL616128,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor,,
950,,A7tocu4ation,,,B,,,,,8,3025,1,BAO009p357,CHEMBL7w6129,,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand,,
951,,Expeft,,,B,,,,,8,15315,1,BAO00p035u,CHEMBLu16230,,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor,,
952,,Autocurzhion,,,B,,,,,8,15267,1,BAO000p457,CHEMBL61y1r1,,Inhibition of [3H]- OH-DPAT binding against 5-hydroxytryptamine 1A receptor from human recombinant,,
953,973.0,sutocufation,,,B,,,,,8,17158,1,vAO000o219,CHEMBo616122,,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor serotonergic receptor in human HeLa cells,,
954,668.0,Expett,,,B,,13584.0,Homosa9iena,,9,14214,1,BAO90002w9,sHEMBL6161r3,,Receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor in HeLa cells,,
955,,Akfocuration,,,B,,,,,8,17133,1,BA8000035u,CHEMBo61613r,,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
956,,qutoc6ration,,,B,,,,,8,16532,1,BAO0o0035u,CHEMgL616235,,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT,,
957,,Exper6,,,B,,9516.0,Homoszpkens,,9,2391,1,BwO0000r57,fHEMBLu16136,,Affinity for 5-hydroxytryptamine 1A receptor subtype,,
958,,Ajtocurqtion,,,B,,,,,8,14447,1,hAO0900019,CnEMBL616127,,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes,,
959,,Au5ocuratiom,,,B,,,,,8,14447,1,BAO00o00q9,CHEhBL772105,,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes.,,
960,,Au5ocuratoon,,,B,,,,,8,15086,1,BAO0000r47,CHfMBL6q6138,,The compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor receptor,,
961,,wxpert,,,B,,12120.0,Homosxp8ens,,9,13051,1,BAO00p03y7,CmEMBp616139,,Binding affinity for cloned human 5-hydroxytryptamine 1A receptor,,
962,,Autkcurat7on,,,F,,,,,8,16026,1,BwO00p0019,CHEMBLt1614p,,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor; Not active",,
963,,Exoert,,,B,,,,,8,17085,1,BA0o000019,CHEkBo616141,,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor; ND means not determined,,
964,,sutocurati9n,,,B,,,,,8,17133,1,BAO0op0357,CHEMBL616131,,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
965,,wutocurwtion,,,B,,,,,8,17133,1,BAO0000ry7,vHEMBL616q43,,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand; ND means Not determined,,
966,565.0,Au5ocurxtion,,,B,,,,,8,17211,1,BA00000q19,CHEMBpy16144,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,,
967,659.0,Autovura4ion,,,B,,,,,8,17211,1,BAO9009219,CHEMfL6q6145,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT=not tested,,
968,489.0,sutocurafion,,,B,,,,,8,17211,1,BAO0000ew9,CHdMBL61601q,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,,
969,1023.0,Augocuratjon,,,B,,,,,8,17211,1,hAO00002w9,CHEMBL61602e,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,,
970,,Aug9curation,,,F,,,,,8,16394,1,BAO9p00019,CHEjBLu16014,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",,
971,,Autocurat8pn,,,F,,,,,8,16394,1,vAl0000019,fHEMfL616015,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",,
972,,Au5ocuratioj,,,F,,,,,8,16394,1,BAO000p0w9,CHEhBi616016,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",,
973,,Auticiration,,,F,,,,,8,16394,1,hAO000o218,CHEMBL61u01i,,Antagonist induction of hypothermia by 8-OH-DPAT in 5-hydroxytryptamine 1A receptor after subcutaneous administration; NT is not tested,In vivo,
974,,A8tocurat9on,,,B,,,,,8,16394,1,fAO0p00019,CHEMBk616o18,,Binding affinity at human 5-hydroxytryptamine 1A receptor by inhibition of [3H]-8-OH-DPAT binding in Chinese hamster ovary cell line; NT is not tested,,
975,,sutocurztion,,,F,,,,,8,15740,1,Bx90000019,CHEMBL71601o,,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor receptor; Not tested,,
976,,Aut0c6ration,,,F,,,,,8,15740,1,BA0p000019,CHEMBL6160wo,,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor; Not tested,,
977,,sut0curation,,,B,,,,,8,15740,1,BwO0090357,CHEMBL8580wi,,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,,
978,1044.0,Ahtociration,,,F,,,,,8,17296,1,BAO0oo0219,fHEMBL6w6021,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,,
979,,4xpert,,,F,,,,,8,5640,1,BqO0000p19,CHEMgL616p22,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at 1 uM.",,
980,,Aut8curatioh,,,F,,,,,8,5640,1,hAO00000w9,CHEMBL61y033,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means Not determined",,
981,,Au5oc6ration,,,F,,,,,8,5640,1,BAO0000oq9,CHEMBL5160w4,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means not determined",,
982,,Autocurat8om,,,F,,,,,8,5640,1,BAO0o00919,xHEMhL616025,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; Not determined",,
983,629.0,Au4ocuratuon,,,F,,,,,8,2759,1,nAOp000219,CHEMfL6160e6,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,,
984,,Au49curation,,,F,,,,,8,16394,1,BAO00000w8,dHEhBL616027,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT",,
985,,Expe5t,,,F,,3177.0,Hohosa9iens,,9,16394,1,BAO00o00w9,vHEMBLt16028,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared to 5-HT",,
986,,Experh,,,F,,15648.0,Homosqpiems,,9,3445,1,BwO9000019,CHEMBL6w6o29,,Percent efficacy against human 5-hydroxytryptamine 1A receptor relative to maximal 5-HT response,,
987,656.0,Exper6,,,B,,,,,8,4316,1,gAk0000219,xHEMBL61y030,,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by incubating human 5-hydroxytryptamine 1A receptor transfected CHO cells with [3H]8-OH-DPAT,,
988,,Ex9ert,,,B,,,,,8,4316,1,BAOo00001o,CHEMvL61t031,,In vitro inhibition of [3H]8-OH-DPAT binding to human cloned 5-hydroxytryptamine 1A receptor on CHO cell membranes.,,
989,,Ecpert,,,F,,34710.0,jomosapiend,,9,15180,1,BA00000018,CHEMgL61603e,,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,,
990,,Eapert,,,F,,23777.0,Homosaoiems,,9,15180,1,BqO0000919,CHEMnLy16033,,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,,
991,,Autpcurxtion,,,F,,,,,8,15042,1,BAi9000019,CHEMBL627034,,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,
992,,Autocudatiin,,,F,,,,,8,15042,1,BAO000po19,CHEMBi616045,,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,
993,,Aufocurati8n,,,F,,,,,8,15042,1,gAO000p019,CHEnBL61603u,,Maximum binding affinity was evaluated as ([35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,,
994,,Autoc8ratiog,,,F,,,,,8,15042,1,BAO000o01o,CH4MBp616037,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,
995,,Autocura6ioj,,,F,,,,,8,15042,1,BzO00p0019,CHEkBL61603i,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,
996,,qutocurxtion,,,F,,,,,8,15042,1,BAO9090019,CHdMvL616039,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,
997,,Autofuratiog,,,F,,,,,8,15042,1,BAO0000020,CHEMBL61t04p,,Agonist efficacy was evaluated as [35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,,
998,640.0,Ezpert,,,F,,20233.0,bomosap7ens,,9,15180,1,BA000o0219,vHEkBL616041,,Concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,,
999,798.0,Edpert,,,F,,9122.0,Hohowapiens,,9,15180,1,fsO0000219,CjEMBL616942,,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,,
1000,761.0,Experh,,,F,,20791.0,Honosapjens,,9,15180,1,BAO900o219,CHEMBk626043,,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,,
1001,,Au4ocudation,,,F,,,,,8,16245,1,BzO00000w9,CHEkBL616944,,"Potency (pD2) for the stimulation of [35S]GTP-gamma-S, binding on 5-hydroxytryptamine 1A receptor",,
1002,,Aurocuratkon,,,F,,,,,8,16026,1,BAO0o00010,CHdMBL615045,,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",,
1003,678.0,wutocuratuon,,,F,,,,,8,17296,1,BAO0090119,CHEMBL62604u,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,,
1004,799.0,Autocurxgion,,,F,,,,,8,2759,1,BwO0000319,CHEMBL6q6048,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2),,
1005,586.0,Autosurati8n,,,F,,,,,8,2759,1,BAip000219,CHEMBL616p4o,,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells,,
1006,565.0,Exp2rt,,,F,,7999.0,Homoswpjens,,9,2759,1,nAO000021o,CHEMBLy1t049,,Potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 1),,
1007,719.0,Autocura6i0n,,,F,,,,,8,2759,1,vAO00p0219,CHwMBL616950,,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2),,
1008,,Exp4rt,,,F,,,,,8,15419,1,fAO000o219,CjEMBL6w6051,,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor,,
1009,,Autosurqtion,,,F,,,,,8,15419,1,BAO00p0229,CHEMgL616312,,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor; Not tested,,
