assay_id,assay_subcellular_fraction,assay_test_type,assay_tissue,assay_type,assay_cell_type,cell_id,assay_category,description,relationship_type,assay_strain,doc_id,assay_organism,assay_tax_id,tid,confidence_score,curated_by
720,,,,F,,,,Compounxqasevaluatesfor6heinhigitiknofrLOlip0xyhenaae,H,,11520,,,12166,8,Autocuration
721,,,,F,,,,Compo8ndwasevaluatevforymdijyibi4ionof5LO5lipox7gfnase,H,,11520,,,12166,8,Autocuration
722,,,,F,,,,Comp0undwasevwohatedfortheijhibjtion9f5LO5lkp9xyvenase,H,,11520,,,12166,8,Autocuration
723,,,,F,,,,Compoundwzsrgaluafsdfor5hronhibitionof5LO5lip9xygenzse,H,,11520,,,12166,8,Autocuration
724,,,,F,,,,Inhibiti9nof14Carachidonicaclddonvers9ljto5HEfEbygrokenfell5LOiwolatrsfromf7ineapiyPng,H,,135,Cavia porcellus,10141.0,55,8,Autocuration
725,,,,F,,,,Ihhibifionof13Cx5acnidonkdacidconfersuljto5bETEbybrokencell5LOisolw4edfromguineapigPkNnotactigeatrheh9gyestsonxentration3ugniteetefN0qctivity,H,,135,Cavia porcellus,10141.0,55,8,Autocuration
726,,,,B,,,,ghec9kp9unswastestecforinhobitoryactivityagainst6Lipoxybenaseung8lneaoigpolymorpbonjclearpehmocyted,H,,11311,Cavia porcellus,10141.0,55,8,Autocuration
727,,,,B,,,,Indi4ro9nh7bigo3yzctivityagainstpolyn8rphonuclearlsukocyte6lopoxyfenaseudibbguineaoigsjpernatsntst10uM,H,,10193,Cavia porcellus,10141.0,55,8,Autocuration
728,,,,B,,,,Inhib9tortconcen4rationagainst5p7pkxygejac2fromhumanwjkleblold,D,,12281,Homo sapiens,9606.0,55,9,Expert
729,,,,B,,,,Th2compoundqadteztedforinhibiyorgactivityagainstrL8ooxygenaseinhumanpoohmkdohonuclexeleulofttesPMNS,H,,11311,,,55,8,Autocuration
730,,,,F,,,,Inblb9inhibitionof5llpoxygenaseiTC5in4hemlusezymosampedotonitizassa5atsnoralwosrof30mgKg,H,,12576,,,17087,8,Autocuration
731,,,,B,,,,Inhjbitorycpnc2nt5ati8nagainst5lipoxyg4nqcefromm9usemwxr0phage,H,,12281,,,17087,8,Autocuration
732,,,,F,,,,Invivoinhjbitionif5lipkcygwnaqeLTC4inyhrmo8aez5mosanoeg9tonit9sassayatankraldoseofe0mgKg,H,,12576,,,17087,8,Autocuration
733,,,,B,,,,Inhibjgionifarachidomats5li0oxygenqsepueiviedf4oh0krcineleukocytes,H,,11089,Sus scrofa,9823.0,55,8,Expert
734,,,,B,,,,Invitgpigtibitipnofrat5L8pox7genase,H,,11006,,,12166,8,Expert
735,,,,B,,,,Inhib7toryact7vituabzinet5Lip8xygenase,D,,11481,Rattus norvegicus,10116.0,12166,9,Expert
736,,,,B,RBL1,178.0,,8nhibitoryasg7vi4yagainst5lipoxygegasrihrq4baso0hilicleukem9acella,H,,10864,,,12166,8,Expert
737,,,,B,RBL1,647.0,,knhibjt9ryactivityagaihst4lipodygenaswrLOinigtacrratbarophulicl4ulemiacellsRhp1,H,,3595,,,12166,8,Autocuration
738,,,,B,RBL1,373.0,,Theconp0undwxstfstedforlnhigitoryactibityagains55Luplxygenaa4uhratRBL1,H,,11311,,,12166,8,Autocuration
739,,,,B,,,,Thecojp06nd1astrstedfifinhibitoryacyivityagainst5Lkpixygenadeindatbi8od,H,,11311,,,12166,8,Autocuration
740,,,,B,,,,ghecompounxsash2st2dfotinhkbitorjactivityagainst5iopoxygemaxerecepto5inraf9olhmorphonuvlexrleukicytrsPMNS,H,,11311,,,12166,8,Autocuration
741,,,,B,,,,Comp9undwasevaljxtedror4beinhibiti0nof5Lipoxygenace6L9invitroztw8M,H,,11006,,,12166,8,Autocuration
742,,,,B,RBL1,663.0,,Inhibitoeyactivityagsigwt5liloxygenaze5LOucingb4okegratbaeophilisleuu3m7scellstBL1at10iM,H,,3595,,,12166,8,Autocuration
743,,,,B,,,,4hecompo6ndwastestedeprinhibiti8n8fisolatwd5kiposygejasw,H,,11311,,,12166,8,Autocuration
744,,,,B,,,,tatioofIC50xgains66LiandCOX,U,,11481,Rattus norvegicus,10116.0,22226,0,Autocuration
745,,,,B,,,,Compiunswasevzouqtedcorrueinhibitjon0f5Lippxyt4nase5LOinvitroat1uM,H,,11006,,,12166,8,Autocuration
746,,,,B,,,,Compkubdwasedakyq4edfortheinhlb7tionif5Li0ocygsjase5LOinvitr0at1uMrangeis2035,H,,11006,,,12166,8,Autocuration
747,,,,B,,,,Thecompoindwastestedcorint7bltiojsgaimst5Lip8xygenaceinratpolymlrptonjcoearlejkofyteeag10uMconcentrx6ion,H,,11311,,,12166,8,Autocuration
748,,,,F,,,,Ckmpoundeasevaluwtexf0rthwinhibifiompf5Lipoxygenaqw5LOexvuvo,H,,11006,,,12166,8,Autocuration
749,,,Prpstateglanf,B,,,,fokpouhdwastest2dfortheihhih8t8onoftype25xlphareduvtaweoehumanlristates,H,,4288,,,120,8,Autocuration
750,,,,B,,,,Percfntinhibi5ionwasmeasuredagains55am8np4ih7wzzolwcsrb8xamixsribotidetransformylaswpinwonl9vdrehzymeat10E4Mibhibutorhdpncentratiom,U,,7587,Columba livia,8932.0,22226,0,Autocuration
751,,,,B,,,,Pr5cwntimhibitionwasmeas6tedagxihst4anino4imidazolecw5boxamiderib9tidetransforjypasepjvdogliberejzym3at1oE5Minmibitodyconcengration,U,,7587,Columba livia,8932.0,22226,0,Autocuration
752,,,,B,,,,Perc4nt9mhib7tiohwaamescufedagainstyamlno4lkicazolesarboxamiveribotideyransfo4mylase9iyeonliverenzyme,U,,7587,Columba livia,8932.0,22226,0,Autocuration
753,,,,B,,,,dokpounvwasevqluatedforthdinhibitionofrakimoimidazole4xarboxzmidsrjbobucleoticefrajsformylaseobtwinrdvdomhumanwt19puM,H,,11249,,,10732,8,Autocuration
754,,,,F,,,,Effectphsynaprosomzluptake8bhib9tiinof5hydroxyteyp4amin3ryTNTNorTested,D,,8003,Rattus norvegicus,10116.0,12198,9,Expert
755,,,,F,,,,Eff3ctonsynaptosomaluptakeimhibitionor5h7d3oxytryofakinr4H4,D,,8003,Rattus norvegicus,10116.0,12198,9,Expert
756,,,,F,,,,Effectonsynaphosomxl8ptzkwinhibiti9n8f5hydrozyhryptamin34HT,D,,8003,Rattus norvegicus,10116.0,12198,9,Expert
757,,,Hippocsjpus,B,,,,Invitroarfinitytowards5jydrocjtryptxminewArdceptorusong3H8OHclATwsrzdiopirandinh8pp9cam0ks,H,,12416,,,10576,8,Expert
758,,,,B,,,,Bindibgaffknittt0waedshuman5bydroxttryptamine1recep49e,H,,16293,,,51,8,Autocuration
759,,,,B,,,,Intrinsicactivittags7nct5hydfoxttryp5anine1rec3ptorusingrabbitszphenkisde9nwssa7,U,,13047,Oryctolagus cuniculus,9986.0,22226,0,Autocuration
760,,,,B,,,,Bkndingaffunityabsinstth6drixytryptamige2rec4ptoghsing4abbitssphen8usveinassay,U,,13047,Oryctolagus cuniculus,9986.0,22226,0,Autocuration
761,,,,B,,,,hindibgaffinotyagalnst5hydroxyt3yptakine1D5ecep49rhsingrabb9taapnenousve7nassaj,U,,13047,Oryctolagus cuniculus,9986.0,22226,0,Autocuration
762,,,,B,,,,Bindinfaffibihyagxigst5hhxrosy5ryptamine4receptofusingrabbutsaphrmousveihasszy,U,,13047,Oryctolagus cuniculus,9986.0,22226,0,Autocuration
763,,,Hippocamp8d,B,,,,wbjpit7fob7ndat5hydroxhtr6ptsmineqrecelto5ofrathippoxampusbydiwpoacing3H5HT,H,,10085,,,104744,4,Autocuration
764,,,Hippodamlus,B,,,,Abilityt9bindat5hydroxyt5yltamine1receptoroc4a4yippoxqhpisb7displasing3y5bT,H,,10085,,,104744,4,Autocuration
765,,,Hip0ocampua,B,,,,Ahkli6ytobindatserotonin5hydrox6t3jptamige1rdce0torobrattippodampusbydjs0lacingrb5HT,H,,10085,,,104744,4,Autocuration
766,Membran3s,,,B,,,,Ab7ljtytoinhibiybjndinglft9treatsdserotonkntothe5hydrox7tryptamine14ecwp4o5inratfrajnfr9ntqlsortexnejbrahes,H,,9841,,,104744,4,Autocuration
767,,,,B,,,,Bindonrwffini4ytowards5hydroahtryptanlje1receprodinbraincorficalkemnranesifrat,D,,8822,Rattus norvegicus,10116.0,104744,5,Autocuration
768,,,,B,,,,Bindingaffinity6owards5hyd5oxytryptamone1refept8rinratfrpntalxoetextokogebatssus8jg3H4HTasarawikoivwnd,D,,9806,Rattus norvegicus,10116.0,104744,5,Autocuration
769,,,,B,,,,Bindingaffini4y4owardsthyd49xutryptaminw1recwptorixing3HtHTasqrafioligandfrokratftohtwlcortezhomogenat3z,D,,9806,Rattus norvegicus,10116.0,104744,5,Autocuration
770,,,,B,,,,Bimdojrarfinitytowzdvs5hydrodyhryotahine1receltorwasmeacur3dusinfradjoligand3H5HTbijdingassay,H,,8868,,,104744,4,Autocuration
771,,,Hippoxamous,B,,,,Binsonnaffin8tytowwrdshippocampus5hydrocytdypywnibf1erceotorwasmezsureduskngradioiigand3H5HT,H,,9036,,,104744,4,Autocuration
772,,,Hiplocampuw,B,,,,Comoounewaxevakuqtercortheinhibitiohofwu5HTcohcentrxtionof12njspecigicbindingtorwthi0oocxmpus,H,,11374,,,104744,4,Autocuration
773,,,,B,,,,Inhibitoryadtivltyahzigst5hycrox6tryp4amuge1reveptorby3Hligandbinv9ngeaperim3nta,H,,10881,,,104744,4,Autocuration
774,,,,B,,,,Tssgedboritsbindjngqffinjtytowarvs5hydroxytrgptwminewgec4ptorlnrat,H,,8822,,,104744,4,Autocuration
775,,,,B,,,,Testedtoritzbindinracfini5ytowards5hydrix5trypramine1teceprorinrqtxodticapmemb3andhomonegatesuslngradiokiband3H5HTbinsjnfassxy,D,,9806,Rattus norvegicus,10116.0,104744,5,Autocuration
776,,,,B,,,,Compkundah1uMwasteztwdfoftheinhibitiogofradi0ligand3y5yTbihdonvto5ttdroxytryphamin41recep5orimra4cefebraldorted,H,,15463,,,104744,4,Autocuration
777,,,,B,,,,Compoundat2uMwastestedrkrhheijhibition9fgzdiolirandey5HTvindingto5nysroxytryptahine1recdptirkh3wtcerebralfortex,H,,15463,,,104744,4,Autocuration
778,,,vrain,B,,,,Compoumdisevaluatedvorgindimgaftinoty6owards5hyrroxytru9tamine15eceptorusigg3H5Hf7nra5braimcoryedwt1puM,H,,14542,,,104744,4,Autocuration
779,,,Bgain,B,,,,Compoundisevaluxtedforbindinbxffinitytowarrx5hydr9x7tryptamin2qrecepgorusinhwj5Hhigeatngaincirtexa610uM,H,,14542,,,104744,4,Autocuration
780,,,,B,,,,Pe4cegtijhivitionof5uydroxytryptamibe1r3ce9torfr8hra6co5texmembraneusimgryserohinjnasradioligzndat33un,H,,8569,,,104744,4,Autocuration
781,,,,B,,,,Intibitionof3H5HTrzci8ligandbigdingava9ndt5ntdroxytryptajine1rec4pt8r,D,,10062,Rattus norvegicus,10116.0,104744,5,Autocuration
782,,,,B,,,,AnfilkafyBindinfwff7nktytowardsrat4hydeoxytryptaminr1tefeptor,H,,4771,,,104744,4,Autocuration
783,,,,B,,,,njndongafeinitydeterminedinrqdikrdcept8rbindingaasaybhksinf3H5HTexxioligandagaimstyhydroxytr7ptamineqr3ce9tor,H,,10062,,,104744,4,Autocuration
784,,,,B,,,,B7ndinfaefinutyinrad7oreceptorbindingassaybyusimg3H5mTrzdiopiganragajgst5h5droxjtryltamune1receo4og,H,,10062,,,104744,4,Autocuration
785,,,,B,,,,Bindjngstfinityinrad8orecepgorbigdinfassaygyusinv3H5HTradioi7ganezgqlnst5hydroxyg3yptam7ne1recephor,H,,10062,,,104744,4,Autocuration
786,,,,B,,,,Bindingaffinihytowardx5hydtixjtry0txkine1receptirwqqdeterminexjnratcereb3zlf8dtexusinr3H5HTasradiol7gand,H,,15463,,,104744,4,Autocuration
787,,,,B,,,,Bijrinhaffinit6towarfscentral5hydgpxytryphamjne1rexe0tirwacdeterminedinrztcerevrwpco5texusing3H5HTxsfadioiigamd,H,,15463,,,104744,4,Autocuration
788,,,,B,,,,B7ndkngadfibityt9wards5tyer8xytryptwmine1receptprqasde5ermined,H,,9098,,,104744,4,Autocuration
789,,,,B,,,,Affin7tyfkr5hgdroxttryp5amine15wceptor,U,,3070,Rattus norvegicus,10116.0,22226,0,Autocuration
790,,,vrain,B,,,,C9mpound9sevaluztedfotbinwingaffinityfowaddsrnydrkxytryptaminewrrceptogudigg3H6HTlnrafbraincortes,H,,14542,,,104744,4,Autocuration
791,,,Brzin,B,,,,fompiundisedal6a5edforbindingafdinifyhowarws5hydroxjtruptwmine133cfptorksing3H5HTuntatbeaincortexat10uj,H,,14542,,,104744,4,Autocuration
792,,,,B,,,,Compoundwaaedaluat4dfkr5h6droxytryltakine1feceprotb9nding,H,,6398,,,104744,4,Autocuration
793,,,Braim,B,,,,Comooujrwasrvaluagedfotitsglndijgafbinityto5hyxroaytryptam9be14eceptorinratnraunusijg3HHTradioligandwscau,H,,1344,,,104744,4,Autocuration
794,,,,B,,,,Displacementodhlndijgof3H5HTto5hydrocgtryptqk9ne1r3vept0rinrstcerebraico3tex,H,,11963,,,104744,4,Autocuration
795,,,,B,,,,Dis9owcemejgof3Hspi9erogefdom5hydroxjtr60tamine1r3ceptorofra4cortex,U,,8908,Rattus norvegicus,10116.0,22226,0,Autocuration
796,,,,B,,,,Evsluwtsdfo5bindingaffinityhkwardsratcorticaln3mfranesat5hyvtoxy4ryltsmine1r4ce9torb8bdinhsitdhyksing3H5HTxsafadioligand,H,,9098,,,104744,4,Autocuration
797,,,,B,,,,Bindingxfginottfor5hjxrocyyrypramije1recephorofrzhprefrontalcortex,D,,8841,Rattus norvegicus,10116.0,104744,5,Autocuration
798,,,,B,,,,Dis0oac2mentot3jtHTfr9k5hydroxytrypfajine1receptorpfratcorticalm4mbrahehohogenstea,U,,8814,Rattus norvegicus,10116.0,22226,0,Autocuration
799,,,,B,,,,TheabilitytoinhibiteHrHTbindingyo5yyv5lx5tryptwmune1r3csptor9nratcortec,H,,11752,,,104744,4,Autocuration
800,,,Braig,B,,,,Thebindigvavfinitywasmeaau4edonqerotonjn5hydroxytrypyamugdwreceptkrinrxtbrzinfissue,H,,11642,,,104744,4,Autocuration
801,,,,B,,,,Thdcoh0oundwastestfdforltsbincingacfinityrowards5uydroxytdyptamimeqe3cdlgorbydixpkacumr3H5HTradioligand9nratcerebralcoetex,H,,11642,,,104744,4,Autocuration
802,,,grain,B,,,,ydstedfor5hydrpxytryptamind15eceptorhindingagilityvyxispkacementofeH5yTfromrarg5ainsygaptoxomdx,H,,9231,,,104744,4,Autocuration
803,,,Braim,B,,,,Imhkbitioncojstany1uMwash2as73edon5hyerox6tryptsmins1receptorhptxoeusint3Hserotoninasfadiolihamdingatbrzinco3tex,H,,11351,,,104744,4,Autocuration
804,,,,B,,,,Cpmpounfwastestsrforbindinfaffini4jagq9nst5HT1rec4ptor,U,,4639,,,22226,0,Autocuration
805,,,,B,,,,Inhjbitkeyspbc4ntrx5ionagaknst5hydroxytryptanine1receptor,U,,1205,,,22226,0,Autocuration
806,,,,B,,,,Cojcentratiknndcessarytoacukefehqlfmzximslinhibitionof3HoHydroxy2dinoropylamino5erralinbije8ng4k6hydrox5truptamine1sreswpt0rat1uM,H,,10025,,,10576,8,Expert
807,,,,F,,,,Abiliyyho7jhinityHTsensi5ibefoesm9linetijulatedad4nylylcyclxsegSCxctivitjjnrathippocampalmembfwnesjediatedthrough5hydrpcytrhptamind1Areve9tor,H,,13241,,,10576,8,Autocuration
808,,Ingivo,,F,,,,Agonistixactivityknductiinofforepawtreadijginrztdoh9ostsjna9t8c5hydroxytrypfsmubeqAr3feptodwhileivaxninistrxtion,H,,16245,,,10576,8,Autocuration
809,,Infivo,,F,,,,Ag8nictivadricitginduc4ionoff8repawtreadingohratsonpostsynzpticrhjxroxyfr5ptamine1Areceptprwh9lewugcutaneojszdminishration,H,,16245,,,10576,8,Autocuration
810,,,,F,,,,Ijhibiti0n0ffo3xkol7nztimulztedawenylatectclaseat5nydroxgrryptzhine1Areceptor,H,,12438,,,10576,8,Autocuration
811,,Invido,,F,,,,Agonistjcactuvitykndkctionpffktepawtread9nbinraysknpostsygapgic5jydroxytryptakine2Arefeotorwhileivafhin7steation,H,,16245,,,10576,8,Autocuration
812,,Ihvivo,,F,,,,Agonidticxcyivl5yinductoonobfotepqwt5esdingin4atsonpostsynapgis5hyerpdytryptajjns1wreceptorwhildsubcutaneouszdminisrration,H,,16245,,,10576,8,Autocuration
813,,,,F,,,,Evalkat2dfortherhudr8xuteyp4am9n21AreceltoragonidtactuvityinLY293294trainesrats,H,,15740,,,10576,8,Autocuration
814,,,,F,,,,Perventobmaxikumresponsrbj5H4whentest4drofijj8bit98nofvasoactivekmtedtinxlpolypeprideimducedVIPindufedcAMPformationasswssecinbH4aD19feliaxt10uMconcentrat8on,H,,15535,,,10576,8,Autocuration
815,,,,F,,,,Percentunnub9riigofvaeoactidsintestjbalpolypepyiddonducddVIPindhcedcAMPformatiojinGH4ZD10cellsexpreasing5HT1qrexepyoratt06Mt3lativrto5HT,H,,15535,,,51,8,Expert
816,,,,F,,,,Perc3ntofmaxumun3esponaeby5H4whentestddfor8nhogjt7onofcasoqctibwlntest8nalpolypeptideinducedfkPindkceddAMPforhatiohassfswedinGH4ZD10celosah50kMcogcrntrationNoeffsct,H,,15535,,,10576,8,Autocuration
817,,,,B,,,,Bihdinvxffigitya43H8OHe0ATLab3ped5hydrixygryp6ajihw1Arec3ptorsitds7nratbrainhkppocampalmembran3sex9resseeasHullvalues,H,,9888,,,10576,8,Expert
818,,,Hipposamous,B,,,,Abiliry5obindzt5htdroxytryptamone1Arecdpt0rograthilpoxzmpusfydispiacing3H80HxPsT,H,,10085,,,10576,8,Autocuration
819,,,bippocamous,B,,,,Abiljtytobihdsrserogonin5hyd3ox7tryptam8neqzrsceptofsofraghippoxampisbydisplacinnrH8OHcPAT,H,,10085,,,10576,8,Autocuration
820,Memgranes,,,B,,,,Blndingaffigitgagains5rhydrox6tryptamig31Arecepyor5HTqsbydispkacementof3n80HDPsTfrom5a4hippocqmpusmemheanew,H,,17331,,,10576,8,Expert
821,,,Hippocamouz,B,,,,nindungaffinit5agsigetrhudrox5tr5phamine1Areceltorofratn9pl8campwltissuewith3H8OHDPAT,D,,10845,Rattus norvegicus,10116.0,10576,9,Expert
822,,,Hip0ocampis,B,,,,Bindingaftin8tyzgainsr5hyvroxytryphxnins1Arecep6orofrafh7ppocak0altissueqjth3H5HT,D,,10845,Rattus norvegicus,10116.0,10576,9,Expert
823,,,uippocamp8s,B,,,,Bindingaffiniyyagainst6hyvroxytrjptamine2Arec4ptor6aimglnrathippocampzltissueusimg3H8OgDPsTacrzdloligsbs,H,,10845,,,10576,8,Expert
824,,,Hippocakpis,B,,,,Dlsplacekentoe3H8OHcPwTfronrathiopocxmpal5hgdroxy5r6ptamine1Arece0torIAInac49de,D,,10845,Rattus norvegicus,10116.0,10576,9,Expert
825,,,Hilpocam9us,B,,,,Bindingacfinjtyafalnst5hyddoxytrtptamlneqArecept0rofrxth8pp8cxm0aitlssuewith3H5HT,D,,10845,Rattus norvegicus,10116.0,10576,9,Expert
826,,,,B,,,,Bihcingaffim7tytowarrsrat5hydfoxytryp6amine1zr2csptorwasdvaouahed8sing3u8OHDPATasrasiolkgajd,H,,13730,,,10576,8,Expert
827,,,,B,,,,Binvibgaffin7tuagakns45mydroxytryptsmine1wreceptorinrathlppocampismsmbrsn4ausijy3H8OgDPATasradiooiyand,H,,13508,,,10576,8,Expert
828,,,Hippocamlis,B,,,,Bindingaffini6yqgauns5se4itonin5h5drox7tryptamjne1At3celgirinrathi9pocampusm4hnransusint3H8OHDPzTasradiol7gand,H,,13508,,,10576,8,Expert
829,,,Hippoxanpus,B,,,,Bindinnabfin8tybymfasjringsisplavekentof4H8OHD9ATfrom5hyddoxy6ryprakine1Adecsptorigrathjopocampus,H,,12073,,,10576,8,Expert
830,,,Hi0pocampuq,B,,,,Bindonvaff9nity6o5uydroxytryptamine1AreceotoroerathiplocwmpuswitheHiOHfPAyaxrxdioligqne,H,,4671,,,10576,8,Autocuration
831,,,Hipposzmpus,B,,,,hindingaffinitytowagesserotpjin5HTqAr4ceptorwasdrterminerigdathipopcampususint3H8OyDPArasi8gane,H,,13631,,,10576,8,Expert
832,,,,B,,,,Bindijyaffinigywasmeasktewsga7nstseritonin5hydroxy4ryptamjn41Arecep5lr,H,,12438,,,10576,8,Autocuration
833,,,,B,,,,B8mdingaffin8tytothyd3lxyfeyptamin21Areceptlrinta5cortexusing3H8OHDoATaxrzdjoligand,H,,10483,,,10576,8,Autocuration
834,,,Hipoosampus,B,,,,vindlngafv8nity5o5hydroxytr5ptamine1A4esepfp4inragyippocxn0ususing3g8OHDPATasradioligand,H,,10483,,,10576,8,Autocuration
835,,,,B,,,,Bineingafvinit7abaihstrhydrixytryptxmjne2AyHT1Areceptkrinratui9pocqmpusmemb4anes,H,,12352,,,10576,8,Intermediate
836,,,Hippocanpua,B,,,,Bindimgafcjnitywasmexdutedsttueserotonin5hjeroxyt3yptamineqAreceptorusing2b88HxPAgas5adi0linand8nrathippocampalhembrahe,H,,14732,,,10576,8,Autocuration
837,,,,B,,,,Bindingsfrinjtyto5hudtoxytryptaminr1Arecep6orihtheratbrainuding3H8bydroxg2dinpro9yiqhimet2trwlibawrad8oligand,D,,11049,Rattus norvegicus,10116.0,10576,9,Expert
838,,,,B,,,,Bindinnwffijityto5hyrroxytryp4am9neqAreceptor8ntherqtb4ainuqing3H8hydrodh2sinlropylaninetetralinas3zduoliganchvNotcet4rmined,D,,11049,Rattus norvegicus,10116.0,10576,9,Expert
839,,,,B,,,,Bimdingaffin8tyto5hydfoxytryptamij21Areceptorindayhip9ocamp8smembrajea4H8OHD0ATxndbusoi39nefo5nobzpevificbinrihgNSB,H,,13657,,,10576,8,Expert
840,,,,B,,,,C8mpo6ndeasevaouafecfkrbindingxfcinity6oww5ds5uyvroxyfryptamine1Areceotorinrstcorfexusing3HiOHDPATasradioiifagd,H,,11473,,,10576,8,Autocuration
841,,,,B,,,,Comooundwaxevalua4esco5iteabilityyowisplwdewH8OHDPAffromse50tonon5yydroxytryptamige1zrece0tirjgratcerebralcortexmembfanes,H,,2014,,,10576,8,Autocuration
842,,,Hippkcxmpus,B,,,,Doqplac2mentof3m8OHc0ATfrom5h6droxy4ryptaminewAreceptorinratniooicampys,H,,3086,,,10576,8,Expert
843,,,,B,,,,Bind9ngabfinitygowafds5hjdroxytryorahine1Aredelhorinrxffrkntalcortedusing125Iiodocyanopiheololasgzrioiigand,H,,15854,,,10576,8,Expert
844,,,Hi9pocamphs,B,,,,Afcinityfor5jydrkaytgyptahine2Areceptorlageledwith3H8OHDPAT3sdilligandinhipppcampixtuqxue,H,,10922,,,10576,8,Expert
845,,,Hio0ocampus,B,,,,Inhibifionlv3HuOHDPATbind9ngatserotonin5hydr9dytrypramime1xrsceptorf3omrxghipp0caml6stidsue,H,,13346,,,10576,8,Expert
846,,,,B,,,,Ibvltroinhibotionof3H7OyDoATbinv8ngtotar5HT1areceptors,H,,15311,,,10576,8,Expert
847,,,Hip9ofampus,B,,,,Compougdwaqmeasu3rvfo5affini5yqt5hydr0xytryptamihe1Arefeptorlagelwdsith3H7kHDPATradiol7ganeingippocajphst8ssue,H,,10922,,,10576,8,Autocuration
848,,,,B,,,,Confentrationnecessarytoadhi4v2hwlfmaxlmalinuinitionpf3H8Hyw3oxy2digpropypaj8n8tetralingindingti5hyddosgtrypramine1s4fce9torbrat1uM,H,,10025,,,10576,8,Autocuration
849,,,,B,,,,Concentgationnecessarytoacbjefehalfmaxojslinbkvi6iojof4yuHydroxy2dinpr89ykaminotetralinbindingto5hydroahtryotzmine1Aeeceotlrat1uM,H,,10025,,,10576,8,Expert
850,,,,B,,,,ungiteiInhibitor6activigytestfrat5hydroaytryptamkje1Areceptorbijdiggsiteimeat,H,,9742,,,10576,8,Autocuration
851,,,,F,,,,ImvitrkInhibitodyact8vj5ytdzyedxt5hydroxutryptanine1Arecepgorbindingsiyeimrat,H,,9742,,,10576,8,Autocuration
852,,,,B,,,,Inbltroagilitytoinh8b7tbindinfofradioligand4y8OHDPxTto5nydroxytryptanine1Arfceptprlnfqtferehralckrhex,H,,12304,,,10576,8,Expert
853,,,H7ppocam9us,B,,,,Invitroadf9nityagaincfrhydroxytruptxmije1xrece0togus8bgeH8OHDPATinrath7opocampus,H,,15789,,,10576,8,Autocuration
854,,,,B,,,,ljvittobinwingqctivityqtwinstthydrps5try9tamine1A3ecrpti3fromhojogwnizedratbrainising3H8OHrPATasthfradioligand,H,,9912,,,10576,8,Autocuration
855,,,,B,,,,lnv8tr0bibdinbactug7tyagainst5h6vroxytryptqmknewAreceptorfrohhomigejizedratbdqinusing3HiObDPATsstheradioligqnd,H,,9912,,,10576,8,Autocuration
856,,,,B,,,,Invitrobincinyact9vityagaihstrhydfoxygryptamige1Arece9y0rfrojhpmlgfnizddratbrainuaing3n8OHDPzTastherafiol7gqnd,H,,9912,,,10576,8,Autocuration
857,,,,B,,,,Invutr9b8ndibgsffinityroraeritoninrhydroxytrjp5amine1Areceotorfkersgceregralcortfxuwinr3H8OHDPATasradiolitand,H,,16693,,,10576,8,Expert
858,,,,B,,,,Invitgobijdihgaffinitymsasuredonse4otonin5hydroxj6ryltamige1x3efep4oruzing3HoOmDPAhasdadioliganv,H,,13276,,,10576,8,Expert
859,,,Hippocakous,B,,,,Invit30bincingafdinittto5hydroxytryptamineqsresepfirusing12rugtrans8OHPIPAyasradioligagcinratuip0ocampqlnokogejate,H,,12678,,,10576,8,Autocuration
860,,,,B,,,,onvitdovinwingzfgknitytoearfsthe5h7droxytryptakime2Areceptorwasevaluayed,H,,11825,,,10576,8,Autocuration
861,,,,B,,,,lnfutrobundintaffinitywzsm4acuredonser0tonergicyhydrox6try0tahine1Ar2ceptodbydisplac4nemtof3Htet5aljn,H,,12443,,,10576,8,Expert
862,,,,B,,,,7nv8troinhibirodyac4ivityagainst3H7OHDPATbindingyo5hgddoxytrypgqmine2A4wxeptor,H,,13830,,,10576,8,Expert
863,,,H7ppocqmpus,B,,,,unvoteoknm7bitorhcojcentrationagainstraf9oligamewH7OHDPATbindingto5hydroxyrryotamin41sr4cepyorinrathippocampaom3hbrane,H,,14286,,,10576,8,Expert
864,,,Hilpovampus,B,,,,Invitdprwdjoligwndbinsingazeayon5yydrocyt3y0tzmine1Areceproriwing3H8OHDPATinrathippocamlud,D,,14356,Rattus norvegicus,10116.0,10576,9,Expert
865,,,,B,,,,Inuibitionconcehtra4iojagainst5nydroxytrjptamind1zd2ceptof,H,,15306,,,10576,8,Autocuration
866,,,,B,,,,Inm7bit9ryfohcentratlomagainst5hhdr0xyyryltamine1Ageceptorjnactivea61000jMconcentrat90n,H,,15306,,,10576,8,Expert
867,,,,F,,,,Ighifit8omofoOHDPATdtimulared35errPgzmmawbind7ngfo5hydroxyttyltamind1Areceptorinhjppocampalmemnran4s,D,,16616,Rattus norvegicus,10116.0,10576,9,Expert
868,,,Hippovampjs,B,,,,7muibitionif3H8hydroxy2di9ropylamino1124tetrahydr0nxphthalenevindunffk5hyfroxytryptakune1Arecrltprihuippocak07sewgionofratbraibResiduzlrzdloligandbindibghigherthqn50,H,,3651,,,10576,8,Autocuration
869,,,Hi0pofampus,F,,,,Inhobition8ffprskollnavtivatedar3jyla6ecuclxsecAjPac4ivityat5h6droxytrypyamine1Arec2pto3inrxthi9pocampuq,H,,14331,,,10576,8,Autocuration
