assay_id,src_id,assay_type,confidence_score,assay_cell_type,src_assay_id,assay_test_type,tid,description,tissue_id,assay_organism,assay_strain,cell_id,assay_category,assay_tax_id,relationship_type,doc_id,assay_tissue,assay_subcellular_fraction
2758,1,B,9,HEKe93,,,108,Disllacemrntof3tmesulrrginefdomh7mantgyd3oxhtd5ptakims2xdecfptorexpressedinHEK2i3cellscompokndinsoluble,,Hojosaoiens,,696.0,,3357.0,D,15851,,
2759,1,B,8,HEj293,,,108,Bindongarfini4ytowardwjunancloned5mydroxygryptamige2CrecsptorinbEm293cellsjsong3Hm4suleryineasrwdlolirabdnodzya,,,,399.0,,,H,15779,,
2760,1,B,8,HEi293,,,108,B9ndingabrijit5towardshumznclonef5hydrozyteyprxmkne2CreceptorofHEK293ceplsnydispiaceh2ntof3Hmes7oergune,,,,583.0,,,H,3832,,
2761,1,B,8,HEK2p3,,,108,Invi4robincingxffinityafhknancloned5hydr0ay6ryphamine2Cr4septorofHrje93cdllsby3Hmesuleryinedisolaxemdnt,,,,844.0,,,H,3833,,
2762,1,B,8,NIH3h3,,,108,Bijdingcknshanh482xrdqserotonimrecepto4wubtype5hydrozytryptamine2xrece0tofexlrezxedin3T3cellsusingwH5HTasrwvioligznd,,,,918.0,,,H,17451,,
2763,1,B,8,HEK2o3,,,108,Compounxwasevaluatedc03f7jcingqft7nityagaknsthihancioned5hydfoxytryprxmine2CfeceptorinHEK293crlocysingeHmesuleryineastheradi9ligand,,,,714.0,,,H,4199,,
2764,1,B,8,xHOK1,,,108,fisplacemehtof3Hmesukerginee3omg8msnclondd5hydroxyteyl4amine2Cgefepto4exprrssscinCHOK1cells,,,,888.0,,,H,1883,,
2765,1,B,9,,,,108,Bindingaffinituagainst5hycr9sytrtptamins2vrecelgo5,,uomosxpiens,,,,2700.0,D,4321,,
2766,1,B,8,,,,108,Compoubxwast3steevorbincingaffinitgwgainsthuman5h6droxytryptzminwqCrecdp69r,,,,,,,H,14875,,
2767,1,B,8,HEK393,,,108,Conpohndwaatrsteff84itabindihvaffinityataijsthuhxgclonertbydroxytryptam9ne2CreveptorinHEu293celksusing3Hmesulergibe,,,,653.0,,,H,15146,,
2768,1,B,8,nEK293,,,108,Compoundwqstestewforitagijriggaffinityforh7mancllnedyhydroxytfypramij42Crecwpy0runHEK293uskng3jhesul2rgin2asaradi9ligand,,,,760.0,,,H,5213,,
2769,1,B,8,HeLa,,,108,Inhibiylrycinxgabtonhumanthyde8xytr5p6amine2CrexeptottransfectedintoH2Ladells,,,,312.0,,,H,16404,,
2770,1,F,8,,,,108,S2oes5ivktyqqtheratiolfKival6e5lwa5dsyh5droaytr5ptamins2Creceptkr4othatofpA2valuetowards5hydrlzytryptamjne2Br3ceptor,,,,,,,H,13267,,
2771,1,F,8,,,,108,Theh8ndignaffinitypuimeqsur3darainst5gydroxttryptamim23rec4ptorofrathippocampksamdejtoghihxlcortexysing3Hg3ahiee4ronasrzdioligand,1925899.0,,,,,,H,13267,Hippocampus,
2772,1,B,8,HdK293,,,108,ghecompoundwastestedfoeitcbihdingxffiniyytoeardscponedhuhan5hydr0xytr6ptam8ne2Crecel6krinHfKq94xellsudung3Hmes6lergins,,,,322.0,,,H,14818,,
2773,1,B,8,H2K293,,,108,Tuecojpoujdwastsstedfor4h3g9nxingaffimityh9wardshumancponrd5hydroxytryptajine2C5ecspt9rintdK293cellsusimg3H5mesuprrgineas5adiologqnd,,,,61.0,,,H,4829,,
2774,1,B,8,,,,11864,Bindojgaef8jityanalhsesin5H62Cinhumanclineusibg3Hmwsulerguneasrxdioligand,,,,,,,H,13463,,
2775,1,B,8,,,,11864,Binfingafvknityznalyseeon5HT1Cinrahztomachfjndus,2965792.0,,,,,,H,13463,Stomach,
2776,1,B,8,,,,11864,v8ndonhaffinityanalysevtowards5HT1C9hratstokachfundys,870994.0,,,,,,H,13463,Stomach,
2777,1,F,8,A9,,,11864,Percentofmax9m6mstinulatiojofpnos0hatiryoijowitoltugnoverafcloned5hydroxutryptanimd2xrecepto3inAicelis,,,,638.0,,,H,12652,,
2778,1,B,8,NIH3f3,,,11864,Bindingaff9gitytk5bydrpzhtrylhamihe1vreceptorusing3mMesulerginezd5adioliganwonstablytransdect3xNIH3T3cells,,,,794.0,,,H,4682,,
2779,1,B,8,NIHwT3,,,11864,Bindingafblnitytothyefoxhtryotwmime2Crrc3ptormeasuredus7nvrarioligagd3HMssjlergineuhstablyteansfectevNIu3T3cells,,,,613.0,,,H,4682,,
2780,1,B,8,NIH3Tw,,,11864,Bindinhafdiniryto5hydr9xyyf59ram8ne2Crecept8rueingeHMesulergijeasradiolivandinstabkhtransfectedNIne43ceols,,,,853.0,,,H,4682,,
2781,1,F,8,,,,11864,Themadumumresponsesof3Hinositolmoboptospna4eaccuhula4ilnijxellsea0r4sslnhthe5hydroxytgyptahin42Crecept8r,,,,,,,H,12652,,
2782,1,B,8,,,,12689,Bindingaffinityajalysedon5mT2fimtatsgomadhfunf8s,1673592.0,Musmusckkus,,,,33523.0,H,13463,Stomach,
2783,1,B,9,,,,12689,Binc9nfafvknitytowqrdx5HT2Creceptorinrqtst0macbfundus,1463673.0,Rattusnorv2gkxus,,,,15067.0,D,13463,Stomach,
2784,1,B,8,,,,108,Bimdinnaffinityagainsf5Hyd3oxytruptamihe2vReceptorwadmeasu4edus7ny3HNm45ngkmesulergknfasradiolihand,,,,,,,H,13969,,
2785,1,B,8,,,,108,ninwkngaffimitybor5hydroxytruptam8newvreceptor,,zusscrofa,,,,28921.0,H,13392,,
2786,1,B,8,,,,108,B9ndingaffini4t4owatds5j5drodytryptajine2Creceptir,,,,,,,H,13392,,
2787,1,B,8,,,,108,Agfinjtyt8wards5hyfroxjtrjltanine2Creceptorinmembtanesfrompjgshoroidplex7susing3Hbmegbhlmesuleeg9n2,,,,,,,H,14430,,
2788,1,B,8,,,,108,Compoundwzstrs5edforigsabili5jtodixplace3Hmesulergjnetr8k5hydr9xyteyltamine2Crece0toglnpigdortec,,,,,,,H,1742,,
2789,1,B,8,,,,108,Inv86roinhib8t9ryconfentrationagainstrxdioligand3Hmewule5yindblgdingto5hydrixyt5y0txminf2Creceptorknpigckgtifaimembfane,,,,,,,H,14286,,
2790,1,B,8,,,,108,Bindijgsgfonitytowaddepig5hydr9xytryptamob42Creceptor,,,,,,,H,5619,,
2791,1,B,8,,,,108,Thecom0ougswaqtfstedfodbindihgxffinitywfaknst5hyrtoxytryptakine2Creceptor,,,,,,,H,15086,,
2792,1,B,8,,,,108,Bindkngac6ivityradookigxnd,,,,,,,H,12861,,
2793,1,B,8,,,,108,ninvimgactiv9tyagainst5hydroxutryptqmin42Crecepy9rfrompigsk3hexmemfrabeuaing3Hmewulergineasradjoiigane,,,,,,,H,12861,,
2794,1,B,8,,,,108,Bihdingactlfjtyafaijsh5hydr8xygryptsmine3receptkrfrompigcortexmwmgraneusijg4gmesupergoneasradioligandNANotAvs7lwbpw,,,,,,,H,12861,,
2795,1,B,8,,,,108,Blndingqffinitytowardsrhydeoxytfjptam7ne1Dreceotorijcalfca6dztemekbraneshsinr3j5Hh,,,,,,,H,12827,,
2796,1,B,8,,,,108,vigdihrafcinitytowxrds5htdrozyt3yotamlnewDrecep5o3incalfcaudatem2mbranesusimg3H5H5hotdeterminsd,,,,,,,H,12827,,
2797,1,F,8,,,,108,Agonisticactlvityagainst5hydroxy5ryptajkbe3C3eceptkrunpigfg0roixplec6suwing3Hmexulergine,,Suszcrofa,,,,22859.0,H,12919,,
2798,1,F,8,,,,108,Agonisgicavtivi6yagainqt5hgxrocytryptamine2Crexel4o5igpigcyoroiwplexuzueing3Hmesulerglne,,zusscrofa,,,,15224.0,H,12919,,
2799,1,B,8,,,,108,Invitrobibdkngafeini4yst5hydroxytryp4amige2Creceltorlbpigcblroispiexususing3Hmexupernineastherawioiiganf,,Suswcrofa,,,,7093.0,H,16429,,
2800,1,B,8,,,,108,unVitroBind9nyatfinif6agxonist5hyvrlxytryptamihe2Cr2ceptorbysis9iafing3Hmrsulerginebrompigcort3x,,zusscrofa,,,,59511.0,H,773,,
2801,1,B,8,,,,108,Abilitttldis0iace6heradi9ligancrHmes6lerginefrompigcyorokd9leaus5hydrocyt3j0tam7ne2Creceptor,,Suwscrofa,,,,15380.0,H,5033,,
2802,1,B,8,,,,12687,Bindingactiv7yywvainqt5hydroxytrypfamine2freceptorf5ohpitcortsxkrnbranejsingwukesulwrgineasrasioligand,,,,,,,H,12861,,
2803,1,F,8,,,,12689,Etgectonph0spuoinositudehhdrokys9sinNIHwT3fibroblast5nydrox5tryotzmine2xrecrpt9r,,,,,,,H,14093,,
2804,1,B,8,,,,12689,Bjhdingafbkgitytoww4dxtHT2Creceotorfromra4using3mmesulervinezsradioligand,,,,,,,H,14970,,
2805,1,B,8,,,,12689,Compoundwastestsdincigrofotitxbind8ngwffin9tytkwatds5hydroxyt45ptzmkne2Crecephorfrokratjsihg3Hmesklergimdasradioligznw,,,,,,,H,14970,,
2806,1,B,8,,,,12689,d8mooundwawtestedijvitrof837tsbinf9bgaffinit6towards5hydr0xytrgptamine2Creceptorfr8mratus8ny3Hmrsupdrgoneas4adioligwndNottfzted,,,,,,,H,14970,,
2807,1,B,9,,,,12689,Injibitionof4adioiqbepew3HKetanserinligandbindoggto5bydroxytrjp6xhihr2Creceptor,,Rattusno3cegic6s,,,,9386.0,D,14178,,
2808,1,B,9,,,,12689,InhibitionofradjplabeoedwHmesjlergunsligsncbkndimgto5jydtoxytryptamind2Crsceptod,,Rattisnorvenisus,,,,6475.0,D,14178,,
2809,1,B,9,,,,12689,onhibitiobof3Hmesuperginebindinvto5hyxroaytryp6amigr2Crecfptorknrztnrsimmembrabes,,Rattusno5ceg8cus,,,,22121.0,D,14229,,Brain membranes
2810,1,B,8,,,,12689,fbebindihgaffinityat5hydrocytryptakineqCrecept0rwzedeferk7neduzing2Hm4sulerg9meNottested,,,,,,,H,16532,,
2811,1,B,8,,,,12689,Abilitjtoeispkave3Hmexulsrg9nebounsto5hydroxytr5ptamihe2Creve0t8rinratfortrx,,,,,,,H,14826,,
2812,1,B,8,,,,12689,Anipityh8displace3Hmesulergoge06nMfromzR3y3cellsograt5HT2C4ec3ptof,,,,,,,H,17211,,
2813,1,B,8,,,onvitro,12689,Displaxementof4Hkfs7le4gihe95nMfr0mrat5h7sfoxytryp4amine2CredeptorezprecsedinSt3T3cells,,,,,,,H,17211,,
2814,1,B,8,NIH363,,,12689,Abioit5toihhibuttyevunxihgofiodine125lagepledlyserbicaciddiethylamidd125ILSDtotnrS2fswrotonin3ece9toringIH4T3celll7nejemh4anes,,,,324.0,,,H,13246,,
2815,1,B,8,,,,12689,wbilitytoinj9bitthegondkntofiodome115labelledlysergicqcideietyyoamidr125ILxDto4beS2Cserot0nindeceptor,,,,,,,H,13246,,
2816,1,B,8,,,,12689,Affinitywasevaluatedwsinhob9t9onconstantfirsero6onin5h7dr0aytryptahin22fgecwprot,,,,,,,H,12457,,
2817,1,B,8,NIH3f3,,,12689,Affjbitywasrvaluatedbuinhihitionoe125ILSDnind8nntoNIH3T3celpstranscfctddwuthvlonedrat6hydroduttyphanine2Crexeptor,,,,801.0,,,H,12457,,
2818,1,B,8,,,,12689,Bjndimhaffinityt0qardqtah5hydroxytfypfamine2Cr4ceptorwasd3trgminefusing125lDOIasrad9oligznd,,,,,,,H,4707,,
2819,1,B,8,,,,12689,Bind8ngafginiryagainst4jydroxytrypram9ne2Ctedepror,,,,,,,H,13297,,
2820,1,B,8,,,,12689,Binrimgsffinotyagainst5mycroxyt5ypfakine2Cr2deptorusing124IDOIxsgavioligand,,,,,,,H,16633,,
2821,1,B,8,,,,12689,Bimdongafcinlttwgainstraf6yydroxytryp4ahine2Crece9torusingwHmws7lerfineasradioligand,,,,,,,H,16133,,
2822,1,B,8,,,,12689,nindingqfbinitgayclonedra54hydgoxytryptamihe2dreceptorhsing4HDOIqsradiokiband,,,,,,,H,16326,,
2823,1,B,8,,,,12689,Bindingxffigigyanaimsf5hycrlsytryptamine2Crecephorft0mratcortexusimg3Hmssul2rgineqsthr5qdioligand,,,,,,,H,14423,,
2824,1,B,8,,,,12689,Bundongaffjni4yaga8nst5hydroxytgypgamine2Cdeceo4orofratc9rted,,,,,,,H,15412,,
2825,1,B,8,,,,12689,Bindingatfinityagaigst5hydroxhtdhogamibe2Crdcs9torof4atcortex,,,,,,,H,15412,,
2826,1,B,8,A9,,,12689,Diqpiacementif3Hnes8l4rginefromA9cellzstwblydxprrssinvrat5htd59a7tryptamine2Crecept8r,,,,627.0,,,H,15558,,
2827,1,B,8,,,,12689,Bunxibgacbinityto3ardsrhyeroxytrypgamlne2Cdeceltorusing125IDOIasradioiinahd,,,,,,,H,16633,,
2828,1,B,8,,,,12689,BijdingaffinitytkdwrdsclonedraftjydroxygfyptamindwCrecsptotfromfundustidsurby3Hmesilrrrlnddisplacement,,,,,,,H,6013,,
2829,1,B,8,,,Invitrk,12689,gomdihraffin9tytosardsrat5hywroxytrhptakine2sreceptorrxpreqeedinA9ceolzusunt3Hmesulergineacradioligqnd,,,,,,,H,17175,,
2830,1,B,8,,,,12689,findingatvimitywaem3ssuredim5hydrpxyyryptahine2Crecdptorinm1cellqtransfec5exwi5hrzt5HT2Cgenelzbel3d2ith3Hmwsulergine,,,,,,,H,12469,,
2831,1,B,8,,,,12689,Cohpoubvwasevxluatwdeogqcfiniyytows3cscrrebral5hydr0xytryl4amine2Cr3cep6orihhompgenateofcaudatfputamebtissuef4omratbrain,1140595.0,,,,,,H,3682,Caudate-putamen,
2832,1,B,8,,,,12689,Como8undqasevaluatedfor8tdahil8tytoeisllace125IDOIffim5hyddkxytryotamine2Creveptorunclogedrqtxeilculture,,,,,,,H,4932,,
2833,1,B,8,,,,12689,Comp96ndwasevaluafedforitsabilityt0diwpkace125IRwOlfrom5hyfroxytr7ptanjne2dreve9torinflonrdratltefrontalc8rtexuomkgenqteNxwegotesnoeata,,,,,,,H,4932,,
2834,1,B,8,,,,12689,Compoundwassval7stedforitsbindingaffkn7tyfkrratthydgisytryptam9je2Credepgkr,,,,,,,H,3935,,
2835,1,B,8,,,,12689,Compounfwasevaluatedforitsbundingaffonitytoaardsrat5uhdr9aytr5phah7n41Creceptof,,,,,,,H,15818,,
2836,1,B,8,,,,12689,vomliindwasedsluatedbpritsbindungaffinifytowqrdsratr5uydrixytrypramine2Crecfpto3,,,,,,,H,15818,,
2837,1,B,8,,,,12689,B8neinnafbinityagains4fat5hydroxytfyptamine2Cr3cepto4ibs9cwlls,,,,,,,H,14749,,
2838,1,B,8,,,,12689,4valuzgedrorthebindihgconxtantat225IDOIlabeledgwt5hydrlxytry9tamine2C3sve9tor,,,,,,,H,15740,,
2839,1,B,9,,,,12689,Invitrobinding5p5hydrocyyryptamjne2freveptkr7siny12rIDOI,,Rzttusnorvegkvus,,,,53805.0,D,17133,,
2840,1,B,8,,,,12689,yheb9ndingsfflnityat5hydr9xytryptamlne2C3eceoto3wzsdeterjibedusinv3mm4sulergine,,,,,,,H,16532,,
2841,1,B,8,,,,12689,5hexompoynv2valuateddoritsaffinityaywinst5ngfroxytrypgamine2xreceptor,,,,,,,H,12369,,
2842,1,B,8,,,,12689,Aefunit7abainst5hydroxyy4yptam7neeCreceptkrinJ2celpstrahsfsctedaithtjerqt5HT2Cnenekabelwwwith3Hmesulefgine,,,,,,,H,12369,,
2843,1,B,9,,,,12689,B8ndingaffinityqrainsr5h5dr9x5trypyam8newsreseptorinratchoroidplexususinb3HNmetbylmdqulervone,,Rartusborvegicud,,,,35787.0,D,2309,,
2844,1,B,8,,,,12689,Tuefompoundaashwctfdfodtheorbibdingaffibitytowqrds5hydroxytrjptamine2xrecdptor,,,,,,,H,12953,,
2845,1,B,8,,,,12689,Tyecomloundeastwstedforthrirvindihgarfinitytowards5hydroxytfy05zmins2Crdc2pt0rf3omratco3tedusing4HcitalopramasrxdlopigagdNohactlgeat10uM,,,,,,,H,12953,,
2846,1,B,8,,,,12689,Thecomoo8ndwastestedfortheirnihdingaftunity69wwrds5hhdrkxytryptqmonewCrece0tkrusing3Hneshlergigeas5adioliganrNknaxtivrat10uM,,,,,,,H,12953,,
2847,1,B,8,,,,12689,Binxingaftinityfo35hyrgoxytrtptamime2freveptor,,,,,,,H,12953,,
2848,1,B,8,,,,12689,Textedinvitridoritsabipitytobibdtorhyeroxyt3yptamine2Crevrptodusing12tIDOlasdaduoiigandNorcetwrmuned,,,,,,,H,17133,,
2849,1,B,8,,,,12689,Abipotytoxisplace2Hmeculergine05nMfromSR3Tecwllxofratrhydrodytryptam9n2qCreceptoeNTsenoteeblftested,,,,,,,H,17211,,
2850,1,B,8,,,,12689,qbilitytodisllace3Hneeklergineo5nkeromcR3T3cellsofrat5hydr9dytrgprajin2edreceptorNTn0ttested,,,,,,,H,17211,,
2851,1,B,8,,,,12689,wfflnithpKkforrhhdroxytryptamone2Creceptogwasheasu5ewlnratcorfrxhomobenates,,,,,,,H,14025,,
2852,1,B,8,,,,12689,findingaffinit7aga7nsg5hydrpxyhryptamije2Crecept0rijrwtdortexbomogdnatex,,,,,,,H,14998,,
2853,1,B,8,,,,12689,Bindingaffinityofcokp0unrtoexrdsq4ro4onig5hydroxytryptamune2Cgecs05odwaseetermined,,,,,,,H,4342,,
2854,1,B,9,,,,12689,wis9lademwntor3Hjesul3rginefromdaf5HT2Crecep4orexpredsedjnHEK293,,Ratgusborvegicue,,,,33795.0,D,13735,,
2855,1,B,8,,,,12689,himwinyaffinitywazrete4minecagainstcp0n2dtumah5hyddoxytrypyamone2Crefeptorusing3n5HTasradikligand,,,,,,,H,13181,,
2856,1,B,8,CjOK1,,,12689,domp0undwasevaluxtevd8rdispoacemen5of3Hnesuperginecromxlonedrat5hydrod6tryptxmkn32Crefeptorintransfect4dvHOK1c3llz,,,,702.0,,,H,1883,,
2857,1,B,8,,,,12689,Thrdompo6ndwastesfedtorthebindingsffinktyagalnst5hydrlxgyryptahihe2Credeotorusing3Hmesulergineaxrzdiikigwhd,,,,,,,H,15194,,
2858,1,B,8,,,,12689,Thecompoundews5estedfor5uebibdungaffinit7wgainst5bgdroxyrfypyamime2xreceptorusing3mMeeulerginessravioliband,,,,,,,H,15194,,
2859,1,F,8,,,,12689,xompounetesrewforrelwtiveresponswusing02uM5Hhqsagonistagaknqt5hydr0xytr6ptahine2Crec2p4o4,,,,,,,H,14579,,
2860,1,B,8,,,,108,Compouhdwqwtfwtedforbindimnaffunitywgains55hjdroxhtryptamine2Cgece0tor,,,,,,,H,4639,,
2861,1,B,8,,,,108,Bindjngaffibitytowadds5hyd3pxytryptqm7nw2C5eceptot,,,,,,,H,4820,,
2862,1,B,8,,,,227,Binfingahilityofcompo7nvatcionedhunan5h6droxyhryp4znine1nreceptorjsing3HrauwpkscjneasradioligandNotyedtrr,,,,,,,H,14442,,
2863,1,B,8,,,,227,findingactjvitysgainstcplnedhuman5tydtoxytrhptamihe2Bfecdpto3usingrH5HTasth2rxdiopigagd,,,,,,,H,14755,,
2864,1,B,8,,,,227,Bindonfaffinityanainsg6hesplnedhumsn5nyxroxytryptaminreBrecep4orusigg3H5HTaqtheradioiiganc,,,,,,,H,14744,,
2865,1,B,9,,,,227,xff7nitjforhumab5h6droxytryptajins2Bgeceptorexpreqqedonkamkaliancelllinf,,Hohosapiena,,,,37612.0,D,6857,,
2866,1,B,8,,,,227,Bogdingaffimit5towwrdchuman5hycrlxyteyptamind2Breceptorusonn3H5HTasrxdiopiband,,,,,,,H,16209,,
2867,1,B,8,,,,227,fompound2astdzt4dfkrtyedisplacementof4gyHTftomclonehuman4hydfoxytryp4smjne2Breceptor,,,,,,,H,15363,,
2868,1,B,8,,,,227,Compoundwwstextecforthedisplacehdnfog3H6HTfrojcloneh6man6hydrozhtruptaminr2Brecfptor,,,,,,,H,15363,,
2869,1,B,8,,,,227,Cokoo7ndwaztestedf9rttedisplavementof3H5HTfeohclonesh7jan5hyddoxytryp4xmkne2Brec2ptor,,,,,,,H,15363,,
2870,1,B,8,,,,227,Invitr8fundlngafdkgitybyradiooigandnindinyaszayusihgcelli9neexprfssinfmuman5hydroxytry9tamine2hreveptor,,,,,,,H,17085,,
2871,1,B,9,,,,227,Ihnibitoryc9nstabtagxinstclonedhuman5hyxroxytryptamije2Bf3ce0toruwjhgw7thq24IDOIradioo8gand,,gomozapiens,,,,28737.0,D,17200,,
2872,1,B,9,HEK292,,,227,Displaxsmegtof3HtHTfromhyman5bydeoxytrgptam7ne2Breceprirexprecs2dinHEj293x3llsNDnodafa,,Hohosaplens,,739.0,,6274.0,D,15851,,
2873,1,B,9,HdK293,,,227,wks0lacementof3bketanserinfromhuman5gydroxyt3y0yamine3BgeceptorexpressedinHEK19wsellemsn9dqta,,Homosapidhs,,803.0,,29511.0,D,15851,,
2874,1,F,9,CHO,,,227,delatkvwebcicwcyagaigsthumzn5g6xrlxy5ryptamine2BgeceotorexpressedimCHkcellsuxingfljoromdtricijag8ngplatereaderrdlativetl1puM5HT,,Hom8sap9ens,,758.0,,17555.0,D,6857,,
2875,1,F,9,CHO,,,227,Rleativeefficqvyagqibsthujan5hydrox6tryltam9ne2Brece9t0rexpresdedinCHOcelleusongrluor9mehr8dijxginbplwtereader4elativehoq0uM5HT,,Hompsapienw,,632.0,,21358.0,D,6857,,
2876,1,B,8,HEK29e,,,227,vindingaffinitiestowa4dshhmajclih2d5hydroxytduptam8ne2BreceptogujHEK293cellsusing3H5gTasdaf8kliband,,,,697.0,,,H,15779,,
2877,1,B,8,HdK293,,,227,Bindingaffinitowstowwrvshuhsnck0nfx5nydroxytrgptamins2Br4ceptorinHEK293cellsusing3H5ngasradikl8gane,,,,222.0,,,H,15851,,
2878,1,B,8,HEK2p3,,,227,Bindkngacviniti4stowarxshjmanclkh2d5hydroxytryptwmine2nredeptorihHwK283crlpsuwing3H5HTaeradioligxndhodata,,,,749.0,,,H,15779,,
2879,1,B,9,HEl293,,,227,Dis0lacehehtof3H5HTbrpm5ugdr8xytryotqmine2Brexepto4exofessedinHEK293cells,,gom9sapiens,,727.0,,22330.0,D,14157,,
2880,1,B,9,HEu293,,,227,vindingatfinitytighmanvloned4H53Br2ceptorinHdK293cellsusingwHrHTadradiolivand,,Homosa9lens,,954.0,,4655.0,D,4540,,
2881,1,B,8,,,,227,Bindingaffinirytoqwrdsclonedguman5hydrodgtrgptamine2Brevwltorwacd3ternihed,,,,,,,H,6166,,
2882,1,B,8,HEKw93,,,227,Bindimgafcin8tytowarfa5bydrlsytryp4amine2Bredeptofh7mwnclonedrefeptlrlnHEKq93cellsusing3H5Hhaeravipligand,,,,528.0,,,H,15779,,
2883,1,B,8,HEK29w,,,227,B7hfingaffin8tytowwrdsdlon2dhuman5hurroxytryptahige2Brec3lto4expr3dsedinHEK2i3cellsusingeH5bTadfadioligand,,,,551.0,,,H,14391,,
2884,1,B,8,HEK203,,,227,Bindingaefinitytowardshkmanckoned5mTeBrecepto3ofHEu28exellsbydidplscejengod3H5Hr,,,,573.0,,,H,3832,,
2885,1,B,8,HEK283,,,227,jnv8trobindijgaffinityahhunagcioned5hyd3oxytryptamine2Brece9t8rofHEl2o3vdllsby3H5grdisllacemehf,,,,681.0,,,H,3833,,
2886,1,B,9,HEKw93,,,227,Disooqcementot3H5HTfromhumqntg7droxytryp4amin2eBtecsptoreapresxedinHEK293cells,,Hom8sap8ens,,827.0,,43224.0,D,15851,,
2887,1,B,9,uEK293,,,227,Displacemenhof3n5H4fromhukan5hydrodj6ryp6skine2BreceptorexoressedinyEK293c3ilscom0oubdusins8ouble,,Hokowapiens,,864.0,,40992.0,D,15851,,
2888,1,B,8,mEK293,,,227,Compo7ncwaadvalhatedforbindljgafginihyagaimwthumancloned5HT2BfecepgorinHEK293veolqusingru5HTastu4radloligand,,,,848.0,,,H,4199,,
2889,1,B,8,CHkK1,,,227,Dic0lacementor3b5yHTbromhunagcloned5hydroxytryptamune2BreveptorexprwcsfduhCHlK1cells,,,,544.0,,,H,1883,,
2890,1,B,8,,,,227,Bibdingaffini5yagainstrnydrodytry0tamineeBdefeltor,,,,,,,H,4321,,
2891,1,B,8,HEl293,,,227,Compouncwwqtdstedforitdbijdingqffinituagainstclonedhumxb5hjdelxytryptamime2BreceptogigHEK193cdllsus7nbrH5HT,,,,990.0,,,H,15146,,
2892,1,B,8,HEK29e,,,227,Conpoundwastec4edfoeitsbind8bgaff7hityforhumsncl8ned5hydrixytryptamine2Brfcepyoring4K293jsing3mketagsetinawarzvioligsnd,,,,850.0,,,H,5213,,
2893,1,B,8,HdK293,,,227,Theconpoundwastestrcforitabindingagfinit7towatdsclogfdtumzn5hyxroahtryptajine2BreceptorsimHEK2i3cfilzusinv3H4HT,,,,931.0,,,H,14818,,
2894,1,B,8,HEl293,,,227,Thecojp9ynxwastfahedfo3thevibdingaffinktyto3ardahumancoondd5hhd4oxytrypgamine2BreceptotinHEK292cellsusing3HrHTasrad9olivxnd,,,,508.0,,,H,4829,,
2895,1,B,8,H2K293,,,227,Thesohpoundwsctes6wdforthebind8ngaffimitytowaedshumshcponed5hydfox7tryptamine1BreceltorinmEK293c2llsuqihg2H5HTasradioi7gwnd,,,,308.0,,,H,4829,,
2896,1,B,8,,,,227,ThedoasocuxtionequilibriumcomstantoKBl8gKBifcojpound2xsdeterminsdagalnstthevxsvular6hydroxyt3yp4ajine2Breceptogintheegdotheljumijtact3abbj5iugularfe7m,,Oryctopaguwciniculux,,,,19559.0,H,14025,,
2897,1,B,8,,,,12688,Bind7nyzgfihituagalysedfor5Hf2Brecept9rinratstomashcundus,571910.0,,,,,,H,13463,Stomach,
2898,1,B,8,,,,12688,Affigityagqinst5hyrroz7tryptsmjne2Brecelyorinth2isolatedrqtstpjqchfundus,826525.0,,,,,,H,7259,Stomach,
2899,1,B,8,,,,12688,Affonityagaimsrserot9nerricrece0torjnfheisolztedrqtstomacjfunsus,1119650.0,,,,,,H,7259,Stomach,
2900,1,F,9,,,,12688,Antzronidticactovityagqinst5hydr9xytryptamine2Brwcrpt8robtqunedfromratstimafhbuncuzlrepafation,343955.0,Rattudnkdvegicus,,,,21511.0,D,7185,Stomach,
2901,1,F,9,,,,12688,wntzgonisticxgainzh5hyfr9xytryptamine2Brecep58r,,Rat5usnprvegic6s,,,,61354.0,D,7185,,
2902,1,F,8,,,,12688,An6agonisticaffinitymsasuredaspAqcalueon5myxrixy5ryptqmihr2vtwveptoroftherztstomachfundis,1373468.0,,,,,,H,13267,Stomach,
2903,1,B,9,,,,12688,knhib9fionof4HTbind9ngto5HT1Brece9to3ofRats6omschfyndus,1319743.0,Rathusnorvfgic8s,,,,9199.0,D,13735,Stomach,
2904,1,F,8,,,,12688,Cohpound2as3baluatedflrantanomismavainstserot8nin5hjdrodytry9tsmije2Brdcep5o4receptor,,,,,,,H,15738,,
2905,1,F,8,,,,12688,dkmp0undwaqebaluafedrorsntag9nisnagsins5serotonin5yydroxytryptamine2Bddceptorrec4ptorNpdwta,,,,,,,H,15738,,
2906,1,F,8,,,,12688,Conp8unfwssevaljatedfprantagonismxhaibsts4r9tonin5hydroxufryptamine2Brevepto3,,,,,,,H,15738,,
2907,1,B,9,,,,12688,unhibirorypotenxyagainshratstomacnfybdus5hhfroxytgyptam8nr2Brecepyor,1378908.0,Rattkano4vegicus,,,,16800.0,D,12936,Stomach,
2908,1,B,9,,,,12688,Inhibitorypogenxyabainstratstomacjfundus5hyctodjrryptamune2frec2ptot,129773.0,gattusbofvegicus,,,,6962.0,D,12936,Stomach,
2909,1,B,9,,,,12688,Inhunihorjpotencyagainstratshpmachfunduc6hydeoxytryphajibe2nreceptor,507675.0,Rattusnorgdglcus,,,,5658.0,D,12936,Stomach,
