fsclr,dsrtfctn(mrkr),prjctnmbr,ntdmnt(prjct-lvlbdgt),ndgnssss(mrkr),sctrd,ctstlfrdvlpmnt(mrkr),fndcntrd,chldrnsss(mrkr),prgrmmngprcss(nw),knwldgfrdvlpmnt(mrkr),dvsnnm,mxmmcdcntrbtn(prjct-lvl),cntrrgnprcnt,stts,brnchd,trddvlpmnt(mrkr),cntnntnm,rgnstnclss,cntrrgnd,pbtp,rgnlprgrm(mrkr),bdvrst(mrkr),cntnntd,cntrrgnnm,prtcptrdvlpmntndgdgvrnnc,rbnsss(mrkr),thsss(mrkr),dsbltsss(mrkr),gndrqlt(mrkr),rgnstnd,rgnstnnm,rgnstntp,rgnstnsb-clss,prjctbrwsrcntrd,sctrnm,sctrprcnt,mntspnt
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0162,Operational,B5100,1,Africa,Multilateral,MZ,Not PBA,0,0,2,Mozambique,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,MZ,Agricultural financial services,0.1,48600.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Agricultural policy and administrative management,0.2,34200.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Agricultural development,0.2,34200.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Agricultural inputs,0.1,17100.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Food crop production,0.1,17100.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Agricultural extension,0.1,17100.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Agricultural research,0.1,17100.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Agricultural services,0.1,17100.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Agricultural financial services,0.1,17100.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0137,Operational,B5100,1,America,Multilateral,NI,Not PBA,0,0,1,Nicaragua,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NI,Agricultural policy and administrative management,0.2,82200.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0137,Operational,B5100,1,America,Multilateral,NI,Not PBA,0,0,1,Nicaragua,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NI,Agricultural development,0.2,82200.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0137,Operational,B5100,1,America,Multilateral,NI,Not PBA,0,0,1,Nicaragua,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NI,Agricultural inputs,0.1,41100.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0137,Operational,B5100,1,America,Multilateral,NI,Not PBA,0,0,1,Nicaragua,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NI,Food crop production,0.1,41100.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0137,Operational,B5100,1,America,Multilateral,NI,Not PBA,0,0,1,Nicaragua,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NI,Agricultural extension,0.1,41100.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0137,Operational,B5100,1,America,Multilateral,NI,Not PBA,0,0,1,Nicaragua,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NI,Agricultural research,0.1,41100.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0137,Operational,B5100,1,America,Multilateral,NI,Not PBA,0,0,1,Nicaragua,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NI,Agricultural services,0.1,41100.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0137,Operational,B5100,1,America,Multilateral,NI,Not PBA,0,0,1,Nicaragua,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NI,Agricultural financial services,0.1,41100.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0676,Operational,B5100,1,Asia,Multilateral,NP,Not PBA,0,0,3,Nepal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NP,Agricultural policy and administrative management,0.2,405600.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0676,Operational,B5100,1,Asia,Multilateral,NP,Not PBA,0,0,3,Nepal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NP,Agricultural development,0.2,405600.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0676,Operational,B5100,1,Asia,Multilateral,NP,Not PBA,0,0,3,Nepal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NP,Agricultural inputs,0.1,202800.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0676,Operational,B5100,1,Asia,Multilateral,NP,Not PBA,0,0,3,Nepal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NP,Food crop production,0.1,202800.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0676,Operational,B5100,1,Asia,Multilateral,NP,Not PBA,0,0,3,Nepal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NP,Agricultural extension,0.1,202800.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0676,Operational,B5100,1,Asia,Multilateral,NP,Not PBA,0,0,3,Nepal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NP,Agricultural research,0.1,202800.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0676,Operational,B5100,1,Asia,Multilateral,NP,Not PBA,0,0,3,Nepal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NP,Agricultural services,0.1,202800.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0676,Operational,B5100,1,Asia,Multilateral,NP,Not PBA,0,0,3,Nepal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,NP,Agricultural financial services,0.1,202800.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1615,Operational,B5100,1,Asia,Multilateral,PH,Not PBA,0,0,3,Philippines,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PH,Agricultural policy and administrative management,0.2,969000.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1615,Operational,B5100,1,Asia,Multilateral,PH,Not PBA,0,0,3,Philippines,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PH,Agricultural development,0.2,969000.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1615,Operational,B5100,1,Asia,Multilateral,PH,Not PBA,0,0,3,Philippines,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PH,Agricultural inputs,0.1,484500.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1615,Operational,B5100,1,Asia,Multilateral,PH,Not PBA,0,0,3,Philippines,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PH,Food crop production,0.1,484500.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1615,Operational,B5100,1,Asia,Multilateral,PH,Not PBA,0,0,3,Philippines,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PH,Agricultural extension,0.1,484500.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1615,Operational,B5100,1,Asia,Multilateral,PH,Not PBA,0,0,3,Philippines,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PH,Agricultural research,0.1,484500.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1615,Operational,B5100,1,Asia,Multilateral,PH,Not PBA,0,0,3,Philippines,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PH,Agricultural services,0.1,484500.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1615,Operational,B5100,1,Asia,Multilateral,PH,Not PBA,0,0,3,Philippines,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PH,Agricultural financial services,0.1,484500.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0068,Operational,B5100,1,Asia,Multilateral,PS,Not PBA,0,0,3,West Bank Gaza,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PS,Agricultural policy and administrative management,0.2,40800.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0068,Operational,B5100,1,Asia,Multilateral,PS,Not PBA,0,0,3,West Bank Gaza,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PS,Agricultural development,0.2,40800.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0068,Operational,B5100,1,Asia,Multilateral,PS,Not PBA,0,0,3,West Bank Gaza,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PS,Agricultural inputs,0.1,20400.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0068,Operational,B5100,1,Asia,Multilateral,PS,Not PBA,0,0,3,West Bank Gaza,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PS,Food crop production,0.1,20400.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0068,Operational,B5100,1,Asia,Multilateral,PS,Not PBA,0,0,3,West Bank Gaza,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PS,Agricultural extension,0.1,20400.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0068,Operational,B5100,1,Asia,Multilateral,PS,Not PBA,0,0,3,West Bank Gaza,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PS,Agricultural research,0.1,20400.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0068,Operational,B5100,1,Asia,Multilateral,PS,Not PBA,0,0,3,West Bank Gaza,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PS,Agricultural services,0.1,20400.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0068,Operational,B5100,1,Asia,Multilateral,PS,Not PBA,0,0,3,West Bank Gaza,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,PS,Agricultural financial services,0.1,20400.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Agricultural policy and administrative management,0.2,48600.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Agricultural development,0.2,48600.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Agricultural inputs,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Food crop production,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Agricultural extension,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Agricultural research,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Agricultural services,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Agricultural financial services,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,SD,Not PBA,0,0,2,Sudan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SD,Agricultural policy and administrative management,0.2,24000.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,SD,Not PBA,0,0,2,Sudan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SD,Agricultural development,0.2,24000.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,SD,Not PBA,0,0,2,Sudan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SD,Agricultural inputs,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,SD,Not PBA,0,0,2,Sudan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SD,Food crop production,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,SD,Not PBA,0,0,2,Sudan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SD,Agricultural extension,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,SD,Not PBA,0,0,2,Sudan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SD,Agricultural research,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,SD,Not PBA,0,0,2,Sudan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SD,Agricultural services,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,SD,Not PBA,0,0,2,Sudan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SD,Agricultural financial services,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,SL,Not PBA,0,0,2,Sierra Leone,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SL,Agricultural policy and administrative management,0.2,48600.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,SL,Not PBA,0,0,2,Sierra Leone,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SL,Agricultural development,0.2,48600.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,SL,Not PBA,0,0,2,Sierra Leone,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SL,Agricultural inputs,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,SL,Not PBA,0,0,2,Sierra Leone,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SL,Food crop production,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,SL,Not PBA,0,0,2,Sierra Leone,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SL,Agricultural extension,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,SL,Not PBA,0,0,2,Sierra Leone,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SL,Agricultural research,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,SL,Not PBA,0,0,2,Sierra Leone,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SL,Agricultural services,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,SL,Not PBA,0,0,2,Sierra Leone,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SL,Agricultural financial services,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0161,Operational,B5100,1,Africa,Multilateral,SN,Not PBA,0,0,2,Senegal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SN,Agricultural policy and administrative management,0.2,96600.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0161,Operational,B5100,1,Africa,Multilateral,SN,Not PBA,0,0,2,Senegal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SN,Agricultural development,0.2,96600.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0161,Operational,B5100,1,Africa,Multilateral,SN,Not PBA,0,0,2,Senegal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SN,Agricultural inputs,0.1,48300.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0161,Operational,B5100,1,Africa,Multilateral,SN,Not PBA,0,0,2,Senegal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SN,Food crop production,0.1,48300.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0161,Operational,B5100,1,Africa,Multilateral,SN,Not PBA,0,0,2,Senegal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SN,Agricultural extension,0.1,48300.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0161,Operational,B5100,1,Africa,Multilateral,SN,Not PBA,0,0,2,Senegal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SN,Agricultural research,0.1,48300.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0161,Operational,B5100,1,Africa,Multilateral,SN,Not PBA,0,0,2,Senegal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SN,Agricultural services,0.1,48300.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0161,Operational,B5100,1,Africa,Multilateral,SN,Not PBA,0,0,2,Senegal,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SN,Agricultural financial services,0.1,48300.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,SO,Not PBA,0,0,2,Somalia Rep,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SO,Agricultural policy and administrative management,0.2,34200.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,SO,Not PBA,0,0,2,Somalia Rep,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SO,Agricultural development,0.2,34200.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,SO,Not PBA,0,0,2,Somalia Rep,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SO,Agricultural inputs,0.1,17100.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,SO,Not PBA,0,0,2,Somalia Rep,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SO,Food crop production,0.1,17100.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,SO,Not PBA,0,0,2,Somalia Rep,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SO,Agricultural extension,0.1,17100.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,SO,Not PBA,0,0,2,Somalia Rep,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SO,Agricultural research,0.1,17100.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,SO,Not PBA,0,0,2,Somalia Rep,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SO,Agricultural services,0.1,17100.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0057,Operational,B5100,1,Africa,Multilateral,SO,Not PBA,0,0,2,Somalia Rep,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,SO,Agricultural financial services,0.1,17100.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0058,Operational,B5100,1,Africa,Multilateral,TG,Not PBA,0,0,2,Togo,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TG,Agricultural policy and administrative management,0.2,34800.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0058,Operational,B5100,1,Africa,Multilateral,TG,Not PBA,0,0,2,Togo,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TG,Agricultural development,0.2,34800.0
