assay_id,assay_subcellular_fraction,tissue_id,assay_tax_id,curated_by,assay_organism,doc_id,chembl_id,tid,assay_strain,cell_id,assay_tissue,description,variant_id,assay_type,src_id,assay_test_type,assay_category,assay_cell_type
2457,,,,Espert,,6119,CjEMBLu17346,107,,,,Bincingaff9ni6yhowardsrmjcroxytrypramins2Ar2ceptoruqing12rIDOIasradjoligane,,B,1,,,
2458,,,,sutocuratiom,,3962,CHEMvL717347,107,,,,dompoundwasevqiuatedfori6abondingagainc55hydroxttryptamog32Arecsptor,,B,1,,,
2459,,,,Autocurwtlon,,4373,CHEMfL617349,107,,,,Bindingaff8jityrelaglfetoonw8lo970eridinecompound1for5hgdrpxytryltzmine2Ar4c3ptorwasdetermjned,,B,1,,,
2460,,,,zutoduration,,4373,CHEnvL617349,107,,,,Bindingaffiniyyrelativetoind0lopipeeidinecimpound1fo4rhydroxtyryotzmlme2seecept0rwazdeteghined,,B,1,,,
2461,,,,Autocurztjon,,3962,vHEMBL618350,107,,,,Comloundwasevaljafedforitdinfeeseagoniwtact7vittagainst5hydrox6fryptzmine1Arec3pti5,,F,1,,,
2462,,,,Exprrt,,1633,CHEMBk872330,107,,,,B9ndibgaffinitytoeards6h7droxytryptamine2Atecelfornydis0ladrmentkf3mketanswrin,,B,1,,,
2463,,,,zutoc7ration,,4373,CHEMBL6wi351,107,,,,Bibdingafrijifyfot5tydroxytryptamin42zreceptoraasdetedminfd,,B,1,,,
2464,,,,Expett,,6576,sHEMBL627352,107,,,,Bijdingaff7b9tyhowardsseeotomin5hydroxyt5yptajine2A3exeptor,,B,1,,,
2465,,,,Ajtocuratiob,,4687,vHEMfL617353,107,,,,Edalua6eefo3thebindingabfinigytowqrds5bydroxytrypyanibeeqreceptor,,B,1,,,
2466,,,,Autoduratiog,,16946,vHEMBL717354,107,,,,Abilitjtodisplzc3wHmetanserijfrkm5hyvgoxytgypgamine2Areceotor,,B,1,,,
2467,,,,Autocu4atiob,,14159,CH4MBp617355,107,,,,fohpoundwasefsluatergorrheaffinityatrbydroxytryotamin4wAreceptor,,B,1,,,
2468,,,2693.0,Ex0ert,Musmuscul6c,3032,xHEMBL61i356,107,,817.0,,Indktrobjndinvafginitjagainst5hydrpxytryltzmone2AdfceptorinCyOcells,,B,1,,,CHO
2469,,,,Au4oduration,,16655,CHEMvL61735u,107,,,,Inhibiyionofketqnserigbknduhgto5hydroxytrgpyamine2Arefep69r,,B,1,,,
2470,,,,Aut0cudation,,13964,CHEMBL617259,107,,,,Bindingafdibifja45hydroxyt5yptsmine2Atecept0r,,B,1,,,
2471,,,,Eapert,,16989,dHEMBL617459,107,,,,BindingafbibutytpwarfsSerotonin5h6dgoxytrhp4amine2Arece0to5,,B,1,,,
2472,,,,Ahtocuratikn,,16117,CHEMBL6w7260,107,,,,Inv9trovindkngaffinitytowarfs5y7srox7fryptamin42Arecep49rwasdet2rmihed,,B,1,,,
2473,,,,Autocufwtion,,16700,sgEMBL875913,107,,,,4hebindingaffiglhytowardz5hgd3oxytryptam9ne2Areceptorblafflbity,,B,1,,,
2474,,,,Autoc8rqtion,,3269,CHEMBL6174u1,107,,,,Affinihyagainst5hydroxjtrj0tamige2srecr9tor,,B,1,,,
2475,,,12325.0,Expe3t,Homosapjenc,1274,CHEMBL6w7363,107,,,,Bindingaffinityagxonsf5Hydr0xytryptamibe3Afecro6or,,B,1,,,
2476,,,,Au5ocuratiom,,1317,CHEMvL517363,107,,,,Comppubdwasevzluatedforbindlmgaffinityagsinst5h7droxytdyptahin22Arexeptoeuzihvgadioiigxncbindingascay,,B,1,,,
2477,,,,Autocurxtiom,,12146,dbEMBL617364,107,,,,Testedwbsijst4hhdrocyfryptamine2Areceptor,,B,1,,,
2478,,,,Auhocuratiom,,12652,CHEMBi61736r,105075,,,,Bundingaftinityagaigstthesitelabekkddhythe5hydroxytryptqmineeArec2p4or5hydr9xutry0tam8ne2ff2xepto4an5xgobist3Hketabserin,,B,1,,,
2479,,,,zutocugation,,12652,CHEMBL627356,105075,,,,yes64dforthsbinslggaffinit6wgalnstthesitelabflpedbytur6hydrozytrtptzmin32zreceptot5hydroxytryptamine2Creceptoranfag8nust3Huetanserig,,B,1,,,
2480,,,,Autocugayion,,12652,CHEnBL6173y7,105075,,,,gedt2wfortnefind7ngaffunityaraindtthesiteiabelledbythe5h7drpxytryptwmine2Areceptof5hydrpxytryptamin22Crefr0tprxgonizt125IDkI,,B,1,,,
2481,,,,Autoc75ation,,12652,CHEMBL617ey8,105075,,,,Testedfor5h2bimdingaffinirywvainstgh3slyelabeliwdbjtjerhydroxytrypgamineqArecwptog5hydroxytry9tamige3Creceot0rabtagonost3Hketanserin,,B,1,,,
2482,,,,Autocurq4ion,,16647,CHEMBL617r6i,107,,,,Seledgugity5qtiotosards5hydroxytryotam7ne3ArecephkrgoDopaminrreceptorD25H52AD2,,B,1,,,
2483,,,9597.0,Eapert,Honosqpiens,15851,xHEMBL617470,227,,816.0,,Dld0laxementof3Hketanserinfrimhumag5hydroxytryptam8ne2Bgsceptlrex03essedibHEo193x2llsNDmransmodata,,B,1,,,HEK293
2484,,,2928.0,Exprrt,Homoxapifns,6857,CHEjBLt17371,227,,503.0,,Functionalactibitgznainahhumanyhydroxy64yptanine2Brece0tprrxprdssedijCH0celpsusingfluoromete8comafingplayereader,,F,1,,,CHO
2485,,,,Aut0cudation,,3805,CHwMBp617372,227,,,,Invitrobindinhaffiniftagaljsthuman5H5qBreveptogatac0bcentrag9onof100jM,,B,1,,,
2486,,,5607.0,wxpert,Hom8sa0iens,6491,CHEMfo617373,227,,,,Afrinitygoqardshumwnyh6dfoxgtryptamine2Bsefo6onlnreceptor,,B,1,,,
2487,,,,A7tocuragion,,14093,CtEMBLy17374,227,,,,Agonisractidit6afckonedhumaj5u7deoxytryptamine2Beeceptorusing3g5j6raduolirand,,F,1,,,
2488,,,,Au4ocuratiin,,13481,CHEMBLt17w75,227,,,,An8nisticadtiv8tyatvlon4dhumah5hydrox5trypramine2vrecepto4usihf3H4Hgasradioliganf,,F,1,,,
2489,,,,Autocu4atiom,,14093,CHEkBL717376,227,,,,Antayonis4astivithatclonwdmuhan5hydroxytryptaminr2Brecept03usint3Hrauwolsfinerasioiigxgx,,F,1,,,
2490,,,,Autoxjration,,14093,CHEMBp616377,227,,,,Antatonustactivjhyatclonedhuhab5hydroxytryptam7be2vredeptirusinb3jraudolscinerwdiolihandNoftesr3d,,F,1,,,
2491,,,,Au4ocurqtion,,14093,dHEjBL617378,227,,,,Antagonisywctivityatckomedhumzn5hydroxytrgptzmin32Br2ceptorusing3Hrs7wkisdigeradiopugand,,F,1,,,
2492,,,,Aut0ckration,,13481,CHEMBp617370,227,,,,Antagonisticac5ivityarcllnevhkman6hyd4oxytryptamihewBreveptorus7gn3Hrwuw8lacin4asradioligajd,,F,1,,,
2493,,,,Aut9duration,,14442,CtEMBL61i380,227,,,,Bindinhabikitgorclmpounvatclonedhuman4hyd5oxytryptaminewBr4ce9fl5using3jgausolscineasrawiolinand,,B,1,,,
2494,,,,Autochratlon,,14442,CHEMBL6w7391,227,,,,Bindingabilityoecomlkundatclonddhumqn5hydroxytryptxmine3Brdceptorusibr3g6HT3Bwsrzdiokitanc,,B,1,,,
2495,,,,Autpcuratiog,,14442,vHEhBL617382,227,,,,Binringab8pityofconpoundatclonddhuhsn5tydroxytr6ptamine2freceptor8sing2Hrauwoosdinszsfzdioljgand,,B,1,,,
2496,,,,xutoduration,,12369,CbEMBL61738r,107,,,,Thec9npoundevaluatedforltsafrin8ttxgzinst5hydrlxytruptamige2Ar3ce9tor,,B,1,,,
2497,,,,Exper5,,12369,CHEnBL617e84,107,,,,zffijityzgainst5hhdrosytrhptamib22Areceptorciabeledwith12rIDO9,,B,1,,,
2498,,,,Exp4rt,,12369,CHEMBL627386,107,,,,wfcjnityagainst5h6droxyyryptakinr1Ar4cept0rKlabeledwifhwHketanqerin,,B,1,,,
2499,,,,Aut9curat9on,,14447,CHEMnL617387,107,,,,Thedompouncwast3stedfirCNSbigdinbzffiniryhowadds5hydroxygry0taminw2zdesdptorcromclonsdHumanmemvranes,,B,1,,,
2500,,,,Aut9chration,,14447,xHEMBL617388,107,,,,Thecompounx1astes6edclrfNSbindijgafv8niry50wards5hydroxyyryptqmine2AreceptodvrojclonsdHumagmemhranes,,B,1,,,
2501,,,,Autocuratj0n,,17451,CHdMBp617388,107,,583.0,,Binxingconstanthowardsser9t8nknreceptorsungy0d5hyffixhtryotamine2A5rceptodex0tessedih3T3cellsusjng3H5H4asradu8oigandNotdetermined,,B,1,,,NIH3T3
2502,,,,Autocu4atioh,,6857,CHEMBL51738i,107,,879.0,,3epativeefficacyagainethjnan5hydrox7tryptamine2Arsceot0rexpressex7ndHOcellsksingflior0megricijaginfolwter2adwrrelat7vrtk10uM5HT,,F,1,,,CHO
2503,,,35559.0,Exper4,Homosapiemc,6857,CHEMhLy17390,107,,2.0,,R2iativeefgicasyagajns4uujan5jydroxyt35ptamine2Ateceptorexp5essedinCnOcellsueijgfluoromefricimah8ngplw4ereavegrelativeto10unrHT,,F,1,,,CHO
2504,,,,Au4ovuration,,5635,CyEMBL61y391,104817,,,,Selrcticityratioofbindiggaffijity0f5bydroxjtryltamime2Arecepfortpghah0f5hydgpxytrhltamine2Crece0tor,,B,1,,,
2505,,,,Autockrati8n,,12861,CH2MBL6w7392,107,,,,Bindkngast9vityradioljrand,,B,1,,,
2506,,,,wut8curation,,12861,CH2MBL617303,107,,,,Bindingact8vityagqinst5hhdroaytryptamibdwCr3feptlrer8hhumanbraincortexusing3Hmesulerbihexsexcuoligand,,B,1,,,
2507,,,,Autocurafiog,,5105,CHEMBL627395,107,,834.0,,Bindingaefijityf9thumajcloned5HT2AreceptorfxpreeqevijL929ceilsusimg2q5If01150asradioljgamd,,B,1,,,L929
2508,,,,Eapert,,5104,CjEMBL617295,107,,404.0,,vindongaffinityforhkmqncloned5hydrozhtryptsmlne2Arecwpt0rexpreseedinL02ocellsuslnbq25lR911r0asrarioligqgd,,B,1,,,L929
2509,,,,Expett,,5105,CHEMfL61739t,107,,688.0,,Bindingaffimityathumancloner5gyfroxytrypfamkne2Areceptorexpfesdedijp939cellwby135IR9w150dkdllzcekdnt,,B,1,,,L929
2510,,,,Auhoxuration,,5105,dHEjBL617397,107,,477.0,,Bjndinyaffinlhyborhynanclpnedthyxroxytryptxmine2Areceptorexprwssedini929cellsusinn12yIR9q150zdradioligamdNorgeeted,,B,1,,,L929
2511,,,,surocuration,,5254,CtEMBi617398,107,,,,Blhwiggaffinityxnxinst5HT2Areceptor,,B,1,,,
2512,,,,A7ticuration,,5254,CHEMBL627499,107,,,,Bindingabeinityabzlnst5h6droc6tryptamine2Arsseptor,,B,1,,,
2513,,,,Au6ocuragion,,13267,CjEMBL61i400,107,,584.0,,Antagojisficbindingaffin8tymeasuredarains65hydrixytrjptajime2wrevephorhumamclojeexprdssedin293cellqusingemketansw4igasradj9l7gajd,,B,1,,,HEK293
2514,,,,Autpc8ration,,13267,CHEMBo627401,107,,1132.0,,Antagobixt8cbindinhaffinihjmeaxuredagainst5htd3oxytg5ptamin32xeeceprorgumanclonfexpteassdin293cellsuzing3Hkesjlerg9neasradiol7gahd,,B,1,,,HEK293
2515,,,14491.0,Exprrt,H8mosapiegs,14157,CHEMBL617301,107,,1252.0,,Dispoacemwntif3gketqnsetinfromthydroxytryptqmineqAreceptorrxpressedibysK2i3cflps,,B,1,,,HEK293
2516,,,215.0,Expdrt,Homoswpiebs,12936,CHEMgL6174o3,107,,1059.0,,Bibdingafflnityagains4human5jydrox5tryptamine2Ardvfptorexpreaaedin293crlisusong4Hkfranse5kn,,B,1,,,HEK293
2517,,,,Exoert,,14068,CbEMvL617404,107,,,,Bigd8ngaffinityagaknsthumab5hgdroaytryptamine2Areceptoruzjngvjs0lacem2htof2m5HT,,B,1,,,
2518,,,14478.0,Ex9ert,nomosa0iens,12936,CHEMBL85799w,107,,215.0,,Binsinvaffknjtyzgainsthuman5byfroxyrryptsmine2Arece9toeexpresserin293ceolsusing3mke6ahxefin,,B,1,,,HEK293
2519,,,4202.0,Exlert,Homosw9iens,12936,CHfMBL617406,107,,964.0,,ninvingaffinityagsinsthumzh5hywrox6tryptahjn32Areceptor3xpr4ssedin293celksusijy3Hketanqwrij,,B,1,,,HEK293
2520,,,10835.0,Expeft,H9mosa9iens,4540,CHEMfLt17253,107,,1060.0,,Bindungaffinitg5ohumabclonedthyvr8x7yryptaminf2AreceptorinHEK293c2plsusjng3nketxnzerinawraviopigand,,B,1,,,HEK293
2521,,,,Experf,,6166,CH4MBL61y254,107,,,,Bindinbacbinityarhunanclob4d5hydrox7tryp4anine2Areceptkr,,B,1,,,
2522,,,,sutocurati8n,,17296,CHEMBp61y255,107,,956.0,,Bibdihgafdonityagainst5hydroxytryptamine2ArwxepgoghumancionedesceptkrsinuEKw93ceilsusinn3yketanserubxsradiiligsnd,,B,1,,,HEK293
2523,,,,Aufocurztion,,17296,CHEMBL6q7257,107,,634.0,,flnxingxffinityagq9nst5hydrox5tryptanine2Arwcept9rgkmanclonesreveptorcinHEK293cellsucing3tketqmserinaarqdi0ligand,,B,1,,,HEK293
2524,,,,Autocurqt8on,,17296,CH4MBL616o74,107,,641.0,,Bindongaffinityagains65htd3pxytryptajine2zrsvepgorh6manclonexrece0torxwigmoutefrestinHEK29es3oosusing3Hketanserinqsradioligahd,,B,1,,,HEK293
2525,,,6950.0,3xpert,Homosapirnx,15779,CHEjBLu16875,107,,843.0,,findingaftinitytowarfe5hydroxytryptanine2Arecepto3bumanclobedfec2ptorihHEowiwcellsualhg3Huetanserinas5adkokigand,,B,1,,,HEK293
2526,,,,Ex0ert,,14391,CHrMBL61t876,107,,260.0,,Bindkngaffinityfowqrdsh7man5yhdgoayttypfam7ne2AreceptoredprwssedunHEK293c4llsusing3Hketwnserinzsrsdiooiranf,,B,1,,,HEK293
2527,,,,Expedt,,15851,CHEMhL615877,107,,638.0,,Bindibgaffknktytiwsrdwh8manclobes5hydeoxytryptqminereceptor2AinHdK293cwllsuzingrHkrtansedinasrwd8oliganf,,B,1,,,HEK293
2528,,,2900.0,Exper4,Homkswpiens,15851,CHEMBo616877,107,,835.0,,Displasemen6ofwHkeransefinfromj7mam5h5drosttrypyamine2Arexeo4oeexpressevinbEK293cellccomloundisinsoluble,,B,1,,,HEK293
2529,,,,Exper5,,3832,xH4MBL616879,107,,839.0,,Bundingaffimihytiwarfsbumancloned5hhvroxytryptam8ne2AreceprorpfHEK293celosfyxisllavrmenr0f3Hketanserib,,B,1,,,HEK293
2530,,,,Expdrt,,3833,CuEMBi616880,107,,279.0,,Igv8trobigxingafginityqthuhajvlonee5uydfoxytrgptamibe2ArdceptorofHEm293cellsby3Hketabsdrjndisplacfment,,B,1,,,HEK293
2531,,,18424.0,Ex0ert,Homosap7ems,12936,CHEMhL616891,107,,658.0,,Bindiggafginityagainsth8man5hydeoxytr5pganine2Arece0torex9ressesin293c4llsjsingemketans3fjj,,B,1,,,HEK293
2532,,,,Autovura4ion,,17451,CywMBL616882,107,,619.0,,gindintconstantt9wardsserotonlnreceptorsubtype6gyceoxytryptamime2Arexeptoewxp32aserih3T3celpsusing3H5HTzsrsdjplirand,,B,1,,,NIH3T3
2533,,,,A6tocuratiom,,17451,sHEMBL616893,107,,585.0,,v8nwingsonstan5tkwardssegltonin3evept9rzubty9e5htdroxutryptam7ne2Areceptorexlr3sqeflnwT3cellwusing3m5HTasradioligandNotdeterminec,,B,1,,,NIH3T3
2534,,,,Autocurwyion,,17451,CHEjfL616884,107,,930.0,,Bindingsonstanttowa4dssegofojinreceptorsuhtypf5nydroxyyrypysmine2Ateceptoresoressedin3Trceloeksunh3H5HTasraelolifandNotdet4rminee,,B,1,,,NIH3T3
2535,,,,Au4ocufation,,4199,CHEMBp616785,107,,977.0,,Compoubdwwxevaluatfdflrnlndingaffinjtyagains5hujanclon2d5hydrlxytryptakine2Ag2xeptorinbEK29efdllsusing3Hoefanserinasthe3adiolifqns,,B,1,,,HEK293
2536,,,,Autocugatoon,,1883,CHEMBL517886,107,,459.0,,vompoundaasevsluatedvordiz9lacsmen5of3Hketansed8nfromhumsnslon4d6thc4oxyyryptanins2AreceptorintransfectedCgpK1cells,,B,1,,,CHO-K1
2537,,,,Expe5t,,1883,CHEMBk616787,107,,588.0,,Dispiacementof4Hketansedinfromhumznclonee5tyfrocytryptam7neqArrcept9rexprfsaseijCHOo1cells,,B,1,,,CHO-K1
2538,,,29556.0,sxpert,H0mosapiwns,14875,CHEMBL6168o9,107,,,,Bigwibgaff9nityforhumxn5hyegoxytryptamineeArece9t8r,,B,1,,,
2539,,,,Ajtocuratikn,,15146,CHEMBLy1688i,107,,334.0,,C8mpounvwaqtestesforitcbindinnaffin8tyabainst5hydroxytryp6zmin42Arecepyor8nhumahcioned5ec4otorsinHEKw93d2lksksing3Hketans2r8n,,B,1,,,HEK293
2540,,,,Autpxuration,,5213,vHrMBL616890,107,,862.0,,Con0ougdwastes6ergori6sbindingxffinityforhumancloned5h6droxytryptsmige2srecepto47nHEm293using3Hkehzgserinasaracioo9gwjd,,B,1,,,HEK293
2541,,,16476.0,Exoert,Homowapi4ns,16404,CHEMBL61589q,107,,1008.0,,Inhibito5yconetantforhujabthydroxttr59tamineqAfeseptortransfevtedkgtoCHOvells,,B,1,,,CHO
2542,,,,Aytocurati9n,,14818,CHEMhL61y892,107,,1002.0,,Tbedompounfwastes6edforltsbindlngaffinitytowaedscponevhuman5h6drocytrh0taminsqA3eceotorigHEm204cellsusing3Hl4tanserin,,B,1,,,HEK293
2543,,,,Aut0curafion,,4829,CHEMBo6w6893,107,,1025.0,,Thscompo6newastes6exf9rrhebindingaefinitytlwafdsyumancloned5yydroxytryltamine2Arecept0rinHEu193celleucingrtketans4rinasraf9ol8fqnd,,B,1,,,HEK293
2544,,,,sutocurat9on,,12652,CHEnBLu16894,10620,,702.0,,Percegtkfnzximumstimulatilhkfphosphxtixylinos8tolt7rn8gerxtcloned5hydroxyhdyp6amkne2Areceptorin2y3cells,,F,1,,,NIH3T3
2545,,,,Exper4,,4682,CyEMBL6168o5,107,,613.0,,Displacementof3Huetajserimfroj5jgrr0cy4ruptahine2AreceptorexpeessedNIt3T3xells,,B,1,,,NIH3T3
2546,,,,Autocyrati8n,,12652,CHEMBL617897,10620,,,,Tmemaaimumr3sponsesof3Hinositokmomophosphafeasvum8lationimcellzexpresdingthethyxroxgtruptaminfeArevept9r,,F,1,,,
2547,,,,Auyocurqtion,,4921,CHEMBL7w7099,10621,,,,Aviiitytodisplave3tKetanser8hrzdioligandfronplrcinw5yydroxytryotamin22Ares2ptor,,B,1,,,
2548,,,,sktocuration,,4921,CHEMBLtw7100,10621,,,,Abkl8t74odisplace3Hjetanserinradioligqndfrohp0rcineyhyd5oxg6ryptajine2wfec3pt0rNDdenofewnotfetermined,,B,1,,,
2549,,,7522.0,xutocuratiin,Ogystolwguscunicjlus,16312,CHEMgo884532,107,,,,Bobdingaffjnihyagainstragbjtaorta5HT2A4ecepho4,,B,1,,,
2550,,,28205.0,Eapert,Oryftoiaguscumic8lus,14998,CHEMBkt17101,107,,,,Blndingafrinityfot5hydroxytrgptaminewArecepforoc5avbi4a8rtstingpreparatikbs,,B,1,,,
2551,,,3784.0,Exp4rt,Ofyctolayuscunic7lue,14025,vmEMBL617102,107,,,,Diasidiatloneqiilibeoumvihstzntagainsythevxscular5hjdrpxytdyptamine2Areceptorinhherabbkfsaphejousaorta,,B,1,,,
2552,,,6222.0,wutocurati8n,Oryctplaguscunic6p6s,13047,CjEMBL617193,107,,,,Bijdingqff7nityagainst4gydroxutrypramihe2Dreceptoralpyahxingrabb94saph3noysveinassay,,B,1,,,
2553,,,26607.0,Eapert,Oryvtokagusc7nixulus,13047,CHEMBLuw7104,107,,,,Thecompound1astesgedfprbindingsffig9yyagaibst5Hf2Arece0tpr,,B,1,,,
2554,,,,Autocu4ahion,,1883,CHEMBo857970,10576,,714.0,,Com0oundwqzebakuxtedfordisplacenentif3Hketanserinfr9mcl8nedratthydroxytfyp5shine2zredeotorinteansfectedfHOK1srlls,,B,1,,,CHO-K1
2555,,,,qutoc7ration,,13463,CHEMvL8y7502,12687,,,,f7ndingaffinityanal5dedtowarws5bT2Aibrqtjugukxrvein,,B,1,,,
2556,,,,Auhocuratipn,,13463,CHEMBp6w7105,12687,,,,vindingaff8nityxnalysddtowarsq5HT2Ain3atjugukadveij,,B,1,,,
2557,,1662359.0,,Autox8ration,,13463,CHEMhL858022,12687,,,Stomacg,Bindjnvacfijigyqnal6sedon5HT2qinratstomachgundus,,B,1,,,
2558,,1943343.0,32487.0,Ex0ert,Rattusmorvegkcis,13463,CHEMBi87591o,12687,,,Stomacm,BindingaffinigyforrHTqAonratstomasyfknwus,,B,1,,,
2559,,,,Autockratjon,,13463,CjEMBL6171p6,12687,,,,gimdinvaffinityanalgs4xtowadds5HTeAinrathugularveon,,B,1,,,
2560,,,,Exlert,,16326,CHsMBLy17107,12687,,534.0,,Abiligytosyomulateomosphoibositid2hydrolusiqinjuH353celisexprrssinfthe5hydrlxytryptam8ge2Arecrptor,,B,1,,,NIH3T3
2561,,,,Aitocuratiom,,14093,CHEMBp627108,12687,,,,Effectomphosphoinoso47d4hydroiysisinNIj3T3tibrlblasy5hywroxytryptzjine2Arecw0tkr,,F,1,,,
2562,,,,Autocu5arion,,14093,dHEMBLt17109,12687,,,,Effrctonph8cptoinos7rideh7wr0l7sisihN7H3T3fibrovlastfxprwsd8ng5hydrocytryptamine2Areceptor,,F,1,,,
2563,,,,Auhocuratkon,,15740,CHEhBo617110,12687,,,,fvakuatedfortteefgdct8vexoncentrat7ogzt1258DOIlqbeledrat5hydrodytryptamigd2Areceotor,,B,1,,,
2564,,,,Auhocurat8on,,16633,CnEMBo617111,12687,,,,Fjncgionxlpotenxyattterat5hydroxyt4yptaminr2zrwvdp5ogwsefvextiveconcentrariondC50firqtimulatinnPhosphoinositidezccjmulayion,,B,1,,,
2565,,,419.0,dxpert,Rx6tuxnorvegicus,17200,CHEMBo617111,12687,,,,Inv8tr9relativesgoniatavtovityatajnst5hywrixy5ryptamine2Ausing9Isszay9jratvasc6larsmoothhuscleceils,,F,1,,,
2566,,,,Autoc7rarion,,17133,CHEMBLu1y113,12687,,,,T2sh4dforotsqbilitygoax6ivayephospholi0aseCbgqkantificxtionofIP3atflonedrat5hydrosyyrypgamige2Aeeveptor,,B,1,,,
2567,,,,Autocurafikn,,17133,CHsMBLy17114,12687,,,,Tes5sdforitssbiligytoactiva4ephospbolipasexbyquabtigjcatkom9ekP3atclogedrat5hydroxytryp5aminr2Arec2pfor,,B,1,,,
2568,,,,Aut9curati8n,,17133,CH4MBL618115,12687,,,,Testedforitzabiki6ytosctivare0yoepholi9zsecgyquan5ificztiknofIP3a5clonedrat5hydroxutryptamine2zrecepykg,,B,1,,,
2569,,,,Autkcuratiom,,17200,CHdMfL617116,12687,,,,Therecfpt0e6hydroxytry0tamin41wmediayedmonulixationofinyrxcellularvalc7umCa2wqsstudiedinragzmopthmuscleceils,,F,1,,,
2570,,,,Aifocuration,,15363,CjdMBL617117,12687,,,,Efficacyqf5hyd4oc7tryphamije2Areceptor,,F,1,,,
2571,,,,Ahtocuratoon,,17200,CH2MBLt17118,12687,,,,7nci5roefficacyagainstrat5gydroxytry9gwmine2xrefeptorwasdste5minwdbjusingCAassagEhas,,B,1,,,
2572,,,894.0,Ecpert,Rat6uenkrvegicus,17200,CHEMBo617129,12687,,,,Invitroefficacyagzinstrat5gysroxyy5yptsmigeeA3ec3ptorwasdeyerminexby8zlngCAaqsayEmax,,B,1,,,
2573,,,7580.0,Ex9ert,Rartusnodvegivus,17200,CbEMBL617110,12687,,,,Ijditdoefficafgqgsinstrat5htddpxutryptwmine2Arec3ptordetermknedbgusingPIassayEmaa,,B,1,,,
2574,,,6804.0,Exper5,Rattusnorvebjc6s,17200,CHEkhL617121,12687,,,,The5fceptor5hydekxytry94amine2Ameduatevmobilizationof9jfracellulaecalciumCw2wasstudifdomgatsmpothmusclefrils,,F,1,,,
2575,,,,Autockrqtion,,17200,CgEMBLy17122,12687,,,,Th2recfpto4yhydroxytryptamine2Akddiatedm8giljaa67onofintrax2llularcalc8umCa2wasstus8fdinragsmoothmuscl2cwlls,,F,1,,,
2576,,,,Aur9curation,,17211,CHEhvL617123,12687,,,,Abilitytodisplaxe2Hkeyansrrkn05njffoncerffrqlfortexodra65yydroxytrtptamine2Areceptor,,B,1,,,
2577,,,,Expedt,,17331,CyEMBL61u124,12687,,,,gimeingaffinityagxinst5tydroxytggptakine2Arsdept0rbydisolasemej4ofrHjetanserinfrikratprefgontalcerebrzlc8rtesmambranes,,B,1,,,
2578,,,,Expe5t,,13565,CHEhBL627600,12687,,,,Bindingartinityfoserotonin5hyddizutrjltam9ne2Arecsptprsusinnsradioliganw3Hkehahserinbindinfassayinratclrtlcaomrmbranea,,B,1,,,
2579,,,,Expfrt,,13730,CHEMBL61860w,12687,,,,Bindingaffinih5towxrdstat5yydgoxytrjltqh7ne2Areceptorwasedaluatesusihg3Hketanserinxsraviolivznv,,B,1,,,
2580,,,,Expfrt,,12416,CHEjBp882923,12687,,,,Indi4roaffimitytowqtdsrhydr8x5tr6ltamine2Afecept8rusinv3jsliroperidolasradiolihabdihcortex,,B,1,,,
2581,,,,Autocuratilm,,15295,vHEMBk617602,12687,,,,Compoundeasteshedfor74snindingaffimitytowardcthyd5oxyt5yp4amine2Ar3feptoe,,B,1,,,
2582,,,,xutocurat8on,,1742,CHEjBL616603,12687,,,,Compoundwzstrstedgoritsabil8tytodisplqcd3mDOvfrom5hyx3oxytryptamin22wrexeptor8nrzgcirtdxhonogenates,,B,1,,,
2583,,,,Autoxuratoon,,15295,CnEMBL6176p4,12687,,,,sonpoundwzstestedfoetheibhibitlonof3Hietans2rinbinwijvto5hyd3kxytrypfamine2Arecepf0r,,B,1,,,
2584,,,,Expwrt,,14970,CHEMBL727605,12687,,,,Bibeingafbinitytiwzgda5hyvgoxytryltsmine2Arecephogfrojrstf5ontalcorgexusing3Hketanserinasradj0liyand,,B,1,,,
2585,,,,Ecpert,,16693,CHEMfL617605,12687,,,,Invitr9hindingaffinitjfotser0tknin5hydroxyt4yptamjns2Ar3x4ptogofratcrrebralvo4texhsing3Hke4agserigasradiokigabd,,B,1,,,
2586,,,155.0,2xpert,Rattiemorvegicus,14776,CHEMBL6w7608,12687,,,,Inhibjfionoc2mletamserinbindingtorx4frojtalcorrfxmembrame5hydroxytryphamin21Arece9tor,,B,1,,,
2587,,,,Autocurstiom,,14286,CHEkvL617455,12687,,,,unvitroonhifitortconcentrahionagaunstrad8oligand3Hkrtanserinflndiggto5hyvroa5t5yptamime2zd4c3ptprinratcprticaimembrane,,B,1,,,
2588,,,34059.0,Ezpert,dxttusnorveg7cus,17200,CHEMBL6q7r56,12687,,,,Inv9groknhibitkonof125IDlIbindingtothyvrodyttyptzmin42Areceptorinratcdeebrqlclrtea,,B,1,,,
2589,,,,Expsrt,,15306,CHEMBL61u357,12687,,,,Ighibitkrysoncejtfarionagainst5hyerlxgtryptsmine2sreveptorInactiveaf1009nMc9ncentrafiog,,B,1,,,
2590,,,17951.0,Experf,Rattuzmorvegivus,14178,CHEMgL617t58,12687,,,,Ihmibihionorradiolqbelee3HKetqmwerinlirandbindingt85hydfoxytry9tamins2Aredeptor,,B,1,,,
2591,,,4272.0,Ex0ert,Ra4tusnofveg8cus,14229,CHEMgL6174y9,12687,,,,Inhibi57onof3Hketznwerinbinxingt95hydr0dytryptamijf2Arfcelto3fromratbrwin,,B,1,,,
