assay_id,confidence_score,assay_organism,description,assay_type,assay_tax_id,assay_tissue,assay_subcellular_fraction,assay_category,chembl_id,doc_id,relationship_type,bao_format,src_id,tissue_id,assay_test_type,assay_strain,assay_cell_type,tid
800,4,,The binding affinity was measured on serotonin 5-hydroxytryptamine 1 receptor in rat brain tissue,B,,Brain,,,CHEMBL615404,11642,H,BAO_0000221,1,955.0,,,,104744
801,4,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1 receptor by displacing [3H]5-HT radioligand in rat cerebral cortex,B,,,,,CHEMBL615781,11642,H,BAO_0000019,1,,,,,104744
802,4,,Tested for 5-hydroxytryptamine 1 receptor binding ability by displacement of [3H]5-HT from rat brain synaptosomes,B,,Brain,,,CHEMBL615782,9231,H,BAO_0000220,1,955.0,,,,104744
803,4,,Inhibition constant (1 uM) was measured on 5-hydroxytryptamine 1 receptor/uptake using [3H]- serotonin as radioligand in rat brain cortex.,B,,Brain,,,CHEMBL615783,11351,H,BAO_0000221,1,955.0,,,,104744
804,0,,Compound was tested for binding affinity against 5-HT1 receptor,B,,,,,CHEMBL873481,4639,U,BAO_0000019,1,,,,,22226
805,0,,Inhibitory concentration against 5-hydroxytryptamine 1 receptor,B,,,,,CHEMBL615784,1205,U,BAO_0000019,1,,,,,22226
806,8,,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,B,,,,,CHEMBL615785,10025,H,BAO_0000357,1,,,,,10576
807,8,,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",F,,,,,CHEMBL615786,13241,H,BAO_0000249,1,,,,,10576
808,8,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,F,,,,,CHEMBL615787,16245,H,BAO_0000218,1,,In vivo,,,10576
809,8,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,F,,,,,CHEMBL615788,16245,H,BAO_0000218,1,,In vivo,,,10576
810,8,,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor,F,,,,,CHEMBL767044,12438,H,BAO_0000019,1,,,,,10576
811,8,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,F,,,,,CHEMBL615789,16245,H,BAO_0000218,1,,In vivo,,,10576
812,8,,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,F,,,,,CHEMBL615790,16245,H,BAO_0000218,1,,In vivo,,,10576
813,8,,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats,F,,,,,CHEMBL615813,15740,H,BAO_0000019,1,,,,,10576
814,8,,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 10 uM concentration,F,,,,,CHEMBL615814,15535,H,BAO_0000219,1,,,,,10576
815,8,,Percent inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation in GH4ZD10 cells expressing 5-HT1A receptor at 50 uM relative to 5-HT,F,,,,,CHEMBL615815,15535,H,BAO_0000219,1,,,,,51
816,8,,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 50 uM concentration; No effect,F,,,,,CHEMBL615816,15535,H,BAO_0000219,1,,,,,10576
817,8,,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes expressed as Hill values,B,,,,,CHEMBL615817,9888,H,BAO_0000249,1,,,,,10576
818,8,,Ability to bind at 5-hydroxytryptamine 1A receptor of rat hippocampus by displacing [3H]8-OH-DPAT,B,,Hippocampus,,,CHEMBL615818,10085,H,BAO_0000221,1,10000000.0,,,,10576
819,8,,Ability to bind at serotonin 5-hydroxytryptamine 1A receptors of rat hippocampus by displacing [3H]8-OH-DPAT,B,,Hippocampus,,,CHEMBL615819,10085,H,BAO_0000221,1,10000000.0,,,,10576
820,8,,Binding affinity against 5-hydroxytryptamine 1A receptor (5-HT1A) by displacement of [3H]8-OH-DPAT from rat hippocampus membranes,B,,,Membranes,,CHEMBL615820,17331,H,BAO_0000249,1,,,,,10576
821,9,Rattus norvegicus,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]8-OH-DPAT,B,10116.0,Hippocampus,,,CHEMBL615821,10845,D,BAO_0000221,1,10000000.0,,,,10576
822,9,Rattus norvegicus,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,B,10116.0,Hippocampus,,,CHEMBL615822,10845,D,BAO_0000221,1,10000000.0,,,,10576
823,8,,Binding affinity against 5-hydroxytryptamine 1A receptor using in rat hippocampal tissue using [3H]8-OH-DPAT as radioligand,B,,Hippocampus,,,CHEMBL615823,10845,H,BAO_0000221,1,10000000.0,,,,10576
824,9,Rattus norvegicus,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor; IA-Inactive,B,10116.0,Hippocampus,,,CHEMBL615824,10845,D,BAO_0000221,1,10000000.0,,,,10576
825,9,Rattus norvegicus,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,B,10116.0,Hippocampus,,,CHEMBL615825,10845,D,BAO_0000221,1,10000000.0,,,,10576
826,8,,Binding affinity towards rat 5-hydroxytryptamine 1A receptor was evaluated using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615826,13730,H,BAO_0000357,1,,,,,10576
827,8,,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615827,13508,H,BAO_0000249,1,,,,,10576
828,8,,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus membrane using [3H]8-OH-DPAT as radioligand,B,,Hippocampus,,,CHEMBL615828,13508,H,BAO_0000249,1,10000000.0,,,,10576
829,8,,Binding affinity by measuring displacement of [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,Hippocampus,,,CHEMBL615829,12073,H,BAO_0000221,1,10000000.0,,,,10576
830,8,,Binding affinity to 5-hydroxytryptamine 1A receptor of rat hippocampus with [3H]8-OH-DPAT as radioligand,B,,Hippocampus,,,CHEMBL615830,4671,H,BAO_0000221,1,10000000.0,,,,10576
831,8,,Binding affinity towards serotonin 5-HT1A receptor was determined in rat hippocampus using [3H]8-OH-DPAT as ligand,B,,Hippocampus,,,CHEMBL615831,13631,H,BAO_0000221,1,10000000.0,,,,10576
832,8,,Binding affinity was measured against serotonin 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615832,12438,H,BAO_0000357,1,,,,,10576
833,8,,Binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH- DPAT as radioligand,B,,,,,CHEMBL615833,10483,H,BAO_0000019,1,,,,,10576
834,8,,Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]-8-OH- DPAT as radioligand,B,,Hippocampus,,,CHEMBL615834,10483,H,BAO_0000221,1,10000000.0,,,,10576
835,8,,Binding affinity against 5-hydroxytryptamine 1A (5-HT1A) receptor in rat hippocampus membranes,B,,,,,CHEMBL615835,12352,H,BAO_0000249,1,,,,,10576
836,8,,Binding affinity was measured at the serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampal membrane.,B,,Hippocampus,,,CHEMBL615836,14732,H,BAO_0000249,1,10000000.0,,,,10576
837,9,Rattus norvegicus,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand.,B,10116.0,,,,CHEMBL615837,11049,D,BAO_0000019,1,,,,,10576
838,9,Rattus norvegicus,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand; ND-Not determined,B,10116.0,,,,CHEMBL615838,11049,D,BAO_0000019,1,,,,,10576
839,8,,"Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding (NSB)",B,,,,,CHEMBL615839,13657,H,BAO_0000249,1,,,,,10576
840,8,,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH-DPAT as radioligand,B,,,,,CHEMBL884525,11473,H,BAO_0000019,1,,,,,10576
841,8,,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonin 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,B,,,,,CHEMBL615840,2014,H,BAO_0000249,1,,,,,10576
842,8,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,Hippocampus,,,CHEMBL615405,3086,H,BAO_0000221,1,10000000.0,,,,10576
843,8,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,B,,,,,CHEMBL615406,15854,H,BAO_0000019,1,,,,,10576
844,8,,Affinity for 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,B,,Hippocampus,,,CHEMBL615900,10922,H,BAO_0000221,1,10000000.0,,,,10576
845,8,,Inhibition of [3H]8-OH-DPAT binding at serotonin 5-hydroxytryptamine 1A receptor from rat hippocampus tissue.,B,,Hippocampus,,,CHEMBL615901,13346,H,BAO_0000221,1,10000000.0,,,,10576
846,8,,In vitro inhibition of [3H]8-OH-DPAT binding to rat 5-HT 1a receptors.,B,,,,,CHEMBL615902,15311,H,BAO_0000357,1,,,,,10576
847,8,,Compound was measured for affinity at 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,B,,Hippocampus,,,CHEMBL615903,10922,H,BAO_0000221,1,10000000.0,,,,10576
848,8,,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor<br>at 1 uM,B,,,,,CHEMBL615904,10025,H,BAO_0000357,1,,,,,10576
849,8,,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,B,,,,,CHEMBL615905,10025,H,BAO_0000357,1,,,,,10576
850,8,,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,B,,,,,CHEMBL615906,9742,H,BAO_0000019,1,,,,,10576
851,8,,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,F,,,,,CHEMBL615907,9742,H,BAO_0000019,1,,,,,10576
852,8,,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,B,,,,,CHEMBL615908,12304,H,BAO_0000019,1,,,,,10576
853,8,,In vitro affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT in rat hippocampus,B,,Hippocampus,,,CHEMBL615909,15789,H,BAO_0000221,1,10000000.0,,,,10576
854,8,,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]-8-OH-DPAT as the radioligand",B,,,,,CHEMBL615910,9912,H,BAO_0000019,1,,,,,10576
855,8,,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand.",B,,,,,CHEMBL615911,9912,H,BAO_0000019,1,,,,,10576
856,8,,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand",B,,,,,CHEMBL615912,9912,H,BAO_0000019,1,,,,,10576
857,8,,In vitro binding affinity for serotonin 5-hydroxytryptamine 1A receptor fof rat cerebral cortex using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615913,16693,H,BAO_0000019,1,,,,,10576
858,8,,In vitro binding affinity measured on serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,B,,,,,CHEMBL615914,13276,H,BAO_0000357,1,,,,,10576
859,8,,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I](R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,B,,Hippocampus,,,CHEMBL615915,12678,H,BAO_0000221,1,10000000.0,,,,10576
860,8,,In vitro binding affinity towards the 5-hydroxytryptamine 1A receptor was evaluated,B,,,,,CHEMBL615916,11825,H,BAO_0000357,1,,,,,10576
861,8,,In vitro binding affinity was measured on serotonergic 5-hydroxytryptamine 1A receptor by displacement of [3H]- tetralin,B,,,,,CHEMBL615917,12443,H,BAO_0000357,1,,,,,10576
862,8,,In vitro inhibitory activity against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615918,13830,H,BAO_0000357,1,,,,,10576
863,8,,In vitro inhibitory concentration against radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane.,B,,Hippocampus,,,CHEMBL615919,14286,H,BAO_0000249,1,10000000.0,,,,10576
864,9,Rattus norvegicus,In vitro radioligand binding assay on 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,B,10116.0,Hippocampus,,,CHEMBL615920,14356,D,BAO_0000221,1,10000000.0,,,,10576
865,8,,Inhibition concentration against 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615921,15306,H,BAO_0000357,1,,,,,10576
866,8,,Inhibitory concentration against 5-hydroxytryptamine 1A receptor (Inactive at >1000 nM concentration),B,,,,,CHEMBL615922,15306,H,BAO_0000357,1,,,,,10576
867,9,Rattus norvegicus,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",F,10116.0,,,,CHEMBL881290,16616,D,BAO_0000249,1,,,,,10576
868,8,,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Residual radioligand binding higher than 50%",B,,Hippocampus,,,CHEMBL615923,3651,H,BAO_0000221,1,10000000.0,,,,10576
869,8,,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,F,,Hippocampus,,,CHEMBL615924,14331,H,BAO_0000221,1,10000000.0,,,,10576
870,8,,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,F,,Hippocampus,,,CHEMBL615925,14331,H,BAO_0000221,1,10000000.0,,,,10576
871,9,Rattus norvegicus,Inhibition of radiolabeled [3H]-8-OH-DPAT ligand binding to 5-hydroxytryptamine 1A receptor,B,10116.0,,,,CHEMBL615926,14178,D,BAO_0000357,1,,,,,10576
872,9,Rattus norvegicus,Displacement of [3H]8-OH-DPAT from rat cortex 5-hydroxytryptamine 1A receptor,B,10116.0,,,,CHEMBL615927,10639,D,BAO_0000019,1,,,,,10576
873,8,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,,Hippocampus,,,CHEMBL615928,12306,H,BAO_0000221,1,10000000.0,,,,10576
874,9,Rattus norvegicus,Inhibitory activity against 5-hydroxytryptamine 1A receptor subtype,B,10116.0,,,,CHEMBL615929,1348,D,BAO_0000357,1,,,,,10576
875,8,,Inhibitory activity against [3H]DPAT binding to 5-HT1A receptor in rat hippocampus,B,,Hippocampus,,,CHEMBL615930,13605,H,BAO_0000221,1,10000000.0,,,,10576
876,8,,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,B,,,,,CHEMBL615931,17624,H,BAO_0000219,1,,,,CHO,51
877,8,,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,F,,,,,CHEMBL615932,17624,H,BAO_0000219,1,,,,CHO,51
878,8,,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,F,,,,,CHEMBL615933,17624,H,BAO_0000219,1,,,,CHO,51
879,8,,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615934,15267,H,BAO_0000357,1,,,,,51
880,8,,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT; Not tested,B,,,,,CHEMBL615935,16532,H,BAO_0000357,1,,,,,51
881,8,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",F,,,,,CHEMBL615936,6563,H,BAO_0000019,1,,,,,51
882,8,,Ability to displace [3H]-8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor at a concentration of 1 uM,B,,,,,CHEMBL615937,4751,H,BAO_0000219,1,,,,CHO,51
883,8,,Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615938,15463,H,BAO_0000357,1,,,,,51
884,8,,In vitro binding affinity against human 5-hydroxytryptamine 1A receptor at a concentration of 100 (nM),B,,,,,CHEMBL615797,3805,H,BAO_0000357,1,,,,,51
885,8,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615798,5640,H,BAO_0000357,1,,,,,51
886,8,,Inhibition of [3H]8-OH-DPAT binding to human 5-hydroxytryptamine 1A receptor at 1000 nM compound concentration,B,,,,,CHEMBL872870,6563,H,BAO_0000357,1,,,,,51
887,8,,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand at 100 nM concentration,B,,,,,CHEMBL615799,5548,H,BAO_0000357,1,,,,,51
888,8,,Percent binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615800,6347,H,BAO_0000357,1,,,,,51
889,8,,Intrinsic activity for human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,F,,,,,CHEMBL615801,17296,H,BAO_0000219,1,,,,HEK293,51
890,8,,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the absence of endothelium,B,,,,,CHEMBL615802,13047,H,BAO_0000019,1,,,,,51
891,8,,Dissociation constant against human 5-hydroxytryptamine 1A receptor receptor,B,,,,,CHEMBL615803,15740,H,BAO_0000357,1,,,,,51
892,8,,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",F,,,,,CHEMBL835002,5640,H,BAO_0000019,1,,,,,51
893,8,,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Ki (nM): not determined",F,,,,,CHEMBL615804,5640,H,BAO_0000019,1,,,,,51
894,8,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615805,17211,H,BAO_0000219,1,,,,HeLa,51
895,8,,Ability to displace [3H]8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615806,4751,H,BAO_0000219,1,,,,CHO,51
896,9,Homo sapiens,Affinity towards human 5-hydroxytryptamine 1A serotonin receptor,B,9606.0,,,,CHEMBL615807,6491,D,BAO_0000357,1,,,,,51
897,8,,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT-as radioligand,B,,,,,CHEMBL615808,4707,H,BAO_0000357,1,,,,,51
898,9,Homo sapiens,Binding affinity against 5-hydroxytryptamine 1A receptor,B,9606.0,,,,CHEMBL615809,13910,D,BAO_0000357,1,,,,,51
899,8,,Binding affinity against 5-hydroxytryptamine 1A receptor in HeLa cells was determined using [3H]5-HT,B,,,,,CHEMBL615810,16190,H,BAO_0000219,1,,,,HeLa,51
900,8,,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615811,16633,H,BAO_0000357,1,,,,,51
901,8,,Binding affinity against [3H]- -8-OH-DPAT -labeled 5-hydroxytryptamine 1A sites in cloned CHO cells,B,,,,,CHEMBL615812,11898,H,BAO_0000219,1,,,,CHO,51
902,8,,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,B,,,,,CHEMBL615751,11898,H,BAO_0000219,1,,,,CHO,51
903,8,,Binding affinity against human 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615752,14331,H,BAO_0000357,1,,,,,51
904,8,,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand,B,,,,,CHEMBL615753,17624,H,BAO_0000219,1,,,,CHO,51
905,8,,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand; nd=not determined,B,,,,,CHEMBL615754,17624,H,BAO_0000219,1,,,,CHO,51
906,8,,Binding affinity of compound to human 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615755,3307,H,BAO_0000357,1,,,,,51
907,9,Homo sapiens,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,B,9606.0,,,,CHEMBL615756,6563,D,BAO_0000219,1,,,,CHO,51
908,8,,Binding affinity for 5-hydroxytryptamine 1A receptor in HeLa transfected cell type using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615757,14165,H,BAO_0000019,1,,,,,51
909,8,,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,B,,,,,CHEMBL615758,5732,H,BAO_0000357,1,,,,,51
910,8,,In vitro affinity at human cloned 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,B,,,,,CHEMBL615759,13366,H,BAO_0000357,1,,,,,51
911,8,,Binding affinity towards human 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615760,17626,H,BAO_0000357,1,,,,,51
912,8,,Binding affinity towards human 5-hydroxytryptamine 1A receptor by the displacement of [3H]5-HT radioligand from the cloned receptor expressed in HeLa cells,B,,,,,CHEMBL615761,6588,H,BAO_0000219,1,,,,HeLa,51
913,8,,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]-5-HT as radioligand,B,,,,,CHEMBL872104,16209,H,BAO_0000357,1,,,,,51
914,8,,Binding affinity towards recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615762,15463,H,BAO_0000357,1,,,,,51
915,8,,Binding affinity towards recombinant human Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615763,15463,H,BAO_0000357,1,,,,,51
916,8,,Binding affinity for recombinant human 5-hydroxytryptamine 1A receptor using [3H]5-HT as radioligand.,B,,,,,CHEMBL615764,14770,H,BAO_0000357,1,,,,,51
917,8,,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines (He La),B,,,,,CHEMBL615765,16245,H,BAO_0000219,1,,,,Cell line,51
918,8,,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines(He La),B,,,,,CHEMBL615766,16245,H,BAO_0000019,1,,,,,51
919,8,,Binding affinity towards 5-HT1A receptor using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615767,5548,H,BAO_0000357,1,,,,,51
920,8,,Binding affinity was determined towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615768,5548,H,BAO_0000357,1,,,,,51
921,8,,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615769,5548,H,BAO_0000357,1,,,,,51
922,8,,Binding affinity was evaluated at 5-hydroxytryptamine 1A receptor labeled with [3H]-8-OH-DPAT,B,,,,,CHEMBL615770,6876,H,BAO_0000357,1,,,,,51
923,8,,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615771,2598,H,BAO_0000357,1,,,,,51
924,8,,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand,B,,,,,CHEMBL615772,17785,H,BAO_0000357,1,,,,,51
925,8,,Binding affinity towards 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL615773,6013,H,BAO_0000357,1,,,,,51
926,8,,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615774,5929,H,BAO_0000357,1,,,,,51
927,8,,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615775,16633,H,BAO_0000357,1,,,,,51
928,8,,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,B,,,,,CHEMBL615776,1558,H,BAO_0000357,1,,,,,51
929,8,,Binding affinity towards human cloned 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,,,CHEMBL615777,16026,H,BAO_0000357,1,,,,,51
930,8,,Binding affinity was measured on 5-hydroxytryptamine 1A receptor in AK cells transfected with human 5-HT1A gene labeled with [3H]-8-OH-DPAT,B,,,,,CHEMBL615778,12469,H,BAO_0000219,1,,,,,51
931,9,Homo sapiens,Binding affinity was measured on cloned Human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,B,9606.0,,,,CHEMBL615779,15874,D,BAO_0000357,1,,,,,51
932,8,,Binding affinity was measured on cloned human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,B,,,,,CHEMBL615780,15874,H,BAO_0000357,1,,,,,51
933,8,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL616298,3935,H,BAO_0000357,1,,,,,51
934,8,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL616299,15818,H,BAO_0000357,1,,,,,51
935,8,,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells.,B,,,,,CHEMBL616300,13706,H,BAO_0000219,1,,,,CHO-K1,51
936,8,,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1A receptor in CHO-K1 cells,F,,,,,CHEMBL616301,13729,H,BAO_0000219,1,,,,CHO-K1,51
937,8,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor,B,,,,,CHEMBL616302,15413,H,BAO_0000019,1,,,,,51
938,8,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 1),B,,,,,CHEMBL616117,15413,H,BAO_0000019,1,,,,,51
939,8,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 2),B,,,,,CHEMBL616118,15413,H,BAO_0000019,1,,,,,51
940,8,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor by Panlabs assay,B,,,,,CHEMBL616119,15413,H,BAO_0000019,1,,,,,51
