ASSI,ASTETY,CHEI,ASSTR,ASCETY,DOI,RELATT,CONFSCO,CUB,SI,SRASI,CI,BFO,TII,VARII
9708,In vivo,CHEMBL624125,,,8677,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9709,In vivo,CHEMBL624126,,,8677,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9710,In vivo,CHEMBL624127,,,8677,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9711,In vivo,CHEMBL624128,,,8677,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9712,In vivo,CHEMBL624129,,,8677,N,1,Intermediate,1,,,BAO_0000218,14.0,
9713,In vivo,CHEMBL624130,,,8677,N,1,Intermediate,1,,,BAO_0000218,14.0,
9714,In vivo,CHEMBL622340,,,8677,N,1,Intermediate,1,,,BAO_0000218,14.0,
9715,In vivo,CHEMBL622341,,,8677,N,1,Intermediate,1,,,BAO_0000218,14.0,
9716,In vivo,CHEMBL622342,,,8677,N,1,Intermediate,1,,,BAO_0000218,160.0,
9717,In vivo,CHEMBL622343,,,8677,N,1,Intermediate,1,,,BAO_0000218,160.0,
9718,In vivo,CHEMBL622344,,,8677,N,1,Intermediate,1,,,BAO_0000218,160.0,
9719,In vivo,CHEMBL622345,,,8677,N,1,Intermediate,1,,,BAO_0000218,160.0,
9720,In vivo,CHEMBL622346,,,8677,N,1,Intermediate,1,,,BAO_0000218,2106.0,
9721,In vivo,CHEMBL622347,,,8677,N,1,Intermediate,1,,,BAO_0000218,2106.0,
9722,In vivo,CHEMBL622348,,,8677,N,1,Intermediate,1,,,BAO_0000218,2106.0,
9723,In vivo,CHEMBL622349,,,8677,N,1,Intermediate,1,,,BAO_0000218,2106.0,
9724,,CHEMBL622350,,,16434,N,1,Intermediate,1,,,BAO_0000218,,
9725,,CHEMBL622351,,,16434,N,1,Intermediate,1,,,BAO_0000218,,
9726,,CHEMBL622352,,,16434,N,1,Intermediate,1,,,BAO_0000218,,
9727,,CHEMBL622353,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9728,,CHEMBL622354,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9729,,CHEMBL622355,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9730,,CHEMBL622356,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9731,,CHEMBL622357,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9732,,CHEMBL622358,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9733,,CHEMBL622359,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9734,,CHEMBL874393,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9735,,CHEMBL622872,,,16434,N,1,Intermediate,1,,,BAO_0000218,,
9736,,CHEMBL622873,,,16434,N,1,Intermediate,1,,,BAO_0000218,,
9737,,CHEMBL623047,,,16434,N,1,Intermediate,1,,,BAO_0000218,,
9738,,CHEMBL623048,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9739,,CHEMBL623049,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9740,,CHEMBL623050,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9741,,CHEMBL623051,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9742,,CHEMBL623052,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9743,,CHEMBL626343,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9744,,CHEMBL626344,,,16434,N,1,Intermediate,1,,,BAO_0000218,,
9745,,CHEMBL626345,,,16434,N,1,Intermediate,1,,,BAO_0000218,,
9746,,CHEMBL626346,,,16434,N,1,Intermediate,1,,,BAO_0000218,,
9747,,CHEMBL626347,,,16434,N,1,Intermediate,1,,,BAO_0000218,,
9748,,CHEMBL626348,,,16434,N,1,Intermediate,1,,,BAO_0000218,,
9749,,CHEMBL626349,,,16434,N,1,Intermediate,1,,,BAO_0000218,,
9750,,CHEMBL626350,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9751,,CHEMBL626351,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9752,,CHEMBL627650,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9753,,CHEMBL627651,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9754,,CHEMBL627652,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9755,,CHEMBL627653,,,16435,N,1,Intermediate,1,,,BAO_0000218,,
9756,,CHEMBL627654,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9757,,CHEMBL627835,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9758,,CHEMBL627836,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9759,,CHEMBL627837,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9760,,CHEMBL627838,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9761,,CHEMBL875338,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9762,,CHEMBL627839,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9763,,CHEMBL627840,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9764,,CHEMBL627841,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9765,,CHEMBL627842,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9766,,CHEMBL627843,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9767,,CHEMBL627844,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9768,,CHEMBL627845,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9769,In vivo,CHEMBL627846,,,5874,N,1,Intermediate,1,,,BAO_0000218,,
9770,,CHEMBL627847,,,1515,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9771,,CHEMBL873821,,,1515,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9772,,CHEMBL626079,,,1515,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9773,,CHEMBL626080,,,1515,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9774,,CHEMBL626081,,,5491,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9775,,CHEMBL875344,,,5491,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9776,,CHEMBL626082,,,1918,N,1,Intermediate,1,,,BAO_0000218,,
9777,In vivo,CHEMBL626250,,,1918,N,1,Intermediate,1,,,BAO_0000218,,
9778,In vivo,CHEMBL626251,,,6113,N,1,Intermediate,1,,,BAO_0000218,,
9779,In vivo,CHEMBL626252,,,5546,N,1,Intermediate,1,,,BAO_0000218,,
9780,In vivo,CHEMBL626253,,,5553,N,1,Intermediate,1,,,BAO_0000218,,
9781,,CHEMBL626254,,,4188,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9782,In vivo,CHEMBL626255,,,6215,N,1,Intermediate,1,,,BAO_0000218,,
9783,In vivo,CHEMBL626256,,,6141,N,1,Intermediate,1,,,BAO_0000218,,
9784,In vivo,CHEMBL626257,,,5182,N,1,Intermediate,1,,,BAO_0000218,,
9785,In vivo,CHEMBL626258,,,5182,N,1,Intermediate,1,,,BAO_0000218,,
9786,In vivo,CHEMBL626259,,,5710,N,1,Intermediate,1,,,BAO_0000218,,
9787,In vivo,CHEMBL626260,,,5789,N,1,Intermediate,1,,,BAO_0000218,,
9788,In vivo,CHEMBL875345,,,6011,N,1,Intermediate,1,,,BAO_0000218,,
9789,In vivo,CHEMBL626261,,,17594,N,1,Intermediate,1,,,BAO_0000218,,
9790,In vitro,CHEMBL626262,,,12357,N,1,Intermediate,1,,,BAO_0000218,2107.0,
9791,,CHEMBL626263,,,5210,N,1,Intermediate,1,,,BAO_0000218,,
9792,In vivo,CHEMBL625270,,,17596,N,1,Intermediate,1,,,BAO_0000218,,
9793,,CHEMBL625271,,,6672,N,1,Intermediate,1,,,BAO_0000218,,
9794,,CHEMBL625272,,,6673,N,1,Intermediate,1,,,BAO_0000218,,
9795,In vivo,CHEMBL625273,,,4910,N,1,Intermediate,1,,,BAO_0000218,955.0,
9796,,CHEMBL625274,,,3741,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9797,In vivo,CHEMBL625275,,,17671,N,1,Intermediate,1,,,BAO_0000218,,
9798,In vivo,CHEMBL625276,,,4910,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9799,,CHEMBL625277,,,17537,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9800,,CHEMBL625278,,,4965,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9801,,CHEMBL625279,,,17537,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9802,,CHEMBL625280,,,6124,N,1,Intermediate,1,,,BAO_0000218,1977.0,
9803,,CHEMBL876797,,,6124,N,1,Intermediate,1,,,BAO_0000218,1977.0,
9804,,CHEMBL625281,,,6078,N,1,Intermediate,1,,,BAO_0000218,,
9805,,CHEMBL873827,,,17668,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9806,,CHEMBL625282,,,3185,N,1,Intermediate,1,,,BAO_0000218,,
9807,,CHEMBL625283,,,4883,N,1,Intermediate,1,,,BAO_0000218,,
9808,In vivo,CHEMBL625284,,,2959,N,1,Intermediate,1,,,BAO_0000218,,
9809,In vivo,CHEMBL625285,,,4029,N,1,Intermediate,1,,,BAO_0000218,,
9810,In vivo,CHEMBL625286,,,4029,N,1,Intermediate,1,,,BAO_0000218,,
9811,In vivo,CHEMBL625287,,,4029,N,1,Intermediate,1,,,BAO_0000218,,
9812,In vivo,CHEMBL625288,,,6180,N,1,Intermediate,1,,,BAO_0000218,,
9813,,CHEMBL625289,,,1557,N,1,Intermediate,1,,,BAO_0000218,2107.0,
9814,,CHEMBL625290,,,12500,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9815,,CHEMBL876798,,,12500,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9816,,CHEMBL625291,,,5064,N,1,Intermediate,1,,,BAO_0000218,,
9817,,CHEMBL625292,,,5145,N,1,Intermediate,1,,,BAO_0000218,,
9818,,CHEMBL625293,,,5147,N,1,Intermediate,1,,,BAO_0000218,,
9819,,CHEMBL622832,,,5833,N,1,Intermediate,1,,,BAO_0000218,,
9820,,CHEMBL622833,,,6596,N,1,Intermediate,1,,,BAO_0000218,,
9821,,CHEMBL622834,,,17655,N,1,Intermediate,1,,,BAO_0000218,,
9822,In vivo,CHEMBL622835,,,6495,N,1,Intermediate,1,,,BAO_0000218,,
9823,In vivo,CHEMBL622836,,,17538,N,1,Intermediate,1,,,BAO_0000218,,
9824,In vivo,CHEMBL622837,,,17538,N,1,Intermediate,1,,,BAO_0000218,,
9825,In vivo,CHEMBL622838,,,10,N,1,Intermediate,1,,,BAO_0000218,,
9826,,CHEMBL622839,,,17669,N,1,Intermediate,1,,,BAO_0000218,955.0,
9827,,CHEMBL622840,,,17065,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9828,,CHEMBL622841,,,4333,N,1,Intermediate,1,,,BAO_0000218,,
9829,,CHEMBL622842,,,6827,N,1,Intermediate,1,,,BAO_0000218,,
9830,In vitro,CHEMBL622843,,,889,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9831,In vitro,CHEMBL622844,,,889,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9832,,CHEMBL622845,,,3747,N,1,Intermediate,1,,,BAO_0000218,,
9833,,CHEMBL622846,,,15022,N,1,Intermediate,1,,,BAO_0000218,,
9834,,CHEMBL622847,,,15022,N,1,Intermediate,1,,,BAO_0000218,,
9835,,CHEMBL622848,,,15022,N,1,Intermediate,1,,,BAO_0000218,,
9836,In vivo,CHEMBL622849,,,3360,N,1,Intermediate,1,,,BAO_0000218,,
9837,,CHEMBL622850,,,5334,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9838,,CHEMBL876807,,,17411,N,1,Intermediate,1,,,BAO_0000218,,
9839,,CHEMBL622851,,,17411,N,1,Intermediate,1,,,BAO_0000218,,
9840,,CHEMBL622852,,,17411,N,1,Intermediate,1,,,BAO_0000218,,
9841,,CHEMBL622853,,,6570,N,1,Intermediate,1,,,BAO_0000218,,
9842,,CHEMBL622854,,,6570,N,1,Intermediate,1,,,BAO_0000218,,
9843,,CHEMBL622855,,,17411,N,1,Intermediate,1,,,BAO_0000218,,
9844,,CHEMBL622856,,,14941,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9845,,CHEMBL622857,,,14941,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9846,,CHEMBL622858,,,17538,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9847,,CHEMBL622859,,,17752,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9848,,CHEMBL622860,,,17509,N,1,Intermediate,1,,,BAO_0000218,,
9849,,CHEMBL622861,,,17509,N,1,Intermediate,1,,,BAO_0000218,,
9850,,CHEMBL622862,,,17509,N,1,Intermediate,1,,,BAO_0000218,,
9851,,CHEMBL622863,,,17509,N,1,Intermediate,1,,,BAO_0000218,,
9852,,CHEMBL623817,,,17509,N,1,Intermediate,1,,,BAO_0000218,,
9853,,CHEMBL623818,,,17717,N,1,Intermediate,1,,,BAO_0000218,,
9854,,CHEMBL623819,,,17717,N,1,Intermediate,1,,,BAO_0000218,,
9855,,CHEMBL623820,,,17717,N,1,Intermediate,1,,,BAO_0000218,,
9856,,CHEMBL623821,,,17717,N,1,Intermediate,1,,,BAO_0000218,,
9857,,CHEMBL623822,,,6642,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9858,,CHEMBL623823,,,6640,N,1,Intermediate,1,,,BAO_0000218,,
9859,,CHEMBL623824,,,6641,N,1,Intermediate,1,,,BAO_0000218,,
9860,,CHEMBL623825,,,6641,N,1,Intermediate,1,,,BAO_0000218,,
9861,,CHEMBL622070,,,6641,N,1,Intermediate,1,,,BAO_0000218,,
9862,,CHEMBL622071,,,3603,N,1,Intermediate,1,,,BAO_0000218,,
9863,,CHEMBL622072,,,3550,N,1,Intermediate,1,,,BAO_0000218,,
9864,,CHEMBL622073,,,15662,N,1,Intermediate,1,,,BAO_0000218,,
9865,,CHEMBL622074,,,17720,N,1,Intermediate,1,,,BAO_0000218,,
9866,,CHEMBL622075,,,5407,N,1,Intermediate,1,,,BAO_0000218,,
9867,,CHEMBL622076,,,17752,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9868,,CHEMBL622077,,,17752,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9869,,CHEMBL622078,,,3603,N,1,Intermediate,1,,,BAO_0000218,,
9870,,CHEMBL622079,,,3550,N,1,Intermediate,1,,,BAO_0000218,,
9871,,CHEMBL622080,,,17655,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9872,,CHEMBL877612,,,17582,N,1,Intermediate,1,,,BAO_0000218,,
9873,,CHEMBL622081,,,17582,N,1,Intermediate,1,,,BAO_0000218,,
9874,,CHEMBL622082,,,17791,N,1,Intermediate,1,,,BAO_0000218,,
9875,,CHEMBL622083,,,17791,N,1,Intermediate,1,,,BAO_0000218,,
9876,,CHEMBL622084,,,17791,N,1,Intermediate,1,,,BAO_0000218,,
9877,,CHEMBL622085,,,17791,N,1,Intermediate,1,,,BAO_0000218,,
9878,,CHEMBL622086,,,17791,N,1,Intermediate,1,,,BAO_0000218,,
9879,,CHEMBL622087,,,17791,N,1,Intermediate,1,,,BAO_0000218,,
9880,,CHEMBL622088,,,7768,N,1,Intermediate,1,,,BAO_0000218,178.0,
9881,,CHEMBL622089,,,7768,N,1,Intermediate,1,,,BAO_0000218,178.0,
9882,,CHEMBL623685,,,7768,N,1,Intermediate,1,,,BAO_0000218,178.0,
9883,,CHEMBL623686,,,7768,N,1,Intermediate,1,,,BAO_0000218,178.0,
9884,In vivo,CHEMBL623687,,,8677,N,1,Intermediate,1,,,BAO_0000218,945.0,
9885,In vivo,CHEMBL623688,,,8677,N,1,Intermediate,1,,,BAO_0000218,945.0,
9886,In vivo,CHEMBL623689,,,8677,N,1,Intermediate,1,,,BAO_0000218,945.0,
9887,In vivo,CHEMBL622485,,,8677,N,1,Intermediate,1,,,BAO_0000218,945.0,
9888,In vivo,CHEMBL622486,,,8677,N,1,Intermediate,1,,,BAO_0000218,2046.0,
9889,In vivo,CHEMBL877613,,,8677,N,1,Intermediate,1,,,BAO_0000218,2046.0,
9890,In vivo,CHEMBL622487,,,8677,N,1,Intermediate,1,,,BAO_0000218,2046.0,
9891,In vivo,CHEMBL622488,,,8677,N,1,Intermediate,1,,,BAO_0000218,2046.0,
9892,In vivo,CHEMBL622489,,,8677,N,1,Intermediate,1,,,BAO_0000218,948.0,
9893,,CHEMBL622490,,,6899,N,1,Intermediate,1,,,BAO_0000218,1088.0,
9894,,CHEMBL622491,,,6899,N,1,Intermediate,1,,,BAO_0000218,1088.0,
9895,,CHEMBL622492,,,6899,N,1,Intermediate,1,,,BAO_0000218,2107.0,
9896,,CHEMBL622493,,,6899,N,1,Intermediate,1,,,BAO_0000218,1088.0,
9897,,CHEMBL622494,,,6899,N,1,Intermediate,1,,,BAO_0000218,1088.0,
9898,,CHEMBL622495,,,8677,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9899,,CHEMBL622496,,,6899,N,1,Intermediate,1,,,BAO_0000218,,
9900,,CHEMBL622497,,,6899,N,1,Intermediate,1,,,BAO_0000218,1088.0,
9901,,CHEMBL622498,,,2189,N,1,Intermediate,1,,,BAO_0000218,,
9902,,CHEMBL624918,,,2189,N,1,Intermediate,1,,,BAO_0000218,1088.0,
9903,,CHEMBL624919,,,2189,N,1,Intermediate,1,,,BAO_0000218,1088.0,
9904,In vivo,CHEMBL624920,,,10839,N,1,Intermediate,1,,,BAO_0000218,178.0,
9905,In vivo,CHEMBL624921,,,10839,N,1,Intermediate,1,,,BAO_0000218,178.0,
9906,In vivo,CHEMBL624922,,,10839,N,1,Intermediate,1,,,BAO_0000218,955.0,
9907,In vivo,CHEMBL624923,,,10839,N,1,Intermediate,1,,,BAO_0000218,948.0,
9908,In vivo,CHEMBL624924,,,10839,N,1,Intermediate,1,,,BAO_0000218,948.0,
9909,In vivo,CHEMBL624925,,,10839,N,1,Intermediate,1,,,BAO_0000218,2113.0,
9910,In vivo,CHEMBL624926,,,10839,N,1,Intermediate,1,,,BAO_0000218,2113.0,
9911,In vivo,CHEMBL624927,,,10839,N,1,Intermediate,1,,,BAO_0000218,2107.0,
9912,In vivo,CHEMBL874402,,,10839,N,1,Intermediate,1,,,BAO_0000218,2107.0,
9913,In vivo,CHEMBL624928,,,10839,N,1,Intermediate,1,,,BAO_0000218,2048.0,
9914,In vivo,CHEMBL624929,,,10839,N,1,Intermediate,1,,,BAO_0000218,2048.0,
9915,In vivo,CHEMBL624930,,,10839,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9916,In vivo,CHEMBL624931,,,10839,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9917,,CHEMBL624932,,,4043,N,1,Intermediate,1,,,BAO_0000218,948.0,
9918,,CHEMBL624933,,,4043,N,1,Intermediate,1,,,BAO_0000218,948.0,
9919,,CHEMBL624934,,,4043,N,1,Intermediate,1,,,BAO_0000218,2107.0,
9920,,CHEMBL624935,,,4043,N,1,Intermediate,1,,,BAO_0000218,2107.0,
9921,,CHEMBL624936,,,4043,N,1,Intermediate,1,,,BAO_0000218,,
9922,,CHEMBL624937,,,4043,N,1,Intermediate,1,,,BAO_0000218,,
9923,,CHEMBL624938,,,4043,N,1,Intermediate,1,,,BAO_0000218,2106.0,
9924,,CHEMBL624939,,,4043,N,1,Intermediate,1,,,BAO_0000218,2106.0,
9925,,CHEMBL624940,,,4043,N,1,Intermediate,1,,,BAO_0000218,,
9926,,CHEMBL874403,,,4043,N,1,Intermediate,1,,,BAO_0000218,,
9927,,CHEMBL624941,,,1446,N,1,Intermediate,1,,,BAO_0000218,,
9928,,CHEMBL624942,,,9971,N,1,Intermediate,1,,,BAO_0000218,1088.0,
9929,,CHEMBL624943,,,9971,N,1,Intermediate,1,,,BAO_0000218,1088.0,
9930,In vivo,CHEMBL624944,,,5765,N,1,Intermediate,1,,,BAO_0000218,,
9931,In vivo,CHEMBL624945,,,5765,N,1,Intermediate,1,,,BAO_0000218,,
9932,In vivo,CHEMBL624946,,,4257,N,1,Intermediate,1,,,BAO_0000218,,
9933,,CHEMBL624947,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9934,,CHEMBL624948,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9935,,CHEMBL624949,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9936,,CHEMBL622025,,,13091,N,1,Intermediate,1,,,BAO_0000218,2113.0,
9937,,CHEMBL622026,,,13091,N,1,Intermediate,1,,,BAO_0000218,2113.0,
9938,,CHEMBL622027,,,13091,N,1,Intermediate,1,,,BAO_0000218,2113.0,
9939,,CHEMBL622028,,,13091,N,1,Intermediate,1,,,BAO_0000218,2113.0,
9940,,CHEMBL622029,,,13091,N,1,Intermediate,1,,,BAO_0000218,2107.0,
9941,,CHEMBL622208,,,13091,N,1,Intermediate,1,,,BAO_0000218,2107.0,
9942,,CHEMBL622209,,,13091,N,1,Intermediate,1,,,BAO_0000218,2107.0,
9943,,CHEMBL622210,,,13091,N,1,Intermediate,1,,,BAO_0000218,2107.0,
9944,,CHEMBL622211,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9945,,CHEMBL622212,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9946,,CHEMBL622213,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9947,,CHEMBL874404,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9948,,CHEMBL620452,,,13091,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9949,,CHEMBL620453,,,13091,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9950,,CHEMBL620454,,,13091,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9951,,CHEMBL624067,,,13091,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9952,,CHEMBL624068,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9953,,CHEMBL624069,,,13091,N,1,Intermediate,1,,,BAO_0000218,992.0,
9954,,CHEMBL624070,,,13091,N,1,Intermediate,1,,,BAO_0000218,992.0,
9955,,CHEMBL624071,,,13091,N,1,Intermediate,1,,,BAO_0000218,992.0,
9956,,CHEMBL624072,,,13091,N,1,Intermediate,1,,,BAO_0000218,995.0,
9957,,CHEMBL624073,,,13091,N,1,Intermediate,1,,,BAO_0000218,995.0,
9958,,CHEMBL624788,,,13091,N,1,Intermediate,1,,,BAO_0000218,995.0,
9959,,CHEMBL624789,,,13091,N,1,Intermediate,1,,,BAO_0000218,995.0,
9960,,CHEMBL624790,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9961,,CHEMBL624791,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9962,,CHEMBL624792,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9963,,CHEMBL624793,,,13091,N,1,Intermediate,1,,,BAO_0000218,,
9964,,CHEMBL877491,,,13091,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9965,,CHEMBL624957,,,13091,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9966,,CHEMBL624958,,,13091,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9967,,CHEMBL624959,,,13091,N,1,Intermediate,1,,,BAO_0000218,2385.0,
9968,,CHEMBL624960,,,11977,N,1,Intermediate,1,,,BAO_0000218,,
9969,,CHEMBL624961,,,14941,N,1,Intermediate,1,,,BAO_0000218,,
9970,,CHEMBL624962,,,15078,N,1,Intermediate,1,,,BAO_0000218,,
9971,,CHEMBL624963,,,15078,N,1,Intermediate,1,,,BAO_0000218,,
9972,,CHEMBL624964,,,4755,N,1,Intermediate,1,,,BAO_0000218,,
9973,,CHEMBL624965,,,589,N,1,Intermediate,1,,,BAO_0000218,,
9974,In vivo,CHEMBL624966,,,17582,N,1,Intermediate,1,,,BAO_0000218,,
9975,In vivo,CHEMBL624967,,,5031,N,1,Intermediate,1,,,BAO_0000218,,
9976,In vivo,CHEMBL624968,,,17764,N,1,Intermediate,1,,,BAO_0000218,,
9977,,CHEMBL624969,,,17720,N,1,Intermediate,1,,,BAO_0000218,,
9978,,CHEMBL624970,,,2862,N,1,Expert,1,,,BAO_0000218,,
9979,,CHEMBL624971,,,16423,N,1,Intermediate,1,,,BAO_0000218,,
9980,In vivo,CHEMBL624972,,,16423,N,1,Intermediate,1,,,BAO_0000218,,
9981,In vivo,CHEMBL624973,,,6005,N,1,Intermediate,1,,,BAO_0000218,,
9982,,CHEMBL624974,,,2938,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9983,In vivo,CHEMBL624975,,,6410,N,1,Intermediate,1,,,BAO_0000218,,
9984,In vivo,CHEMBL877492,,,6410,N,1,Intermediate,1,,,BAO_0000218,,
9985,In vivo,CHEMBL624976,,,6062,N,1,Intermediate,1,,,BAO_0000218,,
9986,In vivo,CHEMBL624977,,,6571,N,1,Intermediate,1,,,BAO_0000218,,
9987,,CHEMBL626848,,,3136,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9988,,CHEMBL626849,,,3136,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9989,,CHEMBL626850,,,3136,N,1,Intermediate,1,,,BAO_0000218,1969.0,
9990,In vivo,CHEMBL626851,,,4521,N,1,Intermediate,1,,,BAO_0000218,,
9991,In vivo,CHEMBL626852,,,5871,N,1,Intermediate,1,,,BAO_0000218,,
9992,In vivo,CHEMBL626853,,,6077,N,1,Intermediate,1,,,BAO_0000218,,
9993,In vivo,CHEMBL626854,,,6679,N,1,Intermediate,1,,,BAO_0000218,,
9994,,CHEMBL627486,,,5144,N,1,Intermediate,1,,,BAO_0000218,,
9995,In vivo,CHEMBL627487,,,4498,N,1,Intermediate,1,,,BAO_0000218,,
9996,In vivo,CHEMBL627488,,,4498,N,1,Intermediate,1,,,BAO_0000218,,
9997,In vivo,CHEMBL627489,,,1908,N,1,Intermediate,1,,,BAO_0000218,,
9998,In vivo,CHEMBL627490,,,6211,N,1,Intermediate,1,,,BAO_0000218,,
9999,In vivo,CHEMBL873829,,,5529,N,1,Intermediate,1,,,BAO_0000218,,
10000,In vivo,CHEMBL627655,,,6444,N,1,Intermediate,1,,,BAO_0000218,,
10001,In vivo,CHEMBL625994,,,6444,N,1,Intermediate,1,,,BAO_0000218,,
10002,In vivo,CHEMBL625995,,,6444,N,1,Intermediate,1,,,BAO_0000218,,
10003,,CHEMBL625996,,,5207,N,1,Intermediate,1,,,BAO_0000218,,
10004,In vitro,CHEMBL625850,,,530,N,1,Intermediate,1,,,BAO_0000218,1969.0,
10005,In vitro,CHEMBL625851,,,1116,N,1,Intermediate,1,,,BAO_0000218,1969.0,
10006,In vitro,CHEMBL625852,,,3219,N,1,Intermediate,1,,,BAO_0000218,,
10007,In vivo,CHEMBL625853,,,6109,N,1,Intermediate,1,,,BAO_0000218,,
10008,In vivo,CHEMBL625854,,,17582,N,1,Intermediate,1,,,BAO_0000218,,
10009,In vivo,CHEMBL874450,,,17582,N,1,Intermediate,1,,,BAO_0000218,,
10010,In vivo,CHEMBL625855,,,5974,N,1,Intermediate,1,,,BAO_0000218,,
10011,In vivo,CHEMBL625856,,,5974,N,1,Intermediate,1,,,BAO_0000218,,
10012,In vivo,CHEMBL625857,,,5974,N,1,Intermediate,1,,,BAO_0000218,,
10013,In vivo,CHEMBL873831,,,5974,N,1,Intermediate,1,,,BAO_0000218,,
10014,In vivo,CHEMBL625858,,,17853,N,1,Intermediate,1,,,BAO_0000218,,
10015,In vivo,CHEMBL625859,,,17853,N,1,Intermediate,1,,,BAO_0000218,,
10016,,CHEMBL625860,,,3457,N,1,Intermediate,1,,,BAO_0000218,,
10017,In vivo,CHEMBL625861,,,2792,N,1,Intermediate,1,,,BAO_0000218,,
10018,In vivo,CHEMBL625862,,,2792,N,1,Intermediate,1,,,BAO_0000218,,
