assay_id,relationship_type,description,variant_id,assay_organism,assay_type,src_assay_id,bao_format,doc_id,assay_test_type,assay_tax_id,confidence_score,curated_by,src_id,chembl_id,cell_id,tissue_id
8812,N,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL624364,,178.0
8813,N,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL624365,,178.0
8814,N,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL624366,,178.0
8815,N,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL624367,,178.0
8816,N,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL624368,,955.0
8817,N,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL624369,,955.0
8818,N,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 30 minutes after an intravenous injection is given (average of 2 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL624370,,955.0
8819,N,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL625069,,955.0
8820,N,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL625070,,955.0
8821,N,Biodistribution of radioligand [125I]-FIDA1 in heart of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL626051,,948.0
8822,N,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL626052,,948.0
8823,N,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 30 minutes after an intravenous injection is given (average of 2 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL626053,,948.0
8824,N,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL626054,,948.0
8825,N,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL626055,,948.0
8826,N,Biodistribution of radioligand [125I]FIDA1 in kidney of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL626056,,2113.0
8827,N,Biodistribution of radioligand [125I]-FIDA1 in kidney of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL626057,,2113.0
8828,N,Biodistribution of radioligand [125I]FIDA1 in kidney of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL625193,,2113.0
8829,N,Biodistribution of radioligand [125I]FIDA1 in kidney of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL625194,,2113.0
8830,N,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL625195,,2107.0
8831,N,Biodistribution of radioligand [125I]-FIDA1 in liver of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL625196,,2107.0
8832,N,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 30 minutes after an intravenous injection is given (average of 2 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL625197,,2107.0
8833,N,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL625198,,2107.0
8834,N,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL627929,,2107.0
8835,N,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL627074,,2048.0
8836,N,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL627075,,2048.0
8837,N,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 30 minutes after an intravenous injection is given (average of 2 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL627076,,2048.0
8838,N,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL627077,,2048.0
8839,N,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL627078,,2048.0
8840,N,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 120 minutes after an intravenous injection is given (average of 2 rats),,Rattus norvegicus,A,,BAO_0000218,11977,In vivo,10116.0,1,Intermediate,1,CHEMBL627079,,2385.0
8841,N,Half life (t1/2) determined at a dose 10 mg/kg administered intraperitoneally to mice,,Mus musculus,A,,BAO_0000218,4573,In vivo,10090.0,1,Intermediate,1,CHEMBL873824,,
8842,N,Half life in mouse plasma was determined at dose 25 mg/kg,,Mus musculus,A,,BAO_0000218,3132,In vivo,10090.0,1,Intermediate,1,CHEMBL627080,,1969.0
8843,N,Half life was determined,,Mus musculus,A,,BAO_0000218,17718,,10090.0,1,Intermediate,1,CHEMBL627081,,
8844,N,Half life in BALB/C mice at the dose of 20 mg/kg by i.v. administration,,Mus musculus,A,,BAO_0000218,17728,In vivo,10090.0,1,Intermediate,1,CHEMBL627082,,
8845,N,Half-life in male mice after 1 mg/kg intravenous dose,,Mus musculus,A,,BAO_0000218,5961,In vivo,10090.0,1,Intermediate,1,CHEMBL627083,,
8847,N,Half life in mice plasma,,Mus musculus,A,,BAO_0000218,17731,,10090.0,1,Intermediate,1,CHEMBL627085,,1969.0
8848,N,Half life in mouse,,Mus musculus,A,,BAO_0000218,17592,,10090.0,1,Intermediate,1,CHEMBL627086,,
8849,N,Half life in mouse plasma at dose 25 mg/kg,,Mus musculus,A,,BAO_0000218,3132,In vivo,10090.0,1,Intermediate,1,CHEMBL627087,,1969.0
8850,N,Half life when injected i.p. in mice at a dose of 50 mg/kg was determined,,Mus musculus,A,,BAO_0000218,17729,In vivo,10090.0,1,Intermediate,1,CHEMBL627088,,
8851,N,Half life when injected intravenously in mice at a dose of 20 mg/kg was determined,,Mus musculus,A,,BAO_0000218,17729,In vivo,10090.0,1,Intermediate,1,CHEMBL627089,,
8852,N,Half life when injected perorally in mice at a dose of 50 mg/kg was determined,,Mus musculus,A,,BAO_0000218,17729,In vivo,10090.0,1,Intermediate,1,CHEMBL627090,,
8853,N,Half life was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),,Mus musculus,A,,BAO_0000218,3277,In vivo,10090.0,1,Intermediate,1,CHEMBL627091,,
8854,N,"Half life was evaluated at 5 mg/kg of compound dose, administered perorally in mice",,Mus musculus,A,,BAO_0000218,3760,In vivo,10090.0,1,Intermediate,1,CHEMBL627092,,
8855,N,"Half life was evaluated at 50 mg/kg of compound dose, administered perorally in mice",,Mus musculus,A,,BAO_0000218,3760,In vivo,10090.0,1,Intermediate,1,CHEMBL876785,,
8856,N,Half-life by iv administration in mouse,,Mus musculus,A,,BAO_0000218,2862,In vivo,10090.0,1,Intermediate,1,CHEMBL627093,,
8857,N,Half-life by oral administration in mouse,,Mus musculus,A,,BAO_0000218,2862,In vivo,10090.0,1,Intermediate,1,CHEMBL627094,,
8858,N,Half-life in mice,,Mus musculus,A,,BAO_0000218,5980,,10090.0,1,Intermediate,1,CHEMBL627095,,
8859,N,Half-life using mouse brain homogenate,,Mus musculus,A,,BAO_0000218,6159,,10090.0,1,Intermediate,1,CHEMBL627096,,955.0
8860,N,Half-life was measured in mice,,Mus musculus,A,,BAO_0000218,6254,,10090.0,1,Intermediate,1,CHEMBL627097,,
8861,N,Half-life was measured in mouse after an iv dose of 1 mg/kg,,Mus musculus,A,,BAO_0000218,6062,In vivo,10090.0,1,Intermediate,1,CHEMBL627098,,
8862,N,Half-life period was determined in mouse blood,,Mus musculus,A,,BAO_0000218,1574,,10090.0,1,Intermediate,1,CHEMBL627099,,178.0
8863,N,"Half-times of inhibition of PEP in in an ex vivo enzyme studies, using mice brain",,Mus musculus,A,,BAO_0000218,56,,10090.0,1,Intermediate,1,CHEMBL627100,,955.0
8864,N,Plasma half life in mouse,,Mus musculus,A,,BAO_0000218,993,,10090.0,1,Intermediate,1,CHEMBL627101,,1969.0
8865,N,Stability of the peptide in the presence of mouse serum,,Mus musculus,A,,BAO_0000218,6652,,10090.0,1,Intermediate,1,CHEMBL627102,,
8866,N,Terminal half life of compound was determined in mouse,,Mus musculus,A,,BAO_0000218,17852,,10090.0,1,Intermediate,1,CHEMBL627103,,
8867,N,Terminal half life was evaluated in mice after intravenous administration,,Mus musculus,A,,BAO_0000218,2675,In vivo,10090.0,1,Intermediate,1,CHEMBL627104,,
8868,N,Terminal half life was evaluated in mice after oral administration,,Mus musculus,A,,BAO_0000218,2675,In vivo,10090.0,1,Intermediate,1,CHEMBL627105,,
8869,N,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 5.,,Mus musculus,A,,BAO_0000218,499,,10090.0,1,Intermediate,1,CHEMBL876786,,
8870,N,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 7.,,Mus musculus,A,,BAO_0000218,499,,10090.0,1,Intermediate,1,CHEMBL873825,,
8871,N,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 7; ND means no data,,Mus musculus,A,,BAO_0000218,499,,10090.0,1,Intermediate,1,CHEMBL627106,,
8872,N,half life period is evaluated by administering intravenously at 25 mg/kg in mice,,Mus musculus,A,,BAO_0000218,14239,In vivo,10090.0,1,Intermediate,1,CHEMBL626336,,
8873,N,"Half life beta(2,4,6,8h) value was determined at a dose of 200 mg/kg (i.p.) in Mice",,Mus musculus,A,,BAO_0000218,5506,In vivo,10090.0,1,Intermediate,1,CHEMBL877462,,
8874,N,"Half life beta(2,4,6,8h) value was determined at a dose of 200 mg/kg (i.p.) in Mice; NC: not calculable",,Mus musculus,A,,BAO_0000218,5506,In vivo,10090.0,1,Intermediate,1,CHEMBL626337,,
8875,N,Half life after intraperitoneal administration of 100 mg/kg in mice,,Mus musculus,A,,BAO_0000218,17734,,10090.0,1,Intermediate,1,CHEMBL626338,,
8876,N,Half life in BALB/C mice at the dose of 20 mg/kg by i.p. administration,,Mus musculus,A,,BAO_0000218,17728,In vivo,10090.0,1,Intermediate,1,CHEMBL626339,,
8877,N,Half life in BALB/C mice at the dose of 20 mg/kg by i.v. administration,,Mus musculus,A,,BAO_0000218,17728,In vivo,10090.0,1,Intermediate,1,CHEMBL626340,,
8878,N,Half life in BALB/C mice at the dose of 20 mg/kg by p.o. administration,,Mus musculus,A,,BAO_0000218,17728,In vivo,10090.0,1,Intermediate,1,CHEMBL625377,,
8879,N,Half life in BALB/C mice at the dose of 50 mg/kg by i.p. administration,,Mus musculus,A,,BAO_0000218,17728,In vivo,10090.0,1,Intermediate,1,CHEMBL625378,,
8880,N,Half life in BALB/C mice at the dose of 50 mg/kg by p.o. administration,,Mus musculus,A,,BAO_0000218,17728,In vivo,10090.0,1,Intermediate,1,CHEMBL625379,,
8881,U,Metabolism of compound in mini pig S9 microsomes ('+''indicates <20% largest observed peak),,Sus scrofa,A,,BAO_0000251,14294,,9823.0,0,Autocuration,1,CHEMBL625380,,
8882,U,Metabolism of compound in mini pig S9 microsomes ('++++' indicates largest observed peak),,Sus scrofa,A,,BAO_0000251,14294,,9823.0,0,Autocuration,1,CHEMBL625381,,
8883,U,Stability to porcine renal DHP-I,,Sus scrofa,A,,BAO_0000019,6056,,9823.0,0,Autocuration,1,CHEMBL625382,,
8884,U,Compound was tested for its half-life period at an intravenous dose of 30 ug/kg,,Sus scrofa,A,,BAO_0000218,1317,In vivo,9823.0,0,Autocuration,1,CHEMBL873828,,
8885,U,Compound was tested for its half-life period at an intravenous dose of 3 ug/kg,,Sus scrofa,A,,BAO_0000218,1317,In vivo,9823.0,0,Autocuration,1,CHEMBL625383,,
8886,U,Half-life of the parent prodrug in porcine esterase solution,,Sus scrofa,A,,BAO_0000019,5229,,9823.0,0,Autocuration,1,CHEMBL625384,,
8887,U,"First order rate constant, k was determined in in pig liver Esterase",,Sus scrofa,A,,BAO_0000019,4231,,9823.0,0,Autocuration,1,CHEMBL625385,,
8888,U,Half life of the in pig liver Esterase,,Sus scrofa,A,,BAO_0000221,4231,,9823.0,0,Autocuration,1,CHEMBL625386,,2107.0
8889,U,Tested for half life period at 37 degree Celsius in PBS buffer at 11.8 pH containing porcine liver esterase,,Sus scrofa,A,,BAO_0000221,5318,,9823.0,0,Autocuration,1,CHEMBL623571,,2107.0
8890,U,Tested for half life period at 37 degree Celsius in PBS buffer at 7.3 pH containing porcine liver esterase,,Sus scrofa,A,,BAO_0000221,5318,,9823.0,0,Autocuration,1,CHEMBL623572,,2107.0
8891,U,Tested for half life period at 37 degree Celsius in PBS buffer at 7.3 pH in containing porcine liver esterase,,Sus scrofa,A,,BAO_0000221,5318,,9823.0,0,Autocuration,1,CHEMBL623573,,2107.0
8892,U,Compound was evaluated for esterase half-life (t 1/2) period using Pig Liver Esterase (PLE) assay,,Sus scrofa,A,,BAO_0000221,3305,,9823.0,0,Autocuration,1,CHEMBL623574,,2107.0
8893,U,Compound was evaluated for esterase half-life (t 1/2) period using Pig Liver Esterase (PLE) assay; ND is not determined,,Sus scrofa,A,,BAO_0000221,3305,,9823.0,0,Autocuration,1,CHEMBL623575,,2107.0
8894,U,Half-life in the presence of pig liver esterase(PLE) was evaluated.,,Sus scrofa,A,,BAO_0000221,2842,,9823.0,0,Autocuration,1,CHEMBL623749,,2107.0
8895,U,Half-life in the presence of pig liver esterase(PLE) was evaluated; Stable,,Sus scrofa,A,,BAO_0000221,2842,,9823.0,0,Autocuration,1,CHEMBL623750,,2107.0
8896,U,Half-life in vitro in pig liver,,Sus scrofa,A,,BAO_0000221,889,In vitro,9823.0,0,Autocuration,1,CHEMBL623751,,2107.0
8897,U,Half-life time was determined for esterase-catalyzed hydrolysis of the phenol ester bond in porcine liver esterase,,Sus scrofa,A,,BAO_0000221,1904,,9823.0,0,Autocuration,1,CHEMBL623752,,2107.0
8898,N,Maximum concentration in rat plasma after administration of 50 mg/kg dose through subcutaneous route,,Rattus norvegicus,A,,BAO_0000218,4186,In vivo,10116.0,1,Intermediate,1,CHEMBL623753,,1969.0
8899,N,Maximum concentration in rat plasma at 30 mg/Kg upon oral administration.,,Rattus norvegicus,A,,BAO_0000218,2774,In vivo,10116.0,1,Intermediate,1,CHEMBL623754,,1969.0
8900,N,Maximum concentration in rat plasma was determined,,Rattus norvegicus,A,,BAO_0000218,1742,In vivo,10116.0,1,Intermediate,1,CHEMBL623755,,1969.0
8901,N,Maximum concentration in rats,,Rattus norvegicus,A,,BAO_0000218,3169,In vivo,10116.0,1,Intermediate,1,CHEMBL623756,,
8902,N,Maximum concentration in rats at 1-2 hours,,Rattus norvegicus,A,,BAO_0000218,3169,In vivo,10116.0,1,Intermediate,1,CHEMBL623757,,
8903,N,Maximum concentration in rats at 1 hr was determined when dosed at 20 mg/Kg perorally,,Rattus norvegicus,A,,BAO_0000218,2081,In vivo,10116.0,1,Intermediate,1,CHEMBL623758,,
8904,N,Maximum concentration in whole brain at 30 min following 24 mg/kg subcutaneous dose in rats,,Rattus norvegicus,A,,BAO_0000218,3307,In vivo,10116.0,1,Intermediate,1,CHEMBL623759,,955.0
8905,N,Maximum concentration at the dose of 2 mg/kg in rat,,Rattus norvegicus,A,,BAO_0000218,4727,In vivo,10116.0,1,Intermediate,1,CHEMBL623760,,
8906,N,Maximum concentration was evaluated in rats,,Rattus norvegicus,A,,BAO_0000218,6597,In vivo,10116.0,1,Intermediate,1,CHEMBL623761,,
8907,N,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 10 mg/kg to a fasting rat,,Rattus norvegicus,A,,BAO_0000218,16365,In vivo,10116.0,1,Intermediate,1,CHEMBL623762,,1969.0
8908,N,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 1 mg/kg to a fasting rat,,Rattus norvegicus,A,,BAO_0000218,16365,In vivo,10116.0,1,Intermediate,1,CHEMBL877594,,1969.0
8909,N,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 30 mg/kg,,Rattus norvegicus,A,,BAO_0000218,16365,In vivo,10116.0,1,Intermediate,1,CHEMBL623763,,1969.0
8910,N,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 3 mg/kg,,Rattus norvegicus,A,,BAO_0000218,16365,In vivo,10116.0,1,Intermediate,1,CHEMBL623764,,1969.0
8911,N,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 3 mg/kg to a fasting rat,,Rattus norvegicus,A,,BAO_0000218,16365,In vivo,10116.0,1,Intermediate,1,CHEMBL623765,,1969.0
8912,N,Maximum concentration value was evaluated for high sustained blood levels in rat after 1 hr of administration,,Rattus norvegicus,A,,BAO_0000218,2591,In vivo,10116.0,1,Intermediate,1,CHEMBL623766,,178.0
8913,N,Maximum concentration value was evaluated for high sustained blood levels in rat after 2 hr of administration,,Rattus norvegicus,A,,BAO_0000218,2591,In vivo,10116.0,1,Intermediate,1,CHEMBL623767,,178.0
8914,N,Maximum concentration value was evaluated for high sustained blood levels in rat after 30 min of administration,,Rattus norvegicus,A,,BAO_0000218,2591,In vivo,10116.0,1,Intermediate,1,CHEMBL623768,,178.0
8915,N,Maximum plasma concentration (Cmax) of compound (19.2 mg/kg) after po administration was determined Sprague-Dawley rat,,Rattus norvegicus,A,,BAO_0000218,5978,In vivo,10116.0,1,Intermediate,1,CHEMBL623769,,1969.0
8916,N,Maximum plasma concentration (Cmax) of compound (19.76 mg/kg) after po administration was determined Sprague-Dawley rat,,Rattus norvegicus,A,,BAO_0000218,5978,In vivo,10116.0,1,Intermediate,1,CHEMBL623770,,1969.0
8917,N,Maximum plasma concentration (Cmax) of compound (20.73 mg/kg) after po administration was determined Sprague-Dawley rat,,Rattus norvegicus,A,,BAO_0000218,5978,In vivo,10116.0,1,Intermediate,1,CHEMBL623771,,1969.0
8918,N,Maximum plasma concentration (Cmax) of compound (25 mg/kg) after po administration was determined Sprague-Dawley rat,,Rattus norvegicus,A,,BAO_0000218,5978,In vivo,10116.0,1,Intermediate,1,CHEMBL623772,,1969.0
8919,N,Maximum plasma concentration (Cmax) of compound (9.83 mg/kg) after iv administration was determined Sprague-Dawley rat,,Rattus norvegicus,A,,BAO_0000218,5978,In vivo,10116.0,1,Intermediate,1,CHEMBL623773,,1969.0
8920,N,Maximum plasma concentration (Cmax) of compound (9.84 mg/kg) after iv administration was determined Sprague-Dawley rat,,Rattus norvegicus,A,,BAO_0000218,5978,In vivo,10116.0,1,Intermediate,1,CHEMBL623774,,1969.0
8921,N,Maximum plasma concentration (Cmax) of compound (9.92 mg/kg) after iv administration was determined Sprague-Dawley rat,,Rattus norvegicus,A,,BAO_0000218,5978,In vivo,10116.0,1,Intermediate,1,CHEMBL623775,,1969.0
8922,N,Cmax in rat (PO dose),,Rattus norvegicus,A,,BAO_0000218,14465,In vivo,10116.0,1,Intermediate,1,CHEMBL623776,,
8923,N,Maximum plasma concentration determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,Rattus norvegicus,A,,BAO_0000218,4723,In vivo,10116.0,1,Intermediate,1,CHEMBL622191,,1969.0
8924,N,Maximum plasma concentration determined after 3 mg/kg oral administration in potassium oxonate treated rats,,Rattus norvegicus,A,,BAO_0000218,4723,In vivo,10116.0,1,Intermediate,1,CHEMBL622192,,1969.0
8925,N,Maximum plasma concentration determined in rat,,Rattus norvegicus,A,,BAO_0000218,4576,In vivo,10116.0,1,Intermediate,1,CHEMBL622193,,1969.0
8926,N,Maximum plasma concentration for the compound in solution form (formulation) was determined in rats at peroral dose of 5 mg/kg,,Rattus norvegicus,A,,BAO_0000218,12873,In vivo,10116.0,1,Intermediate,1,CHEMBL622194,,1969.0
8927,N,Maximum plasma concentration for the compound in suspension form (formulation) was determined in rats at peroral dose of 5 mg/kg,,Rattus norvegicus,A,,BAO_0000218,12873,In vivo,10116.0,1,Intermediate,1,CHEMBL622195,,1969.0
8928,N,Maximum plasma concentration in rat,,Rattus norvegicus,A,,BAO_0000218,6824,In vivo,10116.0,1,Intermediate,1,CHEMBL622196,,1969.0
8929,N,Maximum plasma concentration measured after intravenous bolus administration of 50 mg/kg of compound to rats,,Rattus norvegicus,A,,BAO_0000218,17065,In vivo,10116.0,1,Intermediate,1,CHEMBL622197,,1969.0
8930,N,Maximum plasma concentration of compound present in rats at the dose of 37 mg/kg in 15 min,,Rattus norvegicus,A,,BAO_0000218,2932,In vivo,10116.0,1,Intermediate,1,CHEMBL622198,,1969.0
8931,N,Maximum plasma concentration of compound present in rats at the dose of 38 mg/kg in 15 min,,Rattus norvegicus,A,,BAO_0000218,2932,In vivo,10116.0,1,Intermediate,1,CHEMBL622199,,1969.0
8932,N,Maximum plasma concentration of compound was measured in rat,,Rattus norvegicus,A,,BAO_0000218,2879,In vivo,10116.0,1,Intermediate,1,CHEMBL622200,,1969.0
8933,N,Maximum plasma concentration after 20 mg/kg oral administration in rat,,Rattus norvegicus,A,,BAO_0000218,2864,In vivo,10116.0,1,Intermediate,1,CHEMBL622201,,1969.0
8934,N,Maximum plasma concentration after oral administration to rats,,Rattus norvegicus,A,,BAO_0000218,16367,In vivo,10116.0,1,Intermediate,1,CHEMBL623990,,1969.0
8935,N,Maximum plasma concentration at a concentration of 15 mg/kg perorally in rats along with 100 mg/kg of compound 11,,Rattus norvegicus,A,,BAO_0000218,17717,In vivo,10116.0,1,Intermediate,1,CHEMBL623991,,1969.0
8936,N,"Maximum plasma concentration at a concentration of 3 mg/kg in rats, intravenously",,Rattus norvegicus,A,,BAO_0000218,17717,In vivo,10116.0,1,Intermediate,1,CHEMBL623992,,1969.0
8937,N,Maximum plasma concentration at a concentration of 60 mg/kg perorally in rats along with 100 mg/kg of compound 11,,Rattus norvegicus,A,,BAO_0000218,17717,In vivo,10116.0,1,Intermediate,1,CHEMBL623993,,1969.0
8938,N,Maximum plasma concentration at a concentration of 60 mg/kg perorally in rats along with control,,Rattus norvegicus,A,,BAO_0000218,17717,In vivo,10116.0,1,Intermediate,1,CHEMBL623994,,1969.0
8939,N,Maximum plasma concentration at a dose of 100 mg/kg in Rat Plasma after iv administration,,Rattus norvegicus,F,,BAO_0000218,17720,In vivo,10116.0,1,Intermediate,1,CHEMBL623995,,1969.0
8940,N,Maximum plasma concentration at a dose of 4 mg/kg in Rat Plasma after iv administration,,Rattus norvegicus,F,,BAO_0000218,17720,In vivo,10116.0,1,Intermediate,1,CHEMBL623996,,1969.0
8941,N,Maximum plasma concentration at a dose of 50 mg/kg in Rat Plasma after iv administration,,Rattus norvegicus,F,,BAO_0000218,17720,In vivo,10116.0,1,Intermediate,1,CHEMBL623997,,1969.0
8942,N,Maximum plasma concentration dosed orally in rats,,Rattus norvegicus,A,,BAO_0000218,4516,In vivo,10116.0,1,Intermediate,1,CHEMBL623998,,1969.0
8943,N,Maximum plasma concentration dosed orally in rats after 6 hours,,Rattus norvegicus,A,,BAO_0000218,4516,In vivo,10116.0,1,Intermediate,1,CHEMBL623999,,1969.0
8944,N,Maximum plasma concentration dosed orally in rats after 6 hours; ND is not detected,,Rattus norvegicus,A,,BAO_0000218,4516,In vivo,10116.0,1,Intermediate,1,CHEMBL624000,,1969.0
8945,N,Maximum plasma concentration at a 1 mg/kg oral dose in female Sprague-Dawley rats,,Rattus norvegicus,A,,BAO_0000218,5199,In vivo,10116.0,1,Intermediate,1,CHEMBL624001,,1969.0
8946,N,Maximum plasma concentration in rat after po administration,,Rattus norvegicus,A,,BAO_0000218,17538,In vivo,10116.0,1,Intermediate,1,CHEMBL624002,,1969.0
8947,N,"Maximum plasma concentration in rats at 10 mg/kg, p.o. dose",,Rattus norvegicus,A,,BAO_0000218,6685,In vivo,10116.0,1,Intermediate,1,CHEMBL624003,,1969.0
8948,N,"Maximum plasma concentration in rats at 20mg/kg, i.p. dose",,Rattus norvegicus,A,,BAO_0000218,6685,In vivo,10116.0,1,Intermediate,1,CHEMBL624004,,1969.0
8949,N,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,Rattus norvegicus,A,,BAO_0000218,16434,,10116.0,1,Intermediate,1,CHEMBL624005,,948.0
8950,N,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,Rattus norvegicus,A,,BAO_0000218,16434,,10116.0,1,Intermediate,1,CHEMBL624006,,948.0
8951,N,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,Rattus norvegicus,A,,BAO_0000218,16434,,10116.0,1,Intermediate,1,CHEMBL624007,,948.0
8952,N,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,Rattus norvegicus,A,,BAO_0000218,16434,,10116.0,1,Intermediate,1,CHEMBL624008,,948.0
8953,N,Radioactivity distribution in heart of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,Rattus norvegicus,A,,BAO_0000218,16434,,10116.0,1,Intermediate,1,CHEMBL624009,,948.0
