ASSI,ASSSUBCEFRA,ASCT,ASST,CONFSC,CURAB,ASSTTY,DI,ASSOR,BAFO,CEI,ASSTIS,ASSCA,VARII,Ti,SRI,RELATIT,SRASI,CHI,TISI
8158,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Muscle tissue,,,50597,1,N,,CHEMBL621266,2385.0
8159,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Muscle tissue,,,50597,1,N,,CHEMBL621267,2385.0
8160,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Muscle tissue,,,50597,1,N,,CHEMBL621268,2385.0
8161,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Muscle tissue,,,50597,1,N,,CHEMBL621269,2385.0
8162,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Muscle tissue,,,50597,1,N,,CHEMBL621270,2385.0
8163,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Muscle tissue,,,50597,1,N,,CHEMBL621271,2385.0
8164,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Muscle tissue,,,50597,1,N,,CHEMBL621272,2385.0
8165,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Muscle tissue,,,50597,1,N,,CHEMBL621273,2385.0
8166,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Muscle tissue,,,50597,1,N,,CHEMBL621274,2385.0
8167,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Muscle tissue,,,50597,1,N,,CHEMBL876495,2385.0
8168,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Muscle tissue,,,50597,1,N,,CHEMBL621275,2385.0
8169,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Muscle tissue,,,50597,1,N,,CHEMBL621276,2385.0
8170,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Muscle tissue,,,50597,1,N,,CHEMBL621277,2385.0
8171,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Intestine,,,50597,1,N,,CHEMBL621278,160.0
8172,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Intestine,,,50597,1,N,,CHEMBL621279,160.0
8173,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Intestine,,,50597,1,N,,CHEMBL621280,160.0
8174,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Spleen,,,50597,1,N,,CHEMBL621281,2106.0
8175,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Spleen,,,50597,1,N,,CHEMBL621282,2106.0
8176,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Spleen,,,50597,1,N,,CHEMBL621283,2106.0
8177,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Spleen,,,50597,1,N,,CHEMBL621284,2106.0
8178,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Spleen,,,50597,1,N,,CHEMBL621285,2106.0
8179,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Spleen,,,50597,1,N,,CHEMBL621286,2106.0
8180,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Spleen,,,50597,1,N,,CHEMBL623220,2106.0
8181,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Spleen,,,50597,1,N,,CHEMBL623221,2106.0
8182,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Spleen,,,50597,1,N,,CHEMBL876029,2106.0
8183,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Stomach,,,50597,1,N,,CHEMBL623222,945.0
8184,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Stomach,,,50597,1,N,,CHEMBL623223,945.0
8185,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Stomach,,,50597,1,N,,CHEMBL621445,945.0
8186,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Blood,,,50597,1,N,,CHEMBL621446,178.0
8187,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Blood,,,50597,1,N,,CHEMBL621447,178.0
8188,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Blood,,,50597,1,N,,CHEMBL619681,178.0
8189,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Blood,,,50597,1,N,,CHEMBL619682,178.0
8190,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Blood,,,50597,1,N,,CHEMBL619683,178.0
8191,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Brain,,,50597,1,N,,CHEMBL619684,955.0
8192,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Brain,,,50597,1,N,,CHEMBL619685,955.0
8193,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Brain,,,50597,1,N,,CHEMBL619686,955.0
8194,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Brain,,,50597,1,N,,CHEMBL619687,955.0
8195,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Brain,,,50597,1,N,,CHEMBL619688,955.0
8196,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL619689,948.0
8197,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL619690,948.0
8198,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL619691,948.0
8199,,,A,1,Intermediate,In vivo,6062,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL619692,
8200,,,A,1,Expert,,3598,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL619693,
8201,,,A,1,Intermediate,In vivo,1908,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL619694,
8202,,,A,1,Intermediate,In vivo,17596,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL619695,
8203,,,A,1,Intermediate,In vivo,4891,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL619696,
8204,,,A,1,Intermediate,In vivo,740,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL619697,
8205,,,A,1,Intermediate,In vivo,16366,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL619698,
8206,,,A,1,Intermediate,In vivo,3364,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL619699,
8207,,,A,1,Intermediate,In vivo,2552,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL619700,
8208,,,A,1,Intermediate,In vivo,406,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL619701,
8209,,,A,1,Intermediate,In vivo,12500,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL619702,
8210,,,A,1,Intermediate,In vivo,12500,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620335,
8211,,,A,1,Intermediate,In vivo,5656,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620336,
8212,,,A,1,Intermediate,In vivo,17671,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620337,
8213,,,A,1,Intermediate,In vivo,1094,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620520,
8214,,,A,1,Intermediate,In vivo,5833,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620521,
8215,,,A,1,Intermediate,In vivo,5939,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL875825,
8216,,,A,1,Intermediate,In vivo,5939,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620522,
8217,,,A,1,Intermediate,In vivo,6005,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620523,
8218,,,A,1,Intermediate,In vivo,1696,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620524,
8219,,,A,1,Intermediate,In vivo,6672,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620525,
8220,,,A,1,Intermediate,In vivo,6673,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620526,
8221,,,A,1,Intermediate,In vivo,5871,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620527,
8222,,,A,1,Intermediate,In vivo,6803,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620528,
8223,,,A,1,Intermediate,In vivo,5199,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620529,
8224,,,A,1,Intermediate,,4727,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620530,
8225,,,A,1,Intermediate,In vivo,16367,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620531,
8226,,,A,0,Intermediate,In vivo,5005,Macaca mulatta,BAO_0000218,,,,,22224,1,U,,CHEMBL620532,
8227,,,A,0,Intermediate,In vivo,5005,Rattus norvegicus,BAO_0000218,,,,,22224,1,U,,CHEMBL620533,
8228,,,A,0,Intermediate,In vivo,5005,Rattus norvegicus,BAO_0000218,,,,,22224,1,U,,CHEMBL620534,
8229,,,A,1,Intermediate,In vivo,15765,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620535,
8230,,,A,1,Intermediate,In vivo,2792,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL875826,
8231,,,A,1,Intermediate,In vivo,2792,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620536,
8232,,,A,1,Intermediate,In vivo,5334,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620537,
8233,,,A,1,Intermediate,In vivo,5334,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618526,
8234,,,A,1,Intermediate,In vivo,5739,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618527,
8235,,,A,1,Intermediate,In vivo,5789,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618528,
8236,,,A,1,Intermediate,In vivo,4239,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618529,
8237,,,A,1,Intermediate,In vivo,4709,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618530,
8238,,,A,1,Intermediate,In vivo,6642,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618531,
8239,,,A,1,Intermediate,In vivo,5247,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618532,
8240,,,F,1,Intermediate,In vivo,17720,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618533,
8241,,,A,1,Intermediate,In vivo,17686,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618534,
8242,,,A,1,Intermediate,In vivo,4689,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618535,
8243,,,A,1,Intermediate,In vivo,5654,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618536,
8244,,,A,1,Intermediate,In vivo,5654,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618537,
8245,,,A,1,Intermediate,In vivo,4527,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618538,
8246,,,A,1,Intermediate,In vivo,4521,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618539,
8247,,,A,1,Intermediate,In vivo,6057,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618540,
8248,,,A,1,Intermediate,In vivo,5510,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618541,
8249,,,A,1,Intermediate,In vivo,2938,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618542,
8250,,,A,1,Intermediate,In vivo,6679,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622544,
8251,,,A,1,Intermediate,In vivo,6685,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622545,
8252,,,A,1,Intermediate,In vivo,6685,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622546,
8253,,,A,1,Intermediate,In vivo,6685,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622547,
8254,,,A,1,Intermediate,In vivo,5145,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622548,
8255,,,A,1,Intermediate,In vivo,6467,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622549,
8256,,,A,1,Intermediate,In vivo,6467,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622550,
8257,,,A,1,Intermediate,,15115,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL622551,
8258,,,A,1,Intermediate,,8758,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622552,
8259,,,A,1,Intermediate,,8758,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622553,
8260,,,F,0,Autocuration,In vivo,8267,,BAO_0000218,,,,,22224,1,U,,CHEMBL622554,
8261,,,A,1,Intermediate,,8267,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL622555,
8262,,,A,1,Intermediate,,14239,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL622556,
8263,,,A,1,Intermediate,,14239,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL622557,
8264,,,A,1,Intermediate,,10754,Mus musculus,BAO_0000218,,Blood,,,50594,1,N,,CHEMBL622558,178.0
8265,,,A,1,Intermediate,,10754,Mus musculus,BAO_0000218,,Blood,,,50594,1,N,,CHEMBL622559,178.0
8266,,,A,1,Intermediate,,10754,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL622560,
8267,,,A,1,Intermediate,,14681,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622561,
8268,,,A,1,Intermediate,,14681,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622562,
8269,,,A,1,Intermediate,,14681,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622563,
8270,,,A,0,Autocuration,,13118,,BAO_0000019,,,,,22224,1,U,,CHEMBL622564,
8271,,,A,0,Autocuration,,13118,,BAO_0000019,,,,,22224,1,U,,CHEMBL622565,
8272,,,A,1,Intermediate,,13318,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL622566,
8273,,,A,1,Intermediate,,13318,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL624515,
8274,,,A,1,Intermediate,,13318,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL624516,
8275,,,A,0,Autocuration,,15692,,BAO_0000019,,,,,22224,1,U,,CHEMBL624517,
8276,,,A,1,Intermediate,,14839,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL624518,
8277,,,A,1,Intermediate,,14839,Macaca fascicularis,BAO_0000218,,,,,100710,1,N,,CHEMBL624519,
8278,,,A,1,Intermediate,,14839,Macaca fascicularis,BAO_0000218,,,,,100710,1,N,,CHEMBL624520,
8279,,,A,1,Intermediate,,14839,Macaca fascicularis,BAO_0000218,,,,,100710,1,N,,CHEMBL624521,
8280,,,A,1,Intermediate,,14839,Macaca fascicularis,BAO_0000218,,,,,100710,1,N,,CHEMBL624522,
8281,,,A,1,Intermediate,,14839,Macaca fascicularis,BAO_0000218,,,,,100710,1,N,,CHEMBL624523,
8282,,,A,1,Intermediate,,14839,Macaca fascicularis,BAO_0000218,,,,,100710,1,N,,CHEMBL624409,
8283,,,A,1,Intermediate,,14839,Macaca fascicularis,BAO_0000218,,,,,100710,1,N,,CHEMBL624410,
8284,,,A,1,Intermediate,,14839,Macaca fascicularis,BAO_0000218,,,,,100710,1,N,,CHEMBL624411,
8285,,,A,1,Intermediate,,14839,Macaca fascicularis,BAO_0000218,,,,,100710,1,N,,CHEMBL623531,
8286,,,A,1,Intermediate,,14839,Macaca fascicularis,BAO_0000218,,,,,100710,1,N,,CHEMBL623532,
8287,,,A,1,Intermediate,,14839,Macaca fascicularis,BAO_0000218,,,,,100710,1,N,,CHEMBL623533,
8288,,,A,1,Intermediate,,14839,Macaca fascicularis,BAO_0000218,,,,,100710,1,N,,CHEMBL623534,
8289,,,A,1,Intermediate,,14839,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL623535,
8290,,,A,1,Intermediate,,14839,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL623536,
8291,,,A,1,Intermediate,,14839,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL623537,
8292,,,A,1,Intermediate,,14839,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL623538,
8293,,,A,1,Intermediate,,14839,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL623539,
8294,,,A,1,Intermediate,,14839,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL623540,
8295,,,A,1,Intermediate,,14839,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL623541,
8296,,,A,1,Intermediate,,14839,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL623542,
8297,,,A,1,Intermediate,,14839,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL623543,
8298,,,A,1,Intermediate,,14839,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL623544,
8299,,,A,1,Intermediate,,14839,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL623545,
8300,,,A,1,Intermediate,,14839,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL623546,
8301,,,A,1,Intermediate,In vivo,5408,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL623547,1969.0
8302,,,A,1,Intermediate,In vivo,6827,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623548,
8303,Microsomes,,A,1,Intermediate,In vitro,17538,Rattus norvegicus,BAO_0000218,,Liver,,,50597,1,N,,CHEMBL623549,2107.0
8304,Microsomes,,A,1,Intermediate,In vitro,6331,Rattus norvegicus,BAO_0000218,,Liver,,,50597,1,N,,CHEMBL623550,2107.0
8305,,Hepatocyte,A,1,Intermediate,In vitro,5948,Rattus norvegicus,BAO_0000218,401.0,Liver,,,50597,1,N,,CHEMBL875276,2107.0
8306,,,A,1,Intermediate,In vivo,4026,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621872,
8307,,,A,1,Intermediate,In vivo,6647,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621873,
8308,,,A,1,Intermediate,In vivo,1696,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621874,
8309,,,A,1,Intermediate,In vivo,6597,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621875,
8310,,,A,1,Intermediate,In vivo,347,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621876,
8311,,,A,1,Intermediate,In vivo,16423,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621877,
8312,,,A,1,Intermediate,In vivo,2879,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621878,
8313,,,A,1,Intermediate,In vivo,4883,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621879,
8314,,,A,1,Intermediate,In vivo,5328,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL621880,1969.0
8315,,,A,1,Intermediate,In vivo,5160,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621881,
8316,,,A,1,Intermediate,In vivo,17582,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621882,
8317,,,A,1,Intermediate,In vivo,17651,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL875283,
8318,,,A,1,Intermediate,In vivo,17651,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621883,
8319,,,A,1,Intermediate,In vivo,6596,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621884,
8320,,,A,1,Intermediate,In vivo,4796,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621885,
8321,,,A,1,Intermediate,In vivo,6850,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621886,
8322,,,A,1,Intermediate,In vivo,5932,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL621887,1969.0
8323,,,A,1,Intermediate,In vivo,3371,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621888,
8324,,,A,1,Intermediate,In vivo,2083,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621889,
8325,,,A,1,Intermediate,In vivo,4942,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621890,
8326,Microsomes,,A,1,Intermediate,In vitro,6838,Rattus norvegicus,BAO_0000218,,Liver,,,50597,1,N,,CHEMBL621891,2107.0
8327,,,A,1,Intermediate,In vivo,5353,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621892,
8328,,,A,1,Intermediate,In vivo,6641,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621893,
8329,,,A,1,Intermediate,In vivo,6641,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621894,
8330,,,A,1,Intermediate,In vivo,6641,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621895,
8331,,,A,1,Intermediate,In vivo,6444,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL875284,
8332,,,A,1,Intermediate,In vivo,6444,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618699,
8333,,,A,1,Intermediate,In vivo,6444,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618700,
8334,,,A,1,Intermediate,In vivo,6211,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618701,
8335,,,A,1,Intermediate,In vivo,12873,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL876600,1969.0
8336,,,A,1,Intermediate,In vivo,6570,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618702,
8337,,,A,1,Intermediate,In vivo,3341,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618703,
8338,,,A,1,Intermediate,In vivo,4891,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618704,
8339,,,A,1,Intermediate,In vivo,1094,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL618705,1969.0
8340,,,A,1,Intermediate,In vivo,2938,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618706,
8341,,,A,1,Intermediate,In vivo,17853,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618707,
8342,,,A,1,Intermediate,In vivo,6049,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL618708,1969.0
8343,,,A,1,Intermediate,In vivo,5789,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618709,
8344,,,A,1,Intermediate,In vivo,4514,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618710,
8345,,,A,1,Intermediate,In vivo,6448,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618711,
8346,,,A,1,Intermediate,In vivo,6062,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618712,
8347,,,A,1,Intermediate,In vivo,5710,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618713,
8348,,,A,1,Intermediate,In vivo,4709,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618714,
8349,,,A,1,Intermediate,In vivo,4521,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618715,
8350,,,A,1,Intermediate,In vivo,1742,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618716,
8351,,,A,1,Intermediate,In vivo,6057,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL876601,
8352,,,A,1,Intermediate,In vivo,6057,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618717,
8353,,,A,1,Intermediate,In vivo,5145,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618718,
8354,,,A,1,Intermediate,In vivo,5833,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618719,
8355,,,A,1,Intermediate,In vivo,6453,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618720,
8356,,,A,1,Intermediate,In vivo,6640,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618721,
8357,,,A,1,Intermediate,In vivo,6305,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621477,
8358,,,A,1,Intermediate,In vivo,6642,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621478,
8359,,,A,1,Intermediate,In vivo,5472,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621479,
8360,,,A,1,Intermediate,In vivo,5472,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621480,
8361,,,A,1,Intermediate,In vivo,5144,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621481,
8362,,,A,1,Intermediate,In vivo,6685,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621482,
8363,,,A,1,Intermediate,In vivo,6685,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621483,
8364,,,A,1,Intermediate,In vivo,6685,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621484,
8365,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621485,948.0
8366,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621486,948.0
8367,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Intestine,,,50597,1,N,,CHEMBL621487,160.0
8368,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Intestine,,,50597,1,N,,CHEMBL621488,160.0
8369,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Intestine,,,50597,1,N,,CHEMBL621489,160.0
8370,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Intestine,,,50597,1,N,,CHEMBL621490,160.0
8371,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Intestine,,,50597,1,N,,CHEMBL621491,160.0
8372,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Kidney,,,50597,1,N,,CHEMBL621492,2113.0
8373,,,A,1,Intermediate,In vivo,13950,Rattus norvegicus,BAO_0000218,,Kidney,,,50597,1,N,,CHEMBL621493,2113.0
