ASSTIS,CI,ASTT,ASST,ASCETY,ASSTY,ASSORGA,CONFSC,ASSSUBCELFRAC,TII,VARI,ASCAT,BFOR,DI,Desc,RELATT,ASSI,SRASI,CHEI,ASTI,CURAB,Ti,SRI
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,6057,Area under the curve was calculated in rat after peroral administration,N,9027,,CHEMBL621956,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,6211,Dose-normalized AUC was determined by po administration (10 mg/kg) in fasted male Sprague-Dawley rats,N,9028,,CHEMBL621957,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,5710,Dose-normalized AUC measured in fasted male Sprague dawely rats when the compound was administered at a peroral dose of 2 mg/Kg,N,9029,,CHEMBL621958,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,5710,Dose-normalized AUC measured in fasted male Sprague dawely rats when the compound was administered at a peroral of 2 mg/Kg,N,9030,,CHEMBL621959,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17853,Dose-normalized area under curve in rat (i.v.) at 0.5 mpk,N,9031,,CHEMBL621960,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17853,Dose-normalized area under curve in rat (p.o.) at 2.0 mpk,N,9032,,CHEMBL621961,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15765,p value of the compound,N,9033,,CHEMBL621962,10116.0,Intermediate,50597,1
,,,,,F,Rattus norvegicus,1,,,,,BAO_0000218,15765,p value of the compound,N,9034,,CHEMBL876787,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15765,p value of the compound,N,9035,,CHEMBL621963,10116.0,Intermediate,50597,1
Stomach,,,,,A,Rattus norvegicus,1,,945.0,,,BAO_0000218,6175,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (10 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),N,9036,,CHEMBL622637,10116.0,Intermediate,50597,1
Stomach,,,,,A,Rattus norvegicus,1,,945.0,,,BAO_0000218,6175,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (20 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),N,9037,,CHEMBL622638,10116.0,Intermediate,50597,1
Stomach,,,,,A,Rattus norvegicus,1,,945.0,,,BAO_0000218,6175,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),N,9038,,CHEMBL626561,10116.0,Intermediate,50597,1
,,,,,F,Oryctolagus cuniculus,0,,,,,BAO_0000019,7991,Negative log of minimum effective dose (moles per kilogram) in rabbits (hypnotic),U,9039,,CHEMBL626562,9986.0,Autocuration,22224,1
,,,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,429,Evaluated for pharmacokinetic parameter area under curve in rabbit at the dose 20 mg/kg ( 0-4 hr ),U,9040,,CHEMBL626563,9986.0,Autocuration,22224,1
,,,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,429,Evaluated for pharmacokinetic parameter area under curve in rabbit at the dose 20 mg/kg (0-4 hr ),U,9041,,CHEMBL626564,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,6253,Clearance was measured at the concentration of 1.11 mg/kg in rabbit blood sample,U,9042,,CHEMBL626565,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,6253,Clearance was measured at the concentration of 2.0 mg/kg in rabbit blood sample,U,9043,,CHEMBL626566,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,3615,Clearance rate in rabbits,U,9044,,CHEMBL626567,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,4059,Plasma clearance was determined in rabbit at a dose of 5 mg/kg/h administered i.v.,U,9045,,CHEMBL626568,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,5124,Clearance in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 4.9 mg/kg,U,9046,,CHEMBL626569,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,5124,Clearance in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 5 mg/kg,U,9047,,CHEMBL626570,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,5124,Clearance in male New Zealand white rabbits after i.v. administration at 2.0 mg/kg,U,9048,,CHEMBL626571,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,429,Evaluated for pharmacokinetic parameter Cmax in rabbit at the dose 20 mg/kg,U,9049,,CHEMBL626572,9986.0,Autocuration,22224,1
Plasma,,In vivo,,,A,Oryctolagus cuniculus,0,,1969.0,,,BAO_0000218,4059,Maximum plasma concentration was determined in rabbit at a dose of 5 mg/kg/h administered i.v.,U,9050,,CHEMBL626573,9986.0,Autocuration,22224,1
Liver,,,,,A,Oryctolagus cuniculus,0,Microsomes,2107.0,,,BAO_0000251,9659,Oxidation by dutch rabbit liver microsomes in presence of NADPH/O2,U,9051,,CHEMBL626574,9986.0,Autocuration,22224,1
Liver,,,,,A,Oryctolagus cuniculus,0,Microsomes,2107.0,,,BAO_0000251,9659,Oxidation by dutch rabbit liver microsomes in presence of cumene hydroperoxide,U,9052,,CHEMBL626575,9986.0,Autocuration,22224,1
,,,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,3639,Dose at which bioavailability of intravenously administered compound was tested in rabbit,U,9053,,CHEMBL626576,9986.0,Autocuration,22224,1
,,,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,3639,Dose at which bioavailability of perorally administered compound was tested in rabbit,U,9054,,CHEMBL626577,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,3639,The compound was tested for its bioavailability in rabbit (by oral dosage).,U,9055,,CHEMBL626578,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,5124,Mean retention time in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 4.9 mg/kg,U,9056,,CHEMBL625263,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,5124,Mean retention time in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 5 mg/kg,U,9057,,CHEMBL625264,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,5124,Mean retention time in male New Zealand white rabbits after i.v. administration at 2.0 mg/kg,U,9058,,CHEMBL625265,9986.0,Autocuration,22224,1
,,,,,A,Oryctolagus cuniculus,0,Microsomes,,,,BAO_0000251,14294,Metabolism of compound in rabbit S9 microsomes ('+''indicates <20% largest observed peak),U,9059,,CHEMBL625266,9986.0,Autocuration,22224,1
,,,,,A,Oryctolagus cuniculus,0,Microsomes,,,,BAO_0000251,14294,Metabolism of compound in rabbit S9 microsomes ('++++' indicates largest observed peak),U,9060,,CHEMBL876796,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,429,Evaluated for pharmacokinetic parameter half-life in rabbit at the dose 20 mg/kg,U,9061,,CHEMBL625267,9986.0,Autocuration,22224,1
Plasma,,In vivo,,,A,Oryctolagus cuniculus,0,,1969.0,,,BAO_0000218,5124,Plasma half-life in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 4.9 mg/kg,U,9062,,CHEMBL625268,9986.0,Autocuration,22224,1
Plasma,,In vivo,,,A,Oryctolagus cuniculus,0,,1969.0,,,BAO_0000218,5124,Plasma half-life in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 5 mg/kg,U,9063,,CHEMBL625269,9986.0,Autocuration,22224,1
Plasma,,In vivo,,,A,Oryctolagus cuniculus,0,,1969.0,,,BAO_0000218,5124,Plasma half-life in male New Zealand white rabbits after i.v. administration at 2.0 mg/kg,U,9064,,CHEMBL624689,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,429,Evaluated for pharmacokinetic parameter tmax in rabbit at the dose 20 mg/kg,U,9065,,CHEMBL624690,9986.0,Autocuration,22224,1
Urine,,,,,A,Oryctolagus cuniculus,0,,1088.0,,,BAO_0000218,429,Evaluated for pharmacokinetic parameter urine recovery in rabbit at the dose 20 mg/kg ( 0-24 hr ),U,9066,,CHEMBL624691,9986.0,Autocuration,22224,1
Urine,,,,,A,Oryctolagus cuniculus,0,,1088.0,,,BAO_0000218,429,Evaluated for pharmacokinetic parameter urine recovery in rabbit at the dose 20 mg/kg (0-24 hr),U,9067,,CHEMBL624692,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,4059,The compound was evaluated for volume of distribution in rabbit at a dose of 5 mg/kg/h administered i.v.,U,9068,,CHEMBL624693,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,4137,Volume of distribution after intravenous administration of 1 mg/kg/h in dog,U,9069,,CHEMBL624694,9986.0,Autocuration,22224,1
,,In vitro,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000221,11672,In vitro Biological half-life in crude homogenate of rabbit renal cortex,U,9070,,CHEMBL877596,9986.0,Autocuration,22224,1
,,,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000019,12886,Time within which only 10% of the drug was degraded,U,9071,,CHEMBL624695,9986.0,Autocuration,22224,1
Liver,,,,,A,Oryctolagus cuniculus,0,,2107.0,,,BAO_0000221,3853,Half life period in rabbit liver homogenate,U,9072,,CHEMBL624696,9986.0,Autocuration,22224,1
,,,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000019,3615,Half life value in rabbits,U,9073,,CHEMBL624697,9986.0,Autocuration,22224,1
Blood,,In vivo,,,A,Oryctolagus cuniculus,0,,178.0,,,BAO_0000218,6253,Half-life was measured at the concentration of 1.11 mg/kg in rabbit blood sample,U,9074,,CHEMBL624698,9986.0,Autocuration,22224,1
Blood,,In vivo,,,A,Oryctolagus cuniculus,0,,178.0,,,BAO_0000218,6253,Half-life was measured at the concentration of 2.0 mg/kg in rabbit blood sample,U,9075,,CHEMBL624699,9986.0,Autocuration,22224,1
,,In vivo,,,A,Oryctolagus cuniculus,0,,,,,BAO_0000218,6077,Half-life period in rabbits following intravenous administration at 2 mg/kg,U,9076,,CHEMBL624700,9986.0,Autocuration,22224,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,17617,AUC 0-8 hr value in rats at 10 mg/kg,N,9077,,CHEMBL622903,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,17594,AUC after administration at 2000 mg/kg/day in rats,N,9078,,CHEMBL622904,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6149,AUC of compound for a 2 mpk po dose of the sodium salt in rats.,N,9079,,CHEMBL622905,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,17260,AUC at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,N,9080,,CHEMBL622906,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,17260,AUC at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,N,9081,,CHEMBL622907,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6644,AUC in rat after oral administration at 10.5 mg/kg dose,N,9082,,CHEMBL622908,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6644,AUC in rat after oral administration at 11.2 mg/kg dose,N,9083,,CHEMBL622909,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6644,AUC in rat after oral administration at 9.7 mg/kg dose,N,9084,,CHEMBL622910,10116.0,Intermediate,50597,1
Brain,,,,,A,Rattus norvegicus,1,,955.0,,,BAO_0000218,6495,AUC in rat brain after oral administration at 10 mg/kg,N,9085,,CHEMBL622911,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6504,AUC in rat p.o.,N,9086,,CHEMBL622912,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,17686,AUC in rat p.o. at 20 mg/kg concentration,N,9087,,CHEMBL622913,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6495,AUC in rat plasma after oral administration at 10 mg/kg,N,9088,,CHEMBL622914,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,216,AUC in rats,N,9089,,CHEMBL622915,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,1908,AUC value after IV dose at a dose of 5 mg/kg in rats.,N,9090,,CHEMBL622916,10116.0,Intermediate,50597,1
Plasma,,,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,1908,AUC value after oral dose at a dose of 10 mg/kg in rats.,N,9091,,CHEMBL622917,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6685,"Maximum plasma concentration in rats at 2 mg/kg, i.v. dose; n/a: not applicable",N,9092,,CHEMBL622918,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,216,Maximum plasma concentration in rats when a oral dose of 200 mg/kg was given,N,9093,,CHEMBL622919,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6049,Maximum plasma concentration was evaluated in rat,N,9094,,CHEMBL622920,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,2463,Maximum plasma concentration was evaluated in vivo in rat at a dose of 5 mg/kg by oral administration,N,9095,,CHEMBL622921,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6679,Maximum plasma concentration reached by compound was determined after 2 mg/kg (p.o.) administration,N,9096,,CHEMBL622922,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6681,Maximum plasma concentration reached by compound was determined in rats at 50 mg/kg dose,N,9097,,CHEMBL622923,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,4890,Maximum plasma concentration was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,N,9098,,CHEMBL877604,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6410,Maximum plasma concentration was evaluated in rats at an intravenous dose of 3 mg/kg,N,9099,,CHEMBL622924,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6410,Maximum plasma concentration was evaluated in rats at an oral dose of 30 mg/kg,N,9100,,CHEMBL622925,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,16366,Maximum plasma concentration was measured when a dose of 1 mg/kg is administered orally,N,9101,,CHEMBL622926,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6227,Maximum plasma concentration (Cmax) in rat (in vivo) at a dose of 10 mg/kg,N,9102,,CHEMBL623625,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,3598,Maximum plasma drug concentration of compound determined in rat after iv administration at a dose of 10 mg/kg,N,9103,,CHEMBL623626,10116.0,Expert,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,1465,Maximum plasma drug concentration was determined,N,9104,,CHEMBL623627,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,4368,Maximum concentration by intravenous administration of 3.4 mg/kg in rat,N,9105,,CHEMBL623628,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,15662,Mean peak plasma concentration was observed after intravenous administration in rat,N,9106,,CHEMBL623629,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,15662,Mean peak plasma concentration was observed after oral administration in rat,N,9107,,CHEMBL623630,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,5355,Peak concentration (Cmax) at a dose of 10 mg/kg in rats,N,9108,,CHEMBL623804,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,5355,Peak concentration (Cmax) at a dose of 20 mg/kg in rats,N,9109,,CHEMBL623805,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,1567,Peak oral plasma concentration was determined in rats by oral administration,N,9110,,CHEMBL623806,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,4026,Peak plasma concentration (Cmax) was determined,N,9111,,CHEMBL623807,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6193,Peak plasma concentration (Cmax) following an oral dose of 20 mg/kg in rats,N,9112,,CHEMBL623808,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,4026,Peak plasma concentration (Cmax) in rats,N,9113,,CHEMBL623809,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,6485,Peak plasma concentration at 1 mg/kg peroral administration,N,9114,,CHEMBL623810,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,17655,Peak plasma concentration in rat,N,9115,,CHEMBL623811,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,14941,"Pharmacokinetic Parameter, Cmax is observed maximum plasma concentration in Female Wistar Rats at 100 mg/kg by po administration",N,9116,,CHEMBL623812,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,5394,Pharmacokinetic parameter Cmax was measured after administration into rat at 10 mg/kg,N,9117,,CHEMBL877605,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,4408,Pharmacokinetic property (Cmax) in rat,N,9118,,CHEMBL623813,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,5983,Pharmacokinetic property (Cmax) was measured in rat at the dose of 0.32 mg/kg p.o.,N,9119,,CHEMBL623814,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,4878,Cmax in rat after 3mg/kg oral dose,N,9120,,CHEMBL623815,10116.0,Intermediate,50597,1
,,In vivo,Sprague-Dawley,,A,Rattus norvegicus,1,,,,,BAO_0000218,5862,Clearance in Sprague-Dawley rats after 2mg/kg oral dose,N,9121,,CHEMBL623816,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,4517,Cmax in rats after 20 mg/kg oral dose,N,9122,,CHEMBL623145,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,5932,Cmax in rat plasma after 30mg/kg oral dose,N,9123,,CHEMBL623146,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,5436,Plasma concentration after oral administration of 100 mg/kg to rats,N,9124,,CHEMBL623147,10116.0,Intermediate,50597,1
Brain,,In vivo,,,A,Rattus norvegicus,1,,955.0,,,BAO_0000218,4910,Tested for concentration in brain after intravenous administration (4.7 mg/kg) to male rats,N,9125,,CHEMBL623042,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,4950,Tested for the Cmax in rat at 10 mg/kg per orally,N,9126,,CHEMBL623043,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15078,"The Cmax value in female wistar rat at 100 mg/kg, p.o. dose",N,9127,,CHEMBL623044,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15078,"The Cmax value in male wistar rat at 100 mg/kg, p.o. dose",N,9128,,CHEMBL623045,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,3360,Bioavailability as oral Cmax in rats at 30 mins,N,9129,,CHEMBL623046,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,3360,Bioavailability as oral Cmax in rats at 6hr,N,9130,,CHEMBL623226,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15022,The maximum concentration of compound was measured at the dose of 100 umol/kg,N,9131,,CHEMBL623227,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15022,The maximum concentration of compound was measured at the dose of 300 umol/kg,N,9132,,CHEMBL623228,10116.0,Intermediate,50597,1
,,In vivo,,,A,Rattus norvegicus,1,,,,,BAO_0000218,15022,The maximum concentration of compound was measured at the dose of 30 umol/kg,N,9133,,CHEMBL623229,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,5160,The maximum plasma levels for the compounds were determined by LC-MS.,N,9134,,CHEMBL623230,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,15662,mean peak plasma concentration was observed after intravenous administration in rat,N,9135,,CHEMBL623231,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,1,,1969.0,,,BAO_0000218,15662,mean peak plasma concentration was observed after oral administration in rat,N,9136,,CHEMBL623232,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,4709,Concentration in the plasma after intravenous administration of 1 mg/kg in rat,N,9137,,CHEMBL623233,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,3535,Concentration in plasma (portal) following oral dose in rats at 0.25 hr,N,9138,,CHEMBL623234,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,3535,Concentration in plasma (portal) following oral dose in rats at 1 hr,N,9139,,CHEMBL623235,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,3535,Concentration in plasma (portal) following oral dose in rats at 2 hr,N,9140,,CHEMBL623236,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,3535,Concentration in plasma (systemic) following oral dose in rats at 0.25 hr,N,9141,,CHEMBL623237,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,3535,Concentration in plasma (systemic) following oral dose in rats at 1 hr,N,9142,,CHEMBL623238,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,3535,Concentration in plasma (systemic) following oral dose in rats at 2 hr,N,9143,,CHEMBL623239,10116.0,Intermediate,50597,1
Plasma,,In vivo,,,A,Rattus norvegicus,0,,1969.0,,,BAO_0000218,5005,Compound was evaluated for the plasma concentration in rats versus time curves (AUC) in vivo,U,9144,,CHEMBL623240,10116.0,Intermediate,22224,1
Hypothalamus,,,,,A,Rattus norvegicus,1,,1898.0,,,BAO_0000218,6326,"Concentration (30 mg/kg, p.o.) in rat hypothalamus after 2 hours",N,9145,,CHEMBL623241,10116.0,Intermediate,50597,1
Hypothalamus,,,,,A,Rattus norvegicus,1,,1898.0,,,BAO_0000218,6326,"Concentration (30 mg/kg, p.o.) in rat hypothalamus after 6 hours",N,9146,,CHEMBL623242,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,6326,"Concentration (30 mg/kg, p.o.) in rat plasma after 2 hours",N,9147,,CHEMBL874394,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,6326,"Concentration (30 mg/kg, p.o.) in rat plasma after 6 hours",N,9148,,CHEMBL623243,10116.0,Intermediate,50597,1
,,,,,A,Rattus norvegicus,1,,,,,BAO_0000218,17411,Kidney concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,N,9149,,CHEMBL623244,10116.0,Intermediate,50597,1
Kidney,,,,,A,Rattus norvegicus,1,,2113.0,,,BAO_0000218,16435,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,N,9150,,CHEMBL623245,10116.0,Intermediate,50597,1
Kidney,,,,,A,Rattus norvegicus,1,,2113.0,,,BAO_0000218,16435,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,N,9151,,CHEMBL623246,10116.0,Intermediate,50597,1
Kidney,,,,,A,Rattus norvegicus,1,,2113.0,,,BAO_0000218,16435,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,N,9152,,CHEMBL623247,10116.0,Intermediate,50597,1
Kidney,,,,,A,Rattus norvegicus,1,,2113.0,,,BAO_0000218,16435,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,N,9153,,CHEMBL623248,10116.0,Intermediate,50597,1
Kidney,,,,,A,Rattus norvegicus,1,,2113.0,,,BAO_0000218,16435,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,N,9154,,CHEMBL623249,10116.0,Intermediate,50597,1
Liver,,,,,A,Rattus norvegicus,1,,2107.0,,,BAO_0000218,16434,Radioactivity distribution in liver of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,N,9155,,CHEMBL625072,10116.0,Intermediate,50597,1
Liver,,,,,A,Rattus norvegicus,1,,2107.0,,,BAO_0000218,16434,Radioactivity distribution in liver of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,N,9156,,CHEMBL625073,10116.0,Intermediate,50597,1
Liver,,,,,A,Rattus norvegicus,1,,2107.0,,,BAO_0000218,16434,Radioactivity distribution in liver of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,N,9157,,CHEMBL625074,10116.0,Intermediate,50597,1
