assay_strain,assay_subcellular_fraction,relationship_type,cell_id,assay_category,tid,assay_tax_id,assay_organism,description,src_id,assay_tissue,assay_cell_type,src_assay_id,assay_test_type,confidence_score,variant_id,doc_id,assay_type,tissue_id,curated_by,chembl_id,bao_format,assay_id
,,H,,,11607,,,Concentration required to achieve 50% inhibition against 4-hydroxyphenylpyruvate dioxygenase from pig liver,1,,,,,8,,4978,B,,Autocuration,CHEMBL615570,BAO_0000019,550
,,H,,,11607,,,Concentration required to achieve 50% inhibition against 4-hydroxyphenylpyruvate dioxygenase from pig liver; (observed value),1,,,,,8,,4978,B,,Autocuration,CHEMBL615571,BAO_0000019,551
,,H,,,104733,,,Binding affinity against melatonin (MT1) receptor (pC1),1,,,,,4,,6455,B,,Autocuration,CHEMBL615572,BAO_0000224,552
,,U,,,22226,,,Compound was tested for inhibitory activity against 5-hydroxytryptamine 1 receptor,1,,,,,0,,2222,B,,Autocuration,CHEMBL615573,BAO_0000019,553
,,U,,,22226,,,Inhibition of [3H]- 5-HT binding to 5-hydroxytryptamine 1 receptor at 10e-5 M,1,,,,,0,,13020,B,,Autocuration,CHEMBL615574,BAO_0000019,554
,,U,,,22226,,,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1 receptor of central nervous system,1,,,,,0,,13021,B,,Autocuration,CHEMBL615575,BAO_0000019,555
,,H,,,10619,,,Inhibitory activity against 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand at 10e-5 M concentration,1,,,,,8,,14532,B,,Autocuration,CHEMBL615576,BAO_0000357,556
,,H,,,10619,,,Binding affinity against 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,1,,,,,8,,14118,B,,Autocuration,CHEMBL615577,BAO_0000357,557
,,H,,,51,,,Binding affinity at 5-hydroxytryptamine 1A receptor in bovine hippocampal preparation using [3H]8-OH-DPAT,1,Hippocampus,,,,8,,11884,B,10000000.0,Autocuration,CHEMBL615578,BAO_0000221,558
,,H,,,51,,,Binding affinity against 5-hydroxytryptamine 1A receptor was measured using [3H]8-OH-DPAT as radioligand,1,,,,,8,,13969,B,,Expert,CHEMBL615579,BAO_0000357,559
,,H,,,51,,,Binding affinity for 5-hydroxytryptamine 1A receptor,1,,,,,8,,13392,B,,Expert,CHEMBL615580,BAO_0000357,560
,,H,,,51,,,Affinity towards 5-hydroxytryptamine 1A receptor in membranes from bovine hippocampus using [3H]OH-DPAT,1,,,,,8,,14430,B,,Expert,CHEMBL615581,BAO_0000019,561
,,H,,,51,,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,1,Hippocampus,,,,8,,12248,B,10000000.0,Autocuration,CHEMBL615582,BAO_0000221,562
,,H,,,51,,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,1,Hippocampus,,,,8,,12249,B,10000000.0,Autocuration,CHEMBL615583,BAO_0000221,563
,,H,,,51,,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-HT1A receptor from bovine hippocampus,1,Hippocampus,,,,8,,9995,B,10000000.0,Autocuration,CHEMBL615584,BAO_0000221,564
,,H,,,51,,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,1,Hippocampus,,,,8,,9995,B,10000000.0,Autocuration,CHEMBL833691,BAO_0000221,565
,,H,,,51,,,In vitro inhibition of azido-[125I]-IPAPP (0.25 nM) binding to 5-HT1A receptor from bovine hippocampus,1,Hippocampus,,,,8,,9995,B,10000000.0,Autocuration,CHEMBL615585,BAO_0000221,566
,,H,,,51,,,In vitro inhibition of [125I]IPAPP (0.25 nM) binding to 5-HT1A receptor from bovine hippocampus,1,Hippocampus,,,,8,,9995,B,10000000.0,Autocuration,CHEMBL615586,BAO_0000221,567
,,H,,,51,,,In vitro inhibition of [125I]IPAPP (2.5 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,1,Hippocampus,,,,8,,9995,B,10000000.0,Autocuration,CHEMBL884524,BAO_0000221,568
,,H,,,51,,,Inhibitory concentration against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,1,Hippocampus,,,,8,,12249,B,10000000.0,Autocuration,CHEMBL615587,BAO_0000221,569
,,H,,,51,,,"Compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor from bovine hippocampus, used [3H]8-OH-DPAT as radioligand",1,Hippocampus,,,,8,,11799,B,10000000.0,Autocuration,CHEMBL615588,BAO_0000221,570
,Membranes,D,,,10576,10116.0,Rattus norvegicus,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampal membranes,1,,,,,9,,14331,B,,Expert,CHEMBL615589,BAO_0000249,571
,,H,,,51,9913.0,Bos taurus,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of bovine hippocampus.,1,Hippocampus,,,,8,,11884,B,10000000.0,Expert,CHEMBL615442,BAO_0000221,572
,,H,,,51,,,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT (0.5 nM) ligand in hippocampus + frontal bovine was determined,1,Hippocampus,,,,8,,14331,B,10000000.0,Autocuration,CHEMBL615443,BAO_0000221,573
,,H,,,51,,,Compound was evaluated for its ability to displace [3H]DPAT from 5-HT1A receptor in homogenates of bovine hippocampus,1,Hippocampus,,,,8,,11701,B,10000000.0,Autocuration,CHEMBL615444,BAO_0000221,574
,,H,,,51,,,Ability to displace [3H]-DPAT from 5-hydroxytryptamine 1A receptor in homogenates of bovine hippocampus.,1,Hippocampus,,,,8,,11701,B,10000000.0,Expert,CHEMBL615445,BAO_0000221,575
,,H,,,51,,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in bovine hippocampus,1,Hippocampus,,,,8,,12248,B,10000000.0,Autocuration,CHEMBL615446,BAO_0000221,576
,,H,449.0,,51,,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in CHO cells,1,,CHO,,,8,,12248,B,,Autocuration,CHEMBL615447,BAO_0000219,577
,,H,,,51,,,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,1,Hippocampus,,,,8,,12248,B,10000000.0,Expert,CHEMBL615448,BAO_0000221,578
,,H,,,51,,,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,1,Hippocampus,,,,8,,12249,B,10000000.0,Expert,CHEMBL615449,BAO_0000221,579
,,H,449.0,,51,,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,1,,CHO,,,8,,12248,B,,Autocuration,CHEMBL615450,BAO_0000219,580
,,H,,,51,,,"Binding affinity against 5-hydroxytryptamine 1A receptor from bovine hippocampus, used [3H]8-OH-DPAT as radioligand",1,Hippocampus,,,,8,,11799,B,10000000.0,Expert,CHEMBL615451,BAO_0000221,581
,,H,,,51,,,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand,1,,,,,8,,634,B,,Autocuration,CHEMBL615452,BAO_0000357,582
,,H,,,51,,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-HT1A receptor from bovine hippocampus,1,Hippocampus,,,,8,,9995,B,10000000.0,Autocuration,CHEMBL615453,BAO_0000221,583
,,H,,,51,,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,1,Hippocampus,,,,8,,9995,B,10000000.0,Autocuration,CHEMBL615454,BAO_0000221,584
,,H,,,51,,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,1,Hippocampus,,,,8,,9995,B,10000000.0,Autocuration,CHEMBL615455,BAO_0000221,585
,,H,,,51,,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,1,Hippocampus,,,,8,,9995,B,10000000.0,Autocuration,CHEMBL615456,BAO_0000221,586
,,H,,,51,,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,1,Hippocampus,,,,8,,9995,B,10000000.0,Autocuration,CHEMBL615457,BAO_0000221,587
,,H,,,51,,,In vivo binding affinity towards [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus.,1,Hippocampus,,,,8,,12210,B,10000000.0,Expert,CHEMBL615458,BAO_0000218,588
,,H,,,51,,,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,1,Hippocampus,,,,8,,13311,B,10000000.0,Expert,CHEMBL615459,BAO_0000221,589
,,D,449.0,,51,9606.0,Homo sapiens,"Tested in vitro for the inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor, expressed in cloned CHO cells.",1,,CHO,,,9,,2331,B,,Expert,CHEMBL615460,BAO_0000219,590
,,H,,,51,10141.0,Cavia porcellus,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor in guinea pig,1,,,,,8,,1375,F,,Autocuration,CHEMBL615461,BAO_0000019,591
,,H,,,51,10141.0,Cavia porcellus,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor in guinea pig; NT means not tested,1,,,,,8,,1375,F,,Autocuration,CHEMBL615462,BAO_0000019,592
,,H,,,51,10141.0,Cavia porcellus,Effect on forskolin stimulated adenylate cyclase activity at 5-hydroxytryptamine 1A receptor of guinea pig hippocampus.,1,Hippocampus,,,,8,,11574,F,10000000.0,Autocuration,CHEMBL615463,BAO_0000221,593
,,H,,,51,10141.0,Cavia porcellus,Ability to antagonize Acetylcholine induced contractile responses in Guinea pig ileum for 5-HT1A receptor.,1,Ileum,,,,8,,12867,B,2116.0,Autocuration,CHEMBL615464,BAO_0000221,594
,,H,,,51,10141.0,Cavia porcellus,Ability to antagonize Acetylcholine induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,1,Ileum,,,,8,,12867,B,2116.0,Autocuration,CHEMBL615465,BAO_0000221,595
,,H,,,51,10141.0,Cavia porcellus,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor.,1,Ileum,,,,8,,12867,B,2116.0,Autocuration,CHEMBL615466,BAO_0000221,596
,,H,,,51,10141.0,Cavia porcellus,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,1,Ileum,,,,8,,12867,B,2116.0,Autocuration,CHEMBL615467,BAO_0000221,597
,,H,,,51,10141.0,Cavia porcellus,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,1,Ileum,,,,8,,12867,B,2116.0,Autocuration,CHEMBL615468,BAO_0000221,598
,,H,,,51,10141.0,Cavia porcellus,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor; Inactive at dose level of 1.0 uM,1,Ileum,,,,8,,12867,B,2116.0,Autocuration,CHEMBL615469,BAO_0000221,599
,,H,,,51,10141.0,Cavia porcellus,Binding affinity against 5-hydroxytryptamine 1A receptor,1,,,,,8,,11574,B,,Autocuration,CHEMBL615470,BAO_0000357,600
,,H,,,51,10141.0,Cavia porcellus,Compound is evaluated for in vitro receptor binding affinity against 5-hydroxytryptamine 1A receptor,1,,,,,8,,13114,B,,Autocuration,CHEMBL615471,BAO_0000357,601
,,H,,,51,10141.0,Cavia porcellus,Binding affinity was determined against 5-hydroxytryptamine 1A receptor,1,,,,,8,,13181,B,,Autocuration,CHEMBL615472,BAO_0000357,602
,,H,,,106,10141.0,Cavia porcellus,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus,1,Hippocampus,,,,8,,10639,B,10000000.0,Autocuration,CHEMBL883242,BAO_0000221,603
,,H,,,106,10141.0,Cavia porcellus,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus,1,Hippocampus,,,,8,,10639,F,10000000.0,Autocuration,CHEMBL615473,BAO_0000221,604
,,H,449.0,,11863,10029.0,Cricetulus griseus,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in CHO cells (sc),1,,CHO,,,8,,11883,B,,Autocuration,CHEMBL615474,BAO_0000218,605
,,H,,,51,,,Fraction involved in salt bridge interactions with Asp3:11 part of the 5-hydroxytryptamine 1A receptor,1,,,,,8,,17785,B,,Autocuration,CHEMBL615475,BAO_0000357,606
,,H,308.0,,51,,,Compound was tested for its ability to inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-HT 1A receptor in HeLa cells; value ranges from 85-370,1,,HeLa,,,8,,1558,F,,Autocuration,CHEMBL615476,BAO_0000219,607
,,H,308.0,,51,,,Compound was tested for its ability to inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1A receptor in HeLa cells; value ranges from 95-320,1,,HeLa,,,8,,1558,F,,Autocuration,CHEMBL615477,BAO_0000219,608
,,H,,,51,,,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor,1,,,,,8,,15740,F,,Autocuration,CHEMBL615478,BAO_0000019,609
,,H,449.0,,51,,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor,1,,CHO,,,8,,17624,F,,Autocuration,CHEMBL615160,BAO_0000219,610
,,H,449.0,,51,,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor,1,,CHO,,,8,,17624,F,,Expert,CHEMBL615161,BAO_0000219,611
,,H,449.0,,51,,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor; nd=Not determined,1,,CHO,,,8,,17624,F,,Autocuration,CHEMBL615162,BAO_0000219,612
,,H,449.0,,51,,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor; nd=not determined,1,,CHO,,,8,,17624,F,,Autocuration,CHEMBL615163,BAO_0000219,613
,,H,449.0,,51,,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,1,,CHO,,,8,,17624,B,,Expert,CHEMBL615164,BAO_0000219,614
,,H,449.0,,51,,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,1,,CHO,,,8,,17624,B,,Expert,CHEMBL615165,BAO_0000219,615
,,H,449.0,,51,,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells; nd=not determined,1,,CHO,,,8,,17624,B,,Autocuration,CHEMBL615166,BAO_0000219,616
,,H,,,51,,,In vitro potency at human 5-hydroxytryptamine 1A receptor in inhibiting forskolin-stimulated accumulation of intracellular cAMP,1,,,,,8,,14256,F,,Autocuration,CHEMBL615167,BAO_0000219,617
,,D,308.0,,51,9606.0,Homo sapiens,Stimulation of [35S]- GIPyS binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,1,,HeLa,,,9,,3445,B,,Expert,CHEMBL615168,BAO_0000219,618
,,D,308.0,,51,9606.0,Homo sapiens,Stimulation of [35S]- GIPyS binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells; Inverse,1,,HeLa,,,9,,3445,B,,Expert,CHEMBL615169,BAO_0000219,619
,,D,449.0,,51,9606.0,Homo sapiens,Tested for functional response on CHO cells expressing cloned human 5-hydroxytryptamine 1A receptor,1,,CHO,,,9,,17200,B,,Expert,CHEMBL615170,BAO_0000219,620
,,D,449.0,,51,9606.0,Homo sapiens,Tested for functional response on CHO cells expressing cloned human 5-hydroxytryptamine 1A receptor; Not determined,1,,CHO,,,9,,17200,B,,Expert,CHEMBL615171,BAO_0000219,621
,,H,,,51,,,Eudisimic ratio(ER) is the antilog of the defference between the pKb and pD2 values against 5-hydroxytryptamine 1A receptor,1,,,,,8,,15180,F,,Autocuration,CHEMBL615694,BAO_0000019,622
,,H,,,51,,,Eudisimic ratio(ER) is the antilog of the difference between the pKb and pD2 values against 5-hydroxytryptamine 1A receptor,1,,,,,8,,15180,F,,Autocuration,CHEMBL615695,BAO_0000019,623
,,H,,,51,,,"Percent of maximum effect on binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",1,,,,,8,,16026,F,,Autocuration,CHEMBL615696,BAO_0000019,624
,,H,449.0,,51,,,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,1,,CHO,,,8,,2759,F,,Autocuration,CHEMBL615697,BAO_0000219,625
,,D,449.0,,51,9606.0,Homo sapiens,Agonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 1),1,,CHO,,,9,,2759,F,,Expert,CHEMBL859410,BAO_0000219,626
,,H,449.0,,51,,,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),1,,CHO,,,8,,2759,F,,Autocuration,CHEMBL615841,BAO_0000219,627
,,D,449.0,,51,9606.0,Homo sapiens,Agonistic efficacy in adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),1,,CHO,,,9,,2759,F,,Expert,CHEMBL615842,BAO_0000219,628
,,H,449.0,,51,,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,1,,CHO,,,8,,2759,F,,Autocuration,CHEMBL835003,BAO_0000219,629
,,H,449.0,,51,,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 1),1,,CHO,,,8,,2759,F,,Autocuration,CHEMBL615843,BAO_0000219,630
,,D,449.0,,51,9606.0,Homo sapiens,Antagonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 1),1,,CHO,,,9,,2759,F,,Expert,CHEMBL615979,BAO_0000219,631
,,H,449.0,,51,,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),1,,CHO,,,8,,2759,F,,Autocuration,CHEMBL615980,BAO_0000219,632
,,D,449.0,,51,9606.0,Homo sapiens,Antagonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),1,,CHO,,,9,,2759,F,,Expert,CHEMBL615981,BAO_0000219,633
,,D,,,51,9606.0,Homo sapiens,Percent efficacy against cloned human 5-hydroxytryptamine 1A receptor normalized to the maximal 5-HT response,1,,,,,9,,3445,F,,Expert,CHEMBL615982,BAO_0000019,634
,,D,,,51,9606.0,Homo sapiens,"Agonist activity at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",1,,,,,9,,5272,F,,Expert,CHEMBL615983,BAO_0000019,635
,,D,,,51,9606.0,Homo sapiens,"Agonist activity at the 5-hydroxytryptamine 1A receptor in vitro using a [35S]GTP-gamma-S, No data",1,,,,,9,,5272,F,,Expert,CHEMBL615984,BAO_0000019,636
,,D,,,51,9606.0,Homo sapiens,"Agonist activity at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S,",1,,,,,9,,5272,F,,Expert,CHEMBL615985,BAO_0000019,637
,,H,449.0,,51,,,Agonistic effect against 5-HT1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,1,,CHO,,,8,,17624,F,,Autocuration,CHEMBL615986,BAO_0000219,638
,,H,449.0,,51,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,1,,CHO,,,8,,17624,F,,Autocuration,CHEMBL615987,BAO_0000219,639
,,H,449.0,,51,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=Not determined,1,,CHO,,,8,,17624,F,,Autocuration,CHEMBL615988,BAO_0000219,640
,,H,449.0,,51,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,1,,CHO,,,8,,17624,F,,Expert,CHEMBL615989,BAO_0000219,641
,,H,449.0,,51,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=Not determined,1,,CHO,,,8,,17624,F,,Autocuration,CHEMBL615990,BAO_0000219,642
,,H,449.0,,51,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=not determined,1,,CHO,,,8,,17624,F,,Autocuration,CHEMBL615991,BAO_0000219,643
,,H,449.0,,51,,,Agonistic effect against 5-HT 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,1,,CHO,,,8,,17624,F,,Autocuration,CHEMBL615992,BAO_0000219,644
,,H,449.0,,51,,,Agonistic effect against 5-HT 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=Not determined,1,,CHO,,,8,,17624,F,,Autocuration,CHEMBL615993,BAO_0000219,645
,,H,449.0,,51,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,1,,CHO,,,8,,17624,F,,Expert,CHEMBL615994,BAO_0000219,646
,,H,449.0,,51,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=not determined,1,,CHO,,,8,,17624,F,,Autocuration,CHEMBL615995,BAO_0000219,647
,,H,449.0,,51,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,1,,CHO,,,8,,17624,F,,Autocuration,CHEMBL615996,BAO_0000219,648
,,H,449.0,,51,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35]GTPgammaS as radioligand in CHO cells relative to 5-HT; nd=Not determined,1,,CHO,,,8,,17624,F,,Autocuration,CHEMBL615997,BAO_0000219,649
,,H,,,51,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",1,,,,,8,,6563,F,,Autocuration,CHEMBL615998,BAO_0000019,650
,,H,,,51,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",1,,,,,8,,6563,F,,Autocuration,CHEMBL615999,BAO_0000019,651
,,H,,,51,,,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,1,,,,,8,,6563,F,,Autocuration,CHEMBL616000,BAO_0000019,652
,,H,722.0,,51,,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,1,,HEK293,,,8,,17296,F,,Autocuration,CHEMBL616001,BAO_0000219,653
,,D,,,51,9606.0,Homo sapiens,"Evaluated for stimulation at 1 uM concentration expressed as percent of the maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine",1,,,,,9,,6876,F,,Expert,CHEMBL616002,BAO_0000019,654
,,H,,,51,,,"Stimulation of percent maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine at 1 uM; nd = not determined",1,,,,,8,,6876,F,,Expert,CHEMBL616003,BAO_0000019,655
,,D,,,51,9606.0,Homo sapiens,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor,1,,,,,9,,5272,F,,Expert,CHEMBL616004,BAO_0000019,656
,,D,,,51,9606.0,Homo sapiens,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor; No data,1,,,,,9,,5272,F,,Expert,CHEMBL616005,BAO_0000019,657
,,H,,,51,,,"Maximal response as a result of 5-HT1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",1,,,,,8,,5548,F,,Autocuration,CHEMBL616006,BAO_0000019,658
,,H,,,51,,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding",1,,,,,8,,5548,F,,Expert,CHEMBL616007,BAO_0000019,659
,,H,,,51,,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",1,,,,,8,,5548,F,,Autocuration,CHEMBL616008,BAO_0000019,660
,,H,,,51,,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",1,,,,,8,,5548,F,,Autocuration,CHEMBL616009,BAO_0000019,661
,,H,,,51,,,"Maximal stimulation of expressed human 5-hydroxytryptamine 1A receptor assayed by [35S]GTP-gamma-S, binding",1,,,,,8,,5929,F,,Expert,CHEMBL616010,BAO_0000019,662
,,D,,,51,9606.0,Homo sapiens,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND means not determined",1,,,,,9,,5929,F,,Expert,CHEMBL616011,BAO_0000019,663
,,D,,,51,9606.0,Homo sapiens,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND=Not determined",1,,,,,9,,5929,F,,Expert,CHEMBL615740,BAO_0000019,664
,,H,,,51,,,"Maximal stimulation was expressed as percentage of the maximal 5-HT response in the [35S]GTP-gamma-S, binding assay on 5-hydroxytryptamine 1A receptor",1,,,,,8,,16245,F,,Autocuration,CHEMBL615741,BAO_0000019,665
,,H,,,51,,,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",1,,,,,8,,5640,F,,Expert,CHEMBL615742,BAO_0000019,666
,,H,,,51,,,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Emin (%): not determined",1,,,,,8,,5640,F,,Autocuration,CHEMBL615743,BAO_0000019,667
,,H,449.0,,51,,,Antagonist activity was measured against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay,1,,CHO,,,8,,14509,F,,Autocuration,CHEMBL615744,BAO_0000219,668
,,H,449.0,,51,,,Antagonist activity against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay.,1,,CHO,,,8,,14509,F,,Expert,CHEMBL615745,BAO_0000219,669
,,H,,,51,,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,1,,,,,8,,15331,B,,Autocuration,CHEMBL615746,BAO_0000357,670
,,H,,,51,,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,1,,,,,8,,15331,B,,Autocuration,CHEMBL615747,BAO_0000357,671
,,H,,,51,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",1,,,,,8,,6563,F,,Autocuration,CHEMBL615748,BAO_0000019,672
,,H,,,51,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay; NA indicates not available",1,,,,,8,,6563,F,,Autocuration,CHEMBL615749,BAO_0000019,673
