assay_cell_type,assay_organism,assay_category,src_assay_id,description,chembl_id,doc_id,tid,assay_subcellular_fraction,cell_id,assay_tissue,tissue_id,curated_by,assay_strain,src_id,variant_id,confidence_score,assay_tax_id,assay_id,assay_type,relationship_type,bao_format,assay_test_type
,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.50-5.30),CHEMBL615891,16394,10576,,,,,Autocuration,,1,,8,,1249,F,H,BAO_0000218,In vivo
,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.60-1.60),CHEMBL615892,16394,10576,,,,,Autocuration,,1,,8,,1250,F,H,BAO_0000218,In vivo
,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.72-2.87),CHEMBL615893,16394,10576,,,,,Autocuration,,1,,8,,1251,F,H,BAO_0000218,In vivo
,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.80-5.80),CHEMBL615894,16394,10576,,,,,Autocuration,,1,,8,,1252,F,H,BAO_0000218,In vivo
,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (1.50-16.5),CHEMBL615895,16394,10576,,,,,Autocuration,,1,,8,,1253,F,H,BAO_0000218,In vivo
,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (2.20-30.5),CHEMBL615896,16394,10576,,,,,Autocuration,,1,,8,,1254,F,H,BAO_0000218,In vivo
,,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges is not computable,CHEMBL615897,16394,10576,,,,,Autocuration,,1,,8,,1255,F,H,BAO_0000218,In vivo
,Rattus norvegicus,,,"Percent increase of R(+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",CHEMBL615898,16616,10576,Membranes,,,,Expert,,1,,9,10116.0,1256,F,D,BAO_0000249,
,,,,% inhibition towards 5-HT1A receptor from rat hippocampal membranes,CHEMBL615899,16796,10576,,,,,Autocuration,,1,,8,,1257,B,H,BAO_0000019,
,,,,% inhibition towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,CHEMBL616291,16796,10576,,,,,Autocuration,,1,,8,,1258,B,H,BAO_0000019,
,,,,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor.,CHEMBL616292,15629,10576,,,,,Autocuration,,1,,8,,1259,B,H,BAO_0000357,
,,,,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",CHEMBL616293,13241,10576,,,,,Autocuration,,1,,8,,1260,F,H,BAO_0000249,
,,,,Measurement of binding affinity by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,CHEMBL616294,12073,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1261,B,H,BAO_0000221,
,,,,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane,CHEMBL616295,14286,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1262,B,H,BAO_0000249,
,,,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex at 10 uM,CHEMBL616296,14542,10576,,,Brain,955.0,Autocuration,,1,,8,,1263,B,H,BAO_0000221,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,CHEMBL616297,13630,10576,,,,,Autocuration,,1,,8,,1264,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0+ 1 uM 5-HT.,CHEMBL616605,13630,10576,,,,,Autocuration,,1,,8,,1265,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.01 uM+ 1 uM 5-HT.,CHEMBL616606,13630,10576,,,,,Autocuration,,1,,8,,1266,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,CHEMBL616607,13630,10576,,,,,Autocuration,,1,,8,,1267,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,CHEMBL616608,13630,10576,,,,,Expert,,1,,8,,1268,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM+ 1 uM 5-HT.,CHEMBL616609,13630,10576,,,,,Autocuration,,1,,8,,1269,F,H,BAO_0000019,
,Rattus norvegicus,,,Effect against 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at 0.1 uM dose,CHEMBL616610,13630,10576,,,,,Expert,,1,,9,10116.0,1270,F,D,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,CHEMBL616611,13630,10576,,,,,Autocuration,,1,,8,,1271,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 1 uM 5-HT.,CHEMBL616612,13630,10576,,,,,Expert,,1,,8,,1272,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 0.1 uM 5-HT.,CHEMBL616613,13630,10576,,,,,Autocuration,,1,,8,,1273,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM,CHEMBL616614,13630,10576,,,,,Expert,,1,,8,,1274,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM+ 10 uM 5-HT.,CHEMBL616615,13630,10576,,,,,Autocuration,,1,,8,,1275,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,CHEMBL616616,13630,10576,,,,,Expert,,1,,8,,1276,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 0.1 uM 5-HT.,CHEMBL616617,13630,10576,,,,,Autocuration,,1,,8,,1277,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,CHEMBL616618,13630,10576,,,,,Autocuration,,1,,8,,1278,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 1 uM 5-HT.,CHEMBL616619,13630,10576,,,,,Autocuration,,1,,8,,1279,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 3 uM 5-HT.,CHEMBL616620,13630,10576,,,,,Expert,,1,,8,,1280,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,CHEMBL616621,13630,10576,,,,,Expert,,1,,8,,1281,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 30 uM,CHEMBL616622,13630,10576,,,,,Autocuration,,1,,8,,1282,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM,CHEMBL616146,13630,10576,,,,,Expert,,1,,8,,1283,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM+ 50 uM 5-HT.,CHEMBL832873,13630,10576,,,,,Autocuration,,1,,8,,1284,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM,CHEMBL616147,13630,10576,,,,,Autocuration,,1,,8,,1285,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,CHEMBL872872,13630,10576,,,,,Autocuration,,1,,8,,1286,F,H,BAO_0000019,
,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,CHEMBL616148,13630,10576,,,,,Autocuration,,1,,8,,1287,F,H,BAO_0000019,
,,,,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue,CHEMBL616149,9783,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1288,B,H,BAO_0000221,
,,,,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue at 1 uM,CHEMBL616150,9783,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1289,B,H,BAO_0000221,
,Rattus norvegicus,,,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membranes at 10e-7 M,CHEMBL616151,14331,10576,Membranes,,,,Expert,,1,,9,10116.0,1290,B,D,BAO_0000249,
,,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue at 1 uM,CHEMBL872873,15260,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1291,B,H,BAO_0000221,
,,,,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 0.1 uM concentration,CHEMBL616670,15260,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1292,B,H,BAO_0000221,
,,,,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 1 uM concentration,CHEMBL616671,15260,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1293,B,H,BAO_0000221,
,Rattus norvegicus,,,"Percent inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",CHEMBL884861,16616,10576,,,,,Expert,,1,,9,10116.0,1294,F,D,BAO_0000249,
,,,,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor,CHEMBL616672,15629,10576,,,,,Autocuration,,1,,8,,1295,B,H,BAO_0000357,
,,,,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,CHEMBL616673,15086,10576,,,,,Autocuration,,1,,8,,1296,B,H,BAO_0000019,
,,,,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,CHEMBL616674,5717,10576,,,,,Expert,,1,,8,,1297,F,H,BAO_0000019,
,,,,Binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,CHEMBL616675,12652,10576,,,,,Autocuration,,1,,8,,1298,B,H,BAO_0000357,
,,,,In vitro binding affinity for 5-hydroxytryptamine 1A receptor was determined by measuring specific inhibition of [125I]-binding to rat hippocampal membrane preparations,CHEMBL616676,14608,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1299,B,H,BAO_0000221,
,,,,Inhibition of binding of [125I]-8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,CHEMBL616677,12306,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1300,B,H,BAO_0000221,
,,,,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,CHEMBL616678,12306,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1301,B,H,BAO_0000221,
,Rattus norvegicus,,,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,CHEMBL616679,15247,10576,,,,,Expert,,1,,9,10116.0,1302,B,D,BAO_0000357,
,,,,Ability to bind to central serotonin 5-hydroxytryptamine 1A receptor in vitro in hippocampus of the rat brain using [3H]8-OH-DPAT radioligand,CHEMBL616680,17529,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1303,B,H,BAO_0000221,
,,,,Ability to displace [3H]- -OH-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,CHEMBL616681,14826,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1304,B,H,BAO_0000221,
,,,,Ability to displace [3H]- -(OH)-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,CHEMBL616682,14826,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1305,B,H,BAO_0000221,
,,,,Ability to displace [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,CHEMBL616683,13241,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1306,B,H,BAO_0000221,
,,,,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor,CHEMBL616684,14093,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1307,B,H,BAO_0000221,
,,,,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor; Not tested,CHEMBL616685,14093,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1308,B,H,BAO_0000221,
,,,,Affinity at [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in rat brain homogenate was determined,CHEMBL616686,14442,10576,,,Brain,955.0,Autocuration,,1,,8,,1309,B,H,BAO_0000221,
,,,,Affinity for 5-hydroxytryptamine 1A receptor site,CHEMBL616687,9919,10576,,,,,Autocuration,,1,,8,,1310,B,H,BAO_0000357,
,,,,Affinity for 5-hydroxytryptamine 1A receptor site,CHEMBL616688,9919,10576,,,,,Autocuration,,1,,8,,1311,B,H,BAO_0000357,
,,,,Affinity in displacing [3H]8-OH-DPAT from rat hippocampal 5-HT1A receptor.,CHEMBL616689,11440,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1312,B,H,BAO_0000221,
,,,,Affinity on 5-hydroxytryptamine 1A receptor labeled by [3H]8-OH-DPAT,CHEMBL616690,11257,10576,,,,,Autocuration,,1,,8,,1313,B,H,BAO_0000357,
,,,,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand,CHEMBL616691,10330,10576,,,,,Expert,,1,,8,,1314,B,H,BAO_0000357,
,Rattus norvegicus,,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus mambranes,CHEMBL616692,17331,10576,,,Hippocampus,10000000.0,Expert,,1,,9,10116.0,1315,B,D,BAO_0000221,
,,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane,CHEMBL616693,16567,10576,,,,,Expert,,1,,8,,1316,B,H,BAO_0000249,
,Rattus norvegicus,,,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",CHEMBL616694,12058,10576,,,,,Expert,,1,,9,10116.0,1317,B,D,BAO_0000019,
,,,,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal tissue,CHEMBL616695,9699,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1318,B,H,BAO_0000221,
,,,,Binding affinity against 5-hydroxytryptamine 1A receptor of rat was determined using [3H]8-OH-DPAT in binding assay,CHEMBL616696,9547,10576,,,,,Autocuration,,1,,8,,1319,B,H,BAO_0000357,
,,,,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]DOB as radioligand,CHEMBL616697,10330,10576,,,,,Autocuration,,1,,8,,1320,B,H,BAO_0000357,
,,,,Binding affinity against rat 5-hydroxytryptamine 1A receptor,CHEMBL616698,14331,10576,,,,,Autocuration,,1,,8,,1321,B,H,BAO_0000357,
,Rattus norvegicus,,,Binding affinity against rat brain 5-hydroxytryptamine 1A receptor,CHEMBL616949,14060,10576,,,,,Expert,,1,,9,10116.0,1322,B,D,BAO_0000019,
,,,,Binding affinity against the 5-hydroxytryptamine 1A receptor labelled with [3H]8-OH-DPAT in rat hippocampal homogenates,CHEMBL616950,14744,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1323,B,H,BAO_0000221,
,,,,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,CHEMBL832875,13506,10576,,,,,Autocuration,,1,,8,,1324,B,H,BAO_0000357,
,,,,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,CHEMBL616951,10862,10576,,,Brain,955.0,Expert,,1,,8,,1325,B,H,BAO_0000221,
,,,,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,CHEMBL616952,10862,10576,,,Brain,955.0,Expert,,1,,8,,1326,B,H,BAO_0000221,
,,,,Binding affinity at rat 5-hydroxytryptamine 1A receptor by [3H]WB-4101 displacement.,CHEMBL616953,10062,10576,,,,,Expert,,1,,8,,1327,B,H,BAO_0000357,
,,,,Binding affinity for 5-hydroxytryptamine 1A receptor by use of [3H]8-OH-DPAT in male rat,CHEMBL616954,12073,10576,,,,,Autocuration,,1,,8,,1328,B,H,BAO_0000357,
,,,,GTPgammaS radioligand binding assay,CHEMBL616955,14875,106,,,,,Autocuration,,1,,8,,1329,B,H,BAO_0000357,
,,,,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,CHEMBL616956,2391,106,,,,,Autocuration,,1,,8,,1330,B,H,BAO_0000357,
,,,,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Partial agonist,CHEMBL616957,2391,106,,,,,Autocuration,,1,,8,,1331,F,H,BAO_0000019,
,,,,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Slient antagonist,CHEMBL616958,2391,106,,,,,Autocuration,,1,,8,,1332,F,H,BAO_0000019,
,,,,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,CHEMBL616959,2391,106,,,,,Autocuration,,1,,8,,1333,B,H,BAO_0000357,
,,,,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,CHEMBL616960,2391,106,,,,,Autocuration,,1,,8,,1334,B,H,BAO_0000357,
,,,,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; silent antagonist,CHEMBL616961,2391,106,,,,,Autocuration,,1,,8,,1335,F,H,BAO_0000019,
HeLa,,,,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor,CHEMBL616962,17211,106,,308.0,,,Expert,,1,,8,,1336,B,H,BAO_0000219,
HeLa,,,,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor receptor,CHEMBL616963,17211,106,,308.0,,,Autocuration,,1,,8,,1337,B,H,BAO_0000219,
,Homo sapiens,,,Affinity towards human 5-hydroxytryptamine 1B serotonin receptor,CHEMBL616524,6491,106,,,,,Expert,,1,,9,9606.0,1338,B,D,BAO_0000357,
CHO,,,,Binding affinity against 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,CHEMBL616525,16190,106,,449.0,,,Autocuration,,1,,8,,1339,B,H,BAO_0000219,
,,,,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]5-CT as radioligand,CHEMBL872908,14165,106,,,,,Autocuration,,1,,8,,1340,B,H,BAO_0000019,
,,,,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]GR-125743 as radioligand,CHEMBL616526,14165,106,,,,,Autocuration,,1,,8,,1341,B,H,BAO_0000019,
,Homo sapiens,,,Binding affinity to cloned human 5-hydroxytryptamine 1B receptor,CHEMBL616527,4234,106,,,,,Expert,,1,,9,9606.0,1342,B,D,BAO_0000357,
,,,,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,CHEMBL616528,6328,106,,,,,Expert,,1,,8,,1343,B,H,BAO_0000219,
,,,,Binding affinity for recombinant human 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,CHEMBL616529,14770,106,,,,,Autocuration,,1,,8,,1344,B,H,BAO_0000357,
,,,,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1B receptor using [3H]5-CT as radioligand,CHEMBL616530,2598,106,,,,,Autocuration,,1,,8,,1345,B,H,BAO_0000357,
,,,,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,CHEMBL616531,6897,106,,,,,Expert,,1,,8,,1346,B,H,BAO_0000357,
,,,,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,CHEMBL616532,6897,106,,,,,Autocuration,,1,,8,,1347,B,H,BAO_0000357,
,,,,Binding affinity towards 5-hydroxytryptamine 1B receptor,CHEMBL616533,6013,106,,,,,Autocuration,,1,,8,,1348,B,H,BAO_0000357,
,,,,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,CHEMBL616534,5843,106,,,,,Expert,,1,,8,,1349,B,H,BAO_0000357,
,,,,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand,CHEMBL616535,14454,106,,,,,Expert,,1,,8,,1350,B,H,BAO_0000357,
,,,,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT radioligand,CHEMBL616536,16209,106,,,,,Autocuration,,1,,8,,1351,B,H,BAO_0000357,
,,,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1B receptor,CHEMBL616537,3935,106,,,,,Autocuration,,1,,8,,1352,B,H,BAO_0000357,
CHO-K1,,,,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells,CHEMBL616538,13729,106,,485.0,,,Expert,,1,,8,,1353,F,H,BAO_0000219,
,,,,Agonist activity to the human recombinant 5-hydroxytryptamine 1B receptor,CHEMBL616539,14251,106,,,,,Expert,,1,,8,,1354,F,H,BAO_0000019,
,,,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor,CHEMBL616540,17085,106,,,,,Expert,,1,,8,,1355,B,H,BAO_0000019,
,,,,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,CHEMBL616429,3025,106,,,,,Autocuration,,1,,8,,1356,B,H,BAO_0000357,
,,,,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor,CHEMBL616430,15315,106,,,,,Expert,,1,,8,,1357,B,H,BAO_0000357,
,Homo sapiens,,,Receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor in Cos-7 cells,CHEMBL616431,14214,106,,,,,Expert,,1,,9,9606.0,1358,B,D,BAO_0000219,
,Homo sapiens,,,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,CHEMBL616432,3804,106,,,,,Expert,,1,,9,9606.0,1359,B,D,BAO_0000357,
,Homo sapiens,,,Affinity for 5-hydroxytryptamine 1B receptor subtype,CHEMBL616433,2391,106,,,,,Expert,,1,,9,9606.0,1360,B,D,BAO_0000357,
,Homo sapiens,,,Binding affinity for human 5-hydroxytryptamine 1B receptor,CHEMBL616434,4175,106,,,,,Expert,,1,,9,9606.0,1361,B,D,BAO_0000357,
CHO,,,,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand; Not determined,CHEMBL616435,17296,106,,449.0,,,Autocuration,,1,,8,,1362,B,H,BAO_0000219,
,,,,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor; ND means not determined,CHEMBL616436,17085,106,,,,,Expert,,1,,8,,1363,B,H,BAO_0000019,
HeLa,,,,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,CHEMBL616437,17211,106,,308.0,,,Autocuration,,1,,8,,1364,B,H,BAO_0000219,
HeLa,,,,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT=not tested,CHEMBL616438,17211,106,,308.0,,,Autocuration,,1,,8,,1365,B,H,BAO_0000219,
HeLa,,,,Ability to displace [3H]-5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,CHEMBL616439,17211,106,,308.0,,,Autocuration,,1,,8,,1366,B,H,BAO_0000219,
,Homo sapiens,,,Binding activity against human 5-hydroxytryptamine 1B receptor; NT means not tested,CHEMBL616440,15926,106,,,,,Expert,,1,,9,9606.0,1367,B,D,BAO_0000357,
CHO-K1,,,,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor; not tested,CHEMBL616441,16312,106,,485.0,,,Autocuration,,1,,8,,1368,B,H,BAO_0000219,
,,,,Selectivity ratio against cloned human 5-HT1B receptor to that of h5-HT1D receptor,CHEMBL616442,5843,106,,,,,Expert,,1,,8,,1369,B,H,BAO_0000357,
,,,,Selectivity ratio against cloned human 5-hydroxytryptamine 1B receptor to that of human 5-hydroxytryptamine 1D receptor,CHEMBL616443,5843,106,,,,,Autocuration,,1,,8,,1370,B,H,BAO_0000357,
CHO-K1,,,,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor,CHEMBL616444,16312,106,,485.0,,,Expert,,1,,8,,1371,B,H,BAO_0000219,
,Homo sapiens,,,Binding activity against human 5-hydroxytryptamine 1B receptor,CHEMBL616445,15926,106,,,,,Expert,,1,,9,9606.0,1372,B,D,BAO_0000357,
,Homo sapiens,,,Binding activity against human 5-hydroxytryptamine 1B receptor,CHEMBL616446,15926,106,,,,,Expert,,1,,9,9606.0,1373,B,D,BAO_0000357,
CHO,Homo sapiens,,,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,CHEMBL616447,4540,106,,449.0,,,Expert,,1,,9,9606.0,1374,B,D,BAO_0000219,
,,,,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor was determined,CHEMBL616448,6166,106,,,,,Autocuration,,1,,8,,1375,B,H,BAO_0000357,
CHO,,,,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand,CHEMBL616449,17296,106,,449.0,,,Autocuration,,1,,8,,1376,B,H,BAO_0000219,
CHO,,,,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells,CHEMBL616450,17296,106,,449.0,,,Autocuration,,1,,8,,1377,B,H,BAO_0000219,
