ss_d,ss_tx_d,src_ss_d,crtd_b,ss_sbclllr_frctn,td,ss_tst_tp,chmbl_d,tss_d,ss_ctgr,src_d,ss_cll_tp,rltnshp_tp,cnfdnc_scr,cll_d,b_frmt,vrnt_d
10783,10116.0,,Intermediate,,50597,In vivo,CHEMBL875843,,,1,,N,1,,BAO_0000218,
10784,10116.0,,Intermediate,,50597,In vivo,CHEMBL618792,,,1,,N,1,,BAO_0000218,
10785,10116.0,,Intermediate,,50597,In vivo,CHEMBL623395,,,1,,N,1,,BAO_0000218,
10786,314293.0,,Autocuration,,22224,In vivo,CHEMBL623396,,,1,,U,0,,BAO_0000218,
10787,10116.0,,Intermediate,,50597,In vivo,CHEMBL623397,,,1,,N,1,,BAO_0000218,
10788,10116.0,,Intermediate,,50597,In vivo,CHEMBL623398,,,1,,N,1,,BAO_0000218,
10789,10090.0,,Intermediate,,50594,In vivo,CHEMBL623399,,,1,,N,1,,BAO_0000218,
10790,,,Autocuration,,22224,In vivo,CHEMBL623400,,,1,,U,0,,BAO_0000218,
10791,,,Autocuration,,22224,In vivo,CHEMBL623401,,,1,,U,0,,BAO_0000218,
10792,,,Autocuration,,22224,In vivo,CHEMBL623402,,,1,,U,0,,BAO_0000218,
10793,,,Autocuration,,22224,In vivo,CHEMBL623403,,,1,,U,0,,BAO_0000218,
10794,,,Autocuration,,22224,In vivo,CHEMBL623404,,,1,,U,0,,BAO_0000218,
10795,10116.0,,Intermediate,,50597,In vivo,CHEMBL625997,,,1,,N,1,,BAO_0000218,
10796,10116.0,,Intermediate,,50597,In vivo,CHEMBL625998,,,1,,N,1,,BAO_0000218,
10797,,,Autocuration,,22224,In vivo,CHEMBL625999,,,1,,U,0,,BAO_0000218,
10798,,,Autocuration,,22224,In vivo,CHEMBL626000,,,1,,U,0,,BAO_0000218,
10799,,,Autocuration,,22224,In vivo,CHEMBL626001,,,1,,U,0,,BAO_0000218,
10800,,,Autocuration,,22224,In vivo,CHEMBL626002,,,1,,U,0,,BAO_0000218,
10801,,,Autocuration,,22224,In vivo,CHEMBL626003,,,1,,U,0,,BAO_0000218,
10802,10116.0,,Intermediate,,50597,In vivo,CHEMBL626004,,,1,,N,1,,BAO_0000218,
10803,10141.0,,Intermediate,,50512,In vivo,CHEMBL626005,,,1,,N,1,,BAO_0000218,
10804,10116.0,,Intermediate,,50597,In vivo,CHEMBL626006,,,1,,N,1,,BAO_0000218,
10805,10116.0,,Intermediate,,50597,In vivo,CHEMBL626007,1969.0,,1,,N,1,,BAO_0000218,
10806,10090.0,,Intermediate,,50594,In vivo,CHEMBL626008,1969.0,,1,,N,1,,BAO_0000218,
10807,9615.0,,Intermediate,,50588,In vivo,CHEMBL626009,2107.0,,1,,N,1,,BAO_0000218,
10808,9615.0,,Intermediate,,50588,In vivo,CHEMBL626010,,,1,,N,1,,BAO_0000218,
10809,10090.0,,Intermediate,,50594,In vivo,CHEMBL626011,178.0,,1,,N,1,,BAO_0000218,
10810,10090.0,,Intermediate,,50594,In vivo,CHEMBL626012,178.0,,1,,N,1,,BAO_0000218,
10811,10090.0,,Intermediate,,50594,In vivo,CHEMBL626013,178.0,,1,,N,1,,BAO_0000218,
10812,10090.0,,Intermediate,,50594,In vivo,CHEMBL626014,178.0,,1,,N,1,,BAO_0000218,
10813,10090.0,,Intermediate,,50594,In vivo,CHEMBL877496,178.0,,1,,N,1,,BAO_0000218,
10814,9615.0,,Intermediate,,50588,In vivo,CHEMBL626015,,,1,,N,1,,BAO_0000218,
10815,9615.0,,Intermediate,,50588,In vivo,CHEMBL626016,,,1,,N,1,,BAO_0000218,
10816,9615.0,,Intermediate,,50588,In vivo,CHEMBL626017,,,1,,N,1,,BAO_0000218,
10817,9615.0,,Intermediate,,50588,In vivo,CHEMBL626018,1969.0,,1,,N,1,,BAO_0000218,
10818,9615.0,,Intermediate,,50588,In vivo,CHEMBL626692,1969.0,,1,,N,1,,BAO_0000218,
10819,10116.0,,Intermediate,,50597,In vivo,CHEMBL626693,1969.0,,1,,N,1,,BAO_0000218,
10820,10116.0,,Autocuration,,22224,In vivo,CHEMBL626694,1969.0,,1,,U,0,,BAO_0000218,
10821,9615.0,,Intermediate,,50588,In vivo,CHEMBL626695,178.0,,1,,N,1,,BAO_0000218,
10822,9615.0,,Intermediate,,50588,In vivo,CHEMBL626696,178.0,,1,,N,1,,BAO_0000218,
10823,9615.0,,Intermediate,,50588,In vivo,CHEMBL626697,178.0,,1,,N,1,,BAO_0000218,
10824,9615.0,,Intermediate,,50588,In vivo,CHEMBL626859,178.0,,1,,N,1,,BAO_0000218,
10825,9615.0,,Intermediate,,50588,In vivo,CHEMBL626860,178.0,,1,,N,1,,BAO_0000218,
10826,9615.0,,Intermediate,,50588,In vivo,CHEMBL626861,178.0,,1,,N,1,,BAO_0000218,
10827,10116.0,,Intermediate,,50597,In vivo,CHEMBL626296,,,1,,N,1,,BAO_0000218,
10828,,,Autocuration,,22224,In vivo,CHEMBL626297,,,1,,U,0,,BAO_0000218,
10829,,,Autocuration,,22224,In vivo,CHEMBL626298,1969.0,,1,,U,0,,BAO_0000218,
10830,10116.0,,Intermediate,,50597,In vivo,CHEMBL626299,1969.0,,1,,N,1,,BAO_0000218,
10831,10116.0,,Intermediate,,50597,In vivo,CHEMBL626300,1969.0,,1,,N,1,,BAO_0000218,
10832,10116.0,,Intermediate,,50597,In vivo,CHEMBL626301,1969.0,,1,,N,1,,BAO_0000218,
10833,10116.0,,Intermediate,,50597,In vivo,CHEMBL626962,1969.0,,1,,N,1,,BAO_0000218,
10834,10116.0,,Intermediate,,50597,In vivo,CHEMBL626963,1969.0,,1,,N,1,,BAO_0000218,
10835,10116.0,,Intermediate,,50597,In vivo,CHEMBL626964,1969.0,,1,,N,1,,BAO_0000218,
10836,9541.0,,Intermediate,,100710,In vivo,CHEMBL626965,1969.0,,1,,N,1,,BAO_0000218,
10837,10090.0,,Intermediate,,50594,In vivo,CHEMBL626966,1969.0,,1,,N,1,,BAO_0000218,
10838,10090.0,,Intermediate,,50594,In vivo,CHEMBL626967,1969.0,,1,,N,1,,BAO_0000218,
10839,9541.0,,Intermediate,,100710,In vivo,CHEMBL626968,1969.0,,1,,N,1,,BAO_0000218,
10840,10116.0,,Intermediate,,50597,,CHEMBL626969,948.0,,1,,N,1,,BAO_0000218,
10841,10116.0,,Intermediate,,50597,,CHEMBL627126,948.0,,1,,N,1,,BAO_0000218,
10842,10116.0,,Intermediate,,50597,,CHEMBL631276,948.0,,1,,N,1,,BAO_0000218,
10843,10116.0,,Intermediate,,50597,,CHEMBL631277,948.0,,1,,N,1,,BAO_0000218,
10844,10116.0,,Intermediate,,50597,,CHEMBL631278,948.0,,1,,N,1,,BAO_0000218,
10845,10116.0,,Intermediate,,50597,,CHEMBL874457,948.0,,1,,N,1,,BAO_0000218,
10846,10116.0,,Intermediate,,50597,,CHEMBL631279,948.0,,1,,N,1,,BAO_0000218,
10847,10116.0,,Intermediate,,50597,,CHEMBL631280,948.0,,1,,N,1,,BAO_0000218,
10848,10116.0,,Intermediate,,50597,,CHEMBL631281,948.0,,1,,N,1,,BAO_0000218,
10849,10116.0,,Intermediate,,50597,,CHEMBL631968,948.0,,1,,N,1,,BAO_0000218,
10850,10116.0,,Intermediate,,50597,,CHEMBL631969,948.0,,1,,N,1,,BAO_0000218,
10851,10116.0,,Intermediate,,50597,,CHEMBL631970,948.0,,1,,N,1,,BAO_0000218,
10852,10116.0,,Intermediate,,50597,,CHEMBL631971,948.0,,1,,N,1,,BAO_0000218,
10853,10116.0,,Intermediate,,50597,,CHEMBL631972,948.0,,1,,N,1,,BAO_0000218,
10854,10116.0,,Intermediate,,50597,,CHEMBL630435,948.0,,1,,N,1,,BAO_0000218,
10855,10116.0,,Intermediate,,50597,,CHEMBL630436,948.0,,1,,N,1,,BAO_0000218,
10856,10116.0,,Intermediate,,50597,,CHEMBL630437,948.0,,1,,N,1,,BAO_0000218,
10857,10116.0,,Intermediate,,50597,,CHEMBL630438,948.0,,1,,N,1,,BAO_0000218,
10858,10116.0,,Intermediate,,50597,,CHEMBL630439,948.0,,1,,N,1,,BAO_0000218,
10859,10116.0,,Intermediate,,50597,,CHEMBL630440,2113.0,,1,,N,1,,BAO_0000218,
10860,10116.0,,Intermediate,,50597,,CHEMBL630441,2113.0,,1,,N,1,,BAO_0000218,
10861,10116.0,,Intermediate,,50597,,CHEMBL630442,2113.0,,1,,N,1,,BAO_0000218,
10862,10116.0,,Intermediate,,50597,,CHEMBL625234,2113.0,,1,,N,1,,BAO_0000218,
10863,10116.0,,Intermediate,,50597,,CHEMBL625235,2113.0,,1,,N,1,,BAO_0000218,
10864,10116.0,,Intermediate,,50597,,CHEMBL625236,2113.0,,1,,N,1,,BAO_0000218,
10865,10116.0,,Intermediate,,50597,,CHEMBL625237,2113.0,,1,,N,1,,BAO_0000218,
10866,10116.0,,Intermediate,,50597,,CHEMBL626125,2113.0,,1,,N,1,,BAO_0000218,
10867,10116.0,,Intermediate,,50597,,CHEMBL626126,2113.0,,1,,N,1,,BAO_0000218,
10868,10116.0,,Intermediate,,50597,,CHEMBL626127,2113.0,,1,,N,1,,BAO_0000218,
10869,10116.0,,Intermediate,,50597,,CHEMBL626128,2113.0,,1,,N,1,,BAO_0000218,
10870,10116.0,,Intermediate,,50597,,CHEMBL626129,2113.0,,1,,N,1,,BAO_0000218,
10871,10116.0,,Intermediate,,50597,,CHEMBL626130,2113.0,,1,,N,1,,BAO_0000218,
10872,10116.0,,Intermediate,,50597,,CHEMBL626131,2113.0,,1,,N,1,,BAO_0000218,
10873,10116.0,,Intermediate,,50597,,CHEMBL626132,2113.0,,1,,N,1,,BAO_0000218,
10874,10116.0,,Intermediate,,50597,,CHEMBL626752,2113.0,,1,,N,1,,BAO_0000218,
10875,10116.0,,Intermediate,,50597,,CHEMBL626753,2113.0,,1,,N,1,,BAO_0000218,
10876,10116.0,,Intermediate,,50597,,CHEMBL626754,2113.0,,1,,N,1,,BAO_0000218,
10877,10116.0,,Intermediate,,50597,,CHEMBL626755,2113.0,,1,,N,1,,BAO_0000218,
10878,10116.0,,Intermediate,,50597,,CHEMBL626756,2107.0,,1,,N,1,,BAO_0000218,
10879,10116.0,,Intermediate,,50597,,CHEMBL626757,2107.0,,1,,N,1,,BAO_0000218,
10880,10116.0,,Intermediate,,50597,,CHEMBL626758,2107.0,,1,,N,1,,BAO_0000218,
10881,10116.0,,Intermediate,,50597,,CHEMBL626759,2107.0,,1,,N,1,,BAO_0000218,
10882,10116.0,,Intermediate,,50597,,CHEMBL626760,2107.0,,1,,N,1,,BAO_0000218,
10883,9615.0,,Intermediate,,50588,,CHEMBL626394,,,1,,N,1,,BAO_0000218,
10884,9615.0,,Intermediate,,50588,,CHEMBL626395,,,1,,N,1,,BAO_0000218,
10885,9615.0,,Intermediate,,50588,,CHEMBL626396,,,1,,N,1,,BAO_0000218,
10886,9615.0,,Intermediate,,50588,,CHEMBL626397,,,1,,N,1,,BAO_0000218,
10887,9615.0,,Intermediate,,50588,,CHEMBL626398,,,1,,N,1,,BAO_0000218,
10888,9615.0,,Intermediate,,50588,,CHEMBL626399,,,1,,N,1,,BAO_0000218,
10889,10116.0,,Intermediate,,50597,,CHEMBL874653,,,1,,N,1,,BAO_0000218,
10890,10116.0,,Intermediate,,50597,,CHEMBL626400,,,1,,N,1,,BAO_0000218,
10891,10116.0,,Intermediate,,50597,,CHEMBL626401,,,1,,N,1,,BAO_0000218,
10892,10116.0,,Intermediate,,50597,,CHEMBL626402,,,1,,N,1,,BAO_0000218,
10893,10116.0,,Intermediate,,50597,,CHEMBL626403,,,1,,N,1,,BAO_0000218,
10894,10116.0,,Intermediate,,50597,,CHEMBL626404,,,1,,N,1,,BAO_0000218,
10895,10116.0,,Intermediate,,50597,,CHEMBL626405,,,1,,N,1,,BAO_0000218,
10896,10116.0,,Intermediate,,50597,,CHEMBL625529,,,1,,N,1,,BAO_0000218,
10897,10116.0,,Intermediate,,50597,,CHEMBL625530,,,1,,N,1,,BAO_0000218,
10898,10116.0,,Intermediate,,50597,,CHEMBL625531,,,1,,N,1,,BAO_0000218,
10899,10116.0,,Intermediate,,50597,,CHEMBL625532,,,1,,N,1,,BAO_0000218,
10900,10116.0,,Intermediate,,50597,,CHEMBL625533,,,1,,N,1,,BAO_0000218,
10901,10116.0,,Intermediate,,50597,,CHEMBL875474,,,1,,N,1,,BAO_0000218,
10902,10116.0,,Intermediate,,50597,,CHEMBL625534,,,1,,N,1,,BAO_0000218,
10903,10116.0,,Intermediate,,50597,,CHEMBL625535,,,1,,N,1,,BAO_0000218,
10904,10116.0,,Intermediate,,50597,,CHEMBL625536,,,1,,N,1,,BAO_0000218,
10905,10116.0,,Intermediate,,50597,,CHEMBL625537,,,1,,N,1,,BAO_0000218,
10906,10116.0,,Intermediate,,50597,,CHEMBL625538,,,1,,N,1,,BAO_0000218,
10907,10116.0,,Intermediate,,50597,,CHEMBL625539,,,1,,N,1,,BAO_0000218,
10908,10116.0,,Intermediate,,50597,,CHEMBL625540,,,1,,N,1,,BAO_0000218,
10909,10116.0,,Intermediate,,50597,,CHEMBL625541,,,1,,N,1,,BAO_0000218,
10910,10116.0,,Intermediate,,50597,,CHEMBL625542,,,1,,N,1,,BAO_0000218,
10911,10116.0,,Intermediate,,50597,,CHEMBL625543,,,1,,N,1,,BAO_0000218,
10912,10116.0,,Intermediate,,50597,,CHEMBL625544,,,1,,N,1,,BAO_0000218,
10913,9615.0,,Intermediate,,50588,,CHEMBL625545,,,1,,N,1,,BAO_0000218,
10914,9615.0,,Intermediate,,50588,,CHEMBL625546,,,1,,N,1,,BAO_0000218,
10915,9615.0,,Intermediate,,50588,,CHEMBL625547,,,1,,N,1,,BAO_0000218,
10916,9615.0,,Intermediate,,50588,,CHEMBL625548,,,1,,N,1,,BAO_0000218,
10917,9615.0,,Intermediate,,50588,,CHEMBL625549,,,1,,N,1,,BAO_0000218,
10918,9615.0,,Intermediate,,50588,,CHEMBL625550,,,1,,N,1,,BAO_0000218,
10919,9615.0,,Intermediate,,50588,,CHEMBL625551,,,1,,N,1,,BAO_0000218,
10920,9615.0,,Intermediate,,50588,,CHEMBL875475,,,1,,N,1,,BAO_0000218,
10921,9615.0,,Intermediate,,50588,,CHEMBL625552,,,1,,N,1,,BAO_0000218,
10922,9615.0,,Intermediate,,50588,,CHEMBL625553,,,1,,N,1,,BAO_0000218,
10923,9615.0,,Intermediate,,50588,,CHEMBL625554,,,1,,N,1,,BAO_0000218,
10924,9615.0,,Intermediate,,50588,,CHEMBL625555,,,1,,N,1,,BAO_0000218,
10925,9615.0,,Intermediate,,50588,,CHEMBL625556,,,1,,N,1,,BAO_0000218,
10926,9615.0,,Intermediate,,50588,,CHEMBL624986,,,1,,N,1,,BAO_0000218,
10927,9615.0,,Intermediate,,50588,,CHEMBL624987,,,1,,N,1,,BAO_0000218,
10928,9615.0,,Intermediate,,50588,,CHEMBL624988,,,1,,N,1,,BAO_0000218,
10929,9615.0,,Intermediate,,50588,In vivo,CHEMBL624989,1637.0,,1,,N,1,,BAO_0000218,
10930,9615.0,,Intermediate,,50588,In vivo,CHEMBL624990,1637.0,,1,,N,1,,BAO_0000218,
10931,9615.0,,Intermediate,,50588,In vivo,CHEMBL874391,1637.0,,1,,N,1,,BAO_0000218,
10932,9615.0,,Intermediate,,50588,In vivo,CHEMBL624991,1637.0,,1,,N,1,,BAO_0000218,
10933,9615.0,,Intermediate,,50588,In vivo,CHEMBL624992,1637.0,,1,,N,1,,BAO_0000218,
10934,9615.0,,Intermediate,,50588,In vivo,CHEMBL624993,1637.0,,1,,N,1,,BAO_0000218,
10935,9615.0,,Intermediate,,50588,In vivo,CHEMBL624994,1637.0,,1,,N,1,,BAO_0000218,
10936,9615.0,,Intermediate,,50588,In vivo,CHEMBL624995,1637.0,,1,,N,1,,BAO_0000218,
10937,9615.0,,Intermediate,,50588,In vivo,CHEMBL624996,1637.0,,1,,N,1,,BAO_0000218,
10938,9615.0,,Intermediate,,50588,In vivo,CHEMBL624997,1637.0,,1,,N,1,,BAO_0000218,
10939,9615.0,,Intermediate,,50588,In vivo,CHEMBL624998,1637.0,,1,,N,1,,BAO_0000218,
10940,9615.0,,Intermediate,,50588,In vivo,CHEMBL624999,1637.0,,1,,N,1,,BAO_0000218,
10941,9615.0,,Intermediate,,50588,In vivo,CHEMBL882955,1637.0,,1,,N,1,,BAO_0000218,
10942,9615.0,,Intermediate,,50588,In vivo,CHEMBL625000,1637.0,,1,,N,1,,BAO_0000218,
10943,9615.0,,Intermediate,,50588,In vivo,CHEMBL625001,1637.0,,1,,N,1,,BAO_0000218,
10944,9615.0,,Intermediate,,50588,In vivo,CHEMBL625089,1637.0,,1,,N,1,,BAO_0000218,
10945,9615.0,,Intermediate,,50588,In vivo,CHEMBL625090,1637.0,,1,,N,1,,BAO_0000218,
10946,9615.0,,Intermediate,,50588,In vivo,CHEMBL625091,1637.0,,1,,N,1,,BAO_0000218,
10947,9615.0,,Intermediate,,50588,In vivo,CHEMBL625092,1637.0,,1,,N,1,,BAO_0000218,
10948,9615.0,,Intermediate,,50588,In vivo,CHEMBL625093,1637.0,,1,,N,1,,BAO_0000218,
10949,9615.0,,Intermediate,,50588,In vivo,CHEMBL625094,1637.0,,1,,N,1,,BAO_0000218,
10950,9615.0,,Intermediate,,50588,In vivo,CHEMBL625095,1637.0,,1,,N,1,,BAO_0000218,
10951,9615.0,,Intermediate,,50588,In vivo,CHEMBL625096,,,1,,N,1,,BAO_0000218,
10952,10116.0,,Intermediate,,50597,In vivo,CHEMBL625097,,,1,,N,1,,BAO_0000218,
10953,,,Autocuration,,22224,In vivo,CHEMBL882956,,,1,,U,0,,BAO_0000218,
10954,10116.0,,Intermediate,,50597,In vivo,CHEMBL625098,,,1,,N,1,,BAO_0000218,
10955,10141.0,,Autocuration,,22224,In vivo,CHEMBL625099,,,1,,U,0,,BAO_0000218,
10956,10116.0,,Intermediate,,50597,In vivo,CHEMBL625100,,,1,,N,1,,BAO_0000218,
10957,9615.0,,Intermediate,,50588,In vivo,CHEMBL625101,,,1,,N,1,,BAO_0000218,
10958,10116.0,,Intermediate,,50597,In vivo,CHEMBL874396,,,1,,N,1,,BAO_0000218,
10959,9615.0,,Autocuration,,22224,In vivo,CHEMBL625102,,,1,,U,0,,BAO_0000218,
10960,9615.0,,Intermediate,,50588,In vivo,CHEMBL625103,,,1,,N,1,,BAO_0000218,
10961,10026.0,,Intermediate,,100712,In vivo,CHEMBL625104,,,1,,N,1,,BAO_0000218,
10962,314293.0,,Autocuration,,22224,In vivo,CHEMBL625105,,,1,,U,0,,BAO_0000218,
10963,10116.0,,Intermediate,,50597,In vivo,CHEMBL625106,,,1,,N,1,,BAO_0000218,
10964,10090.0,,Autocuration,,22224,In vivo,CHEMBL625107,,,1,,U,0,,BAO_0000218,
10965,10090.0,,Intermediate,,50594,In vivo,CHEMBL625108,,,1,,N,1,,BAO_0000218,
10966,10090.0,,Autocuration,,22224,In vivo,CHEMBL625109,,,1,,U,0,,BAO_0000218,
10967,9541.0,,Autocuration,,22224,In vivo,CHEMBL625110,,,1,,U,0,,BAO_0000218,
10968,9541.0,,Autocuration,,22224,In vivo,CHEMBL625111,,,1,,U,0,,BAO_0000218,
10969,10090.0,,Intermediate,,50594,In vivo,CHEMBL625112,,,1,,N,1,,BAO_0000218,
10970,10090.0,,Intermediate,,50594,In vivo,CHEMBL875334,,,1,,N,1,,BAO_0000218,
10971,9443.0,,Autocuration,,22224,In vivo,CHEMBL628617,,,1,,U,0,,BAO_0000218,
10972,10116.0,,Autocuration,,22224,In vivo,CHEMBL628618,,,1,,U,0,,BAO_0000218,
10973,,,Autocuration,,22224,In vivo,CHEMBL628619,,,1,,U,0,,BAO_0000218,
10974,,,Autocuration,,22224,In vivo,CHEMBL628620,,,1,,U,0,,BAO_0000218,
10975,9541.0,,Intermediate,,100710,In vivo,CHEMBL628621,,,1,,N,1,,BAO_0000218,
10976,9541.0,,Intermediate,,100710,In vivo,CHEMBL628622,,,1,,N,1,,BAO_0000218,
10977,9541.0,,Intermediate,,100710,In vivo,CHEMBL628623,,,1,,N,1,,BAO_0000218,
10978,9541.0,,Intermediate,,100710,In vivo,CHEMBL628624,1969.0,,1,,N,1,,BAO_0000218,
10979,10090.0,,Intermediate,,50594,In vivo,CHEMBL628625,1969.0,,1,,N,1,,BAO_0000218,
10980,9541.0,,Intermediate,,100710,In vivo,CHEMBL628626,1969.0,,1,,N,1,,BAO_0000218,
10981,10090.0,,Intermediate,,50594,In vivo,CHEMBL627041,1969.0,,1,,N,1,,BAO_0000218,
10982,10090.0,,Intermediate,,50594,In vivo,CHEMBL627042,1969.0,,1,,N,1,,BAO_0000218,
10983,10090.0,,Intermediate,,50594,In vivo,CHEMBL627043,1969.0,,1,,N,1,,BAO_0000218,
10984,,,Autocuration,,22224,In vivo,CHEMBL627044,1969.0,,1,,U,0,,BAO_0000218,
10985,10090.0,,Intermediate,,50594,In vivo,CHEMBL627045,1969.0,,1,,N,1,,BAO_0000218,
10986,,,Autocuration,,22224,In vivo,CHEMBL627046,1969.0,,1,,U,0,,BAO_0000218,
10987,10116.0,,Intermediate,,50597,In vivo,CHEMBL627047,1969.0,,1,,N,1,,BAO_0000218,
10988,10116.0,,Intermediate,,50597,In vivo,CHEMBL627048,1969.0,,1,,N,1,,BAO_0000218,
10989,10116.0,,Intermediate,,50597,In vivo,CHEMBL627049,,,1,,N,1,,BAO_0000218,
10990,10116.0,,Intermediate,,50597,In vivo,CHEMBL627050,,,1,,N,1,,BAO_0000218,
10991,10116.0,,Intermediate,,50597,In vivo,CHEMBL627051,,,1,,N,1,,BAO_0000218,
10992,10116.0,,Intermediate,,50597,In vivo,CHEMBL627052,,,1,,N,1,,BAO_0000218,
10993,10116.0,,Intermediate,,50597,In vivo,CHEMBL627053,,,1,,N,1,,BAO_0000218,
10994,10116.0,,Intermediate,,50597,In vivo,CHEMBL627054,,,1,,N,1,,BAO_0000218,
10995,10090.0,,Intermediate,,50594,In vivo,CHEMBL627055,,,1,,N,1,,BAO_0000218,
10996,10090.0,,Intermediate,,50594,In vivo,CHEMBL627056,,,1,,N,1,,BAO_0000218,
10997,10090.0,,Intermediate,,50594,In vivo,CHEMBL627057,,,1,,N,1,,BAO_0000218,
10998,10090.0,,Intermediate,,50594,In vivo,CHEMBL627058,,,1,,N,1,,BAO_0000218,
10999,10090.0,,Intermediate,,50594,In vivo,CHEMBL626211,,,1,,N,1,,BAO_0000218,
11000,,,Autocuration,,22224,In vivo,CHEMBL626212,,,1,,U,0,,BAO_0000218,
11001,9615.0,,Intermediate,,50588,In vivo,CHEMBL626213,,,1,,N,1,,BAO_0000218,
11002,9615.0,,Intermediate,,50588,In vivo,CHEMBL626214,,,1,,N,1,,BAO_0000218,
11003,9615.0,,Intermediate,,50588,In vivo,CHEMBL626215,,,1,,N,1,,BAO_0000218,
11004,9615.0,,Intermediate,,50588,In vivo,CHEMBL626216,,,1,,N,1,,BAO_0000218,
11005,,,Autocuration,,22224,In vivo,CHEMBL626217,178.0,,1,,U,0,,BAO_0000218,
11006,,,Autocuration,,22224,In vivo,CHEMBL626218,178.0,,1,,U,0,,BAO_0000218,
11007,,,Autocuration,,22224,In vivo,CHEMBL626219,178.0,,1,,U,0,,BAO_0000218,
11008,,,Autocuration,,22224,In vivo,CHEMBL626220,178.0,,1,,U,0,,BAO_0000218,
11009,,,Autocuration,,22224,In vivo,CHEMBL626221,178.0,,1,,U,0,,BAO_0000218,
11010,,,Autocuration,,22224,In vivo,CHEMBL626222,178.0,,1,,U,0,,BAO_0000218,
11011,10141.0,,Intermediate,,50512,In vivo,CHEMBL626223,,,1,,N,1,,BAO_0000218,
11012,10141.0,,Intermediate,,50512,In vivo,CHEMBL626224,,,1,,N,1,,BAO_0000218,
11013,10116.0,,Intermediate,,50597,In vivo,CHEMBL626225,955.0,,1,,N,1,,BAO_0000218,
11014,10116.0,,Intermediate,,50597,In vivo,CHEMBL626226,955.0,,1,,N,1,,BAO_0000218,
11015,10116.0,,Intermediate,,50597,In vivo,CHEMBL626227,955.0,,1,,N,1,,BAO_0000218,
11016,10116.0,,Intermediate,,50597,In vivo,CHEMBL626228,955.0,,1,,N,1,,BAO_0000218,
11017,10116.0,,Intermediate,,50597,In vivo,CHEMBL626229,,,1,,N,1,,BAO_0000218,
11018,10116.0,,Intermediate,,50597,In vivo,CHEMBL626921,,,1,,N,1,,BAO_0000218,
11019,10116.0,,Intermediate,,50597,In vivo,CHEMBL876793,,,1,,N,1,,BAO_0000218,
11020,10116.0,,Intermediate,,50597,In vivo,CHEMBL625309,,,1,,N,1,,BAO_0000218,
11021,1423.0,,Intermediate,,50278,In vivo,CHEMBL625310,,,1,,N,1,,BAO_0000218,
11022,314293.0,,Autocuration,,22224,In vivo,CHEMBL625311,,,1,,U,0,,BAO_0000218,
11023,10116.0,,Intermediate,,50597,In vivo,CHEMBL625312,,,1,,N,1,,BAO_0000218,
11024,,,Autocuration,,22224,In vivo,CHEMBL625313,,,1,,U,0,,BAO_0000218,
11025,10090.0,,Intermediate,,50594,In vivo,CHEMBL625314,,,1,,N,1,,BAO_0000218,
11026,10116.0,,Intermediate,,50597,In vivo,CHEMBL625315,,,1,,N,1,,BAO_0000218,
11027,10116.0,,Intermediate,,50597,,CHEMBL625316,2107.0,,1,,N,1,,BAO_0000218,
11028,10116.0,,Intermediate,,50597,,CHEMBL625317,2107.0,,1,,N,1,,BAO_0000218,
11029,10116.0,,Intermediate,,50597,,CHEMBL625318,2107.0,,1,,N,1,,BAO_0000218,
11030,10116.0,,Intermediate,,50597,,CHEMBL625319,2107.0,,1,,N,1,,BAO_0000218,
11031,10116.0,,Intermediate,,50597,,CHEMBL625320,2107.0,,1,,N,1,,BAO_0000218,
11032,10116.0,,Intermediate,,50597,,CHEMBL625321,2107.0,,1,,N,1,,BAO_0000218,
11033,10116.0,,Intermediate,,50597,,CHEMBL625322,2107.0,,1,,N,1,,BAO_0000218,
11034,10116.0,,Intermediate,,50597,,CHEMBL876801,2107.0,,1,,N,1,,BAO_0000218,
11035,10116.0,,Intermediate,,50597,,CHEMBL625323,2107.0,,1,,N,1,,BAO_0000218,
11036,10116.0,,Intermediate,,50597,,CHEMBL625324,2107.0,,1,,N,1,,BAO_0000218,
11037,10116.0,,Intermediate,,50597,,CHEMBL625325,2107.0,,1,,N,1,,BAO_0000218,
11038,10116.0,,Intermediate,,50597,,CHEMBL625326,2107.0,,1,,N,1,,BAO_0000218,
11039,10116.0,,Intermediate,,50597,,CHEMBL625327,2107.0,,1,,N,1,,BAO_0000218,
11040,10116.0,,Intermediate,,50597,,CHEMBL625328,2107.0,,1,,N,1,,BAO_0000218,
11041,10116.0,,Intermediate,,50597,,CHEMBL625329,2048.0,,1,,N,1,,BAO_0000218,
11042,10116.0,,Intermediate,,50597,,CHEMBL625330,2048.0,,1,,N,1,,BAO_0000218,
11043,10116.0,,Intermediate,,50597,,CHEMBL627774,2048.0,,1,,N,1,,BAO_0000218,
11044,10116.0,,Intermediate,,50597,,CHEMBL627775,2048.0,,1,,N,1,,BAO_0000218,
11045,10116.0,,Intermediate,,50597,,CHEMBL627949,2048.0,,1,,N,1,,BAO_0000218,
11046,10116.0,,Intermediate,,50597,,CHEMBL627950,2048.0,,1,,N,1,,BAO_0000218,
11047,10116.0,,Intermediate,,50597,,CHEMBL627951,2048.0,,1,,N,1,,BAO_0000218,
11048,10116.0,,Intermediate,,50597,,CHEMBL627952,2048.0,,1,,N,1,,BAO_0000218,
11049,10116.0,,Intermediate,,50597,,CHEMBL627953,2048.0,,1,,N,1,,BAO_0000218,
