assays_doc_id,assays_assay_tax_id,assays_relationship_type,assays_tissue_id,assays_chembl_id,assays_assay_cell_type,assays_variant_id,assays_assay_category,assays_assay_tissue,assays_assay_id,assays_confidence_score,assays_description,assays_assay_strain,assays_curated_by,assays_tid,assays_cell_id,assays_bao_format,assays_assay_subcellular_fraction,assays_assay_test_type,assays_assay_organism,assays_src_id,assays_src_assay_id,assays_assay_type
16434,10116.0,N,,CHEMBL623922,,,,,8767,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16434,10116.0,N,,CHEMBL623923,,,,,8768,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16434,10116.0,N,,CHEMBL623924,,,,,8769,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,,CHEMBL623925,,,,,8770,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,,CHEMBL623926,,,,,8771,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,,CHEMBL623927,,,,,8772,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,,CHEMBL623928,,,,,8773,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,,CHEMBL623929,,,,,8774,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,,CHEMBL623930,,,,,8775,1,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16434,10116.0,N,955.0,CHEMBL623931,,,,Brain,8776,1,Radioactivity distribution in brain of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16434,10116.0,N,955.0,CHEMBL622165,,,,Brain,8777,1,Radioactivity distribution in brain of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16434,10116.0,N,955.0,CHEMBL621249,,,,Brain,8778,1,Radioactivity distribution in brain of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16434,10116.0,N,955.0,CHEMBL621250,,,,Brain,8779,1,Radioactivity distribution in brain of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16434,10116.0,N,955.0,CHEMBL621448,,,,Brain,8780,1,Radioactivity distribution in brain of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16434,10116.0,N,955.0,CHEMBL621449,,,,Brain,8781,1,Radioactivity distribution in brain of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16434,10116.0,N,955.0,CHEMBL621450,,,,Brain,8782,1,Radioactivity distribution in brain of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16434,10116.0,N,955.0,CHEMBL621451,,,,Brain,8783,1,Radioactivity distribution in brain of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,955.0,CHEMBL621452,,,,Brain,8784,1,Radioactivity distribution in brain of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,955.0,CHEMBL621453,,,,Brain,8785,1,Radioactivity distribution in brain of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,955.0,CHEMBL621454,,,,Brain,8786,1,Radioactivity distribution in brain of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,955.0,CHEMBL621455,,,,Brain,8787,1,Radioactivity distribution in brain of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,955.0,CHEMBL621456,,,,Brain,8788,1,Radioactivity distribution in brain of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,955.0,CHEMBL625145,,,,Brain,8789,1,Radioactivity distribution in brain of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,955.0,CHEMBL875847,,,,Brain,8790,1,Radioactivity distribution in brain of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,955.0,CHEMBL625146,,,,Brain,8791,1,Radioactivity distribution in brain of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16434,10116.0,N,955.0,CHEMBL625147,,,,Brain,8792,1,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16434,10116.0,N,955.0,CHEMBL625148,,,,Brain,8793,1,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16434,10116.0,N,955.0,CHEMBL625149,,,,Brain,8794,1,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,955.0,CHEMBL625150,,,,Brain,8795,1,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,955.0,CHEMBL625151,,,,Brain,8796,1,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,955.0,CHEMBL625152,,,,Brain,8797,1,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,955.0,CHEMBL625153,,,,Brain,8798,1,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,955.0,CHEMBL625154,,,,Brain,8799,1,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
16435,10116.0,N,955.0,CHEMBL625155,,,,Brain,8800,1,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
11977,10116.0,N,,CHEMBL625156,,,,,8801,1,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 30 minutes after an intravenous injection is given (average of 2 rats),,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
11977,10116.0,N,,CHEMBL624354,,,,,8802,1,Uptake of radioligand [125I]-FIDA1 by hippo-campus in rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
11977,10116.0,N,10000000.0,CHEMBL624355,,,,Hippocampus,8803,1,Uptake of radioligand [125I]FIDA1 by hippocampus in rat after 120 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
11977,10116.0,N,10000000.0,CHEMBL624356,,,,Hippocampus,8804,1,Uptake of radioligand [125I]FIDA1 by hippocampus in rat after 2 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
11977,10116.0,N,10000000.0,CHEMBL624357,,,,Hippocampus,8805,1,Uptake of radioligand [125I]-FIDA1 by hippocampus in rat after 30 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
11977,10116.0,N,10000000.0,CHEMBL624358,,,,Hippocampus,8806,1,Uptake of radioligand [125I]FIDA1 by hippocampus in rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
11977,10116.0,N,2435.0,CHEMBL624359,,,,Striatum,8807,1,Uptake of radioligand [125I]FIDA1 by striatum in rat after 120 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
11977,10116.0,N,2435.0,CHEMBL624360,,,,Striatum,8808,1,Uptake of radioligand [125I]FIDA1 by striatum in rat after 2 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
11977,10116.0,N,2435.0,CHEMBL624361,,,,Striatum,8809,1,Uptake of radioligand [125I]FIDA1 by striatum in rat after 30 minutes after an intravenous injection is given (average of 2 rats),,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
11977,10116.0,N,2435.0,CHEMBL624362,,,,Striatum,8810,1,Uptake of radioligand [125I]FIDA1 by striatum in rat after 30 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
11977,10116.0,N,2435.0,CHEMBL624363,,,,Striatum,8811,1,Uptake of radioligand [125I]FIDA1 by striatum in rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,,Rattus norvegicus,1,,A
11977,10116.0,N,178.0,CHEMBL624364,,,,Blood,8812,1,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,178.0,CHEMBL624365,,,,Blood,8813,1,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,178.0,CHEMBL624366,,,,Blood,8814,1,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,178.0,CHEMBL624367,,,,Blood,8815,1,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,955.0,CHEMBL624368,,,,Brain,8816,1,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,955.0,CHEMBL624369,,,,Brain,8817,1,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,955.0,CHEMBL624370,,,,Brain,8818,1,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 30 minutes after an intravenous injection is given (average of 2 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,955.0,CHEMBL625069,,,,Brain,8819,1,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,955.0,CHEMBL625070,,,,Brain,8820,1,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,948.0,CHEMBL626051,,,,Heart,8821,1,Biodistribution of radioligand [125I]-FIDA1 in heart of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,948.0,CHEMBL626052,,,,Heart,8822,1,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,948.0,CHEMBL626053,,,,Heart,8823,1,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 30 minutes after an intravenous injection is given (average of 2 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,948.0,CHEMBL626054,,,,Heart,8824,1,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,948.0,CHEMBL626055,,,,Heart,8825,1,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2113.0,CHEMBL626056,,,,Kidney,8826,1,Biodistribution of radioligand [125I]FIDA1 in kidney of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2113.0,CHEMBL626057,,,,Kidney,8827,1,Biodistribution of radioligand [125I]-FIDA1 in kidney of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2113.0,CHEMBL625193,,,,Kidney,8828,1,Biodistribution of radioligand [125I]FIDA1 in kidney of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2113.0,CHEMBL625194,,,,Kidney,8829,1,Biodistribution of radioligand [125I]FIDA1 in kidney of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2107.0,CHEMBL625195,,,,Liver,8830,1,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2107.0,CHEMBL625196,,,,Liver,8831,1,Biodistribution of radioligand [125I]-FIDA1 in liver of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2107.0,CHEMBL625197,,,,Liver,8832,1,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 30 minutes after an intravenous injection is given (average of 2 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2107.0,CHEMBL625198,,,,Liver,8833,1,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2107.0,CHEMBL627929,,,,Liver,8834,1,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2048.0,CHEMBL627074,,,,Lung,8835,1,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2048.0,CHEMBL627075,,,,Lung,8836,1,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2048.0,CHEMBL627076,,,,Lung,8837,1,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 30 minutes after an intravenous injection is given (average of 2 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2048.0,CHEMBL627077,,,,Lung,8838,1,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2048.0,CHEMBL627078,,,,Lung,8839,1,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
11977,10116.0,N,2385.0,CHEMBL627079,,,,Muscle tissue,8840,1,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 120 minutes after an intravenous injection is given (average of 2 rats),,Intermediate,50597,,BAO_0000218,,In vivo,Rattus norvegicus,1,,A
4573,10090.0,N,,CHEMBL873824,,,,,8841,1,Half life (t1/2) determined at a dose 10 mg/kg administered intraperitoneally to mice,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
3132,10090.0,N,1969.0,CHEMBL627080,,,,Plasma,8842,1,Half life in mouse plasma was determined at dose 25 mg/kg,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
17718,10090.0,N,,CHEMBL627081,,,,,8843,1,Half life was determined,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
17728,10090.0,N,,CHEMBL627082,,,,,8844,1,Half life in BALB/C mice at the dose of 20 mg/kg by i.v. administration,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
5961,10090.0,N,,CHEMBL627083,,,,,8845,1,Half-life in male mice after 1 mg/kg intravenous dose,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
17731,10090.0,N,1969.0,CHEMBL627085,,,,Plasma,8847,1,Half life in mice plasma,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
17592,10090.0,N,,CHEMBL627086,,,,,8848,1,Half life in mouse,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
3132,10090.0,N,1969.0,CHEMBL627087,,,,Plasma,8849,1,Half life in mouse plasma at dose 25 mg/kg,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
17729,10090.0,N,,CHEMBL627088,,,,,8850,1,Half life when injected i.p. in mice at a dose of 50 mg/kg was determined,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
17729,10090.0,N,,CHEMBL627089,,,,,8851,1,Half life when injected intravenously in mice at a dose of 20 mg/kg was determined,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
17729,10090.0,N,,CHEMBL627090,,,,,8852,1,Half life when injected perorally in mice at a dose of 50 mg/kg was determined,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
3277,10090.0,N,,CHEMBL627091,,,,,8853,1,Half life was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
3760,10090.0,N,,CHEMBL627092,,,,,8854,1,"Half life was evaluated at 5 mg/kg of compound dose, administered perorally in mice",,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
3760,10090.0,N,,CHEMBL876785,,,,,8855,1,"Half life was evaluated at 50 mg/kg of compound dose, administered perorally in mice",,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
2862,10090.0,N,,CHEMBL627093,,,,,8856,1,Half-life by iv administration in mouse,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
2862,10090.0,N,,CHEMBL627094,,,,,8857,1,Half-life by oral administration in mouse,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
5980,10090.0,N,,CHEMBL627095,,,,,8858,1,Half-life in mice,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
6159,10090.0,N,955.0,CHEMBL627096,,,,Brain,8859,1,Half-life using mouse brain homogenate,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
6254,10090.0,N,,CHEMBL627097,,,,,8860,1,Half-life was measured in mice,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
6062,10090.0,N,,CHEMBL627098,,,,,8861,1,Half-life was measured in mouse after an iv dose of 1 mg/kg,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
1574,10090.0,N,178.0,CHEMBL627099,,,,Blood,8862,1,Half-life period was determined in mouse blood,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
56,10090.0,N,955.0,CHEMBL627100,,,,Brain,8863,1,"Half-times of inhibition of PEP in in an ex vivo enzyme studies, using mice brain",,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
993,10090.0,N,1969.0,CHEMBL627101,,,,Plasma,8864,1,Plasma half life in mouse,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
6652,10090.0,N,,CHEMBL627102,,,,,8865,1,Stability of the peptide in the presence of mouse serum,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
17852,10090.0,N,,CHEMBL627103,,,,,8866,1,Terminal half life of compound was determined in mouse,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
2675,10090.0,N,,CHEMBL627104,,,,,8867,1,Terminal half life was evaluated in mice after intravenous administration,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
2675,10090.0,N,,CHEMBL627105,,,,,8868,1,Terminal half life was evaluated in mice after oral administration,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
499,10090.0,N,,CHEMBL876786,,,,,8869,1,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 5.,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
499,10090.0,N,,CHEMBL873825,,,,,8870,1,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 7.,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
499,10090.0,N,,CHEMBL627106,,,,,8871,1,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 7; ND means no data,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
14239,10090.0,N,,CHEMBL626336,,,,,8872,1,half life period is evaluated by administering intravenously at 25 mg/kg in mice,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
5506,10090.0,N,,CHEMBL877462,,,,,8873,1,"Half life beta(2,4,6,8h) value was determined at a dose of 200 mg/kg (i.p.) in Mice",,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
5506,10090.0,N,,CHEMBL626337,,,,,8874,1,"Half life beta(2,4,6,8h) value was determined at a dose of 200 mg/kg (i.p.) in Mice; NC: not calculable",,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
17734,10090.0,N,,CHEMBL626338,,,,,8875,1,Half life after intraperitoneal administration of 100 mg/kg in mice,,Intermediate,50594,,BAO_0000218,,,Mus musculus,1,,A
17728,10090.0,N,,CHEMBL626339,,,,,8876,1,Half life in BALB/C mice at the dose of 20 mg/kg by i.p. administration,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
17728,10090.0,N,,CHEMBL626340,,,,,8877,1,Half life in BALB/C mice at the dose of 20 mg/kg by i.v. administration,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
17728,10090.0,N,,CHEMBL625377,,,,,8878,1,Half life in BALB/C mice at the dose of 20 mg/kg by p.o. administration,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
17728,10090.0,N,,CHEMBL625378,,,,,8879,1,Half life in BALB/C mice at the dose of 50 mg/kg by i.p. administration,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
17728,10090.0,N,,CHEMBL625379,,,,,8880,1,Half life in BALB/C mice at the dose of 50 mg/kg by p.o. administration,,Intermediate,50594,,BAO_0000218,,In vivo,Mus musculus,1,,A
14294,9823.0,U,,CHEMBL625380,,,,,8881,0,Metabolism of compound in mini pig S9 microsomes ('+''indicates <20% largest observed peak),,Autocuration,22224,,BAO_0000251,Microsomes,,Sus scrofa,1,,A
14294,9823.0,U,,CHEMBL625381,,,,,8882,0,Metabolism of compound in mini pig S9 microsomes ('++++' indicates largest observed peak),,Autocuration,22224,,BAO_0000251,Microsomes,,Sus scrofa,1,,A
6056,9823.0,U,,CHEMBL625382,,,,,8883,0,Stability to porcine renal DHP-I,,Autocuration,22224,,BAO_0000019,,,Sus scrofa,1,,A
1317,9823.0,U,,CHEMBL873828,,,,,8884,0,Compound was tested for its half-life period at an intravenous dose of 30 ug/kg,,Autocuration,22224,,BAO_0000218,,In vivo,Sus scrofa,1,,A
1317,9823.0,U,,CHEMBL625383,,,,,8885,0,Compound was tested for its half-life period at an intravenous dose of 3 ug/kg,,Autocuration,22224,,BAO_0000218,,In vivo,Sus scrofa,1,,A
5229,9823.0,U,,CHEMBL625384,,,,,8886,0,Half-life of the parent prodrug in porcine esterase solution,,Autocuration,22224,,BAO_0000019,,,Sus scrofa,1,,A
4231,9823.0,U,,CHEMBL625385,,,,,8887,0,"First order rate constant, k was determined in in pig liver Esterase",,Autocuration,22224,,BAO_0000019,,,Sus scrofa,1,,A
4231,9823.0,U,2107.0,CHEMBL625386,,,,Liver,8888,0,Half life of the in pig liver Esterase,,Autocuration,22224,,BAO_0000221,,,Sus scrofa,1,,A
5318,9823.0,U,2107.0,CHEMBL623571,,,,Liver,8889,0,Tested for half life period at 37 degree Celsius in PBS buffer at 11.8 pH containing porcine liver esterase,,Autocuration,22224,,BAO_0000221,,,Sus scrofa,1,,A
5318,9823.0,U,2107.0,CHEMBL623572,,,,Liver,8890,0,Tested for half life period at 37 degree Celsius in PBS buffer at 7.3 pH containing porcine liver esterase,,Autocuration,22224,,BAO_0000221,,,Sus scrofa,1,,A
