assays_CURB,assays_BAFO,assays_VARII,assays_ASSTI,assays_ASCA,assays_ASSOR,assays_ASSI,assays_ASTTY,assays_ASSUBFRA,assays_ASTIS,assays_ASSST,assays_DI,assays_TII,assays_T,assays_SRASI,assays_RELTY,assays_SI,assays_ASSCTY,assays_Descri,assays_CHI,assays_CEI,assays_CONFISCO,assays_ASST
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8256,In vivo,,,,6467,,50597,,N,1,,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration; ND= not determined,CHEMBL622550,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8257,,,,,15115,,50594,,N,1,,Compound was evaluated for area under curve when administered through oral route to mouse,CHEMBL622551,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8258,,,,,8758,,50597,,N,1,,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,CHEMBL622552,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8259,,,,,8758,,50597,,N,1,,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,CHEMBL622553,,1,A
Autocuration,BAO_0000218,,,,,8260,In vivo,,,,8267,,22224,,U,1,,Compound was evaluated for its bioavailability after oral administration (100 mg) to Beagle dogs,CHEMBL622554,,0,F
Intermediate,BAO_0000218,,9615.0,,Canis lupus familiaris,8261,,,,,8267,,50588,,N,1,,Compound was evaluated for its bioavailability after oral administration (200 mg) to Beagle dogs,CHEMBL622555,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8262,,,,,14239,,50594,,N,1,,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,CHEMBL622556,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8263,,,,,14239,,50594,,N,1,,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,CHEMBL622557,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8264,,,Blood,,10754,178.0,50594,,N,1,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg intramuscular administration to mice,CHEMBL622558,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8265,,,Blood,,10754,178.0,50594,,N,1,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to mice,CHEMBL622559,,1,A
Intermediate,BAO_0000218,,9615.0,,Canis lupus familiaris,8266,,,,,10754,,50588,,N,1,,Compound was evaluated in vivo in for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to dogs.,CHEMBL622560,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8267,,,,,14681,,50597,,N,1,,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose,CHEMBL622561,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8268,,,,,14681,,50597,,N,1,,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose. ,CHEMBL622562,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8269,,,,,14681,,50597,,N,1,,Compound was tested for area under concentration -time curve from time 0 to time of last detectable concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,CHEMBL622563,,1,A
Autocuration,BAO_0000019,,,,,8270,,,,,13118,,22224,,U,1,,Concentration of compound in Central nervous system,CHEMBL622564,,0,A
Autocuration,BAO_0000019,,,,,8271,,,,,13118,,22224,,U,1,,Concentration of compound in Central nervous system; Not detectable,CHEMBL622565,,0,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8272,,,,,13318,,50594,,N,1,,"Concentration of diester in the blood, following oral administration in mice",CHEMBL622566,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8273,,,,,13318,,50594,,N,1,,"Concentration of monoester in the blood, following oral administration in mice",CHEMBL624515,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8274,,,,,13318,,50594,,N,1,,Concentration of the 9-[2-(Phosphonomethoxy)ethoxy]adenine in the blood following oral administration in mice,CHEMBL624516,,1,A
Autocuration,BAO_0000019,,,,,8275,,,,,15692,,22224,,U,1,,Evaluated for Pharmacokinetic property: Area under the curve,CHEMBL624517,,0,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8276,,,,,14839,,50594,,N,1,,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after a peroral dose of 25 mg/kg in nude mice,CHEMBL624518,,1,A
Intermediate,BAO_0000218,,9541.0,,Macaca fascicularis,8277,,,,,14839,,100710,,N,1,,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after iv dose of 25 mg/kg in nude mice,CHEMBL624519,,1,A
Intermediate,BAO_0000218,,9541.0,,Macaca fascicularis,8278,,,,,14839,,100710,,N,1,,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after iv dose of 5 mg/kg expressed as Area under the curve,CHEMBL624520,,1,A
Intermediate,BAO_0000218,,9541.0,,Macaca fascicularis,8279,,,,,14839,,100710,,N,1,,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 10 mg/kg expressed as Area under the curve,CHEMBL624521,,1,A
Intermediate,BAO_0000218,,9541.0,,Macaca fascicularis,8280,,,,,14839,,100710,,N,1,,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 5 mg/kg expressed as Area under the curve,CHEMBL624522,,1,A
Intermediate,BAO_0000218,,9541.0,,Macaca fascicularis,8281,,,,,14839,,100710,,N,1,,In vivo antitumor efficacy in cynomolgus monkeys 0-8 hours after peroral dose of 25 mg/kg expressed as Area under the curve,CHEMBL624523,,1,A
Intermediate,BAO_0000218,,9541.0,,Macaca fascicularis,8282,,,,,14839,,100710,,N,1,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",CHEMBL624409,,1,A
Intermediate,BAO_0000218,,9541.0,,Macaca fascicularis,8283,,,,,14839,,100710,,N,1,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-8 hr)",CHEMBL624410,,1,A
Intermediate,BAO_0000218,,9541.0,,Macaca fascicularis,8284,,,,,14839,,100710,,N,1,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",CHEMBL624411,,1,A
Intermediate,BAO_0000218,,9541.0,,Macaca fascicularis,8285,,,,,14839,,100710,,N,1,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, iv and the total drug exposure was determined. (0-8 hr)",CHEMBL623531,,1,A
Intermediate,BAO_0000218,,9541.0,,Macaca fascicularis,8286,,,,,14839,,100710,,N,1,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, perorally and the total drug exposure was determined (0-8 hr)",CHEMBL623532,,1,A
Intermediate,BAO_0000218,,9541.0,,Macaca fascicularis,8287,,,,,14839,,100710,,N,1,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, intravenously and the total drug exposure was determined (0-8 hr)",CHEMBL623533,,1,A
Intermediate,BAO_0000218,,9541.0,,Macaca fascicularis,8288,,,,,14839,,100710,,N,1,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",CHEMBL623534,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8289,,,,,14839,,50594,,N,1,,In vivo antitumor efficacy in nude mice 0-24 hr after intravenous dose of 25 mg/kg expressed as Area under the curve,CHEMBL623535,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8290,,,,,14839,,50594,,N,1,,In vivo antitumor efficacy in nude mice 0-24 hr after iperoral dose of 25 mg/kg expressed as Area under the curve,CHEMBL623536,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8291,,,,,14839,,50594,,N,1,,In vivo antitumor efficacy in nude mice 0-24 hr after iv dose of 25 mg/kg expressed as Area under the curve,CHEMBL623537,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8292,,,,,14839,,50594,,N,1,,In vivo antitumor efficacy in nude mice 0-24 hr after peroral dose of 25 mg/kg expressed as Area under the curve,CHEMBL623538,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8293,,,,,14839,,50594,,N,1,,In vivo antitumor efficacy in nude mice after peroral dose of 10 mg/kg expressed as Area under the curve,CHEMBL623539,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8294,,,,,14839,,50594,,N,1,,In vivo antitumor efficacy in nude mice after peroral dose of 25 mg/kg expressed as Area under the curve,CHEMBL623540,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8295,,,,,14839,,50594,,N,1,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined.",CHEMBL623541,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8296,,,,,14839,,50594,,N,1,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-24hr)",CHEMBL623542,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8297,,,,,14839,,50594,,N,1,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-4 hr)",CHEMBL623543,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8298,,,,,14839,,50594,,N,1,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined",CHEMBL623544,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8299,,,,,14839,,50594,,N,1,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-24hr)",CHEMBL623545,,1,A
Intermediate,BAO_0000218,,10090.0,,Mus musculus,8300,,,,,14839,,50594,,N,1,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-4 hr)",CHEMBL623546,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8301,In vivo,,Plasma,,5408,1969.0,50597,,N,1,,Evaluated for plasma clearance after iv administration of 5 mg/kg to male Sprague-Dawley rats,CHEMBL623547,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8302,In vivo,,,,6827,,50597,,N,1,,High i.v. clearance in Dawley rats,CHEMBL623548,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8303,In vitro,Microsomes,Liver,,17538,2107.0,50597,,N,1,,In vitro clearance in rat liver microsomes,CHEMBL623549,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8304,In vitro,Microsomes,Liver,,6331,2107.0,50597,,N,1,,Intrinsic clearance in rat liver microsomes was determined,CHEMBL623550,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8305,In vitro,,Liver,,5948,2107.0,50597,,N,1,Hepatocyte,Intrinsic clearance in rat hepatocytes was determined,CHEMBL875276,401.0,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8306,In vivo,,,,4026,,50597,,N,1,,Plasma Clearance was determined,CHEMBL621872,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8307,In vivo,,,,6647,,50597,,N,1,,Plasma clearance after intravenous administration of 0.4 mg/kg of dose in rats was determined,CHEMBL621873,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8308,In vivo,,,,1696,,50597,,N,1,,Plasma clearance in rat.,CHEMBL621874,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8309,In vivo,,,,6597,,50597,,N,1,,Plasma clearance in rats,CHEMBL621875,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8310,In vivo,,,,347,,50597,,N,1,,Plasma clearance was estimated from the AUC after 5 mg/kg intravenous dosing in rats,CHEMBL621876,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8311,In vivo,,,,16423,,50597,,N,1,,Plasma clearance was evaluated after 10 uM/kg of intra arterial administration,CHEMBL621877,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8312,In vivo,,,,2879,,50597,,N,1,,Plasma clearance was measured in rat,CHEMBL621878,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8313,In vivo,,,,4883,,50597,,N,1,,Clearance after iv administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,CHEMBL621879,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8314,In vivo,,Plasma,,5328,1969.0,50597,,N,1,,"Tested for the plasma clearance in Dawley rat at a dose of 1 mg/kg intravenous, 2 mg/kg orally",CHEMBL621880,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8315,In vivo,,,,5160,,50597,,N,1,,The clearance rate in mature male rat at a intravenous dose of 3 mg/kg,CHEMBL621881,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8316,In vivo,,,,17582,,50597,,N,1,,Total body clearance was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,CHEMBL621882,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8317,In vivo,,,,17651,,50597,,N,1,,Total clearance at 1 mg/kg was determined in rat,CHEMBL875283,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8318,In vivo,,,,17651,,50597,,N,1,,Total clearance at 10 mg/kg was determined in rat,CHEMBL621883,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8319,In vivo,,,,6596,,50597,,N,1,,Clearance in rat,CHEMBL621884,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8320,In vivo,,,,4796,,50597,,N,1,,Plasma clearance rate determined in rats,CHEMBL621885,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8321,In vivo,,,,6850,,50597,,N,1,,Clearance of compound in rat was evaluated,CHEMBL621886,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8322,In vivo,,Plasma,,5932,1969.0,50597,,N,1,,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,CHEMBL621887,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8323,In vivo,,,,3371,,50597,,N,1,,Pharmacokinetic property (blood clearance) in rat,CHEMBL621888,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8324,In vivo,,,,2083,,50597,,N,1,,Plasma clearance in rat,CHEMBL621889,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8325,In vivo,,,,4942,,50597,,N,1,,Plasma clearance in rats,CHEMBL621890,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8326,In vitro,Microsomes,Liver,,6838,2107.0,50597,,N,1,,Intrinsic clearance of compound against NADPH-fortified rat liver microsomes,CHEMBL621891,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8327,In vivo,,,,5353,,50597,,N,1,,Clearance in Dawley rat,CHEMBL621892,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8328,In vivo,,,,6641,,50597,,N,1,,Clearance rat,CHEMBL621893,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8329,In vivo,,,,6641,,50597,,N,1,,Clearance rat (dosed at 0.5 mpk IV and 2.0 mpk po.),CHEMBL621894,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8330,In vivo,,,,6641,,50597,,N,1,,Clearance rat; Not determined,CHEMBL621895,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8331,In vivo,,,,6444,,50597,,N,1,,Clearance rate was determined in rat at a dose of 1 mpk i.v.,CHEMBL875284,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8332,In vivo,,,,6444,,50597,,N,1,,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND means not determined,CHEMBL618699,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8333,In vivo,,,,6444,,50597,,N,1,,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND=not determined,CHEMBL618700,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8334,In vivo,,,,6211,,50597,,N,1,,Clearance was determined by iv administration (1.5 mg/kg) in fasted male Sprague-Dawley rats,CHEMBL618701,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8335,In vivo,,Plasma,,12873,1969.0,50597,,N,1,,"Clearance in plasma calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv",CHEMBL876600,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8336,In vivo,,,,6570,,50597,,N,1,,Clearance of compound in rat after 1 mg/kg i.v. administration,CHEMBL618702,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8337,In vivo,,,,3341,,50597,,N,1,,Compound was evaluated for Hepatic clearance in rat,CHEMBL618703,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8338,In vivo,,,,4891,,50597,,N,1,,In vivo clearance after 5 mg/kg dose,CHEMBL618704,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8339,In vivo,,Plasma,,1094,1969.0,50597,,N,1,,Compound was tested for plasma clearance in rats,CHEMBL618705,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8340,In vivo,,,,2938,,50597,,N,1,,Hepatic clearance after intravenous administration was evaluated in rat,CHEMBL618706,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8341,In vivo,,,,17853,,50597,,N,1,,Lower clearance in rat (i.v.) at 0.5 mpk,CHEMBL618707,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8342,In vivo,,Plasma,,6049,1969.0,50597,,N,1,,Pharmacokinetic parameter expressed as plasma clearance in rat,CHEMBL618708,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8343,In vivo,,,,5789,,50597,,N,1,,Pharmacokinetic property (Clp) in rat,CHEMBL618709,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8344,In vivo,,,,4514,,50597,,N,1,,Plasma clearance in Sprague-Dawley rats,CHEMBL618710,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8345,In vivo,,,,6448,,50597,,N,1,,Plasma clearance (Clp) in rat,CHEMBL618711,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8346,In vivo,,,,6062,,50597,,N,1,,Plasma clearance for the compound was measured in rat after an iv dose of 1 mg/kg,CHEMBL618712,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8347,In vivo,,,,5710,,50597,,N,1,,Plasma clearance in fasted male Sprague dawely rats on administration of 0.5 mg/Kg i.v. of the compound,CHEMBL618713,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8348,In vivo,,,,4709,,50597,,N,1,,Plasma clearance after intravenous administration of 1 mg/kg in rat,CHEMBL618714,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8349,In vivo,,,,4521,,50597,,N,1,,Plasma clearance in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,CHEMBL618715,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8350,In vivo,,,,1742,,50597,,N,1,,Plasma clearance in rat was determined,CHEMBL618716,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8351,In vivo,,,,6057,,50597,,N,1,,Plasma clearance measured in rat,CHEMBL876601,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8352,In vivo,,,,6057,,50597,,N,1,,Plasma clearance was calculated in rat,CHEMBL618717,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8353,In vivo,,,,5145,,50597,,N,1,,Plasma clearance in rat,CHEMBL618718,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8354,In vivo,,,,5833,,50597,,N,1,,Plasma clearance in rat,CHEMBL618719,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8355,In vivo,,,,6453,,50597,,N,1,,Plasma clearance in rat,CHEMBL618720,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8356,In vivo,,,,6640,,50597,,N,1,,Plasma clearance in rat,CHEMBL618721,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8357,In vivo,,,,6305,,50597,,N,1,,Plasma clearance in rats,CHEMBL621477,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8358,In vivo,,,,6642,,50597,,N,1,,Plasma clearance in rat,CHEMBL621478,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8359,In vivo,,,,5472,,50597,,N,1,,Plasma clearance was evaluated in rat,CHEMBL621479,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8360,In vivo,,,,5472,,50597,,N,1,,Plasma clearance was evaluated in rat; Not tested,CHEMBL621480,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8361,In vivo,,,,5144,,50597,,N,1,,Plasma clearance rate was determined for the compound in rat,CHEMBL621481,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8362,In vivo,,,,6685,,50597,,N,1,,"Plasma clearance rate was determined in rats at 10mg/kg, p.o. dose; n/a: not applicable",CHEMBL621482,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8363,In vivo,,,,6685,,50597,,N,1,,"Plasma clearance rate was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",CHEMBL621483,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8364,In vivo,,,,6685,,50597,,N,1,,"Plasma clearance rate was determined in rats at 2 mg/kg, i.v. dose",CHEMBL621484,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8365,In vivo,,Heart,,13950,948.0,50597,,N,1,,Biodistribution of [123I]-label in rat heart was reported at 24 hr post injection. Value shown is %ID/g of tissue,CHEMBL621485,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8366,In vivo,,Heart,,13950,948.0,50597,,N,1,,Biodistribution of [123I]-label in rat heart was reported at 4 hr post injection. Value shown is %ID/g of tissue,CHEMBL621486,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8367,In vivo,,Intestine,,13950,160.0,50597,,N,1,,Biodistribution of [123I]-label in rat intestine was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,CHEMBL621487,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8368,In vivo,,Intestine,,13950,160.0,50597,,N,1,,Biodistribution of [123I]-label in rat intestine was reported at 1 hr post injection. Value shown is %ID/g of tissue,CHEMBL621488,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8369,In vivo,,Intestine,,13950,160.0,50597,,N,1,,Biodistribution of [123I]-label in rat intestine was reported at 2 hr post injection. Value shown is %ID/g of tissue,CHEMBL621489,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8370,In vivo,,Intestine,,13950,160.0,50597,,N,1,,Biodistribution of [123I]-label in rat intestine was reported at 24 hr post injection. Value shown is %ID/g of tissue,CHEMBL621490,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8371,In vivo,,Intestine,,13950,160.0,50597,,N,1,,Biodistribution of [123I]-label in rat intestine was reported at 4 hr post injection. Value shown is %ID/g of tissue,CHEMBL621491,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8372,In vivo,,Kidney,,13950,2113.0,50597,,N,1,,Biodistribution of [123I]-label in rat kidneys was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,CHEMBL621492,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8373,In vivo,,Kidney,,13950,2113.0,50597,,N,1,,Biodistribution of [123I]-label in rat kidneys was reported at 1 h post injection. Value shown is %ID/g of tissue,CHEMBL621493,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8374,In vivo,,Kidney,,13950,2113.0,50597,,N,1,,Biodistribution of [123I]-label in rat kidneys was reported at 2 hr post injection. Value shown is %ID/g of tissue,CHEMBL621494,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8375,In vivo,,Kidney,,13950,2113.0,50597,,N,1,,Biodistribution of [123I]-label in rat kidneys was reported at 24 hr post injection. Value shown is %ID/g of tissue,CHEMBL621495,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8376,In vivo,,Kidney,,13950,2113.0,50597,,N,1,,Biodistribution of [123I]-label in rat kidneys was reported at 4 hr post injection. Value shown is %ID/g of tissue,CHEMBL621496,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8377,In vivo,,Liver,,13950,2107.0,50597,,N,1,,Biodistribution of [123I]-label in rat liver was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,CHEMBL621497,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8378,In vivo,,Liver,,13950,2107.0,50597,,N,1,,Biodistribution of [123I]-label in rat liver was reported at 1 hr post injection. Value shown is %ID/g of tissue,CHEMBL621498,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8379,In vivo,,Liver,,13950,2107.0,50597,,N,1,,Biodistribution of [123I]-label in rat liver was reported at 2 hr post injection. Value shown is %ID/g of tissue,CHEMBL621499,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8380,In vivo,,Liver,,13950,2107.0,50597,,N,1,,Biodistribution of [123I]-label in rat liver was reported at 24 h post injection. Value shown is %ID/g of tissue,CHEMBL618634,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8381,In vivo,,Liver,,13950,2107.0,50597,,N,1,,Biodistribution of [123I]-label in rat liver was reported at 4 hr post injection. Value shown is %ID/g of tissue,CHEMBL618635,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8382,In vivo,,Lung,,13950,2048.0,50597,,N,1,,Biodistribution of [123I]-label in rat lung was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,CHEMBL618636,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8383,In vivo,,Lung,,13950,2048.0,50597,,N,1,,Biodistribution of [123I]-label in rat lung was reported at 1 hr post injection. Value shown is %ID/g of tissue,CHEMBL619737,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8384,In vivo,,Lung,,13950,2048.0,50597,,N,1,,Biodistribution of [123I]-label in rat lung was reported at 2 hr post injection. Value shown is %ID/g of tissue,CHEMBL619738,,1,A
Intermediate,BAO_0000218,,10116.0,,Rattus norvegicus,8385,In vivo,,Lung,,13950,2048.0,50597,,N,1,,Biodistribution of [123I]-label in rat lung was reported at 24 hr post injection. Value shown is %ID/g of tissue,CHEMBL624329,,1,A
