confidence_score,assay_strain,src_id,cell_id,assay_tax_id,assay_id,assay_category,assay_test_type,assay_type,tissue_id,src_assay_id,variant_id,assay_organism,assay_cell_type,relationship_type,chembl_id,bao_format,description,doc_id,assay_subcellular_fraction,assay_tissue,tid,curated_by
0,,1,,10116.0,710,,In vivo,F,,,,Rattus norvegicus,,U,CHEMBL615613,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Partial response at the highest dose tested,12058,,,22226,Autocuration
0,,1,,10116.0,711,,In vivo,F,,,,Rattus norvegicus,,U,CHEMBL615614,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; partial response at the highest dose tested,12058,,,22226,Autocuration
0,,1,,10116.0,712,,In vivo,F,,,,Rattus norvegicus,,U,CHEMBL615615,BAO_0000218,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,12058,,,22226,Autocuration
4,,1,,,713,,,B,,,,,,H,CHEMBL615616,BAO_0000019,Affinity in displacing [125I](R)-DOI from rat cortical homogenate 5-HT2 receptor.,11440,,,105093,Autocuration
8,,1,,,714,,,B,1898.0,,,,,H,CHEMBL615617,BAO_0000249,Binding affinity towards 5-HT 7 receptor in rat hypothalamus membranes using [3H]5-CT as radioligand,6238,,Hypothalamus,11923,Autocuration
8,,1,,,715,,,B,,,,,,H,CHEMBL615618,BAO_0000019,Inhibitory activity against 5-HT1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data,10046,,,10577,Autocuration
8,,1,,,716,,,B,,,,,,H,CHEMBL615619,BAO_0000019,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data.,10046,,,10577,Autocuration
8,,1,,,717,,,B,,,,,,H,CHEMBL615620,BAO_0000019,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,10046,,,10577,Expert
8,,1,,,718,,,B,,,,,,H,CHEMBL615621,BAO_0000357,"Inhibitory activity against human whole blood, LTB4 5-lipoxygenase was evaluated",167,,,55,Autocuration
8,,1,,,719,,,B,,,,,,H,CHEMBL615622,BAO_0000357,"Inhibitory activity against intact human PMNL, LTB4 5-lipoxygenase was evaluated",167,,,55,Autocuration
8,,1,,,720,,,F,,,,,,H,CHEMBL615623,BAO_0000019,Compound was evaluated for the inhibition of 5-LO (lipoxygenase),11520,,,12166,Autocuration
8,,1,,,721,,,F,,,,,,H,CHEMBL615624,BAO_0000019,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,11520,,,12166,Autocuration
8,,1,,,722,,,F,,,,,,H,CHEMBL615625,BAO_0000019,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,11520,,,12166,Autocuration
8,,1,,,723,,,F,,,,,,H,CHEMBL767045,BAO_0000019,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,11520,,,12166,Autocuration
8,,1,,10141.0,724,,,F,,,,Cavia porcellus,,H,CHEMBL615626,BAO_0000019,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN,135,,,55,Autocuration
8,,1,,10141.0,725,,,F,,,,Cavia porcellus,,H,CHEMBL615627,BAO_0000019,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN; not active at the highest concentration (3 ug/mL) tested; No activity,135,,,55,Autocuration
8,,1,,10141.0,726,,,B,,,,Cavia porcellus,,H,CHEMBL615628,BAO_0000019,The compound was tested for inhibitory activity against 5-Lipoxygenase in guinea pig polymorphonuclear leukocytes,11311,,,55,Autocuration
8,,1,,10141.0,727,,,B,,,,Cavia porcellus,,H,CHEMBL615629,BAO_0000357,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,10193,,,55,Autocuration
9,,1,,9606.0,728,,,B,,,,Homo sapiens,,D,CHEMBL615630,BAO_0000357,Inhibitory concentration against 5-lipoxygenase from human whole blood,12281,,,55,Expert
8,,1,,,729,,,B,,,,,,H,CHEMBL615631,BAO_0000219,The compound was tested for inhibitory activity against 5-Lipoxygenase in human polymorphonuclear leukocytes[PMNS],11311,,,55,Autocuration
8,,1,,,730,,,F,,,,,,H,CHEMBL615632,BAO_0000218,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,12576,,,17087,Autocuration
8,,1,,,731,,,B,,,,,,H,CHEMBL615633,BAO_0000357,Inhibitory concentration against 5-lipoxygenase from mouse macrophage,12281,,,17087,Autocuration
8,,1,,,732,,,F,,,,,,H,CHEMBL615634,BAO_0000218,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,12576,,,17087,Autocuration
8,,1,,9823.0,733,,,B,,,,Sus scrofa,,H,CHEMBL615635,BAO_0000019,Inhibition of arachidonate 5-lipoxygenase purified from porcine leukocytes.,11089,,,55,Expert
8,,1,,,734,,,B,,,,,,H,CHEMBL615636,BAO_0000357,In vitro inhibition of rat 5-Lipoxygenase,11006,,,12166,Expert
9,,1,,10116.0,735,,,B,,,,Rattus norvegicus,,D,CHEMBL615637,BAO_0000357,Inhibitory activity against 5-Lipoxygenase,11481,,,12166,Expert
8,,1,702.0,,736,,,B,,,,,RBL-1,H,CHEMBL615638,BAO_0000219,Inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells,10864,,,12166,Expert
8,,1,702.0,,737,,,B,,,,,RBL-1,H,CHEMBL615639,BAO_0000219,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),3595,,,12166,Autocuration
8,,1,702.0,,738,,,B,,,,,RBL-1,H,CHEMBL615640,BAO_0000219,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat RBL-1,11311,,,12166,Autocuration
8,,1,,,739,,,B,,,,,,H,CHEMBL615796,BAO_0000019,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat blood,11311,,,12166,Autocuration
8,,1,,,740,,,B,,,,,,H,CHEMBL615845,BAO_0000219,The compound was tested for inhibitory activity against 5-Lipoxygenase receptor in rat polymorphonuclear leukocytes[PMNS],11311,,,12166,Autocuration
8,,1,,,741,,,B,,,,,,H,CHEMBL615846,BAO_0000357,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,11006,,,12166,Autocuration
8,,1,702.0,,742,,,B,,,,,RBL-1,H,CHEMBL615847,BAO_0000219,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,3595,,,12166,Autocuration
8,,1,,,743,,,B,,,,,,H,CHEMBL615848,BAO_0000357,The compound was tested for inhibition of isolated 5-Lipoxygenase,11311,,,12166,Autocuration
0,,1,,10116.0,744,,,B,,,,Rattus norvegicus,,U,CHEMBL615849,BAO_0000019,Ratio of IC50 against 5-LO and COX,11481,,,22226,Autocuration
8,,1,,,745,,,B,,,,,,H,CHEMBL615850,BAO_0000357,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,11006,,,12166,Autocuration
8,,1,,,746,,,B,,,,,,H,CHEMBL615851,BAO_0000357,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM; range is 20-35%,11006,,,12166,Autocuration
8,,1,,,747,,,B,,,,,,H,CHEMBL615852,BAO_0000219,The compound was tested for inhibition against 5-Lipoxygenase in rat polymorphonuclear leukocytes at 10 uM concentration,11311,,,12166,Autocuration
8,,1,,,748,,,F,,,,,,H,CHEMBL615853,BAO_0000019,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) ex vivo,11006,,,12166,Autocuration
8,,1,,,749,,,B,2367.0,,,,,H,CHEMBL884527,BAO_0000357,Compound was tested for the inhibition of type 2 5-alpha-reductase of human prostates,4288,,Prostate gland,120,Autocuration
0,,1,,8932.0,750,,,B,,,,Columba livia,,U,CHEMBL872871,BAO_0000019,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-4 M inhibitory concentration,7587,,,22226,Autocuration
0,,1,,8932.0,751,,,B,,,,Columba livia,,U,CHEMBL615854,BAO_0000019,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-5 M inhibitory concentration,7587,,,22226,Autocuration
0,,1,,8932.0,752,,,B,,,,Columba livia,,U,CHEMBL767046,BAO_0000019,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme.,7587,,,22226,Autocuration
8,,1,,,753,,,B,,,,,,H,CHEMBL615855,BAO_0000357,Compound was evaluated for the inhibition of 5-aminoimidazole-4-carboxamide ribonucleotide transformylase obtained from human at 100 uM,11249,,,10732,Autocuration
9,,1,,10116.0,754,,,F,,,,Rattus norvegicus,,D,CHEMBL615856,BAO_0000019,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT); NT = Not Tested,8003,,,12198,Expert
9,,1,,10116.0,755,,,F,,,,Rattus norvegicus,,D,CHEMBL615857,BAO_0000019,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),8003,,,12198,Expert
9,,1,,10116.0,756,,,F,,,,Rattus norvegicus,,D,CHEMBL615858,BAO_0000019,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),8003,,,12198,Expert
8,,1,,,757,,,B,10000000.0,,,,,H,CHEMBL615859,BAO_0000221,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,12416,,Hippocampus,10576,Expert
8,,1,,,758,,,B,,,,,,H,CHEMBL615860,BAO_0000357,Binding affinity towards human 5-hydroxytryptamine 1 receptor,16293,,,51,Autocuration
0,,1,,9986.0,759,,,B,,,,Oryctolagus cuniculus,,U,CHEMBL615861,BAO_0000019,Intrinsic activity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,13047,,,22226,Autocuration
0,,1,,9986.0,760,,,B,,,,Oryctolagus cuniculus,,U,CHEMBL615862,BAO_0000019,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,13047,,,22226,Autocuration
0,,1,,9986.0,761,,,B,,,,Oryctolagus cuniculus,,U,CHEMBL615863,BAO_0000019,Binding affinity against 5-hydroxytryptamine 1D receptor using rabbit saphenous vein assay.,13047,,,22226,Autocuration
0,,1,,9986.0,762,,,B,,,,Oryctolagus cuniculus,,U,CHEMBL615864,BAO_0000019,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,13047,,,22226,Autocuration
4,,1,,,763,,,B,10000000.0,,,,,H,CHEMBL615865,BAO_0000221,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,10085,,Hippocampus,104744,Autocuration
4,,1,,,764,,,B,10000000.0,,,,,H,CHEMBL615866,BAO_0000221,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,10085,,Hippocampus,104744,Autocuration
4,,1,,,765,,,B,10000000.0,,,,,H,CHEMBL615867,BAO_0000221,Ability to bind at serotonin 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,10085,,Hippocampus,104744,Autocuration
4,,1,,,766,,,B,,,,,,H,CHEMBL615868,BAO_0000249,Ability to inhibit binding of titreated serotonin to the 5-hydroxytryptamine 1 receptor in rat brain frontal cortex membranes,9841,Membranes,,104744,Autocuration
5,,1,,10116.0,767,,,B,,,,Rattus norvegicus,,D,CHEMBL615869,BAO_0000249,Binding affinity towards 5-hydroxytryptamine 1 receptor in brain cortical membranes of rat,8822,,,104744,Autocuration
5,,1,,10116.0,768,,,B,,,,Rattus norvegicus,,D,CHEMBL615870,BAO_0000019,Binding affinity towards 5-hydroxytryptamine 1 receptor in rat frontal cortex homogenates using [3H]5-HT as a radioligand,9806,,,104744,Autocuration
5,,1,,10116.0,769,,,B,,,,Rattus norvegicus,,D,CHEMBL615871,BAO_0000019,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as a radioligand from rat frontal cortex homogenates,9806,,,104744,Autocuration
4,,1,,,770,,,B,,,,,,H,CHEMBL615872,BAO_0000224,Binding affinity towards 5-hydroxytryptamine 1 receptor was measured using radioligand ([3H]5-HT) binding assay,8868,,,104744,Autocuration
4,,1,,,771,,,B,10000000.0,,,,,H,CHEMBL833492,BAO_0000221,Binding affinity towards hippocampus 5-hydroxytryptamine 1 receptor was measured using radioligand [3H]5-HT,9036,,Hippocampus,104744,Autocuration
4,,1,,,772,,,B,10000000.0,,,,,H,CHEMBL615873,BAO_0000221,Compound was evaluated for the inhibition of [3H]5-HT (concentration of 12 nM) specific binding to rat hippocampus,11374,,Hippocampus,104744,Autocuration
4,,1,,,773,,,B,,,,,,H,CHEMBL615479,BAO_0000224,Inhibitory activity against 5-hydroxytryptamine 1 receptor by 3H ligand binding experiments.,10881,,,104744,Autocuration
4,,1,,,774,,,B,,,,,,H,CHEMBL615480,BAO_0000019,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat,8822,,,104744,Autocuration
5,,1,,10116.0,775,,,B,,,,Rattus norvegicus,,D,CHEMBL615481,BAO_0000249,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat cortical membrane homogenates using radioligand ([3H]5-HT) binding assay.,9806,,,104744,Autocuration
4,,1,,,776,,,B,,,,,,H,CHEMBL872869,BAO_0000019,Compound at 1 uM was tested for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,15463,,,104744,Autocuration
4,,1,,,777,,,B,,,,,,H,CHEMBL615482,BAO_0000019,Compound at 1 uM was tested for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,15463,,,104744,Autocuration
4,,1,,,778,,,B,955.0,,,,,H,CHEMBL615483,BAO_0000221,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,14542,,Brain,104744,Autocuration
4,,1,,,779,,,B,955.0,,,,,H,CHEMBL615484,BAO_0000221,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,14542,,Brain,104744,Autocuration
4,,1,,,780,,,B,,,,,,H,CHEMBL615485,BAO_0000019,Percent inhibition of 5-hydroxytryptamine 1 receptor from rat cortex membrane using [3H]- serotonin as radioligand at 33 uM,8569,,,104744,Autocuration
5,,1,,10116.0,781,,,B,,,,Rattus norvegicus,,D,CHEMBL615486,BAO_0000224,Inhibition of [3H]5-HT radioligand binding against 5-hydroxytryptamine 1 receptor,10062,,,104744,Autocuration
4,,1,,,782,,,B,,,,,,H,CHEMBL615487,BAO_0000224,Ancillary Binding affinity towards rat 5-hydroxytryptamine 1 receptor,4771,,,104744,Autocuration
4,,1,,,783,,,B,,,,,,H,CHEMBL615488,BAO_0000224,Binding affinity determined in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,10062,,,104744,Autocuration
4,,1,,,784,,,B,,,,,,H,CHEMBL615489,BAO_0000224,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,10062,,,104744,Autocuration
4,,1,,,785,,,B,,,,,,H,CHEMBL615389,BAO_0000224,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1 receptor,10062,,,104744,Autocuration
4,,1,,,786,,,B,,,,,,H,CHEMBL615390,BAO_0000019,Binding affinity towards 5-hydroxytryptamine 1 receptor was determined in rat cerebral cortex using [3H]5-HT as radioligand,15463,,,104744,Autocuration
4,,1,,,787,,,B,,,,,,H,CHEMBL615391,BAO_0000019,Binding affinity towards central 5-hydroxytryptamine 1 receptor was determined in rat cerebral cortex using [3H]5-HT as radioligand,15463,,,104744,Autocuration
4,,1,,,788,,,B,,,,,,H,CHEMBL615392,BAO_0000224,Binding affinity towards 5-hydroxytryptamine 1 receptor was determined,9098,,,104744,Autocuration
0,,1,,10116.0,789,,,B,,,,Rattus norvegicus,,U,CHEMBL615393,BAO_0000019,Affinity for 5-hydroxytryptamine 1 receptor,3070,,,22226,Autocuration
4,,1,,,790,,,B,955.0,,,,,H,CHEMBL615394,BAO_0000221,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex,14542,,Brain,104744,Autocuration
4,,1,,,791,,,B,955.0,,,,,H,CHEMBL615395,BAO_0000221,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT in rat brain cortex at 10 uM,14542,,Brain,104744,Autocuration
4,,1,,,792,,,B,,,,,,H,CHEMBL615396,BAO_0000224,Compound was evaluated for 5-hydroxytryptamine 1 receptor binding,6398,,,104744,Autocuration
4,,1,,,793,,,B,955.0,,,,,H,CHEMBL615397,BAO_0000221,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 1 receptor in rat brain using [3H]HT radioligand assay,1344,,Brain,104744,Autocuration
4,,1,,,794,,,B,,,,,,H,CHEMBL615398,BAO_0000019,Displacement of binding of [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,11963,,,104744,Autocuration
0,,1,,10116.0,795,,,B,,,,Rattus norvegicus,,U,CHEMBL615399,BAO_0000019,Displacement of [3H]spiperone from 5-hydroxytryptamine 1 receptor of rat cortex,8908,,,22226,Autocuration
4,,1,,,796,,,B,,,,,,H,CHEMBL615400,BAO_0000019,Evaluated for binding affinity towards rat cortical membranes at 5-hydroxytryptamine 1 receptor binding site by using [3H]-5-HT as a radioligand.,9098,,,104744,Autocuration
5,,1,,10116.0,797,,,B,,,,Rattus norvegicus,,D,CHEMBL615401,BAO_0000019,Binding affinity for 5-hydroxytryptamine 1 receptor of rat prefrontal cortex,8841,,,104744,Autocuration
0,,1,,10116.0,798,,,B,,,,Rattus norvegicus,,U,CHEMBL615402,BAO_0000019,Displacement of [3H]5-HT from 5-hydroxytryptamine 1 receptor of rat cortical membrane homogenates,8814,,,22226,Autocuration
4,,1,,,799,,,B,,,,,,H,CHEMBL615403,BAO_0000019,The ability to inhibit [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cortex,11752,,,104744,Autocuration
4,,1,,,800,,,B,955.0,,,,,H,CHEMBL615404,BAO_0000221,The binding affinity was measured on serotonin 5-hydroxytryptamine 1 receptor in rat brain tissue,11642,,Brain,104744,Autocuration
4,,1,,,801,,,B,,,,,,H,CHEMBL615781,BAO_0000019,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1 receptor by displacing [3H]5-HT radioligand in rat cerebral cortex,11642,,,104744,Autocuration
4,,1,,,802,,,B,955.0,,,,,H,CHEMBL615782,BAO_0000220,Tested for 5-hydroxytryptamine 1 receptor binding ability by displacement of [3H]5-HT from rat brain synaptosomes,9231,,Brain,104744,Autocuration
4,,1,,,803,,,B,955.0,,,,,H,CHEMBL615783,BAO_0000221,Inhibition constant (1 uM) was measured on 5-hydroxytryptamine 1 receptor/uptake using [3H]- serotonin as radioligand in rat brain cortex.,11351,,Brain,104744,Autocuration
0,,1,,,804,,,B,,,,,,U,CHEMBL873481,BAO_0000019,Compound was tested for binding affinity against 5-HT1 receptor,4639,,,22226,Autocuration
0,,1,,,805,,,B,,,,,,U,CHEMBL615784,BAO_0000019,Inhibitory concentration against 5-hydroxytryptamine 1 receptor,1205,,,22226,Autocuration
8,,1,,,806,,,B,,,,,,H,CHEMBL615785,BAO_0000357,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,10025,,,10576,Expert
8,,1,,,807,,,F,,,,,,H,CHEMBL615786,BAO_0000249,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",13241,,,10576,Autocuration
8,,1,,,808,,In vivo,F,,,,,,H,CHEMBL615787,BAO_0000218,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,16245,,,10576,Autocuration
8,,1,,,809,,In vivo,F,,,,,,H,CHEMBL615788,BAO_0000218,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,16245,,,10576,Autocuration
8,,1,,,810,,,F,,,,,,H,CHEMBL767044,BAO_0000019,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor,12438,,,10576,Autocuration
8,,1,,,811,,In vivo,F,,,,,,H,CHEMBL615789,BAO_0000218,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,16245,,,10576,Autocuration
8,,1,,,812,,In vivo,F,,,,,,H,CHEMBL615790,BAO_0000218,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,16245,,,10576,Autocuration
8,,1,,,813,,,F,,,,,,H,CHEMBL615813,BAO_0000019,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats,15740,,,10576,Autocuration
8,,1,,,814,,,F,,,,,,H,CHEMBL615814,BAO_0000219,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 10 uM concentration,15535,,,10576,Autocuration
8,,1,,,815,,,F,,,,,,H,CHEMBL615815,BAO_0000219,Percent inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation in GH4ZD10 cells expressing 5-HT1A receptor at 50 uM relative to 5-HT,15535,,,51,Expert
8,,1,,,816,,,F,,,,,,H,CHEMBL615816,BAO_0000219,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 50 uM concentration; No effect,15535,,,10576,Autocuration
8,,1,,,817,,,B,,,,,,H,CHEMBL615817,BAO_0000249,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes expressed as Hill values,9888,,,10576,Expert
8,,1,,,818,,,B,10000000.0,,,,,H,CHEMBL615818,BAO_0000221,Ability to bind at 5-hydroxytryptamine 1A receptor of rat hippocampus by displacing [3H]8-OH-DPAT,10085,,Hippocampus,10576,Autocuration
8,,1,,,819,,,B,10000000.0,,,,,H,CHEMBL615819,BAO_0000221,Ability to bind at serotonin 5-hydroxytryptamine 1A receptors of rat hippocampus by displacing [3H]8-OH-DPAT,10085,,Hippocampus,10576,Autocuration
8,,1,,,820,,,B,,,,,,H,CHEMBL615820,BAO_0000249,Binding affinity against 5-hydroxytryptamine 1A receptor (5-HT1A) by displacement of [3H]8-OH-DPAT from rat hippocampus membranes,17331,Membranes,,10576,Expert
9,,1,,10116.0,821,,,B,10000000.0,,,Rattus norvegicus,,D,CHEMBL615821,BAO_0000221,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]8-OH-DPAT,10845,,Hippocampus,10576,Expert
9,,1,,10116.0,822,,,B,10000000.0,,,Rattus norvegicus,,D,CHEMBL615822,BAO_0000221,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,10845,,Hippocampus,10576,Expert
8,,1,,,823,,,B,10000000.0,,,,,H,CHEMBL615823,BAO_0000221,Binding affinity against 5-hydroxytryptamine 1A receptor using in rat hippocampal tissue using [3H]8-OH-DPAT as radioligand,10845,,Hippocampus,10576,Expert
9,,1,,10116.0,824,,,B,10000000.0,,,Rattus norvegicus,,D,CHEMBL615824,BAO_0000221,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor; IA-Inactive,10845,,Hippocampus,10576,Expert
9,,1,,10116.0,825,,,B,10000000.0,,,Rattus norvegicus,,D,CHEMBL615825,BAO_0000221,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,10845,,Hippocampus,10576,Expert
8,,1,,,826,,,B,,,,,,H,CHEMBL615826,BAO_0000357,Binding affinity towards rat 5-hydroxytryptamine 1A receptor was evaluated using [3H]8-OH-DPAT as radioligand,13730,,,10576,Expert
8,,1,,,827,,,B,,,,,,H,CHEMBL615827,BAO_0000249,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using [3H]8-OH-DPAT as radioligand,13508,,,10576,Expert
8,,1,,,828,,,B,10000000.0,,,,,H,CHEMBL615828,BAO_0000249,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus membrane using [3H]8-OH-DPAT as radioligand,13508,,Hippocampus,10576,Expert
8,,1,,,829,,,B,10000000.0,,,,,H,CHEMBL615829,BAO_0000221,Binding affinity by measuring displacement of [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,12073,,Hippocampus,10576,Expert
8,,1,,,830,,,B,10000000.0,,,,,H,CHEMBL615830,BAO_0000221,Binding affinity to 5-hydroxytryptamine 1A receptor of rat hippocampus with [3H]8-OH-DPAT as radioligand,4671,,Hippocampus,10576,Autocuration
8,,1,,,831,,,B,10000000.0,,,,,H,CHEMBL615831,BAO_0000221,Binding affinity towards serotonin 5-HT1A receptor was determined in rat hippocampus using [3H]8-OH-DPAT as ligand,13631,,Hippocampus,10576,Expert
8,,1,,,832,,,B,,,,,,H,CHEMBL615832,BAO_0000357,Binding affinity was measured against serotonin 5-hydroxytryptamine 1A receptor,12438,,,10576,Autocuration
8,,1,,,833,,,B,,,,,,H,CHEMBL615833,BAO_0000019,Binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH- DPAT as radioligand,10483,,,10576,Autocuration
8,,1,,,834,,,B,10000000.0,,,,,H,CHEMBL615834,BAO_0000221,Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]-8-OH- DPAT as radioligand,10483,,Hippocampus,10576,Autocuration
8,,1,,,835,,,B,,,,,,H,CHEMBL615835,BAO_0000249,Binding affinity against 5-hydroxytryptamine 1A (5-HT1A) receptor in rat hippocampus membranes,12352,,,10576,Intermediate
8,,1,,,836,,,B,10000000.0,,,,,H,CHEMBL615836,BAO_0000249,Binding affinity was measured at the serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampal membrane.,14732,,Hippocampus,10576,Autocuration
9,,1,,10116.0,837,,,B,,,,Rattus norvegicus,,D,CHEMBL615837,BAO_0000019,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand.,11049,,,10576,Expert
9,,1,,10116.0,838,,,B,,,,Rattus norvegicus,,D,CHEMBL615838,BAO_0000019,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand; ND-Not determined,11049,,,10576,Expert
8,,1,,,839,,,B,,,,,,H,CHEMBL615839,BAO_0000249,"Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding (NSB)",13657,,,10576,Expert
8,,1,,,840,,,B,,,,,,H,CHEMBL884525,BAO_0000019,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH-DPAT as radioligand,11473,,,10576,Autocuration
