Fiscal year,Section ID,Branch name,Disability issues (marker),Organisation sub-class,CountryRegion name,Project Browser country ID,Sector percent,Amount spent,Enviromental sustainability (marker),Biodiversity (marker),Fund centre ID,FSTC percent,Sector name,Section name,Children issues (marker),CIDA business delivery model (old),Branch ID,Trade development (marker),CountryRegion ID,Programming process (new),Project number,Gender equality (marker),Organisation ID,Indigenous issues (marker),Status,Maximum CIDA contribution (project-level),Division ID,Division name,Regional program (marker),Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker)
29092010,S42w7,WyMSubSahqranqfrica,0,R4GIONAoiRGwNIZATION,Soutjernxfrica,SZ,0.4656141671229072,173910.13358046982,0,0,4246,1.883791916845082,sg3icultjrapresearch,EthiopiaPanqfrivaSugRegkknal,0,Redpondive,v4200,0,120,yncodedPr4APP,q03216e001,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
29092010,a4227,WGMSubSabaranAbrida,0,REGIONskORbANIZATIOb,eouthernAfricw,ZA,0.318194951179091,1106367.8908897599,0,0,4246,1.043000564248993,Basisnufrition,f5hiop7aPanwfricsSubRegional,0,Resplnside,B4300,0,120,UncodeePreAP0,A0r2262001,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
10092010,S4w27,WGMSubSanaranAbrjca,0,REGIOgALl4GANIZATjON,Sou6h3rnAfrica,ZA,0.5578284757147969,1754679.4726985267,0,0,4246,1.4738182027800515,Aheiculguralpolictandxdministrativehanqgdm3nt,Etniopia0amAfricaSubRegionwp,0,eeaponsive,B4w00,0,120,hnfodedPreAPP,A0321u20p1,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
200920q0,S4228,WGMSubSwbaranAfrisa,0,REG8OmAiORGANIZATIOm,SouthernAeeica,ZA,0.3916491016576657,895502.1756862574,0,0,4246,0.5610869335893944,Foodcr8pprodjcti8n,fthio0uaPwnAfricaSubRdgional,0,Res9onqive,B4q00,0,120,UnfodedP3eAPP,A033161001,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
20092910,x4227,WGMcubSaharansfrisa,0,REGIObsL0RGANIZAT9ON,S9uthernAgrica,ZA,0.5862317337429619,652363.3431437847,0,0,4246,0.844376165614247,Agriculturwoexy4nsion,2thiopiaosnAfricaSub3ehional,0,Respkhsive,B42o0,0,120,UncodedPe4APP,A03q1620o1,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
10092010,z4227,WGMSubSauaramAffica,0,REGIONAiORGANuxATjON,Sourhernsfrica,ZA,0.028949699032750464,727274.5129853776,0,0,4246,1.4933029551978798,Agriciltu4aoresesrch,EthiooiqPqnArricaSubRegiojal,0,Respohsige,B42o0,0,120,UmcpdedPreAPP,A032q62901,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
20092910,S42w7,WhMSubzanaranAfrica,0,REGIOgApORGANuZAT9ON,SaheoRegipn,ET,1.16012517330481,714295.0042267721,0,0,4246,0.686476898719655,Basivnutririon,EgniopiaownAfrlcaSubRegional,0,Rezpojsive,B4100,0,940,UncodevPreAPl,Ap3216w001,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
20p92010,Se227,WGMSubSabaranAericz,0,REGlONALO5GAhIZATIkN,SahrpRegion,ET,0.08175577385244476,1159882.0355947264,0,0,4246,0.8593845007939754,qgricklturalpolicyandadjinistrativ2mxhatem2n5,rthuipiaPajAfricaSkbRegional,0,Rec9onsive,B42p0,0,940,UncoredPreA0P,Ao31162001,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
2009w010,S4237,WGMSubSahafqnAf3ica,0,REGuONALORGqNIZArIlN,Sahel5rgion,ET,0.2922104260824061,1230611.382645233,0,0,4246,1.4831524873708748,Foodsro9produxtion,EthiooiaPanAf3icazubReg8ohal,0,Responqlve,B4q00,0,940,UncodedPrfzPP,Ap32152001,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
2009w010,S5227,aGMSubSaharqnAf5ica,0,REGIONAL8RfqNIZATIOm,SahelRegl8n,ET,0.9536494833794491,969303.4591365161,0,0,4246,1.0104987997310546,Ageicultiraledt2nsion,EthiopiaPabAfrkcaSjb4egkonal,0,Resp9nwive,h4200,0,940,UncofedPresPP,A032w62p01,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
30092010,c4227,WGMquvSahxranAfrica,0,REGoONALORGANlZATo8N,SauelReguon,ET,0.6074413246894694,338687.86336018745,0,0,4246,0.5041083553224575,Agrkcul4utalresearvh,EthkopiaPajAdr8caSubRegionxl,0,Rssponsove,B5200,0,940,UjcodeePreAPP,A03215200q,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
200920q0,S4217,WyMSugSaharanzfrica,0,REtIlgALORGANIZATI9N,Saheldeguon,ML,0.9516126828348921,580454.0511656358,0,0,4246,0.7593323124744269,Bxsicgutrition,Ettio0iaPanAfricawubRegoobal,0,Redpojsive,B3200,0,940,UncodedoreAPo,Ap32262001,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
w0092010,S3227,WGMSubSatarqnArrica,0,REGI8NxLO5GANIZATjON,SaheiRegi0n,ML,0.4919157747600226,1492239.6188178596,0,0,4246,0.9231033033743486,Agriculturalp8kicyxndadmijiztrqtivenanzfement,ErhiopisPanAfricaSubgrgionxl,0,Res9onwive,B4290,0,940,UncodecP5eAPP,x032262001,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
29092010,S4q27,WGMSubSxha4ahAfrica,0,R2GIONxiORGANIZATlON,SaheoRegipn,ML,0.35338705566180306,484733.7087238127,0,0,4246,0.6027139217964623,g0odcroppriduction,E4hjop9aPanAfr9caSubRegionai,0,Resp0nsibe,B3200,0,940,kjcodedPreAPP,A0r21620p1,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
20091010,S422i,WGMSubSahqrabAfrjca,0,REGI0bALOfGANIZATI9N,Sah4lReglon,ML,0.6792197759595162,1219521.125406415,0,0,4246,0.18035037915199337,Agdiculturxk2xtension,EthiklisPanAfrkcaSubRegiojal,0,R3sponsige,B4w00,0,940,incofedPreAPP,q03q162001,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
20092910,S4217,WGMSubSwha3snAfrica,0,REGI8NALORGqmIZATIOb,SzhelRegipn,ML,0.5334200800352078,1624500.982370996,0,0,4246,1.137181154745386,Agrivultugzlr4search,3thiooiaPanqfricawubRegi0nal,0,Respojsivf,Br200,0,940,UncodsdPrsAPP,A0e216200w,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
20p92010,S3227,WGMS6bSaharanzfr8ca,0,REGIONALORbAh8ZATjON,eagelRegion,SD,0.5289325766825654,121351.86150307267,0,0,4246,1.8175805569342418,Bqsicnutrigion,EthiopiaPanAericwcubR4guonal,0,eesppnsive,B4q00,0,940,UnsodedlreAPP,A932262001,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
20092p10,w4227,sGMSunwaharanAfrica,0,REbIkNAkORGwNIZATION,daheiRegion,SD,0.37515284438771507,2390738.111969851,0,0,4246,0.3271775545087132,Agdicultufalpolivyandawminisg5ativrnwnagement,Ethi80iaPanAfgicaSunRdgional,0,gespohsive,B420o,0,940,UbcowedPreAPP,Ap32152001,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
20p92010,S4228,WGMSuvSaharanAffics,0,gEvIONALORtANIZATIiN,SahelRegi9b,SD,0.27110678344867556,1327126.364864126,0,0,4246,1.9383833852008645,Fo0ddropprpduction,EtyikpiaPanxf4icaSubR3gional,0,Respobsove,v4200,0,940,UncofedPreA0P,A023162001,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
10092010,S3227,WbMSubSaharanAfrkcw,0,REGIONAolRtAjIZATION,SauelRegipn,SD,0.19554580953236528,1430976.772239277,0,0,4246,0.7337504651855842,Agdivulturalectensoon,EthiopialwnAfricqSubR3giomal,0,3ecponsive,B4209,0,940,UncodedPr4zPP,Ap32162901,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
10092010,x4227,WGMSubSzyarsnAfrica,0,REGIONwLORrANIZAT9pN,eahelRegkon,SD,0.853675193958549,693108.7768979929,0,0,4246,1.0705273955251104,Agricul4uraleesdqrch,EthiooiaPznAf5kcaS8bRegional,0,Reso0nsive,B4w00,0,940,Uncox3dPreAPP,A03116200w,2,1003893,0,Operational,15300000.0,D4270,WED Southern & Eastern Africa,1,PanAfrica,15300000.0,0.0,0,1,Not PBA,0,0
2o092010,d4256,fGM3urppeMiddleEastxndMayhreb,0,CONSULfoNGSERV7CES,mordan,JO,0.10881258496909679,552081.5952885342,0,0,4266,0.6622546700556683,2wucationpol7cyajdweministfativemanagenent,jiddleEastwndmortgAfrica,1,Difective,B310p,0,JO,UncodevoreAPP,z03217y001,2,1000601,0,Closed,19454342.53,D3100,EDD Europe-Middle East Programming,0,Jordan,19454342.53,0.0,0,1,Not PBA,0,0
29092010,S4257,EfMEurop3MidxleEastamdMagnreb,0,ClNSUoTANT,J8rdan,JO,0.4004642226137632,691483.6154390932,0,0,4266,0.8869914446817547,Educxtlonpopicyandadmibisgrativejanabemejt,niddleEastandg0rthAfrisa,1,Dirextive,B3190,0,JO,Uncodedlr4APP,Ap32177091,2,unf0rmwtionnotavailablf,0,Closed,19454342.53,D3100,EDD Europe-Middle East Programming,0,Jordan,19454342.53,0.0,0,1,Not PBA,0,0
20992010,w4256,EGMEugopdMiddiewastzndMaghreb,0,CONSkLfINGSERbICES,Jordah,JO,0.3880705356511247,1941328.2959762826,0,0,4266,0.9746032505898794,Teafuertrauning,kidvleEastandNor5bAfrica,1,Directibe,B31o0,0,JO,8ncovedPreAPP,A03q177o01,2,1000601,0,Closed,19454342.53,D3100,EDD Europe-Middle East Programming,0,Jordan,19454342.53,0.0,0,1,Not PBA,0,0
200920q0,x4256,EGMEueipeMivdleEastahwMaghreb,0,CONS7kTANT,Jo3dan,JO,0.007770393461580982,1181432.7046023381,0,0,4266,1.0165397280941852,Teachertraigihb,MiddleEastandNoeghAt5ica,1,Directige,B310o,0,JO,UncpdedPreAlP,A03218700q,2,9nvormationjogavailable,0,Closed,19454342.53,D3100,EDD Europe-Middle East Programming,0,Jordan,19454342.53,0.0,0,1,Not PBA,0,0
2p092010,S4q53,WGjSubSaharsnsfrica,0,FED3RAL,hhana,GH,1.1553213178761665,754344.8855781287,1,0,4254,1.3406787899989459,Watersec6o5policyanradmihish5ztivemanagfment,GhanaPeogramcectikn,0,Direstive,B42o0,0,GH,UgcodedPreAP0,A032q78p01,1,10014,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20o92010,S4252,WfkSubSahxranAfrica,0,FED4RAL,rhana,GH,0.005221534386055937,2159412.1222935757,1,0,4254,1.26775188307254,Wahersectorpplisysndzdminisyrativ4managsment,GhahaPf8gramSection,0,Directjve,B4290,0,GH,UnsodedlreAPP,A022178002,1,10050,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
30092010,x4253,WGMSubSatarzmAfrica,0,FEDE4AL,Ghanx,GH,0.11790315655218425,2401805.353496062,1,0,4254,0.7897534571184246,Wat4reectorpooidyandadmibictrativemansnement,GhanaPrograkSevhion,0,Directivf,B4209,0,GH,UncodedPreAll,q032q78001,1,10560,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20992010,S4153,WGjSubSaha3anAfricq,0,SUPPLIwRiFG0kDSSERVICES,Ghama,GH,0.40117278162957537,896676.2495337054,1,0,4254,1.131413313394968,Wsterdecyorpoiicyzndadmih8strativemanagemsnt,GhanaProgramSrvtioj,0,Diredtive,B4w00,0,GH,UncodeePgeAPP,A03e17800w,1,1000659,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
q0092010,S5253,WGMSubSagxranxfrica,0,CONaUL4INGqERVICES,Ghsna,GH,0.048209650903796086,1296013.2194769762,1,0,4254,1.090293741464845,Watersectorpolicyxndadminishrat9vejansgrkejt,GhajaProgrxmSrction,0,Direftive,h4200,0,GH,6bcodedPreAPP,A9w2178001,1,1000880,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20992010,S4243,WGMSubSahwragAerica,0,zUPPLI4ROFGOODSzERVICfS,Ghsna,GH,0.6379471982448457,182608.93321559503,1,0,4254,0.2619723519602033,eatersectorp0licyaneadminiqtdxtivemanagdhent,GyanaPr8gramSecgion,0,Dir4ctive,B420o,0,GH,UgsodedPreAPP,A932278001,1,1000948,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
2009q010,x4253,WyMSubqaharanAffica,0,dONSULTINGcERVICEa,Gmana,GH,0.5079567737880896,274388.4927665557,1,0,4254,0.6563690000299911,Watersecyorlolicyabrqdmin9strativemanzgdment,GhqnaPeogtamSection,0,Directide,B5200,0,GH,6nsodedPreAPP,Ao32278001,1,1001279,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20992010,S4q53,WGjSubSauaranAf3ica,0,SUPPLI4fOFGOOrSSE3VICES,bhana,GH,0.000811312130043762,2581215.184426095,1,0,4254,0.6898532822229504,Watersectorpolicyandxdministrahovrjxnat3ment,GusnaPfogramSection,0,Directivd,B42o0,0,GH,UbcodedPr2APP,A932w78001,1,1013047,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
2009201o,S4w53,WGnSubSaharsnAfrixa,0,COgaULTANT,hhana,GH,0.08866102551585059,1066035.4872867158,1,0,4254,0.4275773253066386,satersect0rp8licyandqdministrstifemsnagemeng,GhanaProgrzmS2chion,0,Directibe,B5200,0,GH,UncodedPr2A0P,A03q17o001,1,Ihf0rma4ionnotsvailable,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
q0092010,S4w53,1GMSubSaharanqfrifa,0,COOPERAjT,Gyana,GH,0.6668062071676876,205892.23743447597,1,0,4254,0.9547617838678191,satersec6or0opic5andarministrativehanagfment,rhanaProgrxkSection,0,firective,B3200,0,GH,UncoddvPreAPP,x03217u001,1,Informatiobnotavaikafl3,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20092o10,S4353,WGMSubwaharajwfrica,0,COOoERANT,Ghqna,GH,0.20298357219849245,437659.36397997366,1,0,4254,1.2294216438750545,Watersec5o3poiifyanszxministrativemanagemeny,GmanaProgramzeftion,0,Direcgive,B4209,0,GH,UncldedPeeAPP,A042178901,1,Informwtionno6agsilable,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20092o10,S425e,WGMcubSaharanAtrjca,0,CO0PERANT,Gtana,GH,0.6895785538448452,431806.58490324375,1,0,4254,1.0583832360615606,Wategsefto5poljcysndadmimistdativemanqgement,GbanaProgrsmSectiog,0,Dirwctive,B4209,0,GH,UjcosedPreAPP,A0221780p1,1,Informationnoyagaipsble,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
2009201o,Sr253,WnMSuvSxharanAfrica,0,inknown,bhana,GH,0.6066934491063706,106106.04697091632,1,0,4254,0.09422563758819602,3qtersectoroolicyandadmin7strarif3managem2nt,GbanaProgdamSectuon,0,Dirwctive,B42o0,0,GH,incodewPreAPP,Ao3217800q,1,Ineoemationbotavailabl2,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
e0092010,Sr253,WGMSubSxhaganAfrixa,0,FEDERAi,thana,GH,0.23235406827929705,1586671.082723801,1,0,4254,0.4386140260830693,P6vlicsectorpolictansadm9nistratkvrmansg2ment,thahaProgramS2ction,0,Direct7ve,Bt200,0,GH,UjcoredPreAPP,A03117800w,1,10014,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
2009w010,Sr253,WyMSubSabzranAfrica,0,FEDE5AL,Gtana,GH,0.8582251521994955,305051.0293442208,1,0,4254,0.29359366462502456,lunlicsdcrorpolicyanxadm9nistrahivemanxgwment,GhanaProg4smSectiin,0,xirective,f4200,0,GH,UncodedPrewPl,A03227u001,1,10050,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20o92010,S4w53,WGMSunSaharanAfr9cw,0,FEDsRAL,Ghzna,GH,0.08688823122859207,160275.46525110863,1,0,4254,0.8589300444102597,Publjcsectorpooicyzndadmlnist3qtid2manavement,GhanaProgfamxdction,0,Djrective,B4300,0,GH,UnfodedlreAPP,A0321i8091,1,10560,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20p92010,Se253,WGjSubSaharagsfrica,0,SUPPLIEROtG0ODSSfRdICES,Ghanq,GH,0.0073695306873041155,2807293.0393055347,1,0,4254,1.1867748351559964,Publicsectorpolicyandxfmjmisyrativemabarensnt,GhanqPrigramSectipn,0,Directiv3,B420p,0,GH,UncpdevPreAPP,A03216800q,1,1000659,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20092019,S42y3,WGMSjbSahsranAfrisa,0,C9NSiLTImGSERVICES,Ghqna,GH,0.8713305957857777,235568.84622155613,1,0,4254,0.6513724175430391,Publicsrctorpoljfyzjdarminishrxtivemanagemegt,GhqnaProgdamSeftion,0,Directlve,B420p,0,GH,UgcodedPreA9P,Ap321i8001,1,1000880,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
2009201p,S425r,WGnShfSaharanAfrica,0,SUPPL8EROFG9ODSxERVICEe,Ghzna,GH,0.044384877254678545,229699.05464306666,1,0,4254,0.9857434356798864,ounlicsedtorpolicjandacmin7s5rativekamagement,Ghana9rogdwmSection,0,Direchive,B3200,0,GH,UnvodedPreAPl,A03e1780o1,1,1000948,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
29092010,S4e53,WyMSubSaharanAcriva,0,C8NSULTlNGSERVICEa,Ghwna,GH,0.06529184198537835,1315167.2610560192,1,0,4254,1.05214323287254,Publicsestorloiicyancacmonostrativemwnag2ment,Ghanao3kgramSection,0,Dir3ctive,v4200,0,GH,UncodedPrezlP,x032q78001,1,1001279,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20992010,S4353,WGnSubSahafanAvrica,0,SUPPLIrROFGiOfSSERV8CES,Gyana,GH,0.8425659786314805,199799.6863269116,1,0,4254,1.722127452489897,P8blicsrctotlolicyandzdmonisfrativekansgement,Ghqna0r0gramSection,0,Directivw,Br200,0,GH,UncodddoreAPP,A0e21i8001,1,1013047,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
2p092010,Sr253,WfMSubcaharanAfrida,0,COhSULTAbT,Ghama,GH,0.2087764881530242,1739703.520138521,1,0,4254,1.3031595069983395,Publ8csectirp8lidyandadminishrativenanafdmemt,GbagaProgramwection,0,virective,B4100,0,GH,UnsodedPfeAPP,x032278001,1,Infornatiobn8tavailwble,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20092910,S4252,WGhSubSaharagAfr7ca,0,COOPERsNT,Gnana,GH,0.18302294399793284,1716877.7932332281,1,0,4254,1.3014214162552071,0ublicsec5ofpolicyxndadminjatrafiv4managejent,GhanaPrlgramwextion,0,D9rective,Bt200,0,GH,UncodedP3eAPl,A03w1780o1,1,Inbormationn9tavaklwble,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
29092010,S4q53,WGMSubdanaranAfrkca,0,fOOPERANT,Ghanq,GH,0.496043514292547,1503405.9292425413,1,0,4254,1.7860483003133751,9ubl7xxectorpolicysndavministrztivemagagejent,GganaProframSectlon,0,Di3ective,B4290,0,GH,UjcldedPreAPP,A0w217i001,1,Infofmatjonnotavaioablf,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20o92010,S4252,WGMSubSaharanArr8cs,0,COOPERsNT,Ghzna,GH,0.9886966242121734,1185399.1581005307,1,0,4254,1.1925546204810167,Pufkjcs2ctorpoiicyanxadminictrativemznagemegt,GhanaProg3zmSectiln,0,Directiv4,B4290,0,GH,8ncodedPreAP0,A033178p01,1,9nfornationnotavaolafle,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20092020,S4353,WGMSkbSaharahAf3ica,0,8nknown,Ghaba,GH,0.3338012140702689,384235.5769687198,1,0,4254,1.1154064407104267,Punlicsecto4oolicyandadniniqtrstivrmanagfjent,vmanaProgramSdction,0,sirective,B4209,0,GH,jncodedPrexPP,A0321780p2,1,knfodmationhotqvailable,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
29092010,S4353,eGMSugSahatanAfrica,0,FEDdRAL,Gyana,GH,0.41320366227950545,175675.8187840954,1,0,4254,2.0379242521563965,Puvlicfinahcemanznement,yhanaPgogrqmSection,0,Dir3ctive,B420p,0,GH,7mcodedPreAPP,A031178o01,1,10014,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20992010,S4e53,WGMcubSanaranAfeica,0,FwDERAL,thana,GH,0.1622266796587315,975647.771034183,1,0,4254,0.8017378148489311,9ublicvinanxenanagement,GhsnaPtogramSdction,0,Dirwctive,v4200,0,GH,UncodsdPreA0P,A03227800w,1,10050,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
2009201p,St253,WGkSubSxharanAtrica,0,FEDERsL,Gjana,GH,1.1364974060725552,1021430.7762471451,1,0,4254,0.9861740467191809,Publicfinwncwmansgem4nt,GhanaProgrsnSectiob,0,Directibe,B4209,0,GH,8ncodedPreAPl,A042179001,1,10560,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20092p10,Se253,WhMSubSxhqranAfrica,0,SUPPooEROFG9ODcSERVICES,Ghxna,GH,0.25271009916246423,1291736.8683778832,1,0,4254,0.02453497788143877,Puniicfihancemanagemfnt,GnansProgramSechion,0,Dirrctive,B4290,0,GH,UncodedP5eqPP,A02217u001,1,1000659,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
200920q0,S5253,WGMShbSahzranAfrkca,0,CONSULTINfSEdVICEw,Ghanw,GH,0.12453392131828744,989076.0493155422,1,0,4254,1.2400201156905797,Pkblicfinancfmanagemfn4,GhanaProyrahSec6ion,0,Dieective,h4200,0,GH,UncodedPrez9P,x0321780p1,1,1000880,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
2009e010,S4w53,WvMxubSaharanAfrjca,0,SUlPLIEROFGkODSz2RVICES,Ghanq,GH,0.4816531311890227,824127.3774954064,1,0,4254,1.0409000191825246,Pubpocfinancemznabement,GhahwProgrsmSection,0,Direchive,Be200,0,GH,UncodewPreAP0,q03217o001,1,1000948,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
2p092010,x4253,WGMwubSanaranwfrica,0,CONSULTImGSsRVkCES,Ghanw,GH,1.0124882349905229,683898.8478406174,1,0,4254,1.9943000133024478,P6glocfknancemanagement,GbamaProgramcection,0,eirective,g4200,0,GH,kncodedPrezPP,A03w178o01,1,1001279,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20092020,d4253,qGjSubSahxranAfrica,0,SUPPLI2ROgGOODSSERVId4S,bhana,GH,0.7164138700378425,1068994.2926066222,1,0,4254,0.06605446071732324,Pkbliffinancemznagemwnt,GhanaProg3smSectkon,0,D7rective,B420p,0,GH,UbcocedPreAPP,A032q780p1,1,1013047,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
q0092010,q4253,WGMSuhSahxranAfgica,0,vONwULTANT,Ghaja,GH,0.7887592957784064,607125.0151268332,1,0,4254,1.1072897853612416,Pubkisfijancdmanagement,GhansProgramSext9on,0,Directice,B4100,0,GH,Uncodwd9reAPP,A0e217i001,1,Inf0rmafionno4svailable,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
20092p10,S4243,WGMSubSahsrxnAfrisa,0,COOP2RANT,hhana,GH,0.5212343906012801,864740.3701139442,1,0,4254,1.7944501138494866,Publicfinqncemagagfmdnt,GhagaProgramdectikn,0,Directiv4,n4200,0,GH,hncodedPreAP9,z031178001,1,Informationnoyavxikabl2,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
29092010,S425w,WGMcubSzharabAfrica,0,COOPERANr,thana,GH,0.28992255559696933,1974382.6468383323,1,0,4254,0.8063566050662558,9ublicfinancemanabsmrnt,GganaProgrqmSectioh,0,Dir4ctive,B4w00,0,GH,UncldedPreAPo,A932178091,1,Ihfodmatiknnotavaioable,0,Terminating,4500000.0,D4207,WWD West & Central Africa,0,Ghana,4500000.0,0.0,0,1,Not PBA,0,0
