assay_id,chembl_id,assay_tissue,tid,assay_category,description,relationship_type,assay_tax_id,assay_cell_type,curated_by,assay_strain,confidence_score,src_assay_id,assay_type,assay_organism,cell_id,src_id,bao_format,tissue_id,variant_id
8765,CHEMBL624795,,50597,,Radioactivity distribution in bone of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
8766,CHEMBL623921,,50597,,Radioactivity distribution in bone of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
8767,CHEMBL623922,,50597,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
8768,CHEMBL623923,,50597,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
8769,CHEMBL623924,,50597,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
8770,CHEMBL623925,,50597,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
8771,CHEMBL623926,,50597,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
8772,CHEMBL623927,,50597,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
8773,CHEMBL623928,,50597,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
8774,CHEMBL623929,,50597,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
8775,CHEMBL623930,,50597,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
8776,CHEMBL623931,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8777,CHEMBL622165,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8778,CHEMBL621249,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8779,CHEMBL621250,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8780,CHEMBL621448,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8781,CHEMBL621449,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8782,CHEMBL621450,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8783,CHEMBL621451,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8784,CHEMBL621452,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8785,CHEMBL621453,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8786,CHEMBL621454,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8787,CHEMBL621455,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8788,CHEMBL621456,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8789,CHEMBL625145,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8790,CHEMBL875847,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8791,CHEMBL625146,Brain,50597,,Radioactivity distribution in brain of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8792,CHEMBL625147,Brain,50597,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8793,CHEMBL625148,Brain,50597,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8794,CHEMBL625149,Brain,50597,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8795,CHEMBL625150,Brain,50597,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8796,CHEMBL625151,Brain,50597,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8797,CHEMBL625152,Brain,50597,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8798,CHEMBL625153,Brain,50597,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8799,CHEMBL625154,Brain,50597,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8800,CHEMBL625155,Brain,50597,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8801,CHEMBL625156,,50597,,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 30 minutes after an intravenous injection is given (average of 2 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
8802,CHEMBL624354,,50597,,Uptake of radioligand [125I]-FIDA1 by hippo-campus in rat after 60 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,,
8803,CHEMBL624355,Hippocampus,50597,,Uptake of radioligand [125I]FIDA1 by hippocampus in rat after 120 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,10000000.0,
8804,CHEMBL624356,Hippocampus,50597,,Uptake of radioligand [125I]FIDA1 by hippocampus in rat after 2 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,10000000.0,
8805,CHEMBL624357,Hippocampus,50597,,Uptake of radioligand [125I]-FIDA1 by hippocampus in rat after 30 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,10000000.0,
8806,CHEMBL624358,Hippocampus,50597,,Uptake of radioligand [125I]FIDA1 by hippocampus in rat after 60 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,10000000.0,
8807,CHEMBL624359,Striatum,50597,,Uptake of radioligand [125I]FIDA1 by striatum in rat after 120 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2435.0,
8808,CHEMBL624360,Striatum,50597,,Uptake of radioligand [125I]FIDA1 by striatum in rat after 2 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2435.0,
8809,CHEMBL624361,Striatum,50597,,Uptake of radioligand [125I]FIDA1 by striatum in rat after 30 minutes after an intravenous injection is given (average of 2 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2435.0,
8810,CHEMBL624362,Striatum,50597,,Uptake of radioligand [125I]FIDA1 by striatum in rat after 30 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2435.0,
8811,CHEMBL624363,Striatum,50597,,Uptake of radioligand [125I]FIDA1 by striatum in rat after 60 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2435.0,
8812,CHEMBL624364,Blood,50597,,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 120 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
8813,CHEMBL624365,Blood,50597,,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 2 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
8814,CHEMBL624366,Blood,50597,,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 30 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
8815,CHEMBL624367,Blood,50597,,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 60 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,178.0,
8816,CHEMBL624368,Brain,50597,,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 120 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8817,CHEMBL624369,Brain,50597,,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 2 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8818,CHEMBL624370,Brain,50597,,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 30 minutes after an intravenous injection is given (average of 2 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8819,CHEMBL625069,Brain,50597,,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 30 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8820,CHEMBL625070,Brain,50597,,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 60 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,955.0,
8821,CHEMBL626051,Heart,50597,,Biodistribution of radioligand [125I]-FIDA1 in heart of rat after 120 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,948.0,
8822,CHEMBL626052,Heart,50597,,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 2 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,948.0,
8823,CHEMBL626053,Heart,50597,,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 30 minutes after an intravenous injection is given (average of 2 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,948.0,
8824,CHEMBL626054,Heart,50597,,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 30 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,948.0,
8825,CHEMBL626055,Heart,50597,,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 60 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,948.0,
8826,CHEMBL626056,Kidney,50597,,Biodistribution of radioligand [125I]FIDA1 in kidney of rat after 120 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2113.0,
8827,CHEMBL626057,Kidney,50597,,Biodistribution of radioligand [125I]-FIDA1 in kidney of rat after 2 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2113.0,
8828,CHEMBL625193,Kidney,50597,,Biodistribution of radioligand [125I]FIDA1 in kidney of rat after 30 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2113.0,
8829,CHEMBL625194,Kidney,50597,,Biodistribution of radioligand [125I]FIDA1 in kidney of rat after 60 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2113.0,
8830,CHEMBL625195,Liver,50597,,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 120 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2107.0,
8831,CHEMBL625196,Liver,50597,,Biodistribution of radioligand [125I]-FIDA1 in liver of rat after 2 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2107.0,
8832,CHEMBL625197,Liver,50597,,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 30 minutes after an intravenous injection is given (average of 2 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2107.0,
8833,CHEMBL625198,Liver,50597,,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 30 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2107.0,
8834,CHEMBL627929,Liver,50597,,Biodistribution of radioligand [125I]FIDA1 in liver of rat after 60 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2107.0,
8835,CHEMBL627074,Lung,50597,,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 120 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2048.0,
8836,CHEMBL627075,Lung,50597,,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 2 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2048.0,
8837,CHEMBL627076,Lung,50597,,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 30 minutes after an intravenous injection is given (average of 2 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2048.0,
8838,CHEMBL627077,Lung,50597,,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 30 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2048.0,
8839,CHEMBL627078,Lung,50597,,Biodistribution of radioligand [125I]FIDA1 in lung of rat after 60 minutes after an intravenous injection is given (average of 3 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2048.0,
8840,CHEMBL627079,Muscle tissue,50597,,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 120 minutes after an intravenous injection is given (average of 2 rats),N,10116.0,,Intermediate,,1,,A,Rattus norvegicus,,1,BAO_0000218,2385.0,
8841,CHEMBL873824,,50594,,Half life (t1/2) determined at a dose 10 mg/kg administered intraperitoneally to mice,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8842,CHEMBL627080,Plasma,50594,,Half life in mouse plasma was determined at dose 25 mg/kg,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,1969.0,
8843,CHEMBL627081,,50594,,Half life was determined,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8844,CHEMBL627082,,50594,,Half life in BALB/C mice at the dose of 20 mg/kg by i.v. administration,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8845,CHEMBL627083,,50594,,Half-life in male mice after 1 mg/kg intravenous dose,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8847,CHEMBL627085,Plasma,50594,,Half life in mice plasma,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,1969.0,
8848,CHEMBL627086,,50594,,Half life in mouse,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8849,CHEMBL627087,Plasma,50594,,Half life in mouse plasma at dose 25 mg/kg,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,1969.0,
8850,CHEMBL627088,,50594,,Half life when injected i.p. in mice at a dose of 50 mg/kg was determined,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8851,CHEMBL627089,,50594,,Half life when injected intravenously in mice at a dose of 20 mg/kg was determined,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8852,CHEMBL627090,,50594,,Half life when injected perorally in mice at a dose of 50 mg/kg was determined,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8853,CHEMBL627091,,50594,,Half life was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8854,CHEMBL627092,,50594,,"Half life was evaluated at 5 mg/kg of compound dose, administered perorally in mice",N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8855,CHEMBL876785,,50594,,"Half life was evaluated at 50 mg/kg of compound dose, administered perorally in mice",N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8856,CHEMBL627093,,50594,,Half-life by iv administration in mouse,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8857,CHEMBL627094,,50594,,Half-life by oral administration in mouse,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8858,CHEMBL627095,,50594,,Half-life in mice,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8859,CHEMBL627096,Brain,50594,,Half-life using mouse brain homogenate,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,955.0,
8860,CHEMBL627097,,50594,,Half-life was measured in mice,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8861,CHEMBL627098,,50594,,Half-life was measured in mouse after an iv dose of 1 mg/kg,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8862,CHEMBL627099,Blood,50594,,Half-life period was determined in mouse blood,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,178.0,
8863,CHEMBL627100,Brain,50594,,"Half-times of inhibition of PEP in in an ex vivo enzyme studies, using mice brain",N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,955.0,
8864,CHEMBL627101,Plasma,50594,,Plasma half life in mouse,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,1969.0,
8865,CHEMBL627102,,50594,,Stability of the peptide in the presence of mouse serum,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8866,CHEMBL627103,,50594,,Terminal half life of compound was determined in mouse,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8867,CHEMBL627104,,50594,,Terminal half life was evaluated in mice after intravenous administration,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8868,CHEMBL627105,,50594,,Terminal half life was evaluated in mice after oral administration,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8869,CHEMBL876786,,50594,,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 5.,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8870,CHEMBL873825,,50594,,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 7.,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8871,CHEMBL627106,,50594,,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 7; ND means no data,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8872,CHEMBL626336,,50594,,half life period is evaluated by administering intravenously at 25 mg/kg in mice,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8873,CHEMBL877462,,50594,,"Half life beta(2,4,6,8h) value was determined at a dose of 200 mg/kg (i.p.) in Mice",N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8874,CHEMBL626337,,50594,,"Half life beta(2,4,6,8h) value was determined at a dose of 200 mg/kg (i.p.) in Mice; NC: not calculable",N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8875,CHEMBL626338,,50594,,Half life after intraperitoneal administration of 100 mg/kg in mice,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8876,CHEMBL626339,,50594,,Half life in BALB/C mice at the dose of 20 mg/kg by i.p. administration,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8877,CHEMBL626340,,50594,,Half life in BALB/C mice at the dose of 20 mg/kg by i.v. administration,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8878,CHEMBL625377,,50594,,Half life in BALB/C mice at the dose of 20 mg/kg by p.o. administration,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8879,CHEMBL625378,,50594,,Half life in BALB/C mice at the dose of 50 mg/kg by i.p. administration,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8880,CHEMBL625379,,50594,,Half life in BALB/C mice at the dose of 50 mg/kg by p.o. administration,N,10090.0,,Intermediate,,1,,A,Mus musculus,,1,BAO_0000218,,
8881,CHEMBL625380,,22224,,Metabolism of compound in mini pig S9 microsomes ('+''indicates <20% largest observed peak),U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000251,,
8882,CHEMBL625381,,22224,,Metabolism of compound in mini pig S9 microsomes ('++++' indicates largest observed peak),U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000251,,
8883,CHEMBL625382,,22224,,Stability to porcine renal DHP-I,U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000019,,
8884,CHEMBL873828,,22224,,Compound was tested for its half-life period at an intravenous dose of 30 ug/kg,U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000218,,
8885,CHEMBL625383,,22224,,Compound was tested for its half-life period at an intravenous dose of 3 ug/kg,U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000218,,
8886,CHEMBL625384,,22224,,Half-life of the parent prodrug in porcine esterase solution,U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000019,,
8887,CHEMBL625385,,22224,,"First order rate constant, k was determined in in pig liver Esterase",U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000019,,
8888,CHEMBL625386,Liver,22224,,Half life of the in pig liver Esterase,U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000221,2107.0,
8889,CHEMBL623571,Liver,22224,,Tested for half life period at 37 degree Celsius in PBS buffer at 11.8 pH containing porcine liver esterase,U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000221,2107.0,
8890,CHEMBL623572,Liver,22224,,Tested for half life period at 37 degree Celsius in PBS buffer at 7.3 pH containing porcine liver esterase,U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000221,2107.0,
8891,CHEMBL623573,Liver,22224,,Tested for half life period at 37 degree Celsius in PBS buffer at 7.3 pH in containing porcine liver esterase,U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000221,2107.0,
8892,CHEMBL623574,Liver,22224,,Compound was evaluated for esterase half-life (t 1/2) period using Pig Liver Esterase (PLE) assay,U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000221,2107.0,
8893,CHEMBL623575,Liver,22224,,Compound was evaluated for esterase half-life (t 1/2) period using Pig Liver Esterase (PLE) assay; ND is not determined,U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000221,2107.0,
8894,CHEMBL623749,Liver,22224,,Half-life in the presence of pig liver esterase(PLE) was evaluated.,U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000221,2107.0,
8895,CHEMBL623750,Liver,22224,,Half-life in the presence of pig liver esterase(PLE) was evaluated; Stable,U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000221,2107.0,
8896,CHEMBL623751,Liver,22224,,Half-life in vitro in pig liver,U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000221,2107.0,
8897,CHEMBL623752,Liver,22224,,Half-life time was determined for esterase-catalyzed hydrolysis of the phenol ester bond in porcine liver esterase,U,9823.0,,Autocuration,,0,,A,Sus scrofa,,1,BAO_0000221,2107.0,
