src_assay_id,confidence_score,cell_id,description,assay_strain,assay_id,doc_id,assay_subcellular_fraction,src_id,assay_organism,curated_by,tid,assay_category,assay_tax_id,assay_tissue,relationship_type,tissue_id,assay_test_type,assay_cell_type,bao_format,assay_type,variant_id,chembl_id
,6,,Displacement of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortical membranes,,3003,12092,Membranes,1,,Autocuration,104698,,,,H,,,,BAO_0000249,B,,CHEMBL619793
,7,,Inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor,,3004,11752,,1,Rattus norvegicus,Autocuration,104698,,10116.0,,D,,,,BAO_0000223,B,,CHEMBL619794
,6,,The ability to inhibit [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortices,,3005,11752,,1,,Autocuration,104698,,,Brain,H,955.0,,,BAO_0000221,B,,CHEMBL619795
,6,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat posterior cortex by [3H]-BRL 43694 displacement.,,3006,301,,1,,Autocuration,104698,,,,H,,,,BAO_0000019,B,,CHEMBL619796
,6,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584,,3007,16532,,1,,Autocuration,104698,,,,H,,,,BAO_0000223,B,,CHEMBL620448
,6,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,,3008,16532,,1,,Autocuration,104698,,,,H,,,,BAO_0000223,B,,CHEMBL620449
,6,,The binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand.,,3009,12092,,1,,Autocuration,104698,,,,H,,,,BAO_0000223,B,,CHEMBL620450
,6,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of radioligand [3H]GR-65630,,3010,11684,,1,,Autocuration,104698,,,,H,,,,BAO_0000223,B,,CHEMBL620451
,6,,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of radioligand [3H]GR-65630.,,3011,11684,,1,,Autocuration,104698,,,,H,,,,BAO_0000223,B,,CHEMBL620631
,6,,Binding affinity for 5-hydroxytryptamine 3 receptor from rat cortex using [3H]BRL-43694 as radioligand,,3012,12953,,1,,Autocuration,104698,,,,H,,,,BAO_0000019,B,,CHEMBL620632
,6,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor from rat cortex using [3H]BRL-43694 as radioligand; NA means Not active,,3013,12953,,1,,Autocuration,104698,,,,H,,,,BAO_0000019,B,,CHEMBL620633
,6,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 3 receptor; Nonactive at 10 uM,,3014,12953,,1,,Autocuration,104698,,,,H,,,,BAO_0000223,B,,CHEMBL620634
,6,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand; NA Not Available,,3015,12861,,1,,Autocuration,104698,,,,H,,,,BAO_0000019,B,,CHEMBL620635
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 0.5 hours in urethane-anesthetized rats,,3016,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620636
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 1 hour in urethane-anesthetized rats,,3017,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620637
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 3 hours in urethane-anesthetized rats,,3018,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620638
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 6 hours in urethane-anesthetized rats,,3019,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620639
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 0.5 hours in urethane-anesthetized rats,,3020,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620640
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 1 hour in urethane-anesthetized rats,,3021,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620641
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 16 hours in urethane-anesthetized rats,,3022,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620642
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 3 hours in urethane-anesthetized rats,,3023,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620643
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 6 hours in urethane-anesthetized rats,,3024,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620644
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 0.5 hours in urethane-anesthetized rats,,3025,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620645
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 1 hour in urethane-anesthetized rats,,3026,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620646
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 3 hours in urethane-anesthetized rats,,3027,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620647
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 6 hours in urethane-anesthetized rats,,3028,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620648
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1 mg/kg at 0.5 hours in urethane-anesthetized rats,,3029,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620649
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1 mg/kg at 3 hours in urethane-anesthetized rats,,3030,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620650
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 mg/kg at 1 hour in urethane-anesthetized rats,,3031,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620651
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 mg/kg at 3 hours in urethane-anesthetized rats,,3032,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL872875
,6,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1 mg/kg at 1 hour in urethane-anesthetized rats,,3033,11454,,1,,Autocuration,104698,,,,H,,In vivo,,BAO_0000218,F,,CHEMBL620652
,6,,5-hydroxytryptamine 3 receptor antagonist activity was confirmed by its ability to antagonize 5-HT evoked tachycardia of rabbit isolated heart,,3034,10609,,1,,Autocuration,104698,,,,H,,,,BAO_0000019,F,,CHEMBL620653
,6,,Binding activity against 5-hydroxytryptamine 2A receptor from rat cortex homogenates using [3H]DOB as radioligand.,,3035,12861,,1,,Autocuration,104698,,,,H,,,,BAO_0000019,B,,CHEMBL857076
,7,,Inhibition of [3H]-Q-ICS 205-930 binding to rat cortex homogenate 5-hydroxytryptamine 3 receptor,,3036,12861,,1,Rattus norvegicus,Autocuration,104698,,10116.0,,D,,,,BAO_0000019,B,,CHEMBL620654
,6,,Binding activity radioligand.,,3037,12861,,1,,Autocuration,104698,,,,H,,,,BAO_0000223,B,,CHEMBL620655
,6,,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor in rat brain membranes,,3038,10728,Brain membranes,1,,Autocuration,104698,,,,H,,,,BAO_0000249,B,,CHEMBL620656
,6,,Displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor recognition sites in rat brain membranes.,,3039,10728,Brain membranes,1,,Autocuration,104698,,,,H,,,,BAO_0000249,B,,CHEMBL620657
,8,,Binding affinity towards 5-hydroxytryptamine 2C receptor was determined at a concentration of 0.000001 mol/L,,3040,5163,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620658
,8,,Binding affinity towards 5-hydroxytryptamine 2C receptor was determined at a concentration of 0.00001 mol/L,,3041,5163,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620659
,8,,Inhibition of binding towards 5-hydroxytryptamine 2C receptor at 100 nM concentration,,3042,6011,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620660
,8,,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 2C receptor,,3043,5014,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620661
,8,,Binding affinity of compound towards 5-hydroxytryptamine 2C receptor,,3044,5635,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620662
,8,,Affinity for 5-hydroxytryptamine 2C receptor,,3045,5163,,1,,Expert,108,,,,H,,,,BAO_0000357,B,,CHEMBL620663
,8,,Binding affinity towards 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,,3046,6841,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620664
,8,,Binding affinity towards 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand.,,3047,6119,,1,,Expert,108,,,,H,,,,BAO_0000357,B,,CHEMBL620665
,8,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2C receptor was determined,,3048,4373,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620666
,8,,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2C receptor by displacement of [3H]-Ketanserin,,3049,1633,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620667
,8,,Binding affinity towards 5-hydroxytryptamine 2C receptor by displacement of [3H]N-methyl-mesulergine,,3050,1633,,1,,Expert,108,,,,H,,,,BAO_0000357,B,,CHEMBL620668
,8,,Binding affinity for 5-hydroxytryptamine 2C receptor was determined,,3051,4373,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620669
,8,,Binding affinity towards serotonin 5-hydroxytryptamine 2C receptor,,3052,6576,,1,,Expert,108,,,,H,,,,BAO_0000357,B,,CHEMBL620670
,8,,Evaluated for the binding affinity to 5-hydroxytryptamine 2C receptor,,3053,4687,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620671
,8,,Tested agains t5-hydroxytryptamine 2C receptor in experiment 1,,3054,12146,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620672
,8,,Tested against 5-hydroxytryptamine 2C receptor in experiment 2,,3055,12146,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620673
,8,,Ability to displace [3H]mesulergine from 5-hydroxytryptamine 2C receptor,,3056,16946,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620674
,8,,Compound was evaluated for the affinity at 5-hydroxytryptamine 2C receptor,,3057,14159,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620675
,8,,The binding affinity towards 5-hydroxytryptamine 2C receptor; No affinity,,3058,16700,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL620676
,8,,Affinity against 5-hydroxytryptamine 2C receptor,,3059,3269,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL621382
,9,,Binding affinity against 5-hydroxytryptamine 2C receptor,,3060,1274,,1,Homo sapiens,Expert,108,,9606.0,,D,,,,BAO_0000357,B,,CHEMBL621383
,8,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2C receptor using radioligand binding assay,,3061,1317,,1,,Autocuration,108,,,,H,,,,BAO_0000357,B,,CHEMBL621384
,8,,Inhibitory concentration required against 5-HT3 receptor in bovine area postrema using [3H]GR-65630,,3062,5834,,1,Bos taurus,Autocuration,144,,9913.0,,H,,,,BAO_0000357,B,,CHEMBL621385
,8,,Binding affinity towards 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand,,3063,11147,,1,Bos taurus,Autocuration,144,,9913.0,,H,,,,BAO_0000357,B,,CHEMBL617989
,4,,Antagonistic potency against serotonin 5-hydroxytryptamine 3 receptor in GPI assay,,3064,14145,,1,Cavia porcellus,Expert,104714,,10141.0,,H,,,,BAO_0000019,F,,CHEMBL617990
,4,,Binding affinity to 5-hydroxytryptamine 3 receptor entirely in guinea pig ileum,,3065,10561,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,B,,CHEMBL875085
,4,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 3 receptor of guinea pig,,3066,15847,,1,Cavia porcellus,Autocuration,104714,,10141.0,,H,,,,BAO_0000019,F,,CHEMBL617991
,4,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 3 receptor of guinea pig; ND means not done,,3067,15847,,1,Cavia porcellus,Autocuration,104714,,10141.0,,H,,,,BAO_0000019,F,,CHEMBL617992
,4,,Potency to 5-hydroxytryptamine 3 receptor entirely in guinea pig ileum,,3068,10561,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,B,,CHEMBL617993
,4,,In vitro binding affinity was measured for 5-hydroxytryptamine 3 receptor in the guinea pig ileum.,,3069,11454,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,B,,CHEMBL617994
,4,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea colon at a concentration 0.01 uM,,3070,4639,,1,Cavia porcellus,Autocuration,104714,,10141.0,,H,,,,BAO_0000019,F,,CHEMBL617995
,4,,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 0.1 uM,,3071,4639,,1,Cavia porcellus,Autocuration,104714,,10141.0,,H,,,,BAO_0000019,F,,CHEMBL617996
,4,,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 1 uM,,3072,4639,,1,Cavia porcellus,Autocuration,104714,,10141.0,,H,,,,BAO_0000019,F,,CHEMBL617997
,4,,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 1 uM in the presence of 30 uM MDL 72222,,3073,4639,,1,Cavia porcellus,Autocuration,104714,,10141.0,,H,,,,BAO_0000019,F,,CHEMBL617998
,4,,Percent of control response to 5-HT3 antagonistic activity on guinea colon at a concentration 0.01 uM,,3074,4639,,1,Cavia porcellus,Autocuration,104714,,10141.0,,H,,,,BAO_0000019,F,,CHEMBL617999
,4,,Percent of control response to 5-HT3 antagonistic activity on guinea colon at a concentration 1 uM,,3075,4639,,1,Cavia porcellus,Autocuration,104714,,10141.0,,H,,,,BAO_0000019,F,,CHEMBL618000
,4,,"Concentration required to produce 50% of maximal contraction induced by 5-HT through 5-HT3 receptors in the presence of the compound, in isolated guinea pig ileum",,3076,15253,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,F,,CHEMBL617815
,4,,"Concentration required to produce 50% of maximal contraction induced by 5-HT through 5-HT3 receptors in the presence of the compound, in isolated guinea pig ileum.",,3077,15253,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,F,,CHEMBL617816
,4,,Tested for the antagonistic activity against 5-hydroxytryptamine 3 receptor from guinea pig ileum,,3078,11963,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,F,,CHEMBL617817
,4,,In vitro 5-hydroxytryptamine 3 receptor activity in guinea pig ileum,,3079,1946,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,B,,CHEMBL617818
,4,,In vitro 5-hydroxytryptamine 3 receptor activity in guinea pig ileum; Not tested,,3080,1946,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,B,,CHEMBL617819
,4,,Binding affinity towards [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in HG108-15,,3081,12045,,1,Cavia porcellus,Autocuration,104714,,10141.0,,H,,,,BAO_0000223,B,,CHEMBL617820
,4,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,,3082,1559,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,B,,CHEMBL617821
,4,,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),,3083,273,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,F,,CHEMBL617822
,4,,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor of isolated guinea pig ileum (GPI),,3084,273,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,F,,CHEMBL617823
,4,,Tested for antagonistic activity on 5-hydroxytryptamine 3 receptor mediated effects of 5-HT in guinea pig isolated ileum,,3085,188,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,F,,CHEMBL617824
,4,,Agonistic activity against 5-hydroxytryptamine 3 receptor in guinea pig ileum assay,,3086,12919,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,F,,CHEMBL617825
,4,,5-hydroxytryptamine 3 receptor agonism in the guinea pig ileum by functional 5-HT3 receptor assay,,3087,12918,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,F,,CHEMBL617826
,4,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,,3088,1559,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,B,,CHEMBL617827
,4,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),,3089,273,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,F,,CHEMBL617828
,4,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,,3090,1559,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,B,,CHEMBL617829
,4,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum; Not determined,,3091,1559,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,B,,CHEMBL617830
,4,,Binding affinity towards 5-hydroxytryptamine 3 receptor of guinea pig ileum; not determined,,3092,1559,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,B,,CHEMBL617831
,4,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor in guinea pig ileum.,,3093,14424,,1,Cavia porcellus,Autocuration,104714,,10141.0,Ileum,H,2116.0,,,BAO_0000221,B,,CHEMBL617832
,0,,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,,3094,13181,,1,Cavia porcellus,Autocuration,22226,,10141.0,,U,,,,BAO_0000019,B,,CHEMBL617833
,8,,Binding affinity towards 5-HT1A receptor by the displacement of [3H]-8-OH-DPAT] in human recombinant receptors in mammalian cell,,3095,5486,,1,,Autocuration,51,,,,H,,,,BAO_0000357,B,,CHEMBL617834
,5,,Affinity towards human 5-hydroxytryptamine 3 serotonin receptor,,3096,6491,,1,Homo sapiens,Expert,104714,,9606.0,,D,,,,BAO_0000223,B,,CHEMBL617835
,4,,Binding affinity towards 5-HT3 receptor,,3097,6013,,1,,Autocuration,104714,,,,H,,,,BAO_0000223,B,,CHEMBL617836
,4,,Binding activity radioligand.,,3098,12861,,1,,Autocuration,104714,,,,H,,,,BAO_0000223,B,,CHEMBL617837
,4,,Binding activity against 5-hydroxytryptamine 1A receptor from human brain cortex using [3H]8-OH-DPAT-HT as radioligand.,,3099,12861,,1,,Autocuration,104714,,,,H,,,,BAO_0000019,B,,CHEMBL620392
,4,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,,3100,5104,,1,,Autocuration,104714,,,,H,,,,BAO_0000223,B,,CHEMBL620393
,4,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,,3101,5105,,1,,Autocuration,104714,,,,H,,,,BAO_0000223,B,,CHEMBL620394
,4,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor; NT means Not tested,,3102,5104,,1,,Autocuration,104714,,,,H,,,,BAO_0000223,B,,CHEMBL620395
,0,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 3 receptor,,3103,3935,,1,,Autocuration,22226,,,,U,,,,BAO_0000019,B,,CHEMBL620396
,4,433.0,Displacement of [3H]-BRC 36694 from 5-hydroxytryptamine 3 receptor in NG108-15 cells,,3104,13657,,1,,Expert,105030,,,,H,,,NG108-15,BAO_0000219,B,,CHEMBL620582
,4,,"Percent inhibition of [3H]5 binding to 5-hydroxytryptamine 3 receptor was evaluated by injection of compound (75 microCi/kg, 1.32 ug/kg) into the tail vein of mice (in vivo)",,3105,10369,,1,,Autocuration,105030,,,,H,,In vivo,,BAO_0000218,B,,CHEMBL620583
,4,,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),,3106,10369,,1,,Autocuration,105030,,,,H,,,,BAO_0000019,B,,CHEMBL620584
,4,,Compound was evaluated for the binding affinity at 5- HT3 receptor subtype,,3107,12918,,1,,Autocuration,105030,,,,H,,,,BAO_0000224,B,,CHEMBL620585
,4,,Compound was evaluated for the binding affinity at 5- HT3 receptor,,3108,12918,,1,,Autocuration,105030,,,,H,,,,BAO_0000224,B,,CHEMBL620586
,4,,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),,3109,10369,,1,,Autocuration,105030,,,,H,,,,BAO_0000019,B,,CHEMBL620587
,4,,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,,3110,773,,1,,Autocuration,105030,,,,H,,,,BAO_0000019,B,,CHEMBL620588
,4,,5-hydroxytryptamine 3 receptor agonism in mouse,,3111,12918,,1,,Autocuration,105030,,,,H,,,,BAO_0000218,F,,CHEMBL620589
,4,,Binding affinity towards 5-hydroxytryptamine 3 receptor was determined by using [3H]-ICS 205-930 as radioligand in mouse N1E 115 cells,,3112,10561,,1,,Autocuration,105030,,,,H,,,,BAO_0000219,B,,CHEMBL620590
,4,,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,,3113,12827,,1,,Autocuration,105030,,,,H,,,,BAO_0000019,B,,CHEMBL617956
,4,,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,,3114,12827,,1,,Autocuration,105030,,,,H,,,,BAO_0000019,B,,CHEMBL617957
,4,,Binding affinity was evaluated by 5-hydroxytryptamine 3 receptor agonism in the mouse NIE-115 by displacing tropisetron,,3115,12918,,1,,Autocuration,105030,,,,H,,,,BAO_0000224,B,,CHEMBL617958
,4,,Compound was evaluated for binding to 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,,3116,273,,1,,Autocuration,105030,,,,H,,,,BAO_0000219,B,,CHEMBL617959
,4,,Compound was evaluated for binding to Serotonin 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,,3117,273,,1,,Autocuration,105030,,,,H,,,,BAO_0000219,B,,CHEMBL617960
,4,,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,,3118,10561,,1,,Autocuration,105030,,,,H,,,,BAO_0000224,B,,CHEMBL617961
,4,,Ability to displace the radioligand [3H]GR-65630 from 5-hydroxytryptamine 3 receptor expressed in NIE-115 cells,,3119,5033,,1,,Autocuration,105030,,,,H,,In vitro,,BAO_0000219,B,,CHEMBL617962
,4,339.0,In vitro binding affinity at 5-hydroxytryptamine 3 receptor in N1E-115 cells using 3[H]GR-65630 as the radioligand,,3120,16429,,1,,Autocuration,105030,,,,H,,,N1E-115,BAO_0000219,B,,CHEMBL617963
,8,,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,,3121,10322,,1,,Autocuration,11765,,,,H,,,,BAO_0000019,B,,CHEMBL617964
,8,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in NG cells 108-15,,3122,14331,,1,,Autocuration,11765,,,,H,,,,BAO_0000219,B,,CHEMBL617965
,9,,Compound was tested for the Binding affinity against N1e-115 neuroblastoma 5-hydroxytryptamine 3 receptor by Radio ligand [3H]GR-65630 binding assay.,,3123,13462,,1,Mus musculus,Autocuration,10630,,10090.0,,D,,,,BAO_0000357,B,,CHEMBL617966
,8,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,,3124,12861,,1,,Autocuration,17106,,,,H,,,,BAO_0000019,B,,CHEMBL857074
,8,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor,,3125,15086,,1,Sus scrofa,Autocuration,144,,9823.0,,H,,,,BAO_0000357,B,,CHEMBL617967
,8,,Binding activity radioligand.,,3126,12861,,1,Sus scrofa,Autocuration,144,,9823.0,,H,,,,BAO_0000357,B,,CHEMBL617968
,4,,Binding affinity to 5-hydroxytryptamine 3 receptor of neuronal in the afferent rabbit vagus,,3127,10561,,1,Oryctolagus cuniculus,Autocuration,104714,,9986.0,,H,,,,BAO_0000223,B,,CHEMBL617969
,4,,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,,3128,10561,,1,Oryctolagus cuniculus,Autocuration,104714,,9986.0,,H,,,,BAO_0000223,B,,CHEMBL617970
,4,,Potency at neuronal 5-hydroxytryptamine 3 receptors in the rabbit heart,,3129,10561,,1,Oryctolagus cuniculus,Autocuration,104714,,9986.0,,H,,,,BAO_0000223,B,,CHEMBL617971
,4,,Potency to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,,3130,10561,,1,Oryctolagus cuniculus,Autocuration,104714,,9986.0,,H,,,,BAO_0000019,B,,CHEMBL617972
,4,,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),,3131,273,,1,Oryctolagus cuniculus,Autocuration,104714,,9986.0,,H,,,,BAO_0000019,F,,CHEMBL617973
,4,,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),,3132,273,,1,Oryctolagus cuniculus,Autocuration,104714,,9986.0,,H,,,,BAO_0000019,F,,CHEMBL617974
,4,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),,3133,273,,1,Oryctolagus cuniculus,Autocuration,104714,,9986.0,Ileum,H,2116.0,,,BAO_0000221,F,,CHEMBL617975
,4,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),,3134,273,,1,Oryctolagus cuniculus,Autocuration,104714,,9986.0,,H,,,,BAO_0000019,F,,CHEMBL617976
