assays_assay_id,assays_cell_id,assays_curated_by,assays_assay_category,assays_variant_id,assays_assay_tissue,assays_assay_subcellular_fraction,assays_tid,assays_relationship_type,assays_confidence_score,assays_src_id,assays_src_assay_id,assays_chembl_id,assays_bao_format,assays_tissue_id
8507,,Intermediate,,,,,50597,N,1,1,,CHEMBL626942,BAO_0000218,
8508,,Intermediate,,,,,50597,N,1,1,,CHEMBL876812,BAO_0000218,
8509,,Intermediate,,,,,50597,N,1,1,,CHEMBL626943,BAO_0000218,
8510,,Intermediate,,,,,50597,N,1,1,,CHEMBL626944,BAO_0000218,
8511,,Intermediate,,,,,50597,N,1,1,,CHEMBL626945,BAO_0000218,
8512,,Intermediate,,,,,50597,N,1,1,,CHEMBL626946,BAO_0000218,
8513,,Intermediate,,,,,50597,N,1,1,,CHEMBL626856,BAO_0000218,
8514,,Intermediate,,,,,50597,N,1,1,,CHEMBL626857,BAO_0000218,
8515,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL626858,BAO_0000218,1969.0
8516,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL627018,BAO_0000218,1969.0
8517,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL625331,BAO_0000218,178.0
8518,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL625332,BAO_0000218,178.0
8519,,Intermediate,,,,,50597,N,1,1,,CHEMBL877590,BAO_0000218,
8520,,Intermediate,,,,,50597,N,1,1,,CHEMBL625333,BAO_0000218,
8521,,Intermediate,,,,,50597,N,1,1,,CHEMBL625334,BAO_0000218,
8522,,Intermediate,,,,,50597,N,1,1,,CHEMBL625335,BAO_0000218,
8523,,Intermediate,,,,,50597,N,1,1,,CHEMBL625336,BAO_0000218,
8524,,Intermediate,,,,,50597,N,1,1,,CHEMBL625337,BAO_0000218,
8525,,Intermediate,,,,,50597,N,1,1,,CHEMBL625338,BAO_0000218,
8526,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL625339,BAO_0000218,1969.0
8527,,Intermediate,,,,,50597,N,1,1,,CHEMBL625340,BAO_0000218,
8528,,Intermediate,,,,,50597,N,1,1,,CHEMBL625341,BAO_0000218,
8529,,Intermediate,,,,,50597,N,1,1,,CHEMBL622687,BAO_0000218,
8530,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL622688,BAO_0000218,1969.0
8531,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL622689,BAO_0000218,178.0
8532,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL620295,BAO_0000218,178.0
8533,,Intermediate,,,,,50597,N,1,1,,CHEMBL620296,BAO_0000218,
8534,,Intermediate,,,,,50597,N,1,1,,CHEMBL620297,BAO_0000218,
8535,,Intermediate,,,,,50597,N,1,1,,CHEMBL620298,BAO_0000218,
8536,,Intermediate,,,,,50597,N,1,1,,CHEMBL620299,BAO_0000218,
8537,,Intermediate,,,,,50597,N,1,1,,CHEMBL620300,BAO_0000218,
8538,,Intermediate,,,,,50597,N,1,1,,CHEMBL620301,BAO_0000218,
8539,,Intermediate,,,,,50597,N,1,1,,CHEMBL620302,BAO_0000218,
8540,,Intermediate,,,,,50597,N,1,1,,CHEMBL620303,BAO_0000218,
8541,,Intermediate,,,,,50597,N,1,1,,CHEMBL620304,BAO_0000218,
8542,,Intermediate,,,,,50597,N,1,1,,CHEMBL620305,BAO_0000218,
8543,,Intermediate,,,,,50597,N,1,1,,CHEMBL620306,BAO_0000218,
8544,,Intermediate,,,,,50597,N,1,1,,CHEMBL620307,BAO_0000218,
8545,,Intermediate,,,,,50597,N,1,1,,CHEMBL620308,BAO_0000218,
8546,,Intermediate,,,,,50597,N,1,1,,CHEMBL620309,BAO_0000218,
8547,,Intermediate,,,,,50597,N,1,1,,CHEMBL620310,BAO_0000218,
8548,,Intermediate,,,,,50597,N,1,1,,CHEMBL620311,BAO_0000218,
8549,,Intermediate,,,,,50597,N,1,1,,CHEMBL620312,BAO_0000218,
8550,,Intermediate,,,,,50597,N,1,1,,CHEMBL620313,BAO_0000218,
8551,,Intermediate,,,,,50597,N,1,1,,CHEMBL620314,BAO_0000218,
8552,,Intermediate,,,,,50597,N,1,1,,CHEMBL620315,BAO_0000218,
8553,,Intermediate,,,,,50597,N,1,1,,CHEMBL620316,BAO_0000218,
8554,,Intermediate,,,,,50597,N,1,1,,CHEMBL620317,BAO_0000218,
8555,,Intermediate,,,,,50597,N,1,1,,CHEMBL620318,BAO_0000218,
8556,,Intermediate,,,,,50597,N,1,1,,CHEMBL620319,BAO_0000218,
8557,,Intermediate,,,,,50597,N,1,1,,CHEMBL620320,BAO_0000218,
8558,,Intermediate,,,,,50597,N,1,1,,CHEMBL620321,BAO_0000218,
8559,,Intermediate,,,,,50597,N,1,1,,CHEMBL620322,BAO_0000218,
8560,,Intermediate,,,,,50597,N,1,1,,CHEMBL620323,BAO_0000218,
8561,,Intermediate,,,Frontal cortex,,50597,N,1,1,,CHEMBL620324,BAO_0000218,1870.0
8562,,Intermediate,,,Frontal cortex,,50597,N,1,1,,CHEMBL620325,BAO_0000218,1870.0
8563,,Intermediate,,,Hippocampus,,50597,N,1,1,,CHEMBL620326,BAO_0000218,10000000.0
8564,,Intermediate,,,Hippocampus,,50597,N,1,1,,CHEMBL620327,BAO_0000218,10000000.0
8565,,Intermediate,,,,,50597,N,1,1,,CHEMBL620328,BAO_0000218,
8566,,Intermediate,,,,,50597,N,1,1,,CHEMBL620329,BAO_0000218,
8567,,Intermediate,,,Midbrain,,50597,N,1,1,,CHEMBL620330,BAO_0000218,1891.0
8568,,Intermediate,,,Midbrain,,50597,N,1,1,,CHEMBL875286,BAO_0000218,1891.0
8569,,Intermediate,,,,,50597,N,1,1,,CHEMBL620331,BAO_0000218,
8570,,Intermediate,,,,,50597,N,1,1,,CHEMBL620332,BAO_0000218,
8571,,Intermediate,,,Striatum,,50597,N,1,1,,CHEMBL620333,BAO_0000218,2435.0
8572,,Intermediate,,,Striatum,,50597,N,1,1,,CHEMBL620334,BAO_0000218,2435.0
8573,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL621015,BAO_0000218,178.0
8574,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL621016,BAO_0000218,178.0
8575,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL621191,BAO_0000218,178.0
8576,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL621192,BAO_0000218,178.0
8577,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL621193,BAO_0000218,178.0
8578,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL621194,BAO_0000218,178.0
8579,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624204,BAO_0000218,178.0
8580,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624205,BAO_0000218,178.0
8581,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624206,BAO_0000218,178.0
8582,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624207,BAO_0000218,178.0
8583,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624208,BAO_0000218,178.0
8584,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624209,BAO_0000218,178.0
8585,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624210,BAO_0000218,178.0
8586,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624211,BAO_0000218,178.0
8587,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624212,BAO_0000218,178.0
8588,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624213,BAO_0000218,178.0
8589,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL876611,BAO_0000218,178.0
8590,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624214,BAO_0000218,178.0
8591,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624215,BAO_0000218,178.0
8592,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624216,BAO_0000218,178.0
8593,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624217,BAO_0000218,178.0
8594,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624218,BAO_0000218,178.0
8595,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624219,BAO_0000218,178.0
8596,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624220,BAO_0000218,178.0
8597,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL624221,BAO_0000218,178.0
8598,,Intermediate,,,,,50597,N,1,1,,CHEMBL624222,BAO_0000218,
8599,,Intermediate,,,,,50597,N,1,1,,CHEMBL624223,BAO_0000218,
8600,,Intermediate,,,,,50597,N,1,1,,CHEMBL624224,BAO_0000218,
8601,,Intermediate,,,,,50597,N,1,1,,CHEMBL624225,BAO_0000218,
8602,,Intermediate,,,,,50597,N,1,1,,CHEMBL622420,BAO_0000218,
8603,,Intermediate,,,,,50597,N,1,1,,CHEMBL622421,BAO_0000218,
8604,,Intermediate,,,,,50597,N,1,1,,CHEMBL622422,BAO_0000218,
8605,,Intermediate,,,,,50597,N,1,1,,CHEMBL622423,BAO_0000218,
8606,,Intermediate,,,,,50597,N,1,1,,CHEMBL622424,BAO_0000218,
8607,,Intermediate,,,,,50597,N,1,1,,CHEMBL622425,BAO_0000218,
8608,,Intermediate,,,,,50597,N,1,1,,CHEMBL876612,BAO_0000218,
8609,,Intermediate,,,,,50597,N,1,1,,CHEMBL622426,BAO_0000218,
8610,,Intermediate,,,,,50597,N,1,1,,CHEMBL622427,BAO_0000218,
8611,,Intermediate,,,,,50597,N,1,1,,CHEMBL622428,BAO_0000218,
8612,,Intermediate,,,,,50597,N,1,1,,CHEMBL622429,BAO_0000218,
8613,,Intermediate,,,,,50597,N,1,1,,CHEMBL622430,BAO_0000218,
8614,,Intermediate,,,,,50597,N,1,1,,CHEMBL622431,BAO_0000218,
8615,,Intermediate,,,Ileum,,50597,N,1,1,,CHEMBL622432,BAO_0000218,2116.0
8616,,Intermediate,,,,,50597,N,1,1,,CHEMBL622433,BAO_0000218,
8617,,Intermediate,,,,,50597,N,1,1,,CHEMBL622434,BAO_0000218,
8618,,Intermediate,,,,,50597,N,1,1,,CHEMBL622435,BAO_0000218,
8619,,Intermediate,,,,,50597,N,1,1,,CHEMBL618748,BAO_0000218,
8620,,Intermediate,,,,,50597,N,1,1,,CHEMBL618749,BAO_0000218,
8621,,Intermediate,,,,,50597,N,1,1,,CHEMBL618750,BAO_0000218,
8622,,Intermediate,,,,,50597,N,1,1,,CHEMBL618751,BAO_0000218,
8623,,Intermediate,,,,,50597,N,1,1,,CHEMBL618752,BAO_0000218,
8624,,Intermediate,,,,,50597,N,1,1,,CHEMBL618753,BAO_0000218,
8625,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL618754,BAO_0000218,1969.0
8626,,Intermediate,,,,,50597,N,1,1,,CHEMBL618755,BAO_0000218,
8627,,Intermediate,,,,,50597,N,1,1,,CHEMBL618756,BAO_0000218,
8628,,Intermediate,,,,,50597,N,1,1,,CHEMBL618757,BAO_0000218,
8629,,Intermediate,,,,,50597,N,1,1,,CHEMBL618758,BAO_0000218,
8630,,Intermediate,,,,,50597,N,1,1,,CHEMBL621088,BAO_0000218,
8631,,Intermediate,,,,,50597,N,1,1,,CHEMBL621089,BAO_0000218,
8632,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL621090,BAO_0000218,178.0
8633,,Intermediate,,,Blood,,50597,N,1,1,,CHEMBL621091,BAO_0000218,178.0
8634,,Intermediate,,,,,50597,N,1,1,,CHEMBL876731,BAO_0000218,
8635,,Intermediate,,,,,50597,N,1,1,,CHEMBL621092,BAO_0000218,
8636,,Intermediate,,,,,50597,N,1,1,,CHEMBL621093,BAO_0000218,
8637,,Intermediate,,,,,50597,N,1,1,,CHEMBL621094,BAO_0000218,
8638,,Intermediate,,,,,50597,N,1,1,,CHEMBL621095,BAO_0000218,
8639,,Intermediate,,,,,50597,N,1,1,,CHEMBL621096,BAO_0000218,
8640,,Intermediate,,,Kidney,,50597,N,1,1,,CHEMBL621097,BAO_0000218,2113.0
8641,,Intermediate,,,,,50597,N,1,1,,CHEMBL621098,BAO_0000218,
8642,,Intermediate,,,Cerebellum,,50597,N,1,1,,CHEMBL621099,BAO_0000218,2037.0
8643,,Intermediate,,,Cerebellum,,50597,N,1,1,,CHEMBL621100,BAO_0000218,2037.0
8644,,Intermediate,,,Cerebellum,,50597,N,1,1,,CHEMBL621101,BAO_0000218,2037.0
8645,,Intermediate,,,Cerebellum,,50597,N,1,1,,CHEMBL621102,BAO_0000218,2037.0
8646,,Intermediate,,,Cerebellum,,50597,N,1,1,,CHEMBL876732,BAO_0000218,2037.0
8647,,Intermediate,,,,,50597,N,1,1,,CHEMBL621103,BAO_0000218,
8648,,Intermediate,,,,,50597,N,1,1,,CHEMBL621104,BAO_0000218,
8649,,Intermediate,,,,,50597,N,1,1,,CHEMBL621105,BAO_0000218,
8650,,Intermediate,,,,,50597,N,1,1,,CHEMBL621106,BAO_0000218,
8651,,Intermediate,,,,,50597,N,1,1,,CHEMBL621107,BAO_0000218,
8652,,Intermediate,,,,,50597,N,1,1,,CHEMBL621108,BAO_0000218,
8653,,Intermediate,,,,,50597,N,1,1,,CHEMBL621109,BAO_0000218,
8654,,Intermediate,,,Kidney,,50594,N,1,1,,CHEMBL621110,BAO_0000218,2113.0
8655,,Intermediate,,,Kidney,,50594,N,1,1,,CHEMBL621111,BAO_0000218,2113.0
8656,,Intermediate,,,Liver,,50594,N,1,1,,CHEMBL622541,BAO_0000218,2107.0
8657,,Intermediate,,,Liver,,50594,N,1,1,,CHEMBL622542,BAO_0000218,2107.0
8658,,Intermediate,,,Liver,,50594,N,1,1,,CHEMBL622543,BAO_0000218,2107.0
8659,,Intermediate,,,Liver,,50594,N,1,1,,CHEMBL624412,BAO_0000218,2107.0
8660,,Intermediate,,,Liver,,50594,N,1,1,,CHEMBL624413,BAO_0000218,2107.0
8661,,Intermediate,,,Liver,,50594,N,1,1,,CHEMBL624414,BAO_0000218,2107.0
8662,,Intermediate,,,Lung,,50594,N,1,1,,CHEMBL624415,BAO_0000218,2048.0
8663,,Intermediate,,,Lung,,50594,N,1,1,,CHEMBL624416,BAO_0000218,2048.0
8664,,Intermediate,,,Lung,,50594,N,1,1,,CHEMBL624417,BAO_0000218,2048.0
8665,,Intermediate,,,Lung,,50594,N,1,1,,CHEMBL624418,BAO_0000218,2048.0
8666,,Intermediate,,,Lung,,50594,N,1,1,,CHEMBL624419,BAO_0000218,2048.0
8667,,Intermediate,,,Lung,,50594,N,1,1,,CHEMBL624420,BAO_0000218,2048.0
8668,,Intermediate,,,Muscle tissue,,50594,N,1,1,,CHEMBL624421,BAO_0000218,2385.0
8669,,Intermediate,,,Muscle tissue,,50594,N,1,1,,CHEMBL624422,BAO_0000218,2385.0
8670,,Intermediate,,,Muscle tissue,,50594,N,1,1,,CHEMBL624423,BAO_0000218,2385.0
8671,,Intermediate,,,Muscle tissue,,50594,N,1,1,,CHEMBL625123,BAO_0000218,2385.0
8672,,Intermediate,,,Muscle tissue,,50594,N,1,1,,CHEMBL625124,BAO_0000218,2385.0
8673,,Intermediate,,,Muscle tissue,,50594,N,1,1,,CHEMBL625125,BAO_0000218,2385.0
8674,,Intermediate,,,Zone of skin,,50594,N,1,1,,CHEMBL625126,BAO_0000218,14.0
8675,,Intermediate,,,Zone of skin,,50594,N,1,1,,CHEMBL626947,BAO_0000218,14.0
8676,,Intermediate,,,Zone of skin,,50594,N,1,1,,CHEMBL626948,BAO_0000218,14.0
8677,,Intermediate,,,Zone of skin,,50594,N,1,1,,CHEMBL626949,BAO_0000218,14.0
8678,,Intermediate,,,Zone of skin,,50594,N,1,1,,CHEMBL626950,BAO_0000218,14.0
8679,,Intermediate,,,Zone of skin,,50594,N,1,1,,CHEMBL626951,BAO_0000218,14.0
8680,,Intermediate,,,Spleen,,50594,N,1,1,,CHEMBL626952,BAO_0000218,2106.0
8681,,Intermediate,,,Spleen,,50594,N,1,1,,CHEMBL626953,BAO_0000218,2106.0
8682,,Intermediate,,,Spleen,,50594,N,1,1,,CHEMBL626954,BAO_0000218,2106.0
8683,,Intermediate,,,Spleen,,50594,N,1,1,,CHEMBL626955,BAO_0000218,2106.0
8684,,Intermediate,,,Spleen,,50594,N,1,1,,CHEMBL626956,BAO_0000218,2106.0
8685,,Intermediate,,,Spleen,,50594,N,1,1,,CHEMBL626957,BAO_0000218,2106.0
8686,,Intermediate,,,Blood,,50594,N,1,1,,CHEMBL626958,BAO_0000218,178.0
8687,,Intermediate,,,Blood,,50594,N,1,1,,CHEMBL626959,BAO_0000218,178.0
8688,,Intermediate,,,Blood,,50594,N,1,1,,CHEMBL626960,BAO_0000218,178.0
8689,,Intermediate,,,Blood,,50594,N,1,1,,CHEMBL626961,BAO_0000218,178.0
8690,,Intermediate,,,Blood,,50594,N,1,1,,CHEMBL627589,BAO_0000218,178.0
8691,,Intermediate,,,Blood,,50594,N,1,1,,CHEMBL627590,BAO_0000218,178.0
8692,,Intermediate,,,,,50594,N,1,1,,CHEMBL627591,BAO_0000218,
8693,,Intermediate,,,,,50594,N,1,1,,CHEMBL627592,BAO_0000218,
8694,,Intermediate,,,,,50594,N,1,1,,CHEMBL627593,BAO_0000218,
8695,,Intermediate,,,,,50594,N,1,1,,CHEMBL627594,BAO_0000218,
8696,,Intermediate,,,,,50594,N,1,1,,CHEMBL876813,BAO_0000218,
8697,,Intermediate,,,,,50594,N,1,1,,CHEMBL627595,BAO_0000218,
8698,,Intermediate,,,,,50594,N,1,1,,CHEMBL627596,BAO_0000218,
8699,,Intermediate,,,,,50597,N,1,1,,CHEMBL627597,BAO_0000218,
8700,,Intermediate,,,,,50597,N,1,1,,CHEMBL627598,BAO_0000218,
8701,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL627599,BAO_0000218,955.0
8702,,Intermediate,,,,,50597,N,1,1,,CHEMBL627600,BAO_0000218,
8703,,Intermediate,,,,,50597,N,1,1,,CHEMBL627601,BAO_0000218,
8704,,Intermediate,,,,,50597,N,1,1,,CHEMBL627776,BAO_0000218,
8705,,Intermediate,,,,,50597,N,1,1,,CHEMBL627777,BAO_0000218,
8706,,Intermediate,,,,,50597,N,1,1,,CHEMBL627778,BAO_0000218,
8707,,Intermediate,,,,,50597,N,1,1,,CHEMBL627779,BAO_0000218,
8708,,Intermediate,,,,,50597,N,1,1,,CHEMBL876814,BAO_0000218,
8709,,Intermediate,,,,,50597,N,1,1,,CHEMBL627780,BAO_0000218,
8710,,Intermediate,,,,,50597,N,1,1,,CHEMBL627781,BAO_0000218,
8711,,Intermediate,,,,,50597,N,1,1,,CHEMBL627782,BAO_0000218,
8712,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL627783,BAO_0000218,1969.0
8713,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL627784,BAO_0000218,1969.0
8714,,Intermediate,,,,,50597,N,1,1,,CHEMBL627785,BAO_0000218,
8715,,Intermediate,,,,,50597,N,1,1,,CHEMBL627786,BAO_0000218,
8716,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL627787,BAO_0000218,1969.0
8717,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL627788,BAO_0000218,1969.0
8718,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL626579,BAO_0000218,1969.0
8719,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL626580,BAO_0000218,1969.0
8720,,Intermediate,,,,,50597,N,1,1,,CHEMBL876815,BAO_0000218,
8721,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL626581,BAO_0000218,1969.0
8722,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL626582,BAO_0000218,1969.0
8723,,Intermediate,,,,,50597,N,1,1,,CHEMBL626583,BAO_0000218,
8724,,Intermediate,,,,,50597,N,1,1,,CHEMBL626205,BAO_0000218,
8725,,Intermediate,,,,,50597,N,1,1,,CHEMBL626206,BAO_0000218,
8726,,Intermediate,,,,,50597,N,1,1,,CHEMBL626207,BAO_0000218,
8727,,Intermediate,,,,,50597,N,1,1,,CHEMBL623882,BAO_0000218,
8728,,Intermediate,,,,,50597,N,1,1,,CHEMBL623883,BAO_0000218,
8729,,Intermediate,,,,,50597,N,1,1,,CHEMBL623884,BAO_0000218,
8730,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL623885,BAO_0000218,1969.0
8731,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL623886,BAO_0000218,1969.0
8732,,Intermediate,,,,,50597,N,1,1,,CHEMBL623887,BAO_0000218,
8733,,Intermediate,,,,,50597,N,1,1,,CHEMBL623888,BAO_0000218,
8734,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL623889,BAO_0000218,1969.0
8735,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL623890,BAO_0000218,1969.0
8736,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL623891,BAO_0000218,1969.0
8737,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL623892,BAO_0000218,1969.0
8738,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL623893,BAO_0000218,1969.0
8739,,Intermediate,,,,,50597,N,1,1,,CHEMBL877616,BAO_0000218,
8740,,Intermediate,,,,,50597,N,1,1,,CHEMBL623894,BAO_0000218,
8741,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL623895,BAO_0000218,1969.0
8742,,Intermediate,,,,,50597,N,1,1,,CHEMBL623896,BAO_0000218,
8743,,Intermediate,,,,,50597,N,1,1,,CHEMBL623897,BAO_0000218,
8744,,Intermediate,,,,,50597,N,1,1,,CHEMBL623898,BAO_0000218,
8745,,Intermediate,,,,,50597,N,1,1,,CHEMBL623899,BAO_0000218,
8746,,Intermediate,,,,,50597,N,1,1,,CHEMBL623900,BAO_0000218,
8747,,Intermediate,,,,,50597,N,1,1,,CHEMBL623901,BAO_0000218,
8748,,Intermediate,,,,,50597,N,1,1,,CHEMBL623902,BAO_0000218,
8749,,Intermediate,,,Cerebrospinal fluid,,50597,N,1,1,,CHEMBL623903,BAO_0000218,1359.0
8750,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL623904,BAO_0000218,1969.0
8751,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL877617,BAO_0000218,1969.0
8752,,Intermediate,,,,,50597,N,1,1,,CHEMBL623905,BAO_0000218,
8753,,Intermediate,,,,,50597,N,1,1,,CHEMBL623906,BAO_0000218,
8754,,Intermediate,,,Plasma,,50597,N,1,1,,CHEMBL623907,BAO_0000218,1969.0
8755,,Intermediate,,,,,50597,N,1,1,,CHEMBL623908,BAO_0000218,
8756,,Intermediate,,,,,50597,N,1,1,,CHEMBL623909,BAO_0000218,
8757,,Intermediate,,,,,50597,N,1,1,,CHEMBL623910,BAO_0000218,
8758,,Intermediate,,,,,50597,N,1,1,,CHEMBL623911,BAO_0000218,
8759,,Intermediate,,,,,50597,N,1,1,,CHEMBL623912,BAO_0000218,
8760,,Intermediate,,,,,50597,N,1,1,,CHEMBL624616,BAO_0000218,
8761,,Intermediate,,,,,50597,N,1,1,,CHEMBL624617,BAO_0000218,
8762,,Intermediate,,,,,50597,N,1,1,,CHEMBL624618,BAO_0000218,
8763,,Intermediate,,,,,50597,N,1,1,,CHEMBL624619,BAO_0000218,
8764,,Intermediate,,,,,50597,N,1,1,,CHEMBL624794,BAO_0000218,
8765,,Intermediate,,,,,50597,N,1,1,,CHEMBL624795,BAO_0000218,
8766,,Intermediate,,,,,50597,N,1,1,,CHEMBL623921,BAO_0000218,
8767,,Intermediate,,,,,50597,N,1,1,,CHEMBL623922,BAO_0000218,
8768,,Intermediate,,,,,50597,N,1,1,,CHEMBL623923,BAO_0000218,
8769,,Intermediate,,,,,50597,N,1,1,,CHEMBL623924,BAO_0000218,
8770,,Intermediate,,,,,50597,N,1,1,,CHEMBL623925,BAO_0000218,
8771,,Intermediate,,,,,50597,N,1,1,,CHEMBL623926,BAO_0000218,
8772,,Intermediate,,,,,50597,N,1,1,,CHEMBL623927,BAO_0000218,
8773,,Intermediate,,,,,50597,N,1,1,,CHEMBL623928,BAO_0000218,
8774,,Intermediate,,,,,50597,N,1,1,,CHEMBL623929,BAO_0000218,
8775,,Intermediate,,,,,50597,N,1,1,,CHEMBL623930,BAO_0000218,
8776,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL623931,BAO_0000218,955.0
8777,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL622165,BAO_0000218,955.0
8778,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL621249,BAO_0000218,955.0
8779,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL621250,BAO_0000218,955.0
8780,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL621448,BAO_0000218,955.0
8781,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL621449,BAO_0000218,955.0
8782,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL621450,BAO_0000218,955.0
8783,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL621451,BAO_0000218,955.0
8784,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL621452,BAO_0000218,955.0
8785,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL621453,BAO_0000218,955.0
8786,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL621454,BAO_0000218,955.0
8787,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL621455,BAO_0000218,955.0
8788,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL621456,BAO_0000218,955.0
8789,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL625145,BAO_0000218,955.0
8790,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL875847,BAO_0000218,955.0
8791,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL625146,BAO_0000218,955.0
8792,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL625147,BAO_0000218,955.0
8793,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL625148,BAO_0000218,955.0
8794,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL625149,BAO_0000218,955.0
8795,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL625150,BAO_0000218,955.0
8796,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL625151,BAO_0000218,955.0
8797,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL625152,BAO_0000218,955.0
8798,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL625153,BAO_0000218,955.0
8799,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL625154,BAO_0000218,955.0
8800,,Intermediate,,,Brain,,50597,N,1,1,,CHEMBL625155,BAO_0000218,955.0
8801,,Intermediate,,,,,50597,N,1,1,,CHEMBL625156,BAO_0000218,
8802,,Intermediate,,,,,50597,N,1,1,,CHEMBL624354,BAO_0000218,
8803,,Intermediate,,,Hippocampus,,50597,N,1,1,,CHEMBL624355,BAO_0000218,10000000.0
8804,,Intermediate,,,Hippocampus,,50597,N,1,1,,CHEMBL624356,BAO_0000218,10000000.0
8805,,Intermediate,,,Hippocampus,,50597,N,1,1,,CHEMBL624357,BAO_0000218,10000000.0
8806,,Intermediate,,,Hippocampus,,50597,N,1,1,,CHEMBL624358,BAO_0000218,10000000.0
8807,,Intermediate,,,Striatum,,50597,N,1,1,,CHEMBL624359,BAO_0000218,2435.0
8808,,Intermediate,,,Striatum,,50597,N,1,1,,CHEMBL624360,BAO_0000218,2435.0
8809,,Intermediate,,,Striatum,,50597,N,1,1,,CHEMBL624361,BAO_0000218,2435.0
8810,,Intermediate,,,Striatum,,50597,N,1,1,,CHEMBL624362,BAO_0000218,2435.0
