assay_id,assay_tax_id,assay_test_type,relationship_type,assay_category,doc_id,assay_strain,tid,assay_type,assay_organism,assay_cell_type,description,assay_tissue,assay_subcellular_fraction,confidence_score,curated_by,src_id
2112,25516.0,,H,,12685,,104784,B,Caviwporcelluw,,Binding affinity for serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin in guinea pig frontal cortex,,,4,Autocuration,1
2113,9844.0,,H,,14389,,104784,B,Cabiaporcelous,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of guinea pig frontal cortex membranes,,,4,Autocuration,1
2114,33389.0,,H,,14386,,104784,B,Cavialorcelius,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin from guinea pig frontal cortex,,,4,Autocuration,1
2115,,,H,,5732,,104784,B,,,Binding affinity towards cloned human 5-hydroxytryptamine 2 receptor was determined,,,4,Autocuration,1
2116,,,H,,16293,,104784,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,,,4,Autocuration,1
2117,,,H,,2078,,104784,B,,,In vitro binding affinity of compound against neuronal 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2118,,,H,,5486,,10209,B,,,Binding affinity towards 5-HT7 receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,,,8,Autocuration,1
2119,,onvivo,H,,11820,,104826,B,,,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,,,4,Autocuration,1
2120,,,H,,10297,,104826,B,,,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,,4,Autocuration,1
2121,,,H,,13704,,104826,B,,,Inhibitory activity against serotonin 5-hydroxytryptamine 2 receptor from mice.,,,4,Autocuration,1
2122,16463.0,,D,,10297,,104826,B,Mysmuscupus,,Inhibitory activity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in mouse cerebral cortex,,,5,Autocuration,1
2123,,Igvivo,H,,11820,,104826,B,,,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,,,4,Autocuration,1
2124,27679.0,,D,,10297,,104826,B,Musmyscupus,,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]-ketanserin in mouse cerebral cortex,,,5,Autocuration,1
2125,,,H,,11555,,104826,B,,,The compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2126,,,H,,11555,,104826,B,,,In vitro binding affinity for serotonin 5-hydroxytryptamine (5-HT) 2 receptors,,,4,Autocuration,1
2127,,,H,,11555,,104826,B,,,The compound was tested in vitro for its binding affinity towards serotonin 5-hydroxytryptamine 2 receptor; nd = no data,,,4,Autocuration,1
2128,21924.0,,D,,10297,,104826,B,M7smueculus,,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,,5,Autocuration,1
2129,6692.0,,H,,16688,,104784,B,S6sscrofa,,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin,,,4,Autocuration,1
2130,12967.0,,H,,16688,,104784,B,Susscrpfa,,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin with 10 uM prazosin,,,4,Autocuration,1
2131,,,U,,5333,,22226,B,,,Compound was tested in vitro for its ability to compete with [3H]-ketanserin at 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,,0,Autocuration,1
2132,,,U,,4437,,22226,B,,,In vitro for its ability to displace [3H]- ketanserin from 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,,0,Autocuration,1
2133,24887.0,,H,,5033,,17005,B,Suszcrofa,,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2 receptor,,,8,Autocuration,1
2134,,,H,,15267,,104686,B,,,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2135,,,H,,15267,,104686,B,,,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2136,,,H,,11820,,104826,B,,,Binding affinity against 5-hydroxytryptamine 2 receptor from rat cortical synaptosomal membrane using radioligand [3H]ketanserin.,,,4,Autocuration,1
2137,,,H,,9069,,104686,B,,,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2138,11935.0,,D,,9162,,104686,B,Rattusboevegicys,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; ND means no data,,,5,Autocuration,1
2139,,,H,,9162,,104686,B,,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein.,,,4,Autocuration,1
2140,,,H,,9162,,104686,B,,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; no appreciable 5-HT2 receptor affinity,,,4,Autocuration,1
2141,,,H,,10428,,104686,F,,,Antagonistic activity against (5-hydroxytryptamine 2 receptor) serotonin-induced contractions in the rat jugular vein,,,4,Autocuration,1
2142,,,H,,9628,,104686,B,,,Binding affinity to the 5-hydroxytryptamine 2 receptor assayed by antagonism of serotonin-induced contractions in the rat jugular vein,,,4,Autocuration,1
2143,,,H,,12704,,104686,B,,,Binding affinity against serotonin 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2144,1960.0,,D,,15453,,104686,B,Rattusbprveg8cus,,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,,,5,Autocuration,1
2145,,,H,,188,,104686,B,,,Tested for the effect on binding at 5-hydroxytryptamine 2 receptor; No activity,,,4,Autocuration,1
2146,,,H,,10349,,104686,B,,,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.4 nM dose of [3H]- spiperone as a radioligand.,,,4,Autocuration,1
2147,,,H,,10349,,104686,B,,,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.6 nM dose of [3H]- spiperone as a radioligand.,,,4,Autocuration,1
2148,,,H,,8868,,104686,B,,,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,,,4,Autocuration,1
2149,,,H,,10025,,104686,B,,,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,,,4,Autocuration,1
2150,,,H,,10025,,104686,B,,,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",,,4,Autocuration,1
2151,,,H,,11702,,104686,B,,,Compound was tested for the inhibition of quipazine binding at 5-HT2 receptor,,,4,Autocuration,1
2152,,,H,,11702,,104686,B,,,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2153,,,H,,11702,,104686,B,,,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor; NT=Not tested,,,4,Autocuration,1
2154,,,H,,11702,,104686,F,,,Compound was tested for the inhibition of quipazine induced head twitches in rats,,,4,Autocuration,1
2155,,,H,,11702,,104686,F,,,Compound was tested for the inhibition of quipazine induced head twitches in rats; NT=Not tested,,,4,Autocuration,1
2156,,,H,,10085,,104686,B,,,Ability to bind at 5-hydroxytryptamine 2 receptor of rat hippocampus by displacing [3H]spiperone,Hippocampus,,4,Autocuration,1
2157,,,H,,10085,,104686,B,,,Ability to bind at serotonin 5-hydroxytryptamine 2 receptors of rat hippocampus by displacing [3H]spiperone,Hippocampus,,4,Autocuration,1
2158,3226.0,,D,,9630,,104686,B,Rattuehorv4gicus,,Displacement of [3H]spiroperidol from 5-hydroxytryptamine 2 receptor in rat brain,Brain,,5,Autocuration,1
2159,,,H,,11070,,104686,B,,,Ability to inhibit binding of [3H]KET to 5-hydroxytryptamine 2 receptor in rat cortex,,,4,Autocuration,1
2160,,,H,,9841,,104686,B,,,Ability to inhibit binding of titreated spiperone to 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,Membranes,4,Autocuration,1
2161,,,H,,9841,,104686,B,,,Ability to inhibit binding of titreated spiperone to the 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,Membranes,4,Autocuration,1
2162,,,H,,13291,,104686,B,,,Affinity for 5-hydroxytryptamine 2 receptor binding sites by its ability to displace [3H]spiperone from rat frontal cortex.,,,4,Autocuration,1
2163,,,H,,10590,,104686,F,,,Antagonistic activity against 5-hydroxytryptamine 2 receptor on rat frontal cortex membrane.,,,4,Autocuration,1
2164,4401.0,,D,,9064,,104686,B,Rattusno4fegicue,,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,Brain,,5,Autocuration,1
2165,24000.0,,D,,12268,,104686,B,Ratyusnorvetifus,,Binding affinity at 5-hydroxytryptamine 2 receptor by the inhibition of binding to [3H]ketanserin in rat cortical membranes,,Membranes,5,Autocuration,1
2166,,,H,,13508,,104686,B,,,Binding affinity against 5-hydroxytryptamine 2 receptor in rat brain using [3H]ketanserin as radioligand,Brain,,4,Autocuration,1
2167,,,H,,11279,,104686,F,,,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,,,4,Autocuration,1
2168,,,H,,11200,,104686,F,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-HT2 receptor in rat thoracic aortic strips,,,4,Autocuration,1
2169,,,H,,11200,,104686,F,,,In vitro antagonistic activity tested against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,4,Autocuration,1
2170,,,H,,11200,,104686,F,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,,4,Autocuration,1
2171,,,H,,11200,,104686,F,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,,4,Autocuration,1
2172,,,H,,11200,,104686,F,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,4,Autocuration,1
2173,,,H,,9231,,104686,B,,,Tested for 5-hydroxytryptamine 2 receptor binding ability by displacement of [3H]spiperone from rat brain frontal cortex synaptosomes,Brain,,4,Autocuration,1
2174,,,H,,9737,,104686,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,,,4,Autocuration,1
2175,,,H,,9737,,104686,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,Brain,,4,Autocuration,1
2176,,,H,,9737,,104686,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex,,,4,Autocuration,1
2177,,,H,,9737,,104686,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,,,4,Autocuration,1
2178,6214.0,,D,,11828,,104686,B,tattusnorvegjsus,,isplacement of [3H]DOB from rat cortex homogenate 5-hydroxytryptamine 2 receptor,,,5,Autocuration,1
2179,,,H,,12253,,104686,B,,,Binding affinity of 5-hydroxytryptamine 2 receptor using [3H]- ketanserin in rat frontal cortex,,,4,Autocuration,1
2180,,,H,,12253,,104686,B,,,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat frontal cortex,,,4,Autocuration,1
2181,,,H,,11279,,104686,F,,,"5-hydroxytryptamine 2 receptor antagonistic activity at concentrations of<br>3,10 and 30 uM on the rat tail artery.",,,4,Autocuration,1
2182,,,H,,11866,,104686,B,,,Binding affinity for 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- ketanserin,,,4,Autocuration,1
2183,8615.0,,D,,14424,,104686,B,Rathuxnorvfgicus,,Binding affinity against 5-hydroxytryptamine 2 receptor in serotonin-induced contraction of the rat aorta,,,5,Autocuration,1
2184,26306.0,,D,,15180,,104686,B,Rattusnorvenid8s,,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,,,5,Autocuration,1
2185,18206.0,,D,,15180,,104686,B,Rwttuanorvegicuc,,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,,,5,Autocuration,1
2186,6485.0,,D,,9786,,104686,B,Ratfusnorvegis7s,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat frontal cortex homogenate,,,5,Autocuration,1
2187,,,H,,12132,,104686,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand.,,,4,Autocuration,1
2188,,,H,,5486,,104686,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in rat cerebral cortex membrane,,,4,Autocuration,1
2189,,,H,,15316,,104686,B,,,Compound was evaluated for its ability to displace [3H]ketanserin binding from cloned rat cerebral cortex membranes 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2190,,,H,,16429,,104686,B,,,In vitro binding affinity to 5-hydroxytryptamine 2 receptor of rat cerebral cortex membranes using [3H]ketanserin as the radioligand,,,4,Autocuration,1
2191,,,H,,14617,,104686,B,,,pKi value for 5-hydroxytryptamine 2 receptor binding site,,,4,Autocuration,1
2192,,,H,,11351,,104686,B,,,Inhibitory constant (1 uM) was measured on 5-hydroxytryptamine 2 receptor/uptake using [3H]- ketanserin as radioligand in rat brain cortex.,Brain,,4,Autocuration,1
2193,,,H,,11279,,104686,F,,,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,,,4,Autocuration,1
2194,,,H,,9523,,105075,B,,,Binding affinity at 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,,4,Autocuration,1
2195,,,H,,9523,,105075,B,,,Binding affinity at 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,,4,Autocuration,1
2196,,,H,,9523,,105075,B,,,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,,4,Autocuration,1
2197,,,H,,9523,,105075,B,,,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,,4,Autocuration,1
2198,,,H,,9523,,105075,B,,,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,,4,Autocuration,1
2199,,,H,,9523,,105075,B,,,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,,4,Autocuration,1
2200,,,H,,9523,,105075,B,,,Hill coefficient of compound was determined,,,4,Autocuration,1
2201,,,U,,4771,,22226,B,,,Ancillary Binding affinity towards rat 5-hydroxytryptamine 2 receptor,,,0,Autocuration,1
2202,29849.0,,D,,5033,,104686,B,Rattiqnorvwgicus,,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-ketanserin) from 5-hydroxytryptamine 2 receptor of rat cerebral cortex membrane,,,5,Autocuration,1
2203,,,H,,10845,,12687,B,,,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand,,,8,Expert,1
2204,,,H,,10845,,12687,B,,,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand; IA-Inactive,,,8,Expert,1
2205,,,H,,16288,,12687,B,,,Affinity at 5-hydroxytryptamine 2 receptor (For ketanserin = Ki(nM)= 0.7+/-0.09),,,8,Autocuration,1
2206,,,H,,16288,,12687,B,,,Affinity at 5-hydroxytryptamine 2 receptor from rat frontal cortex using [3H]ketanserin as radioligand (For ketanserin = Ki(nM)=0.7+/-0.09),,,8,Autocuration,1
2207,,,H,,16190,,12687,B,,,Binding affinity for 5-hydroxytryptamine 2 receptor of rat cortical membrane using [3H]DOB radioligand,,,8,Autocuration,1
2208,23572.0,,D,,12463,,104686,B,Rqttucjorvegicus,,Tested in vitro for receptor binding affinity against 5-hydroxytryptamine 2 receptor using radioligand [3H]ketanserin,,,5,Autocuration,1
2209,,,H,,9699,,104686,B,,,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand",,,4,Autocuration,1
2210,,,H,,9699,,104686,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand,,,4,Autocuration,1
2211,,,H,,11662,,104686,B,,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,,4,Autocuration,1
2212,,,H,,1205,,104784,B,,,Inhibitory concentration against 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2213,,,U,,11376,,22226,B,,,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2 receptor from mammalian clones expressed in CHO cell membranes using [3H]-ketanserin as radioligand,,,0,Autocuration,1
2214,,,H,,11376,,104784,B,,,"Binding affinity towards 5-hydroxytryptamine 2 receptor expressed in CHO cell membranes using [3H]ketanserin (60 Ci/mmol, 1 nM)",,,4,Autocuration,1
2215,,,H,,4639,,104784,B,,,Compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2216,,,H,,2222,,104784,B,,,Compound was tested for inhibitory activity against 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2217,,,H,,1558,,104784,B,,,Compound was tested for its affinity towards 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2218,,,H,,1089,,104784,B,,,Tested for binding affinity for 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2219,,,H,,386,,104784,B,,,The compound was evaluated for its ability to displace [3H]ketanserin from 5-hydroxytryptamine 2 receptor in cellular brain membranes,,Brain membranes,4,Autocuration,1
2220,,,H,,2474,,104784,B,,,Compound was measured for its binding affinity at 5-hydroxytryptamine 2 receptor at a concentration of 10 uM using [3H]ketanserin as radioligand,,,4,Autocuration,1
2221,,,H,,17066,,104784,B,,,Binding affinity towards 5-HT2 receptor,,,4,Autocuration,1
2222,,,H,,959,,104784,B,,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2223,,,H,,6398,,104784,B,,,Compound was evaluated for 5-hydroxytryptamine 2 receptor binding,,,4,Autocuration,1
2224,,,H,,11889,,104686,B,,,In vitro binding affinity against rat 5-hydroxytryptamine 2 receptor.,,,4,Autocuration,1
2225,,,H,,4221,,104784,B,,,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2226,,,H,,11026,,104784,B,,,The compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor using ketanserin as radioligand,,,4,Autocuration,1
2227,,,H,,11866,,104784,B,,,Binding affinity for 5-hydroxytryptamine 2 receptor was determined,,,4,Autocuration,1
2228,,,H,,4221,,104784,B,,,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2229,,,U,,13950,,22226,B,,,In Vitro binding affinity for 5-hydroxytryptamine 2 receptor,,,0,Autocuration,1
2230,,,H,,1263,,104784,B,,,5-hydroxytryptamine 2 receptor binding affinity,,,4,Autocuration,1
2231,,,H,,13291,,17005,B,,,Binding affinity against 5-hydroxytryptamine 2 receptor was determined using [ [3H]spiperone radioligand,,,8,Autocuration,1
2232,,,H,,10812,,17005,B,,,Compound was tested for the binding affinity against 5-hydroxytryptamine 2 receptor by using [3H]ketanserin as radioligand,,,8,Autocuration,1
2233,,,H,,13020,,104784,B,,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,,,4,Autocuration,1
2234,,,H,,13021,,104784,B,,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of central nervous system,,,4,Autocuration,1
2235,,,H,,13020,,104784,B,,,Ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,,,4,Autocuration,1
2236,,,H,,14532,,17005,B,,,Inhibitory activity against 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand at 10e-5 M concentration,,,8,Autocuration,1
2237,,,H,,13944,,17005,B,,,Binding affinity against 5-hydroxytryptamine 2 receptor,,,8,Autocuration,1
2238,,,H,,14331,,17005,B,,,Binding affinity against 5-hydroxytryptamine 2 receptor,,,8,Autocuration,1
2239,,,H,,14118,,17005,B,,,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,,,8,Autocuration,1
2240,,,H,,13033,,17005,B,,,Binding affinity against serotonergic 5-HT2 receptor,,,8,Autocuration,1
2241,,,H,,10321,,17005,B,,,Binding affinity for 5-hydroxytryptamine 2 receptor was determined by using [3H]ketanserin as radioligand,,,8,Autocuration,1
2242,,,H,,12918,,17005,B,,,Compound was evaluated for the binding affinity at 5- HT2 receptor,,,8,Autocuration,1
2243,,,H,,15120,,17005,B,,,Compound was tested for binding affinity using [3H]ketanserin against 5-hydroxytryptamine 2 receptor,,,8,Autocuration,1
2244,,,H,,2613,,17005,B,,,In vivo binding affinity was evaluated against 5-hydroxytryptamine 2 receptor,,,8,Autocuration,1
2245,21253.0,,D,,13378,,104784,B,Hohoxapiens,,Inhibitory activity against cloned human 5-HT2 receptor,,,5,Autocuration,1
2246,11541.0,,D,,2331,,104784,B,Homosapofns,CHO,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells",,,5,Autocuration,1
2247,1424.0,,D,,2331,,104784,B,tomodapiens,CHO,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells.",,,5,Autocuration,1
2248,25564.0,,D,,2331,,104784,B,yompsapiens,CHO,"Tested in vitro for the inhibition of [3H]-ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; Inactive",,,5,Autocuration,1
2249,23250.0,,D,,2331,,104784,B,bomosapienw,CHO,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; not tested",,,5,Autocuration,1
2250,,,H,,4170,,104784,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2251,,,H,,15453,,104784,B,,,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,,,4,Autocuration,1
2252,,,H,,1479,,17005,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor,,,8,Autocuration,1
2253,,,H,,11139,,104686,B,,,Binding affinity towards 5-hydroxytryptamine 2- receptor using [3H]ketanserin as radioligand in competitive binding assay,,,4,Autocuration,1
2254,,,H,,13969,,17005,B,,,Binding affinity against 5-hydroxytryptamine 2A receptor was measured using [3H]ketanserin as radioligand,,,8,Expert,1
2255,,,H,,13392,,17005,B,,,Binding affinity towards 5-hydroxytryptamine 2A receptor,,,8,Expert,1
2256,,,H,,14430,,17005,B,,,Affinity towards 5-hydroxytryptamine 2A receptor in membranes from bovine frontal cortex using [3H]ketanserin,,,8,Expert,1
2257,7694.0,,H,,13181,,107,B,Cqviaporvellus,,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,,,8,Autocuration,1
2258,,,H,,17200,,51,B,,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,8,Autocuration,1
2259,,,H,,17200,,107,B,,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,8,Autocuration,1
2260,,,H,,17200,,51,B,,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,8,Autocuration,1
2261,,,H,,13463,,107,B,,,Binding affinity analysed on 5-HT 2A human clone using [3H]ketanserin as radioligand,,,8,Autocuration,1
2262,,,H,,6347,,107,B,,CHO,Effective concentration against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,,,8,Autocuration,1
2263,24461.0,,D,,6857,,107,F,jomosapiwns,CHO,Functional activity against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader,,,9,Expert,1
2264,,,H,,4176,,107,F,,,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,,,8,Autocuration,1
2265,,,H,,4176,,107,F,,,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line; no data,,,8,Autocuration,1
2266,,,H,,4176,,107,F,,,Functional antagonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,,,8,Autocuration,1
2267,,,H,,6347,,107,B,,CHO,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand, expressed as Emax",,,8,Autocuration,1
2268,,,H,,6347,,107,B,,CHO,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells, expressed as Emax",,,8,Autocuration,1
2269,,,H,,15331,,107,B,,,Affinity of compound towards human 5-hydroxytryptamine 2A receptor was evaluated using radioligand binding technique,,,8,Autocuration,1
2270,5722.0,,D,,16146,,107,B,Homoswpiend,,Inhibition of human 5-hydroxytryptamine 2A receptor,,,9,Expert,1
2271,,,H,,15250,,107,B,,CHO,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,,8,Autocuration,1
2272,,,H,,13631,,107,B,,,Inhibitory concentration against human 5-HT2A receptor in BEK cells,,,8,Expert,1
2273,,,H,,3805,,107,B,,,In vitro binding affinity against human 5-hydroxytryptamine 2A receptor at a concentration of 100 (nM),,,8,Autocuration,1
2274,,,H,,4011,,107,B,,CHO,Ability to displace [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor was determined,,,8,Autocuration,1
2275,,,H,,4012,,107,B,,CHO,Displacement of [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor.,,,8,Expert,1
2276,,,H,,6366,,107,B,,L929,Ability to displace [125I]R91150 from human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells,,,8,Expert,1
2277,,,H,,15949,,107,B,,CHO,Ability to displace [3H]ketanserin binding to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,,8,Expert,1
2278,,,H,,14093,,107,F,,,Agonist activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand,,,8,Autocuration,1
2279,,,H,,13481,,107,F,,,Agonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,,,8,Autocuration,1
2280,,,H,,6347,,107,B,,CHO,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,,,8,Autocuration,1
2281,,,H,,6347,,107,B,,CHO,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand; Nd means not done,,,8,Autocuration,1
2282,,,H,,14093,,107,F,,,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]-Ketanserin radioligand,,,8,Autocuration,1
2283,,,H,,14093,,107,F,,,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand; Not tested,,,8,Autocuration,1
2284,,,H,,13481,,107,F,,,Antagonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,,8,Autocuration,1
2285,,,H,,14442,,107,B,,,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [125 I]DOI as radioligand,,,8,Autocuration,1
