Fiscal year,IRTC percent,Untied amount(Project-level budget),Disability issues (marker),Gender equality (marker),Fund centre name,Organisation type,Project Browser country ID,CountryRegion name,Urban issues (marker),Fund centre ID,FSTC percent,Enviromental sustainability (marker),Section ID,Division name,Amount spent,Sector ID,Climate change mitigation (marker),Organisation class,Bilateral aid (international marker),Continent ID,Organisation ID,CountryRegion percent,Youth issues (marker),Sector name,Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section name,Regional program (marker),CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Climate change adaptation (marker)
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,JM,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15151,1,Civil Society,1,1,1000128,0.0667,0,Elections,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,JM,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,948.1061662000001,24010,1,Civil Society,1,1,1000128,0.0667,0,Financial policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,JM,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,31210,1,Civil Society,1,1,1000128,0.0667,0,Forestry policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,JM,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,948.1061662000001,33110,1,Civil Society,1,1,1000128,0.0667,0,Trade policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,JM,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,41010,1,Civil Society,1,1,1000128,0.0667,0,Environmental policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,KN,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15130,1,Civil Society,1,1,1000128,0.0667,0,Legal and judicial development,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,KN,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15150,1,Civil Society,1,1,1000128,0.0667,0,Democratic participation and civil society,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,KN,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15151,1,Civil Society,1,1,1000128,0.0667,0,Elections,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,KN,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,948.1061662000001,24010,1,Civil Society,1,1,1000128,0.0667,0,Financial policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,KN,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,31210,1,Civil Society,1,1,1000128,0.0667,0,Forestry policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,KN,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,948.1061662000001,33110,1,Civil Society,1,1,1000128,0.0667,0,Trade policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,KN,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,41010,1,Civil Society,1,1,1000128,0.0667,0,Environmental policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,LC,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15130,1,Civil Society,1,1,1000128,0.0667,0,Legal and judicial development,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,LC,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15150,1,Civil Society,1,1,1000128,0.0667,0,Democratic participation and civil society,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,LC,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15151,1,Civil Society,1,1,1000128,0.0667,0,Elections,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,LC,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,948.1061662000001,24010,1,Civil Society,1,1,1000128,0.0667,0,Financial policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,LC,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,31210,1,Civil Society,1,1,1000128,0.0667,0,Forestry policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,LC,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,948.1061662000001,33110,1,Civil Society,1,1,1000128,0.0667,0,Trade policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,LC,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,41010,1,Civil Society,1,1,1000128,0.0667,0,Environmental policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,MS,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15130,1,Civil Society,1,1,1000128,0.0667,0,Legal and judicial development,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,MS,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15150,1,Civil Society,1,1,1000128,0.0667,0,Democratic participation and civil society,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,MS,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15151,1,Civil Society,1,1,1000128,0.0667,0,Elections,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,MS,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,948.1061662000001,24010,1,Civil Society,1,1,1000128,0.0667,0,Financial policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,MS,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,31210,1,Civil Society,1,1,1000128,0.0667,0,Forestry policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,MS,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,948.1061662000001,33110,1,Civil Society,1,1,1000128,0.0667,0,Trade policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,MS,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,41010,1,Civil Society,1,1,1000128,0.0667,0,Environmental policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,TC,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15130,1,Civil Society,1,1,1000128,0.0667,0,Legal and judicial development,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,TC,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15150,1,Civil Society,1,1,1000128,0.0667,0,Democratic participation and civil society,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,TC,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15151,1,Civil Society,1,1,1000128,0.0667,0,Elections,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,TC,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,948.1061662000001,24010,1,Civil Society,1,1,1000128,0.0667,0,Financial policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,TC,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,31210,1,Civil Society,1,1,1000128,0.0667,0,Forestry policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,TC,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,948.1061662000001,33110,1,Civil Society,1,1,1000128,0.0667,0,Trade policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,TC,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,41010,1,Civil Society,1,1,1000128,0.0667,0,Environmental policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,TT,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15130,1,Civil Society,1,1,1000128,0.0667,0,Legal and judicial development,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,TT,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15150,1,Civil Society,1,1,1000128,0.0667,0,Democratic participation and civil society,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,TT,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,15151,1,Civil Society,1,1,1000128,0.0667,0,Elections,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,TT,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,948.1061662000001,24010,1,Civil Society,1,1,1000128,0.0667,0,Financial policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,TT,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,31210,1,Civil Society,1,1,1000128,0.0667,0,Forestry policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,TT,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,948.1061662000001,33110,1,Civil Society,1,1,1000128,0.0667,0,Trade policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,3225000.0,0,2,Caribbean Region,Canadian Profit Making,TT,Caribbean,0,4434,1.0,1,S4429,NDD Americas Programming,463.51857010000003,41010,1,Civil Society,1,1,1000128,0.0667,0,Environmental policy and administrative management,A031644001,Operational,3225000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Non-Profit Making,JM,Caribbean,0,4434,0.5,1,S4429,NDD Americas Programming,678.25,41010,0,Governmental,1,1,10050,0.5,0,Environmental policy and administrative management,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,JM,Caribbean,0,4434,0.5,1,S4429,NDD Americas Programming,4598.8775,41010,0,Civil Society,1,1,1000128,0.5,0,Environmental policy and administrative management,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,JM,Caribbean,0,4434,0.5,1,S4429,NDD Americas Programming,18616.22,41010,0,Civil Society,1,1,1004565,0.5,0,Environmental policy and administrative management,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,JM,Caribbean,0,4434,0.5,1,S4429,NDD Americas Programming,525.0,41010,0,Civil Society,1,1,1005234,0.5,0,Environmental policy and administrative management,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,JM,Caribbean,0,4434,0.5,1,S4429,NDD Americas Programming,6698.095,41010,0,Civil Society,1,1,1009493,0.5,0,Environmental policy and administrative management,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Non-Profit Making,JM,Caribbean,0,4434,0.5,1,S4429,NDD Americas Programming,678.25,99810,0,Governmental,1,1,10050,0.5,0,Sectors not specified,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,JM,Caribbean,0,4434,0.5,1,S4429,NDD Americas Programming,4598.8775,99810,0,Civil Society,1,1,1000128,0.5,0,Sectors not specified,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,JM,Caribbean,0,4434,0.5,1,S4429,NDD Americas Programming,18616.22,99810,0,Civil Society,1,1,1004565,0.5,0,Sectors not specified,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,JM,Caribbean,0,4434,0.5,1,S4429,NDD Americas Programming,525.0,99810,0,Civil Society,1,1,1005234,0.5,0,Sectors not specified,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,JM,Caribbean,0,4434,0.5,1,S4429,NDD Americas Programming,6698.095,99810,0,Civil Society,1,1,1009493,0.5,0,Sectors not specified,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Non-Profit Making,GY,South America,0,4434,0.5,1,S4429,NDD Americas Programming,678.25,41010,0,Governmental,1,1,10050,0.5,0,Environmental policy and administrative management,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,GY,South America,0,4434,0.5,1,S4429,NDD Americas Programming,4598.8775,41010,0,Civil Society,1,1,1000128,0.5,0,Environmental policy and administrative management,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,GY,South America,0,4434,0.5,1,S4429,NDD Americas Programming,18616.22,41010,0,Civil Society,1,1,1004565,0.5,0,Environmental policy and administrative management,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,GY,South America,0,4434,0.5,1,S4429,NDD Americas Programming,525.0,41010,0,Civil Society,1,1,1005234,0.5,0,Environmental policy and administrative management,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,GY,South America,0,4434,0.5,1,S4429,NDD Americas Programming,6698.095,41010,0,Civil Society,1,1,1009493,0.5,0,Environmental policy and administrative management,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Non-Profit Making,GY,South America,0,4434,0.5,1,S4429,NDD Americas Programming,678.25,99810,0,Governmental,1,1,10050,0.5,0,Sectors not specified,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,GY,South America,0,4434,0.5,1,S4429,NDD Americas Programming,4598.8775,99810,0,Civil Society,1,1,1000128,0.5,0,Sectors not specified,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,GY,South America,0,4434,0.5,1,S4429,NDD Americas Programming,18616.22,99810,0,Civil Society,1,1,1004565,0.5,0,Sectors not specified,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,GY,South America,0,4434,0.5,1,S4429,NDD Americas Programming,525.0,99810,0,Civil Society,1,1,1005234,0.5,0,Sectors not specified,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Caribbean Region,Canadian Profit Making,GY,South America,0,4434,0.5,1,S4429,NDD Americas Programming,6698.095,99810,0,Civil Society,1,1,1009493,0.5,0,Sectors not specified,A031650001,Operational,2000000.0,B4400,NGM Americas,D4400,Caricom - Adm,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Canadian Non-Profit Making,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,150.0,11130,0,Governmental,1,2,1014785,1.0,0,Teacher training,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Uncoded,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,-1.284,11130,0,Unknown,1,2,Information not available,1.0,0,Teacher training,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Canadian Non-Profit Making,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,100.0,11220,0,Governmental,1,2,1014785,1.0,0,Primary education,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Uncoded,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,-0.856,11220,0,Unknown,1,2,Information not available,1.0,0,Primary education,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Canadian Non-Profit Making,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,100.0,13020,0,Governmental,1,2,1014785,1.0,0,Reproductive health care,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Uncoded,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,-0.856,13020,0,Unknown,1,2,Information not available,1.0,0,Reproductive health care,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Canadian Non-Profit Making,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,100.0,13030,0,Governmental,1,2,1014785,1.0,0,Family planning,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Uncoded,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,-0.856,13030,0,Unknown,1,2,Information not available,1.0,0,Family planning,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Canadian Non-Profit Making,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,250.0,13040,0,Governmental,1,2,1014785,1.0,0,STD control including HIV/AIDS,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Uncoded,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,-2.14,13040,0,Unknown,1,2,Information not available,1.0,0,STD control including HIV/AIDS,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Canadian Non-Profit Making,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,100.0,14031,0,Governmental,1,2,1014785,1.0,0,Basic drinking water supply,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Uncoded,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,-0.856,14031,0,Unknown,1,2,Information not available,1.0,0,Basic drinking water supply,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Canadian Non-Profit Making,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,100.0,14032,0,Governmental,1,2,1014785,1.0,0,Basic sanitation,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Uncoded,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,-0.856,14032,0,Unknown,1,2,Information not available,1.0,0,Basic sanitation,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,437990.21,0,2,Malawi,Canadian Non-Profit Making,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,100.0,15150,0,Governmental,1,2,1014785,1.0,0,Democratic participation and civil society,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
