Fiscal year,Continent ID,Division ID,Disability issues (marker),Youth issues (marker),Branch ID,Gender equality (marker),Project Browser country ID,Organisation class,Continent name,CountryRegion percent,Division name,Status,Participatory development and good governance,CFLI (marker),Organisation type,CountryRegion name,Amount spent,Bilateral aid (international marker),Project number,ICT as a tool for development (marker),Biodiversity (marker),Indigenous issues (marker),Section ID,Regional program (marker),Maximum CIDA contribution (project-level),Branch name,Section name,Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker)
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,4340.16,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Unknown,America,1.0,NDD Americas Programming,Terminating,1,0,Uncoded,Cuba,15493.0,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Governmental,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Non-Profit Making,Cuba,39268.0,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Governmental,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Non-Profit Making,Cuba,2633.808,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Civil Society,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,424.8,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Civil Society,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,405.39599999999996,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,280.0,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,2.8960000000000004,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,4340.16,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Unknown,America,1.0,NDD Americas Programming,Terminating,1,0,Uncoded,Cuba,15493.0,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Governmental,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Non-Profit Making,Cuba,39268.0,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Governmental,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Non-Profit Making,Cuba,2633.808,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Civil Society,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,424.8,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Civil Society,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,405.39599999999996,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,280.0,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,2.8960000000000004,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,4340.16,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Unknown,America,1.0,NDD Americas Programming,Terminating,1,0,Uncoded,Cuba,15493.0,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Governmental,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Non-Profit Making,Cuba,39268.0,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Governmental,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Non-Profit Making,Cuba,2633.808,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Civil Society,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,424.8,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Civil Society,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,405.39599999999996,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,280.0,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,2.8960000000000004,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,1.0,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,4340.16,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CU,Unknown,America,1.0,NDD Americas Programming,Terminating,1,0,Uncoded,Cuba,15493.0,1,A031717001,1,0,0,S4450,0,2862894.73,NGM Americas,Cuba,4450,Cuba,2862894.73,0.7999999990000001,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,2,D4270,0,0,B4200,0,ZM,Individual,Africa,1.0,WED Southern & Eastern Africa,Closed,0,0,Canadian Profit Making,Zambia,20457.396,1,A031734001,1,0,0,S4219,0,7781946.52,WGM Sub-Saharan Africa,Tanzania Program,4278,Zambia,7781946.52,1.0,0.0,Directive,Uncoded: Pre-APP,Other PBA,0,0
2009/2010,2,D4270,0,0,B4200,0,ZM,Individual,Africa,1.0,WED Southern & Eastern Africa,Closed,0,0,Canadian Profit Making,Zambia,2273.044,1,A031734001,1,0,0,S4219,0,7781946.52,WGM Sub-Saharan Africa,Tanzania Program,4278,Zambia,7781946.52,1.0,0.0,Directive,Uncoded: Pre-APP,Other PBA,0,0
2009/2010,1,D5240,0,0,B5100,0,CA,Para-Governmental,America,1.0,MND Health&Nutrition,Closed,0,0,Canadian Non-Profit Making,Canada,50000.0,1,A031743005,0,0,0,S5245,0,6989767.52,MFM Global Issues and Development,MNG Global Health,1026,Global Health - POLICY,6989767.52,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D5240,0,0,B5100,0,CA,Civil Society,America,1.0,MND Health&Nutrition,Closed,0,0,Canadian Non-Profit Making,Canada,107505.0,1,A031743005,0,0,0,S5245,0,6989767.52,MFM Global Issues and Development,MNG Global Health,1026,Global Health - POLICY,6989767.52,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D5430,0,0,B5100,0,CA,Civil Society,America,1.0,MED Economic Development,Closed,0,0,Canadian Non-Profit Making,Canada,4743.59,1,A031745007,0,0,0,S1079,0,599743.59,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,1037,Human Rights,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D5430,0,0,B5100,0,CA,Civil Society,America,1.0,MED Economic Development,Operational,0,0,Canadian Non-Profit Making,Canada,10000.0,1,A031745012,0,0,0,S1079,0,111087.63,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,1037,Human Rights,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D5430,0,0,B5100,0,CA,Civil Society,America,1.0,MED Economic Development,Terminating,0,0,Canadian Non-Profit Making,Canada,1650.0,1,A031745018,0,0,0,S1079,0,151046.05,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,1037,Human Rights,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,5,D5430,0,0,B5100,0,X4,Multilateral,Europe,1.0,MED Economic Development,Terminating,0,0,Foreign Non-Profit Making,Europe MC,1200000.0,1,A031745022,0,0,0,S1079,0,1200000.0,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,1012,NATURAL RESOURCES & GOVERNANCE - POLICY,1200000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D1035,0,0,B1000,0,CA,Multilateral,America,1.0,PVD Development Policy,Closed,0,0,Foreign Non-Profit Making,Canada,850000.0,1,A031746006,0,0,0,S1014,0,4390237.0,PFM Strategic Policy,International Strategy & Donor Relations,1014,International Strategy & Donor Relations,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D1035,0,0,B1000,0,CA,Multilateral,America,1.0,PVD Development Policy,Closed,0,0,Foreign Non-Profit Making,Canada,15000.0,1,A031746008,0,0,0,S1014,0,255000.0,PFM Strategic Policy,International Strategy & Donor Relations,1014,International Strategy & Donor Relations,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D1035,0,0,B1000,0,CA,Civil Society,America,1.0,PVD Development Policy,Closed,0,0,Canadian Non-Profit Making,Canada,13603.0,1,A031750011,0,0,0,S1048,0,2155013.78,PFM Strategic Policy,Policy Research,1048,Policy Research,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D5440,0,0,B5100,0,CA,Civil Society,America,1.0,MGD Social Development,Operational,0,0,Foreign Non-Profit Making,Canada,3750.0,1,A031751005,0,0,0,S1077,0,574339.0,MFM Global Issues and Development,MGS Education Child Protection&Gender,1015,"Educ, Child Protect & Gender Equal - POL",0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D5440,0,0,B5100,0,CA,Civil Society,America,1.0,MGD Social Development,Operational,0,0,Canadian Non-Profit Making,Canada,9000.0,1,A031751005,0,0,0,S1077,0,574339.0,MFM Global Issues and Development,MGS Education Child Protection&Gender,1015,"Educ, Child Protect & Gender Equal - POL",0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D5440,0,0,B5100,0,CA,Civil Society,America,1.0,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,Canada,75000.0,1,A031751014,0,0,0,S1077,0,391469.85,MFM Global Issues and Development,MGS Education Child Protection&Gender,1015,"Educ, Child Protect & Gender Equal - POL",0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D1035,0,0,B1000,0,CA,Multilateral,America,1.0,PVD Development Policy,Closed,0,0,Foreign Non-Profit Making,Canada,600000.0,1,A031757019,0,0,0,S1008,0,1082300.0,PFM Strategic Policy,Economic Analysis,1008,Economic Analysis,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D1035,0,0,B1000,0,CA,Civil Society,America,1.0,PVD Development Policy,Terminating,0,0,Canadian Non-Profit Making,Canada,4967.1,1,A031759007,0,0,0,S1010,0,448930.97,PFM Strategic Policy,*Environment Section,1029,*Environment Program,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D1035,0,0,B1000,0,CA,Civil Society,America,1.0,PVD Development Policy,Terminating,0,0,Canadian Non-Profit Making,Canada,2000.0,1,A031759010,0,0,0,S1010,0,878552.93,PFM Strategic Policy,*Environment Section,1029,*Environment Program,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D1035,0,0,B1000,0,X1,Civil Society,Africa,0.3334,PVD Development Policy,Closed,0,0,Foreign Non-Profit Making,Africa MC,13336.0,1,A031759013,0,0,0,S1010,0,80000.0,PFM Strategic Policy,*Environment Section,1029,*Environment Program,80000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D1035,0,0,B1000,0,X2,Civil Society,America,0.3333,PVD Development Policy,Closed,0,0,Foreign Non-Profit Making,Americas MC,13332.0,1,A031759013,0,0,0,S1010,0,80000.0,PFM Strategic Policy,*Environment Section,1029,*Environment Program,80000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D1035,0,0,B1000,0,X3,Civil Society,Asia,0.3333,PVD Development Policy,Closed,0,0,Foreign Non-Profit Making,Asia MC,13332.0,1,A031759013,0,0,0,S1010,0,80000.0,PFM Strategic Policy,*Environment Section,1029,*Environment Program,80000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D5430,0,0,B5100,0,X1,Civil Society,Africa,0.5,MED Economic Development,Terminating,0,0,Canadian Non-Profit Making,Africa MC,250000.0,1,A031759014,0,0,0,S5434,0,500000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,1049,Economic Growth - POLICY,500000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D5430,0,0,B5100,0,X2,Civil Society,America,0.5,MED Economic Development,Terminating,0,0,Canadian Non-Profit Making,Americas MC,250000.0,1,A031759014,0,0,0,S5434,0,500000.0,MFM Global Issues and Development,MEF ECONOMIC GROWTH AND IFIs,1049,Economic Growth - POLICY,500000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D5440,0,0,B5100,0,CA,Civil Society,America,1.0,MGD Social Development,Closed,0,0,Canadian Non-Profit Making,Canada,15306.57,1,A031772005,0,0,0,S1077,0,224625.54,MFM Global Issues and Development,MGS Education Child Protection&Gender,1056,Education - General,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Governmental,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Canadian Non-Profit Making,Egypt,96723.222,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Civil Society,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Canadian Profit Making,Egypt,6042.045,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Civil Society,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Canadian Profit Making,Egypt,6878.964,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Individual,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Canadian Profit Making,Egypt,1800.0,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Unknown,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Uncoded,Egypt,4323.963,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Governmental,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Canadian Non-Profit Making,Egypt,128964.296,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Civil Society,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Canadian Profit Making,Egypt,8056.06,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Civil Society,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Canadian Profit Making,Egypt,9171.952,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Individual,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Canadian Profit Making,Egypt,2400.0,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Unknown,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Uncoded,Egypt,5765.284000000001,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Governmental,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Canadian Non-Profit Making,Egypt,96723.222,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Civil Society,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Canadian Profit Making,Egypt,6042.045,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Civil Society,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Canadian Profit Making,Egypt,6878.964,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Individual,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Canadian Profit Making,Egypt,1800.0,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D3100,0,0,B3100,2,EG,Unknown,Africa,1.0,EDD Europe-Middle East Programming,Terminating,0,0,Uncoded,Egypt,4323.963,1,A031773001,0,0,0,S4256,0,4478731.9,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,4263,Egypt,4478731.9,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Governmental,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Non-Profit Making,Cuba,3526.2243,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Civil Society,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,4751.22105,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Civil Society,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,3580.335,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Civil Society,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,2980.38015,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Civil Society,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,4097.49435,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Civil Society,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,3764.38455,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Civil Society,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,544.55085,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,469.8,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,484.68105,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,488.4813,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,526.4244,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,568.0125,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,614.25,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,773.2665,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
