assay_id,src_assay_id,assay_tax_id,assay_tissue,variant_id,assay_subcellular_fraction,confidence_score,assay_type,relationship_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_organism,assay_strain,assay_cell_type
1263,,,Brqin,,,8,B,H,Aut9curztion,14542,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex at 10 uM,,,,,
1264,,,,,,8,F,H,Au5ocurwtion,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,,,,,
1265,,,,,,8,F,H,Autoc6rztion,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0+ 1 uM 5-HT.,,,,,
1266,,,,,,8,F,H,Autocugatjon,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.01 uM+ 1 uM 5-HT.,,,,,
1267,,,,,,8,F,H,Autocurqrion,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,,,,,
1268,,,,,,8,F,H,Experf,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,,,,,
1269,,,,,,8,F,H,wutocurstion,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM+ 1 uM 5-HT.,,,,,
1270,,18154.0,,,,9,F,D,Ex9ert,13630,Effect against 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at 0.1 uM dose,,,Rattus norvegicus,,
1271,,,,,,8,F,H,Autoc8rztion,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,,,,,
1272,,,,,,8,F,H,4xpert,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 1 uM 5-HT.,,,,,
1273,,,,,,8,F,H,Autochrat8on,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 0.1 uM 5-HT.,,,,,
1274,,,,,,8,F,H,Ex9ert,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM,,,,,
1275,,,,,,8,F,H,Auhocugation,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM+ 10 uM 5-HT.,,,,,
1276,,,,,,8,F,H,Eapert,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,,,,,
1277,,,,,,8,F,H,Ahtofuration,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 0.1 uM 5-HT.,,,,,
1278,,,,,,8,F,H,Autoc7ratiog,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,,,,,
1279,,,,,,8,F,H,Autosuratuon,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 1 uM 5-HT.,,,,,
1280,,,,,,8,F,H,rxpert,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 3 uM 5-HT.,,,,,
1281,,,,,,8,F,H,Expdrt,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,,,,,
1282,,,,,,8,F,H,Autovuragion,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 30 uM,,,,,
1283,,,,,,8,F,H,Expe5t,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM,,,,,
1284,,,,,,8,F,H,Autpcura6ion,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM+ 50 uM 5-HT.,,,,,
1285,,,,,,8,F,H,Akgocuration,13630,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM,,,,,
1286,,,,,,8,F,H,Au4ocura4ion,13630,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,,,,,
1287,,,,,,8,F,H,xutocuratjon,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,,,,,
1288,,,tippocamp6s,,,8,B,H,Au4ocurxtion,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue,,,,,
1289,,,Hippocsmpux,,,8,B,H,Experf,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue at 1 uM,,,,,
1290,,87871.0,,,Mdmbranes,9,B,D,Experh,14331,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membranes at 10e-7 M,,,Rattus norvegicus,,
1291,,,Hippocamp7x,,,8,B,H,Ex0ert,15260,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue at 1 uM,,,,,
1292,,,H8ppocanpus,,,8,B,H,Au4ocurati9n,15260,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 0.1 uM concentration,,,,,
1293,,,tippocampjs,,,8,B,H,Autocu4atiog,15260,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 1 uM concentration,,,,,
1294,,75688.0,,,,9,F,D,2xpert,16616,"Percent inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",,,Rattus norvegicus,,
1295,,,,,,8,B,H,Autox6ration,15629,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor,,,,,
1296,,,,,,8,B,H,Ahtoc8ration,15086,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,,,,,
1297,,,,,,8,F,H,Exlert,5717,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,,,,,
1298,,,,,,8,B,H,wut0curation,12652,Binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,,,,,
1299,,,Hiopocxmpus,,,8,B,H,Autocutayion,14608,In vitro binding affinity for 5-hydroxytryptamine 1A receptor was determined by measuring specific inhibition of [125I]-binding to rat hippocampal membrane preparations,,,,,
1300,,,Hipposamp7s,,,8,B,H,Autpc7ration,12306,Inhibition of binding of [125I]-8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,,,,
1301,,,Hippocwmpux,,,8,B,H,Autpcuratiom,12306,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,,,,
1302,,46628.0,,,,9,B,D,Expwrt,15247,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,,Rattus norvegicus,,
1303,,,Hippocwmpud,,,8,B,H,Exlert,17529,Ability to bind to central serotonin 5-hydroxytryptamine 1A receptor in vitro in hippocampus of the rat brain using [3H]8-OH-DPAT radioligand,,,,,
1304,,,Hi9pocampue,,,8,B,H,Autocuextion,14826,Ability to displace [3H]- -OH-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,,
1305,,,Hippocanpys,,,8,B,H,A6tocyration,14826,Ability to displace [3H]- -(OH)-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,,
1306,,,Hiplicampus,,,8,B,H,Autovuratuon,13241,Ability to displace [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,,,,
1307,,,Hipposqmpus,,,8,B,H,Autoc7rztion,14093,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor,,,,,
1308,,,Hllpocampus,,,8,B,H,Autkcuratlon,14093,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor; Not tested,,,,,
1309,,,B3ain,,,8,B,H,Ajtoduration,14442,Affinity at [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in rat brain homogenate was determined,,,,,
1310,,,,,,8,B,H,Autocuratjin,9919,Affinity for 5-hydroxytryptamine 1A receptor site,,,,,
1311,,,,,,8,B,H,Autovurztion,9919,Affinity for 5-hydroxytryptamine 1A receptor site,,,,,
1312,,,tippocamphs,,,8,B,H,xutoc7ration,11440,Affinity in displacing [3H]8-OH-DPAT from rat hippocampal 5-HT1A receptor.,,,,,
1313,,,,,,8,B,H,Autocugafion,11257,Affinity on 5-hydroxytryptamine 1A receptor labeled by [3H]8-OH-DPAT,,,,,
1314,,,,,,8,B,H,Expett,10330,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand,,,,,
1315,,4166.0,Hiopocam0us,,,9,B,D,Edpert,17331,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus mambranes,,,Rattus norvegicus,,
1316,,,,,,8,B,H,Exper6,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane,,,,,
1317,,12258.0,,,,9,B,D,Experg,12058,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",,,Rattus norvegicus,,
1318,,,Hiplocwmpus,,,8,B,H,Auticurstion,9699,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal tissue,,,,,
1319,,,,,,8,B,H,Au6ofuration,9547,Binding affinity against 5-hydroxytryptamine 1A receptor of rat was determined using [3H]8-OH-DPAT in binding assay,,,,,
1320,,,,,,8,B,H,xytocuration,10330,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]DOB as radioligand,,,,,
1321,,,,,,8,B,H,qutosuration,14331,Binding affinity against rat 5-hydroxytryptamine 1A receptor,,,,,
1322,,27446.0,,,,9,B,D,fxpert,14060,Binding affinity against rat brain 5-hydroxytryptamine 1A receptor,,,Rattus norvegicus,,
1323,,,Hkpoocampus,,,8,B,H,s8tocuration,14744,Binding affinity against the 5-hydroxytryptamine 1A receptor labelled with [3H]8-OH-DPAT in rat hippocampal homogenates,,,,,
1324,,,,,,8,B,H,sutocuratoon,13506,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,,,,,
1325,,,Brxin,,,8,B,H,Espert,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,,,,,
1326,,,Brxin,,,8,B,H,Experf,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,,,,,
1327,,,,,,8,B,H,Ezpert,10062,Binding affinity at rat 5-hydroxytryptamine 1A receptor by [3H]WB-4101 displacement.,,,,,
1328,,,,,,8,B,H,Autiduration,12073,Binding affinity for 5-hydroxytryptamine 1A receptor by use of [3H]8-OH-DPAT in male rat,,,,,
1329,,,,,,8,B,H,Autlcuratiln,14875,GTPgammaS radioligand binding assay,,,,,
1330,,,,,,8,B,H,Auhocu4ation,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,,,,,
1331,,,,,,8,F,H,Autocura6iog,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Partial agonist,,,,,
1332,,,,,,8,F,H,Aytocuratjon,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Slient antagonist,,,,,
1333,,,,,,8,B,H,Autocurati0m,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,,,,,
1334,,,,,,8,B,H,A8tocuratioj,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,,,,,
1335,,,,,,8,F,H,Au6ocu3ation,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; silent antagonist,,,,,
1336,,,,,,8,B,H,Edpert,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor,,,,,HeLa
1337,,,,,,8,B,H,Aut8curwtion,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor receptor,,,,,HeLa
1338,,59120.0,,,,9,B,D,Ezpert,6491,Affinity towards human 5-hydroxytryptamine 1B serotonin receptor,,,Homo sapiens,,
1339,,,,,,8,B,H,suyocuration,16190,Binding affinity against 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,,,,,CHO
1340,,,,,,8,B,H,Augocurat9on,14165,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]5-CT as radioligand,,,,,
1341,,,,,,8,B,H,xutocyration,14165,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]GR-125743 as radioligand,,,,,
1342,,1496.0,,,,9,B,D,Ex0ert,4234,Binding affinity to cloned human 5-hydroxytryptamine 1B receptor,,,Homo sapiens,,
1343,,,,,,8,B,H,Edpert,6328,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,,,,,
1344,,,,,,8,B,H,Augocurat8on,14770,Binding affinity for recombinant human 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,,,,,
1345,,,,,,8,B,H,Aut0c6ration,2598,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1B receptor using [3H]5-CT as radioligand,,,,,
1346,,,,,,8,B,H,Experh,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,,,,,
1347,,,,,,8,B,H,Aitocuratiin,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,,,,,
1348,,,,,,8,B,H,Au6ocura5ion,6013,Binding affinity towards 5-hydroxytryptamine 1B receptor,,,,,
1349,,,,,,8,B,H,Exoert,5843,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,,,,,
1350,,,,,,8,B,H,Expett,14454,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand,,,,,
1351,,,,,,8,B,H,Auy8curation,16209,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT radioligand,,,,,
1352,,,,,,8,B,H,zutocurayion,3935,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1B receptor,,,,,
1353,,,,,,8,F,H,Experg,13729,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells,,,,,CHO-K1
1354,,,,,,8,F,H,Expfrt,14251,Agonist activity to the human recombinant 5-hydroxytryptamine 1B receptor,,,,,
1355,,,,,,8,B,H,Expeet,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor,,,,,
1356,,,,,,8,B,H,Autocurat79n,3025,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,,,,,
1357,,,,,,8,B,H,2xpert,15315,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor,,,,,
1358,,66741.0,,,,9,B,D,Expeet,14214,Receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor in Cos-7 cells,,,Homo sapiens,,
1359,,60443.0,,,,9,B,D,Ex9ert,3804,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,,,Homo sapiens,,
1360,,4559.0,,,,9,B,D,Exper6,2391,Affinity for 5-hydroxytryptamine 1B receptor subtype,,,Homo sapiens,,
1361,,76645.0,,,,9,B,D,sxpert,4175,Binding affinity for human 5-hydroxytryptamine 1B receptor,,,Homo sapiens,,
1362,,,,,,8,B,H,Autodurstion,17296,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand; Not determined,,,,,CHO
1363,,,,,,8,B,H,Exp2rt,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor; ND means not determined,,,,,
1364,,,,,,8,B,H,Autocurayiog,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,,,,,HeLa
1365,,,,,,8,B,H,Autocyratiob,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT=not tested,,,,,HeLa
1366,,,,,,8,B,H,A8tocuratiob,17211,Ability to displace [3H]-5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,,,,,HeLa
1367,,35232.0,,,,9,B,D,Exlert,15926,Binding activity against human 5-hydroxytryptamine 1B receptor; NT means not tested,,,Homo sapiens,,
1368,,,,,,8,B,H,A6tocuratjon,16312,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor; not tested,,,,,CHO-K1
1369,,,,,,8,B,H,dxpert,5843,Selectivity ratio against cloned human 5-HT1B receptor to that of h5-HT1D receptor,,,,,
1370,,,,,,8,B,H,Autodurafion,5843,Selectivity ratio against cloned human 5-hydroxytryptamine 1B receptor to that of human 5-hydroxytryptamine 1D receptor,,,,,
1371,,,,,,8,B,H,Espert,16312,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor,,,,,CHO-K1
1372,,5021.0,,,,9,B,D,Expett,15926,Binding activity against human 5-hydroxytryptamine 1B receptor,,,Homo sapiens,,
1373,,43238.0,,,,9,B,D,Ecpert,15926,Binding activity against human 5-hydroxytryptamine 1B receptor,,,Homo sapiens,,
1374,,21252.0,,,,9,B,D,Expwrt,4540,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,,,Homo sapiens,,CHO
1375,,,,,,8,B,H,Autodurqtion,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor was determined,,,,,
1376,,,,,,8,B,H,Autocura68on,17296,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand,,,,,CHO
1377,,,,,,8,B,H,Autocurztiin,17296,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells,,,,,CHO
1378,,,,,,8,B,H,Autovutation,17296,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells using [3H]5-CT as radioligand,,,,,CHO
1379,,,,,,8,B,H,Aurocurwtion,15779,Binding affinity towards 5-hydroxytryptamine 1B (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,,,,,CHO
1380,,,,,,8,B,H,zut9curation,15779,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,,,,,CHO
1381,,,,,,8,B,H,wutocugation,15779,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand;ND means no data.,,,,,CHO
1382,,,,,,8,B,H,Autocura5iob,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as the radioligand,,,,,CHO
1383,,62098.0,,,,9,B,D,Expeft,14875,Binding affinity for human 5-hydroxytryptamine 1B receptor,,,Homo sapiens,,
1384,,,,,,8,B,H,Autofurat8on,15146,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,,,,,CHO
1385,,,,,,8,B,H,Ahtocugation,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1B receptor in CHO using [3H]5-HT as a radioligand,,,,,
1386,,,,,,8,B,H,Autocu3xtion,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,,,,,CHO
1387,,,,,,8,B,H,A7tocurati8n,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1B receptor in CHO cells, using [3H]5-HT as radioligand",,,,,CHO
1388,,,,,,8,F,H,Expery,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 1 uM,,,,,
1389,,,,,,8,F,H,Ezpert,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 10 uM,,,,,
1390,,,,,,8,F,H,xutocurwtion,14875,"Effect of compound on [35S]GTP-gamma-S, radioligand binding CHO cells expressing human 5-hydroxytryptamine 1B receptor",,,,,CHO
1391,,,,,,8,F,H,Aut8curstion,14875,"Effect of compound on [35S]GTP-gamma-S, radioligand binding in CHO cells expressing human 5-hydroxytryptamine 1B receptor",,,,,CHO
1392,,,,,,8,F,H,Autocyratiog,15250,"Compound was tested for maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-HT.",,,,,
1393,,,,,,8,B,H,Au5ocura5ion,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells.,,,,,CHO
1394,,,,,,8,B,H,sutovuration,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,,,,,
1395,,59781.0,,,,8,F,H,Autocurat80n,3025,5-hydroxytryptamine 1B receptor agonist potency determined in rabbit saphenous vein contraction model,,,Oryctolagus cuniculus,,
1396,,38980.0,,,,8,B,H,Autoc7rat7on,14998,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein (RbSV).,,,Oryctolagus cuniculus,,
1397,,17575.0,,,,8,B,H,Inherjediate,14998,"Binding affinity against vascular 5-hydroxytryptamine 1B receptor, measured using ring preparations of rabbit saphenous vein (RbSV)",,,Oryctolagus cuniculus,,
1398,,28024.0,,,,8,B,H,Augocjration,14998,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein(RbSV).,,,Oryctolagus cuniculus,,
1399,,,,,,8,B,H,Experr,13969,Binding affinity towards 5-hydroxytryptamine 1B receptor was measured using [3H]5-HT as radioligand,,,,,
1400,,,,,,9,B,D,Intermer9ate,13392,Binding affinity for 5-hydroxytryptamine 1B receptor,,,,,
1401,,3486.0,Stria6um,,,9,B,D,Experh,3651,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Less active,,,Rattus norvegicus,,
1402,,,,,,8,B,H,4xpert,10025,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,,,,,
1403,,,,,,8,B,H,qutoc6ration,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=48-77,,,,,
1404,,,,,,8,B,H,Autocyratuon,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=63-95,,,,,
1405,,,,,,8,B,H,Ahtocurstion,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=710-980,,,,,
1406,,,,,,8,B,H,wutocura5ion,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=78-140,,,,,
1407,,,,,,8,B,H,Ahtockration,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=85-130,,,,,
1408,,,,,,8,B,H,Autockratoon,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=89-280,,,,,
1409,,,Hil0ocampus,,,8,B,H,Autpcufation,4622,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampus membrane.,,,,,
1410,,,,,,8,B,H,Intwrmediste,14911,Binding affinity at 5-hydroxytryptamine 1A (5-HT1A) receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand,,,,,
1411,,,Hi9pocampuq,,,8,B,H,sutocurati0n,12678,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I](R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,,,,,
1412,,,Hippocaj9us,,,8,B,H,Expett,12678,In vitro binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampal homogenate by [125I](R)-(+)-trans-8-OH-PIPAT displacement.,,,,,
1413,,,Hip9ocajpus,,,8,B,H,Exp2rt,14235,In vitro binding affinity to rat hippocampal 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,,,,,
1414,,,bippocampuc,,,8,B,H,Exper6,14949,In vitro binding affinity towards 5-hydroxytryptamine 1A r receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates,,,,,
1415,,,Hippocxmp7s,,,8,B,H,Espert,14949,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates,,,,,
1416,,,H7ppocam9us,,,8,B,H,Exlert,14949,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; ND=not determined,,,,,
1417,,,nipppcampus,,,8,B,H,Expwrt,14949,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; Not determined,,,,,
1418,,,Hipoocam9us,,,8,B,H,fxpert,14949,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; not determined,,,,,
1419,,,,,,8,B,H,wxpert,16118,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,,,,,
1420,,,,,,8,B,H,Autlcurat9on,3268,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membranes,,,,,
1421,,,,,,8,B,H,Autofurafion,3268,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membranes; Inactive,,,,,
1422,,,,,,8,B,H,Exp4rt,16117,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using radioligand [3H]-8-OH-DPAT,,,,,
1423,,,Huppocajpus,,,8,B,H,Expedt,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue.,,,,,
1424,,,jipposampus,,,8,B,H,Autofuratioh,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue; NT=Not tested,,,,,
1425,,4146.0,Hippicamphs,,,9,B,D,Experh,14356,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor,,,Rattus norvegicus,,
1426,,,,,,8,F,H,Au4ocura5ion,15740,Inhibition constant of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor,,,,,
1427,,,H7poocampus,,,8,B,H,qutocuratiin,12306,Inhibition of binding of [125I]8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,,,,
