ss_d,ss_sbclllr_frctn,ss_tst_tp,ss_tp,tss_d,ss_tx_d,rltnshp_tp,cnfdnc_scr,crtd_b,src_d,src_ss_d,chmbl_d,cll_d,b_frmt,vrnt_d
9669,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622875,,BAO_0000218,
9670,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622876,,BAO_0000218,
9671,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622877,,BAO_0000218,
9672,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622878,,BAO_0000218,
9673,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622879,,BAO_0000218,
9674,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL877602,,BAO_0000218,
9675,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622880,,BAO_0000218,
9676,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622881,,BAO_0000218,
9677,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622882,,BAO_0000218,
9678,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622883,,BAO_0000218,
9679,,,A,2046.0,10116.0,N,1,Intermediate,1,,CHEMBL622884,,BAO_0000218,
9680,,,A,2046.0,10116.0,N,1,Intermediate,1,,CHEMBL622885,,BAO_0000218,
9681,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622886,,BAO_0000218,
9682,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622887,,BAO_0000218,
9683,,,A,1088.0,10116.0,N,1,Intermediate,1,,CHEMBL622888,,BAO_0000218,
9684,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL622889,,BAO_0000218,
9685,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL622890,,BAO_0000218,
9686,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL622891,,BAO_0000218,
9687,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL877603,,BAO_0000218,
9688,,In vivo,A,955.0,10116.0,N,1,Intermediate,1,,CHEMBL622892,,BAO_0000218,
9689,,In vivo,A,955.0,10116.0,N,1,Intermediate,1,,CHEMBL622893,,BAO_0000218,
9690,,In vivo,A,955.0,10116.0,N,1,Intermediate,1,,CHEMBL622894,,BAO_0000218,
9691,,In vivo,A,955.0,10116.0,N,1,Intermediate,1,,CHEMBL622895,,BAO_0000218,
9692,,In vivo,A,955.0,10116.0,N,1,Intermediate,1,,CHEMBL622896,,BAO_0000218,
9693,,In vivo,A,948.0,10116.0,N,1,Intermediate,1,,CHEMBL622897,,BAO_0000218,
9694,,In vivo,A,948.0,10116.0,N,1,Intermediate,1,,CHEMBL622898,,BAO_0000218,
9695,,In vivo,A,948.0,10116.0,N,1,Intermediate,1,,CHEMBL622899,,BAO_0000218,
9696,,In vivo,A,2113.0,10116.0,N,1,Intermediate,1,,CHEMBL622900,,BAO_0000218,
9697,,In vivo,A,2113.0,10116.0,N,1,Intermediate,1,,CHEMBL624114,,BAO_0000218,
9698,,In vivo,A,2113.0,10116.0,N,1,Intermediate,1,,CHEMBL624115,,BAO_0000218,
9699,,In vivo,A,2113.0,10116.0,N,1,Intermediate,1,,CHEMBL624116,,BAO_0000218,
9700,,In vivo,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL624117,,BAO_0000218,
9701,,In vivo,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL624118,,BAO_0000218,
9702,,In vivo,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL624119,,BAO_0000218,
9703,,In vivo,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL624120,,BAO_0000218,
9704,,In vivo,A,2048.0,10116.0,N,1,Intermediate,1,,CHEMBL624121,,BAO_0000218,
9705,,In vivo,A,2048.0,10116.0,N,1,Intermediate,1,,CHEMBL624122,,BAO_0000218,
9706,,In vivo,A,2048.0,10116.0,N,1,Intermediate,1,,CHEMBL624123,,BAO_0000218,
9707,,In vivo,A,2048.0,10116.0,N,1,Intermediate,1,,CHEMBL624124,,BAO_0000218,
9708,,In vivo,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL624125,,BAO_0000218,
9709,,In vivo,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL624126,,BAO_0000218,
9710,,In vivo,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL624127,,BAO_0000218,
9711,,In vivo,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL624128,,BAO_0000218,
9712,,In vivo,A,14.0,10116.0,N,1,Intermediate,1,,CHEMBL624129,,BAO_0000218,
9713,,In vivo,A,14.0,10116.0,N,1,Intermediate,1,,CHEMBL624130,,BAO_0000218,
9714,,In vivo,A,14.0,10116.0,N,1,Intermediate,1,,CHEMBL622340,,BAO_0000218,
9715,,In vivo,A,14.0,10116.0,N,1,Intermediate,1,,CHEMBL622341,,BAO_0000218,
9716,,In vivo,A,160.0,10116.0,N,1,Intermediate,1,,CHEMBL622342,,BAO_0000218,
9717,,In vivo,A,160.0,10116.0,N,1,Intermediate,1,,CHEMBL622343,,BAO_0000218,
9718,,In vivo,A,160.0,10116.0,N,1,Intermediate,1,,CHEMBL622344,,BAO_0000218,
9719,,In vivo,A,160.0,10116.0,N,1,Intermediate,1,,CHEMBL622345,,BAO_0000218,
9720,,In vivo,A,2106.0,10116.0,N,1,Intermediate,1,,CHEMBL622346,,BAO_0000218,
9721,,In vivo,A,2106.0,10116.0,N,1,Intermediate,1,,CHEMBL622347,,BAO_0000218,
9722,,In vivo,A,2106.0,10116.0,N,1,Intermediate,1,,CHEMBL622348,,BAO_0000218,
9723,,In vivo,A,2106.0,10116.0,N,1,Intermediate,1,,CHEMBL622349,,BAO_0000218,
9724,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622350,,BAO_0000218,
9725,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622351,,BAO_0000218,
9726,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622352,,BAO_0000218,
9727,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622353,,BAO_0000218,
9728,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622354,,BAO_0000218,
9729,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622355,,BAO_0000218,
9730,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622356,,BAO_0000218,
9731,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622357,,BAO_0000218,
9732,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622358,,BAO_0000218,
9733,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622359,,BAO_0000218,
9734,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL874393,,BAO_0000218,
9735,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622872,,BAO_0000218,
9736,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622873,,BAO_0000218,
9737,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL623047,,BAO_0000218,
9738,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL623048,,BAO_0000218,
9739,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL623049,,BAO_0000218,
9740,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL623050,,BAO_0000218,
9741,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL623051,,BAO_0000218,
9742,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL623052,,BAO_0000218,
9743,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626343,,BAO_0000218,
9744,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626344,,BAO_0000218,
9745,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626345,,BAO_0000218,
9746,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626346,,BAO_0000218,
9747,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626347,,BAO_0000218,
9748,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626348,,BAO_0000218,
9749,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626349,,BAO_0000218,
9750,,,F,,10116.0,N,1,Intermediate,1,,CHEMBL626350,,BAO_0000218,
9751,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626351,,BAO_0000218,
9752,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627650,,BAO_0000218,
9753,,,F,,10116.0,N,1,Intermediate,1,,CHEMBL627651,,BAO_0000218,
9754,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627652,,BAO_0000218,
9755,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627653,,BAO_0000218,
9756,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627654,,BAO_0000218,
9757,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627835,,BAO_0000218,
9758,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627836,,BAO_0000218,
9759,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627837,,BAO_0000218,
9760,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627838,,BAO_0000218,
9761,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL875338,,BAO_0000218,
9762,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627839,,BAO_0000218,
9763,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627840,,BAO_0000218,
9764,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627841,,BAO_0000218,
9765,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627842,,BAO_0000218,
9766,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627843,,BAO_0000218,
9767,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627844,,BAO_0000218,
9768,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL627845,,BAO_0000218,
9769,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL627846,,BAO_0000218,
9770,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL627847,,BAO_0000218,
9771,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL873821,,BAO_0000218,
9772,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL626079,,BAO_0000218,
9773,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL626080,,BAO_0000218,
9774,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL626081,,BAO_0000218,
9775,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL875344,,BAO_0000218,
9776,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626082,,BAO_0000218,
9777,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL626250,,BAO_0000218,
9778,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL626251,,BAO_0000218,
9779,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL626252,,BAO_0000218,
9780,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL626253,,BAO_0000218,
9781,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL626254,,BAO_0000218,
9782,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL626255,,BAO_0000218,
9783,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL626256,,BAO_0000218,
9784,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL626257,,BAO_0000218,
9785,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL626258,,BAO_0000218,
9786,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL626259,,BAO_0000218,
9787,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL626260,,BAO_0000218,
9788,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL875345,,BAO_0000218,
9789,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL626261,,BAO_0000218,
9790,,In vitro,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL626262,,BAO_0000218,
9791,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL626263,,BAO_0000218,
9792,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL625270,,BAO_0000218,
9793,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL625271,,BAO_0000218,
9794,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL625272,,BAO_0000218,
9795,,In vivo,A,955.0,10116.0,N,1,Intermediate,1,,CHEMBL625273,,BAO_0000218,
9796,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL625274,,BAO_0000218,
9797,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL625275,,BAO_0000218,
9798,,In vivo,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL625276,,BAO_0000218,
9799,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL625277,,BAO_0000218,
9800,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL625278,,BAO_0000218,
9801,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL625279,,BAO_0000218,
9802,,,A,1977.0,10116.0,N,1,Intermediate,1,,CHEMBL625280,,BAO_0000218,
9803,,,A,1977.0,10116.0,N,1,Intermediate,1,,CHEMBL876797,,BAO_0000218,
9804,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL625281,,BAO_0000218,
9805,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL873827,,BAO_0000218,
9806,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL625282,,BAO_0000218,
9807,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL625283,,BAO_0000218,
9808,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL625284,,BAO_0000218,
9809,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL625285,,BAO_0000218,
9810,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL625286,,BAO_0000218,
9811,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL625287,,BAO_0000218,
9812,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL625288,,BAO_0000218,
9813,,,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL625289,,BAO_0000218,
9814,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL625290,,BAO_0000218,
9815,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL876798,,BAO_0000218,
9816,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL625291,,BAO_0000218,
9817,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL625292,,BAO_0000218,
9818,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL625293,,BAO_0000218,
9819,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622832,,BAO_0000218,
9820,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622833,,BAO_0000218,
9821,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622834,,BAO_0000218,
9822,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL622835,,BAO_0000218,
9823,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL622836,,BAO_0000218,
9824,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL622837,,BAO_0000218,
9825,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL622838,,BAO_0000218,
9826,,,A,955.0,10116.0,N,1,Intermediate,1,,CHEMBL622839,,BAO_0000218,
9827,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622840,,BAO_0000218,
9828,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622841,,BAO_0000218,
9829,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622842,,BAO_0000218,
9830,,In vitro,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622843,,BAO_0000218,
9831,,In vitro,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622844,,BAO_0000218,
9832,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622845,,BAO_0000218,
9833,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622846,,BAO_0000218,
9834,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622847,,BAO_0000218,
9835,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622848,,BAO_0000218,
9836,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL622849,,BAO_0000218,
9837,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622850,,BAO_0000218,
9838,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL876807,,BAO_0000218,
9839,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622851,,BAO_0000218,
9840,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622852,,BAO_0000218,
9841,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622853,,BAO_0000218,
9842,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622854,,BAO_0000218,
9843,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622855,,BAO_0000218,
9844,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622856,,BAO_0000218,
9845,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622857,,BAO_0000218,
9846,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622858,,BAO_0000218,
9847,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622859,,BAO_0000218,
9848,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622860,,BAO_0000218,
9849,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622861,,BAO_0000218,
9850,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622862,,BAO_0000218,
9851,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622863,,BAO_0000218,
9852,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL623817,,BAO_0000218,
9853,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL623818,,BAO_0000218,
9854,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL623819,,BAO_0000218,
9855,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL623820,,BAO_0000218,
9856,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL623821,,BAO_0000218,
9857,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL623822,,BAO_0000218,
9858,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL623823,,BAO_0000218,
9859,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL623824,,BAO_0000218,
9860,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL623825,,BAO_0000218,
9861,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622070,,BAO_0000218,
9862,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622071,,BAO_0000218,
9863,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622072,,BAO_0000218,
9864,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622073,,BAO_0000218,
9865,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622074,,BAO_0000218,
9866,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622075,,BAO_0000218,
9867,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622076,,BAO_0000218,
9868,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622077,,BAO_0000218,
9869,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622078,,BAO_0000218,
9870,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622079,,BAO_0000218,
9871,,,A,1969.0,10116.0,N,1,Intermediate,1,,CHEMBL622080,,BAO_0000218,
9872,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL877612,,BAO_0000218,
9873,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622081,,BAO_0000218,
9874,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622082,,BAO_0000218,
9875,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622083,,BAO_0000218,
9876,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622084,,BAO_0000218,
9877,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622085,,BAO_0000218,
9878,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622086,,BAO_0000218,
9879,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622087,,BAO_0000218,
9880,,,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL622088,,BAO_0000218,
9881,,,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL622089,,BAO_0000218,
9882,,,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL623685,,BAO_0000218,
9883,,,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL623686,,BAO_0000218,
9884,,In vivo,A,945.0,10116.0,N,1,Intermediate,1,,CHEMBL623687,,BAO_0000218,
9885,,In vivo,A,945.0,10116.0,N,1,Intermediate,1,,CHEMBL623688,,BAO_0000218,
9886,,In vivo,A,945.0,10116.0,N,1,Intermediate,1,,CHEMBL623689,,BAO_0000218,
9887,,In vivo,A,945.0,10116.0,N,1,Intermediate,1,,CHEMBL622485,,BAO_0000218,
9888,,In vivo,A,2046.0,10116.0,N,1,Intermediate,1,,CHEMBL622486,,BAO_0000218,
9889,,In vivo,A,2046.0,10116.0,N,1,Intermediate,1,,CHEMBL877613,,BAO_0000218,
9890,,In vivo,A,2046.0,10116.0,N,1,Intermediate,1,,CHEMBL622487,,BAO_0000218,
9891,,In vivo,A,2046.0,10116.0,N,1,Intermediate,1,,CHEMBL622488,,BAO_0000218,
9892,,In vivo,A,948.0,10116.0,N,1,Intermediate,1,,CHEMBL622489,,BAO_0000218,
9893,,,A,1088.0,10116.0,N,1,Intermediate,1,,CHEMBL622490,,BAO_0000218,
9894,,,A,1088.0,10116.0,N,1,Intermediate,1,,CHEMBL622491,,BAO_0000218,
9895,,,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL622492,,BAO_0000218,
9896,,,A,1088.0,10116.0,N,1,Intermediate,1,,CHEMBL622493,,BAO_0000218,
9897,,,A,1088.0,10116.0,N,1,Intermediate,1,,CHEMBL622494,,BAO_0000218,
9898,,,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL622495,,BAO_0000218,
9899,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622496,,BAO_0000218,
9900,,,A,1088.0,10116.0,N,1,Intermediate,1,,CHEMBL622497,,BAO_0000218,
9901,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622498,,BAO_0000218,
9902,,,A,1088.0,10116.0,N,1,Intermediate,1,,CHEMBL624918,,BAO_0000218,
9903,,,A,1088.0,10116.0,N,1,Intermediate,1,,CHEMBL624919,,BAO_0000218,
9904,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL624920,,BAO_0000218,
9905,,In vivo,A,178.0,10116.0,N,1,Intermediate,1,,CHEMBL624921,,BAO_0000218,
9906,,In vivo,A,955.0,10116.0,N,1,Intermediate,1,,CHEMBL624922,,BAO_0000218,
9907,,In vivo,A,948.0,10116.0,N,1,Intermediate,1,,CHEMBL624923,,BAO_0000218,
9908,,In vivo,A,948.0,10116.0,N,1,Intermediate,1,,CHEMBL624924,,BAO_0000218,
9909,,In vivo,A,2113.0,10116.0,N,1,Intermediate,1,,CHEMBL624925,,BAO_0000218,
9910,,In vivo,A,2113.0,10116.0,N,1,Intermediate,1,,CHEMBL624926,,BAO_0000218,
9911,,In vivo,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL624927,,BAO_0000218,
9912,,In vivo,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL874402,,BAO_0000218,
9913,,In vivo,A,2048.0,10116.0,N,1,Intermediate,1,,CHEMBL624928,,BAO_0000218,
9914,,In vivo,A,2048.0,10116.0,N,1,Intermediate,1,,CHEMBL624929,,BAO_0000218,
9915,,In vivo,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL624930,,BAO_0000218,
9916,,In vivo,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL624931,,BAO_0000218,
9917,,,A,948.0,10116.0,N,1,Intermediate,1,,CHEMBL624932,,BAO_0000218,
9918,,,A,948.0,10116.0,N,1,Intermediate,1,,CHEMBL624933,,BAO_0000218,
9919,,,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL624934,,BAO_0000218,
9920,,,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL624935,,BAO_0000218,
9921,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624936,,BAO_0000218,
9922,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624937,,BAO_0000218,
9923,,,A,2106.0,10116.0,N,1,Intermediate,1,,CHEMBL624938,,BAO_0000218,
9924,,,A,2106.0,10116.0,N,1,Intermediate,1,,CHEMBL624939,,BAO_0000218,
9925,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624940,,BAO_0000218,
9926,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL874403,,BAO_0000218,
9927,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624941,,BAO_0000218,
9928,,,A,1088.0,10116.0,N,1,Intermediate,1,,CHEMBL624942,,BAO_0000218,
9929,,,A,1088.0,10116.0,N,1,Intermediate,1,,CHEMBL624943,,BAO_0000218,
9930,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL624944,,BAO_0000218,
9931,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL624945,,BAO_0000218,
9932,,In vivo,A,,10116.0,N,1,Intermediate,1,,CHEMBL624946,,BAO_0000218,
9933,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624947,,BAO_0000218,
9934,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624948,,BAO_0000218,
9935,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624949,,BAO_0000218,
9936,,,A,2113.0,10116.0,N,1,Intermediate,1,,CHEMBL622025,,BAO_0000218,
9937,,,A,2113.0,10116.0,N,1,Intermediate,1,,CHEMBL622026,,BAO_0000218,
9938,,,A,2113.0,10116.0,N,1,Intermediate,1,,CHEMBL622027,,BAO_0000218,
9939,,,A,2113.0,10116.0,N,1,Intermediate,1,,CHEMBL622028,,BAO_0000218,
9940,,,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL622029,,BAO_0000218,
9941,,,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL622208,,BAO_0000218,
9942,,,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL622209,,BAO_0000218,
9943,,,A,2107.0,10116.0,N,1,Intermediate,1,,CHEMBL622210,,BAO_0000218,
9944,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622211,,BAO_0000218,
9945,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622212,,BAO_0000218,
9946,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL622213,,BAO_0000218,
9947,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL874404,,BAO_0000218,
9948,,,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL620452,,BAO_0000218,
9949,,,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL620453,,BAO_0000218,
9950,,,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL620454,,BAO_0000218,
9951,,,A,2385.0,10116.0,N,1,Intermediate,1,,CHEMBL624067,,BAO_0000218,
9952,,,A,,10116.0,N,1,Intermediate,1,,CHEMBL624068,,BAO_0000218,
9953,,,A,992.0,10116.0,N,1,Intermediate,1,,CHEMBL624069,,BAO_0000218,
9954,,,A,992.0,10116.0,N,1,Intermediate,1,,CHEMBL624070,,BAO_0000218,
9955,,,A,992.0,10116.0,N,1,Intermediate,1,,CHEMBL624071,,BAO_0000218,
9956,,,A,995.0,10116.0,N,1,Intermediate,1,,CHEMBL624072,,BAO_0000218,
9957,,,A,995.0,10116.0,N,1,Intermediate,1,,CHEMBL624073,,BAO_0000218,
