assay_id,assay_tax_id,assay_test_type,relationship_type,assay_category,doc_id,assay_strain,tid,assay_type,assay_organism,assay_cell_type,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id
9270,10116.0,,N,,4527,,50597,A,Rattus norvegicus,,,CHEMBL627831,,BAO_0000218,,
9271,10116.0,,N,,15662,,50597,A,Rattus norvegicus,,,CHEMBL627832,,BAO_0000218,,
9272,10116.0,,N,,4413,,50597,A,Rattus norvegicus,,,CHEMBL627833,,BAO_0000218,,
9273,10116.0,,N,,3598,,50597,A,Rattus norvegicus,,,CHEMBL627834,,BAO_0000218,,
9274,10116.0,,N,,3598,,50597,A,Rattus norvegicus,,,CHEMBL628004,,BAO_0000218,,
9275,10116.0,,N,,5964,,50597,A,Rattus norvegicus,,,CHEMBL628005,,BAO_0000218,,
9276,10116.0,,N,,4689,,50597,A,Rattus norvegicus,,,CHEMBL628006,,BAO_0000218,,
9277,10116.0,,N,,4186,,50597,A,Rattus norvegicus,,,CHEMBL628007,,BAO_0000218,,
9278,10116.0,,N,,5510,,50597,A,Rattus norvegicus,,,CHEMBL625676,,BAO_0000218,,
9279,10116.0,,N,,17858,,50597,A,Rattus norvegicus,,,CHEMBL631309,,BAO_0000218,,
9280,10116.0,,N,,17804,,50597,A,Rattus norvegicus,,,CHEMBL631310,,BAO_0000218,,
9281,10116.0,,N,,6106,,50597,A,Rattus norvegicus,,,CHEMBL631311,,BAO_0000218,,
9282,10116.0,,N,,5964,,50597,A,Rattus norvegicus,,,CHEMBL631312,,BAO_0000218,,
9283,10116.0,,N,,4026,,50597,A,Rattus norvegicus,,,CHEMBL631313,,BAO_0000218,,
9284,10116.0,,N,,4756,,50597,A,Rattus norvegicus,,,CHEMBL631314,,BAO_0000218,,
9285,10116.0,,N,,4756,,50597,A,Rattus norvegicus,,,CHEMBL631315,,BAO_0000218,,
9286,10116.0,,N,,5862,,50597,A,Rattus norvegicus,,,CHEMBL631316,,BAO_0000218,,
9287,10116.0,,N,,5862,,50597,A,Rattus norvegicus,,,CHEMBL631317,,BAO_0000218,,
9288,10116.0,,N,,6644,,50597,A,Rattus norvegicus,,,CHEMBL874471,,BAO_0000218,,
9289,10116.0,,N,,5871,,50597,A,Rattus norvegicus,,,CHEMBL631318,,BAO_0000218,,
9290,10116.0,,N,,5919,,50597,A,Rattus norvegicus,,,CHEMBL631319,,BAO_0000218,1969.0,
9291,10116.0,,N,,5939,,50597,A,Rattus norvegicus,,,CHEMBL631320,,BAO_0000218,,
9292,10116.0,,N,,5939,,50597,A,Rattus norvegicus,,,CHEMBL631321,,BAO_0000218,,
9293,10116.0,,N,,10,,50597,A,Rattus norvegicus,,,CHEMBL631322,,BAO_0000218,,
9294,10116.0,,N,,11149,,50597,A,Rattus norvegicus,,,CHEMBL631323,,BAO_0000218,,
9295,10116.0,,N,,5302,,50597,A,Rattus norvegicus,,,CHEMBL631324,,BAO_0000218,,
9296,10116.0,,N,,17796,,50597,A,Rattus norvegicus,,,CHEMBL631325,,BAO_0000218,,
9297,10116.0,,N,,4890,,50597,A,Rattus norvegicus,,,CHEMBL631326,,BAO_0000218,,
9298,10116.0,,N,,6011,,50597,A,Rattus norvegicus,,,CHEMBL631327,,BAO_0000218,,
9299,10116.0,,N,,5375,,50597,A,Rattus norvegicus,,,CHEMBL631328,,BAO_0000218,,
9300,10116.0,,N,,17764,,50597,A,Rattus norvegicus,,,CHEMBL631329,,BAO_0000218,,
9301,10116.0,,N,,4368,,50597,A,Rattus norvegicus,,,CHEMBL627217,,BAO_0000218,,
9302,10116.0,,N,,5610,,50597,A,Rattus norvegicus,,,CHEMBL626352,,BAO_0000218,,
9303,10116.0,,N,,5833,,50597,A,Rattus norvegicus,,,CHEMBL626353,,BAO_0000218,,
9304,10116.0,,N,,4257,,50597,A,Rattus norvegicus,,,CHEMBL626354,,BAO_0000218,,
9305,10116.0,,N,,5937,,50597,A,Rattus norvegicus,,,CHEMBL626355,,BAO_0000218,,
9306,10116.0,,N,,5932,,50597,A,Rattus norvegicus,,,CHEMBL626356,,BAO_0000218,,
9307,10116.0,,N,,5932,,50597,A,Rattus norvegicus,,,CHEMBL626357,,BAO_0000218,,
9308,10116.0,,N,,17411,,50597,A,Rattus norvegicus,,,CHEMBL626358,,BAO_0000218,,
9309,10116.0,,N,,17411,,50597,A,Rattus norvegicus,,,CHEMBL626359,,BAO_0000218,,
9310,10116.0,,N,,17771,,50597,A,Rattus norvegicus,,,CHEMBL626360,,BAO_0000218,1969.0,
9311,10116.0,,N,,1628,,50597,A,Rattus norvegicus,,,CHEMBL626361,,BAO_0000218,,
9312,10116.0,,N,,1628,,50597,A,Rattus norvegicus,,,CHEMBL626362,,BAO_0000218,,
9313,10116.0,,N,,17411,,50597,A,Rattus norvegicus,,,CHEMBL626363,,BAO_0000218,,
9314,10116.0,,N,,4910,,50597,A,Rattus norvegicus,,,CHEMBL626970,,BAO_0000218,,
9315,10116.0,,N,,4910,,50597,A,Rattus norvegicus,,,CHEMBL626971,,BAO_0000218,,
9316,10116.0,,N,,4910,,50597,A,Rattus norvegicus,,,CHEMBL626972,,BAO_0000218,1969.0,
9317,10116.0,,N,,4910,,50597,A,Rattus norvegicus,,,CHEMBL626973,,BAO_0000218,1969.0,
9318,10116.0,,N,,4910,,50597,A,Rattus norvegicus,,,CHEMBL626974,,BAO_0000218,1969.0,
9319,10116.0,,N,,4910,,50597,A,Rattus norvegicus,,,CHEMBL874592,,BAO_0000218,1969.0,
9320,10116.0,,N,,5510,,50597,A,Rattus norvegicus,,,CHEMBL626975,,BAO_0000218,,
9321,10116.0,,N,,5510,,50597,A,Rattus norvegicus,,,CHEMBL626976,,BAO_0000218,,
9322,10116.0,,N,,5510,,50597,A,Rattus norvegicus,,,CHEMBL626977,,BAO_0000218,,
9323,10116.0,,N,,5510,,50597,A,Rattus norvegicus,,,CHEMBL626978,,BAO_0000218,,
9324,10116.0,,N,,16427,,50597,A,Rattus norvegicus,,,CHEMBL626979,,BAO_0000218,,
9325,10116.0,In vivo,N,,4689,,50597,A,Rattus norvegicus,,,CHEMBL626980,,BAO_0000218,1969.0,
9326,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL626981,,BAO_0000218,178.0,
9327,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL626982,,BAO_0000218,178.0,
9328,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL626983,,BAO_0000218,178.0,
9329,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622522,,BAO_0000218,178.0,
9330,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622523,,BAO_0000218,178.0,
9331,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622524,,BAO_0000218,178.0,
9332,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622525,,BAO_0000218,955.0,
9333,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622526,,BAO_0000218,955.0,
9334,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL619849,,BAO_0000218,955.0,
9335,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL619850,,BAO_0000218,955.0,
9336,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL623864,,BAO_0000218,955.0,
9337,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL623865,,BAO_0000218,955.0,
9338,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL623866,,BAO_0000218,948.0,
9339,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL623867,,BAO_0000218,948.0,
9340,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL877615,,BAO_0000218,948.0,
9341,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL623868,,BAO_0000218,948.0,
9342,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL623869,,BAO_0000218,948.0,
9343,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL623870,,BAO_0000218,948.0,
9344,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL623871,,BAO_0000218,2048.0,
9345,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL623872,,BAO_0000218,2048.0,
9346,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL622129,,BAO_0000218,2048.0,
9347,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL622130,,BAO_0000218,2048.0,
9348,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL622131,,BAO_0000218,2048.0,
9349,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL622132,,BAO_0000218,2048.0,
9350,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL622133,,BAO_0000218,2048.0,
9351,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL622134,,BAO_0000218,2048.0,
9352,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL622135,,BAO_0000218,2048.0,
9353,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL622136,,BAO_0000218,2048.0,
9354,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL622137,,BAO_0000218,2385.0,
9355,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL622138,,BAO_0000218,2385.0,
9356,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL623017,,BAO_0000218,2385.0,
9357,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL623018,,BAO_0000218,2385.0,
9358,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL623019,,BAO_0000218,2385.0,
9359,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL623020,,BAO_0000218,2385.0,
9360,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL623021,,BAO_0000218,2385.0,
9361,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL623022,,BAO_0000218,2385.0,
9362,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL623023,,BAO_0000218,2385.0,
9363,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL623024,,BAO_0000218,2385.0,
9364,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL623025,,BAO_0000218,2385.0,
9365,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL620545,,BAO_0000218,2385.0,
9366,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL620546,,BAO_0000218,2385.0,
9367,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL620547,,BAO_0000218,2385.0,
9368,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL620548,,BAO_0000218,2385.0,
9369,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL620549,,BAO_0000218,2385.0,
9370,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL620550,,BAO_0000218,2385.0,
9371,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL620551,,BAO_0000218,2385.0,
9372,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL620552,,BAO_0000218,2385.0,
9373,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL620553,,BAO_0000218,2385.0,
9374,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL620554,,BAO_0000218,2385.0,
9375,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL875845,,BAO_0000218,2385.0,
9376,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL620555,,BAO_0000218,2385.0,
9377,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL620556,,BAO_0000218,2385.0,
9378,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL620557,,BAO_0000218,2385.0,
9379,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL620558,,BAO_0000218,,
9380,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL620559,,BAO_0000218,,
9381,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL622939,,BAO_0000218,,
9382,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL622940,,BAO_0000218,,
9383,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL622941,,BAO_0000218,,
9384,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL622942,,BAO_0000218,,
9385,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL622943,,BAO_0000218,,
9386,10116.0,,N,,16434,,50597,A,Rattus norvegicus,,,CHEMBL622944,,BAO_0000218,,
9387,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL622945,,BAO_0000218,,
9388,10116.0,,N,,16435,,50597,A,Rattus norvegicus,,,CHEMBL622946,,BAO_0000218,,
9389,10116.0,,N,,3341,,50597,A,Rattus norvegicus,,,CHEMBL622947,,BAO_0000218,,
9390,10116.0,In vivo,N,,3634,,50597,A,Rattus norvegicus,,,CHEMBL622948,,BAO_0000218,1969.0,
9391,10116.0,In vivo,N,,3634,,50597,A,Rattus norvegicus,,,CHEMBL622949,,BAO_0000218,1969.0,
9392,10116.0,,N,,4839,,50597,A,Rattus norvegicus,,,CHEMBL622950,,BAO_0000218,,
9393,9544.0,In vivo,U,,5005,,22224,A,Macaca mulatta,,,CHEMBL622951,,BAO_0000218,1969.0,
9394,10116.0,,U,,5005,,22224,A,Rattus norvegicus,,,CHEMBL622952,,BAO_0000366,1969.0,
9395,10116.0,,U,,5005,,22224,A,Rattus norvegicus,,,CHEMBL622953,,BAO_0000366,1969.0,
9396,10116.0,,N,,1094,,50597,A,Rattus norvegicus,,,CHEMBL873818,,BAO_0000218,1969.0,
9397,10116.0,In vivo,N,,5031,,50597,A,Rattus norvegicus,,,CHEMBL622954,,BAO_0000218,,
9398,10116.0,In vivo,N,,6518,,50597,A,Rattus norvegicus,,,CHEMBL622955,,BAO_0000218,,
9399,10116.0,In vivo,N,,6518,,50597,A,Rattus norvegicus,,,CHEMBL875229,,BAO_0000218,,
9400,10116.0,In vivo,N,,6518,,50597,A,Rattus norvegicus,,,CHEMBL622956,,BAO_0000218,,
9401,10116.0,In vivo,N,,6518,,50597,A,Rattus norvegicus,,,CHEMBL622957,,BAO_0000218,,
9402,10116.0,In vivo,N,,5408,,50597,A,Rattus norvegicus,,,CHEMBL622958,,BAO_0000218,955.0,
9403,10116.0,In vivo,N,,5408,,50597,A,Rattus norvegicus,,,CHEMBL622959,,BAO_0000218,1969.0,
9404,10116.0,In vivo,N,,5408,,50597,A,Rattus norvegicus,,,CHEMBL622960,,BAO_0000218,955.0,
9405,10116.0,In vivo,N,,5408,,50597,A,Rattus norvegicus,,,CHEMBL622961,,BAO_0000218,1969.0,
9406,10116.0,In vivo,N,,4687,,50597,A,Rattus norvegicus,,,CHEMBL622962,,BAO_0000218,,
9407,10116.0,,N,,6640,,50597,A,Rattus norvegicus,,,CHEMBL622963,,BAO_0000218,,
9408,10116.0,,N,,6640,,50597,A,Rattus norvegicus,,,CHEMBL622964,,BAO_0000218,,
9409,10116.0,,N,,6641,,50597,A,Rattus norvegicus,,,CHEMBL622965,,BAO_0000218,,
9410,10116.0,,N,,6640,,50597,A,Rattus norvegicus,,,CHEMBL622966,,BAO_0000218,,
9411,10116.0,,N,,6641,,50597,A,Rattus norvegicus,,,CHEMBL622967,,BAO_0000218,,
9412,10116.0,In vivo,N,,17411,,50597,A,Rattus norvegicus,,,CHEMBL622968,,BAO_0000218,2113.0,
9413,10116.0,In vivo,N,,17411,,50597,A,Rattus norvegicus,,,CHEMBL622969,,BAO_0000218,2107.0,
9414,10116.0,In vivo,N,,17411,,50597,A,Rattus norvegicus,,,CHEMBL875327,,BAO_0000218,2048.0,
9415,10116.0,In vivo,N,,6570,,50597,A,Rattus norvegicus,,,CHEMBL628638,,BAO_0000218,,
9416,10116.0,In vivo,N,,6570,,50597,A,Rattus norvegicus,,,CHEMBL628639,,BAO_0000218,,
9417,10116.0,In vivo,N,,17411,,50597,A,Rattus norvegicus,,,CHEMBL625840,,BAO_0000218,,
9418,10116.0,In vivo,N,,4722,,50597,A,Rattus norvegicus,,,CHEMBL625841,,BAO_0000218,,
9419,10116.0,In vivo,N,,5978,,50597,A,Rattus norvegicus,,,CHEMBL625842,,BAO_0000218,,
9420,10116.0,In vivo,N,,5978,,50597,A,Rattus norvegicus,,,CHEMBL625843,,BAO_0000218,,
9421,10116.0,In vivo,N,,5978,,50597,A,Rattus norvegicus,,,CHEMBL625844,,BAO_0000218,,
9422,10116.0,In vivo,N,,5978,,50597,A,Rattus norvegicus,,,CHEMBL873822,,BAO_0000218,,
9423,10116.0,In vivo,N,,5978,,50597,A,Rattus norvegicus,,,CHEMBL625845,,BAO_0000218,,
9424,10116.0,In vivo,N,,5978,,50597,A,Rattus norvegicus,,,CHEMBL627059,,BAO_0000218,,
9425,10116.0,In vivo,N,,5978,,50597,A,Rattus norvegicus,,,CHEMBL627060,,BAO_0000218,,
9426,10116.0,In vivo,N,,5978,,50597,A,Rattus norvegicus,,,CHEMBL627061,,BAO_0000218,,
9427,10116.0,In vivo,N,,4762,,50597,A,Rattus norvegicus,,,CHEMBL627709,,BAO_0000218,,
9428,10116.0,In vivo,N,,5327,,50597,A,Rattus norvegicus,,,CHEMBL627710,,BAO_0000218,,
9429,10116.0,,N,,4847,,50597,A,Rattus norvegicus,,,CHEMBL627711,,BAO_0000218,,
9430,10116.0,In vivo,N,,17720,,50597,A,Rattus norvegicus,,,CHEMBL627712,,BAO_0000218,1969.0,
9431,10116.0,In vivo,N,,4723,,50597,A,Rattus norvegicus,,,CHEMBL627713,,BAO_0000218,,
9432,10116.0,In vivo,N,,4723,,50597,A,Rattus norvegicus,,,CHEMBL627714,,BAO_0000218,,
9433,9541.0,In vivo,U,,4256,,22224,A,Macaca fascicularis,,,CHEMBL627889,,BAO_0000218,,
9434,10116.0,In vivo,U,,4256,,22224,A,Rattus norvegicus,,,CHEMBL627890,,BAO_0000218,,
9435,10116.0,In vivo,N,,4722,,50597,A,Rattus norvegicus,,,CHEMBL627891,,BAO_0000218,,
9436,10116.0,In vivo,N,,6535,,50597,A,Rattus norvegicus,,,CHEMBL627892,,BAO_0000218,1969.0,
9437,10116.0,In vivo,N,,6535,,50597,A,Rattus norvegicus,,,CHEMBL627893,,BAO_0000218,1969.0,
9438,10116.0,,N,,1435,,50597,A,Rattus norvegicus,,,CHEMBL627894,,BAO_0000218,1969.0,
9439,10116.0,,N,,1435,,50597,A,Rattus norvegicus,,,CHEMBL627895,,BAO_0000218,1969.0,
9440,10116.0,,N,,5206,,50597,A,Rattus norvegicus,,,CHEMBL627896,,BAO_0000218,,
9441,10116.0,,N,,6080,,50597,A,Rattus norvegicus,,,CHEMBL627897,,BAO_0000218,1969.0,
9442,10116.0,,N,,4449,,50597,A,Rattus norvegicus,,,CHEMBL627898,,BAO_0000218,,
9443,10116.0,,N,,6057,,50597,A,Rattus norvegicus,,,CHEMBL627899,,BAO_0000218,,
9444,10116.0,,N,,6057,,50597,A,Rattus norvegicus,,,CHEMBL873823,,BAO_0000218,,
9445,10116.0,,N,,3747,,50597,A,Rattus norvegicus,,,CHEMBL627900,,BAO_0000218,,
9446,10116.0,In vivo,N,,17858,,50597,A,Rattus norvegicus,,,CHEMBL627901,,BAO_0000218,,
9447,10116.0,In vivo,N,,16365,,50597,A,Rattus norvegicus,,,CHEMBL627902,,BAO_0000218,,
9448,10116.0,In vivo,N,,16365,,50597,A,Rattus norvegicus,,,CHEMBL627903,,BAO_0000218,,
9449,10116.0,,N,,5031,,50597,A,Rattus norvegicus,,,CHEMBL627904,,BAO_0000218,,
9450,10116.0,,N,,4722,,50597,A,Rattus norvegicus,,,CHEMBL627905,,BAO_0000218,,
9451,10116.0,,N,,6078,,50597,A,Rattus norvegicus,,,CHEMBL627906,,BAO_0000218,,
9452,10116.0,,N,,6078,,50597,A,Rattus norvegicus,,,CHEMBL627907,,BAO_0000218,,
9453,10116.0,,N,,6078,,50597,A,Rattus norvegicus,,,CHEMBL876783,,BAO_0000218,,
9454,10116.0,,N,,6078,,50597,A,Rattus norvegicus,,,CHEMBL627908,,BAO_0000218,,
9455,10116.0,,N,,17065,,50597,A,Rattus norvegicus,,,CHEMBL627909,,BAO_0000218,,
9456,10116.0,,N,,1353,,50597,A,Rattus norvegicus,,,CHEMBL627910,,BAO_0000218,,
9457,10116.0,,N,,1353,,50597,A,Rattus norvegicus,,,CHEMBL627911,,BAO_0000218,,
9458,10116.0,,N,,1353,,50597,A,Rattus norvegicus,,,CHEMBL627912,,BAO_0000218,,
9459,10116.0,,N,,1353,,50597,A,Rattus norvegicus,,,CHEMBL627913,,BAO_0000218,,
9460,10116.0,,N,,1353,,50597,A,Rattus norvegicus,,,CHEMBL627914,,BAO_0000218,,
9461,10116.0,,N,,16423,,50597,A,Rattus norvegicus,,,CHEMBL627915,,BAO_0000218,,
9462,10116.0,,N,,16423,,50597,A,Rattus norvegicus,,,CHEMBL627916,,BAO_0000218,,
9463,10116.0,,N,,6062,,50597,A,Rattus norvegicus,,,CHEMBL627917,,BAO_0000218,,
9464,10116.0,,N,,6056,,50597,A,Rattus norvegicus,,,CHEMBL627918,,BAO_0000218,,
9465,10116.0,,N,,5182,,50597,A,Rattus norvegicus,,,CHEMBL627919,,BAO_0000218,,
9466,10116.0,,N,,6410,,50597,A,Rattus norvegicus,,,CHEMBL627920,,BAO_0000218,,
9467,10116.0,,N,,6410,,50597,A,Rattus norvegicus,,,CHEMBL627921,,BAO_0000218,,
9468,10116.0,,N,,4723,,50597,A,Rattus norvegicus,,,CHEMBL627922,,BAO_0000218,,
9469,10116.0,,N,,4723,,50597,A,Rattus norvegicus,,,CHEMBL876784,,BAO_0000218,,
9470,10116.0,,N,,4723,,50597,A,Rattus norvegicus,,,CHEMBL627923,,BAO_0000218,,
9471,10116.0,,N,,4723,,50597,A,Rattus norvegicus,,,CHEMBL626208,,BAO_0000218,,
9472,10116.0,,N,,4723,,50597,A,Rattus norvegicus,,,CHEMBL626209,,BAO_0000218,,
9473,10116.0,,N,,4723,,50597,A,Rattus norvegicus,,,CHEMBL626210,,BAO_0000218,,
9474,10116.0,,N,,2463,,50597,A,Rattus norvegicus,,,CHEMBL627994,,BAO_0000218,1969.0,
9475,10116.0,,N,,4709,,50597,A,Rattus norvegicus,,,CHEMBL627995,,BAO_0000218,,
9476,10116.0,,N,,4075,,50597,A,Rattus norvegicus,,,CHEMBL627996,,BAO_0000218,,
9477,10116.0,,N,,5394,,50597,A,Rattus norvegicus,,,CHEMBL627997,,BAO_0000218,,
9478,10116.0,,N,,2661,,50597,A,Rattus norvegicus,,,CHEMBL627998,,BAO_0000218,,
9479,10116.0,,N,,2661,,50597,A,Rattus norvegicus,,,CHEMBL628640,,BAO_0000218,,
9480,10116.0,,N,,2661,,50597,A,Rattus norvegicus,,,CHEMBL628641,,BAO_0000218,,
9481,10116.0,,N,,2661,,50597,A,Rattus norvegicus,,,CHEMBL628642,,BAO_0000218,,
9482,10116.0,,N,,17791,,50597,A,Rattus norvegicus,,,CHEMBL628643,,BAO_0000218,,
9483,10116.0,,N,,2591,,50597,A,Rattus norvegicus,,,CHEMBL628644,,BAO_0000218,,
9484,10116.0,,N,,6567,,50597,A,Rattus norvegicus,,,CHEMBL628645,,BAO_0000218,,
9485,10116.0,,N,,6211,,50597,A,Rattus norvegicus,,,CHEMBL628646,,BAO_0000218,,
9486,10116.0,,N,,5529,,50597,A,Rattus norvegicus,,,CHEMBL628647,,BAO_0000218,,
9487,10116.0,,N,,5408,,50597,A,Rattus norvegicus,,,CHEMBL628648,,BAO_0000218,,
9488,10116.0,,N,,5408,,50597,A,Rattus norvegicus,,,CHEMBL625358,,BAO_0000218,,
9489,10116.0,,N,,5408,,50597,A,Rattus norvegicus,,,CHEMBL625359,,BAO_0000218,,
9490,10116.0,,N,,5408,,50597,A,Rattus norvegicus,,,CHEMBL625360,,BAO_0000218,,
9491,10116.0,,N,,429,,50597,A,Rattus norvegicus,,,CHEMBL625361,,BAO_0000218,,
9492,10116.0,,N,,429,,50597,A,Rattus norvegicus,,,CHEMBL625362,,BAO_0000218,,
9493,10116.0,,N,,429,,50597,A,Rattus norvegicus,,,CHEMBL625363,,BAO_0000218,,
9494,10116.0,,N,,4796,,50597,A,Rattus norvegicus,,,CHEMBL625364,,BAO_0000218,,
9495,10116.0,,N,,5974,,50597,A,Rattus norvegicus,,,CHEMBL625365,,BAO_0000218,,
9496,10116.0,,N,,5974,,50597,A,Rattus norvegicus,,,CHEMBL625366,,BAO_0000218,,
9497,10116.0,,N,,5974,,50597,A,Rattus norvegicus,,,CHEMBL625367,,BAO_0000218,,
9498,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL625368,,BAO_0000218,2113.0,
9499,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL625369,,BAO_0000218,2113.0,
9500,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL625370,,BAO_0000218,2113.0,
9501,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL625371,,BAO_0000218,2113.0,
9502,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL625372,,BAO_0000218,2113.0,
9503,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL625373,,BAO_0000218,2113.0,
9504,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL625374,,BAO_0000218,2107.0,
9505,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL877593,,BAO_0000218,2107.0,
9506,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL625375,,BAO_0000218,2107.0,
9507,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL625376,,BAO_0000218,2107.0,
9508,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL621973,,BAO_0000218,2107.0,
9509,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL621974,,BAO_0000218,2107.0,
9510,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL621975,,BAO_0000218,2048.0,
9511,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622166,,BAO_0000218,2048.0,
9512,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622167,,BAO_0000218,2048.0,
9513,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622168,,BAO_0000218,2048.0,
9514,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622169,,BAO_0000218,2048.0,
9515,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622170,,BAO_0000218,2048.0,
9516,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622171,,BAO_0000218,2046.0,
9517,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622172,,BAO_0000218,2046.0,
9518,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622173,,BAO_0000218,2046.0,
9519,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622174,,BAO_0000218,2046.0,
9520,10116.0,,N,,11450,,50597,A,Rattus norvegicus,,,CHEMBL622175,,BAO_0000218,2046.0,
