ammontare,cliente_id,pagamento_id,personale_id,noleggio_id,data_pagamento
6.99,574,15371,1,3220,2005-06-21 01:46:25
4.99,172,4682,2,13320,2005-08-19 19:35:33
0.99,528,14205,1,204,2005-05-26 07:30:37
4.99,523,14093,1,11827,2005-08-17 12:44:27
4.99,254,6857,2,8581,2005-07-29 12:02:06
4.99,544,14634,1,14498,2005-08-21 14:10:44
2.99,488,13175,2,8064,2005-07-28 17:15:38
4.99,130,3518,2,9637,2005-07-31 05:18:54
3.99,262,7091,2,14465,2005-08-21 12:54:22
5.99,357,9652,1,7366,2005-07-27 15:01:17
3.99,131,3538,1,5874,2005-07-10 19:02:51
7.99,239,6453,2,4920,2005-07-08 21:42:10
7.99,405,10951,2,5040,2005-07-09 03:16:34
0.99,154,4192,1,5101,2005-07-09 06:21:29
3.99,136,3670,2,6142,2005-07-11 08:54:09
2.99,374,10134,2,5945,2005-07-10 22:52:42
4.99,376,10197,1,11851,2005-08-17 13:30:27
3.99,118,3178,1,8314,2005-07-29 03:35:04
0.99,583,15635,1,14259,2005-08-21 06:00:22
0.99,51,1419,1,13868,2005-08-20 15:06:26
3.99,99,2676,1,6370,2005-07-11 21:28:32
5.99,573,15360,2,11912,2005-08-17 15:51:49
4.99,491,13239,2,2391,2005-06-18 15:33:30
5.99,504,13584,1,4329,2005-07-07 18:04:16
2.99,67,1842,2,13837,2005-08-20 14:19:03
6.99,509,13720,1,7848,2005-07-28 09:24:31
7.99,153,4179,2,15444,2005-08-23 00:46:52
5.99,558,14957,2,11567,2005-08-17 01:28:43
2.99,15,386,1,2486,2005-06-18 21:26:56
0.99,586,15703,1,12898,2005-08-19 03:54:34
4.99,30,850,1,15544,2005-08-23 04:17:56
4.99,155,4215,1,2869,2005-06-20 00:09:25
7.99,253,6836,1,14640,2005-08-21 19:03:19
4.99,179,4874,1,7054,2005-07-27 03:43:28
6.99,312,8458,2,1079,2005-05-31 10:48:17
4.99,363,9807,2,1426,2005-06-15 18:16:24
0.99,57,1591,2,15571,2005-08-23 05:26:30
2.99,27,724,2,2512,2005-06-18 23:48:47
6.99,599,16040,1,8965,2005-07-30 03:52:37
2.99,416,11249,1,6097,2005-07-11 06:21:43
5.99,534,14372,2,304,2005-05-26 21:21:28
0.99,366,9883,2,2214,2005-06-18 02:44:37
6.99,76,2073,2,8253,2005-07-29 00:57:06
4.99,15,409,1,13541,2005-08-20 03:41:41
2.99,202,5480,1,8351,2005-07-29 04:50:53
2.99,201,5466,2,14656,2005-08-21 19:39:28
0.99,201,5455,1,7106,2005-07-27 05:21:24
0.99,572,15314,1,2007,2005-06-17 11:47:17
4.99,253,6828,2,10404,2005-08-01 07:31:25
2.99,268,7257,2,5793,2005-07-10 14:33:00
5.99,565,15129,1,2321,2005-06-18 09:42:42
8.99,479,12946,1,9439,2005-07-30 21:38:12
2.99,425,11486,1,4659,2005-07-08 09:53:28
7.99,495,13337,2,5484,2005-07-09 23:54:37
4.99,438,11799,1,1431,2005-06-15 18:26:29
2.99,149,4066,1,3894,2005-07-06 19:01:39
0.99,248,6702,2,2371,2005-06-18 14:35:29
7.99,272,7356,2,7300,2005-07-27 12:50:17
0.99,446,12033,2,3168,2005-06-20 21:46:01
4.99,303,8228,1,7023,2005-07-27 02:32:44
2.99,32,886,1,4434,2005-07-07 22:48:34
0.99,312,8473,2,11248,2005-08-02 13:35:34
5.99,158,4323,1,15802,2005-08-23 14:26:51
4.99,164,4455,2,4548,2005-07-08 04:21:54
4.99,560,15001,2,7202,2005-07-27 09:00:20
3.99,212,5768,2,12562,2005-08-18 15:00:03
4.99,138,3733,2,8123,2005-07-28 19:28:23
6.99,400,10815,2,5212,2005-07-09 11:37:47
4.99,578,15487,2,2615,2005-06-19 07:29:13
4.99,503,13558,2,6950,2005-07-26 23:45:33
7.99,234,6307,2,10968,2005-08-02 04:03:13
7.99,575,15412,2,10629,2005-08-01 15:33:32
6.99,595,15936,1,6704,2005-07-12 12:50:24
2.99,328,8863,1,9835,2005-07-31 12:07:35
2.99,396,10721,2,6771,2005-07-12 15:54:40
2.99,131,3557,1,16042,2005-08-23 22:20:40
5.99,188,5114,2,10453,2005-08-01 09:13:27
4.99,226,6090,1,3466,2005-06-21 22:13:33
2.99,581,15566,2,4210,2005-07-07 11:36:20
7.99,268,7262,2,9436,2005-07-30 21:33:01
4.99,345,9333,2,12805,2005-08-19 00:36:34
0.99,104,2804,2,2928,2005-06-20 04:43:45
6.99,444,11979,2,4648,2005-07-08 09:31:27
4.99,263,7113,1,7706,2005-07-28 04:03:17
2.99,288,7813,1,15119,2005-08-22 12:41:33
0.99,275,7439,2,2414,2005-06-18 17:01:55
4.99,137,3707,2,11057,2005-08-02 06:38:19
4.99,481,12982,2,3285,2005-06-21 06:30:13
4.99,153,4175,1,14664,2005-08-21 19:48:47
4.99,198,5392,1,15433,2005-08-23 00:27:18
2.99,236,6364,1,6303,2005-07-11 17:55:43
0.99,543,14614,1,13187,2005-08-19 14:24:48
2.99,536,14441,1,8958,2005-07-30 03:34:26
3.99,488,13166,2,1655,2005-06-16 09:51:39
6.99,139,3763,1,5494,2005-07-10 00:15:00
7.99,285,7731,2,13102,2005-08-19 11:02:03
2.99,138,3729,1,6458,2005-07-12 01:08:52
8.99,347,9368,2,1711,2005-06-16 14:11:52
4.99,143,3878,1,16029,2005-08-23 21:54:02
4.99,26,713,2,14183,2005-08-21 03:24:29
6.99,273,7391,1,10768,2005-08-01 20:39:32
7.99,359,9691,2,4830,2005-07-08 17:56:23
6.99,222,6012,2,5592,2005-07-10 04:26:13
5.99,52,1452,2,15891,2005-08-23 17:00:12
5.99,313,8489,1,5255,2005-07-09 13:51:08
5.99,439,11853,2,11544,2005-08-17 00:55:07
4.99,151,4131,1,14856,2005-08-22 02:31:51
2.99,461,12457,2,12022,2005-08-17 19:52:45
6.99,311,8443,2,8167,2005-07-28 21:25:45
6.99,345,9324,1,7092,2005-07-27 04:46:00
4.99,591,15837,2,12227,2005-08-18 03:04:28
9.99,126,3403,1,11196,2005-08-02 11:42:40
6.99,176,4770,1,1836,2005-06-16 23:13:05
0.99,329,8877,2,2024,2005-06-17 13:00:51
6.99,281,7616,2,4864,2005-07-08 19:05:34
4.99,162,4404,1,688,2005-05-29 00:45:24
1.99,374,10126,1,1548,2005-06-16 01:43:33
2.99,429,11583,2,1798,2005-06-16 20:16:15
2.99,292,7921,1,15117,2005-08-22 12:38:20
0.99,235,6331,1,8120,2005-07-28 19:24:24
0.99,33,924,1,14623,2005-08-21 18:29:13
2.99,158,4301,1,6416,2005-07-11 23:29:14
0.99,508,13692,2,6646,2005-07-12 10:41:34
4.99,329,8893,2,9024,2005-07-30 05:44:42
2.99,26,709,2,11314,2005-08-02 16:04:08
2.99,424,11465,2,8999,2005-07-30 04:55:46
0.99,39,1088,1,10126,2005-07-31 21:36:07
7.99,295,8000,1,8108,2005-07-28 19:07:38
3.99,468,12639,2,13221,2005-08-19 15:45:47
0.99,346,9367,1,15827,2005-08-23 15:15:19
2.99,82,2218,2,145,2005-05-25 23:59:03
5.99,94,2570,1,13786,2005-08-20 12:13:24
8.99,393,10655,1,6930,2005-07-26 23:00:01
1.99,543,14615,2,15281,2005-08-22 19:10:26
3.99,494,13309,2,7258,2005-07-27 11:05:54
2.99,472,12765,1,6584,2005-07-12 06:43:36
6.99,212,5759,2,4916,2005-07-08 21:32:17
5.99,427,11536,1,1648,2005-06-16 09:17:07
2.99,309,8398,1,8501,2005-07-29 09:12:51
2.99,185,5039,1,12312,2005-08-18 06:07:26
4.99,48,1317,2,3758,2005-07-06 12:43:11
7.99,421,11376,1,3491,2005-07-05 23:41:08
1.99,323,8730,2,4572,2005-07-08 05:36:59
4.99,558,14935,2,1967,2005-06-17 09:19:52
0.99,20,542,2,15248,2005-08-22 17:53:06
4.99,359,9697,1,8174,2005-07-28 21:36:52
0.99,276,7483,2,10691,2005-08-01 18:09:53
3.99,555,14880,1,10921,2005-08-02 02:14:33
1.99,569,15246,1,11030,2005-08-02 05:51:20
3.99,560,15002,1,7891,2005-07-28 10:43:56
9.99,285,7720,1,7452,2005-07-27 18:26:39
2.99,77,2085,2,319,2005-05-26 23:52:13
5.99,520,13999,2,7198,2005-07-27 08:50:07
2.99,323,8748,1,12169,2005-08-18 01:05:54
0.99,364,9855,2,13936,2005-08-20 17:22:35
0.99,585,15668,1,2674,2005-06-19 11:47:59
2.99,23,611,2,4853,2005-07-08 18:43:18
0.99,472,12758,1,3254,2005-06-21 03:27:10
2.99,181,4947,2,13008,2006-02-14 15:16:03
5.99,438,11827,2,15893,2005-08-23 17:02:00
0.99,391,10605,2,8016,2005-07-28 15:35:41
4.99,301,8171,1,2611,2005-06-19 07:18:17
8.99,17,460,2,9382,2005-07-30 19:23:44
2.99,35,963,1,5013,2005-07-09 01:46:45
4.99,181,4920,2,4428,2005-07-07 22:29:40
4.99,99,2678,1,7039,2005-07-27 03:11:48
0.99,252,6796,2,6369,2005-07-11 21:23:36
4.99,291,7886,2,8697,2005-07-29 16:46:07
9.99,181,4926,1,8601,2005-07-29 13:03:31
2.99,221,5977,1,2331,2005-06-18 10:50:09
4.99,369,9988,2,9032,2005-07-30 06:06:54
4.99,384,10407,2,5797,2005-07-10 14:43:52
2.99,64,1762,1,13773,2005-08-20 11:50:14
4.99,440,11872,2,7585,2005-07-27 23:18:22
2.99,418,11295,1,2825,2005-06-19 20:32:19
7.99,348,9431,2,14937,2005-08-22 05:51:59
4.99,118,3170,1,3263,2005-06-21 04:15:52
0.99,90,2467,2,15217,2005-08-22 16:58:31
2.99,505,13622,1,14398,2005-08-21 10:27:21
2.99,265,7180,1,14943,2005-08-22 05:59:59
2.99,28,774,2,12190,2005-08-18 01:54:44
2.99,208,5651,2,11442,2005-08-02 20:26:19
6.99,147,3981,1,2456,2005-06-18 19:36:50
0.99,102,2737,1,358,2005-05-27 06:43:59
6.99,493,13292,2,13675,2005-08-20 08:32:51
0.99,446,12042,2,7089,2005-07-27 04:43:42
4.99,225,6087,2,11437,2005-08-02 20:20:06
1.99,263,7110,1,6808,2005-07-12 17:36:42
4.99,387,10473,2,302,2005-05-26 21:13:46
0.99,331,8953,1,13795,2005-08-20 12:32:09
2.99,340,9213,2,15306,2005-08-22 19:46:36
4.99,23,625,2,13331,2005-08-19 20:00:25
2.99,85,2317,1,9985,2005-07-31 17:14:47
2.99,194,5253,1,5291,2005-07-09 15:15:02
0.99,99,2681,2,8514,2005-07-29 09:53:33
2.99,55,1533,1,14667,2005-08-21 19:51:11
0.99,418,11317,2,13312,2005-08-19 19:09:14
2.99,350,9471,1,4767,2005-07-08 15:18:53
0.99,24,645,1,9723,2005-07-31 08:31:18
4.99,507,13663,2,1307,2005-06-15 10:06:15
5.99,7,174,2,46,2005-05-25 06:04:08
2.99,327,8851,1,15297,2006-02-14 15:16:03
5.99,157,4265,1,4253,2005-07-07 14:13:13
7.99,434,11694,2,2415,2005-06-18 17:02:42
2.99,257,6931,1,7176,2005-07-27 08:04:28
2.99,22,594,1,14056,2005-08-20 22:18:53
5.99,60,1667,1,15618,2005-08-23 07:07:58
7.99,572,15312,2,559,2005-05-28 08:39:02
2.99,276,7492,2,15718,2005-08-23 11:05:17
2.99,441,11909,2,13483,2005-08-20 01:16:38
4.99,319,8639,1,6255,2005-07-11 15:11:33
0.99,482,13010,2,879,2005-05-30 05:49:42
0.99,245,6623,1,241,2005-05-26 12:49:01
8.99,266,7202,1,13468,2005-08-20 00:56:44
4.99,431,11639,1,13784,2005-08-20 12:11:28
4.99,329,8883,2,3268,2005-06-21 04:55:49
4.99,71,1929,1,8668,2005-07-29 15:41:31
5.99,175,4742,2,4167,2005-07-07 09:37:08
5.99,74,2006,2,8796,2005-07-29 21:09:11
4.99,291,7893,2,14241,2005-08-21 05:24:55
2.99,178,4856,1,13127,2005-08-19 12:04:03
7.99,432,11643,2,326,2005-05-27 01:10:11
4.99,199,5404,1,7782,2005-07-28 07:13:40
2.99,580,15557,2,14818,2005-08-22 01:17:18
10.99,178,4834,1,5094,2005-07-09 05:59:47
4.99,105,2848,2,15688,2005-08-23 09:48:45
7.99,487,13151,1,8988,2005-07-30 04:38:49
0.99,77,2104,1,10895,2005-08-02 01:16:59
6.99,84,2278,2,4079,2005-07-07 05:06:27
4.99,126,3404,2,11613,2005-08-17 03:50:33
5.99,30,825,2,5028,2005-07-09 02:34:45
5.99,248,6708,2,7778,2005-07-28 07:10:11
4.99,478,12922,2,13507,2005-08-20 02:10:27
5.99,59,1622,1,1154,2005-05-31 21:42:09
4.99,317,8603,1,13388,2005-08-19 21:46:49
1.99,243,6588,2,14581,2005-08-21 17:07:08
2.99,21,575,2,14161,2005-08-21 02:51:59
4.99,99,2665,1,1858,2005-06-17 01:13:11
7.99,457,12342,1,6467,2005-07-12 01:22:03
2.99,117,3161,1,12337,2005-08-18 07:02:24
3.99,202,5493,1,14019,2005-08-20 20:59:15
0.99,162,4409,2,3180,2005-06-20 22:48:44
2.99,573,15350,2,5903,2005-07-10 20:39:04
0.99,90,2460,1,11516,2005-08-16 23:54:47
2.99,94,2557,2,1213,2005-06-15 03:14:05
3.99,202,5492,1,13528,2005-08-20 03:03:31
4.99,162,4403,1,501,2005-05-28 01:09:36
5.99,291,7887,1,9165,2005-07-30 11:24:28
2.99,393,10661,2,12059,2005-08-17 21:09:23
2.99,193,5233,2,10462,2005-08-01 09:38:28
5.99,174,4718,1,41,2005-05-25 05:12:29
0.99,90,2443,2,3132,2005-06-20 19:09:46
2.99,79,2162,1,10676,2005-08-01 17:14:15
0.99,77,2099,1,7710,2005-07-28 04:24:07
4.99,593,15877,1,2441,2005-06-18 18:45:11
7.99,203,5506,1,8792,2005-07-29 20:56:14
4.99,500,13473,2,6018,2005-07-11 02:06:36
2.99,46,1256,2,401,2005-05-27 12:57:55
2.99,469,12673,1,9187,2005-07-30 12:14:03
2.99,8,208,2,1305,2005-06-15 09:59:16
4.99,93,2550,2,14333,2005-08-21 08:31:03
4.99,296,8028,1,5589,2005-07-10 04:22:58
4.99,156,4243,2,5534,2005-07-10 02:26:49
4.99,227,6132,2,15976,2005-08-23 20:07:08
2.99,447,12066,2,5987,2005-07-11 00:55:31
2.99,276,7477,2,7842,2005-07-28 09:10:06
4.99,200,5441,2,15691,2005-08-23 09:53:54
4.99,418,11307,1,9558,2005-07-31 02:14:35
2.99,227,6117,2,4340,2005-07-07 18:41:46
8.99,488,13170,1,5141,2005-07-09 08:05:14
2.99,129,3491,2,10395,2005-08-01 07:08:22
4.99,347,9381,2,8148,2005-07-28 20:39:47
7.99,454,12250,2,1844,2005-06-16 23:53:53
2.99,563,15081,2,4711,2005-07-08 12:06:58
2.99,455,12302,1,14294,2005-08-21 07:07:26
0.99,116,3143,1,13369,2005-08-19 21:19:47
1.99,366,9882,2,1401,2005-06-15 16:30:22
6.99,366,9889,1,6112,2005-07-11 07:28:05
3.99,265,7173,2,11000,2005-08-02 04:56:14
3.99,307,8340,1,5871,2005-07-10 18:46:08
4.99,191,5194,2,15375,2005-08-22 22:12:02
4.99,85,2312,1,5051,2005-07-09 03:57:53
0.99,18,479,1,6846,2005-07-12 19:20:45
11.99,362,9803,1,14759,2005-08-21 23:28:58
2.99,575,15407,2,8711,2005-07-29 17:27:15
5.99,23,618,2,9209,2005-07-30 12:55:36
2.99,38,1059,1,11344,2005-08-02 17:13:26
0.99,72,1967,1,14020,2005-08-20 20:59:43
4.99,354,9566,1,6838,2005-07-12 19:01:30
0.99,237,6388,1,1500,2005-06-15 22:00:45
0.99,570,15287,1,12716,2006-02-14 15:16:03
0.99,502,13538,1,11435,2005-08-02 20:14:23
2.99,226,6098,2,8600,2005-07-29 13:01:19
2.99,317,8594,1,8327,2005-07-29 04:00:52
2.99,42,1176,1,15442,2005-08-23 00:42:49
0.99,286,7759,1,14905,2005-08-22 04:34:22
5.99,8,211,1,3475,2005-07-05 23:01:21
4.99,234,6313,2,12863,2005-08-19 02:35:59
4.99,132,3563,1,3121,2005-06-20 18:23:30
2.99,494,13317,1,9799,2005-07-31 10:58:32
7.99,302,8207,1,12126,2005-08-17 23:25:21
4.99,575,15409,2,8989,2005-07-30 04:39:19
5.99,302,8189,2,92,2005-05-25 15:38:46
4.99,571,15311,1,15841,2005-08-23 15:35:59
2.99,66,1798,2,3757,2005-07-06 12:42:26
5.99,16,434,2,8452,2005-07-29 07:45:00
2.99,552,14823,2,13574,2005-08-20 05:10:39
4.99,314,8532,1,14409,2005-08-21 10:53:35
4.99,538,14486,1,5369,2005-07-09 18:42:16
2.99,401,10850,1,12906,2005-08-19 04:13:43
2.99,426,11512,2,4114,2005-07-07 06:51:12
4.99,137,3699,1,9002,2005-07-30 05:02:21
3.99,468,12625,2,4527,2005-07-08 03:20:10
4.99,240,6480,2,4305,2005-07-07 17:07:11
4.99,420,11350,2,744,2005-05-29 09:13:08
4.99,541,14572,1,15071,2005-08-22 10:58:43
6.99,398,10771,1,2087,2005-06-17 17:35:10
4.99,304,8267,1,14899,2005-08-22 04:26:38
2.99,88,2389,1,1433,2005-06-15 18:30:00
0.99,77,2095,2,4928,2005-07-08 22:05:41
4.99,408,11043,1,7053,2005-07-27 03:38:54
4.99,305,8270,1,1574,2005-06-16 03:39:56
0.99,410,11107,1,11107,2005-08-02 08:19:38
2.99,487,13144,1,6928,2005-07-26 22:56:21
7.99,549,14736,1,7252,2005-07-27 10:45:28
5.99,454,12254,2,2182,2005-06-18 00:56:18
0.99,500,13471,1,4561,2005-07-08 05:02:43
0.99,26,710,1,11338,2005-08-02 17:00:12
4.99,311,8448,2,10448,2005-08-01 09:09:31
6.99,5,142,1,14430,2005-08-21 11:31:11
5.99,105,2839,2,9198,2005-07-30 12:37:08
0.99,359,9695,2,7098,2005-07-27 05:01:08
5.99,582,15596,2,7412,2005-07-27 16:44:34
9.99,585,15672,1,4684,2005-07-08 10:41:06
0.99,529,14234,2,4045,2005-07-07 03:26:14
2.99,308,8380,2,15820,2005-08-23 15:03:13
2.99,284,7692,2,6982,2005-07-27 00:53:41
2.99,15,398,1,11118,2005-08-02 08:44:18
8.99,523,14079,1,2447,2005-06-18 19:10:55
7.99,322,8713,1,9104,2005-07-30 08:49:55
3.99,469,12667,1,6955,2005-07-26 23:55:48
3.99,339,9173,2,10338,2005-08-01 05:03:03
4.99,361,9744,2,1120,2005-05-31 16:37:14
0.99,293,7922,2,445,2005-05-27 18:42:57
3.99,21,553,1,5772,2005-07-10 13:27:40
2.99,380,10288,2,7443,2005-07-27 17:47:43
9.99,417,11276,1,4421,2005-07-07 22:07:55
0.99,86,2337,2,5295,2005-07-09 15:25:06
2.99,391,10604,1,6463,2005-07-12 01:16:11
8.99,319,8649,2,12424,2005-08-18 10:16:57
2.99,582,15599,1,8554,2005-07-29 11:16:29
6.99,584,15640,2,3317,2005-06-21 08:22:32
7.99,165,4480,2,9182,2005-07-30 12:06:58
2.99,403,10898,2,10789,2005-08-01 21:37:55
4.99,540,14541,2,9762,2005-07-31 09:32:54
0.99,171,4655,2,15810,2005-08-23 14:43:15
4.99,268,7254,2,4626,2005-07-08 08:18:21
6.99,506,13633,1,1446,2005-06-15 19:13:45
5.99,361,9743,1,368,2005-05-27 07:42:29
5.99,406,10986,2,7109,2005-07-27 05:28:57
0.99,156,4239,2,2221,2005-06-18 03:24:56
8.99,21,574,2,14077,2005-08-20 23:24:07
4.99,347,9370,1,3026,2005-06-20 11:48:00
0.99,419,11348,2,14308,2005-08-21 07:43:21
0.99,512,13789,1,7507,2005-07-27 20:31:48
5.99,51,1399,2,5304,2005-07-09 15:48:06
0.99,430,11610,2,6043,2005-07-11 03:18:10
2.99,518,13946,1,6652,2005-07-12 10:59:38
2.99,376,10187,2,6807,2005-07-12 17:33:53
4.99,540,14534,2,4628,2005-07-08 08:25:52
2.99,173,4698,2,5430,2005-07-09 21:19:54
2.99,381,10332,2,12135,2005-08-17 23:50:24
0.99,60,1660,2,10680,2005-08-01 17:28:05
5.99,234,6316,2,15037,2005-08-22 09:36:33
3.99,489,13190,2,1614,2005-06-16 06:58:02
4.99,176,4775,1,2922,2005-06-20 04:13:47
8.99,67,1837,1,11295,2005-08-02 15:10:06
0.99,502,13539,1,11620,2005-08-17 04:06:22
2.99,225,6081,2,9993,2005-07-31 17:30:20
2.99,151,4134,1,15926,2005-08-23 18:20:56
3.99,343,9271,1,455,2005-05-27 19:43:29
3.99,58,1613,1,13207,2005-08-19 15:14:38
4.99,450,12141,1,3155,2005-06-20 21:02:38
7.99,450,12143,1,5999,2005-07-11 01:21:22
6.99,556,14893,1,2092,2005-06-17 18:12:16
2.99,314,8529,1,13265,2005-08-19 17:29:00
0.99,37,1019,2,7939,2005-07-28 12:45:47
10.99,565,15142,2,10776,2005-08-01 20:59:58
2.99,128,3444,1,5270,2005-07-09 14:23:46
2.99,46,1279,2,12238,2005-08-18 03:25:08
1.99,485,13089,1,3899,2005-07-06 19:12:40
2.99,58,1606,2,10037,2005-07-31 18:48:08
2.99,573,15347,1,4770,2005-07-08 15:29:46
1.99,516,13889,1,571,2005-05-28 10:17:41
0.99,483,13039,2,2867,2005-06-20 00:08:38
2.99,342,9263,1,13755,2005-08-20 11:18:53
2.99,281,7611,2,650,2005-05-28 19:45:40
7.99,378,10232,2,2134,2005-06-17 21:13:44
2.99,390,10573,2,9314,2005-07-30 17:05:19
2.99,186,5066,1,14006,2005-08-20 20:21:36
8.99,59,1635,1,9469,2005-07-30 22:56:34
0.99,275,7443,1,4634,2005-07-08 08:40:02
7.99,212,5766,1,12156,2005-08-18 00:27:33
2.99,166,4503,1,7581,2005-07-27 23:14:35
1.99,159,4325,2,549,2005-05-28 07:35:37
2.99,313,8488,2,4552,2005-07-08 04:36:35
0.99,26,704,2,7328,2005-07-27 13:55:18
3.99,146,3954,1,2242,2005-06-18 04:32:28
2.99,144,3917,2,13881,2005-08-20 15:18:55
8.99,158,4297,2,3203,2005-06-21 00:34:56
6.99,400,10807,2,171,2005-05-26 03:14:15
2.99,564,15119,2,12617,2005-08-18 17:22:48
0.99,35,981,1,14110,2005-08-21 00:53:09
2.99,109,2952,1,9871,2005-07-31 13:25:46
7.99,154,4207,2,14793,2005-08-22 00:37:57
1.99,81,2197,1,2714,2005-06-19 14:26:09
3.99,96,2609,2,9093,2005-07-30 08:33:24
3.99,536,14444,2,10019,2005-07-31 18:20:56
2.99,23,612,1,6213,2005-07-11 12:43:07
3.99,504,13594,2,10509,2005-08-01 11:25:28
3.99,85,2323,1,13727,2005-08-20 10:08:53
2.99,539,14518,1,7781,2005-07-28 07:13:20
4.99,212,5771,1,15872,2005-08-23 16:27:24
4.99,191,5191,1,9297,2005-07-30 16:26:29
0.99,595,15951,1,12235,2005-08-18 03:17:50
4.99,196,5290,1,3104,2005-06-20 17:06:46
4.99,470,12702,2,6703,2005-07-12 12:50:19
4.99,207,5610,1,5259,2005-07-09 14:02:50
5.99,204,5537,1,9394,2005-07-30 20:06:24
7.99,372,10063,2,5914,2005-07-10 21:01:12
0.99,441,11900,1,8281,2005-07-29 01:46:00
0.99,465,12547,1,4763,2005-07-08 14:57:32
4.99,306,8323,1,13996,2005-08-20 19:45:43
6.99,476,12876,2,9325,2005-07-30 17:29:19
4.99,316,8573,1,8564,2005-07-29 11:33:00
4.99,55,1520,1,3149,2005-06-20 20:34:55
4.99,58,1615,2,13973,2005-08-20 18:52:43
2.99,577,15465,1,6500,2005-07-12 03:11:23
4.99,538,14481,1,1912,2005-06-17 05:18:32
4.99,38,1042,2,4644,2005-07-08 09:14:29
4.99,411,11148,2,13246,2006-02-14 15:16:03
0.99,27,736,2,9244,2005-07-30 14:06:53
4.99,367,9931,1,9912,2005-07-31 14:49:04
0.99,89,2415,1,2523,2005-06-19 00:45:56
5.99,411,11138,2,8613,2005-07-29 13:30:58
4.99,512,13805,2,15990,2005-08-23 20:25:11
2.99,110,2971,1,13723,2005-08-20 10:05:30
4.99,249,6724,1,5011,2005-07-09 01:44:40
2.99,105,2849,2,15803,2005-08-23 14:27:07
4.99,340,9206,2,12598,2005-08-18 16:34:03
4.99,383,10390,2,14678,2005-08-21 20:12:43
0.99,498,13429,1,10225,2005-08-01 01:38:40
5.99,488,13171,2,6548,2005-07-12 05:00:46
4.99,463,12503,2,2527,2005-06-19 01:10:31
4.99,157,4275,2,8576,2005-07-29 11:55:01
5.99,15,408,2,13503,2005-08-20 02:00:33
4.99,500,13470,2,3926,2005-07-06 20:42:35
4.99,35,979,1,12055,2005-08-17 21:02:19
2.99,236,6379,1,12975,2005-08-19 06:51:19
6.99,61,1684,2,15089,2005-08-22 11:34:06
6.99,375,10158,1,3981,2005-07-06 23:12:12
7.99,30,828,2,5972,2005-07-11 00:08:54
4.99,434,11715,2,14553,2005-08-21 15:59:40
0.99,391,10593,2,1232,2005-06-15 04:18:10
8.99,490,13222,2,6923,2005-07-12 22:40:48
2.99,381,10323,1,7645,2005-07-28 01:27:42
4.99,485,13097,2,6810,2005-07-12 17:54:19
2.99,533,14345,1,1954,2005-06-17 08:37:55
4.99,382,10363,2,14300,2005-08-21 07:19:37
1.99,406,10999,1,10632,2005-08-01 15:36:56
4.99,244,6599,1,5779,2005-07-10 13:45:54
5.99,358,9679,2,11149,2005-08-02 09:51:43
1.99,90,2449,2,7058,2005-07-27 03:50:46
8.99,185,5035,1,8684,2005-07-29 16:16:33
0.99,424,11475,2,12729,2005-08-18 21:52:59
2.99,13,337,1,6568,2005-07-12 05:45:47
1.99,295,7987,1,3198,2005-06-21 00:08:54
2.99,539,14516,2,5493,2005-07-10 00:11:44
2.99,553,14833,2,3859,2005-07-06 17:18:15
4.99,588,15736,1,961,2005-05-30 18:16:44
4.99,499,13446,2,8130,2005-07-28 19:48:15
1.99,40,1112,1,9975,2005-07-31 16:53:43
8.99,19,510,2,13804,2005-08-20 12:46:32
0.99,392,10639,2,14369,2005-08-21 09:33:44
5.99,265,7164,2,6553,2005-07-12 05:06:39
5.99,429,11577,2,150,2005-05-26 00:28:39
4.99,143,3868,2,6207,2005-07-11 12:34:24
0.99,103,2798,2,15679,2005-08-23 09:27:29
6.99,392,10634,1,12368,2005-08-18 07:57:38
2.99,196,5283,2,491,2005-05-28 00:13:35
6.99,244,6592,2,1189,2005-06-15 01:04:22
0.99,294,7965,2,9607,2005-07-31 03:51:06
0.99,62,1686,2,885,2005-05-30 06:54:28
0.99,374,10123,1,521,2005-05-28 03:32:22
0.99,406,10978,2,2585,2005-06-19 05:05:03
4.99,463,12522,2,13938,2005-08-20 17:24:45
6.99,108,2924,2,11445,2005-08-02 20:33:35
0.99,138,3730,1,6892,2005-07-12 21:10:04
4.99,305,8278,2,5582,2005-07-10 04:08:25
0.99,369,9990,2,9543,2005-07-31 01:43:34
6.99,117,3155,1,6449,2005-07-12 00:48:58
0.99,193,5237,1,13608,2005-08-20 06:10:44
3.99,108,2929,2,14635,2005-08-21 18:51:43
0.99,239,6463,1,10755,2005-08-01 20:14:14
8.99,10,271,2,10671,2005-08-01 17:09:59
0.99,196,5287,2,1600,2005-06-16 06:04:12
4.99,128,3446,2,5997,2005-07-11 01:19:50
6.99,295,8015,1,14514,2005-08-21 14:51:52
2.99,588,15745,2,5203,2005-07-09 10:53:59
4.99,263,7124,1,15322,2005-08-22 20:20:30
2.99,575,15399,2,1494,2005-06-15 21:54:20
2.99,374,10147,1,15200,2005-08-22 16:22:53
1.99,210,5703,1,6564,2005-07-12 05:34:44
10.99,418,11306,2,8886,2005-07-30 00:36:31
0.99,86,2348,2,11916,2005-08-17 16:05:51
2.99,226,6106,2,15472,2005-08-23 01:39:05
0.99,229,6180,2,13306,2005-08-19 18:57:29
2.99,455,12287,2,4195,2005-07-07 11:00:02
5.99,396,10713,2,641,2005-05-28 18:45:47
