assay_id,assay_subcellular_fraction,assay_test_type,assay_type,tissue_id,assay_tax_id,doc_id,description,assay_category,assay_organism,assay_strain,assay_tissue,assay_cell_type,tid
1465,,,B,10000000.0,,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]-8-OH-DPAT as radioligand,,,,Hippocampus,,10576
1466,,,B,10000000.0,,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand.,,,,Hippocampus,,10576
1467,,,B,10000000.0,,12953,Binding affinity for 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand,,,,Hippocampus,,10576
1468,,,B,,,12903,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1A receptor expressed in CHO cells, by using [3H]8-OH-DPAT as radioligand.",,,,,CHO,10576
1469,,,B,,,12536,Displacement of the radioligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,,,,,10576
1470,,,B,,,10058,The inhibition activity of 5-HT1A at 1 uM,,,,,,10576
1471,,,B,,,12902,"Binding affinity against 5-hydroxytryptamine 1A receptor from CHO-K1 cells, using [3H]8-OH-DPAT as the radioligand.",,,,,CHO-K1,10576
1472,,,B,,,14057,Binding affinities against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membrane,,,,,,10576
1473,,,B,,,11296,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-HT 1A receptor site.,,,,,,10576
1474,,,B,10000000.0,,11296,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,,,,Hippocampus,,10576
1475,,,B,10000000.0,,11296,Ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,,,,Hippocampus,,10576
1476,Membranes,,F,,10116.0,16616,Antagonist activity to stimulate binding of [35S]-GTP-gamma S binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes,,Rattus norvegicus,,,,10576
1477,Membranes,,F,10000000.0,10116.0,16616,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",,Rattus norvegicus,,Hippocampus,,10576
1478,,,B,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not -determined.,,,,,,10576
1479,,,B,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not defined.,,,,,,10576
1480,,,B,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not determined.,,,,,,10576
1481,,,B,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND means not determined.,,,,,,10576
1482,,,B,,,17136,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; No data,,,,,,10576
1483,,,B,,,17136,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; Not determined,,,,,,10576
1484,,,B,,10116.0,16616,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenates; ND means No data,,Rattus norvegicus,,,,10576
1485,,,B,10000000.0,,17331,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes,,,,Hippocampus,,10576
1486,,,B,10000000.0,,17331,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes; Not tested,,,,Hippocampus,,10576
1487,,,B,10000000.0,10116.0,17167,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding; Not tested,,Rattus norvegicus,,Hippocampus,,10576
1488,,,F,,,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,,,,,,10576
1489,,,F,,,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; not tested,,,,,,10576
1490,,,B,,,4671,Ratio of binding affinity to 5-HT 1A and D2 receptor,,,,,,10576
1491,,,B,10000000.0,,10058,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,,,,Hippocampus,,10576
1492,,,B,10000000.0,,10058,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,,,,Hippocampus,,10576
1493,,,B,10000000.0,,10058,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.,,,,Hippocampus,,10576
1494,,,B,,,12073,Percentage inhibition against 5-hydroxytryptamine 1A receptor,,,,,,10576
1495,,,B,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),,,,,,10576
1496,,,F,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),,,,,,10576
1497,,,B,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),,,,,,10576
1498,,,F,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),,,,,,10576
1499,,,F,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,,,,,,10576
1500,,,B,955.0,,9737,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,,,,Brain,,10576
1501,,,B,,,9737,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [3H]8-OH-DPAT as a radioligand,,,,,,10576
1502,,,F,,,5717,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]-8-OH-DPAT as radioligand.,,,,,,10576
1503,,,B,10000000.0,,12253,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,,,,Hippocampus,,10576
1504,,,B,,,14025,Affinity pKi for 5-hydroxytryptamine 1A receptor was measured in rat cortex homogenates.,,,,,,10576
1505,,,B,,,10425,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cerebral cortical membrane using [3H]-8-OH-DPAT as radioligand.,,,,,,10576
1506,,,B,,,14998,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cortex homogenates.,,,,,,10576
1507,,,B,10000000.0,,13694,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]- 8-hydri\oxy-2-(di-n-propylamino)tetraline) binding assay,,,,Hippocampus,,10576
1508,,,B,10000000.0,,13694,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]8-hydroxy-2-(di-n-propylamino)-tetraline) binding assay,,,,Hippocampus,,10576
1509,,,B,,,4342,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined,,,,,,10576
1510,,,B,,10116.0,12936,Binding affinity against rat 5-hydroxytryptamine 1A receptor,,Rattus norvegicus,,,,10576
1511,,,B,,10116.0,13144,Inhibition of [3H]2-(di-N-propylamino)-8-hydroxytetralin binding to 5-HT1A receptor of rat frontal cortex homogenates,,Rattus norvegicus,,,,10576
1512,,,B,,,13343,Binding affinity of a compound to rat brain 5-hydroxytryptamine 1A (serotonin) receptor assayed by radiolabeled [3H]-8-OH-DPAT ligand displacement,,,,,,10576
1513,,,B,,,12132,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,,,,,,10576
1514,,,B,,,15419,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]8-OH-DPAT as a radioligand,,,,,,10576
1515,,,B,10000000.0,,1479,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,,,,Hippocampus,,10576
1516,,,B,,,14287,In vitro by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor on rat cortical membrane,,,,,,10576
1517,,,B,,,13116,Binding affinity at 5-hydroxytryptamine 1A receptor,,,,,,10576
1518,Membranes,,B,,10116.0,2759,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat frontal cortex membranes,,Rattus norvegicus,,,,10576
1519,,,B,,,2759,Compound was tested for inhibition constant against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,,,,,,10576
1520,,,B,,,14748,"Binding affinity for rat cortex 5-hydroxytryptamine 1A receptor, by displacement of 0.2 nM [3H]8-OH-DPAT radioligand",,,,,,10576
1521,,,B,,,12304,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,,,,,,10576
1522,,,B,10000000.0,10116.0,12409,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT,,Rattus norvegicus,,Hippocampus,,10576
1523,,,B,10000000.0,10116.0,12409,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus with [3H]8-OH-DPAT,,Rattus norvegicus,,Hippocampus,,10576
1524,,,B,10000000.0,,13267,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]-SB 207710 as radioligand,,,,Hippocampus,,10576
1525,,,B,,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,,,,,,10576
1526,,,B,,,14256,pKi value against rat 5-hydroxytryptamine 1A receptor.,,,,,,10576
1527,,,B,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is define as non-determined.,,,,,,10576
1528,,,F,,,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,,,,,,10576
1529,,,B,,10116.0,13278,Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,,Rattus norvegicus,,,,12687
1530,Membranes,,B,,,1970,Inhibition of specific [3H]OH-DPAT binding at 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,,,,,,10626
1531,,,B,955.0,,10034,Concentration of compound required to inhibit cortical 5-hydroxytryptamine 1A receptor binding sites in rat brain was evaluated,,,,Brain,,10576
1532,,,B,,10116.0,13348,Inhibitory activity against 5-hydroxytryptamine 1A receptor isolated from rat hippocampus membranes membrane using [3H]5-HT as radioligand in the presence of 10e-6 M ketanserin as 5-HT2 blocker,,Rattus norvegicus,,,,51
1533,,,F,,,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,,,,,,10576
1534,,,B,955.0,,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,,,,Brain,,10576
1535,,,B,,,12058,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",,,,,,10576
1536,,,B,,,4639,Compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor,,,,,,51
1537,,,B,,,15453,Percent decrease in 5-hydroxytryptamine 1A receptor binding using 8-OH-DPAT,,,,,,51
1538,,,B,,,4820,Binding affinity towards 5-hydroxytryptamine 1A receptor,,,,,,51
1539,,,B,,,1089,Tested for binding affinity for 5-hydroxytryptamine 1A receptor,,,,,,51
1540,Brain membranes,,B,,,386,The compound was evaluated for its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in cellular brain membranes,,,,,,51
1541,,,B,,,6011,Inhibition of binding towards 5-hydroxytryptamine 1A receptor at 100 nM concentration,,,,,,51
1542,,,B,,,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1A receptor,,,,,,51
1543,,,B,,,4402,Binding affinity for 5-hydroxytryptamine 1A receptor determined using [3H]8-OH-DPAT as radioligand,,,,,,51
1544,,,B,,,17066,Binding affinity towards 5-hydroxytryptamine 1A receptor,,,,,,51
1545,,,B,,,17515,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1A receptor; inactive at 10 uM,,,,,,51
1546,,,B,,,2474,Binding affinity against 5-hydroxytryptamine 1A receptor,,,,,,51
1547,,,B,,,4775,Binding affinity to 5-hydroxytryptamine 1A receptor was determined,,,,,,51
1548,,,B,,9606.0,14294,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H]-(+)-8-OH-DPAT.,,Homo sapiens,,,,51
1549,,,B,,9606.0,14294,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H](+)-8-OH-DPAT; inactive,,Homo sapiens,,,,51
1550,,,B,,,12249,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,,,,CHO,51
1551,,,B,,,11376,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor expressed in CHO cell membranes,,,,,,51
1552,,In vivo,B,,,2474,Compound was measured in vivo for its binding affinity at 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,,,,,51
1553,,,B,10000000.0,,13311,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,Hippocampus,,51
1554,,,B,,,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1A receptor was determined,,,,,,51
1555,,,B,,,1633,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT.,,,,,,51
1556,,,B,,,11866,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,,,,,,51
1557,,,B,,,4373,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,,,,,,51
1558,,,B,,,4687,Evaluated for the binding affinity to 5-hydroxytryptamine 1A receptor,,,,,,51
1559,,,B,,,16946,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,,,,,11863
1560,,,B,,,13291,Binding affinity against 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT radioligand,,,,,,11863
1561,,,B,,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1A receptor,,,,,,11863
1562,,,B,,,10812,Compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor by using [3H]DPAT as radioligand,,,,,,11863
1563,,,B,,10090.0,3032,In vitro binding affinity against 5-hydroxytryptamine 1A receptor in CHO cells,,Mus musculus,,,CHO,11863
1564,,,B,,,16655,Inhibition of 5-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,,,,,,11863
1565,,,B,,,14532,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand at 10e-5 M concentration,,,,,,11863
1566,,,B,,,13944,Binding affinity against 5-hydroxytryptamine 1A receptor,,,,,,11863
1567,,,B,,,13033,Binding affinity against serotonergic 5-HT1a receptor,,,,,,11863
1568,,,B,,,10321,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by using [3H]8-OH-DPAT as radioligand,,,,,,11863
1569,,,B,,10090.0,2968,Binding affinity for 5-hydroxytryptamine 1A receptor,,Mus musculus,,,,11863
1570,,,B,,,13964,Binding affinity at 5-hydroxytryptamine 1A receptor,,,,,,11863
1571,,,B,,,15527,"Binding affinity towards 5-hydroxytryptamine 1A receptor receptor, using [3H]5-HT as radioligand.",,,,,,11863
1572,,,B,,,12248,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,,,,CHO,11863
1573,,,B,,,12249,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,,,,CHO,11863
1574,,,B,,,15120,Compound was tested for binding affinity using [3H]8-OH-DPAT against 5-hydroxytryptamine 1A receptor,,,,,,11863
1575,,,B,,,13313,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by using [3H]-8-OH-DPAT as radioligand,,,,,,11863
1576,,,B,,,2613,In vivo binding affinity was evaluated against 5-hydroxytryptamine 1A receptor,,,,,,11863
1577,,,B,,,16700,The binding affinity towards 5-hydroxytryptamine 1A receptor; No affinity,,,,,,11863
1578,,,B,,,2201,Ability to displace [125I]iodosulpiride from 5-hydroxytryptamine 1A receptor,,,,,,11863
1579,,,B,,10090.0,1274,Binding affinity against 5-hydroxytryptamine 1A receptor,,Mus musculus,,,,11863
1580,,,B,,,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor using radioligand binding assay,,,,,,11863
1581,,,B,,,12146,Tested against 5-hydroxytryptamine 1A receptor,,,,,,11863
1582,,,B,,,14059,The compound's binding affinity against 5-hydroxytryptamine 1A receptor,,,,,,11863
1583,,,B,,9986.0,14025,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein,,Oryctolagus cuniculus,,,,106
1584,,,B,,9986.0,14025,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein(RbSV); NS=non surmountable,,Oryctolagus cuniculus,,,,106
1585,,,B,,9593.0,14447,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1B receptor from cloned gorilla membranes expressed in cultured HEK 293 cells,,Gorilla gorilla,,,HEK293,105571
1586,,In vivo,F,,10141.0,3025,5-HT1B agonist potency was evaluated as effective dose that induced hypothermia in the guinea-pig upon intraperitoneal administration,,Cavia porcellus,,,,106
1587,,In vivo,F,,10141.0,3025,5-hydroxytryptamine 1B receptor agonist potency was evaluated as effective dose that induced hypothermia in the guinea-pig upon intraperitoneal administration,,Cavia porcellus,,,,106
1588,,,F,,10141.0,15329,Affinity of compound towards 5-hydroxytryptamine 1B receptor in isolated guinea-pig iliac artery,,Cavia porcellus,,,,106
1589,,,F,,10141.0,15329,Affinity of compound towards 5-hydroxytryptamine 1B receptor in isolated guinea-pig iliac artery; n.d. indicates Not determined,,Cavia porcellus,,,,106
1590,,,F,,10141.0,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 1B receptor of guinea pig,,Cavia porcellus,,,,106
1591,,,F,,10141.0,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 1B receptor of guinea pig; ND means not done,,Cavia porcellus,,,,106
1592,,,F,,,14165,Intrinsic activity for Antagonism of 5-hydroxytryptamine 1B receptor-mediated stimulation of [35S]GTP gamma S binding,,,,,,106
1593,,,F,,,14214,Antagonism tested at 1 uM against the agonist-induced inhibitory effect of 10 nM 5-carbamoyltryptamine (5-CT),,,,,,106
1594,,,F,,,14214,Antagonism tested at 1 uM against the agonist-induced inhibitory effect of 10 nM 5-carbamoyltryptamine(5-CT),,,,,,106
1595,,,F,,9606.0,14214,Agonist activity at 5-hydroxytryptamine 1B receptor by measuring the inhibition of forskolin-stimulated cAMP formation,,Homo sapiens,,,,106
1596,,,F,,9606.0,13729,Inhibition of forskolin-stimulated c-AMP formation by human 5-hydroxytryptamine 1B receptor expressed in CHO-K1 cells,,Homo sapiens,,,CHO-K1,106
1597,,,F,,,3025,Effective concentration determined by measuring inhibition of forskolin-stimulated c-AMP formation at 5-hydroxytryptamine 1B receptor stably transfected in CHO cell lines,,,,,CHO,106
1598,,,B,,,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,,,,,,106
1599,,,F,,,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; full agonist,,,,,,106
1600,,,F,,,14956,"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1B receptor",,,,,CHO,106
1601,,,F,,,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line,,,,,CHO,106
1602,,,F,,,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Antagonist,,,,,CHO,106
1603,,,F,,,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Full Agonist,,,,,CHO,106
1604,,,F,,,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Partial Agonist,,,,,CHO,106
1605,,,F,,,14956,"Efficacy was evaluated relative to human 5-HT1B receptor using [35S]GTP-gamma-S, as radioligand",,,,,,106
1606,,,F,,,14956,"Efficacy of compound was evaluated relative to human 5-hydroxytryptamine 1B receptor using [35S]GTP-gamma-S, as radioligand",,,,,,106
1607,,,B,,9606.0,14214,Percentage Maximal inhibition obtained with 1 uM 5-HT against 5-hydroxytryptamine 1B receptor,,Homo sapiens,,,,106
1608,,,B,,,3463,Ability to displace [3H]5-HT from recombinant human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells determined in vitro,,,,,CHO,106
1609,,,B,,,15331,Affinity of compound towards 5-hydroxytryptamine 1B receptor was evaluated using radioligand binding technique,,,,,,106
1610,,,B,,9606.0,16146,Binding affinity against 5-hydroxytryptamine 1B receptor,,Homo sapiens,,,,106
1611,,,B,,9606.0,14159,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1B receptor expressed in CHO cells,,Homo sapiens,,,CHO,106
1612,,,B,,,14158,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells by [3H]5-HT binding displacement.,,,,,CHO,106
1613,,,B,,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1B receptor,,,,,,106
1614,,,B,,,15250,Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells,,,,,CHO,106
1615,,,B,,,15250,Binding affinity at cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells by [3H]5-HT displacement.,,,,,CHO,106
1616,,,B,,,15331,Displacement of [3H]5-HT binding from the cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells,,,,,CHO,106
1617,,,B,,,15332,Displacement of [3H]5-HT binding from cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells.,,,,,CHO,106
1618,,,B,,,14956,Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1B receptor expressed in CHO cells,,,,,CHO,106
1619,,,B,,,3805,In vitro binding affinity against human 5-hydroxytryptamine 1B receptor at a concentration of 100 (nM),,,,,,106
1620,,,B,,,14875,Intrinsic activity for each compound is calculated as a percentage of the 5-hydroxytryptamine 1B receptor response,,,,,,106
1621,,,F,,9986.0,14454,Compound was tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),,Oryctolagus cuniculus,,,,105
1622,,,F,,9986.0,14454,Tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),,Oryctolagus cuniculus,,,,105
1623,,,B,,,16288,Affinity at 5-hydroxytryptamine 1D receptor (For sumatriptan = Ki (nM)-12+/-1.9),,,,,,105
1624,,,B,,,16288,Affinity at 5-hydroxytryptamine 1D receptor from calf caudate using [3H]5-HT as radioligand (For sumatriptan = Ki(nM)-12+/-1.9),,,,,,105
1625,,,B,,,16312,Binding affinity against calf caudate 5-hydroxytryptamine 1D receptor,,,,,,105
1626,,,B,,9913.0,1348,Inhibitory activity against 5-hydroxytryptamine 1D receptor subtype,,Bos taurus,,,,105
1627,,,B,,9913.0,5834,Inhibitory concentration required against 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT,,Bos taurus,,,,105
1628,,,B,2435.0,9913.0,13366,Binding affinity towards 5-hydroxytryptamine 1D receptor was determined in calf striatum homogenate,,Bos taurus,,Striatum,,105
1629,,,B,,9913.0,1414,Ability to bind to 5-hydroxytryptamine 1D receptor of calf substantia nigra,,Bos taurus,,,,105
1630,,,B,,9913.0,14998,Binding affinity against 5-hydroxytryptamine 1D receptor in calf caudate homogenates.,,Bos taurus,,,,105
1631,,,B,,9913.0,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,,Bos taurus,,,,105
1632,,,B,,9913.0,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,,Bos taurus,,,,105
1633,,,B,,9913.0,10639,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,,Bos taurus,,,,105
1634,,,B,,9913.0,10639,Inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,,Bos taurus,,,,105
1635,,,B,,9913.0,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT radioligand,,Bos taurus,,,,105
1636,,,B,,9913.0,1375,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT radioligand; NT means not tested,,Bos taurus,,,,105
1637,,,B,,9913.0,16532,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT; Not tested,,Bos taurus,,,,105
1638,,,B,,9913.0,11147,Binding affinity towards 5-hydroxytryptamine 1D receptor using [3H]5-HT as radioligand,,Bos taurus,,,,105
1639,,,B,2435.0,9913.0,13366,Binding affinity towards 5-hydroxytryptamine 1D receptor was determined in calf striatum homogenate,,Bos taurus,,Striatum,,105
1640,,,B,,9913.0,10444,Binding affinity was determined against 5-hydroxytryptamine 1D receptor in bovine caudate homogenate,,Bos taurus,,,,105
1641,,,B,,9913.0,16532,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT,,Bos taurus,,,,105
1642,,,B,,9913.0,16532,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT; Not tested,,Bos taurus,,,,105
1643,,,B,,9913.0,12827,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex membranes using [125]ICYP,,Bos taurus,,,,105
1644,,,B,,9913.0,12827,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex membranes using [125]ICYP; Not determined,,Bos taurus,,,,105
1645,,,F,,9913.0,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,Bos taurus,,,,105
1646,,,B,,9913.0,14025,Affinity pKi for 5-hydroxytryptamine 1D receptor was measured in calf caudate homogenate,,Bos taurus,,,,105
1647,,,F,,9913.0,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,Bos taurus,,,,105
1648,,,F,,9913.0,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,Bos taurus,,,,105
1649,,,F,,9913.0,12919,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,Bos taurus,,,,105
1650,,,B,,9593.0,14447,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1D receptor from cloned gorilla membranes expressed in cultured HEK 293 cells,,Gorilla gorilla,,,HEK293,105
1651,,,B,,10141.0,1375,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor in guinea pig substantia nigra,,Cavia porcellus,,,,105570
