assays_ASI,assays_CHEI,assays_ASORGA,assays_ASSTIS,assays_ASSTY,assays_CURB,assays_T,assays_RELATY,assays_CONFSCO,assays_SI,assays_SASI,assays_CI,assays_BFO,assays_TII,assays_VAI
9432,CHEMBL627714,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9433,CHEMBL627889,Macaca fascicularis,,A,Intermediate,22224,U,0,1,,,BAO_0000218,,
9434,CHEMBL627890,Rattus norvegicus,,A,Intermediate,22224,U,0,1,,,BAO_0000218,,
9435,CHEMBL627891,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9436,CHEMBL627892,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9437,CHEMBL627893,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9438,CHEMBL627894,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9439,CHEMBL627895,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9440,CHEMBL627896,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9441,CHEMBL627897,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9442,CHEMBL627898,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9443,CHEMBL627899,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9444,CHEMBL873823,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9445,CHEMBL627900,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9446,CHEMBL627901,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9447,CHEMBL627902,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9448,CHEMBL627903,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9449,CHEMBL627904,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9450,CHEMBL627905,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9451,CHEMBL627906,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9452,CHEMBL627907,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9453,CHEMBL876783,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9454,CHEMBL627908,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9455,CHEMBL627909,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9456,CHEMBL627910,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9457,CHEMBL627911,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9458,CHEMBL627912,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9459,CHEMBL627913,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9460,CHEMBL627914,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9461,CHEMBL627915,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9462,CHEMBL627916,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9463,CHEMBL627917,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9464,CHEMBL627918,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9465,CHEMBL627919,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9466,CHEMBL627920,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9467,CHEMBL627921,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9468,CHEMBL627922,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9469,CHEMBL876784,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9470,CHEMBL627923,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9471,CHEMBL626208,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9472,CHEMBL626209,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9473,CHEMBL626210,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9474,CHEMBL627994,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9475,CHEMBL627995,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9476,CHEMBL627996,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9477,CHEMBL627997,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9478,CHEMBL627998,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9479,CHEMBL628640,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9480,CHEMBL628641,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9481,CHEMBL628642,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9482,CHEMBL628643,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9483,CHEMBL628644,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9484,CHEMBL628645,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9485,CHEMBL628646,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9486,CHEMBL628647,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9487,CHEMBL628648,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9488,CHEMBL625358,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9489,CHEMBL625359,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9490,CHEMBL625360,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9491,CHEMBL625361,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9492,CHEMBL625362,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9493,CHEMBL625363,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9494,CHEMBL625364,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9495,CHEMBL625365,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9496,CHEMBL625366,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9497,CHEMBL625367,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9498,CHEMBL625368,Rattus norvegicus,Kidney,A,Intermediate,50597,N,1,1,,,BAO_0000218,2113.0,
9499,CHEMBL625369,Rattus norvegicus,Kidney,A,Intermediate,50597,N,1,1,,,BAO_0000218,2113.0,
9500,CHEMBL625370,Rattus norvegicus,Kidney,A,Intermediate,50597,N,1,1,,,BAO_0000218,2113.0,
9501,CHEMBL625371,Rattus norvegicus,Kidney,A,Intermediate,50597,N,1,1,,,BAO_0000218,2113.0,
9502,CHEMBL625372,Rattus norvegicus,Kidney,A,Intermediate,50597,N,1,1,,,BAO_0000218,2113.0,
9503,CHEMBL625373,Rattus norvegicus,Kidney,A,Intermediate,50597,N,1,1,,,BAO_0000218,2113.0,
9504,CHEMBL625374,Rattus norvegicus,Liver,A,Intermediate,50597,N,1,1,,,BAO_0000218,2107.0,
9505,CHEMBL877593,Rattus norvegicus,Liver,A,Intermediate,50597,N,1,1,,,BAO_0000218,2107.0,
9506,CHEMBL625375,Rattus norvegicus,Liver,A,Intermediate,50597,N,1,1,,,BAO_0000218,2107.0,
9507,CHEMBL625376,Rattus norvegicus,Liver,A,Intermediate,50597,N,1,1,,,BAO_0000218,2107.0,
9508,CHEMBL621973,Rattus norvegicus,Liver,A,Intermediate,50597,N,1,1,,,BAO_0000218,2107.0,
9509,CHEMBL621974,Rattus norvegicus,Liver,A,Intermediate,50597,N,1,1,,,BAO_0000218,2107.0,
9510,CHEMBL621975,Rattus norvegicus,Lung,A,Intermediate,50597,N,1,1,,,BAO_0000218,2048.0,
9511,CHEMBL622166,Rattus norvegicus,Lung,A,Intermediate,50597,N,1,1,,,BAO_0000218,2048.0,
9512,CHEMBL622167,Rattus norvegicus,Lung,A,Intermediate,50597,N,1,1,,,BAO_0000218,2048.0,
9513,CHEMBL622168,Rattus norvegicus,Lung,A,Intermediate,50597,N,1,1,,,BAO_0000218,2048.0,
9514,CHEMBL622169,Rattus norvegicus,Lung,A,Intermediate,50597,N,1,1,,,BAO_0000218,2048.0,
9515,CHEMBL622170,Rattus norvegicus,Lung,A,Intermediate,50597,N,1,1,,,BAO_0000218,2048.0,
9516,CHEMBL622171,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
9517,CHEMBL622172,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
9518,CHEMBL622173,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
9519,CHEMBL622174,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
9520,CHEMBL622175,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
9521,CHEMBL622176,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
9522,CHEMBL622177,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
9523,CHEMBL622178,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
9524,CHEMBL622179,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
9525,CHEMBL622180,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
9526,CHEMBL622181,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9527,CHEMBL622182,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9528,CHEMBL622183,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9529,CHEMBL622184,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9530,CHEMBL622185,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9531,CHEMBL622186,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9532,CHEMBL622187,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9533,CHEMBL625002,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9534,CHEMBL622090,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9535,CHEMBL622091,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9536,CHEMBL622092,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9537,CHEMBL622093,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9538,CHEMBL622094,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9539,CHEMBL622095,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9540,CHEMBL622264,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9541,CHEMBL622265,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9542,CHEMBL622266,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9543,CHEMBL622267,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9544,CHEMBL622268,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9545,CHEMBL622269,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9546,CHEMBL625071,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9547,CHEMBL621621,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9548,CHEMBL621622,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9549,CHEMBL621623,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9550,CHEMBL621624,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9551,CHEMBL621625,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9552,CHEMBL621626,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9553,CHEMBL621627,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9554,CHEMBL621628,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9555,CHEMBL875328,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9556,CHEMBL621629,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9557,CHEMBL621630,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9558,CHEMBL621631,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9559,CHEMBL621632,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9560,CHEMBL621633,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9561,CHEMBL621634,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9562,CHEMBL621635,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9563,CHEMBL621636,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9564,CHEMBL621637,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9565,CHEMBL621638,Rattus norvegicus,Spleen,A,Intermediate,50597,N,1,1,,,BAO_0000218,2106.0,
9566,CHEMBL618883,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9567,CHEMBL618884,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9568,CHEMBL628627,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9569,CHEMBL628628,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9570,CHEMBL628629,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9571,CHEMBL628630,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9572,CHEMBL628631,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9573,CHEMBL628632,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9574,CHEMBL628633,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9575,CHEMBL628634,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9576,CHEMBL627789,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9577,CHEMBL627790,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9578,CHEMBL627791,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9579,CHEMBL627792,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9580,CHEMBL627793,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9581,CHEMBL627794,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9582,CHEMBL627795,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9583,CHEMBL627796,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9584,CHEMBL875335,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9585,CHEMBL627797,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9586,CHEMBL627798,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9587,CHEMBL627799,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9588,CHEMBL627800,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9589,CHEMBL627801,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9590,CHEMBL627802,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9591,CHEMBL627803,Rattus norvegicus,,A,Expert,50597,N,1,1,,,BAO_0000218,,
9592,CHEMBL873820,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9593,CHEMBL627804,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9594,CHEMBL627805,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9595,CHEMBL627806,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9596,CHEMBL627107,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9597,CHEMBL627108,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9598,CHEMBL627109,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9599,CHEMBL627110,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
9600,CHEMBL627111,Primates,,A,Intermediate,22224,U,0,1,,,BAO_0000218,,
9601,CHEMBL627112,Primates,,A,Intermediate,22224,U,0,1,,,BAO_0000218,,
9602,CHEMBL627113,Rattus norvegicus,,A,Intermediate,22224,U,0,1,,,BAO_0000218,,
9603,CHEMBL627114,Rattus norvegicus,,A,Intermediate,22224,U,0,1,,,BAO_0000218,,
9604,CHEMBL627115,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9605,CHEMBL627116,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9606,CHEMBL627117,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9607,CHEMBL627118,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9608,CHEMBL627119,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9609,CHEMBL627120,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9610,CHEMBL626922,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9611,CHEMBL626923,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9612,CHEMBL626924,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9613,CHEMBL626925,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9614,CHEMBL626926,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9615,CHEMBL626927,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9616,CHEMBL626928,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9617,CHEMBL626929,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9618,CHEMBL626930,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9619,CHEMBL626931,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9620,CHEMBL626932,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9621,CHEMBL626933,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9622,CHEMBL873826,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9623,CHEMBL626934,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9624,CHEMBL626935,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9625,CHEMBL626936,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9626,CHEMBL626937,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9627,CHEMBL625906,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9628,CHEMBL625907,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9629,CHEMBL625908,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9630,CHEMBL625909,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9631,CHEMBL625910,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9632,CHEMBL625911,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9633,CHEMBL625912,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9634,CHEMBL626538,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9635,CHEMBL876794,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9636,CHEMBL626539,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9637,CHEMBL626540,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9638,CHEMBL626541,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9639,CHEMBL626542,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9640,CHEMBL626543,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9641,CHEMBL626544,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9642,CHEMBL626545,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9643,CHEMBL626546,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9644,CHEMBL626547,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9645,CHEMBL626548,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9646,CHEMBL626549,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9647,CHEMBL626550,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9648,CHEMBL626551,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9649,CHEMBL623777,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9650,CHEMBL623778,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9651,CHEMBL623779,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9652,CHEMBL623780,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9653,CHEMBL622015,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9654,CHEMBL622016,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9655,CHEMBL622017,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9656,CHEMBL622018,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9657,CHEMBL622019,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9658,CHEMBL622020,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9659,CHEMBL622021,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9660,CHEMBL622022,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9661,CHEMBL622023,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9662,CHEMBL622024,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9663,CHEMBL622693,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9664,CHEMBL622694,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9665,CHEMBL622695,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9666,CHEMBL622696,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9667,CHEMBL622697,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9668,CHEMBL622874,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9669,CHEMBL622875,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9670,CHEMBL622876,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9671,CHEMBL622877,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9672,CHEMBL622878,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9673,CHEMBL622879,Rattus norvegicus,Plasma,A,Intermediate,50597,N,1,1,,,BAO_0000218,1969.0,
9674,CHEMBL877602,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9675,CHEMBL622880,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9676,CHEMBL622881,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9677,CHEMBL622882,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9678,CHEMBL622883,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9679,CHEMBL622884,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
9680,CHEMBL622885,Rattus norvegicus,Thyroid gland,A,Intermediate,50597,N,1,1,,,BAO_0000218,2046.0,
9681,CHEMBL622886,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9682,CHEMBL622887,Rattus norvegicus,,A,Intermediate,50597,N,1,1,,,BAO_0000218,,
9683,CHEMBL622888,Rattus norvegicus,Urine,A,Intermediate,50597,N,1,1,,,BAO_0000218,1088.0,
9684,CHEMBL622889,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
9685,CHEMBL622890,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
9686,CHEMBL622891,Rattus norvegicus,Blood,A,Intermediate,50597,N,1,1,,,BAO_0000218,178.0,
