ppersonale_id,data_pagamento,pagamento_id,inventario_id,data_restituzione,ammontare,npersonale_id,noleggio_id,cliente_id,data_noleggio
1,2005-07-30 04:10:18,9620,3288,2005-08-07 01:06:18,5.99,2,8975,356,2005-07-30 04:10:18
2,2005-06-21 19:07:19,6139,1077,2005-06-29 18:01:19,3.99,2,3433,228,2005-06-21 19:07:19
1,2005-08-23 14:01:07,6291,2887,2005-08-30 10:32:07,1.99,2,15790,233,2005-08-23 14:01:07
1,2005-07-08 02:48:36,15854,697,2005-07-13 04:53:36,2.99,2,4518,592,2005-07-08 02:48:36
2,2005-08-21 19:41:50,12808,1465,2005-08-25 16:11:50,4.99,1,14658,473,2005-08-21 19:41:50
2,2005-07-09 15:13:07,3235,850,2005-07-16 12:39:07,1.99,1,5288,120,2005-07-09 15:13:07
1,2005-07-28 19:03:16,13953,1318,2005-08-05 17:18:16,3.99,2,8107,518,2005-07-28 19:03:16
1,2005-08-22 17:13:39,14574,2263,2005-08-27 11:17:39,1.99,2,15223,541,2005-08-22 17:13:39
2,2005-08-01 09:11:36,11939,1973,2005-08-04 13:28:36,0.99,2,10452,442,2005-08-01 09:11:36
2,2005-07-10 11:09:35,121,2348,2005-07-17 16:41:35,0.99,2,5721,5,2005-07-10 11:09:35
2,2005-08-02 22:18:13,6409,4077,2005-08-12 00:43:13,11.99,1,11479,237,2005-08-02 22:18:13
2,2005-08-20 09:34:51,11417,4089,2005-08-23 04:13:51,0.99,1,13709,422,2005-08-20 09:34:51
2,2005-08-17 00:40:03,11576,2735,2005-08-21 19:11:03,0.99,1,11536,428,2005-08-17 00:40:03
2,2005-05-28 11:49:00,1867,1833,2005-06-01 11:54:00,4.99,1,584,69,2005-05-28 11:49:00
1,2005-05-26 23:09:41,5496,2851,2005-05-28 22:49:41,0.99,2,314,203,2005-05-26 23:09:41
1,2005-05-31 20:37:52,6982,622,2005-06-06 19:23:52,5.99,2,1147,259,2005-05-31 20:37:52
1,2005-07-30 14:19:59,8715,2350,2005-08-07 15:17:59,1.99,1,9252,322,2005-07-30 14:19:59
1,2005-08-23 06:54:06,13083,4118,2005-08-26 05:03:06,2.99,2,15607,484,2005-08-23 06:54:06
1,2005-07-10 17:14:27,16037,1615,2005-07-15 21:18:27,2.99,2,5843,599,2005-07-10 17:14:27
1,2005-05-28 00:39:31,1734,1850,2005-06-02 19:35:31,4.99,1,494,64,2005-05-28 00:39:31
2,2005-07-28 18:32:49,11755,2719,2005-08-06 16:09:49,9.99,1,8097,436,2005-07-28 18:32:49
1,2005-08-01 09:45:58,11162,3773,2005-08-09 10:17:58,5.99,2,10467,412,2005-08-01 09:45:58
1,2005-08-20 09:48:32,10469,86,2005-08-26 07:20:32,3.99,2,13716,386,2005-08-20 09:48:32
2,2005-07-30 07:55:14,529,1931,2005-08-02 13:49:14,4.99,1,9075,20,2005-07-30 07:55:14
2,2005-08-01 17:28:05,1660,2498,2005-08-04 19:34:05,0.99,1,10680,60,2005-08-01 17:28:05
2,2005-08-22 06:19:37,5352,2800,2005-08-30 05:51:37,4.99,2,14951,197,2005-08-22 06:19:37
1,2005-07-29 16:43:39,2402,3192,2005-08-01 15:54:39,2.99,2,8692,88,2005-07-29 16:43:39
2,2005-07-30 16:59:43,1138,4070,2005-08-05 14:06:43,5.99,2,9313,41,2005-07-30 16:59:43
1,2005-05-29 03:48:36,13939,194,2005-06-03 05:03:36,2.99,1,710,518,2005-05-29 03:48:36
1,2005-05-26 10:15:23,12415,3121,2005-05-30 11:43:23,4.99,1,223,460,2005-05-26 10:15:23
1,2005-08-21 22:35:33,9011,1717,2005-08-26 17:49:33,2.99,1,14740,333,2005-08-21 22:35:33
2,2005-07-10 19:14:58,13018,359,2005-07-17 01:13:58,2.99,1,5880,482,2005-07-10 19:14:58
1,2005-08-21 21:22:07,12109,1973,2005-08-30 16:24:07,2.99,2,14711,448,2005-08-21 21:22:07
1,2005-08-18 21:09:38,7201,3768,2005-08-21 20:25:38,4.99,1,12715,266,2005-08-18 21:09:38
1,2005-08-19 00:58:24,12555,204,2005-08-21 05:46:24,4.99,1,12814,465,2005-08-19 00:58:24
2,2005-07-29 04:09:07,11157,2294,2005-08-05 05:00:07,8.99,2,8330,412,2005-07-29 04:09:07
1,2005-05-25 08:53:14,8723,3050,2005-05-28 14:40:14,4.99,1,58,323,2005-05-25 08:53:14
2,2005-07-09 21:19:54,4698,1441,2005-07-15 22:53:54,2.99,1,5430,173,2005-07-09 21:19:54
1,2005-08-20 12:11:28,11639,3087,2005-08-25 08:11:28,4.99,1,13784,431,2005-08-20 12:11:28
1,2005-06-18 04:54:29,11193,4287,2005-06-22 09:14:29,4.99,1,2246,414,2005-06-18 04:54:29
1,2005-07-09 15:42:10,12387,245,2005-07-16 21:27:10,3.99,2,5301,459,2005-07-09 15:42:10
2,2005-08-19 01:55:55,6946,4233,2005-08-24 02:56:55,2.99,1,12841,257,2005-08-19 01:55:55
2,2005-08-17 22:35:24,8795,4135,2005-08-18 20:31:24,4.99,2,12097,325,2005-08-17 22:35:24
1,2005-06-15 12:26:21,11534,4429,2005-06-22 11:23:21,5.99,1,1342,427,2005-06-15 12:26:21
1,2005-06-20 13:03:03,14915,2397,2005-06-29 07:22:03,3.99,1,3050,557,2005-06-20 13:03:03
1,2005-07-10 01:13:52,15573,1902,2005-07-15 22:56:52,4.99,1,5516,581,2005-07-10 01:13:52
1,2005-08-01 15:36:56,10999,1290,2005-08-05 17:32:56,1.99,1,10632,406,2005-08-01 15:36:56
1,2005-08-22 13:49:18,14202,559,2005-08-26 11:11:18,2.99,2,15144,527,2005-08-22 13:49:18
2,2005-08-23 19:59:33,5101,3456,2005-09-02 01:28:33,7.99,1,15971,187,2005-08-23 19:59:33
1,2005-05-28 10:56:09,3833,4451,2005-06-05 15:39:09,9.99,1,575,142,2005-05-28 10:56:09
1,2005-07-09 02:10:54,13438,928,2005-07-17 08:07:54,2.99,2,5022,499,2005-07-09 02:10:54
2,2005-06-17 02:57:34,9274,3983,2005-06-19 00:00:34,0.99,1,1879,343,2005-06-17 02:57:34
1,2005-07-10 18:46:08,8340,3288,2005-07-16 17:32:08,3.99,1,5871,307,2005-07-10 18:46:08
2,2005-07-11 00:14:19,392,2997,2005-07-16 04:21:19,2.99,1,5975,15,2005-07-11 00:14:19
2,2005-08-20 05:07:27,298,660,2005-08-23 23:33:27,0.99,1,13572,11,2005-08-20 05:07:27
2,2005-08-20 12:22:04,11476,2598,2005-08-27 09:51:04,3.99,2,13793,424,2005-08-20 12:22:04
1,2005-08-20 09:35:20,12240,2318,2005-08-28 09:06:20,7.99,2,13711,453,2005-08-20 09:35:20
1,2005-07-27 20:16:59,15720,1464,2005-08-04 00:11:59,8.99,2,7501,587,2005-07-27 20:16:59
2,2005-08-02 20:10:01,14546,959,2005-08-07 01:28:01,6.99,1,11432,540,2005-08-02 20:10:01
2,2005-05-25 11:31:59,12160,1303,2005-05-26 16:53:59,0.99,2,77,451,2005-05-25 11:31:59
1,2005-07-27 03:02:07,14266,1435,2005-08-02 07:14:07,3.99,1,7031,530,2005-07-27 03:02:07
1,2005-07-27 17:26:14,15061,4205,2005-08-01 13:02:14,2.99,2,7430,562,2005-07-27 17:26:14
1,2005-08-22 08:15:21,10173,4464,2005-08-28 10:35:21,2.99,1,15004,375,2005-08-22 08:15:21
1,2005-07-27 03:27:56,9445,3740,2005-07-30 00:54:56,4.99,2,7046,349,2005-07-27 03:27:56
1,2005-07-06 03:23:43,12142,1300,2005-07-14 07:28:43,3.99,2,3570,450,2005-07-06 03:23:43
1,2005-07-10 17:45:13,13997,3026,2005-07-17 21:37:13,3.99,1,5853,520,2005-07-10 17:45:13
1,2005-07-30 11:16:37,5891,1234,2005-08-03 10:32:37,0.99,1,9159,217,2005-07-30 11:16:37
1,2005-07-06 10:21:49,364,1080,2005-07-12 05:14:49,2.99,2,3707,14,2005-07-06 10:21:49
2,2005-08-19 10:16:43,12954,4104,2005-08-27 11:35:43,8.99,2,13078,479,2005-08-19 10:16:43
2,2005-07-10 01:47:55,3361,2233,2005-07-18 22:25:55,7.99,1,5523,125,2005-07-10 01:47:55
2,2005-08-21 21:27:24,4051,3350,2005-08-23 20:26:24,0.99,1,14713,148,2005-08-21 21:27:24
2,2005-07-06 15:41:15,6507,1314,2005-07-07 16:41:15,0.99,1,3822,241,2005-07-06 15:41:15
2,2005-07-29 14:03:20,4034,3092,2005-08-02 09:05:20,4.99,1,8626,148,2005-07-29 14:03:20
1,2005-08-23 11:30:32,8753,2567,2005-08-28 09:52:32,0.99,2,15728,323,2005-08-23 11:30:32
1,2005-07-06 18:15:39,2910,712,2005-07-11 17:34:39,0.99,1,3875,108,2005-07-06 18:15:39
1,2005-05-27 18:12:13,10876,1457,2005-05-30 12:30:13,2.99,2,442,403,2005-05-27 18:12:13
1,2005-07-06 02:33:48,2981,3602,2005-07-13 04:38:48,3.99,1,3551,111,2005-07-06 02:33:48
2,2005-07-11 10:53:49,15774,313,2005-07-17 14:54:49,4.99,1,6177,589,2005-07-11 10:53:49
1,2005-08-17 18:47:07,3380,4333,2005-08-20 23:26:07,0.99,2,11999,125,2005-08-17 18:47:07
1,2005-08-23 07:10:14,85,2468,2005-08-26 07:21:14,2.99,2,15619,3,2005-08-23 07:10:14
1,2005-06-17 12:35:58,10274,1278,2005-06-26 13:16:58,3.99,2,2018,380,2005-06-17 12:35:58
1,2005-06-21 10:37:23,14533,2962,2005-06-26 07:21:23,3.99,2,3340,540,2005-06-21 10:37:23
1,2005-05-26 20:57:00,1292,249,2005-06-05 01:34:00,6.99,2,300,47,2005-05-26 20:57:00
1,2005-08-18 02:09:23,2615,424,2005-08-22 20:33:23,4.99,1,12199,96,2005-08-18 02:09:23
1,2005-07-27 04:03:26,2519,3859,2005-08-03 05:50:26,4.99,1,7073,92,2005-07-27 04:03:26
1,2005-08-02 15:32:32,976,1663,2005-08-06 20:22:32,1.99,1,11298,35,2005-08-02 15:32:32
1,2005-07-09 19:59:10,1185,431,2005-07-11 23:21:10,4.99,2,5401,43,2005-07-09 19:59:10
1,2005-07-29 11:12:13,5583,1866,2005-08-06 06:04:13,3.99,2,8549,206,2005-07-29 11:12:13
1,2005-07-27 21:48:03,7909,2541,2005-08-01 22:23:03,2.99,2,7545,292,2005-07-27 21:48:03
1,2005-07-27 03:06:44,4644,3155,2005-08-02 04:51:44,3.99,2,7037,171,2005-07-27 03:06:44
1,2005-07-11 19:48:24,10889,1851,2005-07-13 14:09:24,4.99,2,6342,403,2005-07-11 19:48:24
2,2005-08-19 10:33:52,4650,2693,2005-08-27 09:15:52,6.99,2,13087,171,2005-08-19 10:33:52
2,2005-08-20 15:18:20,7269,3911,2005-08-24 18:03:20,5.99,2,13880,268,2005-08-20 15:18:20
2,2005-07-08 06:29:43,4959,2276,2005-07-17 07:20:43,3.99,1,4591,182,2005-07-08 06:29:43
2,2005-08-22 02:12:44,7920,69,2005-08-24 02:36:44,4.99,2,14845,292,2005-08-22 02:12:44
2,2005-07-29 05:19:53,12344,2070,2005-08-04 04:39:53,4.99,1,8373,457,2005-07-29 05:19:53
2,2005-06-20 19:39:08,10206,3349,2005-06-22 23:35:08,2.99,2,3136,377,2005-06-20 19:39:08
2,2005-06-14 23:35:09,12980,4368,2005-06-19 03:20:09,2.99,1,1168,481,2005-06-14 23:35:09
2,2005-07-27 17:24:50,13873,2160,2005-08-05 23:02:50,3.99,1,7429,515,2005-07-27 17:24:50
2,2005-05-29 21:58:43,15337,62,2005-06-06 00:54:43,2.99,1,827,573,2005-05-29 21:58:43
1,2005-07-12 04:54:32,7137,2568,2005-07-15 09:50:32,0.99,2,6543,264,2005-07-12 04:54:32
1,2005-08-18 21:43:09,1416,4071,2005-08-23 18:50:09,4.99,1,12725,51,2005-08-18 21:43:09
2,2005-08-02 11:58:03,1955,4131,2005-08-07 12:36:03,6.99,2,11206,72,2005-08-02 11:58:03
1,2005-05-30 08:02:56,7407,471,2005-06-05 12:51:56,4.99,1,892,274,2005-05-30 08:02:56
2,2006-02-14 15:16:03,4449,3747,,7.98,2,11754,163,2006-02-14 15:16:03
1,2005-08-17 04:27:24,8128,786,2005-08-26 10:25:24,6.99,2,11629,299,2005-08-17 04:27:24
1,2005-08-23 04:13:53,4056,2762,2005-08-29 05:51:53,3.99,1,15541,148,2005-08-23 04:13:53
1,2005-06-16 10:14:15,5047,1558,2005-06-23 08:34:15,2.99,2,1663,186,2005-06-16 10:14:15
1,2005-08-21 16:25:05,2384,84,2005-08-26 10:31:05,2.99,1,14566,87,2005-08-21 16:25:05
1,2005-07-31 02:59:20,975,3547,2005-08-06 03:52:20,6.99,2,9579,35,2005-07-31 02:59:20
2,2005-05-30 05:48:59,232,886,2005-06-02 09:30:59,0.99,1,877,9,2005-05-30 05:48:59
1,2005-08-23 14:02:13,12023,4147,2005-09-01 09:03:13,6.99,2,15791,445,2005-08-23 14:02:13
1,2005-08-22 12:38:20,7921,2502,2005-08-27 07:36:20,2.99,2,15117,292,2005-08-22 12:38:20
1,2005-08-23 02:46:13,10174,1144,2005-08-26 23:34:13,4.99,2,15505,375,2005-08-23 02:46:13
1,2005-08-17 14:05:34,12015,2909,2005-08-19 15:47:34,4.99,1,11868,445,2005-08-17 14:05:34
2,2005-08-17 13:18:29,7675,3306,2005-08-22 18:05:29,2.99,2,11846,283,2005-08-17 13:18:29
2,2005-08-19 02:20:13,11962,4307,2005-08-20 20:20:13,4.99,1,12857,443,2005-08-19 02:20:13
2,2005-08-20 11:28:50,10200,3149,2005-08-21 12:05:50,4.99,2,13761,376,2005-08-20 11:28:50
2,2005-08-21 22:29:13,14039,3315,2005-08-29 21:19:13,5.99,1,14738,521,2005-08-21 22:29:13
1,2005-08-22 12:21:43,3217,4101,2005-08-24 09:31:43,4.99,1,15111,119,2005-08-22 12:21:43
2,2005-07-30 20:25:24,15680,2594,2005-08-08 22:51:24,8.99,2,9407,585,2005-07-30 20:25:24
1,2005-07-11 12:12:17,12701,3345,2005-07-18 07:40:17,2.99,2,6198,470,2005-07-11 12:12:17
1,2005-07-29 00:14:37,8946,1083,2005-07-31 19:12:37,0.99,1,8231,331,2005-07-29 00:14:37
1,2005-07-07 17:54:37,15214,1522,2005-07-14 13:56:37,2.99,1,4322,568,2005-07-07 17:54:37
2,2005-07-29 12:07:53,13023,1656,2005-07-31 09:27:53,2.99,1,8584,482,2005-07-29 12:07:53
2,2005-07-07 11:50:41,5809,2001,2005-07-09 13:58:41,0.99,2,4211,214,2005-07-07 11:50:41
2,2005-06-17 06:48:19,5103,3304,2005-06-21 03:23:19,0.99,1,1927,188,2005-06-17 06:48:19
1,2005-07-27 11:18:58,8122,2391,2005-08-03 07:43:58,4.99,2,7264,299,2005-07-27 11:18:58
1,2005-08-02 07:13:03,6309,4232,2005-08-03 05:46:03,0.99,1,11073,234,2005-08-02 07:13:03
2,2005-07-31 22:17:56,14978,1721,2005-08-02 21:27:56,2.99,1,10146,559,2005-07-31 22:17:56
1,2005-07-10 02:50:29,6360,118,2005-07-16 02:11:29,3.99,1,5545,236,2005-07-10 02:50:29
2,2005-06-19 11:42:04,11351,1164,2005-06-25 09:14:04,3.99,2,2672,420,2005-06-19 11:42:04
2,2005-07-07 14:24:30,790,3122,2005-07-14 13:12:30,6.99,1,4262,29,2005-07-07 14:24:30
2,2005-07-28 13:32:17,3177,4335,2005-08-06 14:51:17,4.99,2,7956,118,2005-07-28 13:32:17
1,2005-07-31 19:25:13,13931,3003,2005-08-09 15:55:13,4.99,1,10063,517,2005-07-31 19:25:13
1,2005-07-12 22:18:12,11951,569,2005-07-14 23:03:12,4.99,2,6913,443,2005-07-12 22:18:12
2,2005-08-17 04:01:36,4754,954,2005-08-23 01:02:36,4.99,1,11618,175,2005-08-17 04:01:36
1,2005-07-12 09:16:24,7287,2418,2005-07-17 04:06:24,5.99,2,6626,269,2005-07-12 09:16:24
2,2005-07-31 02:54:31,3110,2965,2005-08-02 02:48:31,0.99,1,9578,115,2005-07-31 02:54:31
2,2005-06-19 23:58:38,6137,2410,2005-06-23 23:27:38,2.99,2,2863,228,2005-06-19 23:58:38
1,2005-07-09 12:10:44,5908,3128,2005-07-11 17:32:44,0.99,2,5226,218,2005-07-09 12:10:44
2,2005-08-21 06:50:48,6735,402,2005-08-28 11:35:48,0.99,1,14285,249,2005-08-21 06:50:48
2,2005-05-28 11:19:23,4914,3481,2005-06-02 13:51:23,6.99,1,579,181,2005-05-28 11:19:23
1,2005-08-23 02:05:51,12687,2636,2005-08-25 04:45:51,4.99,1,15487,469,2005-08-23 02:05:51
2,2005-08-19 18:02:18,9291,2472,2005-08-24 22:15:18,4.99,2,13279,343,2005-08-19 18:02:18
1,2005-07-06 04:10:35,8054,1866,2005-07-11 01:29:35,0.99,2,3582,297,2005-07-06 04:10:35
1,2005-08-20 19:52:38,14278,3936,2005-08-26 14:57:38,5.99,1,13998,530,2005-08-20 19:52:38
1,2005-07-08 23:00:07,365,459,2005-07-09 21:47:07,0.99,1,4952,14,2005-07-08 23:00:07
2,2005-08-19 09:31:48,3796,2044,2005-08-28 07:51:48,10.99,2,13053,140,2005-08-19 09:31:48
1,2005-08-21 06:24:55,6587,3908,2005-08-28 02:25:55,3.99,1,14272,243,2005-08-21 06:24:55
2,2005-06-20 01:24:54,5225,1700,2005-06-23 02:42:54,2.99,2,2880,193,2005-06-20 01:24:54
1,2005-05-28 21:48:51,11775,3075,2005-06-05 16:45:51,5.99,2,666,437,2005-05-28 21:48:51
2,2005-08-17 13:12:20,7322,1524,2005-08-21 11:16:20,2.99,2,11841,270,2005-08-17 13:12:20
1,2005-07-08 06:43:42,14644,3767,2005-07-13 01:32:42,5.99,1,4597,545,2005-07-08 06:43:42
1,2005-08-23 16:27:24,5771,3391,2005-08-31 11:57:24,4.99,1,15872,212,2005-08-23 16:27:24
1,2005-06-18 17:40:44,14598,474,2005-06-22 14:30:44,2.99,2,2426,543,2005-06-18 17:40:44
2,2005-07-08 17:01:02,13640,214,2005-07-15 21:41:02,8.99,1,4806,506,2005-07-08 17:01:02
2,2005-07-09 21:55:19,793,3093,2005-07-19 01:18:19,10.99,2,5442,29,2005-07-09 21:55:19
1,2005-05-31 00:08:25,5858,4243,2005-06-02 00:17:25,4.99,2,997,216,2005-05-31 00:08:25
2,2005-08-23 20:41:09,14659,1229,2005-08-27 00:20:09,4.99,1,15998,545,2005-08-23 20:41:09
2,2005-08-20 12:53:46,9234,444,2005-08-21 10:36:46,4.99,1,13806,341,2005-08-20 12:53:46
2,2005-07-30 00:51:21,5561,3560,2005-07-31 22:33:21,4.99,1,8896,205,2005-07-30 00:51:21
1,2005-05-27 23:40:52,2826,2392,2005-05-28 22:40:52,2.99,2,485,105,2005-05-27 23:40:52
1,2005-07-27 17:34:40,6517,2927,2005-07-29 15:01:40,2.99,1,7434,241,2005-07-27 17:34:40
1,2005-08-18 15:39:46,442,4134,2005-08-25 18:05:46,7.99,2,12577,16,2005-08-18 15:39:46
2,2005-08-02 04:02:16,4078,683,2005-08-09 07:57:16,0.99,1,10967,149,2005-08-02 04:02:16
2,2005-08-17 01:27:49,8981,2237,2005-08-19 22:07:49,2.99,1,11564,332,2005-08-17 01:27:49
2,2005-07-10 08:47:36,5401,3503,2005-07-17 06:10:36,5.99,1,5680,199,2005-07-10 08:47:36
2,2005-07-10 20:22:12,4476,86,2005-07-19 16:43:12,6.99,2,5901,165,2005-07-10 20:22:12
1,2005-07-08 21:07:24,6146,1451,2005-07-10 22:34:24,0.99,1,4909,228,2005-07-08 21:07:24
2,2005-08-02 22:33:25,8824,1872,2005-08-04 23:26:25,4.99,2,11485,326,2005-08-02 22:33:25
1,2005-06-20 08:15:27,15295,2645,2005-06-29 04:30:27,10.99,2,2977,571,2005-06-20 08:15:27
2,2005-05-26 16:19:08,2022,1714,2005-05-27 14:35:08,0.99,1,268,75,2005-05-26 16:19:08
1,2005-07-28 00:24:14,7336,774,2005-08-01 04:35:14,3.99,1,7618,271,2005-07-28 00:24:14
1,2005-08-23 04:28:25,9335,3570,2005-08-26 07:19:25,4.99,1,15551,345,2005-08-23 04:28:25
2,2005-08-19 10:10:10,6056,4125,2005-08-21 08:44:10,4.99,2,13075,224,2005-08-19 10:10:10
2,2005-08-21 17:51:06,715,94,2005-08-28 15:36:06,1.99,1,14603,26,2005-08-21 17:51:06
1,2005-05-26 06:01:41,6677,984,2005-05-27 06:11:41,4.99,1,189,247,2005-05-26 06:01:41
2,2005-07-09 23:31:38,5929,726,2005-07-12 03:51:38,4.99,1,5475,219,2005-07-09 23:31:38
2,2005-06-20 00:08:58,5808,1213,2005-06-25 21:23:58,2.99,2,2868,214,2005-06-20 00:08:58
1,2005-06-17 00:05:22,9809,1189,2005-06-20 21:09:22,4.99,1,1847,363,2005-06-17 00:05:22
2,2005-07-07 08:50:33,2417,1761,2005-07-14 10:56:33,4.99,2,4152,89,2005-07-07 08:50:33
2,2005-07-08 09:13:56,11749,239,2005-07-10 12:09:56,0.99,2,4643,436,2005-07-08 09:13:56
2,2005-07-27 03:07:29,13948,1909,2005-07-31 04:55:29,3.99,2,7038,518,2005-07-27 03:07:29
1,2005-08-21 00:52:58,4910,1046,2005-08-22 00:09:58,0.99,2,14109,180,2005-08-21 00:52:58
2,2005-06-17 05:25:54,12137,3406,2005-06-24 04:25:54,2.99,2,1914,450,2005-06-17 05:25:54
2,2005-07-28 15:48:56,8519,294,2005-08-06 13:40:56,6.99,1,8022,314,2005-07-28 15:48:56
1,2005-06-16 15:32:12,9299,3698,2005-06-19 18:58:12,0.99,2,1731,344,2005-06-16 15:32:12
1,2005-08-01 22:52:57,8370,983,2005-08-06 00:08:57,4.99,1,10819,308,2005-08-01 22:52:57
1,2005-08-19 22:46:46,10578,1501,2005-08-24 22:52:46,3.99,1,13413,390,2005-08-19 22:46:46
1,2005-05-29 16:44:11,1358,1995,2005-06-05 16:11:11,4.99,1,794,50,2005-05-29 16:44:11
2,2005-06-19 03:09:16,9746,2920,2005-06-24 05:29:16,1.99,1,2558,361,2005-06-19 03:09:16
2,2005-06-19 04:40:06,7215,1695,2005-06-26 09:37:06,7.99,2,2578,267,2005-06-19 04:40:06
1,2005-08-18 21:57:50,14420,3307,2005-08-19 18:28:50,0.99,2,12732,535,2005-08-18 21:57:50
1,2005-07-08 22:06:18,8056,734,2005-07-17 18:17:18,5.99,2,4929,297,2005-07-08 22:06:18
1,2005-05-31 16:39:33,4891,1392,2005-06-04 17:25:33,2.99,1,1122,180,2005-05-31 16:39:33
1,2005-07-12 18:44:04,4433,924,2005-07-16 21:39:04,1.99,2,6831,163,2005-07-12 18:44:04
2,2005-07-06 18:54:20,11154,1945,2005-07-12 17:13:20,0.99,2,3888,412,2005-07-06 18:54:20
2,2005-07-29 13:36:01,395,4453,2005-08-03 13:15:01,6.99,1,8615,15,2005-07-29 13:36:01
1,2005-07-30 05:58:27,1951,449,2005-08-03 03:02:27,2.99,1,9027,72,2005-07-30 05:58:27
2,2005-08-17 19:52:43,745,3977,2005-08-23 21:49:43,5.99,1,12021,27,2005-08-17 19:52:43
1,2005-06-20 06:08:36,15029,1438,2005-06-27 07:45:36,4.99,2,2950,561,2005-06-20 06:08:36
1,2005-08-19 17:34:00,12459,2382,2005-08-20 15:17:00,2.99,2,13269,461,2005-08-19 17:34:00
2,2005-08-02 04:38:17,13725,1157,2005-08-09 00:09:17,5.99,1,10988,509,2005-08-02 04:38:17
1,2005-07-30 01:47:02,8400,4460,2005-08-05 21:10:02,2.99,2,8917,309,2005-07-30 01:47:02
2,2005-08-17 09:44:59,350,2230,2005-08-25 07:46:59,5.99,1,11761,13,2005-08-17 09:44:59
1,2005-08-02 05:54:53,15700,2939,2005-08-09 04:14:53,2.99,1,11034,586,2005-08-02 05:54:53
1,2005-07-29 08:05:09,8595,3857,2005-08-02 03:42:09,4.99,1,8458,317,2005-07-29 08:05:09
2,2005-07-27 06:55:39,10722,1743,2005-07-28 01:41:39,0.99,2,7142,396,2005-07-27 06:55:39
2,2005-05-27 09:34:39,4764,1777,2005-06-04 11:45:39,6.99,1,380,176,2005-05-27 09:34:39
2,2005-08-19 21:04:20,11858,1510,2005-08-24 20:49:20,4.99,2,13358,439,2005-08-19 21:04:20
1,2005-07-29 03:35:04,3178,2182,2005-08-06 08:43:04,3.99,2,8314,118,2005-07-29 03:35:04
2,2005-08-01 21:41:52,9144,2061,2005-08-04 03:28:52,2.99,2,10791,338,2005-08-01 21:41:52
2,2005-07-09 10:14:39,1467,357,2005-07-10 13:31:39,2.99,1,5185,53,2005-07-09 10:14:39
2,2005-07-10 11:50:04,5909,1118,2005-07-13 10:37:04,0.99,1,5737,218,2005-07-10 11:50:04
1,2005-08-21 20:53:40,9741,3446,2005-08-23 22:01:40,4.99,1,14700,360,2005-08-21 20:53:40
2,2005-08-20 19:02:16,7548,1785,2005-08-25 17:58:16,0.99,2,13976,278,2005-08-20 19:02:16
2,2005-07-27 08:57:40,16019,482,2005-08-04 09:55:40,6.99,2,7201,598,2005-07-27 08:57:40
1,2005-07-28 12:02:46,2702,116,2005-08-01 12:08:46,1.99,2,7921,100,2005-07-28 12:02:46
1,2005-08-01 06:39:14,9904,2622,2005-08-02 03:06:14,4.99,1,10384,366,2005-08-01 06:39:14
2,2005-07-31 20:38:58,7863,3606,2005-08-06 02:34:58,3.99,1,10096,290,2005-07-31 20:38:58
2,2005-07-08 01:07:54,3513,2614,2005-07-16 03:19:54,4.99,2,4485,130,2005-07-08 01:07:54
2,2005-07-28 15:30:26,10891,2074,2005-08-05 16:29:26,5.99,1,8013,403,2005-07-28 15:30:26
1,2005-08-20 09:32:04,103,3373,2005-08-23 14:29:04,2.99,2,13704,4,2005-08-20 09:32:04
1,2005-08-01 03:29:10,12768,617,2005-08-07 06:16:10,6.99,1,10282,472,2005-08-01 03:29:10
2,2005-07-09 13:50:11,7107,654,2005-07-13 09:07:11,1.99,1,5254,263,2005-07-09 13:50:11
2,2005-08-20 21:45:51,8720,505,2005-08-23 19:57:51,4.99,2,14042,322,2005-08-20 21:45:51
2,2005-07-30 02:18:19,9901,706,2005-08-05 00:49:19,2.99,2,8928,366,2005-07-30 02:18:19
1,2005-07-30 23:22:09,8366,3461,2005-07-31 22:26:09,2.99,2,9479,308,2005-07-30 23:22:09
2,2005-07-07 12:42:02,1040,1020,2005-07-12 10:52:02,1.99,1,4228,38,2005-07-07 12:42:02
1,2005-05-25 19:41:29,10941,1053,2005-05-29 21:31:29,2.99,1,121,405,2005-05-25 19:41:29
2,2005-08-01 00:27:53,3740,4411,2005-08-01 20:32:53,4.99,2,10190,138,2005-08-01 00:27:53
1,2005-07-11 01:51:58,12700,494,2005-07-18 07:12:58,3.99,2,6009,470,2005-07-11 01:51:58
2,2005-06-18 08:51:29,6350,4506,2005-06-25 07:51:29,6.99,1,2311,236,2005-06-18 08:51:29
1,2005-07-11 07:28:05,9889,1311,2005-07-18 07:29:05,6.99,1,6112,366,2005-07-11 07:28:05
1,2005-07-31 12:18:49,5648,3866,2005-08-03 16:49:49,4.99,2,9838,208,2005-07-31 12:18:49
1,2005-07-10 03:12:08,2604,1123,2005-07-14 03:09:08,0.99,2,5558,96,2005-07-10 03:12:08
2,2005-08-19 11:51:39,6781,3517,2005-08-22 11:50:39,2.99,2,13121,251,2005-08-19 11:51:39
1,2005-08-02 10:05:57,13563,3321,2005-08-06 05:05:57,1.99,2,11161,503,2005-08-02 10:05:57
2,2005-06-20 02:56:16,5130,3898,2005-06-24 23:51:16,1.99,2,2905,189,2005-06-20 02:56:16
2,2005-06-21 15:30:11,14808,602,2005-06-22 21:12:11,4.99,1,3397,552,2005-06-21 15:30:11
1,2005-07-06 03:47:05,7102,2954,2005-07-08 02:26:05,4.99,1,3578,263,2005-07-06 03:47:05
