assays_assay_id,assays_tid,assays_assay_test_type,assays_bao_format,assays_cell_id,assays_assay_cell_type,assays_description,assays_assay_category,assays_src_assay_id,assays_relationship_type,assays_curated_by,assays_assay_type,assays_assay_tax_id,assays_chembl_id,assays_variant_id,assays_tissue_id,assays_assay_tissue,assays_assay_subcellular_fraction,assays_confidence_score,assays_src_id
1986,105,,BAO_0000357,,,Tested against 5-hydroxytryptamine 1D receptor,,,H,Autocuration,B,,CHEMBL617589,,,,,8,1
1987,105,,BAO_0000357,,,Binding affinity for 5-hydroxytryptamine 1D receptor was determined by using [3H]5-HT as radioligand,,,H,Autocuration,B,,CHEMBL617590,,,,,8,1
1988,105,,BAO_0000219,722.0,HEK293,Antagonistic binding affinity measured against 5-hydroxytryptamine 2A receptor (human clone expressed in 293 cells) using [3H]ketanserin as radioligand,,,H,Autocuration,B,,CHEMBL617591,,,,,8,1
1989,105,,BAO_0000357,,,Binding affinity against 5-Hydroxytryptamine 1D receptor,,,D,Expert,B,9606.0,CHEMBL617592,,,,,9,1
1990,105,,BAO_0000357,,,,,,H,Autocuration,B,,CHEMBL617593,,,,,8,1
1991,106,,BAO_0000219,485.0,CHO-K1,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,,,H,Autocuration,B,,CHEMBL617594,,,,,8,1
1992,105,,BAO_0000219,485.0,CHO-K1,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,,,H,Autocuration,B,,CHEMBL617595,,,,,8,1
1993,105,,BAO_0000219,722.0,HEK293,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor alpha clones expressed in human embryonic kidney (HEK 293) cells line.,,,H,Autocuration,B,,CHEMBL617596,,,,,8,1
1994,105,,BAO_0000219,722.0,HEK293,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor alpha clones expressed in human embryonic kidney (HEK 293) cells line; NT= not tested,,,H,Autocuration,B,,CHEMBL617597,,,,,8,1
1995,105,,BAO_0000019,,,Binding affinity against 5-hydroxytryptamine 1D receptor beta using rabbit saphenous vein assay.,,,H,Autocuration,B,,CHEMBL617598,,,,,8,1
1996,105,,BAO_0000357,,,Binding affinity of compound against 5-HT1Dalpha Binding affinity of compound against 5-HT1D alpha receptors in human,,,H,Autocuration,B,,CHEMBL872916,,,,,8,1
1997,105,,BAO_0000357,,,In vitro affinity human cloned 5-hydroxytryptamine 1D receptor alpha by [3H]5-HT displacement.,,,H,Expert,B,,CHEMBL617599,,,,,8,1
1998,105,,BAO_0000357,,,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor alpha was determined,,,H,Autocuration,B,,CHEMBL617091,,,,,8,1
1999,105,,BAO_0000219,485.0,CHO-K1,"Binding affinity against 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells, using [3H]-5-HT as the radioligand.",,,H,Expert,B,,CHEMBL617092,,,,,8,1
2000,105,,BAO_0000219,485.0,CHO-K1,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,,,H,Autocuration,B,,CHEMBL617093,,,,,8,1
2001,105,,BAO_0000019,,,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor alpha measured as the reduction of forskolin-stimulated cAMP.,,,H,Autocuration,F,,CHEMBL617094,,,,,8,1
2002,105,,BAO_0000019,,,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,,,H,Autocuration,F,,CHEMBL617095,,,,,8,1
2003,105,,BAO_0000019,,,Compound was tested for its agonist activity against human 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,,,H,Autocuration,F,,CHEMBL617096,,,,,8,1
2004,105,,BAO_0000019,,,Compound was tested for its agonist activity against human recombinant 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,,,H,Autocuration,F,,CHEMBL617097,,,,,8,1
2005,105,,BAO_0000019,,,Compound was tested for its agonist activity against human recombinant 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,,,H,Autocuration,F,,CHEMBL617098,,,,,8,1
2006,105,,BAO_0000357,,,In vitro binding affinity towards 5-HT1D alpha receptor by using [3H]5-HT as radioligand,,,H,Autocuration,B,,CHEMBL617301,,,,,8,1
2007,105,,BAO_0000357,,,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor alpha by using [3H]5-HT as radioligand,,,H,Autocuration,B,,CHEMBL617302,,,,,8,1
2008,105,,BAO_0000357,,,Selectivity towards 5-hydroxytryptamine 1D receptor beta to that of 5-hydroxytryptamine 1D receptor alpha,,,H,Autocuration,B,,CHEMBL617303,,,,,8,1
2009,105,,BAO_0000357,,,Binding affinity to recombinant human 5-hydroxytryptamine 1D receptor alpha,,,H,Expert,B,,CHEMBL617304,,,,,8,1
2010,105,,BAO_0000219,449.0,CHO,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor alpha expressed in CHO cells, by using [3H]5-HT as radioligand",,,H,Expert,B,,CHEMBL617305,,,,,8,1
2011,105,,BAO_0000219,,,Binding affinity was measured on 5-hydroxytryptamine 1D receptor alpha in COS cells transfected with human 5-HT1D alpha gene labeled with [3H]5-HT,,,D,Autocuration,B,9606.0,CHEMBL617306,,,,,9,1
2012,17106,,BAO_0000357,,,Binding affinity (in vitro) against 5-hydroxytryptamine 1D receptor alpha using radio-ligand binding assay,,,H,Autocuration,B,,CHEMBL617307,,,,,8,1
2013,105,,BAO_0000019,,,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,,,H,Autocuration,B,9986.0,CHEMBL617308,,,,,8,1
2014,105,,BAO_0000357,,,Binding affinities against 5-hydroxytryptamine 1D receptor alpha,,,H,Autocuration,B,,CHEMBL617309,,,,,8,1
2015,105,,BAO_0000357,,,Binding affinities towards 5-hydroxytryptamine 1D receptor alpha,,,H,Autocuration,B,,CHEMBL617310,,,,,8,1
2016,105,,BAO_0000357,,,Binding affinities towards 5-hydroxytryptamine 1D receptor alpha,,,H,Autocuration,B,,CHEMBL617311,,,,,8,1
2017,105,,BAO_0000357,,,Binding affinity towards 5-hydroxytryptamine 1D receptor alpha using [3H]8-OH-DPAT as radioligand,,,H,Autocuration,B,,CHEMBL617312,,,,,8,1
2018,105,,BAO_0000357,,,Affinity against 5-hydroxytryptamine 1D receptor alpha,,,H,Autocuration,B,,CHEMBL617313,,,,,8,1
2019,105,,BAO_0000357,,,Binding affinity against 5-hydroxytryptamine 1D receptor alpha,,,H,Expert,B,,CHEMBL617314,,,,,8,1
2020,106,,BAO_0000019,,,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,,,H,Autocuration,F,,CHEMBL617315,,,,,8,1
2021,106,,BAO_0000219,722.0,HEK293,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor beta clones expressed in human embryonic kidney (HEK 293) cells line.,,,H,Autocuration,B,,CHEMBL617316,,,,,8,1
2022,106,,BAO_0000219,722.0,HEK293,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor beta clones expressed in human embryonic kidney (HEK 293) cells line; NT= not tested,,,H,Autocuration,B,,CHEMBL617317,,,,,8,1
2023,106,,BAO_0000219,449.0,CHO,"The compound was tested in vitro for binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand",,,H,Autocuration,B,,CHEMBL617318,,,,,8,1
2024,106,,BAO_0000019,,,Binding affinity against 5-hydroxytryptamine 1D receptor beta using rabbit saphenous vein assay.,,,H,Autocuration,B,,CHEMBL617319,,,,,8,1
2025,106,,BAO_0000357,,,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,,,D,Expert,B,,CHEMBL617320,,,,,9,1
2026,106,,BAO_0000357,,,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,,,D,Expert,B,,CHEMBL617321,,,,,9,1
2027,106,,BAO_0000357,,,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,,,D,Expert,B,,CHEMBL617322,,,,,9,1
2028,106,,BAO_0000357,,,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor beta was determined using [3H]8-OH-DPAT as radioligand,,,H,Autocuration,B,,CHEMBL616862,,,,,8,1
2029,106,,BAO_0000357,,,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor was determined using [3H]8-OH-DPAT as radioligand,,,H,Autocuration,B,,CHEMBL616863,,,,,8,1
2030,106,,BAO_0000219,449.0,CHO,Binding affinity was measured on 5-hydroxytryptamine 1D receptor beta in CHO cells transfected with human 5-HT1D beta gene labeled with [3H]5-HT,,,H,Autocuration,B,,CHEMBL616864,,,,,8,1
2031,106,,BAO_0000219,485.0,CHO-K1,Compound was tested for binding affinity against cloned human 5-HT1D beta receptor expressed in CHO-K1 cells.,,,H,Autocuration,B,,CHEMBL616865,,,,,8,1
2032,106,,BAO_0000219,485.0,CHO-K1,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor beta expressed in CHO-K1 cells.,,,H,Autocuration,B,,CHEMBL616866,,,,,8,1
2033,106,,BAO_0000019,,,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,,,H,Autocuration,F,,CHEMBL616867,,,,,8,1
2034,106,,BAO_0000219,485.0,CHO-K1,"Binding affinity against 5-hydroxytryptamine 1D receptor beta expressed in CHO-K1 cells, using [3H]5-HT as the radioligand.",,,H,Expert,B,,CHEMBL616868,,,,,8,1
2035,105,,BAO_0000357,,,Binding affinity for cloned human 5-hydroxytryptamine 1D receptor beta,,,H,Expert,B,,CHEMBL616869,,,,,8,1
2036,106,,BAO_0000219,449.0,CHO,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand",,,H,Expert,B,,CHEMBL616870,,,,,8,1
2037,105,,BAO_0000219,485.0,CHO-K1,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 0.24-0.55,,,H,Autocuration,F,,CHEMBL616871,,,,,8,1
2038,105,,BAO_0000219,485.0,CHO-K1,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 0.6-2.0,,,H,Autocuration,F,,CHEMBL616872,,,,,8,1
2039,105,,BAO_0000219,485.0,CHO-K1,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 2.8-6.5,,,H,Autocuration,F,,CHEMBL616873,,,,,8,1
2040,105,,BAO_0000219,485.0,CHO-K1,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 30-70,,,H,Autocuration,F,,CHEMBL616838,,,,,8,1
2041,105,,BAO_0000357,,,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor beta was determined,,,H,Autocuration,B,,CHEMBL616839,,,,,8,1
2042,106,,BAO_0000019,,,Binding affinity against 5-hydroxytryptamine 3 receptor using rabbit saphenous vein assay.,,,H,Autocuration,B,9986.0,CHEMBL616840,,,,,8,1
2043,105,,BAO_0000357,,,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor alpha by using [3H]-5-HT as radioligand,,,H,Autocuration,B,,CHEMBL616841,,,,,8,1
2044,105,,BAO_0000357,,,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor beta by using [3H]5-HT as radioligand,,,H,Autocuration,B,,CHEMBL616842,,,,,8,1
2045,105,,BAO_0000357,,,Binding affinity against 5-hydroxytryptamine 1D receptor beta,,,H,Expert,B,,CHEMBL857976,,,,,8,1
2046,10618,,BAO_0000219,449.0,CHO,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1E receptor stably expressed in CHO cells,,,H,Autocuration,B,,CHEMBL616843,,,,,8,1
2047,10618,,BAO_0000357,,,Inhibitory activity against 5-hydroxytryptamine 1E receptor subtype,,,D,Expert,B,9606.0,CHEMBL616844,,,,,9,1
2048,10618,,BAO_0000357,,,Inhibitory activity against 5-hydroxytryptamine 1E receptor subtype; NA denotes data not available,,,H,Autocuration,B,,CHEMBL616845,,,,,8,1
2049,10618,,BAO_0000357,,,Binding affinity to cloned human 5-hydroxytryptamine 1E receptor,,,D,Expert,B,9606.0,CHEMBL616846,,,,,9,1
2050,10618,,BAO_0000357,,,Binding affinity towards human 5-hydroxytryptamine 1E receptor was determined using [3H]5-HT as radioligand,,,H,Autocuration,B,,CHEMBL616847,,,,,8,1
2051,10618,,BAO_0000019,,,Binding affinity was determined against 5-hydroxytryptamine 1E receptor in human cortical homogenate,,,H,Autocuration,B,,CHEMBL616848,,,,,8,1
2052,10618,,BAO_0000357,,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1E receptor,,,H,Autocuration,B,,CHEMBL616849,,,,,8,1
2053,10618,,BAO_0000357,,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1E receptor,,,H,Autocuration,B,,CHEMBL872911,,,,,8,1
2054,10618,,BAO_0000019,,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1E receptor,,,H,Autocuration,B,,CHEMBL616850,,,,,8,1
2055,10618,,BAO_0000219,449.0,CHO,Binding affinity against human 5-hydroxytryptamine 1E receptor expressed in CHO cells,,,D,Expert,B,9606.0,CHEMBL616699,,,,,9,1
2056,10618,,BAO_0000357,,,Binding affinity towards cloned human 5-hydroxytryptamine 1E receptor was determined,,,H,Autocuration,B,,CHEMBL616700,,,,,8,1
2057,10618,,BAO_0000219,449.0,CHO,Binding affinity towards 5-hydroxytryptamine 1E receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,H,Autocuration,B,,CHEMBL616701,,,,,8,1
2058,10618,,BAO_0000219,449.0,CHO,Binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT as radioligand.,,,H,Autocuration,B,,CHEMBL616702,,,,,8,1
2059,10618,,BAO_0000219,449.0,CHO,Binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT as radioligand;ND means no data.,,,H,Autocuration,B,,CHEMBL616703,,,,,8,1
2060,10618,,BAO_0000357,,,Binding affinity was determined against 5-hydroxytryptamine 1D receptor,,,H,Autocuration,B,,CHEMBL616704,,,,,8,1
2061,10618,,BAO_0000219,449.0,CHO,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT as the radioligand,,,H,Autocuration,B,,CHEMBL616705,,,,,8,1
2062,10618,,BAO_0000357,,,Compound was tested for binding affinity against human 5-hydroxytryptamine 1E receptor,,,H,Autocuration,B,,CHEMBL616706,,,,,8,1
2063,10618,,BAO_0000219,449.0,CHO,Compound was tested for its binding affinity against cloned human 5-hydroxytryptamine 1E receptor in CHO cells using [3H]-5-HT,,,H,Autocuration,B,,CHEMBL616707,,,,,8,1
2064,10618,,BAO_0000357,,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1E receptor in CHO using [3H]5-HT as a radioligand,,,H,Autocuration,B,,CHEMBL616708,,,,,8,1
2065,10618,,BAO_0000357,,,Tested for binding affinity towards cloned human 5-hydroxytryptamine 1E receptor using [3H]5-HT as radioligand,,,H,Autocuration,B,,CHEMBL616709,,,,,8,1
2066,10618,,BAO_0000219,449.0,CHO,The binding affinity (pKi) measured against 5-hydroxytryptamine 1E receptor (cloned human receptors in CHO cells) using [3H]5-HT1E as radioligand,,,H,Autocuration,B,,CHEMBL616710,,,,,8,1
2067,10618,,BAO_0000219,449.0,CHO,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT.,,,H,Autocuration,B,,CHEMBL616711,,,,,8,1
2068,10618,,BAO_0000219,449.0,CHO,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells, using [3H]5-HT as radioligand",,,H,Autocuration,B,,CHEMBL616712,,,,,8,1
2069,10618,,BAO_0000357,,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1E receptor was determined,,,H,Autocuration,B,,CHEMBL616713,,,,,8,1
2070,10618,,BAO_0000357,,,Binding affinity for 5-hydroxytryptamine 1E receptor was determined,,,H,Autocuration,B,,CHEMBL616714,,,,,8,1
2071,10618,,BAO_0000357,,,Compound was evaluated for the affinity at 5-hydroxytryptamine 1E receptor,,,H,Autocuration,B,,CHEMBL616715,,,,,8,1
2072,10618,,BAO_0000357,,,Binding affinity towards 5-hydroxytryptamine 1E receptor,,,H,Autocuration,B,,CHEMBL616716,,,,,8,1
2073,279,,BAO_0000019,,,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-HT1F receptor",,,H,Autocuration,F,,CHEMBL616717,,,,,8,1
2074,279,,BAO_0000019,,,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-hydroxytryptamine 1F receptor",,,H,Expert,F,,CHEMBL616718,,,,,8,1
2075,279,,BAO_0000019,,,In vitro effective concentration for inhibition of skolin-stimulated adenylate cyclase in cell line expressing human 5-hydroxytryptamine 1F receptor,,,H,Autocuration,F,,CHEMBL875905,,,,,8,1
2076,279,,BAO_0000019,,,In vitro agonist potency against human 5-hydroxytryptamine 1F receptor,,,H,Autocuration,F,,CHEMBL616719,,,,,8,1
2077,279,,BAO_0000019,,,"Maximum stimulation of of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine 1F receptor",,,H,Expert,F,,CHEMBL616720,,,,,8,1
2078,279,,BAO_0000357,,,Compound was evaluated for the affinity at 5-hydroxytryptamine 1F receptor,,,H,Autocuration,B,,CHEMBL616721,,,,,8,1
2079,279,,BAO_0000219,449.0,CHO,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1F receptor stably expressed in CHO cells,,,H,Autocuration,B,,CHEMBL616722,,,,,8,1
2080,279,,BAO_0000357,,,In vitro binding affinity against human 5-hydroxytryptamine 1F receptor at a concentration of 100 (nM),,,H,Autocuration,B,,CHEMBL616723,,,,,8,1
2081,279,,BAO_0000219,449.0,CHO,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT radioligand,,,H,Autocuration,B,,CHEMBL616724,,,,,8,1
2082,279,,BAO_0000357,,,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT radioligand,,,H,Autocuration,B,,CHEMBL616725,,,,,8,1
2083,279,,BAO_0000357,,,Binding affinity towards human 5-hydroxytryptamine 1F receptor,,,H,Autocuration,B,,CHEMBL616726,,,,,8,1
2084,279,,BAO_0000357,,,Binding affinity towards human 5-hydroxytryptamine 1F receptor was determined,,,H,Autocuration,B,,CHEMBL616727,,,,,8,1
2085,279,,BAO_0000357,,,Binding affinity towards human 5-hydroxytryptamine 1F receptor using [3H]-5-HT radioligand,,,H,Autocuration,B,,CHEMBL616728,,,,,8,1
2086,279,,BAO_0000357,,,In vitro binding affinity for human 5-hydroxytryptamine 1F receptor,,,H,Autocuration,B,,CHEMBL616729,,,,,8,1
2087,279,,BAO_0000019,,,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1F receptor,,,H,Expert,B,,CHEMBL616730,,,,,8,1
2088,279,,BAO_0000357,,,Binding affinity towards human recombinant 5-hydroxytryptamine 1F receptor,,,H,Autocuration,B,,CHEMBL617125,,,,,8,1
2089,279,,BAO_0000357,,,Binding affinity towards cloned human 5-hydroxytryptamine 1F receptor was determined,,,H,Autocuration,B,,CHEMBL857977,,,,,8,1
2090,279,,BAO_0000219,449.0,CHO,Binding affinity towards 5-hydroxytryptamine 1F receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,H,Autocuration,B,,CHEMBL617126,,,,,8,1
2091,279,,BAO_0000219,449.0,CHO,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1F receptor in CHO cells using [3H]-5-HT as the radioligand,,,H,Autocuration,B,,CHEMBL617127,,,,,8,1
2092,279,,BAO_0000357,,,Compound was tested for binding affinity against human 5-hydroxytryptamine 1F receptor,,,H,Autocuration,B,,CHEMBL617128,,,,,8,1
2093,279,,BAO_0000219,449.0,CHO,Compound was tested for its binding affinity against 5-hydroxytryptamine 1F receptor in human cloned receptors in CHO cells using [3H]5-HT,,,H,Autocuration,B,,CHEMBL617129,,,,,8,1
2094,279,,BAO_0000357,,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT as a radioligand,,,H,Autocuration,B,,CHEMBL617130,,,,,8,1
2095,279,,BAO_0000219,449.0,CHO,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT.,,,H,Autocuration,B,,CHEMBL617131,,,,,8,1
2096,279,,BAO_0000219,449.0,CHO,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",,,H,Autocuration,B,,CHEMBL617132,,,,,8,1
2097,279,,BAO_0000219,449.0,CHO,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",,,H,Autocuration,B,,CHEMBL617133,,,,,8,1
2098,279,,BAO_0000357,,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1F receptor was determined,,,H,Autocuration,B,,CHEMBL617134,,,,,8,1
2099,279,,BAO_0000357,,,Binding affinity for 5-hydroxytryptamine 1F receptor was determined,,,H,Autocuration,B,,CHEMBL617135,,,,,8,1
2100,279,,BAO_0000357,,,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1F receptor,,,H,Autocuration,B,,CHEMBL617136,,,,,8,1
2101,104686,,BAO_0000019,,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]-ketanserin as radioligand",,,H,Autocuration,B,,CHEMBL617137,,,,,4,1
2102,104686,,BAO_0000019,,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",,,H,Autocuration,B,,CHEMBL617138,,,,,4,1
2103,104686,,BAO_0000019,,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,,H,Autocuration,B,,CHEMBL617139,,,,,4,1
2104,12687,,BAO_0000019,,,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,,,H,Autocuration,B,,CHEMBL617140,,,,,8,1
2105,104686,In vivo,BAO_0000218,,,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-HT2 receptor 1 hr after oral administration",,,H,Autocuration,F,,CHEMBL617141,,,,,4,1
2106,104686,,BAO_0000019,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,H,Autocuration,F,,CHEMBL858112,,,,,4,1
2107,17005,,BAO_0000019,,,Binding affinity towards 5-hydroxytryptamine 2 receptor in calf frontal cortex,,,H,Intermediate,B,,CHEMBL617142,,,,,8,1
2108,22226,,BAO_0000019,,,"Binding affinity to 5-hydroxytryptamine 2 receptor using calf frontal cortex, [3H]- ketanserin, and spiperone for NSB",,,U,Autocuration,B,9913.0,CHEMBL617143,,,,,0,1
2109,22226,,BAO_0000019,,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex at 10e-7 M,,,U,Autocuration,B,9913.0,CHEMBL617144,,,,,0,1
2110,22226,,BAO_0000019,,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex,,,U,Autocuration,B,9913.0,CHEMBL617145,,,,,0,1
2111,22226,,BAO_0000019,,,Binding affinity of compound towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin (0.8 nM) ligand in frontal cortex bovine was determined,,,U,Autocuration,B,,CHEMBL617146,,,,,0,1
2112,104784,,BAO_0000019,,,Binding affinity for serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin in guinea pig frontal cortex,,,H,Autocuration,B,10141.0,CHEMBL617147,,,,,4,1
2113,104784,,BAO_0000019,,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of guinea pig frontal cortex membranes,,,H,Autocuration,B,10141.0,CHEMBL617148,,,,,4,1
2114,104784,,BAO_0000019,,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin from guinea pig frontal cortex,,,H,Autocuration,B,10141.0,CHEMBL617149,,,,,4,1
2115,104784,,BAO_0000224,,,Binding affinity towards cloned human 5-hydroxytryptamine 2 receptor was determined,,,H,Autocuration,B,,CHEMBL617150,,,,,4,1
2116,104784,,BAO_0000224,,,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,,,H,Autocuration,B,,CHEMBL617151,,,,,4,1
2117,104784,,BAO_0000224,,,In vitro binding affinity of compound against neuronal 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL617201,,,,,4,1
2118,10209,,BAO_0000357,,,Binding affinity towards 5-HT7 receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,,,H,Autocuration,B,,CHEMBL617202,,,,,8,1
2119,104826,In vivo,BAO_0000218,,,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,,,H,Autocuration,B,,CHEMBL617203,,,,,4,1
2120,104826,,BAO_0000019,,,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,,H,Autocuration,B,,CHEMBL617204,,,,,4,1
2121,104826,,BAO_0000224,,,Inhibitory activity against serotonin 5-hydroxytryptamine 2 receptor from mice.,,,H,Autocuration,B,,CHEMBL617205,,,,,4,1
2122,104826,,BAO_0000019,,,Inhibitory activity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in mouse cerebral cortex,,,D,Autocuration,B,10090.0,CHEMBL617206,,,,,5,1
2123,104826,In vivo,BAO_0000218,,,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,,,H,Autocuration,B,,CHEMBL617207,,,,,4,1
2124,104826,,BAO_0000019,,,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]-ketanserin in mouse cerebral cortex,,,D,Autocuration,B,10090.0,CHEMBL617208,,,,,5,1
2125,104826,,BAO_0000224,,,The compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL617209,,,,,4,1
2126,104826,,BAO_0000224,,,In vitro binding affinity for serotonin 5-hydroxytryptamine (5-HT) 2 receptors,,,H,Autocuration,B,,CHEMBL617210,,,,,4,1
2127,104826,,BAO_0000224,,,The compound was tested in vitro for its binding affinity towards serotonin 5-hydroxytryptamine 2 receptor; nd = no data,,,H,Autocuration,B,,CHEMBL617211,,,,,4,1
