assay_id,assay_subcellular_fraction,assay_strain,assay_test_type,assay_tax_id,tissue_id,src_assay_id,variant_id,tid,assay_category,src_id,doc_id,description,assay_type,assay_organism,assay_tissue,assay_cell_type
1758,,,,9606.0,,,,105,,1,14875,Binding affinity for human 5-hydroxytryptamine 1D receptor,B,Homo sapiens,,
1759,,,,,,,,105,,1,15146,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT,B,,,CHO
1760,,,,,,,,105,,1,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1D receptor in CHO using [3H]5-HT as a radioligand,B,,,
1761,,,,,,,,105,,1,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT.,B,,,CHO
1762,,,,,,,,105,,1,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells, using [3H]5-HT as radioligand",B,,,CHO
1763,,,,,,,,105,,1,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 1 uM,F,,,
1764,,,,,,,,105,,1,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 10 uM,F,,,
1765,,,,,,,,108,,1,5254,Binding affinity against 5-HT2C receptor,B,,,
1766,,,,,,,,108,,1,5254,Binding affinity against 5-hydroxytryptamine 1D receptor,B,,,
1767,,,,,,,,10577,,1,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,B,,,
1768,,,,,,,,10577,,1,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,F,,,
1769,,,,,,,,10577,,1,12352,"Binding affinity for 5-hydroxytryptamine 1B receptor in rat cortex, striatum and globus pallidus",B,,,
1770,,,,,,,,10577,,1,9098,Binding affinity towards 5-HT1B was determined,B,,,
1771,,,,,,,,10577,,1,14430,Affinity towards 5-hydroxytryptamine 1B receptor in membranes from rat frontal cortex using [3H]5-HT,B,,,
1772,,,,,,,,10577,,1,13657,"Binding affinity to 5-HT1B receptors using rat cortex+striatum + globus pallidus,[3H]-5-OH-tryptamine, and serotonin for NSB",B,,,
1773,,,,,,,,10577,,1,13657,"Compound was evaluated for binding affinity on 5-HT1B receptors using rat cortex+striatum+ globus pallidus,[ 3H]-5-OH-tryptamine, and serotonin for NSB.",B,,,
1774,,,,,,,,10577,,1,15854,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,B,,,
1775,,,,10116.0,,,,10577,,1,10639,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat cortex using [3H]5-HT,B,Rattus norvegicus,,
1776,,,,,,,,10577,,1,10025,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,B,,,
1777,,,,,,,,10577,,1,10025,"Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol, binds to 5-hydroxytryptamine 1B receptor at 1 uM",B,,,
1778,,,,,,,,10577,,1,14286,In vitro inhibitory concentration against radioligand [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatal membrane,B,,,
1779,,,,,2435.0,,,10577,,1,3651,Inhibition of [3H]-5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Residual radioligand binding higher than 50%,B,,Striatum,
1780,,,,10116.0,,,,10577,,1,14178,Inhibition of radiolabeled [3H]-5-HT ligand binding to 5-hydroxytryptamine 1B receptor,B,Rattus norvegicus,,
1781,,,,,,,,10577,,1,10639,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat cortex using [3H]5-HT as the radioligand.,B,,,
1782,,,,,2435.0,,,10577,,1,13605,Inhibitory activity against [3H]5-HT binding to 5-HT1B receptor in rat striatum,B,,Striatum,
1783,,,,,2435.0,,,10577,,1,5834,Inhibitory concentration required against 5-hydroxytryptamine 1B receptor in rat striatum using [3H]5-HT,B,,Striatum,
1784,,,,,2435.0,,,10577,,1,10922,compound was measured for affinity against 5-hydroxytryptamine 1B receptor labelled with [3H]5-HT radioligand in striatum tissue,B,,Striatum,
1785,,,,,,,,10577,,1,14286,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatal membrane,B,,,
1786,,,,,,,,10577,,1,11825,In vitro binding affinity towards the 5-hydroxytryptamine 1B receptor at 10 e-6 M,B,,,
1787,,,,,2435.0,,,10577,,1,14826,Ability to displace [3H]5-HT bound to 5-hydroxytryptamine 1B receptor in rat striatum,B,,Striatum,
1788,,,,,2435.0,,,10577,,1,9699,Binding affinity against 5-HT1B serotonin receptor in rat striatum,B,,Striatum,
1789,,,,,,,,10577,,1,14423,Binding affinity against 5-hydroxytryptamine 1B receptor in membranes of Rat cerebral cortex,B,,,
1790,,,,,,,,10577,,1,10062,Binding affinity at rat 5-hydroxytryptamine 1B receptor by [3H]5-HT displacement.,B,,,
1791,,,,,,,,10577,,1,10062,Binding affinity determined in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1B receptor,B,,,
1792,,,,10116.0,,,,10577,,1,12280,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor,B,Rattus norvegicus,,
1793,,,,,2435.0,,,10577,,1,15412,Binding affinity against 5-hydroxytryptamine 1B receptor of rat striatum,B,,Striatum,
1794,,,,,2435.0,,,10577,,1,15412,Binding affinity against 5-hydroxytryptamine 1B receptor of rat striatum.,B,,Striatum,
1795,,,,,,,,10577,,1,10062,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1B receptor,B,,,
1796,,,,,,,,10577,,1,11147,Binding affinity towards 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand,B,,,
1797,,,,,,,,10577,,1,9547,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat was determined using 50 uL of [125I]ICYP in binding assay,B,,,
1798,,,,,,,,10577,,1,10444,Binding affinity was determined against 5-hydroxytryptamine 1B receptor was determined in male Sprague-Dawley rat brain.,B,,,
1799,,,,,2435.0,,,10577,,1,12469,Binding affinity was measured on 5-hydroxytryptamine 1B receptor in rat striatum labeled with [3H]5-HT,B,,Striatum,
1800,,,,,,,,10577,,1,9098,Binding affinity (Ki) to rat cortical membranes at 5-HT1B binding site by using [125 I] ICYP as a radioligand.,B,,,
1801,,,,,,,,10577,,1,9098,Compound was evaluated for the binding affinity (Ki) to rat cortical membranes at 5-HT1B binding site by using [125 I] ICYP as a radioligand; ND is no data.,B,,,
1802,,,,,,,,10577,,1,9699,Evaluated for binding affinity towards 5-hydroxytryptamine 1B receptor,B,,,
1803,,,,,,,,10577,,1,10394,Inhibitory activity against 5-hydroxytryptamine 1B receptor in rat cortical membranes using [3H]5-HT as a radioligand,B,,,
1804,,,,,,,,10577,,1,12092,The binding affinity was measured on 5-hydroxytryptamine 1B receptor using [3H]- serotonin as radioligand.,B,,,
1805,,,,,,,,10577,,1,16700,The binding affinity towards the receptor rat 5-hydroxytryptamine 1B receptor; No affinity,B,,,
1806,,,,10116.0,,,,10577,,1,403,Binding affinity against 5-hydroxytryptamine 1B receptor in rat striatal membranes using [3H]5-HT as radioligand,B,Rattus norvegicus,,
1807,,,,10116.0,,,,10577,,1,12771,Binding affinity towards 5-hydroxytryptamine 1B receptor,B,Rattus norvegicus,,
1808,,,,,,,,10577,,1,11642,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1B receptor by displacing [3H]serotonin radioligand in rat cerebral cortex,B,,,
1809,,,,,,,,10577,,1,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand,B,,,
1810,,,,,,,,10577,,1,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand.,B,,,
1811,,,,,2435.0,,,10577,,1,12953,Binding affinity for 5-hydroxytryptamine 1B receptor in rat striatum using [3H]5-HT as radioligand,B,,Striatum,
1812,,,,,,,,10577,,1,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand; Nonactive at 10 uM,B,,,
1813,,,,,955.0,,,10577,,1,9737,Binding affinity against 5-HT1B receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,B,,Brain,
1814,,,,,,,,10577,,1,9737,Binding affinity against 5-HT1B receptor in rat frontal cortex using [3H]-5-HT in presence of 0.1 uM [3H]-8-OH-DPAT as a radioligand,B,,,
1815,,,,,955.0,,,10577,,1,9737,Binding affinity towards 5-HT1B receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,B,,Brain,
1816,,,,,,,,10577,,1,12827,Binding affinity towards 5-hydroxytryptamine 2C receptor of porcine choroid plexus using [3H]mesulergine,B,,,
1817,,,,,,,,10577,,1,5033,Ability to displace the radioligand [125I](-)-iodocyanopindolol from rat striatal 5-hydroxytryptamine 1B receptor,B,,,
1818,,,,10116.0,,,,10577,,1,9786,Displacement of [3H]5-HT from 5-HT1B receptor of rat frontal cortex homogenate,B,Rattus norvegicus,,
1819,,,,,,,,10577,,1,13116,Binding affinity at 5-hydroxytryptamine 1B receptor,B,,,
1820,,,,,,,,10577,,1,16429,In vitro binding affinity at 5-hydroxytryptamine 1B receptor in rat striatal muscles using [125I](-)-iodocyanopindolol as the radioligand,B,,,
1821,,,,10116.0,,,,10577,,1,12409,In vitro binding affinity towards 5-hydroxytryptamine 1B receptor in rat striatal membrane with [125I]- iodocyanopindolol,B,Rattus norvegicus,,
1822,,,,,,,,10577,,1,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand,B,,,
1823,,,,,,,,10577,,1,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,B,,,
1824,,,,,,,,104686,,1,5486,Binding affinity towards 5-HT2 receptor by the displacement of [3H]-ketanserin] in rat cerebral cortex,B,,,
1825,,,,,,,,106,,1,4639,Compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,B,,,
1826,Brain membranes,,,,,,,106,,1,386,The compound was evaluated for its ability to displace [3H]5-HT from 5-hydroxytryptamine 1B receptor in cellular brain membranes,B,,,
1827,,,,,,,,106,,1,2474,Compound was measured for its binding affinity at 5-hydroxytryptamine 1B receptor at a concentration of 100 nM using [125I]CYP as radioligand,B,,,
1828,,,,,,,,106,,1,6011,Inhibition of binding towards 5-hydroxytryptamine 1B receptor at 100 nM concentration,B,,,
1829,,,,,,,,106,,1,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1B receptor,B,,,
1830,,,,,,,,106,,1,17515,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1B receptor; inactive at 10 uM,B,,,
1831,,,,,,,,106,,1,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1B receptor was determined,B,,,
1832,,,,,,,,106,,1,1633,Binding affinity towards 5-hydroxytryptamine 1B receptor by displacement of [3H]5-HT.,B,,,
1833,,,,,,,,106,,1,1633,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1B receptor by displacement of [3H]ketanserin.,B,,,
1834,,,,,,,,106,,1,4373,Binding affinity for 5-hydroxytryptamine 1B receptor was determined,B,,,
1835,,,,,,,,106,,1,4687,Evaluated for the binding affinity to 5-hydroxytryptamine 1B receptor,B,,,
1836,,,,,,,,106,,1,11574,Binding affinity against 5-hydroxytryptamine 1B receptor,B,,,
1837,,,,,,,,106,,1,10321,Binding affinity for 5-hydroxytryptamine 1B receptor was determined by using [3H]5-HT as radioligand,B,,,
1838,,,,,,,,106,,1,15527,Binding affinity towards 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,B,,,
1839,,,,,,,,106,,1,17200,Inhibitory constant against 5-hydroxytryptamine 1B receptor using with [125I]- cyanopindolol radioligand,B,,,
1840,,,,,,,,104802,,1,14423,Binding affinity against 5-hydroxytryptamine 1B receptor - 5-hydroxytryptamine 1D receptor using [3H]5-HT as the radioligand.,B,,,
1841,,,,9913.0,,,,108,,1,5834,Inhibitory concentration required against 5-hydroxytryptamine 1C receptor in bovine choroid plexus using [3H]mesulergine,B,Bos taurus,,
1842,,,,9823.0,,,,108,,1,11473,Binding affinity towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand,B,Sus scrofa,,
1843,,,,9823.0,,,,108,,1,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1C receptor in pig choroid plexus using [3H]mesulergine as radioligand,B,Sus scrofa,,
1844,,,,9823.0,,,,108,,1,10639,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 1C receptor of pig choroid plexus using [3H]mesulergine as the radioligand,B,Sus scrofa,,
1845,,,,9823.0,,,,108,,1,10639,inhibitory activity against 5-hydroxytryptamine 1C receptor of pig choroid plexus using [3H]mesulergine as the radioligand,B,Sus scrofa,,
1846,,,,9823.0,,,,108,,1,14331,Binding affinity of compound towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine (1.2 nM) ligand in choroid Plexus pig was determined,B,Sus scrofa,,
1847,,,,9823.0,,,,108,,1,10796,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 1C receptor,B,Sus scrofa,,
1848,,,,9823.0,,,,108,,1,9098,Evaluated for the binding affinity to porcine choroid plexus at 5-hydroxytryptamine 2C receptor binding site by using [3H]-MES as a radioligand.,B,Sus scrofa,,
1849,,,,9823.0,,,,108,,1,14331,Inhibition of [3H]mesulergine binding to 5-hydroxytryptamine 1C receptor of pig choroid Plexus,B,Sus scrofa,,
1850,,,,9823.0,,,,108,,1,11828,Displacement of [3H]mesulergine from pig cortex 5-hydroxytryptamine 1C receptor,B,Sus scrofa,,
1851,,,,9823.0,,,,108,,1,11866,Binding affinity for 5-hydroxytryptamine 1C receptor in piglet choroid plexus using [3H]5-HT,B,Sus scrofa,,
1852,,,,9986.0,,,,108,,1,13047,Binding affinity against 5-hydroxytryptamine 1D receptor alpha using rabbit saphenous vein assay.,B,Oryctolagus cuniculus,,
1853,,,,10116.0,,,,12689,,1,188,Tested for the effect on binding at 5-hydroxytryptamine 1C receptor; No activity,B,Rattus norvegicus,,
1854,,,,10116.0,,,,12689,,1,11825,In vitro binding affinity towards the 5-hydroxytryptamine 1C receptor at 10 e-6 M,B,Rattus norvegicus,,
1855,,,,10116.0,,,,12689,,1,11825,In vitro binding affinity towards the 5-hydroxytryptamine 1C receptor at 10 e-6 M,B,Rattus norvegicus,,
1856,,,,10116.0,,,,12689,,1,11624,Binding affinity against 5-hydroxytryptamine 1C receptor in rat using [3H]mesulergine as radioligand,B,Rattus norvegicus,,
1857,,,,10116.0,,,,12689,,1,11139,Binding affinity towards 5-hydroxytryptamine 1C receptor using [125 I]-SCH23982 as radioligand in competitive binding assay,B,Rattus norvegicus,,
1858,,,,10116.0,,,,12689,,1,11147,Binding affinity towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand,B,Rattus norvegicus,,
1859,,,,10116.0,,,,12689,,1,10444,Binding affinity was determined against 5-hydroxytryptamine 1C receptor was determined in male Sprague-Dawley rat brain.,B,Rattus norvegicus,,
1860,,,,10116.0,,,,12689,,1,11624,Binding affinity against 5-hydroxytryptamine 1C receptor,B,Rattus norvegicus,,
1861,,,,10116.0,,,,12689,,1,11662,"Compound was tested for binding affinity towards 5-HT1C (5-HT1C) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",B,Rattus norvegicus,,
1862,,,,10116.0,,,,12689,,1,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",B,Rattus norvegicus,,
1863,,,,10116.0,,,,12689,,1,11662,"Binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",B,Rattus norvegicus,,
1864,,,,10116.0,,,,12689,,1,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",B,Rattus norvegicus,,
1865,,,,10116.0,,,,12689,,1,9098,Evaluated for the binding affinity to porcine choroid plexus at 5-hydroxytryptamine 1C receptor binding site by using [3H]- MES as a radioligand.,B,Rattus norvegicus,,
1866,,,,10116.0,,,,12689,,1,10394,Inhibitory activity against 5-hydroxytryptamine 1C receptor in rat cortical membranes using [3H]mesulergine as a radioligand,B,Rattus norvegicus,,
1867,,,,,,,,12689,,1,11933,Tested for binding affinity against 5-hydroxytryptamine 1C receptor from rat frontal cortical regions using [3H]mesulergine as radioligand,B,,,
1868,,,,10116.0,,,,12689,,1,12092,The binding affinity was measured on 5-hydroxytryptamine 1C receptor using [3H]- serotonin as radioligand.,B,Rattus norvegicus,,
1869,,,,10116.0,,,,12689,,1,12253,Binding affinity of 5-hydroxytryptamine 1C receptor using [3H]- ketanserin in rat frontal cortex,B,Rattus norvegicus,,
1870,,,,10116.0,,,,12689,,1,12253,Binding affinity towards rat 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand expressed in 293 cells,B,Rattus norvegicus,,HEK293
1871,,,,,,,,108,,1,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 1C receptor,B,,,
1872,,,,,,,,108,,1,2474,Compound was measured for its binding affinity at 5-hydroxytryptamine 1C receptor at a concentration of 100 nM using [3H]mesulergine as radioligand,B,,,
1873,,,,,,,,108,,1,2474,Compound was measured for its binding affinity at 5-hydroxytryptamine 1C receptor at a concentration of 100 nM using [3H]mesulergine as radioligand,B,,,
1874,,,,,,,,12689,,1,11574,Binding affinity against 5-hydroxytryptamine 1C receptor,B,,,
1875,,,,,,,,12689,,1,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 1C receptor,B,,,
1876,,,,,,,,12689,,1,13944,Binding affinity against 5-hydroxytryptamine 1C receptor,B,,,
1877,,,,,,,,12689,,1,13033,Binding affinity against serotonergic 5-HT1c receptor,B,,,
1878,,,,,,,,12689,,1,10321,Binding affinity for 5-hydroxytryptamine 1C receptor was determined by using [3H]- mesulergine as radioligand,B,,,
1879,,,,,,,,12689,,1,11866,Binding affinity for 5-hydroxytryptamine 1C receptor was determined,B,,,
1880,,,,9986.0,,,,105,,1,14454,Compound was tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),B,Oryctolagus cuniculus,,
1881,,,,,,,,104686,,1,11574,Binding affinity against 5-hydroxytryptamine 2 receptor using [125I]DOI as radioligand.,B,,,
1882,,,,,,,,104686,,1,11574,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ket as radioligand.,B,,,
1883,,,,,,,,104686,,1,13631,Binding affinity towards serotonin 5-HT2 receptor was determined in rat cortex using [3H]spiperone as ligand,B,,,
1884,,,,10116.0,,,,104686,,1,9630,Binding affinity towards 5-hydroxytryptamine 2 receptor as antagonism of serotonin-induced contractions in rat jugular vein,B,Rattus norvegicus,,
1885,,,,10116.0,,,,104686,,1,8822,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain cortical membranes,B,Rattus norvegicus,,
1886,,,,10116.0,955.0,,,104686,,1,9064,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain using [3H]spiroperidol,B,Rattus norvegicus,Brain,
1887,,,,,,,,104686,,1,8868,Binding affinity towards 5-hydroxytryptamine 2 receptor measured using radioligand ([3H]spiperone) binding assay,B,,,
1888,,,,,,,,104686,,1,9064,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- spiroperidol,B,,,
1889,,,,,,,,104686,,1,9806,Binding affinity at 5-hydroxytryptamine 2 receptor from rat frontal cortex homogenates by [3H]-spiperone displacement.,B,,,
1890,,,,,,,,104686,,1,9098,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,B,,,
1891,,,,,,,,104686,,1,8868,Binding affinity towards 5-hydroxytryptamine 2 receptor was measured using radioligand ([3H]spiperone) binding assay,B,,,
1892,,,,,,,,104686,,1,12765,Binding affinity at serotonin 5-hydroxytryptamine 2 receptor by [3H]ketanserin displacement.,B,,,
1893,,,,,,,,104686,,1,11049,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,,,
1894,,,,,,,,104686,,1,11049,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,,,
1895,,,,,,,,104686,,1,11049,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]-Ketanserin as radioligand; not determined,B,,,
1896,,,,,,,,104686,,1,11049,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand; ND-Not determined,B,,,
1897,,,,,,,,104686,,1,11049,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,,,
1898,,,,,,,,104686,,1,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor in rat anterior cortex using [125I]DOI as radioligand,B,,,
1899,,,,,,,,104686,,1,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor in rat anterior cortex using [3H]ketanserin as radioligand,B,,,
1900,,,,,,,,104686,,1,3086,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor in rat pre frontal cortex,B,,,
1901,,,,,,,,104686,,1,11049,Compound was evaluated for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,,,
1902,,,,,,,,104686,,1,11049,Compound was evaluated for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,,,
1903,,,,,,,,104686,,1,10639,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 2 receptor of rat anterior cortex using [3H]ketanserin as the radioligand,B,,,
1904,,,,,,,,104686,,1,10922,Compound was measured for affinity at 5-hydroxytryptamine 2 receptor in rat cortical by [3H]spiroperidol displacement.,B,,,
1905,,,,10116.0,955.0,,,104686,,1,9064,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,B,Rattus norvegicus,Brain,
1906,,,,,955.0,,,104686,,1,10748,Compound was tested for its inhibitory effect on the binding profile in 5-hydroxytryptamine 2 receptor using [3H]spiroperidol in rat brain.,B,,Brain,
1907,Membranes,,,,,,,104686,,1,11614,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor from rat cortical membranes.,B,,,
1908,Membranes,,,,,,,104686,,1,11615,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor in rat cortical membranes,B,,,
1909,,,,,,,,104686,,1,11615,Compound was tested for the displacement of [3H]ketanserin from serotonin 5-hydroxytryptamine 2 receptor,B,,,
1910,Membranes,,,,,,,104686,,1,11614,Compound was tested for the displacement of [3H]ketanserin from serotonin 5-hydroxytryptamine 2 receptor from rat cortical membranes.,B,,,
1911,,,,,,,,104686,,1,11702,Inhibition of [3H]ketanserin binding to rat 5-hydroxytryptamine 2 receptors.,B,,,
1912,,,,,,,,104686,,1,11702,Compound was tested for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor; NT=Not tested,B,,,
1913,,,,10116.0,,,,104686,,1,11702,Inhibition of [3H]ketanserin binding to dopamine 5-hydroxytryptamine 2 receptor,B,Rattus norvegicus,,
1914,,,,,,,,104686,,1,11702,Compound was tested for the inhibition of [3H]ketanserin binding to dopamine 5-hydroxytryptamine 2 receptor; NT=Not tested,B,,,
1915,,,,,,,,104686,,1,13346,Inhibition of [3H]ketanserin binding at 5-hydroxytryptamine 2 receptor from rat frontal cortex.,B,,,
1916,,,,,,,,104686,,1,10025,Concentration necessary to achieve half maximal inhibition of [3H]-ketanserin binding to 5-hydroxytryptamine 2 receptor,B,,,
1917,,,,,,,,104686,,1,10025,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,B,,,
1918,,,,,,,,104686,,1,10025,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",B,,,
1919,,,,,,,,104686,,1,9036,Evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using radioligand [3H]-spiperone,B,,,
1920,,,,,,,,104686,,1,9036,Evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using radioligand [3H]spiperone; IA=Inactive,B,,,
1921,,,,,,,,104686,,1,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.,B,,,
1922,,,,,,,,104686,,1,12304,Inhibition of binding of radioligand [3H]ketanserin to 5-hydroxytryptamine 2 receptor in rat cerebral cortex,B,,,
1923,,,,,,,,104686,,1,13276,In vitro binding affinity measured on serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand.,B,,,
1924,,,,,,,,104686,,1,11825,In vitro binding affinity towards the 5-hydroxytryptamine 2 receptor at 10 e-6 M,B,,,
1925,,,,,,,,104686,,1,12443,In vitro binding affinity was measured on serotonergic 5-hydroxytryptamine 2 receptor by displacement of [3H]- ketanserin,B,,,
1926,,,,,,,,104686,,1,13830,In vitro inhibitory activity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor,B,,,
1927,Membranes,,,,,,,104686,,1,9592,Inhibition of [3H]spiperone binding to 5-hydroxytryptamine 2 receptor from rat cortical membranes,B,,,
1928,Membranes,,,,,,,104686,,1,9592,Inhibition of [3H]spiperone binding to 5-hydroxytryptamine 2 receptor from rat cortical membranes; Not tested,B,,,
1929,,,,,,,,104686,,1,10881,Inhibitory activity against 5-hydroxytryptamine 2 receptor by 3H ligand binding experiments.,B,,,
1930,,,,,,,,104686,,1,13605,Inhibitory activity against [3H]spiroperidol binding to 5-HT2 receptor in rat cortex,B,,,
1931,,,,10116.0,,,,104686,,1,11624,Inhibitory activity against 5-hydroxytryptamine 2 receptor,B,Rattus norvegicus,,
1932,,,,,,,,104686,,1,4101,Inhibitory concentration against 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]-ketanserin,B,,,
1933,,,,,,,,104686,,1,4101,Inhibitory concentration against binding of 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]-ketanserin,B,,,
1934,,,,,,,,104686,,1,15360,Inhibitory concentration against radioligand [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat,B,,,
1935,,,,,,,,104686,,1,11576,Inhibitory concentration against radioligand [3H]spiperone binding to 5-hydroxytryptamine 2 receptor in rat cortex,B,,,
1936,,,,,,,,104686,,1,5834,Inhibitory concentration required against 5-hydroxytryptamine 2 receptor in rat cortex using [3H]spiperone,B,,,
1937,,,,10116.0,,,,104686,,1,2395,Inhibitory concentration against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,B,Rattus norvegicus,,CHO-K1
1938,Membranes,,,,,,,104686,,1,11965,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor in rat cortical membranes,B,,,
1939,,,,,,,,104686,,1,3967,The compound was evaluated for the ability to displace [3H]ketanserin from 5-hydroxytryptamine 2 receptor ( striata of male wistar rats),B,,,
1940,Brain membranes,,,,,,,104686,,1,11130,The concentration required to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat brain membranes (in vitro),B,,,
