miller2_fsclr,miller2_chldrnsss(mrkr),miller2_rgnstnd,miller2_rtcprcnt,miller2_sctrprcnt,miller2_rgnstnnm,miller2_nvrmntlsstnblt(mrkr),miller2_cntnntd,miller2_fstcprcnt,miller2_prjctnmbr,miller2_rbnsss(mrkr),miller2_pbtp,miller2_cntrrgnd,miller2_cntnntnm,miller2_brnchd,miller2_mxmmcdcntrbtn(prjct-lvl),miller2_clmtchngdpttn(mrkr),miller2_prjctbrwsrcntrd,miller2_sctrnm,miller2_trddvlpmnt(mrkr),miller2_fndcntrd,miller2_prgrmmngprcss(nw),miller2_dsbltsss(mrkr),miller2_gndrqlt(mrkr),miller2_clmtchngmtgtn(mrkr),miller2_prtcptrdvlpmntndgdgvrnnc,miller2_bdvrst(mrkr),miller2_thsss(mrkr),miller2_ndgnssss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_knwldgfrdvlpmnt(mrkr),miller2_rgnstntp,miller2_rgnstnclss,miller2_rgnstnsb-clss,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_mntspnt
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,SZ,Basic life skills for youth and adults,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11230,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,SZ,Vocational training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11330,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,SZ,Higher education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11420,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,SZ,Health education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,12261,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,SZ,Agricultural education/training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,31181,5772.0
2009/2010,0,1001921,0.0,0.25,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TO,Education policy and administrative management,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11110,14430.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TO,Education facilities and training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11120,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TO,Teacher training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11130,5772.0
2009/2010,0,1001921,0.0,0.05,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TO,Educational research,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11182,2886.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TO,Basic life skills for youth and adults,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11230,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TO,Vocational training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11330,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TO,Higher education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11420,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TO,Health education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,12261,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TO,Agricultural education/training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,31181,5772.0
2009/2010,0,1001921,0.0,0.25,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,TT,Education policy and administrative management,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11110,14430.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,TT,Education facilities and training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11120,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,TT,Teacher training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11130,5772.0
2009/2010,0,1001921,0.0,0.05,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,TT,Educational research,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11182,2886.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,TT,Basic life skills for youth and adults,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11230,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,TT,Vocational training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11330,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,TT,Higher education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11420,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,TT,Health education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,12261,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,TT,Agricultural education/training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,31181,5772.0
2009/2010,0,1001921,0.0,0.25,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TV,Education policy and administrative management,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11110,14430.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TV,Education facilities and training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11120,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TV,Teacher training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11130,5772.0
2009/2010,0,1001921,0.0,0.05,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TV,Educational research,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11182,2886.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TV,Basic life skills for youth and adults,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11230,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TV,Vocational training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11330,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TV,Higher education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11420,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TV,Health education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,12261,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,TV,Agricultural education/training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,31181,5772.0
2009/2010,0,1001921,0.0,0.25,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,TZ,Education policy and administrative management,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11110,14430.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,TZ,Education facilities and training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11120,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,TZ,Teacher training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11130,5772.0
2009/2010,0,1001921,0.0,0.05,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,TZ,Educational research,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11182,2886.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,TZ,Basic life skills for youth and adults,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11230,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,TZ,Vocational training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11330,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,TZ,Higher education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11420,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,TZ,Health education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,12261,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,TZ,Agricultural education/training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,31181,5772.0
2009/2010,0,1001921,0.0,0.25,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,UG,Education policy and administrative management,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11110,14430.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,UG,Education facilities and training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11120,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,UG,Teacher training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11130,5772.0
2009/2010,0,1001921,0.0,0.05,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,UG,Educational research,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11182,2886.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,UG,Basic life skills for youth and adults,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11230,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,UG,Vocational training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11330,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,UG,Higher education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11420,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,UG,Health education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,12261,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,UG,Agricultural education/training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,31181,5772.0
2009/2010,0,1001921,0.0,0.25,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,VC,Education policy and administrative management,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11110,14430.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,VC,Education facilities and training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11120,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,VC,Teacher training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11130,5772.0
2009/2010,0,1001921,0.0,0.05,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,VC,Educational research,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11182,2886.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,VC,Basic life skills for youth and adults,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11230,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,VC,Vocational training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11330,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,VC,Higher education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11420,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,VC,Health education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,12261,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,1,0.0,M013276001,0,Not PBA,5,America,B5100,2600000.0,0,VC,Agricultural education/training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,31181,5772.0
2009/2010,0,1001921,0.0,0.25,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,VU,Education policy and administrative management,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11110,14430.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,VU,Education facilities and training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11120,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,VU,Teacher training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11130,5772.0
2009/2010,0,1001921,0.0,0.05,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,VU,Educational research,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11182,2886.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,VU,Basic life skills for youth and adults,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11230,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,VU,Vocational training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11330,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,VU,Higher education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11420,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,VU,Health education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,12261,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,VU,Agricultural education/training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,31181,5772.0
2009/2010,0,1001921,0.0,0.25,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,WS,Education policy and administrative management,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11110,14430.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,WS,Education facilities and training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11120,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,WS,Teacher training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11130,5772.0
2009/2010,0,1001921,0.0,0.05,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,WS,Educational research,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11182,2886.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,WS,Basic life skills for youth and adults,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11230,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,WS,Vocational training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11330,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,WS,Higher education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11420,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,WS,Health education,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,12261,5772.0
2009/2010,0,1001921,0.0,0.1,COL - Commonwealth of Learning,0,4,0.0,M013276001,0,Not PBA,5,Oceania,B5100,2600000.0,0,WS,Agricultural education/training,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,31181,5772.0
2009/2010,0,1001921,0.0,0.25,COL - Commonwealth of Learning,0,2,0.0,M013276001,0,Not PBA,5,Africa,B5100,2600000.0,0,ZA,Education policy and administrative management,0,5293,Uncoded: Pre-APP,0,0,0,0,0,0,0,1,0,Foreign Non-Profit Making,Multilateral,OTHER MULTILATERAL,Commonwealth,0.0222,11110,14430.0
