FisY,Sta,KnoFDevelo,PrNu,CliChaMiti,OrgN,GeEqu,CFLI,DiID,RegProg,CouRegPe,EnvSust,SectID,FSTCPer,OrgCl,OrganiTy,CouRegID,ICTAATFDev,BrN,ContiID,SeID,BilatAiMar,AmoSp,ContNa,YoIs,ProgrPro,SectNa,SecPer,BrID,CouRegNa,PartDevAnGoGov,CliChAdap,IndiIs,DisaIs,OrganiS,Deser,TraDevel,Biod,UrbIs,ChiIss,OrganiID,ProBroCounID,SecN
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,3,31181,0,5772.0,Asia,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,MY,Agricultural education/training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11110,0,14430.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.25,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,MZ,Education policy and administrative management
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11120,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,MZ,Education facilities and training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11130,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,MZ,Teacher training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11182,0,2886.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.05,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,MZ,Educational research
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11230,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,MZ,Basic life skills for youth and adults
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11330,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,MZ,Vocational training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11420,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,MZ,Higher education
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,12261,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,MZ,Health education
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,31181,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,MZ,Agricultural education/training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11110,0,14430.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.25,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,,Education policy and administrative management
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11120,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,,Education facilities and training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11130,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,,Teacher training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11182,0,2886.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.05,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,,Educational research
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11230,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,,Basic life skills for youth and adults
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11330,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,,Vocational training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11420,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,,Higher education
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,12261,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,,Health education
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,31181,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,,Agricultural education/training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11110,0,14430.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.25,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NG,Education policy and administrative management
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11120,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NG,Education facilities and training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11130,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NG,Teacher training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11182,0,2886.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.05,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NG,Educational research
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11230,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NG,Basic life skills for youth and adults
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11330,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NG,Vocational training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11420,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NG,Higher education
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,12261,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NG,Health education
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,31181,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NG,Agricultural education/training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11110,0,14430.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.25,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NR,Education policy and administrative management
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11120,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NR,Education facilities and training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11130,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NR,Teacher training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11182,0,2886.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.05,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NR,Educational research
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11230,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NR,Basic life skills for youth and adults
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11330,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NR,Vocational training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11420,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NR,Higher education
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,12261,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NR,Health education
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,31181,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,NR,Agricultural education/training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11110,0,14430.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.25,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PG,Education policy and administrative management
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11120,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PG,Education facilities and training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11130,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PG,Teacher training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11182,0,2886.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.05,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PG,Educational research
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11230,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PG,Basic life skills for youth and adults
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11330,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PG,Vocational training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11420,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PG,Higher education
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,12261,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PG,Health education
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,31181,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PG,Agricultural education/training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,3,11110,0,14430.0,Asia,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.25,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PK,Education policy and administrative management
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,3,11120,0,5772.0,Asia,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PK,Education facilities and training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,3,11130,0,5772.0,Asia,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PK,Teacher training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,3,11182,0,2886.0,Asia,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.05,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PK,Educational research
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,3,11230,0,5772.0,Asia,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PK,Basic life skills for youth and adults
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,3,11330,0,5772.0,Asia,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PK,Vocational training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,3,11420,0,5772.0,Asia,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PK,Higher education
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,3,12261,0,5772.0,Asia,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PK,Health education
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,3,31181,0,5772.0,Asia,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,PK,Agricultural education/training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11110,0,14430.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.25,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,SB,Education policy and administrative management
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11120,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,SB,Education facilities and training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11130,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,SB,Teacher training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11182,0,2886.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.05,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,SB,Educational research
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11230,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,SB,Basic life skills for youth and adults
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11330,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,SB,Vocational training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,11420,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,SB,Higher education
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,12261,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,SB,Health education
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,4,31181,0,5772.0,Oceania,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,SB,Agricultural education/training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11110,0,14430.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.25,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,SC,Education policy and administrative management
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11120,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,SC,Education facilities and training
2009/2010,Closed,0,M013276001,0,COL - Commonwealth of Learning,0,0,D5600,0,0.0222,0,S5601,0.0,Multilateral,Foreign Non-Profit Making,5,1,MFM Global Issues and Development,2,11130,0,5772.0,Africa,0,Uncoded: Pre-APP,MIL Commonwealth & Francophonie Affairs,0.1,B5100,Commonwealth,0,0,0,0,OTHER MULTILATERAL,0,0,0,0,0,1001921,SC,Teacher training
