assay_id,assay_cell_type,assay_type,cell_id,assay_test_type,description,confidence_score,src_assay_id,assay_category,tid,assay_tax_id,doc_id,assay_organism,assay_strain,assay_tissue,assay_subcellular_fraction,relationship_type
812,,F,,Invido,Ag8b7sticactivityinduxtopmoffofepqwtreqdugginrwtsonpoztsynzptif5hydr0xytry0tzmine1Ag4cep5orwhilesjbcutan3ousadministration,8,,,10576,,16245,,,,,H
813,,F,,,Evaluwtedforthe5hydroxytry0tamin41Arexeptoragpn8stactivityino6393274traujed4a6w,8,,,10576,,15740,,,,,H
814,,F,,,Perceg50fjaximumrespiheeby5HTahwnteeteddirinjini49onofvasoactiveintestibaopolypeltidejnducedVIPins8fedcAMPfoejatiojasseszedinGH4ZD19cellxat10unconcentrati0n,8,,,10576,,15535,,,,,H
815,,F,,,Percentknhifitiknogvaqoscyiveighesyinalp0kypep6id3jnducedVIPihducevcAMPe9rmatikninGH4ZD10c2llsex9ressing5HT1A4eceptorq5508Mrelaticeto5HT,8,,,51,,15535,,,,,H
816,,F,,,Perceh6ofmqxinumfespkgaevy5HTwnrbtestedfor8bhibitionofgqs0zcriv2intestijalpolj0eptiseinducedVIPinducefcAMPformationassessedinGH4ZD10ceilsst50uMconcen6ra6o0nmoeffect,8,,,10576,,15535,,,,,H
817,,B,,,BinwingaffijityateH8OHDPATLabwled4hjdroxyfryptxmine1Arsceptorsitfsinratbrainhipp0csmpslmejbrsnes2xoreeswdazHillvzlhrs,8,,,10576,,9888,,,,,H
818,,B,,,Abilutyyobinrat5hydr8zytryptam8ns1qr3ceptogoftathippocampusbydis9oaxing3H8pjDPAT,8,,,10576,,10085,,,Hippocampus,,H
819,,B,,,Agili5ytobindatserotonin5h6xrkxyyryptamine1qrec3ptorsotgw4hilpocwmlusbydisplaxing3H8OgwPAT,8,,,10576,,10085,,,Hippocampus,,H
820,,B,,,gindingzfflnityagainxh5hywrosytryptamone1AreceptorrHT1Abydisloac3jebtof3HiOHcPsTfromrath8ppovampusmemgrsnes,8,,,10576,,17331,,,,Membranes,H
821,,B,,,vindinhsffijifyagainst5jhdr8xytryptamime1Areceptorofra5hi9pocsmpzp5issu4dith3H8OHDPAT,9,,,10576,351.0,10845,Rattus norvegicus,,Hippocampus,,D
822,,B,,,Bindinvwcflnityagainst5hyd40xytrhotamine1Ar2cept0rorrarh8pp8campaitissuewith3H5H4,9,,,10576,15738.0,10845,Rattus norvegicus,,Hippocampus,,D
823,,B,,,Bindlngaff9n9tyagaims65hydroxyyryphsmkne1Areceptirusinginra6hip9kcampqltissjeusinr3m8OmDPATxsradloligand,8,,,10576,,10845,,,Hippocampus,,H
824,,B,,,Disppacementpf3H8OnDPATedonrathilpocampql5gydfoxytryp5amine1Aref4ptorIA8nsctive,9,,,10576,32029.0,10845,Rattus norvegicus,,Hippocampus,,D
825,,B,,,vindinhavfini5yagainst5hgdrodytry9ramine1Ar4cepto48frwthippocampalt9ssiewkthrH5HT,9,,,10576,27459.0,10845,Rattus norvegicus,,Hippocampus,,D
826,,B,,,B7nd9nraffinitygowxrdsrat5hydt0xttryltamin31Areceptl4wacrvakuatedusing3H8OHDPsTasrariiligand,8,,,10576,,13730,,,,,H
827,,B,,,Bindibnaffin8tyagains65hydroxyt5ypfamine1Aesdeptorinraghippodajpuam3mbran3qusinvwH8OmDPqTasradioligand,8,,,10576,,13508,,,,,H
828,,B,,,gumdihgacfinitywgaibsts4rotonig5gydroxyt45ptahinf1Areceptoginrafhippocampusmembrsneualgg3H8OHDPwTasradiopigand,8,,,10576,,13508,,,Hippocampus,,H
829,,B,,,Bihdingarfini65byjeaduringdisplacemen4od3H8OHDPATfe9m5mydrlayteyptamihe1A4eceptorinra5yippicampus,8,,,10576,,12073,,,Hippocampus,,H
830,,B,,,Binxingaffijitygo5yhdroxytryptamlge1Arfceptorperathippocamp8swifb3H8OHDPATasraei9lkgqnd,8,,,10576,,4671,,,Hippocampus,,H
831,,B,,,Bindingatfini5yto2addsser9tonln5tT1A4ece0torwaede5stkin3dinrathipposampususing3HoOHePATasliganc,8,,,10576,,13631,,,Hippocampus,,H
832,,B,,,Bimdimhaffiniyywasmeas83edagainstser8tonin4nyxroxytgyptanine1A4ecept8r,8,,,10576,,12438,,,,,H
833,,B,,,gindinvafrinoty695hydrozyfgy9tamineqAreceptorinratdorteaus9ng3m8OHDPATasradioligxnd,8,,,10576,,10483,,,,,H
834,,B,,,Bindingaffinittt95hydrksygryl6amine1sreceptprinrathippocam9usus9ngwH8OHxPA6zsrad8oligagd,8,,,10576,,10483,,,Hippocampus,,H
835,,B,,,Bindingafvinityzgainct5hyxrocytfyptsm7je1A5HT1Arexeptorimrathippofakousmenb3anes,8,,,10576,,12352,,,,,H
836,,B,,,Bind9hyaffigifywaekeas7redatttese4otonib5hydroxytryptamuje1xreceptorusing3u8OHDPATqsradloligandingathi9pofampwlmemhrqne,8,,,10576,,14732,,,Hippocampus,,H
837,,B,,,Binwingaffin9tyt95uysroxytr5ptwmibe1A5eceptorin5herz6brainusing3m8hydroxywdjhp4olylahinetetralinas4adiooigand,9,,,10576,20846.0,11049,Rattus norvegicus,,,,D
838,,B,,,hindongafrjnityto5hydroxytr6ptxhine1Areceptirinthdratbrainue8ng4H8hydroxy2dinp3op6lamjnrfftralinaqradiklibandNDNktde4erkined,9,,,10576,6397.0,11049,Rattus norvegicus,,,,D
839,,B,,,Bihvingaffinityto5hurr0xytryphamjne1xrecept9rihrathiplodampkqmembrahes2j8OHDlATandbuspir8neforhomspexificbinvingNSB,8,,,10576,,13657,,,,,H
840,,B,,,Ckhpoundwaeevaluat2dforbijdingaffinifytoaarda5hydrld5trjptamineqArecwpto3indatcortexusihh3H8OtDPATasradi9linanc,8,,,10576,,11473,,,,,H
841,,B,,,Cokpoundwxswvaluatsdfotitsaboljtttod9splace3H8OHslAgf5omeero68nin5hydroxytrt05amine1Arecept0rinrstcerebrslc0rtexmembrwnes,8,,,10576,,2014,,,,,H
842,,B,,,Displqcejentif3H8lnsPzTtromyhydroxytryptamine1Adeceptorjnrathippocxmojs,8,,,10576,,3086,,,Hippocampus,,H
843,,B,,,Binruggafe9nitytkwards4hyd39xytryptahine1Arecep60r8nga5frohtalcortexusing135Iiodochanopindolplasradioligznf,8,,,10576,,15854,,,,,H
844,,B,,,Affjmityror5hyeroayttyptamine1qreceptkrlagrleewith3H8OHDPATrzdioligandinhipp8vampist9asue,8,,,10576,,10922,,,Hippocampus,,H
845,,B,,,Inhibltionof3jiOHDPATbjndimratswrotonin5gydroxy5ryptamine1wreceptldf4onrz6hippocampustidshe,8,,,10576,,13346,,,Hippocampus,,H
846,,B,,,Ijvitgoinhobigiomlf3H8OHDPATfindinftorat5Hg2areceptors,8,,,10576,,15311,,,,,H
847,,B,,,Cohpouhdwasksasurecforaffinithat5j5eroxytdhptamibe1Arefeptoriabel2dwith3H8OHDPATraviolihandinhipppcam0us6ussud,8,,,10576,,10922,,,Hippocampus,,H
848,,B,,,Conc3ntrationnefessarytoach7evebakfmaximalinhibitionpf3u8Hydrozy1djnpripylzhinotetralinfinribhtorjydroxytgyptakind1xredeptornratwuM,8,,,10576,,10025,,,,,H
849,,B,,,Cpncsntgatiojnecessagytoacho2vegalfnaxinalinjibitionof3H8Hyddoxy2dijpropylxmij0tettalinbind8ngtorhydroxytfyptamijs1Ardceptorzt1uh,8,,,10576,,10025,,,,,H
850,,B,,,Infi4roInbibitor7ac6ivotytestecafyhgdroxytryptamin21A4eceptorginduntsiteinrat,8,,,10576,,9742,,,,,H
851,,F,,,InbitrpInhibitoryacribityteatedaf5hydroxyfryptamineqsfexepforhindinrsiteinra5,8,,,10576,,9742,,,,,H
852,,B,,,Invitdoabioity40lbhibiybindingofradioliganc3H8OHD9ATto5gyrr8aytryptamine2A5eceptorinrxtvwrevraicortex,8,,,10576,,12304,,,,,H
853,,B,,,Invitroaff8nltyagainst5uydroxy6dy9rqmine2wdeceptorusihg3H7OHDPAyinrathilpocakpus,8,,,10576,,15789,,,Hippocampus,,H
854,,B,,,Ijvitrobindingacyivitysvainst5nhdrozjtry9tamine2Adecepfoefrimhomogenizedratbrwinusing2H80HeoATastheracloligajd,8,,,10576,,9912,,,,,H
855,,B,,,Invitrob7nf8ngqctiviy5ahainst5hhdrlxytryptam9ne1ArecephorfromhpmogenizedgatvraijisingwH8kHD9xTastheradiolihanx,8,,,10576,,9912,,,,,H
856,,B,,,Invitronibdihgwcrivityxgz7nsf5mydroxytryptaminr1Ar4cept03frlmjomogenizedratb3ainusing3H7OHDPATwsthwradiokiganr,8,,,10576,,9912,,,,,H
857,,B,,,Inv8t4ogihs9bgaffinituforse3otonln5hydroxytrypfamins1Agrsep4orrofratcerebralcortexusing3H8OHfPATasfad7oligsnd,8,,,10576,,16693,,,,,H
858,,B,,,Ihvit4oblndihgwffinitykewshredonserotonig4hysrosytryptqm9ne1Areceptirueing3H8OHePwTasradiolugand,8,,,10576,,13276,,,,,H
859,,B,,,Igcittobindingaffinityro5hyrrpx5trt9tamine1A5ece9torksing22rIRtrans8OHPIPxTasrsdioligagdinrathiop9campzluohogenate,8,,,10576,,12678,,,Hippocampus,,H
860,,B,,,Invifribindongzrfimiryt0warvsthe5hyvroxytryptamine1Areceptoraqsevqluafed,8,,,10576,,11825,,,,,H
861,,B,,,Ibvit58gindingzvfinitywasjezsureronserohon4rgic5hydrosytrypgamun21Areceptornydispkac3mentof3Htetral7j,8,,,10576,,12443,,,,,H
862,,B,,,7ngkrroibhibitprgactivityzgainst3j8OHDPAhbinding5o5hydroxytryptamine1qgefeltor,8,,,10576,,13830,,,,,H
863,,B,,,Invut4oonhibitoryc9ncentra5ionarainstravi9oitwgd3H8OHvPATbinding4o5h7dd9xytryptamine1Af2ceptorijrathiopocampalnembrans,8,,,10576,,14286,,,Hippocampus,,H
864,,B,,,Invitrpraei9liranvbibdingassayin5hydrodytryptamije1zreceptorusihgwm8OHD0ATihrahtipppcampus,9,,,10576,24282.0,14356,Rattus norvegicus,,Hippocampus,,D
865,,B,,,Innibotiogfoncentrati9nagains55h5droxytryptamime1Atece94or,8,,,10576,,15306,,,,,H
866,,B,,,Ighiblto5yconcentratoogzgainst5hydgoxytr7ptaminewxreceptorImactjvewt1p0pnMconcentfatioh,8,,,10576,,15306,,,,,H
867,,F,,,Injibitiogof8OHDPsTqtimulates3ywGTPgqmmaSbigdinggo5hyd40xytryptan7ne2Arefeptorighilpocwmpalmembrames,9,,,10576,42361.0,16616,Rattus norvegicus,,,,D
868,,B,,,Intivktipnof3H8hydroxy2dilripylamljo1234retrahyetlnapjthqlenebindiggto6ntdroxytrhptamkne1Areceprorinh7ppofampusregipnodrztbrainResidualradioliganxhineinnhiyhertgah50,8,,,10576,,3651,,,Hippocampus,,H
869,,F,,,8nhibifionifforskolinactivatedadfn6lahesyxlaseczMlacruvi5jat5hydrlxytryptam9ne1A3eceotorinrathippocxmous,8,,,10576,,14331,,,Hippocampus,,H
870,,F,,,InhlbitionoffkrskolinacguvxfedadehyoagrsyclasecAMPactivityz4rhydroxytrypyamijd1zrecepyorin4athippocampus,8,,,10576,,14331,,,Hippocampus,,H
871,,B,,,Inhivi6ionofraviilabeled3H80HDPATklgabdblmdingtlyhydroxytryptaminr2Aredeptor,9,,,10576,27148.0,14178,Rattus norvegicus,,,,D
872,,B,,,Displasementot3H8OHDPATfromtatcorrec4gysroz7tryphamibe1Areceptor,9,,,10576,11199.0,10639,Rattus norvegicus,,,,D
873,,B,,,Inhivigorywxtivityagwibst5hydeox7hryptanineqArece9t9rofrathippocajpalhomogejatds,8,,,10576,,12306,,,Hippocampus,,H
874,,B,,,Inmibirkryactiv9ryagainst5hydroxytryp5akinr1xr3ceotorsugtype,9,,,10576,12736.0,1348,Rattus norvegicus,,,,D
875,,B,,,Inhib9tpryaxtivityagainst3HD0Afbijrinbto5HT1Ar4ceptorijrathip9ocamoue,8,,,10576,,13605,,,Hippocampus,,H
876,CHO,B,312.0,,7nhibihionc8ncentda6ionagainsr5hyd5pxytryptamine1Arecep60rusihycAMPasrzdloligandlnCmkfells,8,,,51,,17624,,,,,H
877,CHO,F,470.0,,Inhibitoonclnsentrati0nagainxthindjhgorradi0ligqnd35SGTPgzmjaSinxHOsfllsexpr3ssing5hgdeoxytryotsmine1Arefeptor,8,,,51,,17624,,,,,H
878,CHO,F,320.0,,Inhib8tiohconxentrat9ohaga9nstbindinboffadiolitand35SGTPgajmqSinCtOc2losexpressinb5hydfoxyfrypham9be1xrefeptor,8,,,51,,17624,,,,,H
879,,B,,,Inhibitionog3H80mDAoTbindingagainqthumanrecombinwntyy7dros5tr6pramineqAreceltor,8,,,51,,15267,,,,,H
880,,B,,,Tbebindingsff8nityatthe5hydroxytrypgaminf1Afeceptprdeterjimerus9ng3H5C5m8tt2s5ed,8,,,51,,16532,,,,,H
881,,F,,,Agonjsticactiv8tyifxompoundto3afvs5hydrisytryptamin31Arecepglrwacegaljatedby35SGTPnammacsgimulqtewcAMlassay,8,,,51,,6563,,,,,H
882,CHO,B,480.0,,Abili4ytodisplwxe3H8OyDPxTfromCHiceklsstablygrqnsfefrsdwitthiman5hydroxytryptzmige1Arecfptotxtacobcentrqtionof1uk,8,,,51,,4751,,,,,H
883,,B,,,Com9oundqt1uMwastfsrrdfortheinhib7tiinofradioligand3b8OHwPA6bindingtorfxombinanthuman6hhdroxhtryptwkige2wrefep5or,8,,,51,,15463,,,,,H
884,,B,,,Invi6roblndiggaff8bltyagainsthumqn5hydr9xytry9tamin21A5eceptkratqsonc3nt4ationof100nh,8,,,51,,3805,,,,,H
885,,B,,,Ibvoyrob9ndibgaffinltgtowarfsrhydroxytr59faminf1xreceptorusing3H8OHDPATwsradioliyand,8,,,51,,5640,,,,,H
886,,B,,,Inhibitiomof3m8OHDPAffindongtohumag6hydroxytryptakihe1Afeseptorat1000jMvompoubvfobcentrat8on,8,,,51,,6563,,,,,H
887,,B,,,jnyibitoryact8vityagainet5hyd5oxjtryptzmine1q4rcepto46simg3y8OHD9ATasrswooligandat100nMsoncentratuon,8,,,51,,5548,,,,,H
888,,B,,,9ercwntbindingaffinjtyagainst5htdroxytfylyaminewxr3xeptor,8,,,51,,6347,,,,,H
889,HEK292,F,195.0,,omtrigsicactivityforhumqn5hyxgoxytryptamineqArecepto5sHEK293ffllnsmbranseysinr35SnTPgammad,8,,,51,,17296,,,,,H
890,,B,,,Binfimgaff9nityagainst5gyd4oxytrypraminewrevd9tor6singrabbi4junulaeveinassa7inthewvzencwobendothelium,8,,,51,,13047,,,,,H
891,,B,,,Djszocixtjoncogstantagaihsthukzn4hydrosytryptamine1Arec4ptlrrecepyor,8,,,51,,15740,,,,,H
892,,F,,,Inhigitiomkf5HTinvuced35SGTPgammaSbibd7nyathumajclobed5HT2Arevepf9rs,8,,,51,,5640,,,,,H
893,,F,,,5hydroxyt4yo4amihe1Arecepgorantqgonismwasfbaluatedgythewhklitytoinh9bi435SGTPgamkxSbinwingthatwasimdkdedby5HTjinknotr4termin4d,8,,,51,,5640,,,,,H
894,HeLa,B,258.0,,wbioitytodisplace3Hydr2pnMf3ohHfLacellsobhuman5mydroxutryptamine1Adeceptpr,8,,,51,,17211,,,,,H
895,CHO,B,471.0,,Abiljtytofispkac33g8kHDPATfrojCgOceolesrabl5transfec5edwithhuhan5hycr9xytryptamine1xreceltor,8,,,51,,4751,,,,,H
896,,B,,,Affinitytowardwhuman5hjdroxyte59raminw1Aseritonin3efepto3,9,,,51,5743.0,6491,Homo sapiens,,,,D
897,,B,,,Bind9ngqffinitytowaddshumab5hywr0xytgyptajlne1A4ec40torwaseetermim3dusing3juOHDPATasfadloligand,8,,,51,,4707,,,,,H
898,,B,,,Bkndingzteinityavainst5hydroxyrryptamlnewArece9t9r,9,,,51,10796.0,13910,Homo sapiens,,,,D
899,HeLa,B,218.0,,Bihdkngaffinifyagaigst5jydrox6tryptamune1A3ecs0t8dinHekacellswaseeterminedusing3b4HT,8,,,51,,16190,,,,,H
900,,B,,,B8ndingaffinituzgqinsf5hydrpxyt4yphqmine1AreveptoruaihgwH8OHDPATqsrsdioligand,8,,,51,,16633,,,,,H
901,CHO,B,396.0,,gind7ngaffunitysgalnst3H8iHDPATlaneled5hyvrocytryptqm8ne2AsitesinclonscCjOcells,8,,,51,,11898,,,,,H
902,CHO,B,236.0,,vindongaffinitywgwinst3H8OHDPATlabslrr5byd5oxytryptxjineqAreceptorsires9nxl0nedCHOcekls,8,,,51,,11898,,,,,H
903,,B,,,Bihcibgaftinityagainsyyuman6hydroxy6ryptwmin41Arecep6or,8,,,51,,14331,,,,,H
904,CHO,B,311.0,,Bimd9ngaff7njt5agaunsfnunan5hydroxyhryltsmine1AredeptorjnCHOseplqlabwledwith3H8OHDPATradiollgand,8,,,51,,17624,,,,,H
905,CHO,B,339.0,,Bindingxffinityaga8nsth8man4hudroxytryptajime1sr4ceptoronxHOcellqlafeledwirheH8OHxPAyradiolkhsndndnotdetfrmkned,8,,,51,,17624,,,,,H
906,,B,,,gkndjggaffinittofconpounetoyuman5yydroxy4ryptsmine1Arecept9r,8,,,51,,3307,,,,,H
907,CHO,B,406.0,,Displzcemehtof3H7OHDPATfromhuman5hyd5oa6trtptamune1Ar2ceptorwzpdessedihCH0cepls,9,,,51,10345.0,6563,Homo sapiens,,,,D
908,,B,,,Bijdinyaffinityfor5hydroxyt5yptamin41srrvep6orinHfiatransfectrdcell4yleusing3H8OHDPATwqraxuologans,8,,,51,,14165,,,,,H
909,,B,,,Bihvingafbinitytowa3dsclonedhjman6htdrocytryptamins1A5eceltorwwsd4terminer,8,,,51,,5732,,,,,H
910,,B,,,Invitrladfinit6athjmancl8n3d5hydroxytrtptxnine1srec2ltorgy3n8OnDPATdisplacement,8,,,51,,13366,,,,,H
911,,B,,,ninr9ggaffinjtytoqarcsjuman5uydroxytryptakine1Arecwptor,8,,,51,,17626,,,,,H
912,HeLa,B,416.0,,Bindingacfin9tttowarwshuman5jtdrox5tryp5amine1Arecfptornytgedisplac3mentlveH5HTradioljgandfromtheslonfvrexeltpfexpressedinHekzvells,8,,,51,,6588,,,,,H
913,,B,,,Bind8nhafeinithgowardshuman5hydroxytryotwm9ne1zreveotorwasdeterminedus9mbwH5nhasradioligahd,8,,,51,,16209,,,,,H
914,,B,,,B8gdongaffinithtowarwwrecomhinajthumab5hydroxytrypfaminf1AreceptirwzddsterminedusibgrH8OHDPATawrariooigagd,8,,,51,,15463,,,,,H
915,,B,,,Bindinbafflnot5towardsrecombinabthumanCompounwat1iMwadtestedf0rtbeingib7ti8nofrad89ligand3H8OyxPATbibdingtofecomninanthuman5hydroxytrtptamige1Arecepyo41asedt4rminsduskmg2H8pHDPATasraci8lihagx,8,,,51,,15463,,,,,H
916,,B,,,Bijfingzffimithborrecombinanthumab5hydfosytrypysmone1Areceotorusing3b5HTasrsdiolibagd,8,,,51,,14770,,,,,H
917,Celllin4,B,517.0,,Bindinbaffibityommumanclojevyhydroxytryptqmine1Arecrptorhranaeest4dinhimancelllijewHeLa,8,,,51,,16245,,,,,H
918,,B,,,Bibdingaffinityonhumandlon2d5hyvr8xytryptamijs1Aref2ptogtranafextedijhkmancellllm2sHeLa,8,,,51,,16245,,,,,H
919,,B,,,Bindingaffinifytowq3ds5H61A3ece0torusing3H8OHD0ATasradippihsgd,8,,,51,,5548,,,,,H
920,,B,,,Bundingavfunitywzwd2t2fkinedt9wards5huxroxytrtptamlne1A5eceptor7sing3H8kHDPATasrwdioligand,8,,,51,,5548,,,,,H
921,,B,,,Bindingaffigitytowardw5hyr3oxyrrypgsmineqqrscdptogusigg3H7OHDPATaseadioligand,8,,,51,,5548,,,,,H
922,,B,,,Bindihgqffinitydasefalua5edat5yydrodytruptaminewAgece0torlabeledwith2H8pHD9wT,8,,,51,,6876,,,,,H
923,,B,,,Bundinyaffinlt5waeedaluxfesathumaneecombinantthydroxytryptamine1Areceptor8wing3H8OHrPsTqsradiopihamf,8,,,51,,2598,,,,,H
924,,B,,,Bindingaffibigytlyumxhrhydfoxytryptamune2AreseltorwasmeasuredusungwH8uydroxy2dlnpropylaminrtetraline3g8pHDowyasrad9oligqnd,8,,,51,,17785,,,,,H
925,,B,,,Bkbdingaffinitytkwqrds4hydroxytry9takine1Arsc4p5or,8,,,51,,6013,,,,,H
926,,B,,,vindingqfgimitytowards5hydrox7t4yptaminewArsseptorinhumanusung4H8OyDPqTqsradipligagd,8,,,51,,5929,,,,,H
927,,B,,,Binxungwdfinitytowares5hyv3oxytryptamine1xrdvepto5using3H8OHDPATzzrad9oligxnd,8,,,51,,16633,,,,,H
928,,B,,,Bindigfaff7nitytowardwclonedhyman5hydroxyyeyptam8hd1srwceptorwzsdeterm7ned,8,,,51,,1558,,,,,H
929,,B,,,Bindingaff9n7tytkdatdshumancl9ned5hydrkx7tryptahine1Areceptotusing3Hi0HDPATxsrqxikligwnd,8,,,51,,16026,,,,,H
930,,B,,,Bindingaffinit5washeacurwdob5hydrodjtryptsmine1Arese9tor9hwjcsllstrancfectedwj4hhuman5bT1Agenelaneledwith4H8OHDPAf,8,,,51,,12469,,,,,H
931,,B,,,BineingaffinitywasmeashredonclojefHuman5hyeroxytr5ofsmine1Arsc4ptorwhicbislsgeledby3H8iuePAr,9,,,51,2013.0,15874,Homo sapiens,,,,D
932,,B,,,Bkndingavfini5ywawmeasuredonfloh3dhuman6hydr0xytr5ptamine1Ar4cwptprwhicjiqlzbelesby3H8OHDPzT,8,,,51,,15874,,,,,H
933,,B,,,Compoundwzsefapuatedf8ritshondingsffjnityforh6man5hydroxhtryptamin31w3eceph0r,8,,,51,,3935,,,,,H
934,,B,,,Compo6ndwqsevaiuatedforitshijdingabfiniyy4owardshumwn5tydrlaytrhp4ahine1Arecepror,8,,,51,,15818,,,,,H
935,CH0K1,B,177.0,,Com9oundwastest3etorbkmdingwffinj6yagajnstckonedhumab5hydr8xyt3ypramine1ArefeptirespressedihCHOK1celps,8,,,51,,13706,,,,,H
936,CHOi1,F,417.0,,Abklity5oihmibitthffofqkooihztinulatfecxMPf0rmatipnmediatedbyhkman5hydroxytryptqnine1ArecdptorinCHkK1cells,8,,,51,,13729,,,,,H
937,,B,,,Ihcigroinhibi6uonot3H8OgDPwTbindinvtockon2dcelllonecontaihinbhuman5hydr9dytr5ptamine1Arecfptor,8,,,51,,15413,,,,,H
938,,B,,,Invitroigh9f8tiibof3H8OHD0ATfigdingtoclonedcelklihecontxijinghumxn5nydrox6tryptamins2Atece9torExperiment2,8,,,51,,15413,,,,,H
939,,B,,,Ijvjtroinhigigionof3H88yDPATbindingtpclohedcelllknecon6ainimfhunan5hydrixgtryptakuns1AreceptorEx9er7mente,8,,,51,,15413,,,,,H
940,,B,,,Invitroinhibitiojof3H8OnxPATbindingtocloheedeloljnec0nta7nonghuman5hyxroxytehotaminewAfecept9gbyPqnlabaassay,8,,,51,,15413,,,,,H
941,HeLa,B,520.0,,Displacement9fsp4cific3H5tTvindingtoxlobedhuman5hydroxytryptajin31Arecrpt85stqnl5expr4dsedkjH3Lacellx,9,,,51,15650.0,3445,Homo sapiens,,,,D
942,,B,,,Evaluatedforthevinringsonstantat3H80HrPq5lsgwlewhuman6hgvroxgtryptamineqAreceptor,8,,,51,,15740,,,,,H
943,,B,,,Evaluatedrorthebindlngcons5znrqt3H8OHvlATlabeledhumzn5hydd0xy43h0tam7ne1Areceptorr3ceptor,8,,,51,,15740,,,,,H
944,,B,,,Igvit4obigfingaff9nityhestedonhumaj5hywrocytryptakine1Arecept9d,8,,,51,,17626,,,,,H
945,,B,,,Invitrogindingavfinigytohumam5hyd5pxytruotam7ne1wreceltor,9,,,51,1520.0,4234,Homo sapiens,,,,D
946,,B,,,Invitrobindlngaffun74hat5hydroxygfyptsmone1Ardcsprorby3H9OHDPAhdisplacemebt,8,,,51,,5640,,,,,H
947,,B,,,InditrovindingzdtinitutowxrxsHumzn5hydrix6tr5ptaminewAr2ceptorbyfhddisplac2mentof3H8OHxPAT,8,,,51,12702.0,5272,Rattus norvegicus,,,,H
948,CHO,B,318.0,,8nv7t3obibdingaff7hit7t02ardsclonedhujan5hydfoxytryptamin21Arece9torexpfessedinChinrsehamsfed0varyCHOffllausingeHuOHDlATadravioligand,8,,,51,,4622,,,,,H
949,,B,,,Inbir5obindingaffinjttgyradioligandhindingassatusingcellljnefxlress8gthumaj5hyrroxghryptamije2Areceptor,8,,,51,,17085,,,,,H
950,,B,,,9nvit49bindingaffin9hywasdet2rmimedto1ardsflogedbuhxn5hydrlxytryptam7ne1Arecsptor7sijgrHiOHDPATradioligabd,8,,,51,,3025,,,,,H
951,,B,,,Inditrorecelto3bindingagfijityforxionedhumxg5htd50x5tryptamine1Arecept9r,8,,,51,,15315,,,,,H
952,,B,,,Inhibif9onof3HOHe0ATbimdingagaibst5hycroaytryptamije1zr3cw95orfromhumahrecombinsnt,8,,,51,,15267,,,,,H
953,HeLa,B,464.0,,Inh8b9ti8bof3H8OHD0ATnondingto5h7droxytryptakine1Arfcdl6orsero4onerg8vreceptorinhumagHrLacells,8,,,51,,17158,,,,,H
954,HeLa,B,399.0,,R2crpfoebind9ngaffimitjforcl0nedjumah5hydroaytryptajine2AreceptorinHepaxells,9,,,51,3809.0,14214,Homo sapiens,,,,D
955,,B,,,hestrdinvirrpforitsagilitytogundto5hycrozytryptamine2Areceptorusihg3b8OHsPATasrzsiolivabd,8,,,51,,17133,,,,,H
956,,B,,,Tyebindinfxffijiryatthethyeroxyteylyamine1Arec3ptordetsrmineduaing3u5CT,8,,,51,,16532,,,,,H
957,,B,,,Affohityfor5hhdr9xytdyptamin21Aresrptorsubrype,9,,,51,27631.0,2391,Homo sapiens,,,,D
958,,B,,,Thecimpoundwaqtesyedfl4CNSbindinvabfimi5y4owxrds5hydroxjt5ypramine1Areceptorfromclonednumabmehngabes,8,,,51,,14447,,,,,H
959,,B,,,Thecompounrwastest4dfo3fNSbindinhaffigitytoww4ds5hgdroxytruptzmine2ArevwptorvromclomedHumamn4mb4anes,8,,,51,,14447,,,,,H
960,,B,,,Thexompoundwashestedforbkndlbgafeinit6against5htdroxytryotahineqqrecepti4recsptog,8,,,51,,15086,,,,,H
961,,B,,,Bindingqffinityfkrcponedhuman5nysros7tr5ptwmine1Arece9to4,9,,,51,21757.0,13051,Homo sapiens,,,,D
962,,F,,,Abil9tgtoibfkuebcehhebkndingof35SGyPgzkmaStoHeoacelpmemnranrsexprwswijg5heguman5hydeoxytryptamine1Arece0torbotactlve,8,,,51,,16026,,,,,H
963,,B,,,Invitrobindingaffimjty1asdeterminedbyradjolinqndnindingassajjslnyselklineedpdessinnhumzn4hydroxytryphahine1zrexe9torNfmeansm0tdeteemined,8,,,51,,17085,,,,,H
964,,B,,,T4stedibditrkforiycabilit7tobundto5hydrpxyt5yptamine1qrecephorus7ng3H8lHDPA4asradi0ligahd,8,,,51,,17133,,,,,H
965,,B,,,Trstedijvitrofori5cability5obigxt05hydrkxytghptxmine1Arec2ptorusong3H8OHD9ATasradioligansNDmeagsbotdwtermibrd,8,,,51,,17133,,,,,H
966,HeLa,B,606.0,,Abili5ytosis0lace3y5CTw0nMfrokHeLafellaofhumag5m6drodytryp4amine1srecepyorNTsenotfsmottested,8,,,51,,17211,,,,,H
967,HeLa,B,271.0,,Agilitytodisplace3H5dgeobMcgomHeLacells0vhuman5hydr0xytrypfamin41ArecwptlrNTnott4qted,8,,,51,,17211,,,,,H
968,HeLa,B,568.0,,Abilitytpdiqplace3H5CT20nMfromHeLacsolsofhunan5hydroxy6r7p5qmibe1AredeltorNhdeh8teeno4tes5ed,8,,,51,,17211,,,,,H
