noleggio_id,cliente_id,data_pagamento,pagamento_id,ammontare,personale_id
5842,247,2005-07-10 17:11:37,6686,4.99,1
10604,250,2005-08-01 14:35:08,6750,4.99,2
3208,229,2005-06-21 00:50:03,6162,0.99,1
969,551,2005-05-30 19:23:48,14783,4.99,2
11792,376,2005-08-17 11:03:53,10196,4.99,2
5757,101,2005-07-10 12:40:17,2717,2.99,1
10815,62,2005-08-01 22:46:21,1700,2.99,1
993,513,2005-05-30 23:54:19,13807,4.99,2
13834,426,2005-08-20 14:03:08,11530,2.99,2
3182,15,2005-06-20 22:52:18,388,0.99,2
4607,281,2005-07-08 07:15:14,7615,0.99,1
12406,510,2005-08-18 09:38:02,13755,2.99,2
8053,526,2005-07-28 16:59:41,14162,4.99,1
109,503,2005-05-25 18:40:20,13545,1.99,2
9675,243,2005-07-31 06:37:07,6581,2.99,2
299,448,2005-05-26 20:55:36,12085,4.99,1
370,22,2005-05-27 07:49:43,579,4.99,1
12540,304,2005-08-18 14:17:30,8264,5.99,1
6993,154,2005-07-27 01:05:24,4195,4.99,2
1298,334,2005-06-15 09:32:53,9017,4.99,1
14655,253,2005-08-21 19:37:10,6837,4.99,2
311,201,2005-05-26 22:51:37,5445,3.99,1
11815,192,2005-08-17 12:13:26,5211,4.99,1
4164,295,2005-07-07 09:20:11,7991,1.99,1
11714,151,2005-08-17 07:34:55,4128,2.99,2
6138,438,2005-07-11 08:36:04,11810,4.99,2
7451,29,2005-07-27 18:18:41,796,6.99,1
8161,555,2005-07-28 21:11:00,14875,0.99,1
5126,315,2005-07-09 07:25:35,8542,6.99,2
3635,250,2005-07-06 06:55:36,6743,4.99,1
1925,510,2005-06-17 06:16:47,13736,0.99,2
13133,523,2005-08-19 12:11:03,14095,2.99,1
10657,590,2005-08-01 16:38:44,15812,4.99,1
12618,117,2005-08-18 17:24:02,3163,4.99,1
9386,189,2005-07-30 19:26:21,5141,0.99,2
3456,150,2005-06-21 21:19:47,4088,5.99,1
11235,127,2005-08-02 13:13:21,3429,0.99,1
5522,573,2005-07-10 01:46:29,15349,9.99,2
14452,325,2005-08-21 12:23:20,8798,3.99,2
14494,5,2005-08-21 14:02:50,143,2.99,2
775,124,2005-05-29 13:23:26,3336,0.99,1
4024,448,2005-07-07 02:11:23,12094,0.99,2
7340,567,2005-07-27 14:18:10,15197,2.99,2
3330,294,2005-06-21 09:22:37,7955,2.99,2
4172,309,2005-07-07 09:49:09,8389,4.99,2
7117,326,2005-07-27 05:48:36,8811,2.99,1
5435,273,2005-07-09 21:28:07,7377,7.99,2
1656,31,2005-06-16 10:05:40,852,4.99,2
7539,423,2005-07-27 21:39:42,11437,9.99,2
11289,10,2005-08-02 14:55:00,272,2.99,2
11234,27,2005-08-02 13:12:17,742,0.99,1
13628,500,2005-08-20 07:03:53,13485,4.99,2
8785,42,2005-07-29 20:36:26,1166,2.99,2
14283,253,2005-08-21 06:44:14,6835,4.99,2
3191,522,2005-06-20 23:46:39,14047,0.99,2
14380,198,2005-08-21 09:53:52,5389,2.99,2
741,495,2005-05-29 08:35:49,13331,4.99,2
10820,97,2005-08-01 22:53:40,2636,2.99,1
4623,593,2005-07-08 08:03:22,15882,0.99,2
14981,544,2005-08-22 07:19:05,14636,2.99,1
9399,569,2005-07-30 20:14:50,15242,4.99,1
4608,11,2005-07-08 07:19:11,283,2.99,2
7701,306,2005-07-28 03:54:28,8306,2.99,2
13932,441,2005-08-20 17:17:00,11911,4.99,1
7684,40,2005-07-28 03:11:54,1106,0.99,2
784,352,2005-05-29 14:44:22,9510,2.99,1
14005,135,2005-08-20 20:19:05,3662,0.99,1
7593,436,2005-07-27 23:28:47,11753,4.99,1
4306,210,2005-07-07 17:12:32,5694,2.99,1
3075,161,2005-06-20 14:52:19,4379,3.99,1
4240,65,2005-07-07 13:33:12,1772,4.99,1
5323,35,2005-07-09 16:34:07,964,0.99,2
880,460,2005-05-30 06:12:33,12417,0.99,1
10076,555,2005-07-31 20:00:34,14879,7.99,2
6250,458,2005-07-11 15:02:04,12363,3.99,2
10783,495,2005-08-01 21:23:37,13348,4.99,1
16012,80,2005-08-23 21:13:39,2194,5.99,1
3974,318,2005-07-06 22:59:16,8617,2.99,2
3939,149,2005-07-06 21:16:32,4067,6.99,1
9626,546,2005-07-31 04:37:41,14676,1.99,2
13459,114,2005-08-20 00:45:40,3083,6.99,2
15035,513,2005-08-22 09:34:32,13835,4.99,1
15131,119,2005-08-22 13:06:26,3218,3.99,2
5340,267,2005-07-09 17:11:35,7222,6.99,1
9,126,2005-05-25 00:00:40,3386,4.99,1
11853,6,2005-08-17 13:39:32,167,0.99,1
6065,562,2005-07-11 04:25:51,15058,6.99,2
1164,49,2005-06-14 23:16:26,1333,0.99,1
14633,551,2005-08-21 18:51:10,14802,2.99,2
2602,173,2005-06-19 06:10:08,4693,2.99,1
8059,372,2005-07-28 17:09:59,10069,2.99,1
15603,6,2005-08-23 06:41:32,173,0.99,2
15194,332,2005-08-22 16:07:34,8985,0.99,2
4061,70,2005-07-07 04:13:35,1894,0.99,1
1888,405,2005-06-17 03:58:36,10944,0.99,1
2650,209,2005-06-19 10:21:45,5661,4.99,1
1236,66,2005-06-15 04:34:27,1790,2.99,1
8718,23,2005-07-29 17:41:14,617,0.99,2
4414,434,2005-07-07 22:00:21,11699,2.99,1
4952,14,2005-07-08 23:00:07,365,0.99,1
14352,527,2005-08-21 09:06:29,14201,6.99,1
14334,595,2005-08-21 08:32:32,15952,0.99,1
10382,242,2005-08-01 06:36:45,6553,4.99,2
160,290,2005-05-26 01:46:20,7844,2.99,1
4897,258,2005-07-08 20:25:11,6961,0.99,2
14402,467,2005-08-21 10:38:17,12606,2.99,1
135,304,2005-05-25 21:58:58,8243,10.99,1
5749,304,2005-07-10 12:20:36,8254,3.99,2
1792,351,2005-06-16 20:04:50,9487,5.99,2
902,561,2005-05-30 09:53:36,15021,4.99,1
14879,148,2005-08-22 03:42:12,4052,5.99,2
3360,498,2005-06-21 12:12:41,13413,0.99,2
12857,443,2005-08-19 02:20:13,11962,4.99,2
14912,404,2005-08-22 04:51:42,10938,4.99,2
15854,464,2005-08-23 15:58:05,12540,0.99,2
13009,376,2005-08-19 07:50:35,10198,0.99,1
3915,163,2005-07-06 20:16:46,4428,3.99,2
6031,224,2005-07-11 02:42:14,6047,4.99,1
13586,445,2005-08-20 05:40:33,12017,0.99,2
4123,469,2005-07-07 07:16:19,12660,0.99,2
15588,503,2005-08-23 06:02:35,13573,3.99,1
2855,483,2005-06-19 23:11:49,13038,4.99,1
6418,185,2005-07-11 23:36:27,5030,1.99,1
7466,53,2005-07-27 18:51:17,1468,2.99,2
7975,211,2005-07-28 14:12:47,5734,2.99,1
6353,130,2005-07-11 20:48:56,3514,3.99,1
5650,461,2005-07-10 07:17:01,12445,0.99,1
1249,403,2005-06-15 05:38:09,10879,8.99,1
8310,238,2005-07-29 03:25:56,6428,8.99,1
15358,448,2005-08-22 21:29:14,12110,9.99,2
11127,351,2005-08-02 09:00:59,9504,0.99,2
2912,196,2005-06-20 03:32:45,5289,4.99,2
13216,422,2005-08-19 15:36:05,11415,1.99,2
13051,90,2005-08-19 09:31:33,2463,4.99,1
6721,462,2005-07-12 13:42:58,12478,6.99,1
1714,477,2005-06-16 14:29:59,12886,6.99,1
2630,236,2005-06-19 08:47:21,6351,2.99,1
11663,373,2005-08-17 05:30:19,10111,3.99,2
4761,351,2005-07-08 14:51:45,9493,5.99,2
15125,221,2005-08-22 12:53:22,6002,8.99,1
11705,489,2005-08-17 07:22:25,13200,4.99,1
15589,22,2005-08-23 06:03:31,597,6.99,1
13180,322,2005-08-19 14:00:38,8718,4.99,2
13441,125,2005-08-19 23:48:23,3383,6.99,2
101,468,2005-05-25 17:17:04,12611,6.99,2
706,60,2005-05-29 03:05:49,1648,1.99,2
12873,138,2005-08-19 03:05:41,3747,2.99,2
15593,153,2005-08-23 06:15:09,4180,1.99,1
8152,46,2005-07-28 20:53:05,1270,3.99,2
11413,297,2005-08-02 19:35:19,8069,0.99,2
3908,116,2005-07-06 19:47:26,3128,6.99,2
10771,485,2005-08-01 20:49:35,13106,4.99,1
5849,44,2005-07-10 17:32:33,1216,6.99,2
7297,135,2005-07-27 12:39:48,3647,4.99,2
15398,109,2005-08-22 23:10:49,2957,7.99,2
108,242,2005-05-25 18:30:05,6534,2.99,1
2856,210,2005-06-19 23:13:04,5690,0.99,2
684,461,2005-05-29 00:13:15,12440,6.99,1
6782,199,2005-07-12 16:23:25,5403,4.99,2
3536,339,2005-07-06 01:36:11,9160,2.99,2
5551,44,2005-07-10 03:01:09,1214,3.99,1
10170,41,2005-07-31 23:27:31,1140,7.99,1
10666,197,2005-08-01 16:56:36,5341,0.99,2
14011,379,2005-08-20 20:32:56,10264,5.99,1
13198,169,2005-08-19 14:47:18,4598,2.99,2
7244,339,2005-07-27 10:27:33,9168,2.99,2
10874,230,2005-08-02 00:31:00,6209,2.99,2
15419,450,2005-08-22 23:54:36,12158,4.99,2
2457,91,2005-06-18 19:38:20,2471,3.99,1
10051,74,2005-07-31 19:14:20,2008,3.99,2
15548,334,2005-08-23 04:26:20,9040,0.99,2
5092,139,2005-07-09 05:57:39,3760,2.99,2
14059,141,2005-08-20 22:24:44,3826,7.99,2
8458,317,2005-07-29 08:05:09,8595,4.99,1
15365,327,2005-08-22 21:42:17,8846,3.99,2
14803,278,2005-08-22 00:49:10,7550,0.99,2
1886,505,2005-06-17 03:36:02,13608,4.99,2
754,281,2005-05-29 10:18:59,7612,2.99,2
11599,112,2005-08-17 03:08:10,3018,7.99,1
4445,327,2005-07-07 23:08:22,8833,4.99,1
603,537,2005-05-28 14:27:51,14453,4.99,2
14112,141,2005-08-21 01:00:46,3827,2.99,1
11361,547,2005-08-02 17:46:34,14703,0.99,2
9800,257,2005-07-31 11:00:58,6940,4.99,1
12955,410,2005-08-19 06:05:58,11111,8.99,2
7007,257,2005-07-27 01:43:39,6930,4.99,2
5087,395,2005-07-09 05:44:28,10703,0.99,1
6534,577,2005-07-12 04:39:43,15466,2.99,2
11732,137,2005-08-17 08:29:46,3709,3.99,2
428,161,2005-05-27 16:10:58,4372,2.99,2
13027,128,2005-08-19 08:25:16,3462,0.99,2
11590,491,2005-08-17 02:28:33,13255,0.99,1
13227,288,2005-08-19 16:05:38,7808,0.99,1
5052,305,2005-07-09 03:59:43,8277,2.99,1
11883,551,2005-08-17 14:41:28,14796,2.99,2
4502,470,2005-07-08 02:12:04,12698,6.99,2
9899,168,2005-07-31 14:12:36,4567,4.99,2
3734,37,2005-07-06 11:40:27,1017,5.99,1
15573,561,2005-08-23 05:28:36,15045,0.99,1
12033,321,2005-08-17 20:14:34,8689,6.99,1
12662,75,2005-08-18 19:10:41,2057,0.99,1
13512,62,2005-08-20 02:27:13,1703,8.99,2
5586,427,2005-07-10 04:17:06,11541,5.99,2
10487,577,2005-08-01 10:26:34,15474,0.99,1
7564,291,2005-07-27 22:31:17,7884,0.99,2
15258,293,2005-08-22 18:22:44,7949,4.99,1
5984,178,2005-07-11 00:44:36,4835,2.99,1
4471,30,2005-07-08 00:21:29,823,2.99,2
3369,431,2005-06-21 13:20:31,11627,8.99,2
13717,300,2005-08-20 09:50:52,8161,5.99,1
2935,384,2005-06-20 05:07:24,10401,3.99,2
11594,198,2005-08-17 02:47:02,5379,6.99,1
7665,590,2005-07-28 02:28:30,15807,2.99,2
12361,250,2005-08-18 07:47:31,6751,0.99,1
4709,124,2005-07-08 12:04:34,3342,2.99,2
2715,404,2005-06-19 14:29:35,10914,4.99,1
5058,221,2005-07-09 04:20:35,5984,5.99,1
114,506,2005-05-25 19:12:42,13626,3.99,1
15229,63,2005-08-22 17:30:25,1733,2.99,1
14068,412,2005-08-20 22:50:59,11164,3.99,1
11730,98,2005-08-17 08:22:00,2660,2.99,1
11238,506,2005-08-02 13:25:50,13650,0.99,2
14448,263,2005-08-21 12:13:10,7123,6.99,2
601,429,2005-05-28 14:08:22,11579,7.99,2
414,219,2005-05-27 14:48:20,5922,0.99,1
15197,159,2005-08-22 16:14:25,4344,0.99,1
13206,504,2005-08-19 15:05:34,13598,2.99,2
9708,12,2005-07-31 07:45:33,323,5.99,2
14236,25,2005-08-21 05:13:16,682,4.99,1
3968,235,2005-07-06 22:47:09,6325,4.99,1
7970,507,2005-07-28 13:58:38,13677,5.99,1
2307,47,2005-06-18 08:34:59,1294,6.99,1
5363,425,2005-07-09 18:18:49,11489,2.99,2
3252,213,2005-06-21 03:25:26,5781,2.99,1
14712,226,2005-08-21 21:22:56,6103,0.99,1
13970,418,2005-08-20 18:43:34,11319,0.99,1
458,565,2005-05-27 19:58:36,15126,6.99,1
363,345,2005-05-27 07:14:00,9314,0.99,1
1744,230,2005-06-16 16:39:58,6189,4.99,1
3614,502,2005-07-06 05:46:05,13518,2.99,2
1838,31,2005-06-16 23:20:16,853,1.99,1
5687,363,2005-07-10 09:07:19,9813,3.99,2
1365,25,2005-06-15 14:09:55,659,2.99,1
10182,578,2005-08-01 00:08:01,15500,2.99,2
553,176,2005-05-28 08:14:44,4765,3.99,1
5377,578,2005-07-09 19:04:30,15490,4.99,1
10502,357,2005-08-01 11:06:39,9657,2.99,1
2287,317,2005-06-18 07:04:36,8584,6.99,2
13627,329,2005-08-20 06:59:00,8903,8.99,1
12281,417,2005-08-18 04:50:32,11286,4.99,2
11456,322,2005-08-02 21:14:04,8717,0.99,2
3767,582,2005-07-06 13:07:27,15592,0.99,1
3417,282,2005-06-21 17:06:20,7631,2.99,1
6870,13,2005-07-12 20:13:45,338,0.99,1
173,533,2005-05-26 03:42:10,14339,0.99,1
1563,262,2005-06-16 02:46:28,7071,2.99,1
6081,72,2005-07-11 05:11:09,1949,0.99,2
12581,70,2005-08-18 15:49:15,1905,6.99,1
7536,307,2005-07-27 21:34:09,8344,2.99,1
11945,380,2005-08-17 17:05:33,10297,0.99,2
1306,524,2005-06-15 09:59:24,14100,1.99,1
1846,422,2005-06-17 00:02:44,11399,0.99,1
13067,172,2005-08-19 09:51:17,4681,5.99,2
6068,265,2005-07-11 04:41:09,7162,4.99,1
13562,36,2005-08-20 04:31:45,1006,2.99,2
1195,84,2005-06-15 01:37:38,2272,0.99,2
15224,81,2005-08-22 17:18:05,2213,5.99,1
14928,472,2006-02-14 15:16:03,12778,4.99,2
4990,35,2005-07-09 00:48:49,962,0.99,2
2370,489,2005-06-18 14:29:54,13192,7.99,1
9306,336,2005-07-30 16:47:17,9085,0.99,2
2492,237,2005-06-18 22:04:15,6391,2.99,1
4581,591,2005-07-08 06:05:06,15822,6.99,1
15209,588,2005-08-22 16:37:32,15763,4.99,1
683,197,2005-05-29 00:09:48,5320,2.99,1
1400,571,2005-06-15 16:29:56,15291,3.99,2
8486,221,2005-07-29 08:53:38,5989,0.99,2
13489,443,2005-08-20 01:29:06,11963,2.99,1
13236,267,2005-08-19 16:18:24,7237,9.99,2
11383,445,2005-08-02 18:22:05,12014,7.99,1
10851,154,2005-08-01 23:58:45,4202,4.99,1
4598,82,2005-07-08 06:46:26,2226,6.99,1
9068,78,2005-07-30 07:31:45,2129,5.99,1
3214,142,2005-06-21 01:08:26,3835,2.99,1
4224,419,2005-07-07 12:24:21,11329,0.99,1
3345,71,2005-06-21 11:05:07,1914,5.99,2
2180,497,2005-06-18 00:47:43,13378,8.99,2
12576,119,2005-08-18 15:38:31,3209,2.99,2
13252,451,2005-08-19 16:50:50,12187,2.99,2
7181,130,2005-07-27 08:14:34,3515,4.99,1
4312,97,2005-07-07 17:34:59,2627,4.99,2
4103,91,2005-07-07 06:25:28,2475,2.99,2
10557,385,2005-08-01 12:59:24,10434,0.99,1
14687,550,2005-08-21 20:32:16,14775,4.99,1
5373,428,2005-07-09 18:48:57,11566,4.99,1
3818,97,2005-07-06 15:33:31,2626,4.99,2
13646,242,2005-08-20 07:47:08,6563,5.99,2
1526,499,2005-06-16 00:27:51,13434,4.99,2
4296,407,2005-07-07 16:16:03,11008,0.99,1
5070,407,2005-07-09 04:58:26,11009,4.99,1
15051,300,2005-08-22 10:08:50,8164,2.99,2
433,574,2005-05-27 16:40:40,15366,0.99,2
12240,30,2005-08-18 03:27:11,842,2.99,1
13888,297,2005-08-20 15:39:42,8076,1.99,1
11312,190,2005-08-02 15:56:51,5166,6.99,2
1472,373,2005-06-15 20:54:55,10089,6.99,1
2400,410,2005-06-18 16:10:46,11088,5.99,2
102,343,2005-05-25 17:22:10,9270,3.99,2
10422,166,2005-08-01 08:17:11,4506,7.99,2
11358,56,2005-08-02 17:45:02,1555,5.99,1
12299,176,2005-08-18 05:32:32,4792,2.99,1
2870,467,2005-06-20 00:17:46,12585,9.99,2
13643,398,2005-08-20 07:42:24,10783,4.99,2
6543,264,2005-07-12 04:54:32,7137,0.99,1
2774,299,2005-06-19 18:05:11,8110,2.99,1
3078,367,2005-06-20 15:09:48,9920,0.99,1
4160,326,2005-07-07 09:13:17,8809,7.99,1
1984,380,2005-06-17 10:25:28,10273,2.99,1
3105,385,2005-06-20 17:11:46,10422,0.99,1
3200,221,2005-06-21 00:22:47,5980,5.99,1
5441,7,2005-07-09 21:52:05,188,8.99,1
6154,368,2005-07-11 09:32:19,9955,5.99,1
90,25,2005-05-25 14:31:25,656,7.99,1
10964,36,2005-08-02 03:56:23,1003,6.99,2
15142,351,2005-08-22 13:44:32,9506,4.99,2
11336,473,2005-08-02 16:58:56,12802,0.99,1
15192,216,2005-08-22 16:06:23,5876,4.99,1
10996,26,2005-08-02 04:48:11,708,3.99,1
5322,432,2005-07-09 16:28:13,11652,6.99,1
4027,116,2005-07-07 02:19:01,3130,0.99,1
2032,316,2005-06-17 13:24:07,8559,4.99,1
5426,438,2005-07-09 21:04:47,11808,4.99,2
8274,340,2005-07-29 01:34:32,9196,4.99,2
827,573,2005-05-29 21:58:43,15337,2.99,2
8893,147,2005-07-30 00:48:19,3995,2.99,1
2898,178,2005-06-20 02:38:06,4830,9.99,1
4849,146,2005-07-08 18:34:34,3958,6.99,1
490,95,2005-05-28 00:09:56,2576,4.99,1
1828,68,2005-06-16 22:04:34,1845,5.99,2
5432,64,2005-07-09 21:21:25,1746,0.99,1
14422,361,2005-08-21 11:21:46,9769,0.99,1
7395,411,2005-07-27 16:03:11,11134,0.99,2
6929,508,2005-07-26 22:59:19,13693,8.99,2
15219,544,2005-08-22 17:00:31,14637,6.99,1
5857,29,2005-07-10 17:59:29,794,1.99,1
3233,353,2005-06-21 02:39:31,9536,6.99,2
10032,126,2005-07-31 18:41:55,3402,4.99,2
10327,382,2005-08-01 04:55:35,10359,3.99,2
3781,23,2005-07-06 13:53:41,610,2.99,2
14339,30,2005-08-21 08:37:15,847,0.99,1
12332,235,2005-08-18 06:51:05,6338,2.99,2
15835,128,2005-08-23 15:25:27,3469,8.99,1
2252,383,2005-06-18 05:05:18,10370,2.99,1
8539,325,2005-07-29 10:48:24,8790,0.99,2
128,40,2005-05-25 21:19:53,1097,4.99,1
1917,400,2005-06-17 05:36:07,10811,3.99,1
8260,366,2005-07-29 01:11:00,9900,1.99,2
865,154,2005-05-30 03:39:44,4182,7.99,2
12453,104,2005-08-18 11:17:07,2817,3.99,1
12860,548,2005-08-19 02:24:41,14722,5.99,1
7617,340,2005-07-28 00:18:40,9195,2.99,2
14770,372,2005-08-21 23:47:16,10085,1.99,1
8406,274,2005-07-29 06:34:45,7415,5.99,2
8773,592,2005-07-29 19:55:34,15860,0.99,2
6206,459,2005-07-11 12:32:14,12389,0.99,1
7367,383,2005-07-27 15:05:45,10378,3.99,1
1519,155,2005-06-15 23:55:27,4212,1.99,2
11055,182,2005-08-02 06:36:05,4966,4.99,1
10245,163,2005-08-01 02:24:09,4439,0.99,2
10183,377,2005-08-01 00:08:01,10219,8.99,1
14587,250,2005-08-21 17:20:55,6754,5.99,1
14331,372,2005-08-21 08:29:38,10084,2.99,1
1101,260,2005-05-31 14:13:59,7013,8.99,1
15453,359,2005-08-23 01:01:01,9707,1.99,1
7256,363,2005-07-27 10:58:32,9819,2.99,1
1997,411,2005-06-17 11:19:43,11126,2.99,2
13814,436,2005-08-20 13:07:23,11770,0.99,1
3893,350,2005-07-06 18:59:31,9470,5.99,1
14257,178,2005-08-21 05:52:57,4858,7.99,1
938,46,2005-05-30 14:47:31,1258,2.99,1
3172,31,2005-06-20 22:19:25,861,1.99,2
2036,486,2005-06-17 13:46:52,13117,4.99,1
10046,50,2005-07-31 19:07:11,1380,2.99,2
2571,66,2005-06-19 04:20:14,1793,2.99,2
1043,412,2005-05-31 06:11:40,11152,3.99,2
12354,499,2005-08-18 07:34:07,13455,7.99,1
740,89,2005-05-29 08:30:36,2411,5.99,1
13919,129,2005-08-20 16:47:34,3500,4.99,1
7557,131,2005-07-27 22:18:19,3539,2.99,1
6402,66,2005-07-11 22:46:10,1806,3.99,1
1063,7,2005-05-31 08:44:29,178,5.99,1
5831,43,2005-07-10 16:34:02,1186,2.99,1
3010,567,2005-06-20 10:29:59,15190,2.99,1
8245,555,2005-07-29 00:37:09,14876,3.99,1
3681,294,2005-07-06 09:19:30,7956,4.99,1
10745,307,2005-08-01 19:57:06,8350,2.99,1
2140,56,2005-06-17 21:40:29,1540,0.99,1
10695,374,2005-08-01 18:16:20,10140,2.99,1
8980,105,2005-07-30 04:22:15,2837,2.99,2
8492,266,2005-07-29 09:04:17,7190,2.99,1
10900,139,2005-08-02 01:34:26,3770,2.99,1
12990,360,2005-08-19 07:20:39,9739,4.99,1
3705,223,2005-07-06 10:17:59,6028,0.99,1
12118,89,2005-08-17 23:14:25,2436,3.99,1
2175,17,2005-06-18 00:17:58,450,5.99,2
2303,329,2005-06-18 08:27:59,8879,2.99,1
2632,574,2005-06-19 08:51:47,15370,0.99,1
15018,504,2005-08-22 08:52:38,13601,4.99,2
8062,317,2005-07-28 17:15:06,8593,2.99,2
2584,90,2005-06-19 05:02:36,2442,6.99,2
7469,189,2005-07-27 18:57:40,5137,4.99,1
1859,533,2005-06-17 01:13:38,14344,0.99,1
9000,290,2005-07-30 04:58:55,7861,7.99,1
12047,251,2005-08-17 20:48:32,6779,3.99,2
6677,516,2005-07-12 11:58:14,13897,6.99,2
771,476,2005-05-29 12:59:14,12864,2.99,1
7537,269,2005-07-27 21:36:09,7290,6.99,1
15769,276,2005-08-23 13:16:15,7493,3.99,1
13443,236,2005-08-19 23:53:42,6381,7.99,1
6722,211,2005-07-12 13:44:03,5732,1.99,1
13842,180,2005-08-20 14:29:37,4908,4.99,2
1837,309,2005-06-16 23:16:15,8383,4.99,1
4361,425,2005-07-07 19:33:23,11483,2.99,2
6405,357,2005-07-11 22:53:12,9649,2.99,2
15500,74,2005-08-23 02:39:37,2018,0.99,2
5200,125,2005-07-09 10:52:09,3360,2.99,1
597,249,2005-05-28 14:01:02,6717,3.99,1
10946,56,2005-08-02 03:20:39,1554,4.99,1
10172,426,2005-07-31 23:29:51,11522,10.99,2
813,344,2005-05-29 20:14:34,9296,5.99,2
13085,215,2005-08-19 10:28:22,5850,0.99,2
12311,211,2005-08-18 06:07:00,5742,0.99,2
15968,257,2005-08-23 19:51:29,6955,0.99,2
9898,359,2005-07-31 14:12:03,9698,4.99,1
11693,221,2005-08-17 06:56:56,5994,4.99,1
1074,503,2005-05-31 10:04:42,13548,4.99,1
6150,418,2005-07-11 09:23:56,11302,4.99,1
4446,438,2005-07-07 23:12:16,11806,2.99,2
14910,540,2005-08-22 04:50:52,14550,0.99,2
4755,378,2005-07-08 14:23:41,10235,0.99,2
11985,198,2005-08-17 18:19:44,5384,2.99,2
7011,254,2005-07-27 01:58:34,6854,0.99,2
8528,428,2005-07-29 10:24:22,11571,4.99,2
14120,302,2005-08-21 01:25:00,8211,4.99,1
5461,244,2005-07-09 22:48:04,6597,0.99,2
9601,553,2005-07-31 03:42:17,14846,2.99,2
855,406,2005-05-30 02:00:28,10973,0.99,1
15624,105,2005-08-23 07:24:27,2847,4.99,2
1037,569,2005-05-31 05:22:25,15234,3.99,2
10140,550,2005-07-31 22:03:20,14765,4.99,2
13128,206,2005-08-19 12:04:16,5588,4.99,1
10624,74,2005-08-01 15:27:05,2009,0.99,1
14407,500,2005-08-21 10:46:51,13486,0.99,1
1161,285,2005-06-14 23:07:08,7708,7.99,2
6922,371,2005-07-12 22:39:48,10038,0.99,1
10324,25,2005-08-01 04:49:06,676,5.99,1
914,596,2005-05-30 11:06:00,15960,2.99,1
11351,198,2005-08-02 17:28:07,5378,3.99,1
670,201,2005-05-28 22:04:03,5446,6.99,1
1508,511,2005-06-15 22:33:24,13760,2.99,1
7496,257,2005-07-27 20:04:05,6932,1.99,1
3471,242,2005-07-05 22:51:44,6543,4.99,1
12308,569,2005-08-18 05:48:53,15251,0.99,2
8419,37,2005-07-29 06:54:48,1020,9.99,1
5729,188,2005-07-10 11:27:25,5109,5.99,2
2889,213,2005-06-20 01:54:08,5779,4.99,1
7360,467,2005-07-27 14:52:06,12592,2.99,2
4901,507,2005-07-08 20:44:51,13671,2.99,2
8708,529,2005-07-29 17:24:13,14243,2.99,2
9604,580,2005-07-31 03:47:12,15549,4.99,2
10645,130,2005-08-01 15:52:01,3521,5.99,2
14727,275,2005-08-21 22:12:45,7464,4.99,2
6223,192,2005-07-11 13:27:09,5201,0.99,2
6809,168,2005-07-12 17:51:54,4559,3.99,2
7765,294,2005-07-28 06:40:33,7961,4.99,1
1815,84,2005-06-16 21:16:07,2274,0.99,2
2211,166,2005-06-18 02:29:10,4490,3.99,1
5337,343,2005-07-09 17:03:50,9282,3.99,1
8076,17,2005-07-28 17:45:58,456,8.99,2
7103,403,2005-07-27 05:08:59,10890,4.99,1
4354,208,2005-07-07 19:21:02,5637,5.99,1
15016,434,2005-08-22 08:47:35,11716,3.99,2
11461,65,2005-08-02 21:35:00,1782,4.99,2
8090,387,2005-07-28 18:27:29,10487,2.99,1
10698,135,2005-08-01 18:24:41,3657,3.99,1
8127,20,2005-07-28 19:45:19,528,2.99,2
6297,69,2005-07-11 17:37:22,1875,4.99,2
7086,595,2005-07-27 04:39:46,15937,4.99,1
13596,513,2005-08-20 05:58:58,13831,5.99,1
4723,44,2005-07-08 12:44:59,1213,9.99,2
4484,306,2005-07-08 01:05:57,8299,5.99,2
5559,496,2005-07-10 03:13:07,13363,5.99,1
14985,29,2005-08-22 07:35:56,815,7.99,1
1499,375,2005-06-15 21:58:07,10156,5.99,1
2836,306,2005-06-19 21:58:21,8297,6.99,2
788,562,2005-05-29 16:13:55,15048,2.99,2
1286,179,2005-06-15 08:41:13,4865,7.99,2
7947,279,2005-07-28 13:05:50,7565,2.99,1
4243,339,2005-07-07 13:39:58,9161,4.99,1
10633,475,2005-08-01 15:37:17,12857,3.99,1
10103,25,2005-07-31 20:49:13,675,2.99,2
4213,103,2005-07-07 11:53:49,2778,2.99,1
15636,380,2005-08-23 07:50:46,10304,2.99,2
2406,497,2005-06-18 16:39:37,13380,2.99,1
11110,4,2005-08-02 08:20:31,98,2.99,1
8730,592,2005-07-29 18:23:34,15859,2.99,1
2067,297,2005-06-17 16:11:08,8050,2.99,1
9134,559,2005-07-30 10:00:21,14976,0.99,2
10932,595,2005-08-02 02:46:22,15949,2.99,1
15995,377,2005-08-23 20:29:56,10227,0.99,1
11489,474,2005-08-02 22:35:28,12828,2.99,1
13066,336,2005-08-19 09:50:39,9091,0.99,2
3512,291,2005-07-06 00:43:06,7878,4.99,2
14166,190,2005-08-21 02:59:31,5173,2.99,2
2857,364,2005-06-19 23:15:15,9839,4.99,2
1285,254,2005-06-15 08:33:06,6841,2.99,1
12231,231,2005-08-18 03:11:44,6239,3.99,1
3007,7,2005-06-20 10:11:53,183,0.99,1
4233,488,2005-07-07 13:00:20,13169,5.99,2
8837,372,2005-07-29 22:49:00,10073,8.99,2
