assays_assay_id,assays_assay_tissue,assays_curated_by,assays_description,assays_src_id,assays_variant_id,assays_assay_subcellular_fraction,assays_tid,assays_relationship_type,assays_confidence_score,assays_src_assay_id,assays_chembl_id,assays_cell_id,assays_bao_format,assays_tissue_id
9439,Plasma,Intermediate,Half life in rat plasma was determined; NA means not applicable,1,,,50597,N,1,,CHEMBL627895,,BAO_0000218,1969.0
9440,,Intermediate,Half life in rat was tested,1,,,50597,N,1,,CHEMBL627896,,BAO_0000218,
9441,Plasma,Intermediate,Half life measured in rat plasma,1,,,50597,N,1,,CHEMBL627897,,BAO_0000218,1969.0
9442,,Intermediate,Half life recorded in rats,1,,,50597,N,1,,CHEMBL627898,,BAO_0000218,
9443,,Intermediate,Half life was calculated,1,,,50597,N,1,,CHEMBL627899,,BAO_0000218,
9444,,Intermediate,Half life was calculated in rat,1,,,50597,N,1,,CHEMBL873823,,BAO_0000218,
9445,,Intermediate,Half life was determined,1,,,50597,N,1,,CHEMBL627900,,BAO_0000218,
9446,,Intermediate,Half life after 10 mg/kg oral administration in rat,1,,,50597,N,1,,CHEMBL627901,,BAO_0000218,
9447,,Intermediate,Half life after administering orally a dose of 10 mg/kg to a fasting rat,1,,,50597,N,1,,CHEMBL627902,,BAO_0000218,
9448,,Intermediate,Half life after administering orally a dose of 30 mg/kg,1,,,50597,N,1,,CHEMBL627903,,BAO_0000218,
9449,,Intermediate,Area under the curve (Concentration) was determined for the compound as AUC with limits 0-8 after i.v. administration in rats,1,,,50597,N,1,,CHEMBL627904,,BAO_0000218,
9450,,Intermediate,Area under the curve determined under pharmacokinetic behavior of the 10 mg/kg oral dose of compound for 0-6 hours,1,,,50597,N,1,,CHEMBL627905,,BAO_0000218,
9451,,Intermediate,Area under the curve for the compound calculated from 0-24 hr after intravenous administration at a dose of 10 mg/kg in rat,1,,,50597,N,1,,CHEMBL627906,,BAO_0000218,
9452,,Intermediate,Area under the curve for the compound calculated from 0-24 hr after oral administration at a dose of 10 mg/kg in rat,1,,,50597,N,1,,CHEMBL627907,,BAO_0000218,
9453,,Intermediate,Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg,1,,,50597,N,1,,CHEMBL876783,,BAO_0000218,
9454,,Intermediate,Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg; activity was not determined,1,,,50597,N,1,,CHEMBL627908,,BAO_0000218,
9455,,Intermediate,Area under the curve measured after intravenous bolus administration of 50 mg/kg of compound to rats,1,,,50597,N,1,,CHEMBL627909,,BAO_0000218,
9456,,Intermediate,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats,1,,,50597,N,1,,CHEMBL627910,,BAO_0000218,
9457,,Intermediate,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-1),1,,,50597,N,1,,CHEMBL627911,,BAO_0000218,
9458,,Intermediate,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-2),1,,,50597,N,1,,CHEMBL627912,,BAO_0000218,
9459,,Intermediate,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-5),1,,,50597,N,1,,CHEMBL627913,,BAO_0000218,
9460,,Intermediate,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(5-10),1,,,50597,N,1,,CHEMBL627914,,BAO_0000218,
9461,,Intermediate,Area under the curve was evaluated after 10 uM/kg of intra arterial administration,1,,,50597,N,1,,CHEMBL627915,,BAO_0000218,
9462,,Intermediate,Area under the curve was evaluated after 20 uM/kg of peroral administration,1,,,50597,N,1,,CHEMBL627916,,BAO_0000218,
9463,,Intermediate,Area under the curve was measured in rat after an iv dose of 1 mg/kg,1,,,50597,N,1,,CHEMBL627917,,BAO_0000218,
9464,,Intermediate,Area under the curve was calculated for the compound at a single intravenous administration of 20 mg/kg in rat,1,,,50597,N,1,,CHEMBL627918,,BAO_0000218,
9465,,Intermediate,Area under the curve was determined by administering the compound at a dose of 1 mg/kg intravenously in male wistar rat,1,,,50597,N,1,,CHEMBL627919,,BAO_0000218,
9466,,Intermediate,Area under the curve was evaluated at an intravenous dose of 3 mg/kg,1,,,50597,N,1,,CHEMBL627920,,BAO_0000218,
9467,,Intermediate,Area under the curve was evaluated at an oral dose of 30 mg/kg,1,,,50597,N,1,,CHEMBL627921,,BAO_0000218,
9468,,Intermediate,Area under the effect time curves from time 0-24 hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,1,,,50597,N,1,,CHEMBL627922,,BAO_0000218,
9469,,Intermediate,Area under the effect time curves from time 0-24 hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,1,,,50597,N,1,,CHEMBL876784,,BAO_0000218,
9470,,Intermediate,Area under the effect time curves from time 0-6 hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,1,,,50597,N,1,,CHEMBL627923,,BAO_0000218,
9471,,Intermediate,Area under the effect time curves from time 0-6 hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,1,,,50597,N,1,,CHEMBL626208,,BAO_0000218,
9472,,Intermediate,Area under the effect time curves from time 0-infinity hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,1,,,50597,N,1,,CHEMBL626209,,BAO_0000218,
9473,,Intermediate,Area under the effect time curves from time 0-infinity hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,1,,,50597,N,1,,CHEMBL626210,,BAO_0000218,
9474,Plasma,Intermediate,Area under the plasma concentration curve was evaluated in vivo in rat at a dose of 5 mg/kg by oral administration,1,,,50597,N,1,,CHEMBL627994,,BAO_0000218,1969.0
9475,,Intermediate,Bioavailability from area under the curve at time 0 to infinity after intravenous administration of 1 mg/kg in rat,1,,,50597,N,1,,CHEMBL627995,,BAO_0000218,
9476,,Intermediate,Blood level after a 10 mg/kg oral dose in rat expressed as AUC was determined,1,,,50597,N,1,,CHEMBL627996,,BAO_0000218,
9477,,Intermediate,Compound at a dose 10 mg/kg was administered orally to rat and the pharmacokinetic parameter area under curve (AUC) was measured,1,,,50597,N,1,,CHEMBL627997,,BAO_0000218,
9478,,Intermediate,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to female wistar rats,1,,,50597,N,1,,CHEMBL627998,,BAO_0000218,
9479,,Intermediate,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to male wistar rats,1,,,50597,N,1,,CHEMBL628640,,BAO_0000218,
9480,,Intermediate,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to female wistar rats,1,,,50597,N,1,,CHEMBL628641,,BAO_0000218,
9481,,Intermediate,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to male wistar rats,1,,,50597,N,1,,CHEMBL628642,,BAO_0000218,
9482,,Intermediate,Compound was evaluated for area under the curve expressed as (h*ug/ml),1,,,50597,N,1,,CHEMBL628643,,BAO_0000218,
9483,,Intermediate,Compound was tested for area under curve in rat,1,,,50597,N,1,,CHEMBL628644,,BAO_0000218,
9484,,Intermediate,Concentration in rat plasma after 5 mg/kg oral gavage for 8 hours,1,,,50597,N,1,,CHEMBL628645,,BAO_0000218,
9485,,Intermediate,Dose-normalized AUC was determined by po administration (10 mg/kg) in fasted male Sprague-Dawley rats,1,,,50597,N,1,,CHEMBL628646,,BAO_0000218,
9486,,Intermediate,Dose-normalized AUC was determined in rat after peroral administration (2 mg/kg),1,,,50597,N,1,,CHEMBL628647,,BAO_0000218,
9487,,Intermediate,Evaluated for AUC after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,1,,,50597,N,1,,CHEMBL628648,,BAO_0000218,
9488,,Intermediate,Evaluated for AUC after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,1,,,50597,N,1,,CHEMBL625358,,BAO_0000218,
9489,,Intermediate,Evaluated for AUC after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,1,,,50597,N,1,,CHEMBL625359,,BAO_0000218,
9490,,Intermediate,Evaluated for AUC after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,1,,,50597,N,1,,CHEMBL625360,,BAO_0000218,
9491,,Intermediate,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg ( 0-8 hr ),1,,,50597,N,1,,CHEMBL625361,,BAO_0000218,
9492,,Intermediate,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg (0-8 hr ),1,,,50597,N,1,,CHEMBL625362,,BAO_0000218,
9493,,Intermediate,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg (0-8 hr),1,,,50597,N,1,,CHEMBL625363,,BAO_0000218,
9494,,Intermediate,Hepatic portal AUC was determined by pharmacokinetic study conducted in portal vein cannulated rats,1,,,50597,N,1,,CHEMBL625364,,BAO_0000218,
9495,,Intermediate,In vivo Area under curve (AUC) was determined after intravenous administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,1,,,50597,N,1,,CHEMBL625365,,BAO_0000218,
9496,,Intermediate,In vivo Area under curve (AUC) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,1,,,50597,N,1,,CHEMBL625366,,BAO_0000218,
9497,,Intermediate,In vivo Area under curve (AUC) was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,1,,,50597,N,1,,CHEMBL625367,,BAO_0000218,
9498,Kidney,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.98-2.56 % dose/g",1,,,50597,N,1,,CHEMBL625368,,BAO_0000218,2113.0
9499,Kidney,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.15-1.43 % dose/g",1,,,50597,N,1,,CHEMBL625369,,BAO_0000218,2113.0
9500,Kidney,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 3.43-4.52 % dose/g",1,,,50597,N,1,,CHEMBL625370,,BAO_0000218,2113.0
9501,Kidney,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 2.12-3.14 % dose/g",1,,,50597,N,1,,CHEMBL625371,,BAO_0000218,2113.0
9502,Kidney,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.40-1.60 % dose/g",1,,,50597,N,1,,CHEMBL625372,,BAO_0000218,2113.0
9503,Kidney,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.74-0.85 % dose/g",1,,,50597,N,1,,CHEMBL625373,,BAO_0000218,2113.0
9504,Liver,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.31-1.45 % dose/g",1,,,50597,N,1,,CHEMBL625374,,BAO_0000218,2107.0
9505,Liver,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.08-0.90 % dose/g",1,,,50597,N,1,,CHEMBL877593,,BAO_0000218,2107.0
9506,Liver,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 2.02-2.78 % dose/g",1,,,50597,N,1,,CHEMBL625375,,BAO_0000218,2107.0
9507,Liver,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 1.64-2.38 % dose/g",1,,,50597,N,1,,CHEMBL625376,,BAO_0000218,2107.0
9508,Liver,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.95-1.07 % dose/g",1,,,50597,N,1,,CHEMBL621973,,BAO_0000218,2107.0
9509,Liver,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.61-0.81 % dose/g",1,,,50597,N,1,,CHEMBL621974,,BAO_0000218,2107.0
9510,Lung,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 5.01-7.13 % dose/g",1,,,50597,N,1,,CHEMBL621975,,BAO_0000218,2048.0
9511,Lung,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.51-3.71 % dose/g",1,,,50597,N,1,,CHEMBL622166,,BAO_0000218,2048.0
9512,Lung,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 10.84-13.77 % dose/g",1,,,50597,N,1,,CHEMBL622167,,BAO_0000218,2048.0
9513,Lung,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 5.92-8.51% dose/g",1,,,50597,N,1,,CHEMBL622168,,BAO_0000218,2048.0
9514,Lung,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 3.37-3.94 % dose/g",1,,,50597,N,1,,CHEMBL622169,,BAO_0000218,2048.0
9515,Lung,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 1.87-2.12 % dose/g",1,,,50597,N,1,,CHEMBL622170,,BAO_0000218,2048.0
9516,Thyroid gland,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 37.97-75.23 % dose/g",1,,,50597,N,1,,CHEMBL622171,,BAO_0000218,2046.0
9517,Thyroid gland,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 5.03-36.88 % dose/g",1,,,50597,N,1,,CHEMBL622172,,BAO_0000218,2046.0
9518,Thyroid gland,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 13.20-17.31 % dose/g",1,,,50597,N,1,,CHEMBL622173,,BAO_0000218,2046.0
9519,Thyroid gland,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 7.87-16.51 % dose/g",1,,,50597,N,1,,CHEMBL622174,,BAO_0000218,2046.0
9520,Thyroid gland,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 81.37-166.09 % dose/g",1,,,50597,N,1,,CHEMBL622175,,BAO_0000218,2046.0
9521,Thyroid gland,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 31.90-39.98 % dose/g",1,,,50597,N,1,,CHEMBL622176,,BAO_0000218,2046.0
9522,Thyroid gland,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.41-0.83 % dose/g",1,,,50597,N,1,,CHEMBL622177,,BAO_0000218,2046.0
9523,Thyroid gland,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.05-0.38 % dose/g",1,,,50597,N,1,,CHEMBL622178,,BAO_0000218,2046.0
9524,Thyroid gland,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.16-0.20 % dose/g",1,,,50597,N,1,,CHEMBL622179,,BAO_0000218,2046.0
9525,Thyroid gland,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.08-0.17 % dose/g",1,,,50597,N,1,,CHEMBL622180,,BAO_0000218,2046.0
9526,,Intermediate,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,1,,,50597,N,1,,CHEMBL622181,,BAO_0000218,
9527,,Intermediate,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,1,,,50597,N,1,,CHEMBL622182,,BAO_0000218,
9528,,Intermediate,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,1,,,50597,N,1,,CHEMBL622183,,BAO_0000218,
9529,,Intermediate,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,1,,,50597,N,1,,CHEMBL622184,,BAO_0000218,
9530,,Intermediate,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,1,,,50597,N,1,,CHEMBL622185,,BAO_0000218,
9531,,Intermediate,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,1,,,50597,N,1,,CHEMBL622186,,BAO_0000218,
9532,,Intermediate,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,1,,,50597,N,1,,CHEMBL622187,,BAO_0000218,
9533,,Intermediate,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,1,,,50597,N,1,,CHEMBL625002,,BAO_0000218,
9534,,Intermediate,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min,1,,,50597,N,1,,CHEMBL622090,,BAO_0000218,
9535,,Intermediate,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,1,,,50597,N,1,,CHEMBL622091,,BAO_0000218,
9536,,Intermediate,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,1,,,50597,N,1,,CHEMBL622092,,BAO_0000218,
9537,,Intermediate,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,1,,,50597,N,1,,CHEMBL622093,,BAO_0000218,
9538,,Intermediate,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,1,,,50597,N,1,,CHEMBL622094,,BAO_0000218,
9539,,Intermediate,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,1,,,50597,N,1,,CHEMBL622095,,BAO_0000218,
9540,,Intermediate,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,1,,,50597,N,1,,CHEMBL622264,,BAO_0000218,
9541,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,1,,,50597,N,1,,CHEMBL622265,,BAO_0000218,2106.0
9542,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,1,,,50597,N,1,,CHEMBL622266,,BAO_0000218,2106.0
9543,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,1,,,50597,N,1,,CHEMBL622267,,BAO_0000218,2106.0
9544,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,1,,,50597,N,1,,CHEMBL622268,,BAO_0000218,2106.0
9545,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,1,,,50597,N,1,,CHEMBL622269,,BAO_0000218,2106.0
9546,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,1,,,50597,N,1,,CHEMBL625071,,BAO_0000218,2106.0
9547,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,1,,,50597,N,1,,CHEMBL621621,,BAO_0000218,2106.0
9548,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,1,,,50597,N,1,,CHEMBL621622,,BAO_0000218,2106.0
9549,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,1,,,50597,N,1,,CHEMBL621623,,BAO_0000218,2106.0
9550,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,1,,,50597,N,1,,CHEMBL621624,,BAO_0000218,2106.0
9551,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,1,,,50597,N,1,,CHEMBL621625,,BAO_0000218,2106.0
9552,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,1,,,50597,N,1,,CHEMBL621626,,BAO_0000218,2106.0
9553,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,1,,,50597,N,1,,CHEMBL621627,,BAO_0000218,2106.0
9554,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,1,,,50597,N,1,,CHEMBL621628,,BAO_0000218,2106.0
9555,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,1,,,50597,N,1,,CHEMBL875328,,BAO_0000218,2106.0
9556,Spleen,Intermediate,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,1,,,50597,N,1,,CHEMBL621629,,BAO_0000218,2106.0
9557,Spleen,Intermediate,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,1,,,50597,N,1,,CHEMBL621630,,BAO_0000218,2106.0
9558,Spleen,Intermediate,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,1,,,50597,N,1,,CHEMBL621631,,BAO_0000218,2106.0
9559,Spleen,Intermediate,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,1,,,50597,N,1,,CHEMBL621632,,BAO_0000218,2106.0
9560,Spleen,Intermediate,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,1,,,50597,N,1,,CHEMBL621633,,BAO_0000218,2106.0
9561,Spleen,Intermediate,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,1,,,50597,N,1,,CHEMBL621634,,BAO_0000218,2106.0
9562,Spleen,Intermediate,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,1,,,50597,N,1,,CHEMBL621635,,BAO_0000218,2106.0
9563,Spleen,Intermediate,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,1,,,50597,N,1,,CHEMBL621636,,BAO_0000218,2106.0
9564,Spleen,Intermediate,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,1,,,50597,N,1,,CHEMBL621637,,BAO_0000218,2106.0
9565,Spleen,Intermediate,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,1,,,50597,N,1,,CHEMBL621638,,BAO_0000218,2106.0
9566,,Intermediate,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,1,,,50597,N,1,,CHEMBL618883,,BAO_0000218,
9567,,Intermediate,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,1,,,50597,N,1,,CHEMBL618884,,BAO_0000218,
9568,,Intermediate,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,1,,,50597,N,1,,CHEMBL628627,,BAO_0000218,
9569,,Intermediate,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,1,,,50597,N,1,,CHEMBL628628,,BAO_0000218,
9570,,Intermediate,Radioactivity distribution in testis of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,1,,,50597,N,1,,CHEMBL628629,,BAO_0000218,
9571,,Intermediate,Half life after administering orally a dose of 3 mg/kg,1,,,50597,N,1,,CHEMBL628630,,BAO_0000218,
9572,,Intermediate,Half life after administering orally a dose of 3 mg/kg to a fasting rat,1,,,50597,N,1,,CHEMBL628631,,BAO_0000218,
9573,,Intermediate,Half life after administering intravenously a dose of 1 mg/kg,1,,,50597,N,1,,CHEMBL628632,,BAO_0000218,
9574,,Intermediate,Half life after oral dosing in rats,1,,,50597,N,1,,CHEMBL628633,,BAO_0000218,
9575,,Intermediate,Half life after the administered orally a dose of 1 mg/kg to a fasting rat,1,,,50597,N,1,,CHEMBL628634,,BAO_0000218,
9576,,Intermediate,Half life by intravenous administration of 3.4 mg/kg in rat,1,,,50597,N,1,,CHEMBL627789,,BAO_0000218,
9577,,Intermediate,Half life in rat,1,,,50597,N,1,,CHEMBL627790,,BAO_0000218,
9578,,Intermediate,Half life in rat,1,,,50597,N,1,,CHEMBL627791,,BAO_0000218,
9579,,Intermediate,Half life in rat,1,,,50597,N,1,,CHEMBL627792,,BAO_0000218,
9580,,Intermediate,Half life in rat after intravenous administration of the compound,1,,,50597,N,1,,CHEMBL627793,,BAO_0000218,
9581,Plasma,Intermediate,Half life in rat after intravenous administration of the compound; nf:unable to estimate plasma elimination half life,1,,,50597,N,1,,CHEMBL627794,,BAO_0000218,1969.0
9582,,Intermediate,Half life in rat after po administration of the compound,1,,,50597,N,1,,CHEMBL627795,,BAO_0000218,
9583,,Intermediate,Half life in rat after po administration of the compound; ND means Not determined,1,,,50597,N,1,,CHEMBL627796,,BAO_0000218,
9584,Plasma,Intermediate,Half life in rat after po administration of the compound; nf: unable to estimate plasma elimination half life,1,,,50597,N,1,,CHEMBL875335,,BAO_0000218,1969.0
9585,Plasma,Intermediate,Half life in rat after po administration of the compound; nf:unable to estimate plasma elimination half life,1,,,50597,N,1,,CHEMBL627797,,BAO_0000218,1969.0
9586,,Intermediate,Half life in rat i.v.,1,,,50597,N,1,,CHEMBL627798,,BAO_0000218,
9587,,Intermediate,Half life in rat i.v. at 2 mg/kg concentration,1,,,50597,N,1,,CHEMBL627799,,BAO_0000218,
9588,,Intermediate,Half life in rats,1,,,50597,N,1,,CHEMBL627800,,BAO_0000218,
9589,,Intermediate,Half life in rats after intravenous administration,1,,,50597,N,1,,CHEMBL627801,,BAO_0000218,
