assay_id,tissue_id,cell_id,chembl_id,curated_by,src_assay_id,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,src_id,bao_format,variant_id
3897,,702.0,CHEMBL619754,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3898,,,CHEMBL619903,Expert,,,,,12166,H,8,1,BAO_0000357,
3899,,,CHEMBL619904,Expert,,,,,12166,H,8,1,BAO_0000357,
3900,,,CHEMBL619905,Expert,,,,,12166,H,8,1,BAO_0000357,
3901,,,CHEMBL619906,Autocuration,,,,,12166,H,8,1,BAO_0000019,
3902,,,CHEMBL619907,Autocuration,,,,,12166,H,8,1,BAO_0000019,
3903,,,CHEMBL619908,Autocuration,,,,,12166,H,8,1,BAO_0000019,
3904,,,CHEMBL619909,Autocuration,,,,,12166,H,8,1,BAO_0000019,
3905,,702.0,CHEMBL619910,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
3906,,702.0,CHEMBL882929,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
3907,,702.0,CHEMBL619911,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
3908,,,CHEMBL619912,Autocuration,,,,,12166,H,8,1,BAO_0000019,
3909,,,CHEMBL619913,Expert,,,,,12166,D,9,1,BAO_0000357,
3910,,702.0,CHEMBL619914,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
3911,,702.0,CHEMBL619915,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3912,,702.0,CHEMBL619916,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3913,,,CHEMBL619917,Autocuration,,,,,12166,H,8,1,BAO_0000218,
3914,,,CHEMBL619918,Autocuration,,,,,12166,H,8,1,BAO_0000357,
3915,,,CHEMBL619919,Autocuration,,,,,12166,H,8,1,BAO_0000218,
3916,,702.0,CHEMBL883710,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3917,178.0,,CHEMBL619920,Autocuration,,Blood,,,12166,H,8,1,BAO_0000019,
3918,,,CHEMBL619921,Expert,,,,,12166,H,8,1,BAO_0000357,
3919,,,CHEMBL619922,Autocuration,,,,,12166,H,8,1,BAO_0000019,
3920,,,CHEMBL619923,Autocuration,,,,,12166,H,8,1,BAO_0000219,
3921,,702.0,CHEMBL619924,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
3922,,,CHEMBL619925,Expert,,,,,12166,H,8,1,BAO_0000357,
3923,,702.0,CHEMBL619926,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
3924,,702.0,CHEMBL619927,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3925,,702.0,CHEMBL619928,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
3926,,702.0,CHEMBL619929,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3927,,702.0,CHEMBL875089,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3928,,702.0,CHEMBL619930,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3929,,702.0,CHEMBL619931,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3930,,702.0,CHEMBL619932,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3931,,702.0,CHEMBL619933,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3932,,702.0,CHEMBL619934,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3933,,702.0,CHEMBL619935,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3934,,702.0,CHEMBL619936,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3935,,702.0,CHEMBL619937,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3936,,702.0,CHEMBL619938,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3937,,702.0,CHEMBL619939,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3938,,702.0,CHEMBL619940,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3939,,702.0,CHEMBL875090,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3940,,702.0,CHEMBL619941,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3941,,702.0,CHEMBL619942,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3942,,702.0,CHEMBL883711,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3943,,702.0,CHEMBL619943,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3944,,702.0,CHEMBL619944,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3945,,702.0,CHEMBL619945,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3946,,702.0,CHEMBL619946,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3947,,702.0,CHEMBL619947,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3948,,702.0,CHEMBL619948,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3949,,702.0,CHEMBL619949,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3950,,,CHEMBL619950,Expert,,,,,12166,H,8,1,BAO_0000019,
3951,,,CHEMBL618050,Autocuration,,,,,12166,H,8,1,BAO_0000019,
3952,,663.0,CHEMBL875091,Expert,,,RBL-2H3,,12166,H,8,1,BAO_0000219,
3953,,663.0,CHEMBL618051,Expert,,,RBL-2H3,,12166,H,8,1,BAO_0000219,
3954,,702.0,CHEMBL618052,Expert,,,RBL-1,,12166,D,9,1,BAO_0000219,
3955,,,CHEMBL618053,Autocuration,,,,,12166,H,8,1,BAO_0000019,
3956,,,CHEMBL618054,Expert,,,,,12166,H,8,1,BAO_0000019,
3957,,702.0,CHEMBL618055,Expert,,,RBL-1,,12166,D,9,1,BAO_0000219,
3958,,702.0,CHEMBL618056,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
3959,,,CHEMBL618057,Autocuration,,,,,12166,H,8,1,BAO_0000357,
3960,,702.0,CHEMBL618058,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3961,,702.0,CHEMBL618059,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
3962,,,CHEMBL618060,Expert,,,,,12166,D,9,1,BAO_0000019,
3963,,702.0,CHEMBL618061,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3964,,,CHEMBL618062,Autocuration,,,,,12166,H,8,1,BAO_0000019,
3965,,702.0,CHEMBL618063,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
3966,,,CHEMBL618064,Autocuration,,,,,12166,H,8,1,BAO_0000357,
3967,,702.0,CHEMBL618065,Expert,,,RBL-1,,12166,D,9,1,BAO_0000219,
3968,,702.0,CHEMBL618066,Expert,,,RBL-1,,12166,D,9,1,BAO_0000219,
3969,,702.0,CHEMBL618067,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3970,,702.0,CHEMBL618068,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
3971,,702.0,CHEMBL618069,Expert,,,RBL-1,,12166,D,9,1,BAO_0000219,
3972,,702.0,CHEMBL618070,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
3973,349.0,,CHEMBL618071,Autocuration,,Limbic system,,,10825,H,8,1,BAO_0000019,
3974,349.0,,CHEMBL619247,Autocuration,,Limbic system,,,10825,H,8,1,BAO_0000019,
3975,,,CHEMBL619248,Autocuration,,,,,10825,H,8,1,BAO_0000019,
3976,10000000.0,,CHEMBL619249,Autocuration,,Hippocampus,,,10576,H,8,1,BAO_0000221,
3977,10000000.0,,CHEMBL619250,Autocuration,,Hippocampus,,,10576,H,8,1,BAO_0000221,
3978,,,CHEMBL619251,Autocuration,,,,,10577,H,8,1,BAO_0000019,
3979,178.0,,CHEMBL619252,Autocuration,,Blood,,,55,H,8,1,BAO_0000019,
3980,178.0,,CHEMBL619253,Autocuration,,Blood,,,55,H,8,1,BAO_0000019,
3981,,,CHEMBL619254,Autocuration,,,,,12166,H,8,1,BAO_0000219,
3982,,,CHEMBL619255,Expert,,,,,17140,H,8,1,BAO_0000219,
3983,,,CHEMBL619256,Expert,,,,,17140,H,8,1,BAO_0000219,
3984,,,CHEMBL875418,Autocuration,,,,,17140,H,8,1,BAO_0000219,
3985,,,CHEMBL619257,Expert,,,,,17140,H,8,1,BAO_0000219,
3986,,,CHEMBL619258,Autocuration,,,,,17140,H,8,1,BAO_0000219,
3987,,,CHEMBL619259,Expert,,,,,17140,H,8,1,BAO_0000357,
3988,,,CHEMBL619260,Expert,,,,,17140,H,8,1,BAO_0000357,
3989,178.0,,CHEMBL619261,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
3990,178.0,,CHEMBL619263,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
3991,178.0,,CHEMBL619264,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
3992,178.0,,CHEMBL619265,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
3993,178.0,,CHEMBL619266,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
3994,178.0,,CHEMBL619902,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
3995,178.0,,CHEMBL620058,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
3996,178.0,,CHEMBL620059,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
3997,178.0,,CHEMBL620060,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
3998,178.0,,CHEMBL620061,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
3999,178.0,,CHEMBL620062,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4000,178.0,,CHEMBL620063,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4001,178.0,,CHEMBL620064,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4002,178.0,,CHEMBL620065,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4003,178.0,,CHEMBL620066,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4004,178.0,,CHEMBL620067,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4005,178.0,,CHEMBL620068,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4006,178.0,,CHEMBL620069,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4007,178.0,,CHEMBL620070,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4008,178.0,,CHEMBL620071,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4009,178.0,,CHEMBL620072,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4010,178.0,,CHEMBL620036,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4011,178.0,,CHEMBL857702,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4012,178.0,,CHEMBL620037,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4013,178.0,,CHEMBL620038,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4014,178.0,,CHEMBL620039,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4015,178.0,,CHEMBL620040,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4016,178.0,,CHEMBL620041,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4017,178.0,,CHEMBL620042,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4018,178.0,,CHEMBL620043,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4019,178.0,,CHEMBL620044,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4020,178.0,,CHEMBL620045,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4021,178.0,,CHEMBL620046,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4022,178.0,,CHEMBL620047,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4023,178.0,,CHEMBL620048,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4024,178.0,,CHEMBL857703,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4025,178.0,,CHEMBL620049,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4026,178.0,,CHEMBL620050,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4027,178.0,,CHEMBL620051,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4028,178.0,,CHEMBL619213,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4029,178.0,,CHEMBL619214,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4030,178.0,,CHEMBL619804,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4031,178.0,,CHEMBL619805,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4032,178.0,,CHEMBL619806,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4033,178.0,,CHEMBL619807,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4034,178.0,,CHEMBL619808,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4035,,,CHEMBL619809,Autocuration,,,,,55,H,8,1,BAO_0000218,
4036,,,CHEMBL619810,Autocuration,,,,,55,H,8,1,BAO_0000218,
4037,,,CHEMBL619811,Autocuration,,,,,55,H,8,1,BAO_0000218,
4038,,,CHEMBL620769,Autocuration,,,,,55,H,8,1,BAO_0000218,
4039,,,CHEMBL620770,Autocuration,,,,,55,H,8,1,BAO_0000218,
4040,,,CHEMBL620771,Autocuration,,,,,55,H,8,1,BAO_0000218,
4041,,,CHEMBL620772,Autocuration,,,,,55,H,8,1,BAO_0000218,
4042,,,CHEMBL620773,Autocuration,,,,,55,H,8,1,BAO_0000218,
4043,,,CHEMBL620774,Autocuration,,,,,55,H,8,1,BAO_0000357,
4044,,,CHEMBL620775,Expert,,,,,55,H,8,1,BAO_0000357,
4045,,,CHEMBL620776,Autocuration,,,,,55,H,8,1,BAO_0000357,
4046,178.0,,CHEMBL620777,Autocuration,,Blood,,,55,H,8,1,BAO_0000218,
4047,,,CHEMBL620778,Autocuration,,,,,55,H,8,1,BAO_0000357,
4048,,,CHEMBL620779,Autocuration,,,,,55,H,8,1,BAO_0000357,
4049,,,CHEMBL621500,Expert,,,,,55,H,8,1,BAO_0000019,
4050,,,CHEMBL621501,Expert,,,,,55,H,8,1,BAO_0000019,
4051,,,CHEMBL618098,Autocuration,,,,,55,H,8,1,BAO_0000019,
4052,,,CHEMBL618099,Autocuration,,,,,55,H,8,1,BAO_0000019,
4053,,,CHEMBL618100,Autocuration,,,,,55,H,8,1,BAO_0000357,
4054,,,CHEMBL618101,Autocuration,,,,,55,H,8,1,BAO_0000357,
4055,,,CHEMBL618102,Autocuration,,,,,55,H,8,1,BAO_0000357,
4056,,,CHEMBL618103,Autocuration,,,,,55,H,8,1,BAO_0000357,
4057,,,CHEMBL618104,Autocuration,,,,,55,H,8,1,BAO_0000357,
4058,,,CHEMBL883712,Autocuration,,,,,55,H,8,1,BAO_0000219,
4059,,,CHEMBL618105,Autocuration,,,,,55,H,8,1,BAO_0000357,
4060,,,CHEMBL618106,Autocuration,,,,,55,H,8,1,BAO_0000357,
4061,,,CHEMBL618107,Autocuration,,,,,55,H,8,1,BAO_0000357,
4062,,,CHEMBL618108,Autocuration,,,,,55,H,8,1,BAO_0000357,
4063,,,CHEMBL618109,Autocuration,,,,,55,H,8,1,BAO_0000357,
4064,,,CHEMBL618110,Autocuration,,,,,55,H,8,1,BAO_0000357,
4065,,,CHEMBL618111,Expert,,,,,55,H,8,1,BAO_0000357,
4066,,,CHEMBL618112,Autocuration,,,,,55,H,8,1,BAO_0000019,
4067,,,CHEMBL618113,Autocuration,,,,,55,H,8,1,BAO_0000019,
4068,,,CHEMBL618114,Autocuration,,,,,55,H,8,1,BAO_0000357,
4069,2116.0,,CHEMBL620871,Expert,,Ileum,,,55,H,8,1,BAO_0000221,
4070,,,CHEMBL620872,Autocuration,,,,,55,H,8,1,BAO_0000357,
4071,,,CHEMBL620873,Autocuration,,,,,55,H,8,1,BAO_0000357,
4072,,,CHEMBL620874,Autocuration,,,,,55,H,8,1,BAO_0000357,
4073,,,CHEMBL620875,Expert,,,,,55,H,8,1,BAO_0000357,
4074,2107.0,,CHEMBL620876,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4075,2107.0,,CHEMBL620877,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4076,2107.0,,CHEMBL857854,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4077,2107.0,,CHEMBL620878,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4078,2107.0,,CHEMBL620879,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4079,2107.0,,CHEMBL620880,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4080,2107.0,,CHEMBL620881,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4081,2107.0,,CHEMBL620882,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4082,2107.0,,CHEMBL620883,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4083,2107.0,,CHEMBL620884,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4084,2107.0,,CHEMBL620885,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4085,2107.0,,CHEMBL620886,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4086,2107.0,,CHEMBL620887,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4087,2107.0,,CHEMBL618039,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4088,2107.0,,CHEMBL618040,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4089,2107.0,,CHEMBL618041,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4090,2107.0,,CHEMBL618216,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4091,2107.0,,CHEMBL618217,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4092,2107.0,,CHEMBL618218,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4093,2107.0,,CHEMBL618219,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4094,2107.0,,CHEMBL618220,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4095,2107.0,,CHEMBL618221,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4096,2107.0,,CHEMBL618222,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4097,2107.0,,CHEMBL618223,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4098,2107.0,,CHEMBL618224,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4099,2107.0,,CHEMBL618225,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4100,2107.0,,CHEMBL618226,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4101,2107.0,,CHEMBL618227,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4102,2107.0,,CHEMBL618228,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4103,2107.0,,CHEMBL618229,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4104,2107.0,,CHEMBL618230,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4105,2107.0,,CHEMBL618231,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4106,2107.0,,CHEMBL618232,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4107,2107.0,,CHEMBL618233,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4108,2107.0,,CHEMBL618234,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4109,2107.0,,CHEMBL618235,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4110,2107.0,,CHEMBL618115,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4111,2107.0,,CHEMBL618116,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4112,2107.0,,CHEMBL618117,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4113,2107.0,,CHEMBL619968,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4114,2107.0,,CHEMBL619969,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4115,2107.0,,CHEMBL619970,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4116,2107.0,,CHEMBL619971,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4117,2107.0,,CHEMBL619972,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4118,2107.0,,CHEMBL619973,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4119,2107.0,,CHEMBL619974,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4120,2107.0,,CHEMBL619975,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4121,,,CHEMBL619976,Autocuration,,,,Microsomes,22226,U,0,1,BAO_0000251,
4122,2107.0,,CHEMBL619977,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4123,2107.0,,CHEMBL619978,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4124,2107.0,,CHEMBL619979,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4125,2107.0,,CHEMBL619980,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4126,2107.0,,CHEMBL619981,Autocuration,,Liver,,Microsomes,22226,U,0,1,BAO_0000251,
4127,,741.0,CHEMBL619982,Intermediate,,,RPMI-8226,,80433,N,1,1,BAO_0000219,
4128,,993.0,CHEMBL619983,Intermediate,,,BEL-7404 tumor cell line,,80698,N,1,1,BAO_0000219,
4129,,391.0,CHEMBL620031,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4130,,391.0,CHEMBL620032,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4131,,505.0,CHEMBL620033,Expert,,,V79,,81264,N,1,1,BAO_0000219,
4132,,505.0,CHEMBL620034,Expert,,,V79,,81264,N,1,1,BAO_0000219,
4133,,1119.0,CHEMBL620035,Intermediate,,,7800C1 cell line,,80635,N,1,1,BAO_0000219,
4134,,1119.0,CHEMBL618318,Intermediate,,,7800C1 cell line,,80635,N,1,1,BAO_0000219,
4135,,1119.0,CHEMBL618319,Intermediate,,,7800C1 cell line,,80635,N,1,1,BAO_0000219,
4136,,1119.0,CHEMBL618320,Intermediate,,,7800C1 cell line,,80635,N,1,1,BAO_0000219,
4137,,1119.0,CHEMBL618321,Intermediate,,,7800C1 cell line,,80635,N,1,1,BAO_0000219,
4138,,1119.0,CHEMBL883118,Intermediate,,,7800C1 cell line,,80635,N,1,1,BAO_0000219,
4139,,391.0,CHEMBL883795,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4140,,391.0,CHEMBL618322,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4141,,391.0,CHEMBL618323,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4142,,391.0,CHEMBL618324,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4143,,391.0,CHEMBL618325,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4144,,391.0,CHEMBL875416,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4145,,391.0,CHEMBL618326,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4146,,391.0,CHEMBL618327,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4147,,391.0,CHEMBL619215,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4148,,391.0,CHEMBL619216,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4149,,391.0,CHEMBL619217,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4150,,391.0,CHEMBL619218,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4151,,391.0,CHEMBL619219,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4152,,391.0,CHEMBL619220,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4153,,391.0,CHEMBL619221,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4154,,391.0,CHEMBL619222,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4155,,391.0,CHEMBL857454,Intermediate,,,786-0,,80640,N,1,1,BAO_0000219,
4156,,702.0,CHEMBL619223,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
4157,,702.0,CHEMBL619224,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
4158,,,CHEMBL619225,Autocuration,,,,,12166,H,8,1,BAO_0000019,
4159,,702.0,CHEMBL619226,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
4160,,702.0,CHEMBL619227,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
4161,,,CHEMBL619228,Autocuration,,,,,12166,H,8,1,BAO_0000357,
4162,,,CHEMBL619229,Autocuration,,,,,12166,H,8,1,BAO_0000219,
4163,,702.0,CHEMBL619230,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
4164,,,CHEMBL619231,Autocuration,,,,,12166,H,8,1,BAO_0000357,
4165,,,CHEMBL619232,Autocuration,,,,,12166,H,8,1,BAO_0000357,
4166,,,CHEMBL619233,Expert,,,,,12166,H,8,1,BAO_0000357,
4167,,,CHEMBL619234,Autocuration,,,,,12166,H,8,1,BAO_0000357,
4168,,,CHEMBL619235,Autocuration,,,,,12166,H,8,1,BAO_0000357,
4169,,,CHEMBL619236,Expert,,,,,12166,D,9,1,BAO_0000019,
4170,,702.0,CHEMBL619237,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
4171,,,CHEMBL619238,Autocuration,,,,,12166,H,8,1,BAO_0000357,
4172,,,CHEMBL619239,Expert,,,,,12166,H,8,1,BAO_0000357,
4173,,,CHEMBL619240,Autocuration,,,,,12166,H,8,1,BAO_0000357,
4174,,,CHEMBL875417,Autocuration,,,,,12166,H,8,1,BAO_0000019,
4175,,702.0,CHEMBL619241,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
4176,,,CHEMBL619242,Expert,,,,,12166,H,8,1,BAO_0000019,
4177,,702.0,CHEMBL883796,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
4178,,,CHEMBL619243,Autocuration,,,,,12166,H,8,1,BAO_0000357,
4179,,,CHEMBL619244,Autocuration,,,,,12166,H,8,1,BAO_0000357,
4180,,,CHEMBL619245,Expert,,,,,12166,H,8,1,BAO_0000019,
4181,,,CHEMBL619246,Expert,,,,,12166,H,8,1,BAO_0000019,
4182,,702.0,CHEMBL619984,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
4183,,702.0,CHEMBL619985,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
4184,,702.0,CHEMBL619986,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
4185,,702.0,CHEMBL619987,Expert,,,RBL-1,,12166,H,8,1,BAO_0000219,
4186,,,CHEMBL619988,Autocuration,,,,,12166,H,8,1,BAO_0000218,
4187,,702.0,CHEMBL619989,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
4188,,702.0,CHEMBL619990,Autocuration,,,RBL-1,,12166,H,8,1,BAO_0000219,
4189,,,CHEMBL619991,Autocuration,,,,,12166,H,8,1,BAO_0000219,
4190,,,CHEMBL619992,Autocuration,,,,,12166,H,8,1,BAO_0000219,
