assays_ss_d,assays_ss_tss,assays_dc_d,assays_tss_d,assays_ss_rgnsm,assays_ss_ctgr,assays_cll_d,assays_ss_tx_d,assays_ss_sbclllr_frctn,assays_crtd_b,assays_ss_strn,assays_cnfdnc_scr,assays_src_d,assays_src_ss_d,assays_chmbl_d,assays_b_frmt,assays_vrnt_d
8642,Cerebellum,11977,2037.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621099,BAO_0000218,
8643,Cerebellum,11977,2037.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621100,BAO_0000218,
8644,Cerebellum,11977,2037.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621101,BAO_0000218,
8645,Cerebellum,11977,2037.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621102,BAO_0000218,
8646,Cerebellum,11977,2037.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL876732,BAO_0000218,
8647,,11977,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621103,BAO_0000218,
8648,,11977,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621104,BAO_0000218,
8649,,11977,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621105,BAO_0000218,
8650,,11977,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621106,BAO_0000218,
8651,,11977,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621107,BAO_0000218,
8652,,11977,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621108,BAO_0000218,
8653,,11977,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621109,BAO_0000218,
8654,Kidney,17208,2113.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL621110,BAO_0000218,
8655,Kidney,17208,2113.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL621111,BAO_0000218,
8656,Liver,17208,2107.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL622541,BAO_0000218,
8657,Liver,17208,2107.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL622542,BAO_0000218,
8658,Liver,17208,2107.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL622543,BAO_0000218,
8659,Liver,17208,2107.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL624412,BAO_0000218,
8660,Liver,17208,2107.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL624413,BAO_0000218,
8661,Liver,17208,2107.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL624414,BAO_0000218,
8662,Lung,17208,2048.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL624415,BAO_0000218,
8663,Lung,17208,2048.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL624416,BAO_0000218,
8664,Lung,17208,2048.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL624417,BAO_0000218,
8665,Lung,17208,2048.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL624418,BAO_0000218,
8666,Lung,17208,2048.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL624419,BAO_0000218,
8667,Lung,17208,2048.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL624420,BAO_0000218,
8668,Muscle tissue,17208,2385.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL624421,BAO_0000218,
8669,Muscle tissue,17208,2385.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL624422,BAO_0000218,
8670,Muscle tissue,17208,2385.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL624423,BAO_0000218,
8671,Muscle tissue,17208,2385.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL625123,BAO_0000218,
8672,Muscle tissue,17208,2385.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL625124,BAO_0000218,
8673,Muscle tissue,17208,2385.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL625125,BAO_0000218,
8674,Zone of skin,17208,14.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL625126,BAO_0000218,
8675,Zone of skin,17208,14.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626947,BAO_0000218,
8676,Zone of skin,17208,14.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626948,BAO_0000218,
8677,Zone of skin,17208,14.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626949,BAO_0000218,
8678,Zone of skin,17208,14.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626950,BAO_0000218,
8679,Zone of skin,17208,14.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626951,BAO_0000218,
8680,Spleen,17208,2106.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626952,BAO_0000218,
8681,Spleen,17208,2106.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626953,BAO_0000218,
8682,Spleen,17208,2106.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626954,BAO_0000218,
8683,Spleen,17208,2106.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626955,BAO_0000218,
8684,Spleen,17208,2106.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626956,BAO_0000218,
8685,Spleen,17208,2106.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626957,BAO_0000218,
8686,Blood,17208,178.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626958,BAO_0000218,
8687,Blood,17208,178.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626959,BAO_0000218,
8688,Blood,17208,178.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626960,BAO_0000218,
8689,Blood,17208,178.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626961,BAO_0000218,
8690,Blood,17208,178.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627589,BAO_0000218,
8691,Blood,17208,178.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627590,BAO_0000218,
8692,,3132,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627591,BAO_0000218,
8693,,3132,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627592,BAO_0000218,
8694,,16597,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627593,BAO_0000218,
8695,,5727,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627594,BAO_0000218,
8696,,5302,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL876813,BAO_0000218,
8697,,5302,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627595,BAO_0000218,
8698,,6348,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627596,BAO_0000218,
8699,,5964,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627597,BAO_0000218,
8700,,6078,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627598,BAO_0000218,
8701,Brain,5206,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627599,BAO_0000218,
8702,,2959,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627600,BAO_0000218,
8703,,5964,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627601,BAO_0000218,
8704,,5964,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627776,BAO_0000218,
8705,,6757,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627777,BAO_0000218,
8706,,6757,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627778,BAO_0000218,
8707,,6757,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627779,BAO_0000218,
8708,,17617,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL876814,BAO_0000218,
8709,,1445,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627780,BAO_0000218,
8710,,6082,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627781,BAO_0000218,
8711,,1446,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627782,BAO_0000218,
8712,Plasma,5407,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627783,BAO_0000218,
8713,Plasma,2690,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627784,BAO_0000218,
8714,,2661,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627785,BAO_0000218,
8715,,2661,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627786,BAO_0000218,
8716,Plasma,4891,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627787,BAO_0000218,
8717,Plasma,2807,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627788,BAO_0000218,
8718,Plasma,2807,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626579,BAO_0000218,
8719,Plasma,2807,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626580,BAO_0000218,
8720,,3634,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL876815,BAO_0000218,
8721,Plasma,1881,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626581,BAO_0000218,
8722,Plasma,1881,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626582,BAO_0000218,
8723,,429,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626583,BAO_0000218,
8724,,5974,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626205,BAO_0000218,
8725,,5974,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626206,BAO_0000218,
8726,,5974,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626207,BAO_0000218,
8727,,5974,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623882,BAO_0000218,
8728,,17582,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623883,BAO_0000218,
8729,,17582,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623884,BAO_0000218,
8730,Plasma,3032,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623885,BAO_0000218,
8731,Plasma,6295,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623886,BAO_0000218,
8732,,6619,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623887,BAO_0000218,
8733,,6616,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623888,BAO_0000218,
8734,Plasma,3249,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623889,BAO_0000218,
8735,Plasma,17791,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623890,BAO_0000218,
8736,Plasma,17791,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623891,BAO_0000218,
8737,Plasma,1360,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623892,BAO_0000218,
8738,Plasma,2552,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623893,BAO_0000218,
8739,,6571,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL877616,BAO_0000218,
8740,,6570,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623894,BAO_0000218,
8741,Plasma,6567,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623895,BAO_0000218,
8742,,3031,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623896,BAO_0000218,
8743,,3436,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623897,BAO_0000218,
8744,,3436,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623898,BAO_0000218,
8745,,2083,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623899,BAO_0000218,
8746,,3436,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623900,BAO_0000218,
8747,,4527,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623901,BAO_0000218,
8748,,1974,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623902,BAO_0000218,
8749,Cerebrospinal fluid,3307,1359.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623903,BAO_0000218,
8750,Plasma,3307,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623904,BAO_0000218,
8751,Plasma,1916,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL877617,BAO_0000218,
8752,,1500,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623905,BAO_0000218,
8753,,1500,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623906,BAO_0000218,
8754,Plasma,4186,1969.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623907,BAO_0000218,
8755,,16434,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623908,BAO_0000218,
8756,,16434,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623909,BAO_0000218,
8757,,16434,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623910,BAO_0000218,
8758,,16434,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623911,BAO_0000218,
8759,,16435,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623912,BAO_0000218,
8760,,16435,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624616,BAO_0000218,
8761,,16435,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624617,BAO_0000218,
8762,,16435,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624618,BAO_0000218,
8763,,16435,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624619,BAO_0000218,
8764,,16435,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624794,BAO_0000218,
8765,,16435,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624795,BAO_0000218,
8766,,16435,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623921,BAO_0000218,
8767,,16434,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623922,BAO_0000218,
8768,,16434,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623923,BAO_0000218,
8769,,16434,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623924,BAO_0000218,
8770,,16435,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623925,BAO_0000218,
8771,,16435,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623926,BAO_0000218,
8772,,16435,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623927,BAO_0000218,
8773,,16435,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623928,BAO_0000218,
8774,,16435,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623929,BAO_0000218,
8775,,16435,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623930,BAO_0000218,
8776,Brain,16434,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL623931,BAO_0000218,
8777,Brain,16434,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL622165,BAO_0000218,
8778,Brain,16434,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621249,BAO_0000218,
8779,Brain,16434,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621250,BAO_0000218,
8780,Brain,16434,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621448,BAO_0000218,
8781,Brain,16434,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621449,BAO_0000218,
8782,Brain,16434,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621450,BAO_0000218,
8783,Brain,16434,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621451,BAO_0000218,
8784,Brain,16435,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621452,BAO_0000218,
8785,Brain,16435,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621453,BAO_0000218,
8786,Brain,16435,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621454,BAO_0000218,
8787,Brain,16435,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621455,BAO_0000218,
8788,Brain,16435,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL621456,BAO_0000218,
8789,Brain,16435,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625145,BAO_0000218,
8790,Brain,16435,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL875847,BAO_0000218,
8791,Brain,16435,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625146,BAO_0000218,
8792,Brain,16434,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625147,BAO_0000218,
8793,Brain,16434,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625148,BAO_0000218,
8794,Brain,16434,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625149,BAO_0000218,
8795,Brain,16435,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625150,BAO_0000218,
8796,Brain,16435,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625151,BAO_0000218,
8797,Brain,16435,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625152,BAO_0000218,
8798,Brain,16435,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625153,BAO_0000218,
8799,Brain,16435,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625154,BAO_0000218,
8800,Brain,16435,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625155,BAO_0000218,
8801,,11977,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625156,BAO_0000218,
8802,,11977,,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624354,BAO_0000218,
8803,Hippocampus,11977,10000000.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624355,BAO_0000218,
8804,Hippocampus,11977,10000000.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624356,BAO_0000218,
8805,Hippocampus,11977,10000000.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624357,BAO_0000218,
8806,Hippocampus,11977,10000000.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624358,BAO_0000218,
8807,Striatum,11977,2435.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624359,BAO_0000218,
8808,Striatum,11977,2435.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624360,BAO_0000218,
8809,Striatum,11977,2435.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624361,BAO_0000218,
8810,Striatum,11977,2435.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624362,BAO_0000218,
8811,Striatum,11977,2435.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624363,BAO_0000218,
8812,Blood,11977,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624364,BAO_0000218,
8813,Blood,11977,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624365,BAO_0000218,
8814,Blood,11977,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624366,BAO_0000218,
8815,Blood,11977,178.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624367,BAO_0000218,
8816,Brain,11977,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624368,BAO_0000218,
8817,Brain,11977,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624369,BAO_0000218,
8818,Brain,11977,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL624370,BAO_0000218,
8819,Brain,11977,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625069,BAO_0000218,
8820,Brain,11977,955.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625070,BAO_0000218,
8821,Heart,11977,948.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626051,BAO_0000218,
8822,Heart,11977,948.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626052,BAO_0000218,
8823,Heart,11977,948.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626053,BAO_0000218,
8824,Heart,11977,948.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626054,BAO_0000218,
8825,Heart,11977,948.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626055,BAO_0000218,
8826,Kidney,11977,2113.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626056,BAO_0000218,
8827,Kidney,11977,2113.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL626057,BAO_0000218,
8828,Kidney,11977,2113.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625193,BAO_0000218,
8829,Kidney,11977,2113.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625194,BAO_0000218,
8830,Liver,11977,2107.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625195,BAO_0000218,
8831,Liver,11977,2107.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625196,BAO_0000218,
8832,Liver,11977,2107.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625197,BAO_0000218,
8833,Liver,11977,2107.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL625198,BAO_0000218,
8834,Liver,11977,2107.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627929,BAO_0000218,
8835,Lung,11977,2048.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627074,BAO_0000218,
8836,Lung,11977,2048.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627075,BAO_0000218,
8837,Lung,11977,2048.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627076,BAO_0000218,
8838,Lung,11977,2048.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627077,BAO_0000218,
8839,Lung,11977,2048.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627078,BAO_0000218,
8840,Muscle tissue,11977,2385.0,Rattus norvegicus,,,10116.0,,Intermediate,,1,1,,CHEMBL627079,BAO_0000218,
8841,,4573,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL873824,BAO_0000218,
8842,Plasma,3132,1969.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627080,BAO_0000218,
8843,,17718,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627081,BAO_0000218,
8844,,17728,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627082,BAO_0000218,
8845,,5961,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627083,BAO_0000218,
8847,Plasma,17731,1969.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627085,BAO_0000218,
8848,,17592,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627086,BAO_0000218,
8849,Plasma,3132,1969.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627087,BAO_0000218,
8850,,17729,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627088,BAO_0000218,
8851,,17729,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627089,BAO_0000218,
8852,,17729,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627090,BAO_0000218,
8853,,3277,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627091,BAO_0000218,
8854,,3760,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627092,BAO_0000218,
8855,,3760,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL876785,BAO_0000218,
8856,,2862,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627093,BAO_0000218,
8857,,2862,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627094,BAO_0000218,
8858,,5980,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627095,BAO_0000218,
8859,Brain,6159,955.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627096,BAO_0000218,
8860,,6254,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627097,BAO_0000218,
8861,,6062,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627098,BAO_0000218,
8862,Blood,1574,178.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627099,BAO_0000218,
8863,Brain,56,955.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627100,BAO_0000218,
8864,Plasma,993,1969.0,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627101,BAO_0000218,
8865,,6652,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627102,BAO_0000218,
8866,,17852,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627103,BAO_0000218,
8867,,2675,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627104,BAO_0000218,
8868,,2675,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627105,BAO_0000218,
8869,,499,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL876786,BAO_0000218,
8870,,499,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL873825,BAO_0000218,
8871,,499,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL627106,BAO_0000218,
8872,,14239,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626336,BAO_0000218,
8873,,5506,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL877462,BAO_0000218,
8874,,5506,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626337,BAO_0000218,
8875,,17734,,Mus musculus,,,10090.0,,Intermediate,,1,1,,CHEMBL626338,BAO_0000218,
