assays_ASI,assays_ASOR,assays_DOI,assays_ASSCET,assays_SI,assays_ASST,assays_SASSI,assays_ASTI,assays_TII,assays_CURB,assays_CEI,assays_T,assays_RELATIT,assays_CONFISCO,assays_CHEI,assays_BAFOR,assays_VAI
10865,Rattus norvegicus,8418,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL625237,BAO_0000218,
10866,Rattus norvegicus,8418,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL626125,BAO_0000218,
10867,Rattus norvegicus,8418,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL626126,BAO_0000218,
10868,Rattus norvegicus,8418,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL626127,BAO_0000218,
10869,Rattus norvegicus,8418,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL626128,BAO_0000218,
10870,Rattus norvegicus,8418,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL626129,BAO_0000218,
10871,Rattus norvegicus,8418,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL626130,BAO_0000218,
10872,Rattus norvegicus,8418,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL626131,BAO_0000218,
10873,Rattus norvegicus,8418,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL626132,BAO_0000218,
10874,Rattus norvegicus,8418,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL626752,BAO_0000218,
10875,Rattus norvegicus,8418,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL626753,BAO_0000218,
10876,Rattus norvegicus,8418,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL626754,BAO_0000218,
10877,Rattus norvegicus,8418,,1,A,,Kidney,2113.0,Intermediate,,50597,N,1,CHEMBL626755,BAO_0000218,
10878,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL626756,BAO_0000218,
10879,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL626757,BAO_0000218,
10880,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL626758,BAO_0000218,
10881,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL626759,BAO_0000218,
10882,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL626760,BAO_0000218,
10883,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL626394,BAO_0000218,
10884,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL626395,BAO_0000218,
10885,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL626396,BAO_0000218,
10886,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL626397,BAO_0000218,
10887,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL626398,BAO_0000218,
10888,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL626399,BAO_0000218,
10889,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL874653,BAO_0000218,
10890,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626400,BAO_0000218,
10891,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626401,BAO_0000218,
10892,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626402,BAO_0000218,
10893,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626403,BAO_0000218,
10894,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626404,BAO_0000218,
10895,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626405,BAO_0000218,
10896,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625529,BAO_0000218,
10897,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625530,BAO_0000218,
10898,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625531,BAO_0000218,
10899,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625532,BAO_0000218,
10900,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625533,BAO_0000218,
10901,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL875474,BAO_0000218,
10902,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625534,BAO_0000218,
10903,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625535,BAO_0000218,
10904,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625536,BAO_0000218,
10905,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625537,BAO_0000218,
10906,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625538,BAO_0000218,
10907,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625539,BAO_0000218,
10908,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625540,BAO_0000218,
10909,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625541,BAO_0000218,
10910,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625542,BAO_0000218,
10911,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625543,BAO_0000218,
10912,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625544,BAO_0000218,
10913,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625545,BAO_0000218,
10914,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625546,BAO_0000218,
10915,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625547,BAO_0000218,
10916,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625548,BAO_0000218,
10917,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625549,BAO_0000218,
10918,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625550,BAO_0000218,
10919,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625551,BAO_0000218,
10920,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL875475,BAO_0000218,
10921,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625552,BAO_0000218,
10922,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625553,BAO_0000218,
10923,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625554,BAO_0000218,
10924,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625555,BAO_0000218,
10925,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625556,BAO_0000218,
10926,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL624986,BAO_0000218,
10927,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL624987,BAO_0000218,
10928,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL624988,BAO_0000218,
10929,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL624989,BAO_0000218,
10930,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL624990,BAO_0000218,
10931,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL874391,BAO_0000218,
10932,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL624991,BAO_0000218,
10933,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL624992,BAO_0000218,
10934,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL624993,BAO_0000218,
10935,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL624994,BAO_0000218,
10936,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL624995,BAO_0000218,
10937,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL624996,BAO_0000218,
10938,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL624997,BAO_0000218,
10939,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL624998,BAO_0000218,
10940,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL624999,BAO_0000218,
10941,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL882955,BAO_0000218,
10942,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL625000,BAO_0000218,
10943,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL625001,BAO_0000218,
10944,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL625089,BAO_0000218,
10945,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL625090,BAO_0000218,
10946,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL625091,BAO_0000218,
10947,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL625092,BAO_0000218,
10948,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL625093,BAO_0000218,
10949,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL625094,BAO_0000218,
10950,Canis lupus familiaris,9025,,1,A,,Artery,1637.0,Intermediate,,50588,N,1,CHEMBL625095,BAO_0000218,
10951,Canis lupus familiaris,2249,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625096,BAO_0000218,
10952,Rattus norvegicus,2249,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625097,BAO_0000218,
10953,,17515,,1,A,,,,Autocuration,,22224,U,0,CHEMBL882956,BAO_0000218,
10954,Rattus norvegicus,14541,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625098,BAO_0000218,
10955,Cavia porcellus,12797,,1,A,,,,Autocuration,,22224,U,0,CHEMBL625099,BAO_0000218,
10956,Rattus norvegicus,12797,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625100,BAO_0000218,
10957,Canis lupus familiaris,12797,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625101,BAO_0000218,
10958,Rattus norvegicus,12797,,1,A,,,,Intermediate,,50597,N,1,CHEMBL874396,BAO_0000218,
10959,Canis lupus familiaris,11727,,1,F,,,,Autocuration,,22224,U,0,CHEMBL625102,BAO_0000218,
10960,Canis lupus familiaris,13249,,1,A,,,,Intermediate,,50588,N,1,CHEMBL625103,BAO_0000218,
10961,Cricetinae,13249,,1,A,,,,Intermediate,,100712,N,1,CHEMBL625104,BAO_0000218,
10962,Simiiformes,13249,,1,A,,,,Autocuration,,22224,U,0,CHEMBL625105,BAO_0000218,
10963,Rattus norvegicus,13249,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625106,BAO_0000218,
10964,Mus musculus,9552,,1,A,,,,Autocuration,,22224,U,0,CHEMBL625107,BAO_0000218,
10965,Mus musculus,9552,,1,A,,,,Intermediate,,50594,N,1,CHEMBL625108,BAO_0000218,
10966,Mus musculus,14839,,1,A,,,,Autocuration,,22224,U,0,CHEMBL625109,BAO_0000218,
10967,Macaca fascicularis,14839,,1,A,,,,Autocuration,,22224,U,0,CHEMBL625110,BAO_0000218,
10968,Macaca fascicularis,14839,,1,A,,,,Autocuration,,22224,U,0,CHEMBL625111,BAO_0000218,
10969,Mus musculus,14839,,1,A,,,,Intermediate,,50594,N,1,CHEMBL625112,BAO_0000218,
10970,Mus musculus,14839,,1,A,,,,Intermediate,,50594,N,1,CHEMBL875334,BAO_0000218,
10971,Primates,11219,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628617,BAO_0000218,
10972,Rattus norvegicus,9552,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628618,BAO_0000218,
10973,,11732,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628619,BAO_0000218,
10974,,11732,,1,A,,,,Autocuration,,22224,U,0,CHEMBL628620,BAO_0000218,
10975,Macaca fascicularis,14839,,1,A,,,,Intermediate,,100710,N,1,CHEMBL628621,BAO_0000218,
10976,Macaca fascicularis,14839,,1,A,,,,Intermediate,,100710,N,1,CHEMBL628622,BAO_0000218,
10977,Macaca fascicularis,14839,,1,A,,,,Intermediate,,100710,N,1,CHEMBL628623,BAO_0000218,
10978,Macaca fascicularis,14839,,1,A,,Plasma,1969.0,Intermediate,,100710,N,1,CHEMBL628624,BAO_0000218,
10979,Mus musculus,14839,,1,A,,Plasma,1969.0,Intermediate,,50594,N,1,CHEMBL628625,BAO_0000218,
10980,Macaca fascicularis,14839,,1,A,,Plasma,1969.0,Intermediate,,100710,N,1,CHEMBL628626,BAO_0000218,
10981,Mus musculus,14839,,1,A,,Plasma,1969.0,Intermediate,,50594,N,1,CHEMBL627041,BAO_0000218,
10982,Mus musculus,14839,,1,A,,Plasma,1969.0,Intermediate,,50594,N,1,CHEMBL627042,BAO_0000218,
10983,Mus musculus,14839,,1,A,,Plasma,1969.0,Intermediate,,50594,N,1,CHEMBL627043,BAO_0000218,
10984,,13932,,1,A,,Plasma,1969.0,Autocuration,,22224,U,0,CHEMBL627044,BAO_0000218,
10985,Mus musculus,11637,,1,A,,Plasma,1969.0,Intermediate,,50594,N,1,CHEMBL627045,BAO_0000218,
10986,,11637,,1,A,,Plasma,1969.0,Autocuration,,22224,U,0,CHEMBL627046,BAO_0000218,
10987,Rattus norvegicus,13960,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL627047,BAO_0000218,
10988,Rattus norvegicus,15905,,1,A,,Plasma,1969.0,Intermediate,,50597,N,1,CHEMBL627048,BAO_0000218,
10989,Rattus norvegicus,14062,,1,A,,,,Intermediate,,50597,N,1,CHEMBL627049,BAO_0000218,
10990,Rattus norvegicus,14062,,1,A,,,,Intermediate,,50597,N,1,CHEMBL627050,BAO_0000218,
10991,Rattus norvegicus,14062,,1,A,,,,Intermediate,,50597,N,1,CHEMBL627051,BAO_0000218,
10992,Rattus norvegicus,14062,,1,A,,,,Intermediate,,50597,N,1,CHEMBL627052,BAO_0000218,
10993,Rattus norvegicus,14062,,1,A,,,,Intermediate,,50597,N,1,CHEMBL627053,BAO_0000218,
10994,Rattus norvegicus,14062,,1,A,,,,Intermediate,,50597,N,1,CHEMBL627054,BAO_0000218,
10995,Mus musculus,15011,,1,A,,,,Intermediate,,50594,N,1,CHEMBL627055,BAO_0000218,
10996,Mus musculus,15011,,1,A,,,,Intermediate,,50594,N,1,CHEMBL627056,BAO_0000218,
10997,Mus musculus,15011,,1,A,,,,Intermediate,,50594,N,1,CHEMBL627057,BAO_0000218,
10998,Mus musculus,15011,,1,A,,,,Intermediate,,50594,N,1,CHEMBL627058,BAO_0000218,
10999,Mus musculus,15011,,1,A,,,,Intermediate,,50594,N,1,CHEMBL626211,BAO_0000218,
11000,,10291,,1,A,,,,Autocuration,,22224,U,0,CHEMBL626212,BAO_0000218,
11001,Canis lupus familiaris,14599,,1,A,,,,Intermediate,,50588,N,1,CHEMBL626213,BAO_0000218,
11002,Canis lupus familiaris,14599,,1,A,,,,Intermediate,,50588,N,1,CHEMBL626214,BAO_0000218,
11003,Canis lupus familiaris,14599,,1,A,,,,Intermediate,,50588,N,1,CHEMBL626215,BAO_0000218,
11004,Canis lupus familiaris,14599,,1,A,,,,Intermediate,,50588,N,1,CHEMBL626216,BAO_0000218,
11005,,12767,,1,A,,Blood,178.0,Autocuration,,22224,U,0,CHEMBL626217,BAO_0000218,
11006,,12767,,1,A,,Blood,178.0,Autocuration,,22224,U,0,CHEMBL626218,BAO_0000218,
11007,,12767,,1,A,,Blood,178.0,Autocuration,,22224,U,0,CHEMBL626219,BAO_0000218,
11008,,12767,,1,A,,Blood,178.0,Autocuration,,22224,U,0,CHEMBL626220,BAO_0000218,
11009,,12767,,1,A,,Blood,178.0,Autocuration,,22224,U,0,CHEMBL626221,BAO_0000218,
11010,,12767,,1,A,,Blood,178.0,Autocuration,,22224,U,0,CHEMBL626222,BAO_0000218,
11011,Cavia porcellus,14706,,1,A,,,,Intermediate,,50512,N,1,CHEMBL626223,BAO_0000218,
11012,Cavia porcellus,14706,,1,A,,,,Intermediate,,50512,N,1,CHEMBL626224,BAO_0000218,
11013,Rattus norvegicus,14793,,1,A,,Brain,955.0,Intermediate,,50597,N,1,CHEMBL626225,BAO_0000218,
11014,Rattus norvegicus,14793,,1,A,,Brain,955.0,Intermediate,,50597,N,1,CHEMBL626226,BAO_0000218,
11015,Rattus norvegicus,14793,,1,A,,Brain,955.0,Intermediate,,50597,N,1,CHEMBL626227,BAO_0000218,
11016,Rattus norvegicus,14793,,1,A,,Brain,955.0,Intermediate,,50597,N,1,CHEMBL626228,BAO_0000218,
11017,Rattus norvegicus,14793,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626229,BAO_0000218,
11018,Rattus norvegicus,14793,,1,A,,,,Intermediate,,50597,N,1,CHEMBL626921,BAO_0000218,
11019,Rattus norvegicus,14793,,1,A,,,,Intermediate,,50597,N,1,CHEMBL876793,BAO_0000218,
11020,Rattus norvegicus,14793,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625309,BAO_0000218,
11021,Bacillus subtilis,10524,,1,A,,,,Intermediate,,50278,N,1,CHEMBL625310,BAO_0000218,
11022,Simiiformes,11871,,1,A,,,,Autocuration,,22224,U,0,CHEMBL625311,BAO_0000218,
11023,Rattus norvegicus,11871,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625312,BAO_0000218,
11024,,3437,,1,A,,,,Autocuration,,22224,U,0,CHEMBL625313,BAO_0000218,
11025,Mus musculus,12038,,1,A,,,,Intermediate,,50594,N,1,CHEMBL625314,BAO_0000218,
11026,Rattus norvegicus,12038,,1,A,,,,Intermediate,,50597,N,1,CHEMBL625315,BAO_0000218,
11027,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL625316,BAO_0000218,
11028,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL625317,BAO_0000218,
11029,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL625318,BAO_0000218,
11030,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL625319,BAO_0000218,
11031,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL625320,BAO_0000218,
11032,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL625321,BAO_0000218,
11033,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL625322,BAO_0000218,
11034,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL876801,BAO_0000218,
11035,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL625323,BAO_0000218,
11036,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL625324,BAO_0000218,
11037,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL625325,BAO_0000218,
11038,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL625326,BAO_0000218,
11039,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL625327,BAO_0000218,
11040,Rattus norvegicus,8418,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL625328,BAO_0000218,
11041,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL625329,BAO_0000218,
11042,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL625330,BAO_0000218,
11043,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627774,BAO_0000218,
11044,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627775,BAO_0000218,
11045,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627949,BAO_0000218,
11046,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627950,BAO_0000218,
11047,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627951,BAO_0000218,
11048,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627952,BAO_0000218,
11049,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627953,BAO_0000218,
11050,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627954,BAO_0000218,
11051,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627955,BAO_0000218,
11052,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627956,BAO_0000218,
11053,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL876802,BAO_0000218,
11054,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627957,BAO_0000218,
11055,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627958,BAO_0000218,
11056,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627959,BAO_0000218,
11057,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627960,BAO_0000218,
11058,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627961,BAO_0000218,
11059,Rattus norvegicus,8418,,1,A,,Lung,2048.0,Intermediate,,50597,N,1,CHEMBL627962,BAO_0000218,
11060,Rattus norvegicus,9796,,1,A,,,,Intermediate,,50597,N,1,CHEMBL627963,BAO_0000218,
11061,Rattus norvegicus,9796,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624759,BAO_0000218,
11062,Rattus norvegicus,9796,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624760,BAO_0000218,
11063,Rattus norvegicus,9796,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624761,BAO_0000218,
11064,Rattus norvegicus,9796,,1,A,,,,Intermediate,,50597,N,1,CHEMBL877607,BAO_0000218,
11065,Rattus norvegicus,9796,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL624762,BAO_0000218,
11066,Rattus norvegicus,9796,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL624763,BAO_0000218,
11067,Rattus norvegicus,9796,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL624764,BAO_0000218,
11068,Rattus norvegicus,9796,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL624765,BAO_0000218,
11069,Rattus norvegicus,9796,,1,A,,Liver,2107.0,Intermediate,,50597,N,1,CHEMBL624766,BAO_0000218,
11070,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL624767,BAO_0000218,
11071,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL624768,BAO_0000218,
11072,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL624769,BAO_0000218,
11073,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL624770,BAO_0000218,
11074,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL624771,BAO_0000218,
11075,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL624772,BAO_0000218,
11076,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624773,BAO_0000218,
11077,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624774,BAO_0000218,
11078,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624775,BAO_0000218,
11079,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624776,BAO_0000218,
11080,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624777,BAO_0000218,
11081,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624778,BAO_0000218,
11082,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624779,BAO_0000218,
11083,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624780,BAO_0000218,
11084,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624781,BAO_0000218,
11085,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL877608,BAO_0000218,
11086,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624782,BAO_0000218,
11087,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624783,BAO_0000218,
11088,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624784,BAO_0000218,
11089,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624785,BAO_0000218,
11090,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624786,BAO_0000218,
11091,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL624787,BAO_0000218,
11092,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL628676,BAO_0000218,
11093,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL621842,BAO_0000218,
11094,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL621843,BAO_0000218,
11095,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL623873,BAO_0000218,
11096,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL623874,BAO_0000218,
11097,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL623875,BAO_0000218,
11098,Rattus norvegicus,6996,,1,A,,,,Intermediate,,50597,N,1,CHEMBL623876,BAO_0000218,
11099,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL623877,BAO_0000218,
11100,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL623878,BAO_0000218,
11101,Canis lupus familiaris,6996,,1,A,,,,Intermediate,,50588,N,1,CHEMBL623879,BAO_0000218,
