title,year,id,venue,authors
designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,2000,582,sigmod conference,"alexander s. szalay , donald r. slutz , ani thakar , jim gray , peter z. kunszt"
mining needle in a haystack : classifying rare classes via two-phase rule induction,2001,583,sigmod conference,"ramesh c. agarwal , mahesh v. joshi"
sqlem : fast clustering in sql using the em algorithm,2000,584,sigmod conference,"paul cereghini , carlos ordonez"
s-topss : semantic toronto publish/subscribe system,2003,585,vldb,"ioana burcea , milenko petrovic , hans-arno jacobsen"
managing business processes via workflow technology,2001,586,vldb,frank leymann
control : continuous output and navigation technology with refinement on-line,1998,587,sigmod conference,"bruce lo , tali roth , ron avnur , joseph m. hellerstein , chris olston , kirk wylie , bhaskaran raman , vijayshankar raman"
a metadatabase system for semantic image search by a mathematical model of meaning,1994,588,sigmod record,"yasushi kiyoki , takanari hayama , takashi kitagawa"
dlfm : a transactional resource manager,2000,589,sigmod conference,"hui-i hsiao , inderpal narang"
hypertext databases and data mining,1999,590,sigmod conference,soumen chakrabarti
dynamic service matchmaking among agents in open information environments,1999,591,sigmod record,"matthias klusch , katia p. sycara , seth widoff , jianguo lu"
open issues in parallel query optimization,1996,592,sigmod record,"waqar hasan , patrick valduriez , daniela florescu"
database issues in telecommunications network management,1994,593,sigmod conference,ilsoo ahn
mapinfo spatialware : a spatial information server for rdbms,1998,594,vldb,chebel mina
efficient and cost-effective techniques for browsing and indexing large video databases,2000,595,sigmod conference,"kien a. hua , jung-hwan oh"
the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependencies,2003,596,vldb,"timos k. sellis , aris tsois"
mineset ( tm ) : a system for high-end data mining and visualization,1996,597,vldb,?
krdb ' 98 : the 5th international workshop on knowledge representation meets databases,1998,598,sigmod record,"alexander borgida , martin staudt , vinay k. chaudhri"
the drill down benchmark,1998,599,vldb,"peter a. boncz , tim rühl , fred kwakkel"
"fast , randomized join-order selection - why use transformations ?",1994,600,vldb,"arjan pellenkoft , césar a. galindo-legaria , martin l. kersten"
expressing business rules,2000,601,sigmod conference,ronald g. ross
fast joins using join indices,1999,602,vldb j.,"kenneth a. ross , zhe li"
discovering all most specific sentences,2003,603,acm trans . database syst .,"sanjeev saluja , hannu toivonen , roni khardon , heikki mannila , ram sewak sharm , dimitrios gunopulos"
adaptive multi-stage distance join processing,2000,604,sigmod conference,"sukho lee , bongki moon , hyoseop shin"
falcon : feedback adaptive loop for content-based retrieval,2000,605,vldb,"christos faloutsos , leejay wu , katia p. sycara , terry r. payne"
the fittest survives : an adaptive approach to query optimization,1995,606,vldb,"kian-lee tan , son dao , hongjun lu"
building database-driven electronic catalogs,1998,607,sigmod record,sherif danish
content-based image indexing,1994,608,vldb,tzi-cker chiueh
towards self-tuning data placement in parallel database systems,2000,609,sigmod conference,"mong-li lee , beng chin ooi , anirban mondal , kian-lee tan , masaru kitsuregawa"
efficient optimistic concurrency control using loosely synchronized clocks,1995,610,sigmod conference,"barbara liskov , atul adya , robert gruber , umesh maheshwari"
rondo : a programming platform for generic model management,2003,611,sigmod conference,"philip a. bernstein , erhard rahm , sergey melnik"
optimization techniques for queries with expensive methods,1998,612,acm trans . database syst .,joseph m. hellerstein
eliminating costly redundant computations from sql trigger executions,1997,613,sigmod conference,"françois llirbat , françoise fabret , eric simon"
the need for distributed asynchronous transactions,1999,614,sigmod conference,"lyman do , prabhu ram , pamela drew"
cache portal : technology for accelerating database-driven e-commerce web sites,2001,615,vldb,"yusuf akca , cemal yilmaz , k. selçuk candan , wen-syan li , wei-kuang waine huang , qiong luo , divyakant agrawal , wang-pin hsiung , oliver po"
mv3r-tree : a spatio-temporal access method for timestamp and interval queries,2001,616,vldb,"dimitris papadias , yufei tao"
"o-o , what 's happening to db2 ?",1999,617,sigmod conference,"richard swagerman , nelson mendonça mattos , michael j. carey , srinivasa narayanan , bennet vance , doug doole , serge rielau , donald d. chamberlin"
comparing hybrid peer-to-peer systems,2001,618,vldb,"beverly yang , hector garcia-molina"
datasplash,1998,619,sigmod conference,"vuk ercegovac , allison woodruff , michael stonebraker , mark lin , mybrid spalding , alexander aiken , chris olston , michael chu"
a case for dynamic view management,2001,620,acm trans . database syst .,"nick roussopoulos , yannis kotidis"
chameleon : an extensible and customizable tool for web data translation,2003,621,vldb,"riccardo torlone , paolo atzeni"
a workflow-based electronic marketplace on the web,1998,622,sigmod record,"ibrahim cingil , nazife dimililer , nesime tatbul , ilker durusoy , asuman dogac , pinar koksal , sena nural arpinar"
learning to match ontologies on the semantic web,2003,623,vldb j.,"jayant madhavan , robin dhamankar , alon y. halevy , pedro domingos , anhai doan"
ansi sql hierarchical processing can fully integrate native xml,2003,624,sigmod record,michael m. david
the adabas buffer pool manager,1998,625,vldb,harald schöning
gigascope : high performance network monitoring with an sql interface,2002,626,sigmod conference,"yuan gao , theodore johnson , charles d. cranor , vladislav shkapenyuk , oliver spatscheck"
the merge/purge problem for large databases,1995,627,sigmod conference,"salvatore j. stolfo , mauricio a. hernández"
query processing in spatial network databases,2003,628,vldb,"nikos mamoulis , jun zhang , dimitris papadias , yufei tao"
a nanotechnology-based approach to data storage,2003,629,vldb,"b. gotsmann , a. dholakia , g. cherubini , walter häberle , h. pozidis , michel despont , richard stutz , p. bächtold , c. hagleitner , t. r. albrecht , hugo e. rothuizen , gerd k. binnig , d. jubin , a. pantazi , m. a. lantz , e. eleftheriou , urs dürig , t. loeliger , peter vettiger , d. wiesmann , ute drechsler"
fast high-dimensional data search in incomplete databases,1998,630,vldb,"kian-lee tan , cheng hian goh , beng chin ooi"
a template model for multidimensional inter-transactional association rules,2002,631,vldb j.,"jeffrey xu yu , hongjun lu , ling feng , jiawei han"
boat-optimistic decision tree construction,1999,632,sigmod conference,"wei-yin loh , raghu ramakrishnan , venkatesh ganti , johannes gehrke"
continuously adaptive continuous queries over streams,2002,633,sigmod conference,"samuel madden , mehul a. shah , vijayshankar raman , joseph m. hellerstein"
diluting acid,1999,634,sigmod record,"peter thanisch , colin stirling , tim kempster"
applying database visualization to the world wide web,1996,635,sigmod record,"alberto o. mendelzon , dimitra vista , masum z. hasan"
dtd-directed publishing with attribute translation grammars,2002,636,vldb,"michael benedikt , aoying zhou , rajeev rastogi , shihui zheng , chee yong chan , wenfei fan"
primitives for workload summarization and implications for sql,2003,637,vldb,"surajit chaudhuri , prasanna ganesan , vivek r. narasayya"
safely and efficiently updating references during on-line reorganization,1998,638,vldb,"betty salzberg , chendong zou"
an efficient method for checking object-oriented database schema correctness,1998,639,acm trans . database syst .,"michele missikoff , anna formica , hans dietmar gröger"
reordering query execution in tertiary memory databases,1996,640,vldb,"michael stonebraker , sunita sarawagi"
how system 11 sql server became fast,1996,641,vldb,t. k. rengarajan
moving up the food chain : supporting e-commerce applications on databases,2000,642,sigmod record,anant jhingran
apex : an adaptive path index for xml data,2002,643,sigmod conference,"chin-wan chung , kyuseok shim , jun-ki min"
index configuration in object-oriented databases,1994,644,vldb j.,elisa bertino
continuous nearest neighbor search,2002,645,vldb,"dimitris papadias , yufei tao , qiongmao shen"
chair 's message,2002,646,sigmod record,m. tamer özsu
towards a richer web object model,1998,647,sigmod record,frank manola
homer : a model-based case tool for data-intensive web sites,2000,648,sigmod conference,"paolo atzeni , paolo merialdo , marco pecorone , marco magnante , giansalvatore mecca"
performance of data-parallel spatial operations,1994,649,vldb,"hanan samet , erik g. hoel"
managing large systems with db2 udb,1998,650,sigmod conference,chris eaton
dbcache : middle-tier database caching for highly scalable e-business architectures,2003,651,sigmod conference,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald"
"information translation , mediation , and mosaic-based browsing in the tsimmis system",1995,652,sigmod conference,"yannis papakonstantinou , joachim hammer , jennifer widom , jeffrey d. ullman , hector garcia-molina , kelly ireland"
reminiscences on influential papers,2003,653,sigmod record,"jun rao , kenneth a. ross , johannes gehrke"
"review of the data warehouse toolkit : the complete guide to dimensional modeling ( 2nd edition ) by ralph kimball , margy ross . john wiley & sons , inc. 2002",2003,654,sigmod record,alexander a. anisimov
adaptive precision setting for cached approximate values,2001,655,sigmod conference,"boon thau loo , jennifer widom , chris olston"
extracting schema from semistructured data,1998,656,sigmod conference,"serge abiteboul , rajeev motwani , svetlozar nestorov"
maximizing the output rate of multi-way join queries over streaming information sources,2003,657,vldb,"josef burger , jeffrey f. naughton , stratis viglas"
fibonacci : a programming language for object databases,1995,658,vldb j.,"antonio albano , renzo orsini , giorgio ghelli"
a theory of redo recovery,2003,659,sigmod conference,"mark r. tuttle , david b. lomet"
an empirical performance study of the ingres search accelerator for a large property management database system,1994,660,vldb,"john g. hughes , david a. bell , sarabjot s. anand"
distance-based indexing for high-dimensional metric spaces,1997,661,sigmod conference,"z. meral özsoyoglu , tolga bozkaya"
provision of market services for eco compliant electronic market places,2000,662,sigmod record,"sena nural arpinar , asuman dogac"
report on the 2001 sigmod and pods awards,2001,663,sigmod record,philip a. bernstein
disseminating updates on broadcast disks,1996,664,vldb,"swarup acharya , stanley b. zdonik , michael j. franklin"
"watermarking relational data : framework , algorithms and analysis",2003,665,vldb j.,"peter j. haas , rakesh agrawal , jerry kiernan"
"title , foreword , preface to the special issue on spatial database systems , index vol . 3",1994,666,vldb j.,?
research in database engineering at the university of namur,2003,667,sigmod record,jean-luc hainaut
maintaining database consistency in presence of value dependencies in multidatabase systems,1996,668,sigmod conference,"michèle cart , claire morpain , jean-françois pons , jean ferrié"
integrating and customizing heterogeneous e-commerce applications,2001,669,vldb j.,"anat eyal , tova milo"
a semantic modeling approach for image retrieval by content,1994,670,vldb j.,"ricky k. taira , ion tim ieong , wesley w. chu"
guest editorial,2003,671,vldb j.,"yannis e. ioannidis , raghu ramakrishnan , philip a. bernstein"
electronic market : the roadmap for university libraries and members to survive in the information jungle,1998,672,sigmod record,"peter c. lockemann , bethina schmitt , michael christoffel , sebastian pulkowski"
altruistic locking,1994,673,acm trans . database syst .,"jeannie shands , kenneth salem , hector garcia-molina"
query processing in tertiary memory databases,1995,674,vldb,sunita sarawagi
component-based e-commerce : assesment of current practices and future directions,1998,675,sigmod record,"martin bichler , arie segev , j. leon zhao"
"pattern matching and pattern discovery in scientific , program , and document databases",1995,676,sigmod conference,"kaizhong zhang , dennis shasha , jason tsong-li wang"
building scalable internet applications with oracle8i server,2000,677,vldb,"olga peschansky , josé alberto fernández , julie basu"
the montage extensible datablade achitecture,1994,678,sigmod conference,michael ubell
quorum consensus in nested transaction systems,1994,679,acm trans . database syst .,"kenneth j. goldman , nancy a. lynch"
model and verification of a data manager based on aries,1996,680,acm trans . database syst .,dean kuo
spatial queries in dynamic environments,2003,681,acm trans . database syst .,"yufei tao , dimitris papadias"
learning response time for websources using query feedback and application in query optimization,2000,682,vldb j.,"jean-robert gruser , vladimir zadorozhny , louiqa raschid , tao zhan"
virtual database technology,1997,683,sigmod record,"venky harinarayan , ashish gupta , anand rajaraman"
time management for new faculty,2003,684,sigmod record,"anastassia ailamaki , johannes gehrke"
much ado about shared-nothing,1996,685,sigmod record,"michael g. norman , peter thanisch , thomas zurek"
optimized query execution in large search engines with global page ordering,2003,686,vldb,"torsten suel , xiaohui long"
query optimization at the crossroads ( panel ),1997,687,sigmod conference,surajit chaudhuri
strudel : a web-site management system,1997,688,sigmod conference,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu"
chair 's message,2003,689,sigmod record,m. tamer özsu
on supporting containment queries in relational database management systems,2001,690,sigmod conference,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang"
the p operator : discovering and ranking associations on the semantic web,2002,691,sigmod record,"kemafor anyanwu , amit p. sheth"
repositories and object oriented databases,1998,692,sigmod record,philip a. bernstein
editor 's notes,2002,693,sigmod record,ling liu
gte superpages : using ir techniques for searching complex objects,1997,694,vldb,"steven d. whitehead , himanshu sinha , michael murphy"
a data model and data structures for moving objects databases,2000,695,sigmod conference,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting"
middle east technical university software research and development center,1996,696,sigmod record,asuman dogac
the handwritten trie : indexing electronic ink,1995,697,sigmod conference,"padmavathi vallabhaneni , daniel barbará , walid g. aref"
research issues in federated database systems : report of efdbs '97 workshop,1997,698,sigmod record,"fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad"
dynamic multidimensional histograms,2002,699,sigmod conference,"piotr indyk , sudipto guha , nitin thaper , nick koudas"
inverted files versus signature files for text indexing,1998,700,acm trans . database syst .,"kotagiri ramamohanarao , justin zobel , alistair moffat"
aggregation algorithms for very large compressed data warehouses,1999,701,vldb,"jaideep srivastava , jianzhong li , doron rotem"
delivering presentations from multimedia servers,1998,702,vldb j.,"nevzat hurkan balkir , gultekin özsoyoglu"
automated resolution of semantic heterogeneity in multidatabases,1994,703,acm trans . database syst .,"a. r. hurson , simin h. pakzad , m. w. bright"
chair 's message,2001,704,sigmod record,m. tamer özsu
book review column,2002,705,sigmod record,karl aberer
the design and performance evaluation of alternative xml storage strategies,2002,706,sigmod record,"david j. dewitt , jianjun chen , chun zhang , feng tian"
containment of conjunctive queries : beyond relations as sets,1995,707,acm trans . database syst .,"raghu ramakrishnan , yannis e. ioannidis"
from the guest editors - special section on data management issues in mobile computing,1995,708,sigmod record,"margaret h. dunham , abdelsalam helal"
a one-pass aggregation algorithm with the optimal buffer size in multidimensional olap,2002,709,vldb,"yang-sae moon , young-koo lee , il-yeol song , kyu-young whang"
turbo-charging vertical mining of large databases,2000,710,sigmod conference,"jayant r. haritsa , devavrat shah , s. sudarshan , pradeep shenoy , mayank bawa , gaurav bhalotia"
predator : an or-dbms with enhanced data types,1997,711,sigmod conference,"praveen seshadri , mark paskin"
exploiting main memory dbms features to improve real-time concurrency control protocols,1996,712,sigmod record,"özgür ulusoy , alejandro p. buchmann"
approximate query processing : taming the terabytes,2001,713,vldb,"minos n. garofalakis , phillip b. gibbons"
querying multi-dimensional data indexed using the hilbert space-filling curve,2001,714,sigmod record,"peter j. h. king , jonathan k. lawder"
theory of answering queries using views,2000,715,sigmod record,alon y. halevy
griddb : a database interface to the grid,2003,716,sigmod conference,"david t. liu , devesh parekh , michael j. franklin"
controlling access to published data using cryptography,2003,717,vldb,"gerome miklau , dan suciu"
approximate query processing using wavelets,2001,718,vldb j.,"rajeev rastogi , minos n. garofalakis , kyuseok shim , kaushik chakrabarti"
minimal probing : supporting expensive predicates for top-k queries,2002,719,sigmod conference,"kevin chen-chuan chang , seung-won hwang"
"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues",1998,720,vldb j.,"nelson mendonça mattos , joachim thomas , theo härder , stefan deßloch , bernhard mitschang"
letter to sigmod record editor,2002,721,sigmod record,nazih elderini
progress on hpcc and nii,1994,722,sigmod record,marianne winslett
an aspect of query optimization in multidatabase systems ( extended abstract ),1995,723,sigmod record,"chiang lee , hongjun lu , chia-jung chen"
novel approaches in query processing for moving object trajectories,2000,724,vldb,"yannis theodoridis , dieter pfoser , christian s. jensen"
microsoft english query 7.5 : automatic extraction of semantics from relational databases and olap cubes,1999,725,vldb,adam blum
reminiscences on influential papers,2002,726,sigmod record,"kenneth a. ross , anastassia ailamaki , alfred v. aho"
rate-based query optimization for streaming information sources,2002,727,sigmod conference,"jeffrey f. naughton , stratis viglas"
emc information sharing : direct access to mvs data from unix and nt,1999,728,sigmod conference,walt kohler
selectivity estimation in extensible databases - a neural network approach,1998,729,vldb,"shaoyu zhou , m. seetha lakshmi"
data warehousing and business intelligence for e-commerce - book review,2002,730,sigmod record,frank g. goethals
selectivity estimation using probabilistic models,2001,731,sigmod conference,"daphne koller , lise getoor , benjamin taskar"
bridging heterogeneity : research and practice of database middleware technology,1998,732,vldb,"günter sauter , fernando de ferreira rezende"
"what do those weird xml types want , anyway ?",1999,733,vldb,steven j. derose
report on the 4th international conference on mobile data management,2003,734,sigmod record,"panos k. chrysanthis , arkady b. zaslavsky , morris sloman"
a prototype content-based retrieval system that uses virtual images to save space,2001,735,vldb,"leonard brown , le gruenwald"
warehousing workflow data : challenges and opportunities,2001,736,vldb,"umeshwar dayal , ming-chien shan , angela bonifati , fabio casati"
declustering databases on heterogeneous disk systems,1995,737,vldb,"doron rotem , sridhar seshadri , ling tony chen"
toward learning based web query processing,2000,738,vldb,"yanlei diao , hongjun lu , zengping tian , songting chen"
information finding in a digital library : the stanford perspective,1995,739,sigmod record,"tak w. yan , hector garcia-molina"
fast image retrieval using color-spatial information,1998,740,vldb j.,"kian-lee tan , tat-seng chua , beng chin ooi , wynne hsu"
delivering high availability for inktomi search engines,1998,741,sigmod conference,eric a. brewer
the araneus web-base management system,1998,742,sigmod conference,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni"
cure : an efficient clustering algorithm for large databases,1998,743,sigmod conference,"sudipto guha , rajeev rastogi , kyuseok shim"
algorithms for materialized view design in data warehousing environment,1997,744,vldb,"kamalakar karlapalem , jian yang , qing li"
enhanced hypertext categorization using hyperlinks,1998,745,sigmod conference,"byron dom , piotr indyk , soumen chakrabarti"
lore : a lightweight object repository for semistructured data,1996,746,sigmod conference,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas"
vqbd : exploring semistructured data,2001,747,sigmod conference,"jihwang yeo , sudarshan s. chawathe , thomas baby"
the grid : an application of the semantic web,2002,748,sigmod record,"carole a. goble , david de roure"
grid and applications ( industrial session ),2003,749,vldb,frank leymann
"i3 : intelligent , interactive investigaton of olap data cubes",2000,750,sigmod conference,"sunita sarawagi , gayatri sathe"
algebraic change propagation for semijoin and outerjoin queries,1998,751,sigmod record,"timothy griffin , bharat kumar"
checking the temporal integrity of interactive multimedia documents,2000,752,vldb j.,"s. tserkezoglou , timos k. sellis , barbara pernici , michalis vazirgiannis , isabelle mirbel"
efficient filtering of xml documents with xpath expressions,2002,753,vldb j.,"rajeev rastogi , pascal felber , chee yong chan , minos n. garofalakis"
"of crawlers , portals , mice and men : is there more to mining the web ? ( panel )",1999,754,sigmod conference,"kyuseok shim , rajeev rastogi , minos n. garofalakis , sridhar ramaswamy"
design and user testing of a multi-paradigm query interface to an object-oriented database,1995,755,sigmod record,"dac khoa doan , alistair c. kilgour , norman w. paton"
efficient checking of temporal integrity constraints using bounded history encoding,1995,756,acm trans . database syst .,jan chomicki
what is the nearest neighbor in high dimensional spaces ?,2000,757,vldb,"charu c. aggarwal , alexander hinneburg , daniel a. keim"
dtl 's dataspot : database exploration as easy as browsing the web,1998,758,sigmod conference,"gadi entin , shai geva , eran palmon , shaul dar"
3d geographic network displays,1996,759,sigmod record,"taosong he , stephen g. eick , kenneth c. cox"
"data-driven , one-to-one web site generation for data-intensive applications",1999,760,vldb,"stefano paraboschi , piero fraternali , stefano ceri"
processing star queries on hierarchically-clustered fact tables,2002,761,vldb,"nikos karayannidis , frank ramsak , timos k. sellis , rudolf bayer , robert fenk , klaus elhardt , volker markl , roland pieringer , aris tsois"
winnowing : local algorithms for document fingerprinting,2003,762,sigmod conference,"alexander aiken , daniel shawcross wilkerson , saul schleimer"
access path support for referential integrity in sql2,1996,763,vldb j.,"joachim reinert , theo härder"
enhanced nearest neighbour search on the r-tree,1998,764,sigmod record,"ada wai-chee fu , king lum cheung"
eos : an extensible object store,1994,765,sigmod conference,"euthimios panagos , alexandros biliris"
schemasql - a language for interoperability in relational multi-database systems,1996,766,vldb,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian"
reconciling schemas of disparate data sources : a machine-learning approach,2001,767,sigmod conference,"anhai doan , pedro domingos , alon y. halevy"
optimal clip ordering for multi-clip queries,1998,768,vldb j.,"raymond t. ng , paul shum"
process automation as the foundation for e-business,2000,769,vldb,"fabio casati , ming-chien shan"
research issues in active database systems : report from the closing panel at ride-ads '94,1994,770,sigmod record,jennifer widom
acm tods in this internet age,2003,771,sigmod record,richard t. snodgrass
algorithms for querying by spatial structure,1998,772,vldb,"nikos mamoulis , dimitris papadias , vasilis delis"
query by diagram : a graphical environment for querying databases,1994,773,sigmod conference,"giuseppe santucci , tiziana catarci"
user-defined table operators : enhancing extensibility for ordbms,1999,774,vldb,"bernhard mitschang , michael jaedicke"
guest editor 's introduction,2002,775,sigmod record,asuman dogac
xrank : ranked keyword search over xml documents,2003,776,sigmod conference,"feng shao , lin guo , chavdar botev , jayavel shanmugasundaram"
chair 's message,1998,777,sigmod record,richard t. snodgrass
infering structure in semistructured data,1997,778,sigmod record,"rajeev motwani , serge abiteboul , svetlozar nestorov"
efficacious data cube exploration by semantic summarization and compression,2003,779,vldb,"jian pei , laks v. s. lakshmanan , yan zhao"
high-performance sorting on networks of workstations,1997,780,sigmod conference,"david e. culler , joseph m. hellerstein , david a. patterson , andrea c. arpaci-dusseau , remzi h. arpaci-dusseau"
transactional information systems - book review,2001,781,sigmod record,marc h. scholl
polymorphism and type inference in database programming,1996,782,acm trans . database syst .,"atsushi ohori , peter buneman"
an effective deductive object-oriented database through language integration,1994,783,vldb,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes"
cache conscious indexing for decision-support in main memory,1999,784,vldb,"kenneth a. ross , jun rao"
analyzing quantitative databases : image is everything,2001,785,vldb,"reuven kashi , nathan s. netanyahu , amihood amir"
dbcache : database caching for web application servers,2002,786,sigmod conference,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay"
iterative dynamic programming : a new class of query optimization algorithms,2000,787,acm trans . database syst .,"donald kossmann , konrad stocker"
high-concurrency locking in r-trees,1995,788,vldb,"douglas banks , marcel kornacker"
electronic commerce : tutorial,1998,789,sigmod conference,"nabil r. adam , yelena yesha"
spatial and temporal content-based access to hypervideo databases,1998,790,vldb j.,"ahmed k. elmagarmid , haitao jiang"
distributed processing over stand-alone systems and applications,1997,791,vldb,"claus hagen , hans-jörg schek , gustavo alonso , markus tresch"
synchronizing a database to improve freshness,2000,792,sigmod conference,"junghoo cho , hector garcia-molina"
the double life of the transaction abstraction : fundamental principle and evolving system concept,1995,793,vldb,henry f. korth
density biased sampling : an improved method for data mining and clustering,2000,794,sigmod conference,"christopher r. palmer , christos faloutsos"
the tsql2 final language definition announcement,1994,795,sigmod record,?
efficient progressive skyline computation,2001,796,vldb,"pin-kwang eng , kian-lee tan , beng chin ooi"
mpeg-7 and multimedia database systems,2002,797,sigmod record,harald kosch
storage and querying of e-commerce data,2001,798,vldb,"yirong xu , rakesh agrawal , amit somani"
dynamat : a dynamic view management system for data warehouses,1999,799,sigmod conference,"nick roussopoulos , yannis kotidis"
how to summarize the universe : dynamic maintenance of quantiles,2002,800,vldb,"martin strauss , s. muthukrishnan , yannis kotidis , anna c. gilbert"
parameterized complexity for the database theorist,2002,801,sigmod record,martin grohe
editor 's notes,2000,802,sigmod record,michael j. franklin
formal semantics and analysis of object queries,2003,803,sigmod conference,gavin m. bierman
metu object-oriented dbms,1994,804,sigmod conference,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac"
orthogonally persistent object systems,1995,805,vldb j.,"malcolm p. atkinson , ronald morrison"
concurrent garbage collection in o2,1997,806,vldb,"marcin skubiszewski , patrick valduriez"
"constructing and integrating data-centric web applications : methods , tools , and techniques",2003,807,vldb,"ioana manolescu , stefano ceri"
guest editor 's introduction,2002,808,sigmod record,"robert meersman , amit p. sheth"
dtl 's dataspot : database exploration using plain language,1998,809,vldb,"gadi entin , shai geva , shaul dar , eran palmon"
editor 's notes,1998,810,sigmod record,michael j. franklin
applying database technology in the adsm mass storage system,1995,811,vldb,"robert rees , luis-felipe cabrera , wayne hineman"
dynamic buffer allocation in video-on-demand systems,2001,812,sigmod conference,"kyu-young whang , yang-sae moon , il-yeol song , sang ho lee"
holistic twig joins on indexed xml documents,2003,813,vldb,"wei wang , haifeng jiang , hongjun lu , jeffrey xu yu"
obtaining complete answers from incomplete databases,1996,814,vldb,alon y. levy
incremental maintenance of externally materialized views,1996,815,vldb,"martin staudt , matthias jarke"
databases for gis,1994,816,sigmod record,"claudia bauzer medeiros , fatima pires"
query optimization in the presence of limited access patterns,1999,817,sigmod conference,"dan suciu , ioana manolescu , daniela florescu , alon y. levy"
an effective hash based algorithm for mining association rules,1995,818,sigmod conference,"ming-syan chen , philip s. yu , jong soo park"
a dependability benchmark for oltp application environments,2003,819,vldb,"henrique madeira , marco vieira"
high speed on-line backup when using logical log operations,2000,820,sigmod conference,david b. lomet
towards on-line analytical mining in large databases,1998,821,sigmod record,jiawei han
facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,1997,822,vldb,"kyoji hirata , yoshinori hara , wen-syan li , k. selçuk candan"
"the glue-nail deductive database system : design , implementation , and evaluation",1994,823,vldb j.,"geoffrey phipps , marcia a. derr , shinichi morishita"
cubetree : organization of and bulk updates on the data cube,1997,824,sigmod conference,"nick roussopoulos , mema roussopoulos , yannis kotidis"
interview with avi silberschatz,2002,825,sigmod record,marianne winslett
database research at the university of illinois at urbana-champaign,2002,826,sigmod record,"chengxiang zhai , marianne winslett , yuanyuan zhou , kevin chen-chuan chang , jiawei han , anhai doan"
sql open heterogeneous data access,1998,827,sigmod conference,"berthold reinwald , hamid pirahesh"
report on the 18th british national conference on databases ( bncod ),2002,828,sigmod record,"carole a. goble , brian j. read"
materialized view selection for multidimensional datasets,1998,829,vldb,"jeffrey f. naughton , amit shukla , prasad deshpande"
hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,2001,830,vldb j.,"carlo combi , giuseppe pozzi"
"topaz : a cost-based , rule-driven , multi-phase parallelizer",1998,831,vldb,"bernhard mitschang , clara nippl"
a sequential pattern query language for supporting instant data mining for e-services,2001,832,vldb,"reza sadri , amir m. zarkesh , jafar adibi , carlo zaniolo"
combi-operator : database support for data mining applications,2003,833,vldb,"wolfgang lehner , alexander hinneburg , dirk habich"
the semantic web : semantics for data on the web,2003,834,vldb,"vipul kashyap , stefan decker"
managing video data in a mobile environment,1995,835,sigmod record,"rafael alonso , yuh-lin chang , v. s. mani , liviu iftode"
parallel query scheduling and optimization with time - and space-shared resources,1997,836,vldb,"yannis e. ioannidis , minos n. garofalakis"
a general solution of the n-dimensional b-tree problem,1995,837,sigmod conference,michael freeston
parallel database systems 101,1995,838,sigmod conference,jim gray
secure buffering in firm real-time database systems,1998,839,vldb,"binto george , jayant r. haritsa"
workflow history management,1998,840,sigmod record,"pinar koksal , sena nural arpinar , asuman dogac"
broadcast disks : data management for asymmetric communications environments,1995,841,sigmod conference,"michael j. franklin , stanley b. zdonik , swarup acharya , rafael alonso"
comparing data streams using hamming norms ( how to zero in ),2002,842,vldb,"mayur datar , piotr indyk , s. muthukrishnan , graham cormode"
the a-tree : an index structure for high-dimensional spaces using relative approximation,2000,843,vldb,"masatoshi yoshikawa , shunsuke uemura , yasushi sakurai , haruhiko kojima"
r-tree based indexing of now-relative bitemporal data,1998,844,vldb,"simonas saltenis , christian s. jensen , giedrius slivinskas , rasa bliujute"
skew handling techniques in sort-merge join,2002,845,sigmod conference,"richard t. snodgrass , wei li , dengfeng gao"
online index rebuild,2000,846,sigmod conference,"hanuma kodavalla , nagavamsi ponnekanti"
efficient similarity search for market basket data,2002,847,vldb j.,"alexandros nanopoulos , yannis manolopoulos"
compressed accessibility map : efficient access control for xml,2002,848,vldb,"divesh srivastava , ting yu , h. v. jagadish , laks v. s. lakshmanan"
toxgene : a template-based data generator for xml,2002,849,sigmod conference,"alberto o. mendelzon , john keenleyside , denilson barbosa , kelly a. lyons"
