Fiscal year,Sector name,CIDA business delivery model (old),Indigenous issues (marker),CountryRegion name,Programming process (new),Section name,Organisation ID,Organisation sub-class,Fund centre name,Fund centre ID,Untied amount(Project-level budget),Organisation name,Desertification (marker),Biodiversity (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Regional program (marker),FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance
2009/2010,Basic health care,Directive,0,Haiti,Uncoded: Pre-APP,Ha�ti & Dominican Republic Section,10050,FEDERAL,Haiti,4452,0.0,Department of Foreign Affairs and International Trade,0,0,A031575PRE,Closed,461548.09,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Democratic participation and civil society,Responsive,0,C�te d'Ivoire,Uncoded: Pre-APP,Gulf of Guinea Program,10050,FEDERAL,*Ivory Coast,4210,0.0,Department of Foreign Affairs and International Trade,0,0,A031578001,Terminating,3196555.15,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Human rights,Responsive,0,C�te d'Ivoire,Uncoded: Pre-APP,Gulf of Guinea Program,10050,FEDERAL,*Ivory Coast,4210,0.0,Department of Foreign Affairs and International Trade,0,0,A031578001,Terminating,3196555.15,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Small and medium-sized enterprises (SME) development,Directive,0,Egypt,Uncoded: Pre-APP,Middle East and North Africa,1000403,UMBRELLA ORGANIZATION,Egypt,4263,17682926.38,Colleges and Institutes Canada,0,0,A031595001,Closed,17682926.38,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Vocational training,Responsive,0,Angola,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Public sector policy and administrative management,Responsive,0,Angola,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Participation in international peacekeeping operations,Responsive,0,Angola,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Reintegration and SALW control,Responsive,0,Angola,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Vocational training,Responsive,0,Burundi,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Public sector policy and administrative management,Responsive,0,Burundi,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Participation in international peacekeeping operations,Responsive,0,Burundi,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Reintegration and SALW control,Responsive,0,Burundi,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Vocational training,Responsive,0,"Congo, Dem Rep.",Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Public sector policy and administrative management,Responsive,0,"Congo, Dem Rep.",Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Participation in international peacekeeping operations,Responsive,0,"Congo, Dem Rep.",Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Reintegration and SALW control,Responsive,0,"Congo, Dem Rep.",Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Vocational training,Responsive,0,Central Afr.Rep,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Public sector policy and administrative management,Responsive,0,Central Afr.Rep,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Participation in international peacekeeping operations,Responsive,0,Central Afr.Rep,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Reintegration and SALW control,Responsive,0,Central Afr.Rep,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Vocational training,Responsive,0,Congo,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Public sector policy and administrative management,Responsive,0,Congo,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Participation in international peacekeeping operations,Responsive,0,Congo,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Reintegration and SALW control,Responsive,0,Congo,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Vocational training,Responsive,0,Rwanda,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Public sector policy and administrative management,Responsive,0,Rwanda,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Participation in international peacekeeping operations,Responsive,0,Rwanda,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Reintegration and SALW control,Responsive,0,Rwanda,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Vocational training,Responsive,0,Uganda,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Public sector policy and administrative management,Responsive,0,Uganda,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Participation in international peacekeeping operations,Responsive,0,Uganda,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Reintegration and SALW control,Responsive,0,Uganda,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,0.0,Information not available,0,0,A031609006,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Agricultural policy and administrative management,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,10050,FEDERAL,Ghana,4254,4995000.0,Department of Foreign Affairs and International Trade,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural policy and administrative management,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,1014962,SUPPLIER OF GOODS/SERVICES,Ghana,4254,4995000.0,Cassidy's Transfer & Storage Ltd.,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural policy and administrative management,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,CONSULTANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural policy and administrative management,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,CONSULTANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural policy and administrative management,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,COOPERANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural development,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,10050,FEDERAL,Ghana,4254,4995000.0,Department of Foreign Affairs and International Trade,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural development,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,1014962,SUPPLIER OF GOODS/SERVICES,Ghana,4254,4995000.0,Cassidy's Transfer & Storage Ltd.,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural development,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,CONSULTANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural development,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,CONSULTANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural development,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,COOPERANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural extension,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,10050,FEDERAL,Ghana,4254,4995000.0,Department of Foreign Affairs and International Trade,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural extension,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,1014962,SUPPLIER OF GOODS/SERVICES,Ghana,4254,4995000.0,Cassidy's Transfer & Storage Ltd.,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural extension,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,CONSULTANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural extension,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,CONSULTANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural extension,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,COOPERANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural education/training,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,10050,FEDERAL,Ghana,4254,4995000.0,Department of Foreign Affairs and International Trade,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural education/training,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,1014962,SUPPLIER OF GOODS/SERVICES,Ghana,4254,4995000.0,Cassidy's Transfer & Storage Ltd.,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural education/training,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,CONSULTANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural education/training,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,CONSULTANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural education/training,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,COOPERANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural research,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,10050,FEDERAL,Ghana,4254,4995000.0,Department of Foreign Affairs and International Trade,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural research,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,1014962,SUPPLIER OF GOODS/SERVICES,Ghana,4254,4995000.0,Cassidy's Transfer & Storage Ltd.,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural research,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,CONSULTANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural research,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,CONSULTANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural research,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,COOPERANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural services,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,10050,FEDERAL,Ghana,4254,4995000.0,Department of Foreign Affairs and International Trade,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural services,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,1014962,SUPPLIER OF GOODS/SERVICES,Ghana,4254,4995000.0,Cassidy's Transfer & Storage Ltd.,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural services,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,CONSULTANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural services,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,CONSULTANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Agricultural services,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,COOPERANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Plant and post-harvest protection and pest control,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,10050,FEDERAL,Ghana,4254,4995000.0,Department of Foreign Affairs and International Trade,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Plant and post-harvest protection and pest control,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,1014962,SUPPLIER OF GOODS/SERVICES,Ghana,4254,4995000.0,Cassidy's Transfer & Storage Ltd.,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Plant and post-harvest protection and pest control,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,CONSULTANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Plant and post-harvest protection and pest control,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,CONSULTANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Plant and post-harvest protection and pest control,Directive,0,Ghana,Uncoded: Pre-APP,Ghana Program Section,Information not available,COOPERANT,Ghana,4254,4995000.0,Information not available,0,0,A031611001,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Education policy and administrative management,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Education policy and administrative management,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Education policy and administrative management,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Education policy and administrative management,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Education policy and administrative management,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Vocational training,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Vocational training,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Vocational training,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Vocational training,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Vocational training,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Democratic participation and civil society,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
