tid,assay_type,tissue_id,variant_id,cell_id,confidence_score,assay_strain,bao_format,assay_id,src_id,relationship_type,doc_id,assay_category,src_assay_id,curated_by,assay_subcellular_fraction,assay_test_type,chembl_id,description,assay_organism,assay_tissue,assay_tax_id,assay_cell_type
104686,F,,,,4,,BAO_0000218,2415,1,H,11200,,,Autocuration,,In vivo,CHEMBL617693,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",,,,
104686,F,,,,4,,BAO_0000218,2416,1,H,11200,,,Autocuration,,In vivo,CHEMBL617694,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",,,,
12687,B,955.0,,,8,,BAO_0000221,2417,1,H,15436,,,Expert,,,CHEMBL857985,Affinity for 5-hydroxytryptamine 2A receptor in rat brain cortex by ability to displace [3H]ketanserin,,Brain,,
12687,B,,,,9,,BAO_0000019,2418,1,D,15436,,,Expert,,,CHEMBL617695,Affinity at 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,Rattus norvegicus,,10116.0,
12687,B,,,,8,,BAO_0000019,2419,1,H,14025,,,Autocuration,,,CHEMBL617696,Affinity pKi for 5-hydroxytryptamine 2A receptor was measured in rat cortex homogenates,,,,
12687,B,,,,8,,BAO_0000357,2420,1,H,4342,,,Autocuration,,,CHEMBL617697,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2A receptor was determined,,,,
12687,B,,,,9,,BAO_0000019,2421,1,D,13735,,,Expert,,,CHEMBL617257,Displacement of [3H]ketanserin from 5-HT2A receptor of rat frontal cortex,Rattus norvegicus,,10116.0,
12687,B,,,,9,,BAO_0000357,2422,1,D,5816,,,Expert,,,CHEMBL617258,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin,Rattus norvegicus,,10116.0,
12687,B,,,,8,,BAO_0000019,2423,1,H,14287,,,Expert,,,CHEMBL617259,Binding affinity was evaluated in vitro by displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor on rat cortical membrane,,,,
12687,B,,,,8,,BAO_0000357,2424,1,H,15738,,,Autocuration,,,CHEMBL617260,In vitro affinity against serotonin ( 5-hydroxytryptamine 2A receptor ) receptor,,,,
12687,B,,,,9,,BAO_0000357,2425,1,D,15738,,,Expert,,,CHEMBL617261,In vitro affinity against serotonin 5-hydroxytryptamine 2A receptor,Rattus norvegicus,,10116.0,
12687,B,,,,8,,BAO_0000019,2426,1,H,15026,,,Autocuration,,,CHEMBL617262,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2A receptor from rat frontal cortex using [3H]-ketanserin as radioligand,,,,
12687,B,,,,8,,BAO_0000019,2427,1,H,16647,,,Expert,,,CHEMBL617263,Half-maximal inhibition of [3H]- Ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex homogenate,,,,
12687,B,,,,8,,BAO_0000019,2428,1,H,16647,,,Autocuration,,,CHEMBL617264,Half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat tissue homogenate,,,,
12687,B,,,,9,,BAO_0000019,2429,1,D,13345,,,Expert,,,CHEMBL617265,Displacement of [3H]-ketanserin from rat brain 5-hydroxytryptamine 2A receptor,Rattus norvegicus,,10116.0,
12687,B,,,,8,,BAO_0000249,2430,1,H,1543,,,Autocuration,Membranes,,CHEMBL617266,Inhibition constant for in vitro inhibition of [3H]ketanserin binding to rat frontal cortex membranes 5-hydroxytryptamine 2A receptor,,,,
12687,B,,,,8,,BAO_0000019,2431,1,H,12444,,,Autocuration,,,CHEMBL617267,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor rat frontal cortex membrane,,,,
12687,B,,,,8,,BAO_0000019,2432,1,H,16404,,,Expert,,,CHEMBL617268,Inhibitory constant on 5-hydroxytryptamine 2A receptor of Rat frontal cortex,,,,
12687,B,,,449.0,8,,BAO_0000219,2433,1,H,16404,,,Autocuration,,,CHEMBL617269,Inhibitory constant on human 5-hydroxytryptamine 2A receptor transfected in to CHO cells,,,,CHO
12687,B,,,,8,,BAO_0000357,2434,1,H,15577,,,Expert,,,CHEMBL617323,Kinetic inhibition constant evaluated by measuring serotonergic activity,,,,
12687,B,,,,8,,BAO_0000357,2435,1,H,15577,,,Autocuration,,,CHEMBL617324,Serotonergic activity of the compound.,,,,
12687,B,,,,8,,BAO_0000249,2436,1,H,2495,,,Autocuration,,,CHEMBL617325,Tested in vitro for its ability to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat frontal cortex membranes,,,,
12687,B,,,,9,,BAO_0000019,2437,1,D,15042,,,Expert,,,CHEMBL617326,The binding affinity was evaluated on 5-hydroxytryptamine 2A receptor expressed in rat cortex by using [3H]ketanserin as radioligand.,Rattus norvegicus,,10116.0,
12687,B,,,,8,,BAO_0000249,2438,1,H,15026,,,Expert,,,CHEMBL617327,In vitro ability to displace [3H]ketanserin binding from 5-hydroxytryptamine 2A receptor in rat striatal membrane.,,,,
12687,F,,,,9,,BAO_0000019,2439,1,D,12919,,,Expert,,,CHEMBL617328,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,Rattus norvegicus,,10116.0,
12687,F,,,,9,,BAO_0000019,2440,1,D,12919,,,Expert,,,CHEMBL617329,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,Rattus norvegicus,,10116.0,
12687,F,,,,9,,BAO_0000019,2441,1,D,12919,,,Expert,,,CHEMBL617330,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,Rattus norvegicus,,10116.0,
12687,B,,,,8,,BAO_0000357,2442,1,H,15194,,,Autocuration,,,CHEMBL617331,The compound was tested for the binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,,,
12687,B,,,,8,,BAO_0000357,2443,1,H,15194,,,Autocuration,,,CHEMBL617332,The compound was tested for the binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand.,,,,
107,B,,,,8,,BAO_0000357,2444,1,H,4820,,,Expert,,,CHEMBL617333,Binding affinity towards 5-hydroxytryptamine 2A receptor,,,,
107,B,,,,8,,BAO_0000357,2445,1,H,6736,,,Autocuration,,,CHEMBL617334,Binding affinity against serotonin 5-hydroxytryptamine 2A receptor was determined using human [125I]-eotaxin,,,,
107,B,,,,8,,BAO_0000357,2446,1,H,5163,,,Autocuration,,,CHEMBL617335,Binding affinity towards 5-hydroxytryptamine 2A receptor was determined at a concentration of 0.000001 mol/L,,,,
107,B,,,,8,,BAO_0000357,2447,1,H,5163,,,Autocuration,,,CHEMBL617336,Binding affinity towards 5-hydroxytryptamine 2A receptor was determined at a concentration of 0.00001 mol/L,,,,
107,B,,,,8,,BAO_0000357,2448,1,H,6011,,,Autocuration,,,CHEMBL617337,Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration,,,,
107,B,,,,9,,BAO_0000357,2449,1,D,14294,,,Expert,,,CHEMBL617338,Percent inhibition against 5-hydroxytryptamine 2A receptor using [3H]ketanserin at 1 uM,Homo sapiens,,9606.0,
107,B,,,,8,,BAO_0000357,2450,1,H,5014,,,Autocuration,,,CHEMBL617339,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 2A receptor,,,,
107,B,,,,8,,BAO_0000357,2451,1,H,17066,,,Expert,,,CHEMBL617340,Binding affinity towards 5-hydroxytryptamine 2A receptor,,,,
107,B,,,,8,,BAO_0000357,2452,1,H,17515,,,Autocuration,,,CHEMBL617341,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2A receptor; inactive at 10 uM,,,,
107,B,,,,8,,BAO_0000357,2453,1,H,6736,,,Expert,,,CHEMBL617342,Inhibition of [125I]-eotaxin binding to serotonin 5-hydroxytryptamine 2A receptor,,,,
107,B,,,,8,,BAO_0000357,2454,1,H,5163,,,Expert,,,CHEMBL617343,Affinity for 5-hydroxytryptamine 2A receptor,,,,
107,B,,,723.0,8,,BAO_0000219,2455,1,H,16911,,,Expert,,,CHEMBL617344,Binding affinity was performed using [3H]ketanserin as the radioligand and stably transfected NIH3T3 cells expressing the 5-hydroxytryptamine 2A receptor (GF-62 cells).,,,,NIH3T3
107,B,,,,8,,BAO_0000357,2456,1,H,6841,,,Expert,,,CHEMBL617345,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin,,,,
107,B,,,,8,,BAO_0000357,2457,1,H,6119,,,Expert,,,CHEMBL617346,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand.,,,,
107,B,,,,8,,BAO_0000357,2458,1,H,3962,,,Autocuration,,,CHEMBL617347,Compound was evaluated for its binding against 5-hydroxytryptamine 2A receptor,,,,
107,B,,,,8,,BAO_0000357,2459,1,H,4373,,,Autocuration,,,CHEMBL617348,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2A receptor was determined,,,,
107,B,,,,8,,BAO_0000357,2460,1,H,4373,,,Autocuration,,,CHEMBL617349,Binding affinity relative to indolopiperidine (compound 1)for 5-hydroxytryptamine 2A receptor was determined,,,,
107,F,,,,8,,BAO_0000019,2461,1,H,3962,,,Autocuration,,,CHEMBL617350,Compound was evaluated for its inverse agonist activity against 5-hydroxytryptamine 2A receptor,,,,
107,B,,,,8,,BAO_0000357,2462,1,H,1633,,,Expert,,,CHEMBL872339,Binding affinity towards 5-hydroxytryptamine 2A receptor by displacement of [3H]ketanserin,,,,
107,B,,,,8,,BAO_0000357,2463,1,H,4373,,,Autocuration,,,CHEMBL617351,Binding affinity for 5-hydroxytryptamine 2A receptor was determined,,,,
107,B,,,,8,,BAO_0000357,2464,1,H,6576,,,Expert,,,CHEMBL617352,Binding affinity towards serotonin 5-hydroxytryptamine 2A receptor,,,,
107,B,,,,8,,BAO_0000357,2465,1,H,4687,,,Autocuration,,,CHEMBL617353,Evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor,,,,
107,B,,,,8,,BAO_0000357,2466,1,H,16946,,,Autocuration,,,CHEMBL617354,Ability to displace [3H]-ketanserin from 5-hydroxytryptamine 2A receptor,,,,
107,B,,,,8,,BAO_0000357,2467,1,H,14159,,,Autocuration,,,CHEMBL617355,Compound was evaluated for the affinity at 5-hydroxytryptamine 2A receptor,,,,
107,B,,,449.0,8,,BAO_0000219,2468,1,H,3032,,,Expert,,,CHEMBL617356,In vitro binding affinity against 5-hydroxytryptamine 2A receptor in CHO cells,Mus musculus,,10090.0,CHO
107,B,,,,8,,BAO_0000357,2469,1,H,16655,,,Autocuration,,,CHEMBL617357,Inhibition of ketanserin binding to 5-hydroxytryptamine 2A receptor,,,,
107,B,,,,8,,BAO_0000357,2470,1,H,13964,,,Autocuration,,,CHEMBL617358,Binding affinity at 5-hydroxytryptamine 2A receptor,,,,
107,B,,,,8,,BAO_0000357,2471,1,H,16989,,,Expert,,,CHEMBL617359,Binding affinity towards Serotonin 5-hydroxytryptamine 2A receptor,,,,
107,B,,,,8,,BAO_0000357,2472,1,H,16117,,,Autocuration,,,CHEMBL617360,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor was determined,,,,
107,B,,,,8,,BAO_0000357,2473,1,H,16700,,,Autocuration,,,CHEMBL875913,The binding affinity towards 5-hydroxytryptamine 2A receptor; No affinity,,,,
107,B,,,,8,,BAO_0000357,2474,1,H,3269,,,Autocuration,,,CHEMBL617361,Affinity against 5-hydroxytryptamine 2A receptor,,,,
107,B,,,,9,,BAO_0000357,2475,1,D,1274,,,Expert,,,CHEMBL617362,Binding affinity against 5-Hydroxytryptamine 2A receptor,Homo sapiens,,9606.0,
107,B,,,,8,,BAO_0000357,2476,1,H,1317,,,Autocuration,,,CHEMBL617363,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using radioligand binding assay,,,,
107,B,,,,8,,BAO_0000357,2477,1,H,12146,,,Autocuration,,,CHEMBL617364,Tested against 5-hydroxytryptamine 2A receptor,,,,
105075,B,,,,4,,BAO_0000224,2478,1,H,12652,,,Autocuration,,,CHEMBL617365,Binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2C receptor antagonist [3H]- ketanserin,,,,
105075,B,,,,4,,BAO_0000224,2479,1,H,12652,,,Autocuration,,,CHEMBL617366,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2C receptor antagonist [3H] ketanserin,,,,
105075,B,,,,4,,BAO_0000224,2480,1,H,12652,,,Autocuration,,,CHEMBL617367,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2C receptor agonist [125I]- - (+/-)DOI,,,,
105075,B,,,,4,,BAO_0000224,2481,1,H,12652,,,Autocuration,,,CHEMBL617368,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2C receptor antagonist [3H]- ketanserin,,,,
107,B,,,,8,,BAO_0000357,2482,1,H,16647,,,Autocuration,,,CHEMBL617369,Selectivity ratio towards 5-hydroxytryptamine 2A receptor to Dopamine receptor D2 (5-HT2A/D2 ),,,,
227,B,,,722.0,9,,BAO_0000219,2483,1,D,15851,,,Expert,,,CHEMBL617370,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; ND means no data,Homo sapiens,,9606.0,HEK293
227,F,,,449.0,9,,BAO_0000219,2484,1,D,6857,,,Expert,,,CHEMBL617371,Functional activity against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader,Homo sapiens,,9606.0,CHO
227,B,,,,8,,BAO_0000357,2485,1,H,3805,,,Autocuration,,,CHEMBL617372,In vitro binding affinity against human 5-HT2B receptor at a concentration of 100 (nM),,,,
227,B,,,,9,,BAO_0000357,2486,1,D,6491,,,Expert,,,CHEMBL617373,Affinity towards human 5-hydroxytryptamine 2B serotonin receptor,Homo sapiens,,9606.0,
227,F,,,,8,,BAO_0000019,2487,1,H,14093,,,Autocuration,,,CHEMBL617374,Agonist activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT radioligand,,,,
227,F,,,,8,,BAO_0000019,2488,1,H,13481,,,Autocuration,,,CHEMBL617375,Agonistic activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]-5-HT as radioligand,,,,
227,F,,,,8,,BAO_0000019,2489,1,H,14093,,,Autocuration,,,CHEMBL617376,Antagonist activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]- rauwolscine radioligand,,,,
227,F,,,,8,,BAO_0000019,2490,1,H,14093,,,Autocuration,,,CHEMBL617377,Antagonist activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]- rauwolscine radioligand; Not tested,,,,
227,F,,,,8,,BAO_0000019,2491,1,H,14093,,,Autocuration,,,CHEMBL617378,Antagonist activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine radioligand,,,,
227,F,,,,8,,BAO_0000019,2492,1,H,13481,,,Autocuration,,,CHEMBL617379,Antagonistic activity at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine as radioligand,,,,
227,B,,,,8,,BAO_0000357,2493,1,H,14442,,,Autocuration,,,CHEMBL617380,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]- rauwolscine as radioligand,,,,
227,B,,,,8,,BAO_0000357,2494,1,H,14442,,,Autocuration,,,CHEMBL617381,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT 2B as radioligand,,,,
227,B,,,,8,,BAO_0000357,2495,1,H,14442,,,Autocuration,,,CHEMBL617382,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine as radioligand,,,,
107,B,,,,8,,BAO_0000357,2496,1,H,12369,,,Autocuration,,,CHEMBL617383,The compound evaluated for its affinity against 5-hydroxytryptamine 2A receptor,,,,
107,B,,,,8,,BAO_0000357,2497,1,H,12369,,,Expert,,,CHEMBL617384,Affinity against 5-hydroxytryptamine 2A receptor (D) labeled with [125I]DOI.,,,,
107,B,,,,8,,BAO_0000357,2498,1,H,12369,,,Expert,,,CHEMBL617385,Affinity against 5-hydroxytryptamine 2A receptor (K) labeled with [3H]ketanserin.,,,,
107,B,,,,8,,BAO_0000019,2499,1,H,14447,,,Autocuration,,,CHEMBL617386,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 2A receptor from cloned Human membranes,,,,
107,B,,,,8,,BAO_0000019,2500,1,H,14447,,,Autocuration,,,CHEMBL617387,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 2A receptor from cloned Human membranes.,,,,
107,B,,,723.0,8,,BAO_0000219,2501,1,H,17451,,,Autocuration,,,CHEMBL617388,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,,,,NIH3T3
107,F,,,449.0,8,,BAO_0000219,2502,1,H,6857,,,Autocuration,,,CHEMBL617389,Relative efficacy against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,,,,CHO
107,F,,,449.0,9,,BAO_0000219,2503,1,D,6857,,,Expert,,,CHEMBL617390,Relative efficacy against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,Homo sapiens,,9606.0,CHO
104817,B,,,,4,,BAO_0000224,2504,1,H,5635,,,Autocuration,,,CHEMBL617391,Selectivity ratio of binding affinity of 5-hydroxytryptamine 2A receptor to that of 5-hydroxytryptamine 2C receptor.,,,,
107,B,,,,8,,BAO_0000357,2505,1,H,12861,,,Autocuration,,,CHEMBL617392,Binding activity radioligand.,,,,
107,B,,,,8,,BAO_0000019,2506,1,H,12861,,,Autocuration,,,CHEMBL617393,Binding activity against 5-hydroxytryptamine 2C receptor from human brain cortex using [3H]mesulergine as radioligand.,,,,
107,B,,,307.0,8,,BAO_0000219,2507,1,H,5105,,,Autocuration,,,CHEMBL617394,Binding affinity for human cloned 5-HT2A receptor expressed in L929 cells using [125I]R91150 as radioligand,,,,L929
107,B,,,307.0,8,,BAO_0000219,2508,1,H,5104,,,Expert,,,CHEMBL617395,Binding affinity for human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells using [125I]R91150 as radioligand,,,,L929
107,B,,,307.0,8,,BAO_0000219,2509,1,H,5105,,,Expert,,,CHEMBL617396,Binding affinity at human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells by [125I]R91150 displacement.,,,,L929
107,B,,,307.0,8,,BAO_0000219,2510,1,H,5105,,,Autocuration,,,CHEMBL617397,Binding affinity for human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells using [125I]R91150 as radioligand; Not tested,,,,L929
107,B,,,,8,,BAO_0000357,2511,1,H,5254,,,Autocuration,,,CHEMBL617398,Binding affinity against 5-HT2A receptor,,,,
107,B,,,,8,,BAO_0000357,2512,1,H,5254,,,Autocuration,,,CHEMBL617399,Binding affinity against 5-hydroxytryptamine 2A receptor,,,,
107,B,,,722.0,8,,BAO_0000219,2513,1,H,13267,,,Autocuration,,,CHEMBL617400,Antagonistic binding affinity measured against 5-hydroxytryptamine 2A receptor (human clone expressed in 293 cells) using [3H]ketanserin as radioligand,,,,HEK293
107,B,,,722.0,8,,BAO_0000219,2514,1,H,13267,,,Autocuration,,,CHEMBL617401,Antagonistic binding affinity measured against 5-hydroxytryptamine 2C receptor (human clone expressed in 293 cells) using [3H]mesulergine as radioligand,,,,HEK293
107,B,,,722.0,9,,BAO_0000219,2515,1,D,14157,,,Expert,,,CHEMBL617402,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor expressed in HEK 293 cells,Homo sapiens,,9606.0,HEK293
107,B,,,722.0,9,,BAO_0000219,2516,1,D,12936,,,Expert,,,CHEMBL617403,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,Homo sapiens,,9606.0,HEK293
107,B,,,,8,,BAO_0000357,2517,1,H,14068,,,Expert,,,CHEMBL617404,Binding affinity against human 5-hydroxytryptamine 2A receptor using displacement of [3H]5-HT,,,,
107,B,,,722.0,9,,BAO_0000219,2518,1,D,12936,,,Expert,,,CHEMBL857981,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,Homo sapiens,,9606.0,HEK293
107,B,,,722.0,9,,BAO_0000219,2519,1,D,12936,,,Expert,,,CHEMBL617405,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,Homo sapiens,,9606.0,HEK293
107,B,,,722.0,9,,BAO_0000219,2520,1,D,4540,,,Expert,,,CHEMBL617253,Binding affinity to human cloned 5-hydroxytryptamine 2A receptor in HEK 293 cells using [3H]- ketanserin as radioligand,Homo sapiens,,9606.0,HEK293
107,B,,,,8,,BAO_0000357,2521,1,H,6166,,,Expert,,,CHEMBL617254,Binding affinity at human cloned 5-hydroxytryptamine 2A receptor.,,,,
107,B,,,722.0,8,,BAO_0000219,2522,1,H,17296,,,Autocuration,,,CHEMBL617255,Binding affinity against 5-hydroxytryptamine 2A receptor human cloned receptors in HEK 293 cells using [3H]ketanserin as radioligand,,,,HEK293
107,B,,,722.0,8,,BAO_0000219,2523,1,H,17296,,,Autocuration,,,CHEMBL617256,Binding affinity against 5-hydroxytryptamine 2A receptor human cloned receptors in HEK 293 cells using [3H]ketanserin as radioligand,,,,HEK293
107,B,,,722.0,8,,BAO_0000219,2524,1,H,17296,,,Autocuration,,,CHEMBL616874,Binding affinity against 5-hydroxytryptamine 2A receptor human cloned receptorswithouteffect in HEK 293 cells using [3H]ketanserin as radioligand,,,,HEK293
107,B,,,722.0,9,,BAO_0000219,2525,1,D,15779,,,Expert,,,CHEMBL616875,Binding affinity towards 5-hydroxytryptamine 2A receptor (human cloned receptor) in HEK 293 cells using [3H]ketanserin as radioligand.,Homo sapiens,,9606.0,HEK293
107,B,,,722.0,8,,BAO_0000219,2526,1,H,14391,,,Expert,,,CHEMBL616876,Binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK 293 cells using [3H]ketanserin as radioligand,,,,HEK293
107,B,,,722.0,8,,BAO_0000219,2527,1,H,15851,,,Expert,,,CHEMBL616877,"Binding affinity towards human cloned 5-hydroxytryptamine receptor 2A in HEK293 cells, using [3H]ketanserin as radioligand.",,,,HEK293
107,B,,,722.0,9,,BAO_0000219,2528,1,D,15851,,,Expert,,,CHEMBL616878,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in HEK293 cells; compound is insoluble,Homo sapiens,,9606.0,HEK293
107,B,,,722.0,8,,BAO_0000219,2529,1,H,3832,,,Expert,,,CHEMBL616879,Binding affinity towards human cloned 5-hydroxytryptamine 2A receptor of HEK293 cells by displacement of [3H]ketanserin,,,,HEK293
107,B,,,722.0,8,,BAO_0000219,2530,1,H,3833,,,Expert,,,CHEMBL616880,In vitro binding affinity at human cloned 5-hydroxytryptamine 2A receptor of HEK293 cells by [3H]ketanserin displacement.,,,,HEK293
107,B,,,722.0,9,,BAO_0000219,2531,1,D,12936,,,Expert,,,CHEMBL616881,Binding affinity against human 5-hydroxytryptamine 2A receptor expressed in 293 cells using [3H]ketanserin,Homo sapiens,,9606.0,HEK293
107,B,,,723.0,8,,BAO_0000219,2532,1,H,17451,,,Autocuration,,,CHEMBL616882,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand,,,,NIH3T3
107,B,,,723.0,8,,BAO_0000219,2533,1,H,17451,,,Autocuration,,,CHEMBL616883,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,,,,NIH3T3
107,B,,,723.0,8,,BAO_0000219,2534,1,H,17451,,,Autocuration,,,CHEMBL616884,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,,,,NIH3T3
107,B,,,722.0,8,,BAO_0000219,2535,1,H,4199,,,Autocuration,,,CHEMBL616885,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 2A receptor in HEK 293 cells using [3H]ketanserin as the radioligand,,,,HEK293
107,B,,,485.0,8,,BAO_0000219,2536,1,H,1883,,,Autocuration,,,CHEMBL616886,Compound was evaluated for displacement of [3H]ketanserin from human cloned 5-hydroxytryptamine 2A receptor in transfected CHO-K1 cells,,,,CHO-K1
107,B,,,485.0,8,,BAO_0000219,2537,1,H,1883,,,Expert,,,CHEMBL616887,Displacement of [3H]-ketanserin from human cloned 5-hydroxytryptamine 2A receptor expressed in CHO-K1 cells.,,,,CHO-K1
107,B,,,,9,,BAO_0000357,2538,1,D,14875,,,Expert,,,CHEMBL616888,Binding affinity for human 5-hydroxytryptamine 2A receptor,Homo sapiens,,9606.0,
107,B,,,722.0,8,,BAO_0000219,2539,1,H,15146,,,Autocuration,,,CHEMBL616889,Compound was tested for its binding affinity against 5-hydroxytryptamine 2A receptor in human cloned receptors in HEK 293 cells using [3H]ketanserin,,,,HEK293
107,B,,,722.0,8,,BAO_0000219,2540,1,H,5213,,,Autocuration,,,CHEMBL616890,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2A receptor in HEK 293 using [3H]ketanserin as a radioligand,,,,HEK293
107,B,,,449.0,9,,BAO_0000219,2541,1,D,16404,,,Expert,,,CHEMBL616891,Inhibitory constant for human 5-hydroxytryptamine 2A receptor transfected in to CHO cells,Homo sapiens,,9606.0,CHO
107,B,,,722.0,8,,BAO_0000219,2542,1,H,14818,,,Autocuration,,,CHEMBL616892,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2A receptor in HEK293 cells using [3H]-ketanserin.,,,,HEK293
107,B,,,722.0,8,,BAO_0000219,2543,1,H,4829,,,Autocuration,,,CHEMBL616893,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2A receptor in HEK293 cells, using [3H]ketanserin as radioligand",,,,HEK293
10620,F,,,723.0,8,,BAO_0000219,2544,1,H,12652,,,Autocuration,,,CHEMBL616894,Percent of maximum stimulation of phosphatidylinositol turnover at cloned 5-hydroxytryptamine 2A receptor in 3T3 cells,,,,NIH3T3
107,B,,,723.0,8,,BAO_0000219,2545,1,H,4682,,,Expert,,,CHEMBL616895,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor expressed NIH3T3 cells,,,,NIH3T3
10620,F,,,,8,,BAO_0000019,2546,1,H,12652,,,Autocuration,,,CHEMBL616896,The maximum responses of [3H]- inositol monophosphate accumulation in cells expressing the 5-hydroxytryptamine 2A receptor,,,,
10621,B,,,,8,,BAO_0000357,2547,1,H,4921,,,Autocuration,,,CHEMBL617099,Ability to displace [3H]-Ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor,,,,
10621,B,,,,8,,BAO_0000357,2548,1,H,4921,,,Autocuration,,,CHEMBL617100,Ability to displace [3H]ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor; ND denotes not determined,,,,
107,B,,,,8,,BAO_0000357,2549,1,H,16312,,,Autocuration,,,CHEMBL884532,Binding affinity against rabbit aorta 5-HT2A receptor,Oryctolagus cuniculus,,9986.0,
107,B,,,,8,,BAO_0000357,2550,1,H,14998,,,Expert,,,CHEMBL617101,Binding affinity for 5-hydroxytryptamine 2A receptor of rabbit aorta ring preparations,Oryctolagus cuniculus,,9986.0,
