ppersonale_id,data_pagamento,cliente_id,noleggio_id,ammontare,data_noleggio,npersonale_id,inventario_id,pagamento_id,data_restituzione
2,2005-07-06 08:23:08,102,3665,4.99,2005-07-06 08:23:08,2,922,2743,2005-07-13 13:38:08
1,2005-07-09 01:32:17,102,5009,5.99,2005-07-09 01:32:17,2,1539,2747,2005-07-18 03:39:17
2,2005-07-27 05:55:32,102,7119,0.99,2005-07-27 05:55:32,1,1732,2752,2005-07-29 03:19:32
2,2005-07-27 10:32:58,102,7247,0.99,2005-07-27 10:32:58,2,1445,2753,2005-07-29 05:00:58
1,2005-07-28 22:30:27,102,8186,0.99,2005-07-28 22:30:27,1,4255,2755,2005-07-31 21:08:27
1,2005-08-02 11:00:32,102,11183,4.99,2005-08-02 11:00:32,2,833,2764,2005-08-04 08:59:32
1,2005-05-26 12:40:23,103,240,7.99,2005-05-26 12:40:23,1,3420,2769,2005-06-04 07:22:23
2,2005-06-15 16:22:38,103,1396,4.99,2005-06-15 16:22:38,2,1007,2771,2005-06-17 15:53:38
1,2005-06-18 01:50:27,103,2197,0.99,2005-06-18 01:50:27,2,3350,2773,2005-06-19 01:31:27
1,2005-07-07 11:53:49,103,4213,2.99,2005-07-07 11:53:49,1,705,2778,2005-07-13 07:51:49
2,2005-07-08 19:23:16,103,4872,4.99,2005-07-08 19:23:16,2,1836,2780,2005-07-10 14:17:16
2,2005-07-09 09:00:28,103,5163,4.99,2005-07-09 09:00:28,2,1486,2781,2005-07-17 08:07:28
2,2005-08-21 06:58:49,103,14289,4.99,2005-08-21 06:58:49,2,1185,2793,2005-08-25 11:29:49
2,2005-08-22 23:13:10,103,15401,8.99,2005-08-22 23:13:10,1,1721,2794,2005-09-01 03:44:10
1,2005-08-23 01:13:52,103,15461,5.99,2005-08-23 01:13:52,1,4542,2795,2005-08-30 00:44:52
1,2005-08-23 01:22:12,103,15467,3.99,2005-08-23 01:22:12,2,3658,2796,2005-08-29 23:42:12
2,2005-08-23 22:43:07,103,16048,8.99,2005-08-23 22:43:07,1,2019,2799,2005-08-31 21:33:07
2,2005-05-29 19:08:20,104,808,3.99,2005-05-29 19:08:20,2,1928,2801,2005-06-06 20:32:20
2,2005-06-15 08:41:38,104,1287,3.99,2005-06-15 08:41:38,1,4204,2802,2005-06-22 14:02:38
1,2005-07-08 03:26:20,104,4529,7.99,2005-07-08 03:26:20,1,1361,2809,2005-07-16 05:04:20
1,2005-08-18 11:17:07,104,12453,3.99,2005-08-18 11:17:07,1,2487,2817,2005-08-25 12:34:07
1,2005-08-19 07:45:42,104,13005,0.99,2005-08-19 07:45:42,2,3417,2818,2005-08-20 12:45:42
1,2005-08-19 13:59:53,104,13179,4.99,2005-08-19 13:59:53,1,1624,2820,2005-08-25 12:10:53
1,2005-08-21 04:43:59,104,14218,3.99,2005-08-21 04:43:59,1,4087,2822,2005-08-27 10:29:59
1,2005-05-29 14:17:17,105,779,6.99,2005-05-29 14:17:17,1,533,2827,2005-06-06 16:46:17
2,2005-07-10 08:41:28,105,5677,4.99,2005-07-10 08:41:28,2,2647,2834,2005-07-12 09:05:28
2,2005-08-19 04:03:34,105,12899,2.99,2005-08-19 04:03:34,2,830,2843,2005-08-20 08:34:34
1,2005-08-20 11:17:03,105,13751,2.99,2005-08-20 11:17:03,2,185,2845,2005-08-22 14:12:03
2,2005-08-23 14:27:07,105,15803,2.99,2005-08-23 14:27:07,2,500,2849,2005-08-28 12:01:07
2,2005-05-28 07:53:38,106,552,3.99,2005-05-28 07:53:38,2,23,2850,2005-06-04 12:45:38
2,2005-05-31 22:37:34,106,1156,0.99,2005-05-31 22:37:34,2,460,2851,2005-06-01 23:02:34
1,2005-07-07 12:43:23,106,4229,4.99,2005-07-07 12:43:23,2,953,2854,2005-07-13 15:00:23
2,2005-07-09 22:24:11,106,5453,3.99,2005-07-09 22:24:11,1,1780,2857,2005-07-19 04:08:11
1,2005-07-28 19:14:17,106,8115,4.99,2005-07-28 19:14:17,2,2080,2861,2005-08-03 14:58:17
2,2005-08-01 01:03:18,106,10213,8.99,2005-08-01 01:03:18,1,1462,2864,2005-08-09 20:07:18
2,2005-07-26 23:11:03,107,6934,6.99,2005-07-26 23:11:03,1,455,2889,2005-08-04 19:18:03
2,2005-07-27 18:02:08,107,7447,4.99,2005-07-27 18:02:08,1,1795,2890,2005-07-29 21:15:08
2,2005-08-19 21:07:22,107,13361,4.99,2005-08-19 21:07:22,2,4289,2897,2005-08-21 21:26:22
1,2005-08-20 02:18:30,107,13510,6.99,2005-08-20 02:18:30,1,691,2898,2005-08-27 01:33:30
1,2005-08-23 05:01:13,107,15560,3.99,2005-08-23 05:01:13,1,3616,2900,2005-09-01 05:02:13
2,2005-05-31 07:47:18,108,1055,0.99,2005-05-31 07:47:18,1,1639,2904,2005-06-03 01:57:18
1,2005-06-15 18:13:46,108,1425,2.99,2005-06-15 18:13:46,2,1308,2906,2005-06-18 22:50:46
1,2005-07-08 09:32:08,108,4650,4.99,2005-07-08 09:32:08,1,2850,2913,2005-07-15 15:20:08
2,2005-07-29 12:18:40,108,8587,4.99,2005-07-29 12:18:40,1,1941,2920,2005-08-03 14:01:40
2,2005-08-02 20:33:35,108,11445,6.99,2005-08-02 20:33:35,2,3340,2924,2005-08-08 16:02:35
2,2005-08-18 17:36:19,108,12625,6.99,2005-08-18 17:36:19,1,2645,2927,2005-08-23 11:42:19
1,2005-08-23 20:45:53,108,16001,2.99,2005-08-23 20:45:53,1,245,2931,2005-08-27 15:52:53
1,2006-02-14 15:16:03,108,15294,4.99,2006-02-14 15:16:03,1,70,2932,
1,2005-05-27 10:26:31,109,386,0.99,2005-05-27 10:26:31,1,1288,2934,2005-05-30 08:32:31
2,2005-05-28 15:58:22,109,622,3.99,2005-05-28 15:58:22,1,2363,2935,2005-06-04 10:13:22
2,2005-06-20 15:01:19,109,3076,5.99,2005-06-20 15:01:19,2,1344,2944,2005-06-28 16:53:19
2,2005-07-12 22:32:58,109,6920,6.99,2005-07-12 22:32:58,2,2301,2948,2005-07-19 20:29:58
2,2005-08-17 23:52:26,109,12137,6.99,2005-08-17 23:52:26,1,3632,2955,2005-08-27 00:19:26
2,2005-05-28 06:21:05,110,538,1.99,2005-05-28 06:21:05,2,2262,2960,2005-06-02 01:22:05
2,2005-07-08 17:46:30,110,4827,4.99,2005-07-08 17:46:30,2,4455,2964,2005-07-11 14:12:30
1,2005-07-27 19:07:17,110,7474,0.99,2005-07-27 19:07:17,1,2971,2966,2005-07-30 00:37:17
1,2005-07-27 22:40:06,110,7570,2.99,2005-07-27 22:40:06,1,3189,2968,2005-07-28 23:14:06
1,2005-08-20 10:05:30,110,13723,2.99,2005-08-20 10:05:30,2,411,2971,2005-08-27 07:43:30
2,2005-05-28 02:06:37,111,505,2.99,2005-05-28 02:06:37,1,71,2973,2005-05-29 06:57:37
1,2005-06-16 05:14:52,111,1593,6.99,2005-06-16 05:14:52,2,766,2974,2005-06-24 08:00:52
2,2005-06-20 15:53:59,111,3087,2.99,2005-06-20 15:53:59,2,1305,2978,2005-06-27 10:54:59
2,2005-06-21 10:01:36,111,3333,2.99,2005-06-21 10:01:36,2,3688,2979,2005-06-25 10:27:36
2,2005-07-06 22:19:17,111,3963,9.99,2005-07-06 22:19:17,2,3912,2982,2005-07-15 01:22:17
1,2005-07-07 14:05:17,111,4249,4.99,2005-07-07 14:05:17,2,4185,2983,2005-07-10 09:21:17
2,2005-07-29 10:20:19,111,8525,0.99,2005-07-29 10:20:19,2,1322,2986,2005-07-30 05:49:19
2,2005-08-02 13:27:11,111,11239,2.99,2005-08-02 13:27:11,1,189,2992,2005-08-03 14:36:11
2,2005-08-18 02:08:48,111,12196,3.99,2005-08-18 02:08:48,1,4302,2993,2005-08-26 00:39:48
2,2005-08-19 16:48:37,111,13251,2.99,2005-08-19 16:48:37,1,4216,2994,2005-08-20 16:33:37
2,2005-06-17 06:50:46,112,1930,2.99,2005-06-17 06:50:46,2,79,3002,2005-06-19 08:51:46
2,2005-06-20 11:10:35,112,3018,2.99,2005-06-20 11:10:35,2,4150,3004,2005-06-25 07:17:35
2,2005-07-28 03:30:09,112,7691,4.99,2005-07-28 03:30:09,1,1579,3008,2005-07-29 21:31:09
1,2005-07-31 18:49:12,112,10038,2.99,2005-07-31 18:49:12,1,3727,3015,2005-08-01 18:02:12
1,2005-08-17 03:08:10,112,11599,7.99,2005-08-17 03:08:10,2,3749,3018,2005-08-25 05:01:10
2,2005-08-17 13:56:01,112,11863,3.99,2005-08-17 13:56:01,1,1003,3020,2005-08-23 18:38:01
2,2005-08-20 22:08:55,112,14049,5.99,2005-08-20 22:08:55,1,1335,3023,2005-08-28 20:24:55
2,2005-07-06 07:55:30,113,3657,5.99,2005-07-06 07:55:30,1,4134,3037,2005-07-11 07:18:30
1,2005-07-12 18:58:05,113,6836,0.99,2005-07-12 18:58:05,1,2744,3044,2005-07-15 17:45:05
2,2005-07-27 23:23:03,113,7587,2.99,2005-07-27 23:23:03,1,655,3046,2005-08-01 17:34:03
2,2005-08-01 13:48:02,113,10578,1.99,2005-08-01 13:48:02,1,3704,3050,2005-08-07 13:40:02
1,2005-08-23 06:31:24,113,15600,1.99,2005-08-23 06:31:24,1,2260,3056,2005-08-28 06:53:24
1,2005-08-23 13:18:16,113,15770,2.99,2005-08-23 13:18:16,1,1424,3057,2005-08-29 11:31:16
2,2005-06-20 20:14:20,114,3144,5.99,2005-06-20 20:14:20,1,1300,3064,2005-06-30 01:46:20
1,2005-07-06 20:38:02,114,3924,2.99,2005-07-06 20:38:02,2,187,3066,2005-07-11 23:35:02
2,2005-07-27 13:19:03,114,7316,2.99,2005-07-27 13:19:03,2,3344,3073,2005-07-28 07:43:03
2,2005-08-23 08:19:55,114,15646,3.99,2005-08-23 08:19:55,1,3217,3088,2005-08-29 02:32:55
2,2005-06-15 13:37:38,115,1361,0.99,2005-06-15 13:37:38,1,4338,3094,2005-06-19 17:08:38
1,2005-07-08 16:06:51,115,4780,1.99,2005-07-08 16:06:51,1,2740,3099,2005-07-13 18:34:51
2,2005-07-11 07:31:08,115,6113,2.99,2005-07-11 07:31:08,2,4437,3102,2005-07-20 11:01:08
1,2005-07-12 06:04:22,115,6574,5.99,2005-07-12 06:04:22,2,621,3104,2005-07-18 03:19:22
1,2005-07-12 16:49:11,115,6798,6.99,2005-07-12 16:49:11,2,275,3105,2005-07-19 12:11:11
1,2005-07-29 12:42:13,115,8594,4.99,2005-07-29 12:42:13,1,4155,3109,2005-08-02 07:38:13
2,2005-07-31 02:54:31,115,9578,0.99,2005-07-31 02:54:31,1,2965,3110,2005-08-02 02:48:31
2,2005-08-20 19:02:34,115,13977,0.99,2005-08-20 19:02:34,1,1126,3117,2005-08-24 14:14:34
2,2005-08-23 00:57:12,115,15452,0.99,2005-08-23 00:57:12,1,717,3119,2005-08-28 00:19:12
2,2005-08-01 02:38:42,116,10250,1.99,2005-08-01 02:38:42,2,3706,3138,2005-08-07 03:59:42
1,2005-08-20 01:04:32,116,13474,0.99,2005-08-20 01:04:32,2,1209,3144,2005-08-21 20:26:32
1,2005-05-29 02:18:54,117,700,0.99,2005-05-29 02:18:54,1,500,3148,2005-05-30 05:54:54
2,2005-07-10 00:45:48,117,5506,5.99,2005-07-10 00:45:48,2,2432,3152,2005-07-18 20:35:48
1,2005-07-10 08:21:54,117,5673,0.99,2005-07-10 08:21:54,2,4018,3153,2005-07-11 05:54:54
1,2005-07-11 05:52:50,117,6093,9.99,2005-07-11 05:52:50,1,1868,3154,2005-07-20 11:45:50
2,2005-08-02 21:47:07,117,11467,3.99,2005-08-02 21:47:07,1,246,3159,2005-08-09 00:50:07
1,2005-08-18 15:37:42,117,12575,6.99,2005-08-18 15:37:42,1,3441,3162,2005-08-25 19:17:42
2,2005-06-18 03:12:29,118,2217,0.99,2005-06-18 03:12:29,1,2260,3169,2005-06-20 06:08:29
1,2005-07-27 08:49:08,118,7196,2.99,2005-07-27 08:49:08,1,2998,3175,2005-07-29 03:54:08
1,2005-07-30 00:22:31,118,8881,4.99,2005-07-30 00:22:31,1,2012,3180,2005-08-04 19:10:31
2,2005-07-31 19:04:35,118,10045,1.99,2005-07-31 19:04:35,1,58,3181,2005-08-07 16:53:35
2,2005-08-21 10:23:10,118,14394,5.99,2005-08-21 10:23:10,1,4555,3184,2005-08-28 09:33:10
1,2005-08-22 05:15:17,118,14924,2.99,2005-08-22 05:15:17,1,4189,3186,2005-08-23 10:11:17
2,2005-05-25 09:41:01,119,67,0.99,2005-05-25 09:41:01,2,239,3188,2005-05-27 13:46:01
2,2005-05-28 06:40:25,119,540,6.99,2005-05-28 06:40:25,1,3321,3190,2005-06-06 00:47:25
1,2005-07-09 09:39:31,119,5176,5.99,2005-07-09 09:39:31,2,328,3195,2005-07-17 11:56:31
1,2005-07-29 03:08:30,119,8304,4.99,2005-07-29 03:08:30,2,4431,3201,2005-08-02 03:04:30
1,2005-07-31 20:47:29,119,10101,0.99,2005-07-31 20:47:29,1,2513,3203,2005-08-04 21:28:29
1,2005-08-01 17:30:35,119,10681,4.99,2005-08-01 17:30:35,2,1468,3206,2005-08-02 14:48:35
2,2005-08-18 15:38:31,119,12576,2.99,2005-08-18 15:38:31,2,329,3209,2005-08-22 21:29:31
2,2005-08-19 01:57:21,119,12842,6.99,2005-08-19 01:57:21,1,2540,3211,2005-08-28 01:10:21
2,2005-08-21 08:54:53,119,14349,3.99,2005-08-21 08:54:53,1,96,3213,2005-08-30 14:27:53
1,2005-06-19 19:18:27,120,2803,9.99,2005-06-19 19:18:27,1,103,3228,2005-06-27 21:48:27
1,2005-07-08 22:42:47,120,4942,1.99,2005-07-08 22:42:47,2,4467,3234,2005-07-15 04:36:47
2,2005-07-09 15:13:07,120,5288,1.99,2005-07-09 15:13:07,1,850,3235,2005-07-16 12:39:07
2,2005-07-31 14:39:50,120,9907,6.99,2005-07-31 14:39:50,1,4282,3241,2005-08-09 09:39:50
1,2005-08-02 03:08:29,120,10940,3.99,2005-08-02 03:08:29,2,3760,3244,2005-08-07 21:28:29
2,2005-08-02 09:15:45,120,11133,0.99,2005-08-02 09:15:45,1,675,3245,2005-08-04 10:39:45
2,2005-08-19 21:31:31,120,13375,7.99,2005-08-19 21:31:31,1,949,3247,2005-08-29 00:17:31
1,2005-08-20 20:07:15,120,14001,2.99,2005-08-20 20:07:15,2,1318,3248,2005-08-27 00:50:15
1,2005-06-16 08:16:05,121,1634,2.99,2005-06-16 08:16:05,1,3990,3255,2005-06-17 04:49:05
1,2005-06-16 22:45:03,121,1833,1.99,2005-06-16 22:45:03,2,1337,3256,2005-06-20 22:02:03
1,2005-07-29 05:16:21,121,8370,6.99,2005-07-29 05:16:21,1,1206,3262,2005-08-06 23:16:21
2,2005-07-30 00:15:09,121,8875,2.99,2005-07-30 00:15:09,2,1294,3264,2005-08-04 02:54:09
2,2005-08-18 03:37:31,121,12242,1.99,2005-08-18 03:37:31,1,2095,3268,2005-08-25 06:50:31
1,2005-08-19 03:28:13,121,12881,5.99,2005-08-19 03:28:13,1,1432,3271,2005-08-25 05:25:13
2,2005-08-21 11:02:09,121,14412,9.99,2005-08-21 11:02:09,1,212,3275,2005-08-29 06:44:09
2,2005-06-18 04:28:27,122,2240,3.99,2005-06-18 04:28:27,2,1409,3284,2005-06-22 07:48:27
2,2005-06-19 21:41:46,122,2834,1.99,2005-06-19 21:41:46,1,2876,3288,2005-06-24 20:47:46
2,2005-07-06 23:25:13,122,3986,4.99,2005-07-06 23:25:13,2,3737,3290,2005-07-09 21:26:13
1,2005-07-07 13:23:17,122,4239,7.99,2005-07-07 13:23:17,1,3866,3291,2005-07-13 17:49:17
1,2005-07-27 11:22:55,122,7267,2.99,2005-07-27 11:22:55,1,3661,3298,2005-08-01 08:13:55
2,2005-08-18 12:22:40,122,12476,4.99,2005-08-18 12:22:40,2,2784,3307,2005-08-20 17:29:40
1,2005-08-20 13:01:43,122,13812,4.99,2005-08-20 13:01:43,2,2788,3310,2005-08-22 16:32:43
2,2005-08-21 19:51:09,122,14666,5.99,2005-08-21 19:51:09,2,2560,3311,2005-08-30 22:42:09
1,2005-05-30 23:47:56,123,992,2.99,2005-05-30 23:47:56,1,3572,3312,2005-06-05 19:01:56
1,2005-07-08 18:54:07,123,4860,8.99,2005-07-08 18:54:07,2,428,3319,2005-07-17 15:09:07
2,2005-07-27 21:32:39,123,7535,4.99,2005-07-27 21:32:39,1,772,3320,2005-08-05 23:42:39
2,2005-07-28 06:44:03,123,7768,0.99,2005-07-28 06:44:03,1,2450,3322,2005-07-29 09:46:03
1,2005-07-28 09:34:29,123,7852,2.99,2005-07-28 09:34:29,1,3462,3323,2005-07-30 05:48:29
1,2005-08-18 07:46:35,123,12360,2.99,2005-08-18 07:46:35,1,929,3329,2005-08-26 12:01:35
2,2005-08-22 14:25:21,123,15152,7.99,2005-08-22 14:25:21,1,739,3332,2005-08-31 14:28:21
1,2005-08-23 07:13:43,123,15621,1.99,2005-08-23 07:13:43,1,3832,3334,2005-08-29 08:19:43
1,2005-07-10 03:30:17,124,5566,2.99,2005-07-10 03:30:17,1,1343,3343,2005-07-13 06:32:17
1,2005-07-27 21:01:41,124,7519,6.99,2005-07-27 21:01:41,1,4009,3345,2005-08-05 19:15:41
2,2005-08-02 22:47:00,124,11493,5.99,2005-08-02 22:47:00,2,3375,3349,2005-08-10 20:53:00
1,2005-06-20 18:05:57,125,3118,4.99,2005-06-20 18:05:57,1,1258,3358,2005-06-23 23:01:57
2,2005-07-29 05:25:30,125,8375,2.99,2005-07-29 05:25:30,2,3634,3367,2005-08-04 01:43:30
1,2005-07-30 09:51:21,125,9129,9.99,2005-07-30 09:51:21,2,2658,3370,2005-08-07 08:50:21
1,2005-07-30 23:55:20,125,9496,4.99,2005-07-30 23:55:20,2,453,3371,2005-08-02 02:47:20
1,2005-08-01 13:54:35,125,10583,2.99,2005-08-01 13:54:35,1,704,3375,2005-08-03 18:21:35
1,2005-08-17 11:49:28,125,11806,4.99,2005-08-17 11:49:28,1,3203,3378,2005-08-22 15:42:28
1,2005-08-17 21:54:55,125,12075,4.99,2005-08-17 21:54:55,1,3147,3381,2005-08-23 23:04:55
2,2005-08-21 12:38:09,125,14456,2.99,2005-08-21 12:38:09,1,2520,3384,2005-08-26 08:29:09
1,2005-05-29 10:14:15,126,752,4.99,2005-05-29 10:14:15,1,1720,3387,2005-06-04 06:30:15
2,2005-05-31 07:33:25,126,1054,4.99,2005-05-31 07:33:25,2,1575,3388,2005-06-02 01:40:25
2,2005-08-17 03:50:33,126,11613,4.99,2005-08-17 03:50:33,2,2486,3404,2005-08-25 00:37:33
2,2005-08-19 07:21:24,126,12991,2.99,2005-08-19 07:21:24,2,2227,3407,2005-08-21 04:31:24
2,2005-08-21 13:32:38,126,14477,2.99,2005-08-21 13:32:38,2,1564,3410,2005-08-25 18:02:38
1,2005-08-23 21:02:43,126,16007,7.99,2005-08-23 21:02:43,2,3236,3413,2005-08-30 23:37:43
1,2005-08-01 21:35:01,127,10787,10.99,2005-08-01 21:35:01,1,3246,3427,2005-08-10 23:30:01
1,2005-08-02 04:09:42,127,10973,7.99,2005-08-02 04:09:42,2,3562,3428,2005-08-08 05:24:42
2,2005-08-19 09:07:13,127,13043,4.99,2005-08-19 09:07:13,1,24,3432,2005-08-27 07:49:13
2,2005-08-20 21:23:54,127,14030,2.99,2005-08-20 21:23:54,1,1027,3434,2005-08-27 01:19:54
2,2005-08-23 11:40:30,127,15736,5.99,2005-08-23 11:40:30,1,4272,3437,2005-08-30 12:40:30
2,2005-07-06 23:43:03,128,3995,5.99,2005-07-06 23:43:03,2,3990,3443,2005-07-13 04:13:03
1,2005-07-09 14:23:46,128,5270,2.99,2005-07-09 14:23:46,1,1523,3444,2005-07-13 15:04:46
2,2005-07-12 01:50:15,128,6481,6.99,2005-07-12 01:50:15,1,2392,3448,2005-07-20 03:03:15
2,2005-07-30 13:11:11,128,9215,5.99,2005-07-30 13:11:11,1,3591,3452,2005-08-06 13:06:11
1,2005-07-30 21:28:17,128,9433,5.99,2005-07-30 21:28:17,2,1082,3454,2005-08-08 18:20:17
2,2005-08-18 21:55:38,128,12731,2.99,2005-08-18 21:55:38,1,1719,3459,2005-08-23 20:30:38
2,2005-08-19 08:25:16,128,13027,0.99,2005-08-19 08:25:16,1,3756,3462,2005-08-25 13:42:16
1,2005-06-21 01:43:26,129,3219,3.99,2005-06-21 01:43:26,2,3024,3475,2005-06-28 23:50:26
2,2005-07-06 19:21:28,129,3900,4.99,2005-07-06 19:21:28,2,1497,3477,2005-07-15 21:06:28
2,2005-07-06 21:15:03,129,3936,0.99,2005-07-06 21:15:03,2,4258,3478,2005-07-08 17:45:03
1,2005-07-08 20:23:15,129,4896,2.99,2005-07-08 20:23:15,1,3006,3481,2005-07-10 15:38:15
2,2005-07-31 11:49:00,129,9823,4.99,2005-07-31 11:49:00,2,4423,3487,2005-08-07 09:06:00
1,2005-07-31 17:09:36,129,9983,7.99,2005-07-31 17:09:36,1,350,3488,2005-08-08 20:26:36
1,2005-08-20 16:42:53,129,13915,4.99,2005-08-20 16:42:53,2,1180,3499,2005-08-23 20:30:53
2,2005-06-17 01:39:47,130,1864,2.99,2005-06-17 01:39:47,2,1815,3507,2005-06-24 19:39:47
2,2005-06-18 07:37:48,130,2292,2.99,2005-06-18 07:37:48,2,173,3509,2005-06-20 02:45:48
1,2005-06-20 08:38:29,130,2982,6.99,2005-06-20 08:38:29,1,2574,3511,2005-06-28 13:21:29
2,2005-07-31 08:33:08,130,9724,5.99,2005-07-31 08:33:08,1,518,3519,2005-08-08 04:50:08
2,2005-08-01 13:17:28,130,10568,2.99,2005-08-01 13:17:28,1,3009,3520,2005-08-08 17:04:28
2,2005-08-01 15:52:01,130,10645,5.99,2005-08-01 15:52:01,1,3864,3521,2005-08-09 18:58:01
1,2005-08-18 23:39:22,130,12777,6.99,2005-08-18 23:39:22,1,3467,3524,2005-08-27 20:28:22
2,2005-08-21 00:59:01,130,14111,0.99,2005-08-21 00:59:01,2,1294,3525,2005-08-22 20:43:01
1,2005-08-23 13:29:08,130,15777,4.99,2005-08-23 13:29:08,2,4241,3527,2005-08-27 18:50:08
1,2005-05-25 12:30:15,131,83,4.99,2005-05-25 12:30:15,1,466,3529,2005-05-27 15:40:15
1,2005-07-06 00:48:55,131,3515,2.99,2005-07-06 00:48:55,1,3220,3533,2005-07-09 00:15:55
1,2005-07-09 19:42:37,131,5395,4.99,2005-07-09 19:42:37,1,4428,3535,2005-07-10 15:39:37
1,2005-07-10 05:09:52,131,5610,2.99,2005-07-10 05:09:52,2,481,3536,2005-07-13 07:08:52
1,2005-07-27 22:18:19,131,7557,2.99,2005-07-27 22:18:19,1,3152,3539,2005-07-29 00:24:19
1,2005-08-17 17:55:58,131,11973,2.99,2005-08-17 17:55:58,2,1472,3548,2005-08-21 19:55:58
1,2005-06-16 23:53:42,132,1843,0.99,2005-06-16 23:53:42,2,2714,3558,2005-06-22 18:33:42
1,2005-06-18 15:18:49,132,2384,0.99,2005-06-18 15:18:49,1,3378,3560,2005-06-21 18:10:49
1,2005-07-06 10:18:01,132,3706,0.99,2005-07-06 10:18:01,2,681,3564,2005-07-09 09:07:01
2,2005-07-08 20:50:05,132,4903,0.99,2005-07-08 20:50:05,1,1769,3569,2005-07-13 15:27:05
2,2005-07-10 10:48:03,132,5715,1.99,2005-07-10 10:48:03,1,1638,3573,2005-07-18 11:27:03
1,2005-07-11 14:20:48,132,6239,6.99,2005-07-11 14:20:48,2,4107,3574,2005-07-17 13:41:48
1,2005-07-28 01:01:15,132,7631,1.99,2005-07-28 01:01:15,2,2437,3577,2005-08-01 06:16:15
2,2005-08-01 02:18:46,132,10243,4.99,2005-08-01 02:18:46,1,2236,3578,2005-08-06 21:45:46
2,2005-08-01 15:07:04,132,10619,3.99,2005-08-01 15:07:04,2,2189,3580,2005-08-07 11:42:04
1,2005-08-23 16:30:55,132,15874,4.99,2005-08-23 16:30:55,1,621,3585,2005-08-28 20:57:55
2,2005-06-21 12:55:48,133,3365,0.99,2005-06-21 12:55:48,2,657,3591,2005-06-23 13:38:48
2,2005-07-08 05:18:50,133,4566,2.99,2005-07-08 05:18:50,1,4302,3593,2005-07-15 01:53:50
2,2005-07-09 04:37:31,133,5063,2.99,2005-07-09 04:37:31,2,1027,3596,2005-07-13 09:56:31
1,2005-07-27 16:16:37,133,7400,0.99,2005-07-27 16:16:37,2,2874,3600,2005-07-31 12:34:37
1,2005-08-18 10:01:48,133,12419,4.99,2005-08-18 10:01:48,1,3111,3606,2005-08-19 13:40:48
1,2005-08-23 21:07:59,133,16009,6.99,2005-08-23 21:07:59,2,3055,3612,2005-08-29 16:54:59
2,2005-05-29 17:23:43,134,798,0.99,2005-05-29 17:23:43,2,1102,3614,2005-06-01 13:06:43
1,2005-06-16 07:08:38,134,1618,9.99,2005-06-16 07:08:38,2,3741,3617,2005-06-25 05:26:38
2,2005-07-11 13:48:11,134,6226,2.99,2005-07-11 13:48:11,2,2758,3622,2005-07-15 17:18:11
2,2005-07-29 14:59:04,134,8650,1.99,2005-07-29 14:59:04,2,1272,3626,2005-08-04 13:13:04
1,2005-07-12 18:19:57,135,6817,3.99,2005-07-12 18:19:57,1,184,3646,2005-07-19 22:53:57
2,2005-07-27 12:39:48,135,7297,4.99,2005-07-27 12:39:48,2,1855,3647,2005-07-29 17:50:48
1,2005-07-27 22:12:41,135,7554,7.99,2005-07-27 22:12:41,2,1805,3649,2005-08-04 01:34:41
1,2005-07-28 05:08:44,135,7734,0.99,2005-07-28 05:08:44,2,2726,3650,2005-07-30 09:42:44
1,2005-07-29 03:37:07,135,8315,0.99,2005-07-29 03:37:07,2,1420,3651,2005-07-29 23:22:07
1,2005-07-30 04:37:36,135,8987,6.99,2005-07-30 04:37:36,2,1434,3653,2005-08-08 10:14:36
2,2005-07-31 20:23:13,135,10091,4.99,2005-07-31 20:23:13,2,1878,3654,2005-08-02 21:58:13
2,2005-08-02 11:35:53,135,11194,5.99,2005-08-02 11:35:53,1,2732,3658,2005-08-10 11:28:53
1,2005-08-19 08:46:45,135,13035,0.99,2005-08-19 08:46:45,1,4082,3661,2005-08-22 11:42:45
1,2006-02-14 15:16:03,135,13390,0.99,2006-02-14 15:16:03,1,2855,3665,
1,2005-07-10 05:51:12,136,5627,3.99,2005-07-10 05:51:12,2,244,3669,2005-07-17 09:56:12
2,2005-07-11 08:54:09,136,6142,3.99,2005-07-11 08:54:09,2,1722,3670,2005-07-18 05:23:09
1,2005-08-18 04:58:06,136,12287,5.99,2005-08-18 04:58:06,1,2238,3675,2005-08-24 00:06:06
2,2005-08-21 09:53:03,136,14379,0.99,2005-08-21 09:53:03,1,3062,3678,2005-08-24 14:32:03
1,2005-07-09 21:56:09,137,5443,3.99,2005-07-09 21:56:09,2,2951,3692,2005-07-16 00:33:09
1,2005-07-31 08:04:55,137,9709,4.99,2005-07-31 08:04:55,1,2096,3702,2005-08-07 08:58:55
2,2005-08-01 14:16:28,137,10595,4.99,2005-08-01 14:16:28,1,966,3705,2005-08-03 10:37:28
1,2005-08-19 12:55:30,137,13148,0.99,2005-08-19 12:55:30,1,1762,3711,2005-08-21 11:01:30
1,2005-08-20 11:57:06,137,13776,5.99,2005-08-20 11:57:06,1,2439,3713,2005-08-26 10:55:06
1,2005-08-21 23:17:26,137,14754,7.99,2005-08-21 23:17:26,2,2355,3714,2005-08-29 18:55:26
2,2005-06-15 10:26:23,138,1316,0.99,2005-06-15 10:26:23,2,3891,3722,2005-06-21 09:25:23
1,2005-06-19 15:14:55,138,2731,7.99,2005-06-19 15:14:55,2,4218,3724,2005-06-27 14:30:55
