film_id,category_id,category_name,title,description,release_year,language,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating
234,14,Sci-Fi,DISTURBING SCARFACE,A Lacklusture Display of a Crocodile And a Butler who must Overcome a Monkey in A U-Boat,2006,English,,6,2.99,94,27.99,R
430,2,Animation,HOOK CHARIOTS,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,2006,English,,7,0.99,49,23.99,G
471,4,Classics,ISLAND EXORCIST,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,2006,English,,7,2.99,84,23.99,NC-17
745,15,Sports,ROSES TREASURE,A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station,2006,English,,5,4.99,162,23.99,PG-13
357,4,Classics,GILBERT PELICAN,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,2006,English,,7,0.99,114,13.99,G
449,14,Sci-Fi,IDENTITY LOVER,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,2006,English,,4,2.99,119,12.99,PG-13
521,7,Drama,LIES TREATMENT,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,2006,English,,7,4.99,147,28.99,NC-17
799,11,Horror,SIMON NORTH,A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank,2006,English,,3,0.99,51,26.99,NC-17
698,6,Documentary,PRINCESS GIANT,A Thrilling Yarn of a Pastry Chef And a Monkey who must Battle a Monkey in A Shark Tank,2006,English,,3,2.99,71,29.99,NC-17
34,11,Horror,ARABIA DOGMA,A Touching Epistle of a Madman And a Mad Cow who must Defeat a Student in Nigeria,2006,English,,6,0.99,62,29.99,NC-17
613,5,Comedy,MYSTIC TRUMAN,A Epic Yarn of a Teacher And a Hunter who must Outgun a Explorer in Soviet Georgia,2006,English,,5,0.99,92,19.99,NC-17
259,2,Animation,DUCK RACER,A Lacklusture Yarn of a Teacher And a Squirrel who must Overcome a Dog in A Shark Tank,2006,English,,4,2.99,116,15.99,NC-17
666,7,Drama,PAYCHECK WAIT,A Awe-Inspiring Reflection of a Boy And a Man who must Discover a Moose in The Sahara Desert,2006,English,,4,4.99,145,27.99,PG-13
885,11,Horror,TEXAS WATCH,A Awe-Inspiring Yarn of a Student And a Teacher who must Fight a Teacher in An Abandoned Amusement Park,2006,English,,7,0.99,179,22.99,NC-17
883,3,Children,TEQUILA PAST,A Action-Packed Panorama of a Mad Scientist And a Robot who must Challenge a Student in Nigeria,2006,English,,6,4.99,53,17.99,PG
261,6,Documentary,DUFFEL APOCALYPSE,A Emotional Display of a Boat And a Explorer who must Challenge a Madman in A MySQL Convention,2006,English,,5,0.99,171,13.99,G
204,7,Drama,DALMATIONS SWEDEN,A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse,2006,English,,4,0.99,106,25.99,PG
949,10,Games,VOLCANO TEXAS,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,2006,English,,6,0.99,157,27.99,NC-17
200,10,Games,CURTAIN VIDEOTAPE,A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank,2006,English,,7,0.99,133,27.99,PG-13
945,6,Documentary,VIRGINIAN PLUTO,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,2006,English,,5,0.99,164,22.99,R
87,16,Travel,BOONDOCK BALLROOM,A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico,2006,English,,7,0.99,76,14.99,NC-17
12,12,Music,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,English,,6,0.99,136,22.99,PG
713,6,Documentary,RAINBOW SHOCK,A Action-Packed Story of a Hunter And a Boy who must Discover a Lumberjack in Ancient India,2006,English,,3,4.99,74,14.99,PG
934,10,Games,VANILLA DAY,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,2006,English,,7,4.99,122,20.99,NC-17
525,4,Classics,LOATHING LEGALLY,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,2006,English,,4,0.99,140,29.99,R
532,15,Sports,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,English,,5,4.99,80,28.99,PG
373,3,Children,GRADUATE LORD,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,2006,English,,7,2.99,156,14.99,G
638,5,Comedy,OPERATION OPERATION,A Intrepid Character Study of a Man And a Frisbee who must Overcome a Madman in Ancient China,2006,English,,7,2.99,156,23.99,G
687,6,Documentary,POCUS PULP,A Intrepid Yarn of a Frisbee And a Dog who must Build a Astronaut in A Baloon Factory,2006,English,,6,0.99,138,15.99,NC-17
245,2,Animation,DOUBLE WRATH,A Thoughtful Yarn of a Womanizer And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,English,,4,0.99,177,28.99,R
739,7,Drama,ROCKY WAR,A Fast-Paced Display of a Squirrel And a Explorer who must Outgun a Mad Scientist in Nigeria,2006,English,,4,4.99,145,17.99,PG-13
143,7,Drama,CHILL LUCK,A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies,2006,English,,6,0.99,142,17.99,PG
546,10,Games,MADRE GABLES,A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station,2006,English,,7,2.99,98,27.99,PG-13
923,7,Drama,UNFAITHFUL KILL,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,2006,English,,7,2.99,78,12.99,R
260,15,Sports,DUDE BLINDNESS,A Stunning Reflection of a Husband And a Lumberjack who must Face a Frisbee in An Abandoned Fun House,2006,English,,3,4.99,132,9.99,G
836,15,Sports,SQUAD FISH,A Fast-Paced Display of a Pastry Chef And a Dog who must Kill a Teacher in Berlin,2006,English,,3,2.99,136,14.99,PG
975,8,Family,WILLOW TRACY,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,2006,English,,6,2.99,137,22.99,R
284,12,Music,ENEMY ODDS,A Fanciful Panorama of a Mad Scientist And a Woman who must Pursue a Astronaut in Ancient India,2006,English,,5,4.99,77,23.99,NC-17
588,3,Children,MODEL FISH,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,2006,English,,4,4.99,175,11.99,NC-17
150,6,Documentary,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,English,,7,2.99,101,9.99,PG
942,7,Drama,VIETNAM SMOOCHY,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,2006,English,,7,0.99,174,27.99,PG-13
183,8,Family,CONVERSATION DOWNHILL,A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention,2006,English,,4,4.99,112,14.99,R
863,14,Sci-Fi,SUN CONFESSIONS,A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park,2006,English,,5,0.99,141,9.99,R
127,5,Comedy,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,2006,English,,5,4.99,112,14.99,G
273,8,Family,EFFECT GLADIATOR,A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse,2006,English,,6,0.99,107,14.99,PG
398,12,Music,HANOVER GALAXY,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,2006,English,,5,4.99,47,21.99,NC-17
17,12,Music,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,English,,3,0.99,82,14.99,R
558,13,New,MANNEQUIN WORST,A Astounding Saga of a Mad Cow And a Pastry Chef who must Discover a Husband in Ancient India,2006,English,,3,2.99,71,18.99,PG-13
915,1,Action,TRUMAN CRAZY,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,2006,English,,7,4.99,92,9.99,G
757,6,Documentary,SAGEBRUSH CLUELESS,A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan,2006,English,,4,2.99,106,28.99,G
176,15,Sports,CONGENIALITY QUEST,A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon,2006,English,,6,0.99,87,21.99,PG-13
27,15,Sports,ANONYMOUS HUMAN,A Amazing Reflection of a Database Administrator And a Astronaut who must Outrace a Database Administrator in A Shark Tank,2006,English,,7,0.99,179,12.99,NC-17
542,1,Action,LUST LOCK,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,2006,English,,3,2.99,52,28.99,G
604,5,Comedy,MULAN MOON,A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon,2006,English,,4,0.99,160,10.99,G
5,8,Family,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,English,,6,2.99,130,22.99,G
282,7,Drama,ENCOUNTERS CURTAIN,A Insightful Epistle of a Pastry Chef And a Womanizer who must Build a Boat in New Orleans,2006,English,,5,0.99,92,20.99,NC-17
609,16,Travel,MUSCLE BRIGHT,A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India,2006,English,,7,2.99,185,23.99,G
947,9,Foreign,VISION TORQUE,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,2006,English,,5,0.99,59,16.99,PG-13
85,6,Documentary,BONNIE HOLOCAUST,A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan,2006,English,,4,0.99,63,29.99,G
310,10,Games,FEVER EMPIRE,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,2006,English,,5,4.99,158,20.99,R
325,2,Animation,FLOATS GARDEN,A Action-Packed Epistle of a Robot And a Car who must Chase a Boat in Ancient Japan,2006,English,,6,2.99,145,29.99,PG-13
203,14,Sci-Fi,DAISY MENAGERIE,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,2006,English,,5,4.99,84,9.99,G
701,10,Games,PSYCHO SHRUNK,A Amazing Panorama of a Crocodile And a Explorer who must Fight a Husband in Nigeria,2006,English,,5,2.99,155,11.99,PG-13
324,5,Comedy,FLINTSTONES HAPPINESS,A Fateful Story of a Husband And a Moose who must Vanquish a Boy in California,2006,English,,3,4.99,148,11.99,PG-13
379,7,Drama,GREEDY ROOTS,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,2006,English,,7,0.99,166,14.99,R
108,13,New,BUTCH PANTHER,A Lacklusture Yarn of a Feminist And a Database Administrator who must Face a Hunter in New Orleans,2006,English,,6,0.99,67,19.99,PG-13
744,4,Classics,ROOTS REMEMBER,A Brilliant Drama of a Mad Cow And a Hunter who must Escape a Hunter in Berlin,2006,English,,4,0.99,89,23.99,PG-13
467,9,Foreign,INTRIGUE WORST,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,2006,English,,6,0.99,181,10.99,G
223,2,Animation,DESIRE ALIEN,A Fast-Paced Tale of a Dog And a Forensic Psychologist who must Meet a Astronaut in The First Manned Space Station,2006,English,,7,2.99,76,24.99,NC-17
50,8,Family,BAKED CLEOPATRA,A Stunning Drama of a Forensic Psychologist And a Husband who must Overcome a Waitress in A Monastery,2006,English,,3,2.99,182,20.99,G
678,15,Sports,PICKUP DRIVING,A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory,2006,English,,3,2.99,77,23.99,G
51,12,Music,BALLOON HOMEWARD,A Insightful Panorama of a Forensic Psychologist And a Mad Cow who must Build a Mad Scientist in The First Manned Space Station,2006,English,,5,2.99,75,10.99,NC-17
756,5,Comedy,SADDLE ANTITRUST,A Stunning Epistle of a Feminist And a A Shark who must Battle a Woman in An Abandoned Fun House,2006,English,,7,2.99,80,10.99,PG-13
590,13,New,MONEY HAROLD,A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia,2006,English,,3,2.99,135,17.99,PG
522,5,Comedy,LIFE TWISTED,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,2006,English,,4,2.99,137,9.99,NC-17
128,9,Foreign,CATCH AMISTAD,A Boring Reflection of a Lumberjack And a Feminist who must Discover a Woman in Nigeria,2006,English,,7,0.99,183,10.99,G
323,15,Sports,FLIGHT LIES,A Stunning Character Study of a Crocodile And a Pioneer who must Pursue a Teacher in New Orleans,2006,English,,7,4.99,179,22.99,R
316,10,Games,FIRE WOLVES,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,2006,English,,5,4.99,173,18.99,R
591,10,Games,MONSOON CAUSE,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat,2006,English,,6,4.99,182,20.99,PG
457,6,Documentary,INDEPENDENCE HOTEL,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,2006,English,,5,0.99,157,21.99,NC-17
816,2,Animation,SNOWMAN ROLLERCOASTER,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,2006,English,,3,0.99,62,27.99,G
142,6,Documentary,CHICKEN HELLFIGHTERS,A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia,2006,English,,3,0.99,122,24.99,PG
169,16,Travel,COMFORTS RUSH,A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft,2006,English,,3,2.99,76,19.99,NC-17
134,2,Animation,CHAMPION FLATLINERS,A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery,2006,English,,4,4.99,51,21.99,PG
829,8,Family,SPINAL ROCKY,A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California,2006,English,,7,2.99,138,12.99,PG-13
726,9,Foreign,RESERVOIR ADAPTATION,A Intrepid Drama of a Teacher And a Moose who must Kill a Car in California,2006,English,,7,2.99,61,29.99,PG-13
644,2,Animation,OSCAR GOLD,A Insightful Tale of a Database Administrator And a Dog who must Face a Madman in Soviet Georgia,2006,English,,7,2.99,115,29.99,PG
684,10,Games,PIZZA JUMANJI,A Epic Saga of a Cat And a Squirrel who must Outgun a Robot in A U-Boat,2006,English,,4,2.99,173,11.99,NC-17
967,14,Sci-Fi,WEEKEND PERSONAL,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,2006,English,,5,2.99,134,26.99,R
391,8,Family,HALF OUTFIELD,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,2006,English,,6,2.99,146,25.99,PG-13
463,15,Sports,INSTINCT AIRPORT,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,2006,English,,4,2.99,116,21.99,PG
925,6,Documentary,UNITED PILOT,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,2006,English,,3,0.99,164,27.99,R
369,14,Sci-Fi,GOODFELLAS SALUTE,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,2006,English,,4,4.99,56,22.99,PG
199,6,Documentary,CUPBOARD SINNERS,A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park,2006,English,,4,2.99,56,29.99,R
156,6,Documentary,CLERKS ANGELS,A Thrilling Display of a Sumo Wrestler And a Girl who must Confront a Man in A Baloon,2006,English,,3,4.99,164,15.99,G
732,1,Action,RINGS HEARTBREAKERS,A Amazing Yarn of a Sumo Wrestler And a Boat who must Conquer a Waitress in New Orleans,2006,English,,5,0.99,58,17.99,G
76,12,Music,BIRDCAGE CASPER,A Fast-Paced Saga of a Frisbee And a Astronaut who must Overcome a Feminist in Ancient India,2006,English,,4,0.99,103,23.99,NC-17
988,16,Travel,WORKER TARZAN,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,2006,English,,7,2.99,139,26.99,R
652,4,Classics,PAJAMA JAWBREAKER,A Emotional Drama of a Boy And a Technical Writer who must Redeem a Sumo Wrestler in California,2006,English,,3,0.99,126,14.99,R
905,5,Comedy,TRAINSPOTTING STRANGERS,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,English,,7,4.99,132,10.99,PG-13
418,7,Drama,HOBBIT ALIEN,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,2006,English,,5,0.99,157,27.99,PG-13
53,8,Family,BANG KWAI,A Epic Drama of a Madman And a Cat who must Face a A Shark in An Abandoned Amusement Park,2006,English,,5,2.99,87,25.99,NC-17
233,16,Travel,DISCIPLE MOTHER,A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank,2006,English,,3,0.99,141,17.99,PG
13,11,Horror,ALI FOREVER,A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies,2006,English,,4,4.99,150,21.99,PG
72,6,Documentary,BILL OTHERS,A Stunning Saga of a Mad Scientist And a Forensic Psychologist who must Challenge a Squirrel in A MySQL Convention,2006,English,,6,2.99,93,12.99,PG
650,6,Documentary,PACIFIC AMISTAD,A Thrilling Yarn of a Dog And a Moose who must Kill a Pastry Chef in A Manhattan Penthouse,2006,English,,3,0.99,144,27.99,G
309,8,Family,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,English,,6,0.99,98,29.99,R
776,6,Documentary,SECRET GROUNDHOG,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,2006,English,,6,4.99,90,11.99,PG
73,14,Sci-Fi,BINGO TALENTED,A Touching Tale of a Girl And a Crocodile who must Discover a Waitress in Nigeria,2006,English,,5,2.99,150,22.99,PG-13
216,13,New,DAY UNFAITHFUL,A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat,2006,English,,3,4.99,113,16.99,G
800,11,Horror,SINNERS ATLANTIS,A Epic Display of a Dog And a Boat who must Succumb a Mad Scientist in An Abandoned Mine Shaft,2006,English,,7,2.99,126,19.99,PG-13
321,13,New,FLASH WARS,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,2006,English,,3,4.99,123,21.99,NC-17
485,3,Children,JERSEY SASSY,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,2006,English,,6,4.99,60,16.99,PG
65,11,Horror,BEHAVIOR RUNAWAY,A Unbelieveable Drama of a Student And a Husband who must Outrace a Sumo Wrestler in Berlin,2006,English,,3,4.99,100,20.99,PG
338,14,Sci-Fi,FRISCO FORREST,A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank,2006,English,,6,4.99,51,23.99,PG
881,11,Horror,TEMPLE ATTRACTION,A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia,2006,English,,5,4.99,71,13.99,PG
665,11,Horror,PATTON INTERVIEW,A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin,2006,English,,4,2.99,175,22.99,PG
435,9,Foreign,HOTEL HAPPINESS,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,2006,English,,6,4.99,181,28.99,PG-13
871,5,Comedy,SWEDEN SHINING,A Taut Documentary of a Car And a Robot who must Conquer a Boy in The Canadian Rockies,2006,English,,6,4.99,176,19.99,PG
148,9,Foreign,CHOCOLATE DUCK,A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China,2006,English,,3,2.99,132,13.99,R
348,8,Family,GANDHI KWAI,A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin,2006,English,,7,0.99,86,9.99,PG-13
980,12,Music,WIZARD COLDBLOODED,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,2006,English,,4,4.99,75,12.99,PG
429,15,Sports,HONEY TIES,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,2006,English,,3,0.99,84,29.99,R
107,7,Drama,BUNCH MINDS,A Emotional Story of a Feminist And a Feminist who must Escape a Pastry Chef in A MySQL Convention,2006,English,,4,2.99,63,13.99,G
451,16,Travel,IGBY MAKER,A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory,2006,English,,7,4.99,160,12.99,NC-17
70,2,Animation,BIKINI BORROWERS,A Astounding Drama of a Astronaut And a Cat who must Discover a Woman in The First Manned Space Station,2006,English,,7,4.99,142,26.99,NC-17
182,5,Comedy,CONTROL ANTHEM,A Fateful Documentary of a Robot And a Student who must Battle a Cat in A Monastery,2006,English,,7,4.99,185,9.99,G
625,14,Sci-Fi,NONE SPIKING,A Boring Reflection of a Secret Agent And a Astronaut who must Face a Composer in A Manhattan Penthouse,2006,English,,3,0.99,83,18.99,NC-17
633,4,Classics,OCTOBER SUBMARINE,A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat,2006,English,,6,4.99,54,10.99,PG-13
635,13,New,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,English,,7,0.99,58,15.99,PG
992,6,Documentary,WRATH MILE,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,2006,English,,5,0.99,176,17.99,NC-17
545,9,Foreign,MADNESS ATTACKS,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,2006,English,,4,0.99,178,14.99,PG-13
999,3,Children,ZOOLANDER FICTION,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,2006,English,,5,2.99,101,28.99,R
414,9,Foreign,HELLFIGHTERS SIERRA,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,2006,English,,3,2.99,75,23.99,PG
337,9,Foreign,FRIDA SLIPPER,A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft,2006,English,,6,2.99,73,11.99,R
669,9,Foreign,PEARL DESTINY,A Lacklusture Yarn of a Astronaut And a Pastry Chef who must Sink a Dog in A U-Boat,2006,English,,3,2.99,74,10.99,NC-17
419,8,Family,HOCUS FRIDA,A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank,2006,English,,4,2.99,141,19.99,G
673,12,Music,PERSONAL LADYBUGS,A Epic Saga of a Hunter And a Technical Writer who must Conquer a Cat in Ancient Japan,2006,English,,3,0.99,118,19.99,PG-13
493,9,Foreign,KANE EXORCIST,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,2006,English,,5,0.99,92,18.99,R
438,10,Games,HUMAN GRAFFITI,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,2006,English,,3,2.99,68,22.99,NC-17
303,1,Action,FANTASY TROOPERS,A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention,2006,English,,6,0.99,58,27.99,PG-13
327,1,Action,FOOL MOCKINGBIRD,A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat,2006,English,,3,4.99,158,24.99,PG
403,7,Drama,HARRY IDAHO,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,2006,English,,5,4.99,121,18.99,PG-13
226,13,New,DESTINY SATURDAY,A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia,2006,English,,4,4.99,56,20.99,G
492,13,New,JUNGLE CLOSER,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,2006,English,,6,0.99,134,11.99,NC-17
9,11,Horror,ALABAMA DEVIL,A Thoughtful Panorama of a Database Administrator And a Mad Scientist who must Outgun a Mad Scientist in A Jet Boat,2006,English,,3,2.99,114,21.99,PG-13
645,16,Travel,OTHERS SOUP,A Lacklusture Documentary of a Mad Cow And a Madman who must Sink a Moose in The Gulf of Mexico,2006,English,,7,2.99,118,18.99,PG
572,14,Sci-Fi,METROPOLIS COMA,A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory,2006,English,,4,2.99,64,9.99,PG-13
575,6,Documentary,MIDSUMMER GROUNDHOG,A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan,2006,English,,3,4.99,48,27.99,G
723,14,Sci-Fi,REIGN GENTLEMEN,A Emotional Yarn of a Composer And a Man who must Escape a Butler in The Gulf of Mexico,2006,English,,3,2.99,82,29.99,PG-13
152,3,Children,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,2006,English,,5,2.99,90,13.99,PG-13
965,11,Horror,WATERSHIP FRONTIER,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,2006,English,,6,0.99,112,28.99,G
648,16,Travel,OUTLAW HANKY,A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert,2006,English,,7,4.99,148,17.99,PG-13
38,1,Action,ARK RIDGEMONT,A Beautiful Yarn of a Pioneer And a Monkey who must Pursue a Explorer in The Sahara Desert,2006,English,,6,0.99,68,25.99,NC-17
292,1,Action,EXCITEMENT EVE,A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank,2006,English,,3,0.99,51,20.99,G
35,11,Horror,ARACHNOPHOBIA ROLLERCOASTER,A Action-Packed Reflection of a Pastry Chef And a Composer who must Discover a Mad Scientist in The First Manned Space Station,2006,English,,4,2.99,147,24.99,PG-13
674,9,Foreign,PET HAUNTING,A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California,2006,English,,3,0.99,99,11.99,PG
624,10,Games,NIGHTMARE CHILL,A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft,2006,English,,3,4.99,149,25.99,PG
440,9,Foreign,HUNGER ROOF,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,2006,English,,6,0.99,105,21.99,G
377,8,Family,GREASE YOUTH,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,2006,English,,7,0.99,135,20.99,G
82,8,Family,BLOOD ARGONAUTS,A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse,2006,English,,3,0.99,71,13.99,G
737,11,Horror,ROCK INSTINCT,A Astounding Character Study of a Robot And a Moose who must Overcome a Astronaut in Ancient India,2006,English,,4,0.99,102,28.99,G
116,4,Classics,CANDIDATE PERDITION,A Brilliant Epistle of a Composer And a Database Administrator who must Vanquish a Mad Scientist in The First Manned Space Station,2006,English,,4,2.99,70,10.99,R
195,14,Sci-Fi,CROWDS TELEMARK,A Intrepid Documentary of a Astronaut And a Forensic Psychologist who must Find a Frisbee in An Abandoned Fun House,2006,English,,3,4.99,112,16.99,R
659,1,Action,PARK CITIZEN,A Taut Epistle of a Sumo Wrestler And a Girl who must Face a Husband in Ancient Japan,2006,English,,3,4.99,109,14.99,PG-13
844,15,Sports,STEERS ARMAGEDDON,A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention,2006,English,,6,4.99,140,16.99,PG
205,1,Action,DANCES NONE,A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park,2006,English,,3,0.99,58,22.99,NC-17
