curated_by,assay_category,src_id,assay_cell_type,assay_strain,description,assay_subcellular_fraction,chembl_id,relationship_type,confidence_score,src_assay_id,cell_id,assay_organism,assay_tax_id,bao_format,tid,variant_id,assay_id,assay_tissue,doc_id,assay_type,assay_test_type,tissue_id
Autocuration,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in membrane homogenates of hippocampal tissue of rat brain,,CHEMBL616083,H,8,,,,,BAO_0000221,10576,,1138,Hippocampus,12028,B,,10000000.0
Autocuration,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cerebral cortex,,CHEMBL616084,H,8,,,,,BAO_0000019,10576,,1139,,5815,B,,
Expert,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenates,,CHEMBL616085,H,8,,,,,BAO_0000019,10576,,1140,,16616,B,,
Autocuration,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]-8-OH-DPAT,,CHEMBL616086,H,8,,,,,BAO_0000019,10576,,1141,,5815,B,,
Autocuration,,1,,,"Binding affinity towards 5-hydroxytryptamine 1A receptor using 0.1 nM [3H]-8-OH-DPAT (8-hydroxy-2-(di-n-propylamino)tet-ralin), from rat hippocampal homogenate",,CHEMBL616087,H,8,,,,,BAO_0000221,10576,,1142,Hippocampus,2761,B,,10000000.0
Expert,,1,,,Binding affinity was determined against 5-hydroxytryptamine 1A receptor using [3H]WB-4101,,CHEMBL616088,H,8,,,,,BAO_0000357,10576,,1143,,13133,B,,
Autocuration,,1,,,Binding affinity was determined against 5-hydroxytryptamine 1A receptor was determined in male Sprague-Dawley rat brain.,,CHEMBL616089,H,8,,,,,BAO_0000019,10576,,1144,,10444,B,,
Expert,,1,,,Binding affinity was measured against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT by lysergic acid amides,,CHEMBL616090,D,9,,,Rattus norvegicus,10116.0,BAO_0000357,10576,,1145,,13278,B,,
Autocuration,,1,,,Binding affinity was measured on cloned rat 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,,CHEMBL616091,H,8,,,,,BAO_0000357,10576,,1146,,15874,B,,
Autocuration,,1,,,"Binding affinity of the compound towards 5-hydroxytryptamine 1A receptor sites, in rat striatum membranes using [3H]- sandoz 205-501 as radioligand",Membranes,CHEMBL616092,H,8,,,,,BAO_0000249,10576,,1147,Striatum,10552,B,,2435.0
Autocuration,,1,,,Binding constant against 5-hydroxytryptamine 1A receptor (in vitro),,CHEMBL616093,H,8,,,,,BAO_0000357,10576,,1148,,11130,B,,
Autocuration,,1,,,Binding constant against 5-hydroxytryptamine 1A receptor (in vivo),,CHEMBL616094,H,8,,,,,BAO_0000218,10576,,1149,,11130,B,In vivo,
Autocuration,,1,,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex,,CHEMBL616095,H,8,,,,,BAO_0000221,10576,,1150,Brain,14542,B,,955.0
Expert,,1,,,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,,CHEMBL616096,D,9,,,Rattus norvegicus,10116.0,BAO_0000357,10576,,1151,,13670,B,,
Expert,,1,,,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes,,CHEMBL616097,H,8,,,,,BAO_0000249,10576,,1152,,9888,B,,
Expert,,1,,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus membranes,Membranes,CHEMBL616098,D,9,,,Rattus norvegicus,10116.0,BAO_0000249,10576,,1153,,3678,B,,
Autocuration,,1,,,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT as radioligand,,CHEMBL616099,H,8,,,,,BAO_0000221,10576,,1154,Hippocampus,11332,B,,10000000.0
Autocuration,,1,,,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 1A receptor receptor in rat hippocampus using [3H]8-OH-DPAT as radioligand,,CHEMBL616100,H,8,,,,,BAO_0000221,10576,,1155,Hippocampus,11332,B,,10000000.0
Expert,,1,,,Ability to displace [3H]-8-OH-DPAT from serotonergic 5-hydroxytryptamine 1A receptor,,CHEMBL616101,H,8,,,,,BAO_0000357,10576,,1156,,1185,B,,
Expert,,1,,,Binding affinity at 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes by [3H]8-OH-DPAT displacement.,,CHEMBL616102,H,8,,,,,BAO_0000249,10576,,1157,,2014,B,,
Autocuration,,1,,,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonergic 5-hydroxytryptamine 1A receptor,,CHEMBL616103,H,8,,,,,BAO_0000357,10576,,1158,,1185,B,,
Expert,,1,,,Compound was evaluated for its binding affinity against 5-hydroxytryptamine 1A receptor from rat cerebral cortex,,CHEMBL616104,H,8,,,,,BAO_0000019,10576,,1159,,14429,B,,
Expert,,1,,,"Binding affinity to 5-hydroxytryptamine 1A receptor (5-HT 1A receptor, serotonin receptor) from rat cortex using [3H]8-OH-DPAT as radioligand",,CHEMBL616105,H,8,,,,,BAO_0000019,10576,,1160,,16288,B,,
Expert,,1,,,Displacement of [3H]prazosin from rat cortex membrane 5-hydroxytryptamine 1A receptor,,CHEMBL616106,D,9,,,Rattus norvegicus,10116.0,BAO_0000019,10576,,1161,,5432,B,,
Autocuration,,1,,,Compound was evaluated for its binding affinity with 5-hydroxytryptamine 1A receptor using membranes prepared from rat cerebral cortex,,CHEMBL616107,H,8,,,,,BAO_0000019,10576,,1162,,14429,B,,
Expert,,1,,,Binding affinity towards rat 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand.,,CHEMBL616108,H,8,,,,,BAO_0000357,10576,,1163,,13672,B,,
Expert,,1,,,In vitro ability to displace [3H]8-hydroxy-2-(di-n-propylamino) tetralin binding from 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,,CHEMBL616109,H,8,,,,,BAO_0000221,10576,,1164,Hippocampus,11296,B,,10000000.0
Autocuration,,1,,,In vitro ability to displace [3H]8-hydroxy-2-(di-n-propylamino) tetralin binding from 5-hydroxytryptamine 1A receptor site.,,CHEMBL616110,H,8,,,,,BAO_0000357,10576,,1165,,11296,B,,
Expert,,1,CHO,,Binding affinity against rat 5-hydroxytryptamine 1A receptor in CHO cells.,,CHEMBL616111,H,8,,449.0,,,BAO_0000219,10576,,1166,,14749,B,,
Expert,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor from rat brain using [3H]-8-OH-DPAT as radioligand,,CHEMBL616112,H,8,,,,,BAO_0000019,10576,,1167,,15086,B,,
Autocuration,,1,,,Compound was tested for the Binding affinity against rat hippocampal 5-hydroxytryptamine 1A receptor by Radio ligand [3H]8-OH-DPAT binding assay.,,CHEMBL616113,H,8,,,,,BAO_0000221,10576,,1168,Hippocampus,13462,B,,10000000.0
Autocuration,,1,,,Compound was tested for the displacement of [3H]-8-OH- DPAT from rat brain 5-hydroxytryptamine 1A receptor,,CHEMBL616114,H,8,,,,,BAO_0000019,10576,,1169,,15363,B,,
Autocuration,,1,,,Compound was tested for the displacement of [3H]-8-OH- DPAT from rat brain 5-hydroxytryptamine 1A receptor,,CHEMBL616115,H,8,,,,,BAO_0000019,10576,,1170,,15363,B,,
Autocuration,,1,,,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 1A receptor,,CHEMBL616116,H,8,,,,,BAO_0000357,10576,,1171,,10796,B,,
Expert,,1,,,Binding affinity for 5-hydroxytryptamine 1A receptor in rat brain tissue using [3H]8-OH-DPAT as radioligand,,CHEMBL615844,H,8,,,,,BAO_0000221,10576,,1172,Brain,12816,B,,955.0
Expert,,1,,,In vitro displacement of [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,CHEMBL615939,H,8,,,,,BAO_0000221,10576,,1173,Hippocampus,13542,B,,10000000.0
Expert,,1,,,In vitro ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor sites of rat brain cortex.,,CHEMBL615940,H,8,,,,,BAO_0000019,10576,,1174,,13308,B,,
Expert,,1,,,In vitro affinity at 5-hydroxytryptamine 1A receptor of rat hippocampus by [3H]8-OH-DPAT displacement.,,CHEMBL615941,H,8,,,,,BAO_0000221,10576,,1175,Hippocampus,13541,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-HT1A receptor of rat hippocampus and the value ranges from 9 - 12,,CHEMBL615942,H,8,,,,,BAO_0000221,10576,,1176,Hippocampus,10058,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus,,CHEMBL615943,H,8,,,,,BAO_0000221,10576,,1177,Hippocampus,10058,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus (94%CI) from 12 to 17,,CHEMBL615944,H,8,,,,,BAO_0000221,10576,,1178,Hippocampus,10058,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus (94%CI) from 391-841,,CHEMBL615945,H,8,,,,,BAO_0000221,10576,,1179,Hippocampus,10058,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 12 to 17.,,CHEMBL615946,H,8,,,,,BAO_0000221,10576,,1180,Hippocampus,10058,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 12 to 20.,,CHEMBL615947,H,8,,,,,BAO_0000221,10576,,1181,Hippocampus,10058,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 245 to 736,,CHEMBL615948,H,8,,,,,BAO_0000221,10576,,1182,Hippocampus,10058,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 25 - 84,,CHEMBL615949,H,8,,,,,BAO_0000221,10576,,1183,Hippocampus,10058,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 48 to 59,,CHEMBL615950,H,8,,,,,BAO_0000221,10576,,1184,Hippocampus,10058,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 3 -5,,CHEMBL615951,H,8,,,,,BAO_0000221,10576,,1185,Hippocampus,10058,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 15 - 31,,CHEMBL615952,H,8,,,,,BAO_0000221,10576,,1186,Hippocampus,10058,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 27 - 42,,CHEMBL615953,H,8,,,,,BAO_0000221,10576,,1187,Hippocampus,10058,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 6 - 13,,CHEMBL615954,H,8,,,,,BAO_0000221,10576,,1188,Hippocampus,10058,B,,10000000.0
Expert,,1,,,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus,,CHEMBL615955,D,9,,,Rattus norvegicus,10116.0,BAO_0000221,10576,,1189,Hippocampus,10058,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.; ND is No Data.,,CHEMBL615956,H,8,,,,,BAO_0000221,10576,,1190,Hippocampus,10058,B,,10000000.0
Autocuration,,1,,,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus. and the value ranges from 16 - 27,,CHEMBL615957,H,8,,,,,BAO_0000221,10576,,1191,Hippocampus,10058,B,,10000000.0
Expert,,1,,,Displacement of [3H]2-(di-N-propylamino)-8-hydroxytetralin from central 5-hydroxytryptamine 1A receptor recognition sites in rat frontal cortex homogenates.,,CHEMBL615958,H,8,,,,,BAO_0000019,10576,,1192,,12879,B,,
Expert,,1,,,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate,,CHEMBL615959,H,8,,,,,BAO_0000019,10576,,1193,,11964,B,,
Autocuration,,1,,,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate (experiment 1),,CHEMBL615960,H,8,,,,,BAO_0000019,10576,,1194,,11964,B,,
Autocuration,,1,,,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate (experiment 2),,CHEMBL615961,H,8,,,,,BAO_0000019,10576,,1195,,11964,B,,
Expert,,1,,,Evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,,CHEMBL615962,H,8,,,,,BAO_0000221,10576,,1196,Brain,9548,B,,955.0
Expert,,1,,,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand.,,CHEMBL615963,H,8,,,,,BAO_0000019,10576,,1197,,9098,B,,
Autocuration,,1,,,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand; ND is no data.,,CHEMBL615964,H,8,,,,,BAO_0000019,10576,,1198,,9098,B,,
Autocuration,,1,,,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand;ND means no data,,CHEMBL615965,H,8,,,,,BAO_0000019,10576,,1199,,9098,B,,
Expert,,1,CHO,,In vitro displacement of radioactively labeled ligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor site in CHO cells,,CHEMBL615966,H,8,,449.0,,,BAO_0000219,10576,,1200,,13248,B,,
Expert,,1,,,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat cortical membranes,,CHEMBL615967,H,8,,,,,BAO_0000249,10576,,1201,,3147,B,,
Expert,,1,,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor of rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,,CHEMBL615968,H,8,,,,,BAO_0000019,10576,,1202,,13949,B,,
Autocuration,,1,CHO,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in CHO cells (sc),,CHEMBL615969,H,8,,449.0,,,BAO_0000218,10576,,1203,,11883,B,,
Autocuration,,1,,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT (agonist) as radioligand (sc),,CHEMBL615970,H,8,,,,,BAO_0000218,10576,,1204,,11883,B,,
Expert,,1,,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT,,CHEMBL615971,D,9,,,Rattus norvegicus,10116.0,BAO_0000357,10576,,1205,,11883,B,,
Expert,,1,,,In vitro binding affinity at 5-HT1A receptors assayed by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,Membranes,CHEMBL615972,H,8,,,,,BAO_0000249,10576,,1206,,15535,B,,
Autocuration,,1,,,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes + cortex,,CHEMBL615973,H,8,,,,,BAO_0000249,10576,,1207,,15535,B,,
Autocuration,,1,,,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes+cortex,,CHEMBL615974,H,8,,,,,BAO_0000249,10576,,1208,,15535,B,,
Expert,,1,CHO,,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,,CHEMBL615975,D,9,,449.0,Homo sapiens,9606.0,BAO_0000219,51,,1209,,16372,B,,
Expert,,1,,,In vitro binding affinity for 5-hydroxytryptamine 1A receptor in rat hippocampal membranes by [125I]-labeled agonist displacement.,,CHEMBL615976,H,8,,,,,BAO_0000249,10576,,1210,,14608,B,,
Expert,,1,,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus,,CHEMBL872106,D,9,,,Rattus norvegicus,10116.0,BAO_0000221,10576,,1211,Hippocampus,4795,B,,10000000.0
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,,CHEMBL615977,H,8,,,,,BAO_0000357,10576,,1212,,13863,B,,
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=100-230,,CHEMBL615978,H,8,,,,,BAO_0000357,10576,,1213,,13863,B,,
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=12-14,,CHEMBL616166,H,8,,,,,BAO_0000357,10576,,1214,,13863,B,,
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=16-20,,CHEMBL616167,H,8,,,,,BAO_0000357,10576,,1215,,13863,B,,
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=160-430,,CHEMBL616168,H,8,,,,,BAO_0000357,10576,,1216,,13863,B,,
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=174-224,,CHEMBL616169,H,8,,,,,BAO_0000357,10576,,1217,,13863,B,,
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=184-503,,CHEMBL616170,H,8,,,,,BAO_0000357,10576,,1218,,13863,B,,
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=19-23,,CHEMBL616171,H,8,,,,,BAO_0000357,10576,,1219,,13863,B,,
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=2.2-3.2,,CHEMBL616172,H,8,,,,,BAO_0000357,10576,,1220,,13863,B,,
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=2.7-3.6,,CHEMBL616173,H,8,,,,,BAO_0000357,10576,,1221,,13863,B,,
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=20-23,,CHEMBL616174,H,8,,,,,BAO_0000357,10576,,1222,,13863,B,,
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=21-28,,CHEMBL616175,H,8,,,,,BAO_0000357,10576,,1223,,13863,B,,
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=240-760,,CHEMBL616176,H,8,,,,,BAO_0000357,10576,,1224,,13863,B,,
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=39-87,,CHEMBL616177,H,8,,,,,BAO_0000357,10576,,1225,,13863,B,,
Autocuration,,1,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=4.6-5.2,,CHEMBL616178,H,8,,,,,BAO_0000357,10576,,1226,,13863,B,,
Autocuration,,1,,,Inhibitory activity tested in vitro at 5-hydroxytryptamine 1A receptor binding site in rat,,CHEMBL616179,H,8,,,,,BAO_0000019,10576,,1227,,9742,B,,
Autocuration,,1,,,Inhibitory concentration against 5-hydroxytryptamine 1A receptor,,CHEMBL616180,H,8,,,,,BAO_0000357,10576,,1228,,12073,B,,
Autocuration,,1,,,Inhibitory concentration against binding of 5-hydroxytryptamine 1A receptor from striata of male Wistar rats by displacement of [3H]8-OH-DPAT,,CHEMBL616181,H,8,,,,,BAO_0000357,10576,,1229,,4101,B,,
Autocuration,,1,,,Inhibitory concentration against radioligand [3H]hydroxy-2-(di-n-propylamino)-tetralin binding to 5-hydroxytryptamine 1A receptor in rat,,CHEMBL616182,H,8,,,,,BAO_0000019,10576,,1230,,15360,B,,
Autocuration,,1,,,Inhibitory concentration against radioligand [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,CHEMBL616183,H,8,,,,,BAO_0000221,10576,,1231,Hippocampus,11576,B,,10000000.0
Expert,,1,,,Inhibition of the 5-hydroxytryptamine 1A receptor in rat dorsal raphe,,CHEMBL615874,H,8,,,,,BAO_0000019,10576,,1232,,5834,B,,
Expert,,1,CHO-K1,,Inhibitory concentration against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,,CHEMBL615875,D,9,,485.0,Rattus norvegicus,10116.0,BAO_0000219,10576,,1233,,2395,B,,
Autocuration,,1,,,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand,,CHEMBL615876,H,8,,,,,BAO_0000019,10576,,1234,,1375,B,,
Autocuration,,1,,,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand; NT means not tested,,CHEMBL615877,H,8,,,,,BAO_0000019,10576,,1235,,1375,B,,
Autocuration,,1,,,The compound was evaluated for the ability to displace [3H]- 8-OH -DPAT from 5-hydroxytryptamine 1A receptor ( striata of male wistar rats),,CHEMBL615878,H,8,,,,,BAO_0000357,10576,,1236,,3967,B,,
Expert,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor binding site using [3H]8-OH-DPAT. ,,CHEMBL615879,H,8,,,,,BAO_0000357,10576,,1237,,12884,B,,
Expert,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor using receptor binding assay,,CHEMBL615880,H,8,,,,,BAO_0000357,10576,,1238,,2343,B,,
Autocuration,,1,,,"The compound was tested in vitro for inhibitory activity against 5-HT1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,CHEMBL615881,H,8,,,,,BAO_0000019,10576,,1239,,11511,B,,
Expert,,1,,,"Inhibitory activity against 5-hydroxytryptamine 1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,CHEMBL615882,D,9,,,Rattus norvegicus,10116.0,BAO_0000019,10576,,1240,,11511,B,,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat,,CHEMBL615883,H,8,,,,,BAO_0000218,10576,,1241,,16394,F,In vivo,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.10-6.20),,CHEMBL615884,H,8,,,,,BAO_0000218,10576,,1242,,16394,F,In vivo,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.60),,CHEMBL615885,H,8,,,,,BAO_0000218,10576,,1243,,16394,F,In vivo,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.80),,CHEMBL615886,H,8,,,,,BAO_0000218,10576,,1244,,16394,F,In vivo,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.37-4.27),,CHEMBL615887,H,8,,,,,BAO_0000218,10576,,1245,,16394,F,In vivo,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-2.70),,CHEMBL615888,H,8,,,,,BAO_0000218,10576,,1246,,16394,F,In vivo,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-4),,CHEMBL615889,H,8,,,,,BAO_0000218,10576,,1247,,16394,F,In vivo,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.45-4.51),,CHEMBL615890,H,8,,,,,BAO_0000218,10576,,1248,,16394,F,In vivo,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.50-5.30),,CHEMBL615891,H,8,,,,,BAO_0000218,10576,,1249,,16394,F,In vivo,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.60-1.60),,CHEMBL615892,H,8,,,,,BAO_0000218,10576,,1250,,16394,F,In vivo,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.72-2.87),,CHEMBL615893,H,8,,,,,BAO_0000218,10576,,1251,,16394,F,In vivo,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.80-5.80),,CHEMBL615894,H,8,,,,,BAO_0000218,10576,,1252,,16394,F,In vivo,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (1.50-16.5),,CHEMBL615895,H,8,,,,,BAO_0000218,10576,,1253,,16394,F,In vivo,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (2.20-30.5),,CHEMBL615896,H,8,,,,,BAO_0000218,10576,,1254,,16394,F,In vivo,
Autocuration,,1,,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges is not computable,,CHEMBL615897,H,8,,,,,BAO_0000218,10576,,1255,,16394,F,In vivo,
