FiYe,SeN,IndiIs,ChiIs,CounRegPe,FuCenN,ProgProc,TrDev,Biodi,SecN,Sta,OrganiID,FCeID,UntAmoPrBud,BraID,CouRegID,YouIss,GenEqu,OrgS,CouRegN,FSTCPe,OrganiNa,OrganTy,BrNa,ClimChaMiti,Deserti,PartiDeveAGoGove,UrbIss,DisIss,ICTAAToFoDevelo,KnowlFoDev,OrganCl,ContiID,ContN,ProBrCounID,SecID,SePerc,AmoSp
2009/2010,Human rights,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,3,Asia,IN,15160,0.05,14430.0
2009/2010,Financial policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,3,Asia,IN,24010,0.1,28860.0
2009/2010,Agricultural policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,3,Asia,IN,31110,0.1,28860.0
2009/2010,Trade policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,3,Asia,IN,33110,0.2,57720.0
2009/2010,Vocational training,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,JM,11330,0.05,14430.0
2009/2010,Public sector policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,JM,15110,0.4,115440.0
2009/2010,Legal and judicial development,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,JM,15130,0.1,28860.0
2009/2010,Human rights,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,JM,15160,0.05,14430.0
2009/2010,Financial policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,JM,24010,0.1,28860.0
2009/2010,Agricultural policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,JM,31110,0.1,28860.0
2009/2010,Trade policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,JM,33110,0.2,57720.0
2009/2010,Vocational training,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,KE,11330,0.05,14430.0
2009/2010,Public sector policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,KE,15110,0.4,115440.0
2009/2010,Legal and judicial development,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,KE,15130,0.1,28860.0
2009/2010,Human rights,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,KE,15160,0.05,14430.0
2009/2010,Financial policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,KE,24010,0.1,28860.0
2009/2010,Agricultural policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,KE,31110,0.1,28860.0
2009/2010,Trade policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,KE,33110,0.2,57720.0
2009/2010,Vocational training,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,4,Oceania,KI,11330,0.05,14430.0
2009/2010,Public sector policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,4,Oceania,KI,15110,0.4,115440.0
2009/2010,Legal and judicial development,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,4,Oceania,KI,15130,0.1,28860.0
2009/2010,Human rights,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,4,Oceania,KI,15160,0.05,14430.0
2009/2010,Financial policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,4,Oceania,KI,24010,0.1,28860.0
2009/2010,Agricultural policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,4,Oceania,KI,31110,0.1,28860.0
2009/2010,Trade policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,4,Oceania,KI,33110,0.2,57720.0
2009/2010,Vocational training,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,KN,11330,0.05,14430.0
2009/2010,Public sector policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,KN,15110,0.4,115440.0
2009/2010,Legal and judicial development,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,KN,15130,0.1,28860.0
2009/2010,Human rights,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,KN,15160,0.05,14430.0
2009/2010,Financial policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,KN,24010,0.1,28860.0
2009/2010,Agricultural policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,KN,31110,0.1,28860.0
2009/2010,Trade policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,KN,33110,0.2,57720.0
2009/2010,Vocational training,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,LC,11330,0.05,14430.0
2009/2010,Public sector policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,LC,15110,0.4,115440.0
2009/2010,Legal and judicial development,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,LC,15130,0.1,28860.0
2009/2010,Human rights,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,LC,15160,0.05,14430.0
2009/2010,Financial policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,LC,24010,0.1,28860.0
2009/2010,Agricultural policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,LC,31110,0.1,28860.0
2009/2010,Trade policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,1,America,LC,33110,0.2,57720.0
2009/2010,Vocational training,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,3,Asia,LK,11330,0.05,14430.0
2009/2010,Public sector policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,3,Asia,LK,15110,0.4,115440.0
2009/2010,Legal and judicial development,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,3,Asia,LK,15130,0.1,28860.0
2009/2010,Human rights,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,3,Asia,LK,15160,0.05,14430.0
2009/2010,Financial policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,3,Asia,LK,24010,0.1,28860.0
2009/2010,Agricultural policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,3,Asia,LK,31110,0.1,28860.0
2009/2010,Trade policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,3,Asia,LK,33110,0.2,57720.0
2009/2010,Vocational training,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,LS,11330,0.05,14430.0
2009/2010,Public sector policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,LS,15110,0.4,115440.0
2009/2010,Legal and judicial development,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,LS,15130,0.1,28860.0
2009/2010,Human rights,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,LS,15160,0.05,14430.0
2009/2010,Financial policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,LS,24010,0.1,28860.0
2009/2010,Agricultural policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,LS,31110,0.1,28860.0
2009/2010,Trade policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,LS,33110,0.2,57720.0
2009/2010,Vocational training,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,MU,11330,0.05,14430.0
2009/2010,Public sector policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,MU,15110,0.4,115440.0
2009/2010,Legal and judicial development,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,MU,15130,0.1,28860.0
2009/2010,Human rights,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,MU,15160,0.05,14430.0
2009/2010,Financial policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,MU,24010,0.1,28860.0
2009/2010,Agricultural policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,MU,31110,0.1,28860.0
2009/2010,Trade policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,2,Africa,MU,33110,0.2,57720.0
2009/2010,Vocational training,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,3,Asia,MV,11330,0.05,14430.0
2009/2010,Public sector policy and administrative management,0,0,0.0222,Commonwealth & Francophonie - CORE,Uncoded: Pre-APP,1,0,MIL Commonwealth & Francophonie Affairs,Closed,1001627,5293,13000000.0,B5100,5,1,2,OTHER MULTILATERAL,Commonwealth,0.0,CFTC - Commonwealth Fund for Technical Cooperation,Foreign Non-Profit Making,MFM Global Issues and Development,1,0,1,0,0,0,0,Multilateral,3,Asia,MV,15110,0.4,115440.0
