Fiscal year,Biodiversity (marker),Bilateral aid (international marker),Regional program (marker),PBA type,Section name,FSTC percent,Climate change mitigation (marker),Organisation type,Branch name,Organisation sub-class,CountryRegion ID,Status,Amount spent,Continent ID,Project number,Maximum CIDA contribution (project-level),Branch ID,Division ID,Division name,Section ID,Fund centre ID,Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,623.5027065,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,8325.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,8576.442306,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,1870.50812,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,24975.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,25729.32692,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,623.5027065,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,8325.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,8576.442306,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,1870.50812,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,24975.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,25729.32692,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,623.5027065,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,8325.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,8576.442306,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,1870.50812,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,24975.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,25729.32692,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,623.5027065,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,8325.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,8576.442306,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,1870.50812,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,24975.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,25729.32692,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,623.5027065,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,8325.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,8576.442306,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,1870.50812,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,24975.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,25729.32692,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,623.5027065,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,8325.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,8576.442306,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,1870.50812,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,24975.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,25729.32692,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,623.5027065,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,8325.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,8576.442306,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,1898.593827,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,25350.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,26115.65315,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,632.864609,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,80,Closed,8450.0,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Pooled funding,Gulf of Guinea Program,0.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,8705.217716,2,A031974001,5413006.82,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,5413006.82,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,"AHSI, Extractives, Special Initiatives",1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,CV,Closed,587.9366349999999,2,A031988001,426214.72,B4200,D4270,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,426214.72,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,"AHSI, Extractives, Special Initiatives",1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,GH,Closed,12334.335,2,A031988001,426214.72,B4200,D4270,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,426214.72,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,"AHSI, Extractives, Special Initiatives",1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,GM,Closed,587.9366349999999,2,A031988001,426214.72,B4200,D4270,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,426214.72,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,"AHSI, Extractives, Special Initiatives",1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,GN,Closed,587.9366349999999,2,A031988001,426214.72,B4200,D4270,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,426214.72,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,"AHSI, Extractives, Special Initiatives",1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,GW,Closed,587.9366349999999,2,A031988001,426214.72,B4200,D4270,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,426214.72,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,"AHSI, Extractives, Special Initiatives",1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,ML,Closed,6167.1675,2,A031988001,426214.72,B4200,D4270,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,426214.72,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,"AHSI, Extractives, Special Initiatives",1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,MR,Closed,587.9366349999999,2,A031988001,426214.72,B4200,D4270,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,426214.72,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,"AHSI, Extractives, Special Initiatives",1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,NG,Closed,14390.0575,2,A031988001,426214.72,B4200,D4270,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,426214.72,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,"AHSI, Extractives, Special Initiatives",1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,SL,Closed,4699.381635,2,A031988001,426214.72,B4200,D4270,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,426214.72,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,"AHSI, Extractives, Special Initiatives",1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,SN,Closed,583.82519,2,A031988001,426214.72,B4200,D4270,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,426214.72,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,BF,Closed,33300.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,BJ,Closed,33300.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,CI,Closed,33300.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,CV,Closed,33350.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,GH,Closed,33350.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,GM,Closed,33350.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,GN,Closed,33300.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,GW,Closed,33300.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,LR,Closed,33400.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,ML,Closed,33350.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,NE,Closed,33400.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,NG,Closed,33300.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,SL,Closed,33400.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,SN,Closed,33300.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,REGIONAL ORGANIZATION,TG,Closed,33300.0,2,A031988003,3749951.8,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,3749951.8,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Canadian Non-Profit Making,OGM Asia Pacific,FEDERAL,LK,Closed,196801.2,3,A031998001,3499415.5,B4100,D4100,OAD Asia Programming,S4141,4118,Sri Lanka,3499415.5,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Canadian Profit Making,OGM Asia Pacific,COOPERANT,LK,Closed,32558.412,3,A031998001,3499415.5,B4100,D4100,OAD Asia Programming,S4141,4118,Sri Lanka,3499415.5,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Uncoded,OGM Asia Pacific,Unknown,LK,Closed,944.8,3,A031998001,3499415.5,B4100,D4100,OAD Asia Programming,S4141,4118,Sri Lanka,3499415.5,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Canadian Non-Profit Making,OGM Asia Pacific,FEDERAL,LK,Closed,147600.9,3,A031998001,3499415.5,B4100,D4100,OAD Asia Programming,S4141,4118,Sri Lanka,3499415.5,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Canadian Profit Making,OGM Asia Pacific,COOPERANT,LK,Closed,24418.808999999997,3,A031998001,3499415.5,B4100,D4100,OAD Asia Programming,S4141,4118,Sri Lanka,3499415.5,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
