assays_assay_id,assays_bao_format,assays_assay_tissue,assays_cell_id,assays_curated_by,assays_src_assay_id,assays_assay_cell_type,assays_assay_subcellular_fraction,assays_tid,assays_relationship_type,assays_confidence_score,assays_src_id,assays_chembl_id,assays_tissue_id,assays_variant_id
10477,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL622040,178.0,
10478,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL622041,178.0,
10479,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL622042,178.0,
10480,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL622043,178.0,
10481,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL622044,178.0,
10482,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL622045,10000001.0,
10483,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL622046,10000001.0,
10484,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL622047,10000001.0,
10485,BAO_0000218,Bone,,Intermediate,,,,50597,N,1,1,CHEMBL877610,10000001.0,
10486,BAO_0000218,Brain,,Intermediate,,,,50597,N,1,1,CHEMBL622048,955.0,
10487,BAO_0000218,Brain,,Intermediate,,,,50597,N,1,1,CHEMBL622049,955.0,
10488,BAO_0000218,Brain,,Intermediate,,,,50597,N,1,1,CHEMBL622050,955.0,
10489,BAO_0000218,Brain,,Intermediate,,,,50597,N,1,1,CHEMBL622051,955.0,
10490,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622052,,
10491,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622053,,
10492,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622054,,
10493,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622055,,
10494,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622056,,
10495,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622057,,
10496,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL628008,,
10497,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622058,,
10498,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622059,,
10499,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622060,,
10500,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622061,,
10501,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622062,,
10502,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622063,,
10503,BAO_0000218,,,Expert,,,,50597,N,1,1,CHEMBL877611,,
10504,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622064,,
10505,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622065,,
10506,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622066,,
10507,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622067,,
10508,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622068,,
10509,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622069,,
10510,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624796,,
10511,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624797,,
10512,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623053,,
10513,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623054,,
10514,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623055,,
10515,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623056,,
10516,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623057,,
10517,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623058,,
10518,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623059,,
10519,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623060,,
10520,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623061,,
10521,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623062,,
10522,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623063,,
10523,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623064,,
10524,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623065,,
10525,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623066,,
10526,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623067,,
10527,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623068,,
10528,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623069,,
10529,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623070,,
10530,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623071,,
10531,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623072,,
10532,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623073,,
10533,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623074,,
10534,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623075,,
10535,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623076,,
10536,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623077,,
10537,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623078,,
10538,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623079,,
10539,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623080,,
10540,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623081,,
10541,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623082,,
10542,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL874400,,
10543,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623083,,
10544,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623084,,
10545,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623085,,
10546,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623086,,
10547,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623087,,
10548,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623088,,
10549,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623089,,
10550,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623090,,
10551,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623091,,
10552,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623092,,
10553,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623093,,
10554,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL874401,,
10555,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623094,,
10556,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623095,,
10557,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623096,,
10558,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624913,,
10559,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624914,,
10560,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624915,,
10561,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624916,,
10562,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624917,,
10563,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625157,,
10564,BAO_0000218,Liver,,Intermediate,,,,50597,N,1,1,CHEMBL625158,2107.0,
10565,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625159,,
10566,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625160,,
10567,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625161,,
10568,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625162,,
10569,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625163,,
10570,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625164,,
10571,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625165,,
10572,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625166,,
10573,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625167,,
10574,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625168,,
10575,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625169,,
10576,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626264,,
10577,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626265,,
10578,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL626266,1969.0,
10579,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL626267,1969.0,
10580,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626268,,
10581,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626269,,
10582,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626270,,
10583,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626271,,
10584,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626272,,
10585,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626273,,
10586,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL875346,,
10587,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626274,,
10588,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626275,,
10589,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624646,,
10590,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624647,,
10591,BAO_0000218,Liver,,Intermediate,,,,50597,N,1,1,CHEMBL624648,2107.0,
10592,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624649,,
10593,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624650,,
10594,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624651,,
10595,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624652,,
10596,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624653,,
10597,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624654,,
10598,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624655,,
10599,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624656,,
10600,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624657,,
10601,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624658,,
10602,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624659,,
10603,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624660,,
10604,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624661,,
10605,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL624662,,
10606,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625199,,
10607,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625200,,
10608,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625201,,
10609,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625202,,
10610,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625203,,
10611,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625204,,
10612,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625205,,
10613,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625206,,
10614,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL625207,,
10615,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL625208,,
10616,BAO_0000218,,495.0,Intermediate,,Caco-2,,50587,N,1,1,CHEMBL625209,,
10617,BAO_0000100,,,Autocuration,,,,22229,U,0,1,CHEMBL625210,,
10618,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625211,,
10619,BAO_0000218,,,Intermediate,,,,50797,N,1,1,CHEMBL625212,,
10620,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625213,,
10621,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL625214,,
10622,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL874542,,
10623,BAO_0000100,,,Autocuration,,,,22229,U,0,1,CHEMBL625215,,
10624,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL625216,,
10625,BAO_0000100,,,Autocuration,,,,22224,U,0,1,CHEMBL625217,,
10626,BAO_0000100,,,Autocuration,,,,22224,U,0,1,CHEMBL625218,,
10627,BAO_0000218,Plasma,,Intermediate,,,,50588,N,1,1,CHEMBL622864,1969.0,
10628,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL622865,1969.0,
10629,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL622866,1969.0,
10630,BAO_0000218,Plasma,,Intermediate,,,,50588,N,1,1,CHEMBL622867,1969.0,
10631,BAO_0000218,Plasma,,Intermediate,,,,50512,N,1,1,CHEMBL876808,1969.0,
10632,BAO_0000019,Brain,,Autocuration,,,,22224,U,0,1,CHEMBL627725,955.0,
10633,BAO_0000019,Serum,,Autocuration,,,,22224,U,0,1,CHEMBL627726,1977.0,
10634,BAO_0000019,Plasma,,Autocuration,,,,22224,U,0,1,CHEMBL627727,1969.0,
10635,BAO_0000019,Plasma,,Autocuration,,,,22224,U,0,1,CHEMBL627728,1969.0,
10636,BAO_0000019,Plasma,,Autocuration,,,,22224,U,0,1,CHEMBL627729,1969.0,
10637,BAO_0000019,Plasma,,Autocuration,,,,22224,U,0,1,CHEMBL627730,1969.0,
10638,BAO_0000019,Plasma,,Autocuration,,,,22224,U,0,1,CHEMBL627731,1969.0,
10639,BAO_0000019,Plasma,,Autocuration,,,,22224,U,0,1,CHEMBL627732,1969.0,
10640,BAO_0000019,Plasma,,Autocuration,,,,22224,U,0,1,CHEMBL627733,1969.0,
10641,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL627734,1969.0,
10642,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL627735,1969.0,
10643,BAO_0000218,Plasma,,Intermediate,,,,50512,N,1,1,CHEMBL627736,1969.0,
10644,BAO_0000218,Plasma,,Intermediate,,,,50597,N,1,1,CHEMBL876809,1969.0,
10645,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL627737,,
10646,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL627738,,
10647,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL627739,,
10648,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL626143,,
10649,BAO_0000218,,,Autocuration,,,,22224,U,0,1,CHEMBL626144,,
10650,BAO_0000218,,,Intermediate,,,,50592,N,1,1,CHEMBL626145,,
10651,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626146,,
10652,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL626147,178.0,
10653,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL626148,,
10654,BAO_0000218,,,Autocuration,,,,22224,U,0,1,CHEMBL626149,,
10655,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL626150,,
10656,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL626151,,
10657,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL626152,,
10658,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL626153,,
10659,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL626154,,
10660,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL626155,,
10661,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL626156,,
10662,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL626157,,
10663,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL626158,,
10664,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL626159,,
10665,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626160,,
10666,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL626161,,
10667,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL626162,,
10668,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL626163,,
10669,BAO_0000019,,,Autocuration,,,,22224,U,0,1,CHEMBL626164,,
10670,BAO_0000218,,,Intermediate,,,,50594,N,1,1,CHEMBL626165,,
10671,BAO_0000218,,,Intermediate,,,,50594,N,1,1,CHEMBL626166,,
10672,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL626167,,
10673,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL626168,,
10674,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL877463,,
10675,BAO_0000218,,,Intermediate,,,,50588,N,1,1,CHEMBL626169,,
10676,BAO_0000218,Heart,,Intermediate,,,,50597,N,1,1,CHEMBL626170,948.0,
10677,BAO_0000218,Heart,,Intermediate,,,,50597,N,1,1,CHEMBL626171,948.0,
10678,BAO_0000218,Heart,,Intermediate,,,,50597,N,1,1,CHEMBL626172,948.0,
10679,BAO_0000218,Heart,,Intermediate,,,,50597,N,1,1,CHEMBL626173,948.0,
10680,BAO_0000218,Kidney,,Intermediate,,,,50597,N,1,1,CHEMBL626174,2113.0,
10681,BAO_0000218,Kidney,,Intermediate,,,,50597,N,1,1,CHEMBL626175,2113.0,
10682,BAO_0000218,Kidney,,Intermediate,,,,50597,N,1,1,CHEMBL626176,2113.0,
10683,BAO_0000218,Kidney,,Intermediate,,,,50597,N,1,1,CHEMBL626177,2113.0,
10684,BAO_0000218,Kidney,,Intermediate,,,,50597,N,1,1,CHEMBL622499,2113.0,
10685,BAO_0000218,Liver,,Intermediate,,,,50597,N,1,1,CHEMBL622500,2107.0,
10686,BAO_0000218,Liver,,Intermediate,,,,50597,N,1,1,CHEMBL622501,2107.0,
10687,BAO_0000218,Liver,,Intermediate,,,,50597,N,1,1,CHEMBL622502,2107.0,
10688,BAO_0000218,Liver,,Intermediate,,,,50597,N,1,1,CHEMBL622503,2107.0,
10689,BAO_0000218,Liver,,Intermediate,,,,50597,N,1,1,CHEMBL877614,2107.0,
10690,BAO_0000218,Lung,,Intermediate,,,,50597,N,1,1,CHEMBL624839,2048.0,
10691,BAO_0000218,Lung,,Intermediate,,,,50597,N,1,1,CHEMBL624840,2048.0,
10692,BAO_0000218,Lung,,Intermediate,,,,50597,N,1,1,CHEMBL624841,2048.0,
10693,BAO_0000218,Lung,,Intermediate,,,,50597,N,1,1,CHEMBL624842,2048.0,
10694,BAO_0000218,Muscle tissue,,Intermediate,,,,50597,N,1,1,CHEMBL624843,2385.0,
10695,BAO_0000218,Muscle tissue,,Intermediate,,,,50597,N,1,1,CHEMBL624844,2385.0,
10696,BAO_0000218,Muscle tissue,,Intermediate,,,,50597,N,1,1,CHEMBL624845,2385.0,
10697,BAO_0000218,Muscle tissue,,Intermediate,,,,50597,N,1,1,CHEMBL621904,2385.0,
10698,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL621905,178.0,
10699,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL874382,178.0,
10700,BAO_0000218,Blood,,Intermediate,,,,50597,N,1,1,CHEMBL621906,178.0,
10701,BAO_0000218,Brain,,Intermediate,,,,50597,N,1,1,CHEMBL621907,955.0,
10702,BAO_0000218,Brain,,Intermediate,,,,50597,N,1,1,CHEMBL622096,955.0,
10703,BAO_0000218,Brain,,Intermediate,,,,50597,N,1,1,CHEMBL622097,955.0,
10704,BAO_0000218,Heart,,Intermediate,,,,50597,N,1,1,CHEMBL622098,948.0,
10705,BAO_0000218,Heart,,Intermediate,,,,50597,N,1,1,CHEMBL622099,948.0,
10706,BAO_0000218,Heart,,Intermediate,,,,50597,N,1,1,CHEMBL622100,948.0,
10707,BAO_0000218,Kidney,,Intermediate,,,,50597,N,1,1,CHEMBL622101,2113.0,
10708,BAO_0000218,Kidney,,Intermediate,,,,50597,N,1,1,CHEMBL622102,2113.0,
10709,BAO_0000218,Kidney,,Intermediate,,,,50597,N,1,1,CHEMBL622103,2113.0,
10710,BAO_0000218,Liver,,Intermediate,,,,50597,N,1,1,CHEMBL622104,2107.0,
10711,BAO_0000218,Liver,,Intermediate,,,,50597,N,1,1,CHEMBL622105,2107.0,
10712,BAO_0000218,Liver,,Intermediate,,,,50597,N,1,1,CHEMBL622106,2107.0,
10713,BAO_0000218,Lung,,Intermediate,,,,50597,N,1,1,CHEMBL622107,2048.0,
10714,BAO_0000218,Lung,,Intermediate,,,,50597,N,1,1,CHEMBL622108,2048.0,
10715,BAO_0000218,Lung,,Intermediate,,,,50597,N,1,1,CHEMBL622109,2048.0,
10716,BAO_0000218,Muscle tissue,,Intermediate,,,,50597,N,1,1,CHEMBL622110,2385.0,
10717,BAO_0000218,Muscle tissue,,Intermediate,,,,50597,N,1,1,CHEMBL622111,2385.0,
10718,BAO_0000218,Muscle tissue,,Intermediate,,,,50597,N,1,1,CHEMBL874383,2385.0,
10719,BAO_0000218,Zone of skin,,Intermediate,,,,50597,N,1,1,CHEMBL622112,14.0,
10720,BAO_0000218,Zone of skin,,Intermediate,,,,50597,N,1,1,CHEMBL622113,14.0,
10721,BAO_0000218,Zone of skin,,Intermediate,,,,50597,N,1,1,CHEMBL622114,14.0,
10722,BAO_0000218,Spleen,,Intermediate,,,,50597,N,1,1,CHEMBL622115,2106.0,
10723,BAO_0000218,Spleen,,Intermediate,,,,50597,N,1,1,CHEMBL622116,2106.0,
10724,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622117,,
10725,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622118,,
10726,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622119,,
10727,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622120,,
10728,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622121,,
10729,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622122,,
10730,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622123,,
10731,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622124,,
10732,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622125,,
10733,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL622126,,
10734,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620455,,
10735,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620456,,
10736,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620457,,
10737,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620458,,
10738,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620459,,
10739,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620460,,
10740,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620461,,
10741,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620462,,
10742,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620463,,
10743,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620464,,
10744,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620465,,
10745,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620466,,
10746,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620467,,
10747,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620468,,
10748,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620469,,
10749,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620470,,
10750,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620471,,
10751,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620472,,
10752,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620473,,
10753,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620474,,
10754,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620475,,
10755,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620476,,
10756,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620477,,
10757,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL620478,,
10758,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618768,,
10759,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618769,,
10760,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618770,,
10761,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618771,,
10762,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618772,,
10763,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618773,,
10764,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL875842,,
10765,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618774,,
10766,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618775,,
10767,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618776,,
10768,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618777,,
10769,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618778,,
10770,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618779,,
10771,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618780,,
10772,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618781,,
10773,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618782,,
10774,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618783,,
10775,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618784,,
10776,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618785,,
10777,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618786,,
10778,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618787,,
10779,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618788,,
10780,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618789,,
10781,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618790,,
10782,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618791,,
10783,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL875843,,
10784,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL618792,,
10785,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623395,,
10786,BAO_0000218,,,Autocuration,,,,22224,U,0,1,CHEMBL623396,,
10787,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623397,,
10788,BAO_0000218,,,Intermediate,,,,50597,N,1,1,CHEMBL623398,,
10789,BAO_0000218,,,Intermediate,,,,50594,N,1,1,CHEMBL623399,,
10790,BAO_0000218,,,Autocuration,,,,22224,U,0,1,CHEMBL623400,,
