rental_id,customer_id,staff_id,amount,payment_date,payment_id
13820,81,2,5.99,2005-08-20 13:26:37,2209
14642,81,1,3.99,2005-08-21 19:09:40,2211
288,82,2,8.99,2005-05-26 19:47:49,2219
1438,82,1,0.99,2005-06-15 18:38:51,2220
2506,82,1,8.99,2005-06-18 23:29:53,2222
9277,82,2,3.99,2005-07-30 15:13:45,2233
13032,82,1,0.99,2005-08-19 08:31:50,2239
14518,82,2,0.99,2005-08-21 14:58:58,2241
222,83,2,0.99,2005-05-26 10:14:38,2244
1617,83,2,3.99,2005-06-16 07:06:06,2249
5394,83,2,6.99,2005-07-09 19:36:15,2254
6861,83,2,2.99,2005-07-12 19:56:52,2256
8729,83,2,4.99,2005-07-29 18:23:02,2258
13875,83,1,4.99,2005-08-20 15:13:11,2265
15737,83,2,5.99,2005-08-23 11:52:18,2267
739,84,1,6.99,2005-05-29 08:28:18,2270
834,84,1,4.99,2005-05-29 23:24:30,2271
2409,84,2,0.99,2005-06-18 16:53:33,2277
9074,84,2,2.99,2005-07-30 07:50:10,2288
10540,84,2,0.99,2005-08-01 12:24:42,2290
11220,84,2,4.99,2005-08-02 12:31:41,2292
11424,84,2,3.99,2005-08-02 19:57:42,2293
13115,84,2,2.99,2005-08-19 11:27:43,2298
15255,84,1,2.99,2005-08-22 18:16:50,2301
690,85,1,9.99,2005-05-29 00:54:53,2302
1685,85,1,1.99,2005-06-16 12:06:57,2304
2794,85,2,0.99,2005-06-19 18:53:05,2306
3418,85,2,3.99,2005-06-21 17:06:38,2309
13733,85,2,0.99,2005-08-20 10:25:12,2324
1640,86,2,4.99,2005-06-16 08:35:39,2326
3207,86,1,0.99,2005-06-21 00:43:16,2331
5295,86,2,0.99,2005-07-09 15:25:06,2337
10252,86,2,8.99,2005-08-01 02:39:39,2345
12198,86,1,2.99,2005-08-18 02:09:20,2349
13338,86,2,4.99,2005-08-19 20:09:59,2351
14122,86,2,1.99,2005-08-21 01:29:01,2354
674,87,1,2.99,2005-05-28 22:11:35,2359
2516,87,1,4.99,2005-06-19 00:03:28,2363
5628,87,1,3.99,2005-07-10 05:56:40,2366
7599,87,2,2.99,2005-07-27 23:38:46,2369
8187,87,2,7.99,2005-07-28 22:33:53,2370
10387,87,1,4.99,2005-08-01 06:42:31,2377
12232,87,1,0.99,2005-08-18 03:14:14,2378
13906,87,1,0.99,2005-08-20 16:16:03,2382
14566,87,1,2.99,2005-08-21 16:25:05,2384
2878,88,1,2.99,2005-06-20 01:09:14,2391
3846,88,1,5.99,2005-07-06 16:43:10,2395
8296,88,1,2.99,2005-07-29 02:43:25,2400
14097,88,2,2.99,2005-08-21 00:28:48,2405
4764,89,1,8.99,2005-07-08 15:01:25,2419
7370,89,2,7.99,2005-07-27 15:15:53,2424
8070,89,2,2.99,2005-07-28 17:26:56,2428
12118,89,1,3.99,2005-08-17 23:14:25,2436
12431,89,2,2.99,2005-08-18 10:34:59,2437
2584,90,2,6.99,2005-06-19 05:02:36,2442
3729,90,2,3.99,2005-07-06 11:30:29,2444
4371,90,2,4.99,2005-07-07 20:06:45,2445
7035,90,2,5.99,2005-07-27 03:06:09,2448
7058,90,2,1.99,2005-07-27 03:50:46,2449
8024,90,1,2.99,2005-07-28 15:55:40,2452
8408,90,1,0.99,2005-07-29 06:40:40,2453
8870,90,2,9.99,2005-07-30 00:08:08,2454
10835,90,1,4.99,2005-08-01 23:28:49,2458
11231,90,2,4.99,2005-08-02 13:02:11,2459
12788,90,1,2.99,2005-08-19 00:15:09,2462
15674,90,1,7.99,2005-08-23 09:16:39,2468
2457,91,1,3.99,2005-06-18 19:38:20,2471
4245,91,1,4.99,2005-07-07 13:48:33,2476
5025,91,2,4.99,2005-07-09 02:28:24,2479
5701,91,2,0.99,2005-07-10 09:56:24,2481
6178,91,1,2.99,2005-07-11 10:59:09,2483
7637,91,2,0.99,2005-07-28 01:12:25,2486
10008,91,2,4.99,2005-07-31 17:59:36,2492
14888,91,2,2.99,2005-08-22 04:09:18,2498
5497,92,2,5.99,2005-07-10 00:23:23,2513
5792,92,1,6.99,2005-07-10 14:22:19,2515
7073,92,1,4.99,2005-07-27 04:03:26,2519
13620,92,1,2.99,2005-08-20 06:41:27,2529
14998,92,2,4.99,2005-08-22 07:53:14,2531
4733,93,1,2.99,2005-07-08 13:12:07,2537
13904,93,2,2.99,2005-08-20 16:11:34,2546
629,94,2,4.99,2005-05-28 17:19:15,2556
2816,94,1,2.99,2005-06-19 20:04:23,2561
4287,94,1,8.99,2005-07-07 15:37:31,2563
5970,94,2,4.99,2005-07-11 00:04:50,2565
7979,94,2,0.99,2005-07-28 14:16:30,2567
9605,94,1,4.99,2005-07-31 03:50:07,2568
490,95,1,4.99,2005-05-28 00:09:56,2576
3426,95,2,0.99,2005-06-21 18:12:10,2580
9222,95,1,6.99,2005-07-30 13:21:08,2586
9695,95,1,6.99,2005-07-31 07:13:30,2587
10130,95,1,0.99,2005-07-31 21:44:30,2589
3463,96,2,0.99,2005-06-21 22:00:00,2600
3742,96,2,2.99,2005-07-06 12:01:38,2602
5678,96,1,4.99,2005-07-10 08:42:42,2605
8437,96,1,6.99,2005-07-29 07:23:43,2608
9093,96,2,3.99,2005-07-30 08:33:24,2609
9315,96,1,4.99,2005-07-30 17:05:29,2610
12199,96,1,4.99,2005-08-18 02:09:23,2615
13514,96,1,0.99,2005-08-20 02:28:09,2617
13855,96,1,4.99,2005-08-20 14:48:55,2618
3565,97,2,0.99,2005-07-06 03:02:58,2625
4508,97,1,4.99,2005-07-08 02:28:41,2628
6544,97,1,0.99,2005-07-12 04:56:15,2630
2213,98,1,4.99,2005-06-18 02:36:47,2642
7120,98,2,3.99,2005-07-27 05:56:39,2649
7530,98,1,0.99,2005-07-27 21:18:58,2650
867,99,2,0.99,2005-05-30 03:54:43,2664
1858,99,1,4.99,2005-06-17 01:13:11,2665
4954,99,2,2.99,2005-07-08 23:14:16,2672
5748,99,1,2.99,2005-07-10 12:19:59,2674
8514,99,2,0.99,2005-07-29 09:53:33,2681
10388,99,2,7.99,2005-08-01 06:42:44,2682
1216,100,2,4.99,2005-06-15 03:23:48,2689
1427,100,1,2.99,2005-06-15 18:17:28,2691
3468,100,2,6.99,2005-06-21 22:43:45,2692
5238,100,2,4.99,2005-07-09 13:11:14,2698
7819,100,2,4.99,2005-07-28 08:27:14,2701
8203,100,2,0.99,2005-07-28 23:14:56,2703
9048,100,2,5.99,2005-07-30 06:57:07,2704
9271,100,1,4.99,2005-07-30 15:04:31,2705
4975,101,1,2.99,2005-07-09 00:02:46,2713
5100,101,2,2.99,2005-07-09 06:16:03,2714
14542,101,2,3.99,2005-08-21 15:36:34,2733
15103,101,2,2.99,2005-08-22 12:01:06,2734
12141,101,2,0.99,2006-02-14 15:16:03,2735
247,102,1,4.99,2005-05-26 14:01:05,2736
4777,102,2,3.99,2005-07-08 15:48:34,2745
7439,102,2,6.99,2005-07-27 17:42:31,2754
10841,102,2,1.99,2005-08-01 23:39:21,2762
15049,102,1,1.99,2005-08-22 10:06:28,2767
16031,102,2,3.99,2005-08-23 21:59:26,2768
2118,103,1,0.99,2005-06-17 20:28:29,2772
2724,103,1,0.99,2005-06-19 14:57:54,2774
4040,103,2,6.99,2005-07-07 03:02:40,2777
12942,103,2,7.99,2005-08-19 05:40:36,2790
15599,103,1,5.99,2005-08-23 06:25:07,2797
4917,104,1,2.99,2005-07-08 21:32:30,2810
8413,104,1,1.99,2005-07-29 06:47:39,2813
9090,104,1,3.99,2005-07-30 08:24:42,2814
5429,105,1,4.99,2005-07-09 21:14:03,2832
5542,105,2,2.99,2005-07-10 02:45:53,2833
7442,105,1,2.99,2005-07-27 17:47:00,2836
9198,105,2,5.99,2005-07-30 12:37:08,2839
9210,105,2,9.99,2005-07-30 12:56:44,2840
7224,106,1,3.99,2005-07-27 09:44:26,2859
14431,106,2,2.99,2005-08-21 11:31:15,2870
15154,106,1,6.99,2005-08-22 14:27:37,2872
170,107,1,5.99,2005-05-26 03:11:12,2873
1026,107,1,5.99,2005-05-31 03:45:26,2874
5575,107,2,2.99,2005-07-10 03:55:50,2884
10226,107,1,4.99,2005-08-01 01:40:04,2896
13079,107,1,1.98,2006-02-14 15:16:03,2901
2061,108,1,8.99,2005-06-17 15:47:00,2907
4303,108,1,1.99,2005-07-07 16:57:32,2912
4754,108,1,0.99,2005-07-08 14:20:01,2914
5661,108,1,5.99,2005-07-10 07:53:51,2916
5806,108,2,4.99,2005-07-10 15:11:54,2917
6841,108,1,0.99,2005-07-12 19:04:24,2918
11316,108,1,5.99,2005-08-02 16:07:49,2923
11759,108,2,2.99,2005-08-17 09:41:23,2925
12583,108,1,2.99,2005-08-18 15:51:36,2926
14635,108,2,3.99,2005-08-21 18:51:43,2929
15556,108,2,8.99,2005-08-23 04:52:16,2930
1061,109,1,7.99,2005-05-31 08:27:58,2937
2198,109,2,6.99,2005-06-18 01:51:22,2942
5027,109,1,2.99,2005-07-09 02:32:37,2946
7145,109,2,0.99,2005-07-27 07:01:00,2949
10240,109,2,0.99,2005-08-01 02:09:33,2953
13264,109,1,3.99,2005-08-19 17:27:10,2956
15677,109,2,2.99,2005-08-23 09:23:36,2958
515,110,1,7.99,2005-05-28 03:10:10,2959
1528,110,2,8.99,2005-06-16 00:32:52,2961
4317,110,1,2.99,2005-07-07 17:44:49,2963
12585,110,2,3.99,2005-08-18 15:52:12,2970
15381,110,2,2.99,2005-08-22 22:28:36,2972
1974,111,2,2.99,2005-06-17 09:30:05,2975
2297,111,2,4.99,2005-06-18 08:17:41,2977
3551,111,1,3.99,2005-07-06 02:33:48,2981
15174,111,2,6.99,2005-08-22 15:26:36,2997
1835,112,1,4.99,2005-06-16 23:05:36,3001
9217,112,1,4.99,2005-07-30 13:13:55,3010
9321,112,2,6.99,2005-07-30 17:19:44,3011
9911,112,2,3.99,2005-07-31 14:48:01,3014
15304,112,2,4.99,2005-08-22 19:45:57,3025
510,113,1,0.99,2005-05-28 02:52:14,3029
2282,113,1,2.99,2005-06-18 06:48:23,3032
3004,113,2,0.99,2005-06-20 10:04:36,3034
4333,113,1,2.99,2005-07-07 18:31:50,3038
5189,113,2,2.99,2005-07-09 10:23:21,3039
6025,113,1,0.99,2005-07-11 02:18:13,3043
7468,113,2,5.99,2005-07-27 18:52:27,3045
9221,113,2,6.99,2005-07-30 13:20:06,3047
11655,113,2,7.99,2005-08-17 05:11:07,3051
11872,113,1,5.99,2005-08-17 14:11:45,3052
12817,113,2,3.99,2005-08-19 01:04:35,3054
13406,113,2,2.99,2005-08-19 22:22:01,3055
2059,114,1,2.99,2005-06-17 15:36:12,3061
3484,114,1,4.99,2005-07-05 23:23:11,3065
8496,114,2,4.99,2005-07-29 09:05:33,3077
12685,114,1,6.99,2005-08-18 19:51:29,3082
14867,114,1,4.99,2005-08-22 03:14:46,3085
15485,114,1,0.99,2005-08-23 02:04:57,3086
915,115,1,0.99,2005-05-30 11:20:27,3091
3289,115,1,6.99,2005-06-21 06:41:48,3096
3624,115,1,0.99,2005-07-06 06:06:27,3098
5245,115,1,4.99,2005-07-09 13:24:14,3100
7465,115,2,4.99,2005-07-27 18:50:30,3107
10475,115,2,4.99,2005-08-01 10:03:17,3112
10647,115,2,2.99,2005-08-01 16:08:46,3113
11891,115,1,2.99,2005-08-17 15:11:55,3115
13056,115,2,2.99,2006-02-14 15:16:03,3120
1058,116,1,4.99,2005-05-31 08:04:17,3121
1332,116,2,0.99,2005-06-15 11:36:01,3122
1533,116,2,0.99,2005-06-16 00:46:02,3123
2639,116,1,4.99,2005-06-19 09:24:02,3126
2861,116,1,3.99,2005-06-19 23:21:34,3127
4027,116,1,0.99,2005-07-07 02:19:01,3130
7238,116,1,0.99,2005-07-27 10:13:41,3134
9562,116,1,3.99,2005-07-31 02:23:20,3137
13775,116,1,6.99,2005-08-20 11:56:30,3145
14763,116,2,11.99,2005-08-21 23:34:00,3146
1114,117,2,0.99,2005-05-31 16:00:33,3149
10558,117,1,4.99,2005-08-01 13:00:20,3158
12337,117,1,2.99,2005-08-18 07:02:24,3161
14784,117,1,0.99,2005-08-22 00:23:13,3164
14854,117,2,2.99,2005-08-22 02:26:47,3165
15432,117,1,2.99,2005-08-23 00:26:52,3166
1766,118,2,4.99,2005-06-16 17:59:37,3168
3263,118,1,4.99,2005-06-21 04:15:52,3170
8760,118,2,7.99,2005-07-29 19:22:40,3179
14595,118,2,7.99,2005-08-21 17:35:17,3185
235,119,1,5.99,2005-05-26 11:51:09,3189
2009,119,2,2.99,2005-06-17 11:48:31,3192
5268,119,1,0.99,2005-07-09 14:22:43,3196
9028,119,2,2.99,2005-07-30 06:00:35,3202
11377,119,2,2.99,2005-08-02 18:16:47,3207
11520,119,1,5.99,2005-08-17 00:04:28,3208
14659,119,2,0.99,2005-08-21 19:42:36,3216
15171,119,2,6.99,2005-08-22 15:23:59,3219
3133,120,1,2.99,2005-06-20 19:18:32,3229
4272,120,2,3.99,2005-07-07 14:39:20,3231
4666,120,2,9.99,2005-07-08 10:05:02,3233
8756,120,2,1.99,2005-07-29 19:18:57,3239
14153,120,1,4.99,2005-08-21 02:24:33,3249
14460,120,2,9.99,2005-08-21 12:48:48,3251
14969,120,2,6.99,2005-08-22 06:49:15,3252
15780,120,1,4.99,2006-02-14 15:16:03,3253
7185,121,1,0.99,2005-07-27 08:23:54,3260
11720,121,2,8.99,2005-08-17 07:46:54,3267
14138,121,1,7.99,2005-08-21 01:59:37,3273
15114,121,2,7.99,2005-08-22 12:24:55,3277
16041,121,1,2.99,2005-08-23 22:20:26,3279
2253,122,1,0.99,2005-06-18 05:11:43,3285
2595,122,2,4.99,2005-06-19 05:43:55,3287
4568,122,1,4.99,2005-07-08 05:23:59,3292
5235,122,2,6.99,2005-07-09 12:54:25,3293
6231,122,2,0.99,2005-07-11 14:02:36,3294
6974,122,2,7.99,2005-07-27 00:39:16,3297
10626,122,1,1.99,2005-08-01 15:32:41,3304
1751,123,1,0.99,2005-06-16 17:00:14,3314
2594,123,1,2.99,2005-06-19 05:43:43,3317
10066,123,1,4.99,2005-07-31 19:30:01,3327
13668,123,1,2.99,2005-08-20 08:26:06,3331
1130,124,2,5.99,2005-05-31 18:13:57,3339
2336,124,2,1.99,2005-06-18 11:00:05,3340
4341,124,1,7.99,2005-07-07 18:44:23,3341
4709,124,2,2.99,2005-07-08 12:04:34,3342
6411,124,1,2.99,2005-07-11 23:10:50,3344
7700,124,2,8.99,2005-07-28 03:54:14,3346
14737,124,2,0.99,2005-08-21 22:27:11,3351
15266,124,2,4.99,2005-08-22 18:37:24,3352
2355,125,1,3.99,2005-06-18 12:57:06,3356
3617,125,1,4.99,2005-07-06 05:58:06,3359
5523,125,2,7.99,2005-07-10 01:47:55,3361
6268,125,2,6.99,2005-07-11 15:55:34,3363
7879,125,2,0.99,2005-07-28 10:27:46,3365
8433,125,1,2.99,2005-07-29 07:19:16,3368
9734,125,2,2.99,2005-07-31 08:57:45,3374
11279,125,2,7.99,2005-08-02 14:30:03,3377
15055,125,1,2.99,2005-08-22 10:14:39,3385
6755,126,2,6.99,2005-07-12 15:07:49,3398
7962,126,1,0.99,2005-07-28 13:48:09,3399
11196,126,1,9.99,2005-08-02 11:42:40,3403
13015,126,2,7.99,2005-08-19 07:56:51,3408
1803,127,2,2.99,2005-06-16 20:32:47,3417
2412,127,2,3.99,2005-06-18 16:58:58,3418
8209,127,2,6.99,2005-07-28 23:29:28,3424
11235,127,1,0.99,2005-08-02 13:13:21,3429
12820,127,2,2.99,2005-08-19 01:05:08,3431
14189,127,1,2.99,2005-08-21 03:32:17,3435
1131,128,2,2.99,2005-05-31 18:44:19,3439
5647,128,1,4.99,2005-07-10 07:08:40,3445
6186,128,2,2.99,2005-07-11 11:26:41,3447
6687,128,2,2.99,2005-07-12 12:19:23,3449
9952,128,1,3.99,2005-07-31 15:52:37,3456
1732,129,2,0.99,2005-06-16 15:34:41,3470
2727,129,1,3.99,2005-06-19 15:02:39,3471
4256,129,2,2.99,2005-07-07 14:14:36,3479
5350,129,2,4.99,2005-07-09 17:39:30,3484
8339,129,1,4.99,2005-07-29 04:41:13,3485
8345,129,1,2.99,2005-07-29 04:47:37,3486
10024,129,1,7.99,2005-07-31 18:26:36,3489
10550,129,2,2.99,2005-08-01 12:46:52,3494
14968,129,2,1.99,2005-08-22 06:46:59,3503
1,130,1,2.99,2005-05-24 22:53:30,3504
2163,130,2,2.99,2005-06-17 23:46:16,3508
4339,130,2,4.99,2005-07-07 18:41:42,3512
4485,130,2,4.99,2005-07-08 01:07:54,3513
9637,130,2,4.99,2005-07-31 05:18:54,3518
11811,130,1,2.99,2005-08-17 11:59:18,3522
55,131,2,2.99,2005-05-25 08:26:13,3528
5726,131,2,2.99,2005-07-10 11:22:08,3537
5874,131,1,3.99,2005-07-10 19:02:51,3538
9323,131,1,3.99,2005-07-30 17:21:44,3543
10179,131,1,2.99,2005-07-31 23:49:54,3544
10459,131,1,4.99,2005-08-01 09:20:09,3545
12263,131,2,0.99,2005-08-18 04:16:18,3550
13346,131,2,7.99,2005-08-19 20:28:21,3553
15659,131,2,2.99,2005-08-23 08:48:43,3556
2208,132,1,4.99,2005-06-18 02:22:07,3559
3121,132,1,4.99,2005-06-20 18:23:30,3563
4168,132,1,4.99,2005-07-07 09:37:24,3566
4534,132,1,4.99,2005-07-08 03:36:55,3567
5391,132,1,2.99,2005-07-09 19:28:34,3570
5684,132,2,5.99,2005-07-10 08:59:03,3571
6978,132,1,1.99,2005-07-27 00:47:40,3575
275,133,1,6.99,2005-05-26 17:09:53,3586
2665,133,2,7.99,2005-06-19 11:12:35,3589
4506,133,2,6.99,2005-07-08 02:22:18,3592
6157,133,1,4.99,2005-07-11 09:48:16,3597
7177,133,1,2.99,2005-07-27 08:07:39,3599
9671,133,2,0.99,2005-07-31 06:33:41,3604
10665,133,1,0.99,2005-08-01 16:56:17,3605
13323,133,2,2.99,2005-08-19 19:48:07,3608
13910,133,2,2.99,2005-08-20 16:30:49,3610
3267,134,1,5.99,2005-06-21 04:55:21,3620
6659,134,1,0.99,2005-07-12 11:18:05,3623
7965,134,2,4.99,2005-07-28 13:52:57,3625
12754,134,1,7.99,2005-08-18 22:37:41,3631
12987,134,2,2.99,2005-08-19 07:11:44,3632
753,135,2,3.99,2005-05-29 10:16:42,3637
1671,135,2,1.99,2005-06-16 10:30:22,3639
4102,135,1,0.99,2005-07-07 06:25:19,3641
6461,135,1,3.99,2005-07-12 01:14:03,3645
14005,135,1,0.99,2005-08-20 20:19:05,3662
14136,135,2,5.99,2005-08-21 01:57:26,3663
15908,135,2,2.99,2005-08-23 17:42:00,3664
11992,136,2,10.99,2005-08-17 18:27:22,3674
12539,136,2,0.99,2005-08-18 14:10:09,3676
13992,136,2,4.99,2005-08-20 19:30:35,3677
14437,136,1,2.99,2005-08-21 11:48:32,3679
2785,137,1,2.99,2005-06-19 18:43:57,3683
3436,137,1,5.99,2005-06-21 19:16:09,3685
3589,137,2,4.99,2005-07-06 04:30:18,3686
3874,137,2,6.99,2005-07-06 18:06:12,3688
5804,137,1,2.99,2005-07-10 15:06:31,3693
6039,137,1,6.99,2005-07-11 03:12:19,3694
8106,137,1,4.99,2005-07-28 19:02:46,3697
9466,137,2,7.99,2005-07-30 22:44:36,3701
9789,137,1,2.99,2005-07-31 10:30:25,3703
11281,137,1,3.99,2005-08-02 14:35:01,3708
11732,137,2,3.99,2005-08-17 08:29:46,3709
12078,137,1,2.99,2005-08-17 22:00:22,3710
13472,137,1,5.99,2005-08-20 01:03:31,3712
15082,137,2,7.99,2005-08-22 11:17:06,3715
5600,138,1,1.99,2005-07-10 04:55:45,3727
6892,138,1,0.99,2005-07-12 21:10:04,3730
7208,138,1,2.99,2005-07-27 09:16:28,3731
8424,138,1,3.99,2005-07-29 07:06:03,3735
9619,138,1,0.99,2005-07-31 04:17:02,3737
10110,138,1,0.99,2005-07-31 21:06:12,3739
12550,138,2,2.99,2005-08-18 14:40:38,3746
14194,138,1,1.99,2005-08-21 03:40:11,3748
14432,138,2,4.99,2005-08-21 11:36:15,3749
14486,138,2,4.99,2005-08-21 13:52:54,3750
15424,138,1,2.99,2005-08-23 00:03:01,3752
15501,138,1,0.99,2005-08-23 02:39:56,3753
5265,139,2,7.99,2005-07-09 14:15:01,3761
5390,139,1,6.99,2005-07-09 19:26:22,3762
5494,139,1,6.99,2005-07-10 00:15:00,3763
7767,139,2,5.99,2005-07-28 06:42:02,3767
9415,139,2,2.99,2005-07-30 20:48:31,3768
10900,139,1,2.99,2005-08-02 01:34:26,3770
14736,139,2,5.99,2005-08-21 22:25:53,3773
14788,139,1,2.99,2005-08-22 00:27:59,3774
15062,139,1,2.99,2005-08-22 10:34:39,3777
1586,140,1,4.99,2005-06-16 04:51:18,3781
1687,140,1,2.99,2005-06-16 12:09:20,3782
9094,140,1,4.99,2005-07-30 08:35:10,3790
13053,140,2,10.99,2005-08-19 09:31:48,3796
2895,141,2,7.99,2005-06-20 02:26:31,3801
3434,141,1,4.99,2005-06-21 19:08:28,3802
6979,141,2,4.99,2005-07-27 00:49:53,3808
8434,141,1,4.99,2005-07-29 07:20:14,3810
11411,141,1,2.99,2005-08-02 19:29:47,3817
12107,141,2,3.99,2005-08-17 22:56:24,3821
13000,141,1,0.99,2005-08-19 07:36:42,3823
15013,141,1,4.99,2005-08-22 08:42:45,3828
11,142,2,8.99,2005-05-25 00:09:02,3831
8513,142,2,2.99,2005-07-29 09:52:59,3841
10934,142,2,5.99,2005-08-02 02:52:18,3846
12964,142,1,0.99,2005-08-19 06:29:13,3848
4031,143,1,7.99,2005-07-07 02:32:07,3864
4221,143,2,0.99,2005-07-07 12:18:57,3865
4585,143,1,7.99,2005-07-08 06:11:58,3866
8312,143,1,0.99,2005-07-29 03:32:38,3869
11278,143,1,6.99,2005-08-02 14:29:43,3873
13835,143,2,4.99,2005-08-20 14:06:33,3876
3145,144,1,2.99,2005-06-20 20:21:17,3885
8459,144,2,5.99,2005-07-29 08:05:40,3899
10302,144,1,0.99,2005-08-01 04:12:08,3905
12858,144,1,3.99,2005-08-19 02:22:16,3915
500,145,1,0.99,2005-05-28 01:05:25,3921
2271,145,2,4.99,2005-06-18 06:29:52,3922
4201,145,2,8.99,2005-07-07 11:19:51,3925
4470,145,1,2.99,2005-07-08 00:20:57,3928
7529,145,1,7.99,2005-07-27 21:18:08,3934
7954,145,2,0.99,2005-07-28 13:25:05,3935
9156,145,1,2.99,2005-07-30 11:04:55,3937
14389,145,2,6.99,2005-08-21 10:15:20,3948
1724,146,2,1.99,2005-06-16 15:15:43,3952
2800,146,1,0.99,2005-06-19 19:15:56,3956
5000,146,2,4.99,2005-07-09 01:16:13,3959
6102,146,1,7.99,2005-07-11 06:53:09,3960
6327,146,1,4.99,2005-07-11 19:07:29,3962
11221,146,1,2.99,2005-08-02 12:32:12,3966
11573,146,1,4.99,2005-08-17 01:38:18,3969
11857,146,1,4.99,2005-08-17 13:48:30,3970
13829,146,2,4.99,2005-08-20 13:50:17,3975
362,147,1,0.99,2005-05-27 07:10:25,3978
3919,147,2,7.99,2005-07-06 20:26:21,3984
5844,147,1,0.99,2005-07-10 17:14:43,3989
6343,147,2,0.99,2005-07-11 19:51:35,3990
6753,147,2,2.99,2005-07-12 14:55:42,3992
8893,147,1,2.99,2005-07-30 00:48:19,3995
10752,147,2,8.99,2005-08-01 20:08:49,3998
15730,147,1,8.99,2005-08-23 11:32:35,4010
1517,148,2,6.99,2005-06-15 23:20:26,4014
2751,148,2,3.99,2005-06-19 16:39:23,4015
2843,148,2,3.99,2005-06-19 22:36:39,4016
5034,148,1,4.99,2005-07-09 02:48:15,4022
5372,148,1,4.99,2005-07-09 18:48:39,4023
6169,148,1,1.99,2005-07-11 10:25:56,4024
6793,148,2,10.99,2005-07-12 16:37:55,4026
7656,148,1,0.99,2005-07-28 02:07:19,4027
9023,148,1,5.99,2005-07-30 05:36:40,4035
9106,148,1,2.99,2005-07-30 08:52:34,4036
11357,148,1,10.99,2005-08-02 17:42:49,4041
12512,148,2,3.99,2005-08-18 13:28:27,4044
14184,148,2,6.99,2005-08-21 03:24:50,4049
14965,148,2,2.99,2005-08-22 06:45:53,4053
15237,148,2,4.99,2005-08-22 17:44:30,4054
15379,148,2,8.99,2005-08-22 22:26:13,4055
764,149,1,4.99,2005-05-29 11:37:35,4058
1521,149,2,2.99,2005-06-15 23:58:53,4059
2194,149,2,4.99,2005-06-18 01:41:37,4062
2305,149,1,5.99,2005-06-18 08:31:18,4063
3939,149,1,6.99,2005-07-06 21:16:32,4067
6356,149,1,4.99,2005-07-11 20:57:48,4072
7989,149,1,6.99,2005-07-28 14:39:05,4075
10737,149,2,7.99,2005-08-01 19:31:24,4077
10967,149,2,0.99,2005-08-02 04:02:16,4078
3456,150,1,5.99,2005-06-21 21:19:47,4088
4271,150,1,6.99,2005-07-07 14:38:52,4089
9121,150,1,2.99,2005-07-30 09:36:26,4092
11789,150,2,6.99,2005-08-17 10:59:24,4095
13255,150,2,8.99,2005-08-19 16:54:12,4102
13599,150,2,5.99,2005-08-20 06:00:03,4104
14454,150,2,2.99,2005-08-21 12:35:49,4106
3017,151,1,3.99,2005-06-20 11:08:56,4113
9253,151,1,4.99,2005-07-30 14:20:12,4122
9969,151,1,2.99,2005-07-31 16:38:12,4124
13230,151,2,0.99,2005-08-19 16:12:07,4129
14922,151,2,3.99,2005-08-22 05:13:05,4132
745,152,1,4.99,2005-05-29 09:22:57,4137
12917,152,1,4.99,2005-08-19 04:27:11,4149
12960,152,2,1.99,2005-08-19 06:21:52,4150
13986,152,1,0.99,2005-08-20 19:13:23,4153
2945,153,1,5.99,2005-06-20 05:49:27,4160
12439,153,1,3.99,2005-08-18 10:44:57,4173
14944,153,1,4.99,2005-08-22 06:01:26,4177
15267,153,2,0.99,2005-08-22 18:37:48,4178
15444,153,2,7.99,2005-08-23 00:46:52,4179
2886,154,1,4.99,2005-06-20 01:38:39,4185
6048,154,1,0.99,2005-07-11 03:32:23,4194
6993,154,2,4.99,2005-07-27 01:05:24,4195
7055,154,1,4.99,2005-07-27 03:45:42,4196
10851,154,1,4.99,2005-08-01 23:58:45,4202
11296,154,1,5.99,2005-08-02 15:15:27,4203
15721,154,1,2.99,2005-08-23 11:16:16,4210
7077,155,1,3.99,2005-07-27 04:13:02,4222
7492,155,1,2.99,2005-07-27 19:54:18,4223
9781,155,2,7.99,2005-07-31 10:13:02,4225
14549,155,2,2.99,2005-08-21 15:54:21,4230
12352,155,1,0.0,2006-02-14 15:16:03,4235
899,156,2,6.99,2005-05-30 09:29:30,4236
2221,156,2,0.99,2005-06-18 03:24:56,4239
2658,156,1,4.99,2005-06-19 10:43:42,4240
2782,156,1,0.99,2005-06-19 18:25:07,4241
4394,156,2,2.99,2005-07-07 21:12:45,4242
5534,156,2,4.99,2005-07-10 02:26:49,4243
5828,156,1,2.99,2005-07-10 16:27:25,4244
5908,156,2,0.99,2005-07-10 20:44:14,4245
6540,156,2,6.99,2005-07-12 04:51:13,4246
9696,156,1,0.99,2005-07-31 07:13:46,4250
11490,156,2,2.99,2005-08-02 22:36:00,4252
14914,156,1,0.99,2005-08-22 04:53:35,4259
15408,156,1,6.99,2005-08-22 23:26:32,4260
642,157,1,4.99,2005-05-28 18:49:12,4262
4435,157,2,3.99,2005-07-07 22:51:04,4266
8576,157,2,4.99,2005-07-29 11:55:01,4275
9237,157,2,2.99,2005-07-30 13:48:17,4278
9264,157,2,4.99,2005-07-30 14:51:36,4279
10203,157,1,4.99,2005-08-01 00:45:27,4281
13481,157,1,6.99,2005-08-20 01:11:12,4289
245,158,2,4.99,2005-05-26 13:46:59,4292
2035,158,2,6.99,2005-06-17 13:45:09,4296
