release_year,film_id,original_language_id,description,title,replacement_cost,rental_rate,language,rental_duration,length,rating
2006,180,,A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft,CONSPIRACY SPIRIT,27.99,2.99,English,4,184,PG-13
2006,181,,A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India,CONTACT ANONYMOUS,10.99,2.99,English,7,166,PG-13
2006,182,,A Fateful Documentary of a Robot And a Student who must Battle a Cat in A Monastery,CONTROL ANTHEM,9.99,4.99,English,7,185,G
2006,183,,A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention,CONVERSATION DOWNHILL,14.99,4.99,English,4,112,R
2006,184,,A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse,CORE SUIT,24.99,2.99,English,3,92,PG-13
2006,185,,A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon,COWBOY DOOM,10.99,2.99,English,3,146,PG
2006,186,,A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory,CRAFT OUTFIELD,17.99,0.99,English,6,64,NC-17
2006,187,,A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory,CRANES RESERVOIR,12.99,2.99,English,5,57,NC-17
2006,188,,A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback,CRAZY HOME,24.99,2.99,English,7,136,PG
2006,189,,A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India,CREATURES SHAKESPEARE,23.99,0.99,English,3,139,NC-17
2006,190,,A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat,CREEPERS KANE,23.99,4.99,English,5,172,NC-17
2006,191,,A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park,CROOKED FROGMEN,27.99,0.99,English,6,143,PG-13
2006,192,,A Beautiful Documentary of a Dog And a Robot who must Redeem a Womanizer in Berlin,CROSSING DIVORCE,19.99,4.99,English,4,50,R
2006,193,,A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback,CROSSROADS CASUALTIES,20.99,2.99,English,5,153,G
2006,194,,A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station,CROW GREASE,22.99,0.99,English,6,104,PG
2006,197,,A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park,CRUSADE HONEY,27.99,2.99,English,4,112,R
2006,198,,A Fast-Paced Character Study of a Feminist And a Explorer who must Face a Pastry Chef in Ancient Japan,CRYSTAL BREAKING,22.99,2.99,English,6,184,NC-17
2006,199,,A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park,CUPBOARD SINNERS,29.99,2.99,English,4,56,R
2006,200,,A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank,CURTAIN VIDEOTAPE,27.99,0.99,English,7,133,PG-13
2006,201,,A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention,CYCLONE FAMILY,18.99,2.99,English,7,176,PG
2006,202,,A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico,DADDY PITTSBURGH,26.99,4.99,English,5,161,G
2006,203,,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,DAISY MENAGERIE,9.99,4.99,English,5,84,G
2006,204,,A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse,DALMATIONS SWEDEN,25.99,0.99,English,4,106,PG
2006,205,,A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park,DANCES NONE,22.99,0.99,English,3,58,NC-17
2006,206,,A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank,DANCING FEVER,25.99,0.99,English,6,144,G
2006,207,,A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California,DANGEROUS UPTOWN,26.99,4.99,English,7,121,PG
2006,208,,A Fateful Story of a Robot And a Dentist who must Defeat a Astronaut in New Orleans,DARES PLUTO,16.99,2.99,English,7,89,PG-13
2006,209,,A Touching Documentary of a Husband And a Hunter who must Escape a Boy in The Sahara Desert,DARKNESS WAR,24.99,2.99,English,6,99,NC-17
2006,210,,A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans,DARKO DORADO,13.99,4.99,English,3,130,NC-17
2006,211,,A Brilliant Documentary of a Astronaut And a Squirrel who must Succumb a Student in The Gulf of Mexico,DARLING BREAKING,20.99,4.99,English,7,165,PG-13
2006,212,,A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat,DARN FORRESTER,14.99,4.99,English,7,185,G
2006,213,,A Touching Saga of a Composer And a Moose who must Discover a Dentist in A MySQL Convention,DATE SPEED,19.99,0.99,English,4,104,R
2006,214,,A Beautiful Tale of a Hunter And a Mad Scientist who must Confront a Squirrel in The First Manned Space Station,DAUGHTER MADIGAN,13.99,4.99,English,3,59,PG-13
2006,215,,A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin,DAWN POND,27.99,4.99,English,4,57,PG
2006,216,,A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat,DAY UNFAITHFUL,16.99,4.99,English,3,113,G
2006,218,,A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India,DECEIVER BETRAYED,22.99,0.99,English,7,122,NC-17
2006,219,,A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia,DEEP CRUSADE,20.99,4.99,English,6,51,PG-13
2006,220,,A Thoughtful Story of a Mad Cow And a Womanizer who must Overcome a Mad Scientist in Soviet Georgia,DEER VIRGINIAN,13.99,2.99,English,7,106,NC-17
2006,221,,A Astounding Saga of a Monkey And a Moose who must Conquer a Butler in A Shark Tank,DELIVERANCE MULHOLLAND,9.99,0.99,English,4,100,R
2006,222,,A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans,DESERT POSEIDON,27.99,4.99,English,4,64,R
2006,223,,A Fast-Paced Tale of a Dog And a Forensic Psychologist who must Meet a Astronaut in The First Manned Space Station,DESIRE ALIEN,24.99,2.99,English,7,76,NC-17
2006,224,,A Epic Yarn of a Forensic Psychologist And a Teacher who must Face a Lumberjack in California,DESPERATE TRAINSPOTTING,29.99,4.99,English,7,81,G
2006,225,,A Beautiful Yarn of a Teacher And a Cat who must Build a Car in A U-Boat,DESTINATION JERK,19.99,0.99,English,3,76,PG-13
2006,226,,A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia,DESTINY SATURDAY,20.99,4.99,English,4,56,G
2006,227,,A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat,DETAILS PACKER,17.99,4.99,English,4,88,R
2006,228,,A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan,DETECTIVE VISION,16.99,0.99,English,4,143,PG-13
2006,229,,A Beautiful Reflection of a Monkey And a Dentist who must Face a Database Administrator in Ancient Japan,DEVIL DESIRE,12.99,4.99,English,6,87,R
2006,230,,A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India,DIARY PANIC,20.99,2.99,English,7,107,G
2006,231,,A Action-Packed Drama of a Feminist And a Girl who must Reach a Robot in The Canadian Rockies,DINOSAUR SECRETARY,27.99,2.99,English,7,63,R
2006,232,,A Action-Packed Character Study of a Forensic Psychologist And a Girl who must Build a Dentist in The Outback,DIRTY ACE,29.99,2.99,English,7,147,NC-17
2006,233,,A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank,DISCIPLE MOTHER,17.99,0.99,English,3,141,PG
2006,234,,A Lacklusture Display of a Crocodile And a Butler who must Overcome a Monkey in A U-Boat,DISTURBING SCARFACE,27.99,2.99,English,6,94,R
2006,235,,A Intrepid Saga of a Man And a Forensic Psychologist who must Reach a Squirrel in A Monastery,DIVIDE MONSTER,13.99,2.99,English,6,68,PG-13
2006,236,,A Boring Character Study of a Man And a Womanizer who must Succumb a Teacher in An Abandoned Amusement Park,DIVINE RESURRECTION,19.99,2.99,English,4,100,R
2006,237,,A Unbelieveable Saga of a Crocodile And a Student who must Discover a Cat in Ancient India,DIVORCE SHINING,21.99,2.99,English,3,47,G
2006,238,,A Insightful Drama of a Womanizer And a Waitress who must Reach a Forensic Psychologist in The Outback,DOCTOR GRAIL,29.99,2.99,English,4,57,G
2006,239,,A Brilliant Character Study of a Database Administrator And a Monkey who must Succumb a Astronaut in New Orleans,DOGMA FAMILY,16.99,4.99,English,5,122,G
2006,240,,A Thrilling Display of a Pioneer And a Frisbee who must Escape a Teacher in The Outback,DOLLS RAGE,10.99,2.99,English,7,120,PG-13
2006,241,,A Awe-Inspiring Tale of a Butler And a Frisbee who must Vanquish a Teacher in Ancient Japan,DONNIE ALLEY,20.99,0.99,English,4,125,NC-17
2006,242,,A Astounding Panorama of a Car And a Mad Scientist who must Battle a Lumberjack in A MySQL Convention,DOOM DANCING,13.99,0.99,English,4,68,R
2006,243,,A Awe-Inspiring Display of a Squirrel And a Woman who must Overcome a Boy in The Gulf of Mexico,DOORS PRESIDENT,22.99,4.99,English,3,49,NC-17
2006,244,,A Action-Packed Tale of a Sumo Wrestler And a A Shark who must Meet a Frisbee in California,DORADO NOTTING,26.99,4.99,English,5,139,NC-17
2006,245,,A Thoughtful Yarn of a Womanizer And a Dog who must Challenge a Madman in The Gulf of Mexico,DOUBLE WRATH,28.99,0.99,English,4,177,R
2006,246,,A Intrepid Panorama of a Butler And a Composer who must Meet a Mad Cow in The Sahara Desert,DOUBTFIRE LABYRINTH,16.99,4.99,English,5,154,R
2006,247,,A Emotional Tale of a Pastry Chef And a Forensic Psychologist who must Succumb a Monkey in The Sahara Desert,DOWNHILL ENOUGH,19.99,0.99,English,3,47,G
2006,248,,A Taut Drama of a Cat And a Girl who must Defeat a Frisbee in The Canadian Rockies,DOZEN LION,20.99,4.99,English,6,177,NC-17
2006,249,,A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House,DRACULA CRYSTAL,26.99,0.99,English,7,176,G
2006,250,,A Taut Reflection of a Boy And a Waitress who must Outgun a Teacher in Ancient China,DRAGON SQUAD,26.99,0.99,English,4,170,NC-17
2006,251,,A Boring Documentary of a Pioneer And a Man who must Vanquish a Man in Nigeria,DRAGONFLY STRANGERS,19.99,4.99,English,6,133,NC-17
2006,252,,A Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico,DREAM PICKUP,18.99,2.99,English,6,135,PG
2006,253,,A Epic Reflection of a Womanizer And a Squirrel who must Discover a Husband in A Jet Boat,DRIFTER COMMANDMENTS,18.99,4.99,English,5,61,PG-13
2006,254,,A Lacklusture Character Study of a Butler And a Car who must Redeem a Boat in An Abandoned Fun House,DRIVER ANNIE,11.99,2.99,English,4,159,PG-13
2006,255,,A Action-Packed Yarn of a Feminist And a Technical Writer who must Sink a Boat in An Abandoned Mine Shaft,DRIVING POLISH,21.99,4.99,English,6,175,NC-17
2006,256,,A Fanciful Documentary of a Husband And a Explorer who must Reach a Madman in Ancient China,DROP WATERFRONT,20.99,4.99,English,6,178,R
2006,257,,A Insightful Panorama of a Monkey And a Sumo Wrestler who must Outrace a Mad Scientist in The Canadian Rockies,DRUMLINE CYCLONE,14.99,0.99,English,3,110,G
2006,258,,A Epic Display of a Crocodile And a Crocodile who must Confront a Dog in An Abandoned Amusement Park,DRUMS DYNAMITE,11.99,0.99,English,6,96,PG
2006,259,,A Lacklusture Yarn of a Teacher And a Squirrel who must Overcome a Dog in A Shark Tank,DUCK RACER,15.99,2.99,English,4,116,NC-17
2006,260,,A Stunning Reflection of a Husband And a Lumberjack who must Face a Frisbee in An Abandoned Fun House,DUDE BLINDNESS,9.99,4.99,English,3,132,G
2006,261,,A Emotional Display of a Boat And a Explorer who must Challenge a Madman in A MySQL Convention,DUFFEL APOCALYPSE,13.99,0.99,English,5,171,G
2006,262,,A Touching Display of a Feminist And a Dentist who must Conquer a Husband in The Gulf of Mexico,DUMBO LUST,17.99,0.99,English,5,119,NC-17
2006,263,,A Brilliant Panorama of a Girl And a Boy who must Face a Mad Scientist in An Abandoned Mine Shaft,DURHAM PANKY,14.99,4.99,English,6,154,R
2006,264,,A Emotional Yarn of a Girl And a Dog who must Challenge a Composer in Ancient Japan,DWARFS ALTER,13.99,2.99,English,6,101,G
2006,265,,A Intrepid Tale of a Boat And a Monkey who must Kill a Cat in California,DYING MAKER,28.99,4.99,English,5,168,PG
2006,266,,A Intrepid Documentary of a Forensic Psychologist And a Mad Scientist who must Face a Explorer in A U-Boat,DYNAMITE TARZAN,27.99,0.99,English,4,141,PG-13
2006,267,,A Thoughtful Story of a Car And a Boy who must Find a A Shark in The Sahara Desert,EAGLES PANKY,14.99,4.99,English,4,140,NC-17
2006,269,,A Stunning Character Study of a Dentist And a Mad Cow who must Find a Teacher in Nigeria,EARRING INSTINCT,22.99,0.99,English,3,98,R
2006,270,,A Stunning Drama of a Butler And a Madman who must Outrace a Womanizer in Ancient India,EARTH VISION,29.99,0.99,English,7,85,NC-17
2006,271,,A Fateful Story of a Monkey And a Girl who must Overcome a Pastry Chef in Ancient India,EASY GLADIATOR,12.99,4.99,English,5,148,G
2006,272,,A Beautiful Yarn of a Composer And a Mad Cow who must Redeem a Mad Scientist in A Jet Boat,EDGE KISSING,9.99,4.99,English,5,153,NC-17
2006,273,,A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse,EFFECT GLADIATOR,14.99,0.99,English,6,107,PG
2006,274,,A Beautiful Documentary of a Boat And a Sumo Wrestler who must Succumb a Database Administrator in The First Manned Space Station,EGG IGBY,20.99,2.99,English,4,67,PG
2006,275,,A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park,EGYPT TENENBAUMS,11.99,0.99,English,3,85,PG
2006,276,,A Awe-Inspiring Reflection of a Waitress And a Squirrel who must Kill a Mad Cow in A Jet Boat,ELEMENT FREDDY,28.99,4.99,English,6,115,NC-17
2006,277,,A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon,ELEPHANT TROJAN,24.99,4.99,English,4,126,PG-13
2006,278,,A Action-Packed Story of a Frisbee And a Woman who must Reach a Girl in An Abandoned Mine Shaft,ELF MURDER,19.99,4.99,English,4,155,NC-17
2006,279,,A Lacklusture Display of a Womanizer And a Dog who must Face a Sumo Wrestler in Ancient Japan,ELIZABETH SHANE,11.99,4.99,English,7,152,NC-17
2006,280,,A Amazing Story of a Feminist And a Cat who must Face a Car in An Abandoned Fun House,EMPIRE MALKOVICH,26.99,0.99,English,7,177,G
2006,281,,A Astounding Drama of a Feminist And a Teacher who must Confront a Husband in A Baloon,ENCINO ELF,9.99,0.99,English,6,143,G
2006,282,,A Insightful Epistle of a Pastry Chef And a Womanizer who must Build a Boat in New Orleans,ENCOUNTERS CURTAIN,20.99,0.99,English,5,92,NC-17
2006,283,,A Unbelieveable Display of a Dentist And a Madman who must Vanquish a Squirrel in Berlin,ENDING CROWDS,10.99,0.99,English,6,85,NC-17
2006,284,,A Fanciful Panorama of a Mad Scientist And a Woman who must Pursue a Astronaut in Ancient India,ENEMY ODDS,23.99,4.99,English,5,77,NC-17
2006,285,,A Intrepid Epistle of a Pastry Chef And a Pastry Chef who must Pursue a Crocodile in Ancient China,ENGLISH BULWORTH,18.99,0.99,English,3,51,PG-13
2006,286,,A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert,ENOUGH RAGING,16.99,2.99,English,7,158,NC-17
2006,287,,A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat,ENTRAPMENT SATISFACTION,19.99,0.99,English,5,176,R
2006,288,,A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans,ESCAPE METROPOLIS,20.99,2.99,English,7,167,R
2006,289,,A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon,EVE RESURRECTION,25.99,4.99,English,5,66,G
2006,290,,A Fateful Display of a Waitress And a Dentist who must Reach a Butler in Nigeria,EVERYONE CRAFT,29.99,0.99,English,4,163,PG
2006,291,,A Fanciful Character Study of a Feminist And a Madman who must Find a Explorer in A Baloon Factory,EVOLUTION ALTER,10.99,0.99,English,5,174,PG-13
2006,292,,A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank,EXCITEMENT EVE,20.99,0.99,English,3,51,G
2006,293,,A Touching Drama of a Dog And a Sumo Wrestler who must Conquer a Mad Scientist in Berlin,EXORCIST STING,17.99,2.99,English,6,167,G
2006,294,,A Amazing Drama of a Butler And a Husband who must Reach a A Shark in A U-Boat,EXPECATIONS NATURAL,26.99,4.99,English,5,138,PG-13
2006,295,,A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat,EXPENDABLE STALLION,14.99,0.99,English,3,97,PG
2006,296,,A Boring Drama of a Astronaut And a Boat who must Face a Boat in California,EXPRESS LONELY,23.99,2.99,English,5,178,R
2006,297,,A Stunning Story of a Dog And a Feminist who must Face a Forensic Psychologist in Berlin,EXTRAORDINARY CONQUERER,29.99,2.99,English,6,122,G
2006,298,,A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback,EYES DRIVING,13.99,2.99,English,4,172,PG-13
2006,299,,A Action-Packed Saga of a Teacher And a Frisbee who must Escape a Lumberjack in The Sahara Desert,FACTORY DRAGON,9.99,0.99,English,4,144,PG-13
2006,300,,A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans,FALCON VOLUME,21.99,4.99,English,5,102,PG-13
2006,301,,A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin,FAMILY SWEET,24.99,0.99,English,4,155,R
2006,302,,A Thoughtful Documentary of a Mad Scientist And a A Shark who must Outrace a Feminist in Australia,FANTASIA PARK,29.99,2.99,English,5,131,G
2006,303,,A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention,FANTASY TROOPERS,27.99,0.99,English,6,58,PG-13
2006,304,,A Thrilling Reflection of a Pastry Chef And a Crocodile who must Reach a Teacher in The Outback,FARGO GANDHI,28.99,2.99,English,3,130,G
2006,305,,A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan,FATAL HAUNTED,24.99,2.99,English,6,91,PG
2006,306,,A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia,FEATHERS METAL,12.99,0.99,English,3,104,PG-13
2006,307,,A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon,FELLOWSHIP AUTUMN,9.99,4.99,English,6,77,NC-17
2006,308,,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,FERRIS MOTHER,13.99,2.99,English,3,142,PG
2006,309,,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,FEUD FROGMEN,29.99,0.99,English,6,98,R
2006,310,,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,FEVER EMPIRE,20.99,4.99,English,5,158,R
2006,311,,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,FICTION CHRISTMAS,14.99,0.99,English,4,72,PG
2006,312,,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,FIDDLER LOST,20.99,4.99,English,4,75,R
2006,313,,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,FIDELITY DEVIL,11.99,4.99,English,5,118,G
2006,314,,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,FIGHT JAWBREAKER,13.99,0.99,English,3,91,R
2006,315,,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,FINDING ANACONDA,10.99,0.99,English,4,156,R
2006,316,,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,FIRE WOLVES,18.99,4.99,English,5,173,R
2006,317,,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,FIREBALL PHILADELPHIA,25.99,0.99,English,4,148,PG
2006,318,,A Awe-Inspiring Character Study of a Boat And a Boy who must Kill a Pastry Chef in The Sahara Desert,FIREHOUSE VIETNAM,14.99,0.99,English,7,103,G
2006,319,,A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia,FISH OPUS,22.99,2.99,English,4,125,R
2006,320,,A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert,FLAMINGOS CONNECTICUT,28.99,4.99,English,4,80,PG-13
2006,321,,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,FLASH WARS,21.99,4.99,English,3,123,NC-17
2006,322,,A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft,FLATLINERS KILLER,29.99,2.99,English,5,100,G
2006,323,,A Stunning Character Study of a Crocodile And a Pioneer who must Pursue a Teacher in New Orleans,FLIGHT LIES,22.99,4.99,English,7,179,R
2006,324,,A Fateful Story of a Husband And a Moose who must Vanquish a Boy in California,FLINTSTONES HAPPINESS,11.99,4.99,English,3,148,PG-13
2006,325,,A Action-Packed Epistle of a Robot And a Car who must Chase a Boat in Ancient Japan,FLOATS GARDEN,29.99,2.99,English,6,145,PG-13
2006,326,,A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria,FLYING HOOK,18.99,2.99,English,6,69,NC-17
2006,327,,A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat,FOOL MOCKINGBIRD,24.99,4.99,English,3,158,PG
2006,328,,A Unbelieveable Panorama of a Technical Writer And a Man who must Pursue a Frisbee in A U-Boat,FOREVER CANDIDATE,28.99,2.99,English,7,131,NC-17
2006,329,,A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat,FORREST SONS,15.99,2.99,English,4,63,R
2006,330,,A Fateful Tale of a Squirrel And a Forensic Psychologist who must Redeem a Man in Nigeria,FORRESTER COMANCHEROS,22.99,4.99,English,7,112,NC-17
2006,331,,A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans,FORWARD TEMPLE,25.99,2.99,English,6,90,NC-17
2006,333,,A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico,FREAKY POCUS,16.99,2.99,English,7,126,R
2006,334,,A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback,FREDDY STORM,21.99,4.99,English,6,65,NC-17
2006,335,,A Emotional Reflection of a Dentist And a Mad Cow who must Face a Squirrel in A Baloon,FREEDOM CLEOPATRA,23.99,0.99,English,5,133,PG-13
2006,336,,A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin,FRENCH HOLIDAY,22.99,4.99,English,5,99,PG
2006,337,,A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft,FRIDA SLIPPER,11.99,2.99,English,6,73,R
2006,338,,A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank,FRISCO FORREST,23.99,4.99,English,6,51,PG
2006,339,,A Unbelieveable Yarn of a Mad Scientist And a Cat who must Chase a Lumberjack in Australia,FROGMEN BREAKING,17.99,0.99,English,5,111,R
2006,340,,A Emotional Story of a Madman And a Waitress who must Battle a Teacher in An Abandoned Fun House,FRONTIER CABIN,14.99,4.99,English,6,183,PG-13
2006,341,,A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention,FROST HEAD,13.99,0.99,English,5,82,PG
2006,342,,A Taut Epistle of a Feminist And a Sumo Wrestler who must Battle a Crocodile in Australia,FUGITIVE MAGUIRE,28.99,4.99,English,7,83,R
2006,343,,A Beautiful Documentary of a Astronaut And a Moose who must Pursue a Monkey in A Shark Tank,FULL FLATLINERS,14.99,2.99,English,6,94,PG
2006,344,,A Lacklusture Reflection of a Boat And a Forensic Psychologist who must Fight a Waitress in A Monastery,FURY MURDER,28.99,0.99,English,3,178,PG-13
2006,345,,A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory,GABLES METROPOLIS,17.99,0.99,English,3,161,PG
2006,346,,A Emotional Reflection of a Womanizer And a Pioneer who must Face a Squirrel in Berlin,GALAXY SWEETHEARTS,13.99,4.99,English,4,128,R
2006,347,,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,GAMES BOWFINGER,17.99,4.99,English,7,119,PG-13
2006,348,,A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin,GANDHI KWAI,9.99,0.99,English,7,86,PG-13
2006,349,,A Taut Character Study of a Woman And a A Shark who must Confront a Frisbee in Berlin,GANGS PRIDE,27.99,2.99,English,4,185,PG-13
2006,350,,A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback,GARDEN ISLAND,21.99,4.99,English,3,80,G
2006,351,,A Amazing Epistle of a Boy And a Astronaut who must Redeem a Man in The Gulf of Mexico,GASLIGHT CRUSADE,10.99,2.99,English,4,106,PG
2006,352,,A Intrepid Tale of a Pioneer And a Moose who must Conquer a Frisbee in A MySQL Convention,GATHERING CALENDAR,22.99,0.99,English,4,176,PG-13
2006,353,,A Awe-Inspiring Reflection of a Monkey And a Student who must Overcome a Dentist in The First Manned Space Station,GENTLEMEN STAGE,22.99,2.99,English,6,125,NC-17
2006,354,,A Brilliant Panorama of a Madman And a Composer who must Succumb a Car in Ancient India,GHOST GROUNDHOG,18.99,4.99,English,6,85,G
2006,356,,A Fateful Display of a Feminist And a Monkey who must Vanquish a Monkey in The Canadian Rockies,GIANT TROOPERS,10.99,2.99,English,5,102,R
2006,357,,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,GILBERT PELICAN,13.99,0.99,English,7,114,G
2006,358,,A Unbelieveable Documentary of a Boat And a Husband who must Succumb a Student in A U-Boat,GILMORE BOILED,29.99,0.99,English,5,163,R
2006,359,,A Astounding Reflection of a Squirrel And a Sumo Wrestler who must Sink a Dentist in Ancient Japan,GLADIATOR WESTWARD,20.99,4.99,English,6,173,PG
2006,360,,A Astounding Drama of a Frisbee And a Astronaut who must Fight a Dog in Ancient Japan,GLASS DYING,24.99,0.99,English,4,103,G
2006,361,,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,GLEAMING JAWBREAKER,25.99,2.99,English,5,89,NC-17
2006,363,,A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon,GO PURPLE,12.99,0.99,English,3,54,R
2006,364,,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,GODFATHER DIARY,14.99,2.99,English,3,73,NC-17
2006,365,,A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory,GOLD RIVER,21.99,4.99,English,4,154,R
2006,366,,A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans,GOLDFINGER SENSIBILITY,29.99,0.99,English,3,93,G
2006,367,,A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback,GOLDMINE TYCOON,20.99,0.99,English,6,153,R
