cliente_id,ammontare,personale_id,noleggio_id,data_pagamento,pagamento_id
74,0.99,2,13520,2005-08-20 02:41:46,2013
74,4.99,1,15286,2005-08-22 19:17:56,2016
75,4.99,1,1920,2005-06-17 06:00:23,2023
75,4.99,2,2738,2005-06-19 15:56:30,2025
75,4.99,1,3210,2005-06-21 01:00:25,2027
75,0.99,1,3711,2005-07-06 10:46:15,2028
75,0.99,2,4511,2005-07-08 02:36:21,2030
75,2.99,1,7052,2005-07-27 03:36:38,2038
75,4.99,1,7454,2005-07-27 18:27:26,2039
75,0.99,1,7843,2005-07-28 09:10:22,2040
75,6.99,1,8823,2005-07-29 22:22:12,2043
75,4.99,2,9442,2005-07-30 21:44:31,2045
75,4.99,2,9501,2005-07-30 23:59:21,2046
75,0.99,1,12662,2005-08-18 19:10:41,2057
75,8.97,2,13534,2006-02-14 15:16:03,2059
75,0.0,1,14488,2006-02-14 15:16:03,2060
75,0.0,2,15191,2006-02-14 15:16:03,2061
76,4.99,2,4099,2005-07-07 06:20:33,2070
76,0.99,2,6789,2005-07-12 16:34:40,2072
76,6.99,2,8253,2005-07-29 00:57:06,2073
76,3.99,2,8405,2005-07-29 06:28:19,2075
76,0.99,1,8935,2005-07-30 02:38:45,2076
76,3.99,2,13697,2005-08-20 09:21:08,2081
77,2.99,2,561,2005-05-28 08:54:06,2087
77,8.99,2,2452,2005-06-18 19:29:21,2092
77,4.99,2,10184,2005-08-01 00:09:33,2102
77,0.99,1,10895,2005-08-02 01:16:59,2104
78,0.99,2,4778,2005-07-08 15:51:51,2119
78,1.99,1,5078,2005-07-09 05:20:24,2120
78,0.99,1,6005,2005-07-11 01:36:42,2122
78,4.99,1,6344,2005-07-11 20:04:43,2123
78,1.99,2,7200,2005-07-27 08:57:38,2124
78,3.99,2,7926,2005-07-28 12:13:02,2126
78,5.99,1,9068,2005-07-30 07:31:45,2129
78,7.99,1,10831,2005-08-01 23:22:45,2132
78,2.99,2,14620,2005-08-21 18:10:43,2139
78,2.99,2,16039,2005-08-23 22:18:51,2143
79,4.99,1,840,2005-05-30 00:28:41,2144
79,2.99,1,928,2005-05-30 12:27:14,2146
79,2.99,1,5555,2005-07-10 03:08:55,2155
79,2.99,1,10676,2005-08-01 17:14:15,2162
80,2.99,1,2596,2005-06-19 05:48:26,2166
80,3.99,1,3367,2005-06-21 13:08:21,2168
80,4.99,2,5452,2005-07-09 22:23:21,2174
80,0.99,2,7558,2005-07-27 22:19:08,2178
80,5.99,1,8509,2005-07-29 09:38:19,2179
80,6.99,1,10656,2005-08-01 16:38:04,2182
80,2.99,2,12468,2005-08-18 11:41:47,2187
80,2.99,2,12457,2006-02-14 15:16:03,2195
81,1.99,1,2714,2005-06-19 14:26:09,2197
81,4.99,1,3229,2005-06-21 02:20:41,2199
81,2.99,1,3879,2005-07-06 18:31:20,2200
81,7.99,2,14748,2005-08-21 23:02:02,2212
81,5.99,1,15224,2005-08-22 17:18:05,2213
82,0.99,2,1570,2005-06-16 03:21:33,2221
82,0.99,2,3332,2005-06-21 09:55:12,2224
82,6.99,1,4598,2005-07-08 06:46:26,2226
82,0.99,2,7873,2005-07-28 10:19:46,2231
82,8.99,1,9305,2005-07-30 16:45:56,2234
82,5.99,2,11688,2005-08-17 06:41:58,2237
82,3.99,1,12470,2005-08-18 11:55:42,2238
83,2.99,2,989,2005-05-30 23:11:51,2246
83,5.99,1,1354,2005-06-15 13:13:49,2247
83,5.99,1,1591,2005-06-16 05:12:37,2248
83,0.99,2,7721,2005-07-28 04:42:58,2257
83,4.99,2,11777,2005-08-17 10:27:19,2262
83,4.99,1,12258,2005-08-18 04:11:13,2263
83,5.99,2,12985,2005-08-19 07:08:05,2264
83,4.99,2,11563,2006-02-14 15:16:03,2268
84,0.99,2,1815,2005-06-16 21:16:07,2274
84,6.99,2,4079,2005-07-07 05:06:27,2278
84,6.99,2,4838,2005-07-08 18:11:00,2279
84,0.99,1,5237,2005-07-09 12:56:58,2281
84,2.99,2,6259,2005-07-11 15:25:52,2283
84,9.99,2,6415,2005-07-11 23:27:52,2284
84,2.99,1,7854,2005-07-28 09:42:31,2285
84,8.99,1,8654,2005-07-29 15:04:27,2287
84,4.99,2,9680,2005-07-31 06:41:46,2289
84,0.99,2,11899,2005-08-17 15:29:12,2295
84,4.99,2,11960,2005-08-17 17:24:30,2296
84,4.99,2,12364,2005-08-18 07:55:09,2297
85,0.99,1,10548,2005-08-01 12:44:32,2319
85,8.99,2,11067,2005-08-02 07:03:24,2320
86,4.99,1,2141,2005-06-17 21:41:34,2329
86,4.99,2,3270,2005-06-21 05:07:31,2332
86,0.99,1,3611,2005-07-06 05:37:18,2333
86,9.99,1,4571,2005-07-08 05:34:41,2336
86,5.99,2,15940,2005-08-23 18:45:06,2357
87,4.99,2,451,2005-05-27 19:27:54,2358
87,4.99,2,1580,2005-06-16 04:12:25,2360
87,9.99,2,3122,2005-06-20 18:25:57,2364
87,4.99,1,6638,2005-07-12 09:58:02,2368
87,4.99,2,8323,2005-07-29 03:52:59,2372
87,2.99,1,9348,2005-07-30 18:17:09,2374
87,4.99,2,10205,2005-08-01 00:48:24,2376
87,5.99,1,12264,2005-08-18 04:17:33,2380
87,0.99,1,13479,2005-08-20 01:09:11,2381
88,0.99,2,3620,2005-07-06 06:01:50,2393
88,1.99,1,6643,2005-07-12 10:39:22,2396
88,2.99,2,8526,2005-07-29 10:20:48,2401
88,6.99,1,11056,2005-08-02 06:36:27,2404
88,3.99,2,15098,2005-08-22 11:48:19,2407
89,5.99,1,740,2005-05-29 08:30:36,2411
89,7.99,1,2835,2005-06-19 21:44:11,2416
89,4.99,2,4152,2005-07-07 08:50:33,2417
89,7.99,2,5144,2005-07-09 08:09:53,2420
89,2.99,1,6772,2005-07-12 15:55:35,2423
89,0.99,2,8972,2005-07-30 04:06:25,2429
89,2.99,2,9646,2005-07-31 05:43:28,2431
89,2.99,1,13823,2005-08-20 13:42:10,2439
89,2.99,1,15845,2005-08-23 15:38:34,2440
90,0.99,2,5272,2005-07-09 14:26:01,2446
90,6.99,1,7946,2005-07-28 13:01:22,2451
90,2.99,2,9337,2005-07-30 18:02:25,2455
90,7.99,2,10206,2005-08-01 00:52:40,2456
90,4.99,1,13051,2005-08-19 09:31:33,2463
90,1.99,1,14608,2005-08-21 17:57:22,2464
91,4.99,1,1299,2005-06-15 09:34:50,2470
91,4.99,1,4673,2005-07-08 10:16:00,2478
91,4.99,1,6078,2005-07-11 05:06:52,2482
91,0.99,1,8313,2005-07-29 03:34:21,2488
91,0.99,2,8873,2005-07-30 00:14:32,2489
91,4.99,2,9396,2005-07-30 20:07:24,2491
91,1.99,1,15122,2005-08-22 12:47:45,2499
91,4.99,1,15341,2005-08-22 20:56:31,2500
91,4.99,1,12902,2006-02-14 15:16:03,2503
92,5.99,1,271,2005-05-26 16:22:01,2504
92,4.99,2,2084,2005-06-17 17:17:19,2506
92,2.99,1,4360,2005-07-07 19:31:12,2511
92,0.99,1,6158,2005-07-11 09:50:24,2517
92,4.99,1,8494,2005-07-29 09:04:32,2521
92,4.99,1,8938,2005-07-30 02:56:08,2522
92,4.99,2,11203,2005-08-02 11:52:41,2524
92,2.99,2,11245,2005-08-02 13:33:50,2525
92,4.99,1,11849,2005-08-17 13:24:55,2526
92,5.99,2,13020,2005-08-19 08:07:50,2527
93,2.99,1,7301,2005-07-27 12:50:23,2541
93,0.99,1,8233,2005-07-29 00:16:23,2542
93,5.99,2,11271,2005-08-02 14:18:22,2543
93,8.99,1,13950,2005-08-20 17:58:00,2547
93,0.99,1,14195,2005-08-21 03:40:35,2549
93,5.99,2,15324,2005-08-22 20:23:13,2551
93,2.99,2,15631,2005-08-23 07:30:23,2552
94,0.99,2,4044,2005-07-07 03:22:23,2562
94,2.99,2,7809,2005-07-28 07:59:46,2566
94,2.99,1,12316,2005-08-18 06:16:09,2569
94,5.99,1,13786,2005-08-20 12:13:24,2570
94,1.99,2,14804,2005-08-22 00:51:25,2571
94,0.99,1,14978,2005-08-22 07:13:15,2573
95,1.99,2,1261,2005-06-15 06:52:57,2578
95,2.99,2,3056,2005-06-20 13:20:58,2579
95,1.99,1,3633,2005-07-06 06:43:26,2581
95,5.99,2,7245,2005-07-27 10:29:06,2584
95,4.99,1,9951,2005-07-31 15:51:16,2588
95,0.99,2,10446,2005-08-01 09:02:17,2590
96,2.99,1,3720,2005-07-06 11:06:57,2601
96,4.99,1,4961,2005-07-08 23:35:53,2603
96,0.99,1,5558,2005-07-10 03:12:08,2604
96,3.99,1,11984,2005-08-17 18:16:30,2614
96,4.99,2,15989,2005-08-23 20:24:36,2620
97,2.99,2,2083,2005-06-17 17:14:00,2621
97,4.99,2,3818,2005-07-06 15:33:31,2626
97,0.99,1,6726,2005-07-12 13:48:14,2631
97,5.99,2,7182,2005-07-27 08:15:38,2632
97,0.99,1,15006,2005-08-22 08:20:15,2638
98,3.99,1,1362,2005-06-15 13:53:32,2640
98,4.99,2,2601,2005-06-19 06:09:44,2644
98,4.99,1,4549,2005-07-08 04:25:03,2647
98,5.99,1,8324,2005-07-29 03:56:05,2651
98,0.99,2,11007,2005-08-02 05:05:53,2657
98,5.99,2,12221,2005-08-18 02:50:51,2661
98,7.99,1,15536,2005-08-23 03:58:28,2663
99,0.99,1,4589,2005-07-08 06:26:04,2670
99,0.99,1,8072,2005-07-28 17:27:59,2679
99,7.99,2,8242,2005-07-29 00:34:27,2680
99,1.99,1,10455,2005-08-01 09:15:00,2683
100,4.99,1,6655,2005-07-12 11:08:32,2700
100,1.99,1,7921,2005-07-28 12:02:46,2702
100,4.99,2,11346,2005-08-02 17:15:38,2707
100,0.99,1,15163,2005-08-22 14:43:13,2709
101,5.99,2,7112,2005-07-27 05:38:42,2719
101,6.99,2,9965,2005-07-31 16:19:32,2724
101,4.99,1,12471,2005-08-18 11:57:00,2730
102,0.99,1,358,2005-05-27 06:43:59,2737
102,1.99,2,562,2005-05-28 09:01:21,2738
102,8.99,2,2419,2005-06-18 17:21:24,2740
102,4.99,2,3665,2005-07-06 08:23:08,2743
102,5.99,1,5009,2005-07-09 01:32:17,2747
102,0.99,2,7119,2005-07-27 05:55:32,2752
102,0.99,2,7247,2005-07-27 10:32:58,2753
102,0.99,1,8186,2005-07-28 22:30:27,2755
102,4.99,1,11183,2005-08-02 11:00:32,2764
103,7.99,1,240,2005-05-26 12:40:23,2769
103,4.99,2,1396,2005-06-15 16:22:38,2771
103,0.99,1,2197,2005-06-18 01:50:27,2773
103,2.99,1,4213,2005-07-07 11:53:49,2778
103,4.99,2,4872,2005-07-08 19:23:16,2780
103,4.99,2,5163,2005-07-09 09:00:28,2781
103,4.99,2,14289,2005-08-21 06:58:49,2793
103,8.99,2,15401,2005-08-22 23:13:10,2794
103,5.99,1,15461,2005-08-23 01:13:52,2795
103,3.99,1,15467,2005-08-23 01:22:12,2796
103,8.99,2,16048,2005-08-23 22:43:07,2799
104,3.99,2,808,2005-05-29 19:08:20,2801
104,3.99,2,1287,2005-06-15 08:41:38,2802
104,7.99,1,4529,2005-07-08 03:26:20,2809
104,3.99,1,12453,2005-08-18 11:17:07,2817
104,0.99,1,13005,2005-08-19 07:45:42,2818
104,4.99,1,13179,2005-08-19 13:59:53,2820
104,3.99,1,14218,2005-08-21 04:43:59,2822
105,6.99,1,779,2005-05-29 14:17:17,2827
105,4.99,2,5677,2005-07-10 08:41:28,2834
105,2.99,2,12899,2005-08-19 04:03:34,2843
105,2.99,1,13751,2005-08-20 11:17:03,2845
105,2.99,2,15803,2005-08-23 14:27:07,2849
106,3.99,2,552,2005-05-28 07:53:38,2850
106,0.99,2,1156,2005-05-31 22:37:34,2851
106,4.99,1,4229,2005-07-07 12:43:23,2854
106,3.99,2,5453,2005-07-09 22:24:11,2857
106,4.99,1,8115,2005-07-28 19:14:17,2861
106,8.99,2,10213,2005-08-01 01:03:18,2864
107,6.99,2,6934,2005-07-26 23:11:03,2889
107,4.99,2,7447,2005-07-27 18:02:08,2890
107,4.99,2,13361,2005-08-19 21:07:22,2897
107,6.99,1,13510,2005-08-20 02:18:30,2898
107,3.99,1,15560,2005-08-23 05:01:13,2900
108,0.99,2,1055,2005-05-31 07:47:18,2904
108,2.99,1,1425,2005-06-15 18:13:46,2906
108,4.99,1,4650,2005-07-08 09:32:08,2913
108,4.99,2,8587,2005-07-29 12:18:40,2920
108,6.99,2,11445,2005-08-02 20:33:35,2924
108,6.99,2,12625,2005-08-18 17:36:19,2927
108,2.99,1,16001,2005-08-23 20:45:53,2931
108,4.99,1,15294,2006-02-14 15:16:03,2932
109,0.99,1,386,2005-05-27 10:26:31,2934
109,3.99,2,622,2005-05-28 15:58:22,2935
109,5.99,2,3076,2005-06-20 15:01:19,2944
109,6.99,2,6920,2005-07-12 22:32:58,2948
109,6.99,2,12137,2005-08-17 23:52:26,2955
110,1.99,2,538,2005-05-28 06:21:05,2960
110,4.99,2,4827,2005-07-08 17:46:30,2964
110,0.99,1,7474,2005-07-27 19:07:17,2966
110,2.99,1,7570,2005-07-27 22:40:06,2968
110,2.99,1,13723,2005-08-20 10:05:30,2971
111,2.99,2,505,2005-05-28 02:06:37,2973
111,6.99,1,1593,2005-06-16 05:14:52,2974
111,2.99,2,3087,2005-06-20 15:53:59,2978
111,2.99,2,3333,2005-06-21 10:01:36,2979
111,9.99,2,3963,2005-07-06 22:19:17,2982
111,4.99,1,4249,2005-07-07 14:05:17,2983
111,0.99,2,8525,2005-07-29 10:20:19,2986
111,2.99,2,11239,2005-08-02 13:27:11,2992
111,3.99,2,12196,2005-08-18 02:08:48,2993
111,2.99,2,13251,2005-08-19 16:48:37,2994
112,2.99,2,1930,2005-06-17 06:50:46,3002
112,2.99,2,3018,2005-06-20 11:10:35,3004
112,4.99,2,7691,2005-07-28 03:30:09,3008
112,2.99,1,10038,2005-07-31 18:49:12,3015
112,7.99,1,11599,2005-08-17 03:08:10,3018
112,3.99,2,11863,2005-08-17 13:56:01,3020
112,5.99,2,14049,2005-08-20 22:08:55,3023
113,5.99,2,3657,2005-07-06 07:55:30,3037
113,0.99,1,6836,2005-07-12 18:58:05,3044
113,2.99,2,7587,2005-07-27 23:23:03,3046
113,1.99,2,10578,2005-08-01 13:48:02,3050
113,1.99,1,15600,2005-08-23 06:31:24,3056
113,2.99,1,15770,2005-08-23 13:18:16,3057
114,5.99,2,3144,2005-06-20 20:14:20,3064
114,2.99,1,3924,2005-07-06 20:38:02,3066
114,2.99,2,7316,2005-07-27 13:19:03,3073
114,3.99,2,15646,2005-08-23 08:19:55,3088
115,0.99,2,1361,2005-06-15 13:37:38,3094
115,1.99,1,4780,2005-07-08 16:06:51,3099
115,2.99,2,6113,2005-07-11 07:31:08,3102
115,5.99,1,6574,2005-07-12 06:04:22,3104
115,6.99,1,6798,2005-07-12 16:49:11,3105
115,4.99,1,8594,2005-07-29 12:42:13,3109
115,0.99,2,9578,2005-07-31 02:54:31,3110
115,0.99,2,13977,2005-08-20 19:02:34,3117
115,0.99,2,15452,2005-08-23 00:57:12,3119
116,1.99,2,10250,2005-08-01 02:38:42,3138
116,0.99,1,13474,2005-08-20 01:04:32,3144
117,0.99,1,700,2005-05-29 02:18:54,3148
117,5.99,2,5506,2005-07-10 00:45:48,3152
117,0.99,1,5673,2005-07-10 08:21:54,3153
117,9.99,1,6093,2005-07-11 05:52:50,3154
117,3.99,2,11467,2005-08-02 21:47:07,3159
117,6.99,1,12575,2005-08-18 15:37:42,3162
118,0.99,2,2217,2005-06-18 03:12:29,3169
118,2.99,1,7196,2005-07-27 08:49:08,3175
118,4.99,1,8881,2005-07-30 00:22:31,3180
118,1.99,2,10045,2005-07-31 19:04:35,3181
118,5.99,2,14394,2005-08-21 10:23:10,3184
118,2.99,1,14924,2005-08-22 05:15:17,3186
119,0.99,2,67,2005-05-25 09:41:01,3188
119,6.99,2,540,2005-05-28 06:40:25,3190
119,5.99,1,5176,2005-07-09 09:39:31,3195
119,4.99,1,8304,2005-07-29 03:08:30,3201
119,0.99,1,10101,2005-07-31 20:47:29,3203
119,4.99,1,10681,2005-08-01 17:30:35,3206
119,2.99,2,12576,2005-08-18 15:38:31,3209
119,6.99,2,12842,2005-08-19 01:57:21,3211
119,3.99,2,14349,2005-08-21 08:54:53,3213
120,9.99,1,2803,2005-06-19 19:18:27,3228
120,1.99,1,4942,2005-07-08 22:42:47,3234
120,1.99,2,5288,2005-07-09 15:13:07,3235
120,6.99,2,9907,2005-07-31 14:39:50,3241
120,3.99,1,10940,2005-08-02 03:08:29,3244
120,0.99,2,11133,2005-08-02 09:15:45,3245
120,7.99,2,13375,2005-08-19 21:31:31,3247
120,2.99,1,14001,2005-08-20 20:07:15,3248
121,2.99,1,1634,2005-06-16 08:16:05,3255
121,1.99,1,1833,2005-06-16 22:45:03,3256
121,6.99,1,8370,2005-07-29 05:16:21,3262
121,2.99,2,8875,2005-07-30 00:15:09,3264
121,1.99,2,12242,2005-08-18 03:37:31,3268
121,5.99,1,12881,2005-08-19 03:28:13,3271
121,9.99,2,14412,2005-08-21 11:02:09,3275
122,3.99,2,2240,2005-06-18 04:28:27,3284
122,1.99,2,2834,2005-06-19 21:41:46,3288
122,4.99,2,3986,2005-07-06 23:25:13,3290
122,7.99,1,4239,2005-07-07 13:23:17,3291
122,2.99,1,7267,2005-07-27 11:22:55,3298
122,4.99,2,12476,2005-08-18 12:22:40,3307
122,4.99,1,13812,2005-08-20 13:01:43,3310
122,5.99,2,14666,2005-08-21 19:51:09,3311
123,2.99,1,992,2005-05-30 23:47:56,3312
123,8.99,1,4860,2005-07-08 18:54:07,3319
123,4.99,2,7535,2005-07-27 21:32:39,3320
123,0.99,2,7768,2005-07-28 06:44:03,3322
123,2.99,1,7852,2005-07-28 09:34:29,3323
123,2.99,1,12360,2005-08-18 07:46:35,3329
123,7.99,2,15152,2005-08-22 14:25:21,3332
123,1.99,1,15621,2005-08-23 07:13:43,3334
124,2.99,1,5566,2005-07-10 03:30:17,3343
124,6.99,1,7519,2005-07-27 21:01:41,3345
124,5.99,2,11493,2005-08-02 22:47:00,3349
125,4.99,1,3118,2005-06-20 18:05:57,3358
125,2.99,2,8375,2005-07-29 05:25:30,3367
125,9.99,1,9129,2005-07-30 09:51:21,3370
125,4.99,1,9496,2005-07-30 23:55:20,3371
125,2.99,1,10583,2005-08-01 13:54:35,3375
125,4.99,1,11806,2005-08-17 11:49:28,3378
125,4.99,1,12075,2005-08-17 21:54:55,3381
125,2.99,2,14456,2005-08-21 12:38:09,3384
126,4.99,1,752,2005-05-29 10:14:15,3387
126,4.99,2,1054,2005-05-31 07:33:25,3388
126,4.99,2,11613,2005-08-17 03:50:33,3404
126,2.99,2,12991,2005-08-19 07:21:24,3407
126,2.99,2,14477,2005-08-21 13:32:38,3410
126,7.99,1,16007,2005-08-23 21:02:43,3413
127,10.99,1,10787,2005-08-01 21:35:01,3427
127,7.99,1,10973,2005-08-02 04:09:42,3428
127,4.99,2,13043,2005-08-19 09:07:13,3432
127,2.99,2,14030,2005-08-20 21:23:54,3434
127,5.99,2,15736,2005-08-23 11:40:30,3437
128,5.99,2,3995,2005-07-06 23:43:03,3443
128,2.99,1,5270,2005-07-09 14:23:46,3444
128,6.99,2,6481,2005-07-12 01:50:15,3448
128,5.99,2,9215,2005-07-30 13:11:11,3452
128,5.99,1,9433,2005-07-30 21:28:17,3454
128,2.99,2,12731,2005-08-18 21:55:38,3459
128,0.99,2,13027,2005-08-19 08:25:16,3462
129,3.99,1,3219,2005-06-21 01:43:26,3475
129,4.99,2,3900,2005-07-06 19:21:28,3477
129,0.99,2,3936,2005-07-06 21:15:03,3478
129,2.99,1,4896,2005-07-08 20:23:15,3481
129,4.99,2,9823,2005-07-31 11:49:00,3487
129,7.99,1,9983,2005-07-31 17:09:36,3488
129,4.99,1,13915,2005-08-20 16:42:53,3499
130,2.99,2,1864,2005-06-17 01:39:47,3507
130,2.99,2,2292,2005-06-18 07:37:48,3509
130,6.99,1,2982,2005-06-20 08:38:29,3511
130,5.99,2,9724,2005-07-31 08:33:08,3519
130,2.99,2,10568,2005-08-01 13:17:28,3520
130,5.99,2,10645,2005-08-01 15:52:01,3521
130,6.99,1,12777,2005-08-18 23:39:22,3524
130,0.99,2,14111,2005-08-21 00:59:01,3525
130,4.99,1,15777,2005-08-23 13:29:08,3527
131,4.99,1,83,2005-05-25 12:30:15,3529
131,2.99,1,3515,2005-07-06 00:48:55,3533
131,4.99,1,5395,2005-07-09 19:42:37,3535
131,2.99,1,5610,2005-07-10 05:09:52,3536
131,2.99,1,7557,2005-07-27 22:18:19,3539
131,2.99,1,11973,2005-08-17 17:55:58,3548
132,0.99,1,1843,2005-06-16 23:53:42,3558
132,0.99,1,2384,2005-06-18 15:18:49,3560
132,0.99,1,3706,2005-07-06 10:18:01,3564
132,0.99,2,4903,2005-07-08 20:50:05,3569
132,1.99,2,5715,2005-07-10 10:48:03,3573
132,6.99,1,6239,2005-07-11 14:20:48,3574
132,1.99,1,7631,2005-07-28 01:01:15,3577
132,4.99,2,10243,2005-08-01 02:18:46,3578
132,3.99,2,10619,2005-08-01 15:07:04,3580
132,4.99,1,15874,2005-08-23 16:30:55,3585
133,0.99,2,3365,2005-06-21 12:55:48,3591
133,2.99,2,4566,2005-07-08 05:18:50,3593
133,2.99,2,5063,2005-07-09 04:37:31,3596
133,0.99,1,7400,2005-07-27 16:16:37,3600
133,4.99,1,12419,2005-08-18 10:01:48,3606
133,6.99,1,16009,2005-08-23 21:07:59,3612
134,0.99,2,798,2005-05-29 17:23:43,3614
134,9.99,1,1618,2005-06-16 07:08:38,3617
134,2.99,2,6226,2005-07-11 13:48:11,3622
134,1.99,2,8650,2005-07-29 14:59:04,3626
135,3.99,1,6817,2005-07-12 18:19:57,3646
135,4.99,2,7297,2005-07-27 12:39:48,3647
135,7.99,1,7554,2005-07-27 22:12:41,3649
135,0.99,1,7734,2005-07-28 05:08:44,3650
135,0.99,1,8315,2005-07-29 03:37:07,3651
135,6.99,1,8987,2005-07-30 04:37:36,3653
135,4.99,2,10091,2005-07-31 20:23:13,3654
135,5.99,2,11194,2005-08-02 11:35:53,3658
135,0.99,1,13035,2005-08-19 08:46:45,3661
135,0.99,1,13390,2006-02-14 15:16:03,3665
136,3.99,1,5627,2005-07-10 05:51:12,3669
136,3.99,2,6142,2005-07-11 08:54:09,3670
136,5.99,1,12287,2005-08-18 04:58:06,3675
136,0.99,2,14379,2005-08-21 09:53:03,3678
137,3.99,1,5443,2005-07-09 21:56:09,3692
137,4.99,1,9709,2005-07-31 08:04:55,3702
137,4.99,2,10595,2005-08-01 14:16:28,3705
137,0.99,1,13148,2005-08-19 12:55:30,3711
137,5.99,1,13776,2005-08-20 11:57:06,3713
137,7.99,1,14754,2005-08-21 23:17:26,3714
138,0.99,2,1316,2005-06-15 10:26:23,3722
138,7.99,1,2731,2005-06-19 15:14:55,3724
138,2.99,1,6458,2005-07-12 01:08:52,3729
138,2.99,1,7754,2005-07-28 06:10:55,3732
138,1.99,2,9259,2005-07-30 14:37:44,3736
138,3.99,1,10268,2005-08-01 03:08:56,3741
138,4.99,1,11015,2005-08-02 05:13:00,3743
139,2.99,2,1169,2005-06-14 23:42:56,3754
139,2.99,1,1736,2005-06-16 15:52:32,3755
139,0.99,2,4660,2005-07-08 09:54:47,3758
139,2.99,2,5092,2005-07-09 05:57:39,3760
139,4.99,2,9920,2005-07-31 14:57:13,3769
139,3.99,1,15471,2005-08-23 01:38:48,3779
140,2.99,1,6918,2005-07-12 22:30:29,3788
140,3.99,2,11430,2005-08-02 20:04:36,3793
140,4.99,1,12086,2005-08-17 22:20:01,3794
140,2.99,1,15852,2005-08-23 15:47:02,3798
141,7.99,2,1242,2005-06-15 05:05:07,3800
141,0.99,1,5769,2005-07-10 13:17:58,3807
141,2.99,2,7878,2005-07-28 10:27:10,3809
141,4.99,1,9584,2005-07-31 03:05:48,3812
141,3.99,1,10287,2005-08-01 03:37:01,3814
141,4.99,1,10798,2005-08-01 22:03:10,3816
141,4.99,2,13470,2005-08-20 01:01:16,3825
141,2.99,1,15964,2005-08-23 19:45:25,3830
142,9.99,1,575,2005-05-28 10:56:09,3833
142,2.99,1,3214,2005-06-21 01:08:26,3835
142,4.99,2,4497,2005-07-08 01:51:32,3837
142,0.99,1,6522,2005-07-12 04:11:58,3839
142,2.99,1,7764,2005-07-28 06:40:05,3840
142,2.99,1,9131,2005-07-30 09:55:57,3844
142,5.99,1,9419,2005-07-30 21:04:59,3845
142,5.99,2,11244,2005-08-02 13:33:24,3847
142,0.99,1,13044,2005-08-19 09:14:31,3849
142,0.99,1,13959,2005-08-20 18:16:21,3851
142,4.99,2,14116,2005-08-21 01:11:17,3852
142,1.99,1,15477,2005-08-23 01:46:35,3855
142,0.99,1,15454,2006-02-14 15:16:03,3856
143,1.99,2,1898,2005-06-17 04:28:11,3859
143,4.99,1,1942,2005-06-17 07:43:39,3860
143,4.99,1,2588,2005-06-19 05:20:31,3863
143,4.99,2,6207,2005-07-11 12:34:24,3868
143,6.99,2,11651,2005-08-17 05:02:25,3874
144,2.99,1,323,2005-05-27 00:49:27,3879
144,2.99,2,345,2005-05-27 04:32:25,3880
144,4.99,2,3019,2005-06-20 11:11:52,3884
144,8.99,2,5374,2005-07-09 18:52:08,3890
144,7.99,2,5408,2005-07-09 20:16:51,3891
144,5.99,2,7378,2005-07-27 15:31:33,3895
144,0.99,1,7830,2005-07-28 08:43:49,3897
144,3.99,1,7858,2005-07-28 09:50:18,3898
144,3.99,1,9098,2005-07-30 08:44:21,3902
144,4.99,1,10593,2005-08-01 14:13:19,3906
144,4.99,1,10951,2005-08-02 03:26:35,3908
144,2.99,1,11228,2005-08-02 12:55:23,3909
144,7.99,1,11534,2005-08-17 00:35:27,3911
144,6.99,2,12980,2005-08-19 07:03:14,3916
144,2.99,2,14159,2005-08-21 02:45:58,3918
145,0.99,2,2614,2005-06-19 07:28:11,3923
145,5.99,1,3647,2005-07-06 07:29:17,3924
145,2.99,2,6056,2005-07-11 04:01:27,3930
145,1.99,1,6339,2005-07-11 19:45:32,3931
145,0.99,2,6378,2005-07-11 21:45:23,3932
145,2.99,2,7061,2005-07-27 03:51:10,3933
145,0.99,2,9576,2005-07-31 02:52:59,3938
145,2.99,1,12637,2005-08-18 18:06:53,3942
145,7.99,2,13012,2005-08-19 07:54:59,3944
146,2.99,2,2099,2005-06-17 18:47:26,3953
146,6.99,1,4849,2005-07-08 18:34:34,3958
146,6.99,2,6184,2005-07-11 11:19:21,3961
146,7.99,2,11173,2005-08-02 10:28:00,3965
146,2.99,1,12385,2005-08-18 08:39:33,3972
146,4.99,1,12888,2005-08-19 03:41:09,3973
146,2.99,2,14143,2005-08-21 02:10:32,3976
146,6.99,1,15842,2005-08-23 15:36:05,3977
147,0.99,1,2171,2005-06-18 00:06:04,3980
147,2.99,2,3956,2005-07-06 22:01:51,3985
147,0.99,2,4792,2005-07-08 16:29:38,3986
147,0.99,1,7723,2005-07-28 04:45:37,3994
147,0.99,2,9772,2005-07-31 09:56:07,3996
147,4.99,1,12284,2005-08-18 04:55:49,3999
147,4.99,2,13542,2005-08-20 03:41:57,4001
147,2.99,1,15052,2005-08-22 10:09:19,4007
148,1.99,1,1501,2005-06-15 22:02:35,4013
148,0.99,1,3653,2005-07-06 07:45:13,4018
148,2.99,1,4746,2005-07-08 13:47:55,4020
148,2.99,1,4950,2005-07-08 22:58:07,4021
148,9.99,1,7865,2005-07-28 10:07:04,4029
148,4.99,2,8111,2005-07-28 19:10:03,4030
148,1.99,1,9530,2005-07-31 01:09:06,4037
148,6.99,1,12983,2005-08-19 07:06:51,4046
149,2.99,1,1800,2005-06-16 20:18:46,4060
149,3.99,1,4766,2005-07-08 15:16:04,4068
