assay_id,relationship_type,variant_id,cell_id,assay_strain,description,curated_by,src_assay_id,assay_cell_type,assay_category,tissue_id,tid,bao_format,assay_type,assay_subcellular_fraction,doc_id,assay_tissue,confidence_score,src_id,chembl_id
816,H,,,,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 50 uM concentration; No effect,Autocuration,,,,,10576,BAO_0000219,F,,15535,,8,1,CHEMBL615816
817,H,,,,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes expressed as Hill values,Expert,,,,,10576,BAO_0000249,B,,9888,,8,1,CHEMBL615817
818,H,,,,Ability to bind at 5-hydroxytryptamine 1A receptor of rat hippocampus by displacing [3H]8-OH-DPAT,Autocuration,,,,10000000.0,10576,BAO_0000221,B,,10085,Hippocampus,8,1,CHEMBL615818
819,H,,,,Ability to bind at serotonin 5-hydroxytryptamine 1A receptors of rat hippocampus by displacing [3H]8-OH-DPAT,Autocuration,,,,10000000.0,10576,BAO_0000221,B,,10085,Hippocampus,8,1,CHEMBL615819
820,H,,,,Binding affinity against 5-hydroxytryptamine 1A receptor (5-HT1A) by displacement of [3H]8-OH-DPAT from rat hippocampus membranes,Expert,,,,,10576,BAO_0000249,B,Membranes,17331,,8,1,CHEMBL615820
821,D,,,,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]8-OH-DPAT,Expert,,,,10000000.0,10576,BAO_0000221,B,,10845,Hippocampus,9,1,CHEMBL615821
822,D,,,,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,Expert,,,,10000000.0,10576,BAO_0000221,B,,10845,Hippocampus,9,1,CHEMBL615822
823,H,,,,Binding affinity against 5-hydroxytryptamine 1A receptor using in rat hippocampal tissue using [3H]8-OH-DPAT as radioligand,Expert,,,,10000000.0,10576,BAO_0000221,B,,10845,Hippocampus,8,1,CHEMBL615823
824,D,,,,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor; IA-Inactive,Expert,,,,10000000.0,10576,BAO_0000221,B,,10845,Hippocampus,9,1,CHEMBL615824
825,D,,,,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,Expert,,,,10000000.0,10576,BAO_0000221,B,,10845,Hippocampus,9,1,CHEMBL615825
826,H,,,,Binding affinity towards rat 5-hydroxytryptamine 1A receptor was evaluated using [3H]8-OH-DPAT as radioligand,Expert,,,,,10576,BAO_0000357,B,,13730,,8,1,CHEMBL615826
827,H,,,,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using [3H]8-OH-DPAT as radioligand,Expert,,,,,10576,BAO_0000249,B,,13508,,8,1,CHEMBL615827
828,H,,,,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus membrane using [3H]8-OH-DPAT as radioligand,Expert,,,,10000000.0,10576,BAO_0000249,B,,13508,Hippocampus,8,1,CHEMBL615828
829,H,,,,Binding affinity by measuring displacement of [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,Expert,,,,10000000.0,10576,BAO_0000221,B,,12073,Hippocampus,8,1,CHEMBL615829
830,H,,,,Binding affinity to 5-hydroxytryptamine 1A receptor of rat hippocampus with [3H]8-OH-DPAT as radioligand,Autocuration,,,,10000000.0,10576,BAO_0000221,B,,4671,Hippocampus,8,1,CHEMBL615830
831,H,,,,Binding affinity towards serotonin 5-HT1A receptor was determined in rat hippocampus using [3H]8-OH-DPAT as ligand,Expert,,,,10000000.0,10576,BAO_0000221,B,,13631,Hippocampus,8,1,CHEMBL615831
832,H,,,,Binding affinity was measured against serotonin 5-hydroxytryptamine 1A receptor,Autocuration,,,,,10576,BAO_0000357,B,,12438,,8,1,CHEMBL615832
833,H,,,,Binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH- DPAT as radioligand,Autocuration,,,,,10576,BAO_0000019,B,,10483,,8,1,CHEMBL615833
834,H,,,,Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]-8-OH- DPAT as radioligand,Autocuration,,,,10000000.0,10576,BAO_0000221,B,,10483,Hippocampus,8,1,CHEMBL615834
835,H,,,,Binding affinity against 5-hydroxytryptamine 1A (5-HT1A) receptor in rat hippocampus membranes,Intermediate,,,,,10576,BAO_0000249,B,,12352,,8,1,CHEMBL615835
836,H,,,,Binding affinity was measured at the serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampal membrane.,Autocuration,,,,10000000.0,10576,BAO_0000249,B,,14732,Hippocampus,8,1,CHEMBL615836
837,D,,,,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand.,Expert,,,,,10576,BAO_0000019,B,,11049,,9,1,CHEMBL615837
838,D,,,,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand; ND-Not determined,Expert,,,,,10576,BAO_0000019,B,,11049,,9,1,CHEMBL615838
839,H,,,,"Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding (NSB)",Expert,,,,,10576,BAO_0000249,B,,13657,,8,1,CHEMBL615839
840,H,,,,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH-DPAT as radioligand,Autocuration,,,,,10576,BAO_0000019,B,,11473,,8,1,CHEMBL884525
841,H,,,,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonin 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,Autocuration,,,,,10576,BAO_0000249,B,,2014,,8,1,CHEMBL615840
842,H,,,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,Expert,,,,10000000.0,10576,BAO_0000221,B,,3086,Hippocampus,8,1,CHEMBL615405
843,H,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,Expert,,,,,10576,BAO_0000019,B,,15854,,8,1,CHEMBL615406
844,H,,,,Affinity for 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,Expert,,,,10000000.0,10576,BAO_0000221,B,,10922,Hippocampus,8,1,CHEMBL615900
845,H,,,,Inhibition of [3H]8-OH-DPAT binding at serotonin 5-hydroxytryptamine 1A receptor from rat hippocampus tissue.,Expert,,,,10000000.0,10576,BAO_0000221,B,,13346,Hippocampus,8,1,CHEMBL615901
846,H,,,,In vitro inhibition of [3H]8-OH-DPAT binding to rat 5-HT 1a receptors.,Expert,,,,,10576,BAO_0000357,B,,15311,,8,1,CHEMBL615902
847,H,,,,Compound was measured for affinity at 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,Autocuration,,,,10000000.0,10576,BAO_0000221,B,,10922,Hippocampus,8,1,CHEMBL615903
848,H,,,,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor<br>at 1 uM,Autocuration,,,,,10576,BAO_0000357,B,,10025,,8,1,CHEMBL615904
849,H,,,,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,Expert,,,,,10576,BAO_0000357,B,,10025,,8,1,CHEMBL615905
850,H,,,,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,Autocuration,,,,,10576,BAO_0000019,B,,9742,,8,1,CHEMBL615906
851,H,,,,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,Autocuration,,,,,10576,BAO_0000019,F,,9742,,8,1,CHEMBL615907
852,H,,,,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,Expert,,,,,10576,BAO_0000019,B,,12304,,8,1,CHEMBL615908
853,H,,,,In vitro affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT in rat hippocampus,Autocuration,,,,10000000.0,10576,BAO_0000221,B,,15789,Hippocampus,8,1,CHEMBL615909
854,H,,,,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]-8-OH-DPAT as the radioligand",Autocuration,,,,,10576,BAO_0000019,B,,9912,,8,1,CHEMBL615910
855,H,,,,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand.",Autocuration,,,,,10576,BAO_0000019,B,,9912,,8,1,CHEMBL615911
856,H,,,,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand",Autocuration,,,,,10576,BAO_0000019,B,,9912,,8,1,CHEMBL615912
857,H,,,,In vitro binding affinity for serotonin 5-hydroxytryptamine 1A receptor fof rat cerebral cortex using [3H]8-OH-DPAT as radioligand,Expert,,,,,10576,BAO_0000019,B,,16693,,8,1,CHEMBL615913
858,H,,,,In vitro binding affinity measured on serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,Expert,,,,,10576,BAO_0000357,B,,13276,,8,1,CHEMBL615914
859,H,,,,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I](R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,Autocuration,,,,10000000.0,10576,BAO_0000221,B,,12678,Hippocampus,8,1,CHEMBL615915
860,H,,,,In vitro binding affinity towards the 5-hydroxytryptamine 1A receptor was evaluated,Autocuration,,,,,10576,BAO_0000357,B,,11825,,8,1,CHEMBL615916
861,H,,,,In vitro binding affinity was measured on serotonergic 5-hydroxytryptamine 1A receptor by displacement of [3H]- tetralin,Expert,,,,,10576,BAO_0000357,B,,12443,,8,1,CHEMBL615917
862,H,,,,In vitro inhibitory activity against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,Expert,,,,,10576,BAO_0000357,B,,13830,,8,1,CHEMBL615918
863,H,,,,In vitro inhibitory concentration against radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane.,Expert,,,,10000000.0,10576,BAO_0000249,B,,14286,Hippocampus,8,1,CHEMBL615919
864,D,,,,In vitro radioligand binding assay on 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,Expert,,,,10000000.0,10576,BAO_0000221,B,,14356,Hippocampus,9,1,CHEMBL615920
865,H,,,,Inhibition concentration against 5-hydroxytryptamine 1A receptor,Autocuration,,,,,10576,BAO_0000357,B,,15306,,8,1,CHEMBL615921
866,H,,,,Inhibitory concentration against 5-hydroxytryptamine 1A receptor (Inactive at >1000 nM concentration),Expert,,,,,10576,BAO_0000357,B,,15306,,8,1,CHEMBL615922
867,D,,,,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",Expert,,,,,10576,BAO_0000249,F,,16616,,9,1,CHEMBL881290
868,H,,,,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Residual radioligand binding higher than 50%",Autocuration,,,,10000000.0,10576,BAO_0000221,B,,3651,Hippocampus,8,1,CHEMBL615923
869,H,,,,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,Autocuration,,,,10000000.0,10576,BAO_0000221,F,,14331,Hippocampus,8,1,CHEMBL615924
870,H,,,,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,Autocuration,,,,10000000.0,10576,BAO_0000221,F,,14331,Hippocampus,8,1,CHEMBL615925
871,D,,,,Inhibition of radiolabeled [3H]-8-OH-DPAT ligand binding to 5-hydroxytryptamine 1A receptor,Expert,,,,,10576,BAO_0000357,B,,14178,,9,1,CHEMBL615926
872,D,,,,Displacement of [3H]8-OH-DPAT from rat cortex 5-hydroxytryptamine 1A receptor,Expert,,,,,10576,BAO_0000019,B,,10639,,9,1,CHEMBL615927
873,H,,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,Autocuration,,,,10000000.0,10576,BAO_0000221,B,,12306,Hippocampus,8,1,CHEMBL615928
874,D,,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor subtype,Expert,,,,,10576,BAO_0000357,B,,1348,,9,1,CHEMBL615929
875,H,,,,Inhibitory activity against [3H]DPAT binding to 5-HT1A receptor in rat hippocampus,Autocuration,,,,10000000.0,10576,BAO_0000221,B,,13605,Hippocampus,8,1,CHEMBL615930
876,H,,449.0,,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,Autocuration,,CHO,,,51,BAO_0000219,B,,17624,,8,1,CHEMBL615931
877,H,,449.0,,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,Autocuration,,CHO,,,51,BAO_0000219,F,,17624,,8,1,CHEMBL615932
878,H,,449.0,,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,Autocuration,,CHO,,,51,BAO_0000219,F,,17624,,8,1,CHEMBL615933
879,H,,,,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,15267,,8,1,CHEMBL615934
880,H,,,,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT; Not tested,Autocuration,,,,,51,BAO_0000357,B,,16532,,8,1,CHEMBL615935
881,H,,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",Autocuration,,,,,51,BAO_0000019,F,,6563,,8,1,CHEMBL615936
882,H,,449.0,,Ability to displace [3H]-8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor at a concentration of 1 uM,Autocuration,,CHO,,,51,BAO_0000219,B,,4751,,8,1,CHEMBL615937
883,H,,,,Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,15463,,8,1,CHEMBL615938
884,H,,,,In vitro binding affinity against human 5-hydroxytryptamine 1A receptor at a concentration of 100 (nM),Autocuration,,,,,51,BAO_0000357,B,,3805,,8,1,CHEMBL615797
885,H,,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,,,,51,BAO_0000357,B,,5640,,8,1,CHEMBL615798
886,H,,,,Inhibition of [3H]8-OH-DPAT binding to human 5-hydroxytryptamine 1A receptor at 1000 nM compound concentration,Autocuration,,,,,51,BAO_0000357,B,,6563,,8,1,CHEMBL872870
887,H,,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand at 100 nM concentration,Autocuration,,,,,51,BAO_0000357,B,,5548,,8,1,CHEMBL615799
888,H,,,,Percent binding affinity against 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,6347,,8,1,CHEMBL615800
889,H,,722.0,,Intrinsic activity for human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,Autocuration,,HEK293,,,51,BAO_0000219,F,,17296,,8,1,CHEMBL615801
890,H,,,,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the absence of endothelium,Autocuration,,,,,51,BAO_0000019,B,,13047,,8,1,CHEMBL615802
891,H,,,,Dissociation constant against human 5-hydroxytryptamine 1A receptor receptor,Autocuration,,,,,51,BAO_0000357,B,,15740,,8,1,CHEMBL615803
892,H,,,,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",Expert,,,,,51,BAO_0000019,F,,5640,,8,1,CHEMBL835002
893,H,,,,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Ki (nM): not determined",Autocuration,,,,,51,BAO_0000019,F,,5640,,8,1,CHEMBL615804
894,H,,308.0,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor,Expert,,HeLa,,,51,BAO_0000219,B,,17211,,8,1,CHEMBL615805
895,H,,449.0,,Ability to displace [3H]8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor,Autocuration,,CHO,,,51,BAO_0000219,B,,4751,,8,1,CHEMBL615806
896,D,,,,Affinity towards human 5-hydroxytryptamine 1A serotonin receptor,Expert,,,,,51,BAO_0000357,B,,6491,,9,1,CHEMBL615807
897,H,,,,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT-as radioligand,Autocuration,,,,,51,BAO_0000357,B,,4707,,8,1,CHEMBL615808
898,D,,,,Binding affinity against 5-hydroxytryptamine 1A receptor,Expert,,,,,51,BAO_0000357,B,,13910,,9,1,CHEMBL615809
899,H,,308.0,,Binding affinity against 5-hydroxytryptamine 1A receptor in HeLa cells was determined using [3H]5-HT,Autocuration,,HeLa,,,51,BAO_0000219,B,,16190,,8,1,CHEMBL615810
900,H,,,,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,,,,51,BAO_0000357,B,,16633,,8,1,CHEMBL615811
901,H,,449.0,,Binding affinity against [3H]- -8-OH-DPAT -labeled 5-hydroxytryptamine 1A sites in cloned CHO cells,Autocuration,,CHO,,,51,BAO_0000219,B,,11898,,8,1,CHEMBL615812
902,H,,449.0,,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,Autocuration,,CHO,,,51,BAO_0000219,B,,11898,,8,1,CHEMBL615751
903,H,,,,Binding affinity against human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,14331,,8,1,CHEMBL615752
904,H,,449.0,,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand,Expert,,CHO,,,51,BAO_0000219,B,,17624,,8,1,CHEMBL615753
905,H,,449.0,,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand; nd=not determined,Autocuration,,CHO,,,51,BAO_0000219,B,,17624,,8,1,CHEMBL615754
906,H,,,,Binding affinity of compound to human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,3307,,8,1,CHEMBL615755
907,D,,449.0,,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,Expert,,CHO,,,51,BAO_0000219,B,,6563,,9,1,CHEMBL615756
908,H,,,,Binding affinity for 5-hydroxytryptamine 1A receptor in HeLa transfected cell type using [3H]8-OH-DPAT as radioligand,Autocuration,,,,,51,BAO_0000019,B,,14165,,8,1,CHEMBL615757
909,H,,,,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,Autocuration,,,,,51,BAO_0000357,B,,5732,,8,1,CHEMBL615758
910,H,,,,In vitro affinity at human cloned 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,Expert,,,,,51,BAO_0000357,B,,13366,,8,1,CHEMBL615759
911,H,,,,Binding affinity towards human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,17626,,8,1,CHEMBL615760
912,H,,308.0,,Binding affinity towards human 5-hydroxytryptamine 1A receptor by the displacement of [3H]5-HT radioligand from the cloned receptor expressed in HeLa cells,Expert,,HeLa,,,51,BAO_0000219,B,,6588,,8,1,CHEMBL615761
913,H,,,,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]-5-HT as radioligand,Autocuration,,,,,51,BAO_0000357,B,,16209,,8,1,CHEMBL872104
914,H,,,,Binding affinity towards recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,Autocuration,,,,,51,BAO_0000357,B,,15463,,8,1,CHEMBL615762
915,H,,,,Binding affinity towards recombinant human Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,Autocuration,,,,,51,BAO_0000357,B,,15463,,8,1,CHEMBL615763
916,H,,,,Binding affinity for recombinant human 5-hydroxytryptamine 1A receptor using [3H]5-HT as radioligand.,Autocuration,,,,,51,BAO_0000357,B,,14770,,8,1,CHEMBL615764
917,H,,1167.0,,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines (He La),Autocuration,,Cell line,,,51,BAO_0000219,B,,16245,,8,1,CHEMBL615765
918,H,,,,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines(He La),Autocuration,,,,,51,BAO_0000019,B,,16245,,8,1,CHEMBL615766
919,H,,,,Binding affinity towards 5-HT1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,,,,51,BAO_0000357,B,,5548,,8,1,CHEMBL615767
920,H,,,,Binding affinity was determined towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Expert,,,,,51,BAO_0000357,B,,5548,,8,1,CHEMBL615768
921,H,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,,,,51,BAO_0000357,B,,5548,,8,1,CHEMBL615769
922,H,,,,Binding affinity was evaluated at 5-hydroxytryptamine 1A receptor labeled with [3H]-8-OH-DPAT,Expert,,,,,51,BAO_0000357,B,,6876,,8,1,CHEMBL615770
923,H,,,,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,,,,51,BAO_0000357,B,,2598,,8,1,CHEMBL615771
924,H,,,,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand,Expert,,,,,51,BAO_0000357,B,,17785,,8,1,CHEMBL615772
925,H,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,6013,,8,1,CHEMBL615773
926,H,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,Expert,,,,,51,BAO_0000357,B,,5929,,8,1,CHEMBL615774
927,H,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,,,,51,BAO_0000357,B,,16633,,8,1,CHEMBL615775
928,H,,,,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,Autocuration,,,,,51,BAO_0000357,B,,1558,,8,1,CHEMBL615776
929,H,,,,Binding affinity towards human cloned 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Expert,,,,,51,BAO_0000357,B,,16026,,8,1,CHEMBL615777
930,H,,,,Binding affinity was measured on 5-hydroxytryptamine 1A receptor in AK cells transfected with human 5-HT1A gene labeled with [3H]-8-OH-DPAT,Autocuration,,,,,51,BAO_0000219,B,,12469,,8,1,CHEMBL615778
931,D,,,,Binding affinity was measured on cloned Human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,Expert,,,,,51,BAO_0000357,B,,15874,,9,1,CHEMBL615779
932,H,,,,Binding affinity was measured on cloned human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,Autocuration,,,,,51,BAO_0000357,B,,15874,,8,1,CHEMBL615780
933,H,,,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,3935,,8,1,CHEMBL616298
934,H,,,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,15818,,8,1,CHEMBL616299
935,H,,485.0,,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells.,Autocuration,,CHO-K1,,,51,BAO_0000219,B,,13706,,8,1,CHEMBL616300
936,H,,485.0,,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1A receptor in CHO-K1 cells,Expert,,CHO-K1,,,51,BAO_0000219,F,,13729,,8,1,CHEMBL616301
937,H,,,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000019,B,,15413,,8,1,CHEMBL616302
938,H,,,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 1),Autocuration,,,,,51,BAO_0000019,B,,15413,,8,1,CHEMBL616117
939,H,,,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 2),Autocuration,,,,,51,BAO_0000019,B,,15413,,8,1,CHEMBL616118
940,H,,,,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor by Panlabs assay,Autocuration,,,,,51,BAO_0000019,B,,15413,,8,1,CHEMBL616119
941,D,,308.0,,Displacement of specific [3H]- 5-HT binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,Expert,,HeLa,,,51,BAO_0000219,B,,3445,,9,1,CHEMBL616120
942,H,,,,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,15740,,8,1,CHEMBL616121
943,H,,,,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor receptor,Autocuration,,,,,51,BAO_0000357,B,,15740,,8,1,CHEMBL616122
944,H,,,,In vitro binding affinity tested on human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,17626,,8,1,CHEMBL616123
945,D,,,,In vitro binding affinity to human 5-hydroxytryptamine 1A receptor,Expert,,,,,51,BAO_0000357,B,,4234,,9,1,CHEMBL616124
946,H,,,,In vitro binding affinity at 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,Expert,,,,,51,BAO_0000357,B,,5640,,8,1,CHEMBL616125
947,H,,,,In vitro binding affinity towards Human 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT,Expert,,,,,51,BAO_0000357,B,,5272,,8,1,CHEMBL616126
948,H,,449.0,,In vitro binding affinity towards cloned human 5-hydroxytryptamine 1A receptor expressed in Chinese hamster ovary (CHO) cells using [3H]8-OH-DPAT as radioligand,Autocuration,,CHO,,,51,BAO_0000219,B,,4622,,8,1,CHEMBL616127
949,H,,,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor,Expert,,,,,51,BAO_0000019,B,,17085,,8,1,CHEMBL616128
950,H,,,,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand,Autocuration,,,,,51,BAO_0000357,B,,3025,,8,1,CHEMBL616129
951,H,,,,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor,Expert,,,,,51,BAO_0000357,B,,15315,,8,1,CHEMBL616130
