cell_id,assay_tissue,assay_organism,curated_by,src_id,tid,assay_type,relationship_type,assay_test_type,variant_id,tissue_id,confidence_score,chembl_id,assay_category,assay_tax_id,assay_id,src_assay_id,description,assay_subcellular_fraction,doc_id,assay_strain,assay_cell_type,bao_format
722.0,,Homo sapiens,Expert,1,227,B,D,,,,9,CHEMBL617783,,9606.0,2880,,Binding affinity to human cloned 5-HT2B receptor in HEK 293 cells using [3H]- -5-HT as radioligand,,4540,,HEK293,BAO_0000219
,,,Autocuration,1,227,B,H,,,,8,CHEMBL617784,,,2881,,Binding affinity towards cloned human 5-hydroxytryptamine 2B receptor was determined,,6166,,,BAO_0000357
722.0,,,Autocuration,1,227,B,H,,,,8,CHEMBL617785,,,2882,,Binding affinity towards 5-hydroxytryptamine 2B receptor (human cloned receptor) in HEK 293 cells using [3H]5-HT as radioligand.,,15779,,HEK293,BAO_0000219
722.0,,,Expert,1,227,B,H,,,,8,CHEMBL857984,,,2883,,Binding affinity towards cloned human 5-hydroxytryptamine 2B receptor expressed in HEK 293 cells using [3H]5-HT as radioligand,,14391,,HEK293,BAO_0000219
722.0,,,Expert,1,227,B,H,,,,8,CHEMBL617786,,,2884,,Binding affinity towards human cloned 5-HT2B receptor of HEK293 cells by displacement of [3H]5-HT,,3832,,HEK293,BAO_0000219
722.0,,,Expert,1,227,B,H,,,,8,CHEMBL617787,,,2885,,In vitro binding affinity at human cloned 5-hydroxytryptamine 2B receptor of HEK293 cells by [3H]5-HT displacement.,,3833,,HEK293,BAO_0000219
722.0,,Homo sapiens,Expert,1,227,B,D,,,,9,CHEMBL617788,,9606.0,2886,,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells,,15851,,HEK293,BAO_0000219
722.0,,Homo sapiens,Expert,1,227,B,D,,,,9,CHEMBL617789,,9606.0,2887,,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; compound is insoluble,,15851,,HEK293,BAO_0000219
722.0,,,Autocuration,1,227,B,H,,,,8,CHEMBL617790,,,2888,,Compound was evaluated for binding affinity against human cloned 5-HT2B receptor in HEK 293 cells using [3H]5-HT as the radioligand,,4199,,HEK293,BAO_0000219
485.0,,,Expert,1,227,B,H,,,,8,CHEMBL617791,,,2889,,Displacement of [3H]-5-5HT from human cloned 5-hydroxytryptamine 2B receptor expressed in CHO-K1 cells,,1883,,CHO-K1,BAO_0000219
,,,Expert,1,227,B,H,,,,8,CHEMBL617608,,,2890,,Binding affinity against 5-hydroxytryptamine 2B receptor,,4321,,,BAO_0000357
722.0,,,Autocuration,1,227,B,H,,,,8,CHEMBL617609,,,2891,,Compound was tested for its binding affinity against cloned human 5-hydroxytryptamine 2B receptor in HEK 293 cells using [3H]5-HT,,15146,,HEK293,BAO_0000219
722.0,,,Autocuration,1,227,B,H,,,,8,CHEMBL617610,,,2892,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2B receptor in HEK 293 using [3H]ketanserin as a radioligand,,5213,,HEK293,BAO_0000219
722.0,,,Autocuration,1,227,B,H,,,,8,CHEMBL617611,,,2893,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2B receptors in HEK293 cells using [3H]5-HT.,,14818,,HEK293,BAO_0000219
722.0,,,Autocuration,1,227,B,H,,,,8,CHEMBL617612,,,2894,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",,4829,,HEK293,BAO_0000219
722.0,,,Autocuration,1,227,B,H,,,,8,CHEMBL617613,,,2895,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",,4829,,HEK293,BAO_0000219
,,Oryctolagus cuniculus,Autocuration,1,227,B,H,,,,8,CHEMBL617614,,9986.0,2896,,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 2B receptor in the endothelium intact rabbit jugular vein.,,14025,,,BAO_0000019
,Stomach,,Expert,1,12688,B,H,,,945.0,8,CHEMBL617615,,,2897,,Binding affinity analysed for 5-HT 2B receptor in rat stomach fundus,,13463,,,BAO_0000019
,Stomach,,Expert,1,12688,B,H,,,945.0,8,CHEMBL858114,,,2898,,Affinity against 5-hydroxytryptamine 2B receptor in the isolated rat stomach fundus,,7259,,,BAO_0000357
,Stomach,,Autocuration,1,12688,B,H,,,945.0,8,CHEMBL617616,,,2899,,Affinity against serotonergic receptor in the isolated rat stomach fundus,,7259,,,BAO_0000357
,Stomach,Rattus norvegicus,Expert,1,12688,F,D,,,945.0,9,CHEMBL617617,,10116.0,2900,,Antagonistic activity against 5-hydroxytryptamine 2B receptor obtained from rat stomach fundus preparation,,7185,,,BAO_0000019
,,Rattus norvegicus,Expert,1,12688,F,D,,,,9,CHEMBL875914,,10116.0,2901,,Antagonistic against 5-hydroxytryptamine 2B receptor,,7185,,,BAO_0000019
,Stomach,,Autocuration,1,12688,F,H,,,945.0,8,CHEMBL617618,,,2902,,Antagonistic affinity measured as pA2 value on 5-hydroxytryptamine 2B receptor of the rat stomach fundus,,13267,,,BAO_0000019
,Stomach,Rattus norvegicus,Expert,1,12688,B,D,,,945.0,9,CHEMBL617619,,10116.0,2903,,Inhibition of 5-HT binding to 5-HT2B receptor of Rat stomach fundus,,13735,,,BAO_0000357
,,,Autocuration,1,12688,F,H,,,,8,CHEMBL617620,,,2904,,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B receptor ) receptor,,15738,,,BAO_0000019
,,,Autocuration,1,12688,F,H,,,,8,CHEMBL617621,,,2905,,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B receptor ) receptor; No data,,15738,,,BAO_0000019
,,,Autocuration,1,12688,F,H,,,,8,CHEMBL617622,,,2906,,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B) receptor,,15738,,,BAO_0000019
,Stomach,Rattus norvegicus,Expert,1,12688,B,D,,,945.0,9,CHEMBL617623,,10116.0,2907,,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,,12936,,,BAO_0000357
,Stomach,Rattus norvegicus,Expert,1,12688,B,D,,,945.0,9,CHEMBL617624,,10116.0,2908,,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,,12936,,,BAO_0000357
,Stomach,Rattus norvegicus,Expert,1,12688,B,D,,,945.0,9,CHEMBL617625,,10116.0,2909,,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,,12936,,,BAO_0000357
,Stomach,Rattus norvegicus,Expert,1,12688,B,D,,,945.0,9,CHEMBL617626,,10116.0,2910,,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,,12936,,,BAO_0000357
,Stomach,,Autocuration,1,12688,F,H,,,945.0,8,CHEMBL617627,,,2911,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,,16404,,,BAO_0000019
,Stomach,,Expert,1,12688,F,H,,,945.0,8,CHEMBL617628,,,2912,,Negative log concentration of antagonist was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,,16404,,,BAO_0000019
,Stomach,,Autocuration,1,12688,F,H,,,945.0,8,CHEMBL617629,,,2913,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is No Data.,,16404,,,BAO_0000019
,Stomach,,Autocuration,1,12688,F,H,,,945.0,8,CHEMBL858115,,,2914,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is not determined.,,16404,,,BAO_0000019
,Stomach,Rattus norvegicus,Expert,1,12688,F,D,,,945.0,9,CHEMBL617630,,10116.0,2915,,Antagonistic activity on 5-hydroxytryptamine 2B receptor of Rat stomach fundus;ND is not determined,,16404,,,BAO_0000019
,Thoracic aorta,,Autocuration,1,12688,F,H,,,1515.0,8,CHEMBL617631,,,2916,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat thoracic aorta; ND is not determined,,16404,,,BAO_0000019
,,,Autocuration,1,12688,B,H,,,,8,CHEMBL617632,,,2917,,The binding affinity of compound to 5-HT receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,,7483,,,BAO_0000357
,,,Expert,1,12688,B,H,,,,8,CHEMBL617633,,,2918,,The binding affinity to 5-hydroxytryptamine 2B receptor of rat fundus,,7483,,,BAO_0000357
,,,Autocuration,1,12688,B,H,,,,8,CHEMBL617634,,,2919,,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,,7483,,,BAO_0000357
,,,Autocuration,1,12688,B,H,,,,8,CHEMBL617635,,,2920,,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus; Unable to determine valid PA2 value due to slope of Schild plot,,7483,,,BAO_0000357
,Stomach,Rattus norvegicus,Autocuration,1,12688,F,D,,,945.0,9,CHEMBL617637,,10116.0,2922,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,,16404,,,BAO_0000019
,,,Autocuration,1,227,B,H,,,,8,CHEMBL617638,,,2923,,Binding affinity against 5-hydroxytryptamine 1A receptor,,6347,,,BAO_0000357
,,,Autocuration,1,227,B,H,,,,8,CHEMBL617639,,,2924,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2B receptor was determined,,4373,,,BAO_0000357
,,,Autocuration,1,227,B,H,,,,8,CHEMBL617640,,,2925,,Binding affinity for 5-hydroxytryptamine 2B receptor was determined,,4373,,,BAO_0000357
,,,Autocuration,1,227,B,H,,,,8,CHEMBL617641,,,2926,,Evaluated for the binding affinity to 5-HT 2B receptor,,4687,,,BAO_0000357
,,,Autocuration,1,227,B,H,,,,8,CHEMBL617642,,,2927,,Ability to displace [3H]5-HT from 5-hydroxytryptamine 2B receptor,,16946,,,BAO_0000357
,,,Autocuration,1,227,B,H,,,,8,CHEMBL617643,,,2928,,Binding affinities against 5-hydroxytryptamine 2B receptor,,16633,,,BAO_0000357
,,,Autocuration,1,227,B,H,,,,8,CHEMBL617644,,,2929,,Binding affinities towards 5-hydroxytryptamine 2B receptor,,16633,,,BAO_0000357
,,,Autocuration,1,227,B,H,,,,8,CHEMBL617645,,,2930,,Binding affinity towards 5-hydroxytryptamine 2B receptor using [125I]DOI as radioligand,,16633,,,BAO_0000357
,,,Expert,1,108,B,H,,,,8,CHEMBL617646,,,2931,,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,,15026,,,BAO_0000357
,,Bos taurus,Autocuration,1,108,B,H,,,,8,CHEMBL617647,,9913.0,2932,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,,15738,,,BAO_0000357
,,Bos taurus,Autocuration,1,108,B,H,,,,8,CHEMBL617648,,9913.0,2933,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10E-6 M,,15738,,,BAO_0000357
,,Bos taurus,Autocuration,1,108,B,H,,,,8,CHEMBL617875,,9913.0,2934,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10e-6 M,,15738,,,BAO_0000357
,,Bos taurus,Autocuration,1,108,B,H,,,,8,CHEMBL617876,,9913.0,2935,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at concentration of 10e-6 M,,15738,,,BAO_0000357
,,Bos taurus,Expert,1,108,B,H,,,,8,CHEMBL617877,,9913.0,2936,,Inhibitory constant was determined on 5-hydroxytryptamine 2C receptor of Bovine choroid plexus,,16404,,,BAO_0000357
,,Bos taurus,Expert,1,108,B,H,,,,8,CHEMBL617878,,9913.0,2937,,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,,15026,,,BAO_0000357
,,Bos taurus,Autocuration,1,108,B,H,,,,8,CHEMBL617879,,9913.0,2938,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,,15738,,,BAO_0000357
,,Cavia porcellus,Autocuration,1,108,B,H,,,,8,CHEMBL617880,,10141.0,2939,,Binding affinity against guinea pig cortex 5-HT2C receptor in the presence of [3H]mesulergine,,16312,,,BAO_0000019
,Striatum,Cavia porcellus,Intermediate,1,20033,B,D,,,2435.0,9,CHEMBL617881,,10141.0,2940,,Binding affinity towards 5-HT4 receptor by the displacement of [3H]GR-113808 in guinea-pig striatum,,5486,,,BAO_0000357
,,,Autocuration,1,51,B,H,,,,8,CHEMBL857073,,,2941,,Binding affinity against 5-HT1A receptor,,5254,,,BAO_0000357
449.0,,,Expert,1,108,F,H,,,,8,CHEMBL617882,,,2942,,Agonistic activity for 5-HT2c (5-HT2C) by measuring [3H]inositol monophosphate fromation in CHO cells in which the human 5-HT2C receptor subtype was stably expressed,,3857,,CHO,BAO_0000219
449.0,,Homo sapiens,Expert,1,108,F,D,,,,9,CHEMBL617883,,9606.0,2943,,Functional activity against human 5-hydroxytryptamine 2C receptor expressed in CHO cells using fluorometric imaging plate reader,,6857,,CHO,BAO_0000219
,,,Autocuration,1,108,F,H,,,,8,CHEMBL617884,,,2944,,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2c receptor cell line,,4176,,,BAO_0000219
449.0,,,Autocuration,1,108,B,H,,,,8,CHEMBL617885,,,2945,,Agonistic binding efficacy against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand,,6347,,CHO,BAO_0000219
449.0,,,Autocuration,1,108,B,H,,,,8,CHEMBL617886,,,2946,,"Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand, expressed as Emax",,6347,,CHO,BAO_0000219
,,Homo sapiens,Expert,1,108,B,D,,,,9,CHEMBL617887,,9606.0,2947,,Inhibition of human 5-hydroxytryptamine 2C receptor,,16146,,,BAO_0000357
,,,Autocuration,1,108,B,H,,,,8,CHEMBL617888,,,2948,,In vitro binding affinity against human 5-hydroxytryptamine 2C receptor at a concentration of 100 (nM),,3805,,,BAO_0000357
,,,Autocuration,1,108,B,H,,,,8,CHEMBL617889,,,2949,,Inhibitory activity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor at a concentration of 1 uM,,3857,,,BAO_0000019
,,,Autocuration,1,108,B,H,,,,8,CHEMBL617890,,,2950,,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor,,5635,,,BAO_0000357
,,,Autocuration,1,108,B,H,,,,8,CHEMBL617891,,,2951,,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,,5635,,,BAO_0000357
,,,Autocuration,1,108,B,H,,,,8,CHEMBL617892,,,2952,,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,,5635,,,BAO_0000357
449.0,,,Expert,1,108,B,H,,,,8,CHEMBL617893,,,2953,,Displacement of [H]-mesulergine from CHO cells expressing human 5-hydroxytryptamine 2C receptor.,,4012,,CHO,BAO_0000219
449.0,,,Expert,1,108,B,H,,,,8,CHEMBL617894,,,2954,,Ability to displace [3H]- mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells,,6366,,CHO,BAO_0000219
449.0,,,Expert,1,108,B,H,,,,8,CHEMBL617895,,,2955,,Ability to displace [3H]mesulergine binding to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,,15949,,CHO,BAO_0000219
449.0,,,Autocuration,1,108,B,H,,,,8,CHEMBL617896,,,2956,,Ability to displace [3H]mesulergine (0.5 nM) from CHO cells of human 5-hydroxytryptamine 2C receptor,,17211,,CHO,BAO_0000219
,,Homo sapiens,Expert,1,108,B,D,,,,9,CHEMBL617897,,9606.0,2957,,Affinity towards human 5-hydroxytryptamine 2C serotonin receptor,,6491,,,BAO_0000357
,,,Autocuration,1,108,F,H,,,,8,CHEMBL617898,,,2958,,Agonist activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand,,14093,,,BAO_0000019
,,,Autocuration,1,108,F,H,,,,8,CHEMBL617899,,,2959,,Agonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,,13481,,,BAO_0000019
449.0,,Rattus norvegicus,Expert,1,108,B,H,,,,8,CHEMBL617900,,10116.0,2960,,Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI ,,6347,,CHO,BAO_0000219
,,,Autocuration,1,108,F,H,,,,8,CHEMBL617901,,,2961,,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand,,14093,,,BAO_0000019
,,,Autocuration,1,108,F,H,,,,8,CHEMBL617902,,,2962,,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand; Not tested,,14093,,,BAO_0000019
,,,Autocuration,1,108,F,H,,,,8,CHEMBL617903,,,2963,,Antagonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,,13481,,,BAO_0000019
,,,Autocuration,1,108,B,H,,,,8,CHEMBL617904,,,2964,,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [125 I]DOI as radioligand,,14442,,,BAO_0000357
,,,Autocuration,1,108,B,H,,,,8,CHEMBL617905,,,2965,,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand,,14442,,,BAO_0000357
,,,Autocuration,1,108,B,H,,,,8,CHEMBL617906,,,2966,,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand;not tested,,14442,,,BAO_0000357
,,,Autocuration,1,108,B,H,,,,8,CHEMBL617907,,,2967,,Binding activity against cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand.,,14755,,,BAO_0000357
,,,Autocuration,1,108,B,H,,,,8,CHEMBL617908,,,2968,,Binding affinity against the cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand,,14744,,,BAO_0000357
449.0,,,Expert,1,108,B,H,,,,8,CHEMBL620617,,,2969,,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,,16659,,CHO,BAO_0000219
,,Homo sapiens,Expert,1,108,B,D,,,,9,CHEMBL620618,,9606.0,2970,,Affinity for human 5-hydroxytryptamine 2C receptor expressed in mammalian cell line,,6857,,,BAO_0000019
,,,Expert,1,108,B,H,,,,8,CHEMBL620619,,,2971,,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand.,,5635,,,BAO_0000357
,,Homo sapiens,Expert,1,108,B,D,,,,9,CHEMBL620620,,9606.0,2972,,Binding affinity to cloned human 5-hydroxytryptamine 2C receptor,,4234,,,BAO_0000357
,,,Autocuration,1,108,B,H,,,,8,CHEMBL620621,,,2973,,Binding affinity towards human 5-HT2C receptor was determined using [125I]- DOI as radioligand,,16209,,,BAO_0000357
,,Rattus norvegicus,Autocuration,1,104698,B,D,,,,7,CHEMBL872920,,10116.0,2974,,Binding affinity for 5-HT3 receptor by displacement of [3H]-LY 278584 in rat cerebral cortex membranes,Membranes,5778,,,BAO_0000249
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL620622,,,2975,,Binding affinity towards rat 5-hydroxytryptamine 3 receptor was evaluated,,5094,,,BAO_0000223
,,Rattus norvegicus,Autocuration,1,104698,B,D,,,,7,CHEMBL620623,,10116.0,2976,,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 in rat posterior cortex,,809,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL620624,,,2977,,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex,,1578,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL620625,,,2978,,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex; Not tested,,809,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL620626,,,2979,,Binding affinity was measured on 5-hydroxytryptamine 3 receptor in NG-108 cells labeled with [3H]GR-65630,,12469,,,BAO_0000219
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL621307,,,2980,,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex,,14290,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL621308,,,2981,,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex.,,14290,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL621309,,,2982,,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-5-HT,,10609,,,BAO_0000223
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL621310,,,2983,,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]GR-65630,,10609,,,BAO_0000223
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL621311,,,2984,,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-ketanserin,,10609,,,BAO_0000223
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL621502,,,2985,,"Compound was evaluated for its in vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",,15253,,,BAO_0000249
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL621503,,,2986,,"In vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",,15253,,,BAO_0000249
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL621504,,,2987,,Displacement of the 5-hydroxytryptamine 3 receptor ligand [3H]GR-65630 from rat brain cortical membranes.,Membranes,11683,,,BAO_0000249
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL621505,,,2988,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor,,12092,,,BAO_0000223
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL621506,,,2989,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,,1946,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL619781,,,2990,,Ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15.,,11623,,,BAO_0000223
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL619782,,,2991,,Compound was evaluated for its ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15. ,,11623,,,BAO_0000223
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL619783,,,2992,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex,,14788,,,BAO_0000019
,,Rattus norvegicus,Autocuration,1,104698,B,D,,,,7,CHEMBL619784,,10116.0,2993,,Displacement of [3H]ketanserin from rat cortex 5-HT3 receptor,,5432,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL619785,,,2994,,Ability to displace [3H]granisetron specifically bound to 5-hydroxytryptamine 3 receptor in rat cortical membrane,,14826,,,BAO_0000249
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL619786,,,2995,,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,,2222,,,BAO_0000223
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL619787,,,2996,,Displacement of binding of [3H]-BRL 43694 to 5-hydroxytryptamine 3 receptor in rat cerebral cortex,,11963,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL872925,,,2997,,In vitro affinity for 5-hydroxytryptamine 3 (5-HT3) receptor by displacement of [3H]BRL-43694 from rat entorhinal cortex,,14145,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL619788,,,2998,,In vitro binding affinity at serotonin 5-hydroxytryptamine 3 receptor in rat cortex by [3H]granisetron displacement.,,17819,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL619789,,,2999,,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]- 1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,,10394,,,BAO_0000249
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL619790,,,3000,,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]-1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,,10394,,,BAO_0000249
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL619791,,,3001,,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,,15034,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL619792,,,3002,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,,691,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL619793,,,3003,,Displacement of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortical membranes,Membranes,12092,,,BAO_0000249
,,Rattus norvegicus,Autocuration,1,104698,B,D,,,,7,CHEMBL619794,,10116.0,3004,,Inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor,,11752,,,BAO_0000223
,Brain,,Autocuration,1,104698,B,H,,,955.0,6,CHEMBL619795,,,3005,,The ability to inhibit [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortices,,11752,,,BAO_0000221
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL619796,,,3006,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat posterior cortex by [3H]-BRL 43694 displacement.,,301,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL620448,,,3007,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584,,16532,,,BAO_0000223
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL620449,,,3008,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,,16532,,,BAO_0000223
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL620450,,,3009,,The binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand.,,12092,,,BAO_0000223
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL620451,,,3010,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of radioligand [3H]GR-65630,,11684,,,BAO_0000223
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL620631,,,3011,,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of radioligand [3H]GR-65630.,,11684,,,BAO_0000223
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL620632,,,3012,,Binding affinity for 5-hydroxytryptamine 3 receptor from rat cortex using [3H]BRL-43694 as radioligand,,12953,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL620633,,,3013,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor from rat cortex using [3H]BRL-43694 as radioligand; NA means Not active,,12953,,,BAO_0000019
,,,Autocuration,1,104698,B,H,,,,6,CHEMBL620634,,,3014,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 3 receptor; Nonactive at 10 uM,,12953,,,BAO_0000223
