assay_id,description,src_assay_id,assay_cell_type,cell_id,assay_tissue,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_subcellular_fraction
1270,Effect against 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at 0.1 uM dose,,,,,13630,F,,,Rattus norvegicus,10116.0,,
1271,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,,,,,13630,F,,,,,,
1272,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 1 uM 5-HT.,,,,,13630,F,,,,,,
1273,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 0.1 uM 5-HT.,,,,,13630,F,,,,,,
1274,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM,,,,,13630,F,,,,,,
1275,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM+ 10 uM 5-HT.,,,,,13630,F,,,,,,
1276,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,,,,,13630,F,,,,,,
1277,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 0.1 uM 5-HT.,,,,,13630,F,,,,,,
1278,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,,,,,13630,F,,,,,,
1279,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 1 uM 5-HT.,,,,,13630,F,,,,,,
1280,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 3 uM 5-HT.,,,,,13630,F,,,,,,
1281,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,,,,,13630,F,,,,,,
1282,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 30 uM,,,,,13630,F,,,,,,
1283,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM,,,,,13630,F,,,,,,
1284,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM+ 50 uM 5-HT.,,,,,13630,F,,,,,,
1285,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM,,,,,13630,F,,,,,,
1286,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,,,,,13630,F,,,,,,
1287,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,,,,,13630,F,,,,,,
1288,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue,,,,Hippocampus,9783,B,,,,,,
1289,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue at 1 uM,,,,Hippocampus,9783,B,,,,,,
1290,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membranes at 10e-7 M,,,,,14331,B,,,Rattus norvegicus,10116.0,,Membranes
1291,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue at 1 uM,,,,Hippocampus,15260,B,,,,,,
1292,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 0.1 uM concentration,,,,Hippocampus,15260,B,,,,,,
1293,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 1 uM concentration,,,,Hippocampus,15260,B,,,,,,
1294,"Percent inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",,,,,16616,F,,,Rattus norvegicus,10116.0,,
1295,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor,,,,,15629,B,,,,,,
1296,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,,,,,15086,B,,,,,,
1297,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,,,,,5717,F,,,,,,
1298,Binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,,,,,12652,B,,,,,,
1299,In vitro binding affinity for 5-hydroxytryptamine 1A receptor was determined by measuring specific inhibition of [125I]-binding to rat hippocampal membrane preparations,,,,Hippocampus,14608,B,,,,,,
1300,Inhibition of binding of [125I]-8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,,,Hippocampus,12306,B,,,,,,
1301,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,,,Hippocampus,12306,B,,,,,,
1302,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,,,,15247,B,,,Rattus norvegicus,10116.0,,
1303,Ability to bind to central serotonin 5-hydroxytryptamine 1A receptor in vitro in hippocampus of the rat brain using [3H]8-OH-DPAT radioligand,,,,Hippocampus,17529,B,,,,,,
1304,Ability to displace [3H]- -OH-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,Hippocampus,14826,B,,,,,,
1305,Ability to displace [3H]- -(OH)-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,Hippocampus,14826,B,,,,,,
1306,Ability to displace [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,,,Hippocampus,13241,B,,,,,,
1307,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor,,,,Hippocampus,14093,B,,,,,,
1308,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor; Not tested,,,,Hippocampus,14093,B,,,,,,
1309,Affinity at [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in rat brain homogenate was determined,,,,Brain,14442,B,,,,,,
1310,Affinity for 5-hydroxytryptamine 1A receptor site,,,,,9919,B,,,,,,
1311,Affinity for 5-hydroxytryptamine 1A receptor site,,,,,9919,B,,,,,,
1312,Affinity in displacing [3H]8-OH-DPAT from rat hippocampal 5-HT1A receptor.,,,,Hippocampus,11440,B,,,,,,
1313,Affinity on 5-hydroxytryptamine 1A receptor labeled by [3H]8-OH-DPAT,,,,,11257,B,,,,,,
1314,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand,,,,,10330,B,,,,,,
1315,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus mambranes,,,,Hippocampus,17331,B,,,Rattus norvegicus,10116.0,,
1316,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane,,,,,16567,B,,,,,,
1317,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",,,,,12058,B,,,Rattus norvegicus,10116.0,,
1318,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal tissue,,,,Hippocampus,9699,B,,,,,,
1319,Binding affinity against 5-hydroxytryptamine 1A receptor of rat was determined using [3H]8-OH-DPAT in binding assay,,,,,9547,B,,,,,,
1320,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]DOB as radioligand,,,,,10330,B,,,,,,
1321,Binding affinity against rat 5-hydroxytryptamine 1A receptor,,,,,14331,B,,,,,,
1322,Binding affinity against rat brain 5-hydroxytryptamine 1A receptor,,,,,14060,B,,,Rattus norvegicus,10116.0,,
1323,Binding affinity against the 5-hydroxytryptamine 1A receptor labelled with [3H]8-OH-DPAT in rat hippocampal homogenates,,,,Hippocampus,14744,B,,,,,,
1324,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,,,,,13506,B,,,,,,
1325,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,,,,Brain,10862,B,,,,,,
1326,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,,,,Brain,10862,B,,,,,,
1327,Binding affinity at rat 5-hydroxytryptamine 1A receptor by [3H]WB-4101 displacement.,,,,,10062,B,,,,,,
1328,Binding affinity for 5-hydroxytryptamine 1A receptor by use of [3H]8-OH-DPAT in male rat,,,,,12073,B,,,,,,
1329,GTPgammaS radioligand binding assay,,,,,14875,B,,,,,,
1330,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,,,,,2391,B,,,,,,
1331,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Partial agonist,,,,,2391,F,,,,,,
1332,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Slient antagonist,,,,,2391,F,,,,,,
1333,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,,,,,2391,B,,,,,,
1334,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,,,,,2391,B,,,,,,
1335,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; silent antagonist,,,,,2391,F,,,,,,
1336,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor,,HeLa,308.0,,17211,B,,,,,,
1337,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor receptor,,HeLa,308.0,,17211,B,,,,,,
1338,Affinity towards human 5-hydroxytryptamine 1B serotonin receptor,,,,,6491,B,,,Homo sapiens,9606.0,,
1339,Binding affinity against 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,,CHO,449.0,,16190,B,,,,,,
1340,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]5-CT as radioligand,,,,,14165,B,,,,,,
1341,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]GR-125743 as radioligand,,,,,14165,B,,,,,,
1342,Binding affinity to cloned human 5-hydroxytryptamine 1B receptor,,,,,4234,B,,,Homo sapiens,9606.0,,
1343,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,,,,,6328,B,,,,,,
1344,Binding affinity for recombinant human 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,,,,,14770,B,,,,,,
1345,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1B receptor using [3H]5-CT as radioligand,,,,,2598,B,,,,,,
1346,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,,,,,6897,B,,,,,,
1347,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,,,,,6897,B,,,,,,
1348,Binding affinity towards 5-hydroxytryptamine 1B receptor,,,,,6013,B,,,,,,
1349,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,,,,,5843,B,,,,,,
1350,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand,,,,,14454,B,,,,,,
1351,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT radioligand,,,,,16209,B,,,,,,
1352,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1B receptor,,,,,3935,B,,,,,,
1353,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells,,CHO-K1,485.0,,13729,F,,,,,,
1354,Agonist activity to the human recombinant 5-hydroxytryptamine 1B receptor,,,,,14251,F,,,,,,
1355,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor,,,,,17085,B,,,,,,
1356,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,,,,,3025,B,,,,,,
1357,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor,,,,,15315,B,,,,,,
1358,Receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor in Cos-7 cells,,,,,14214,B,,,Homo sapiens,9606.0,,
1359,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,,,,,3804,B,,,Homo sapiens,9606.0,,
1360,Affinity for 5-hydroxytryptamine 1B receptor subtype,,,,,2391,B,,,Homo sapiens,9606.0,,
1361,Binding affinity for human 5-hydroxytryptamine 1B receptor,,,,,4175,B,,,Homo sapiens,9606.0,,
1362,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand; Not determined,,CHO,449.0,,17296,B,,,,,,
1363,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor; ND means not determined,,,,,17085,B,,,,,,
1364,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,,HeLa,308.0,,17211,B,,,,,,
1365,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT=not tested,,HeLa,308.0,,17211,B,,,,,,
1366,Ability to displace [3H]-5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,,HeLa,308.0,,17211,B,,,,,,
1367,Binding activity against human 5-hydroxytryptamine 1B receptor; NT means not tested,,,,,15926,B,,,Homo sapiens,9606.0,,
1368,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor; not tested,,CHO-K1,485.0,,16312,B,,,,,,
1369,Selectivity ratio against cloned human 5-HT1B receptor to that of h5-HT1D receptor,,,,,5843,B,,,,,,
1370,Selectivity ratio against cloned human 5-hydroxytryptamine 1B receptor to that of human 5-hydroxytryptamine 1D receptor,,,,,5843,B,,,,,,
1371,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor,,CHO-K1,485.0,,16312,B,,,,,,
1372,Binding activity against human 5-hydroxytryptamine 1B receptor,,,,,15926,B,,,Homo sapiens,9606.0,,
1373,Binding activity against human 5-hydroxytryptamine 1B receptor,,,,,15926,B,,,Homo sapiens,9606.0,,
1374,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,,CHO,449.0,,4540,B,,,Homo sapiens,9606.0,,
1375,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor was determined,,,,,6166,B,,,,,,
1376,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand,,CHO,449.0,,17296,B,,,,,,
1377,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells,,CHO,449.0,,17296,B,,,,,,
1378,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells using [3H]5-CT as radioligand,,CHO,449.0,,17296,B,,,,,,
1379,Binding affinity towards 5-hydroxytryptamine 1B (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,,CHO,449.0,,15779,B,,,,,,
1380,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,,CHO,449.0,,15779,B,,,,,,
1381,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand;ND means no data.,,CHO,449.0,,15779,B,,,,,,
1382,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as the radioligand,,CHO,449.0,,4199,B,,,,,,
1383,Binding affinity for human 5-hydroxytryptamine 1B receptor,,,,,14875,B,,,Homo sapiens,9606.0,,
1384,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,,CHO,449.0,,15146,B,,,,,,
1385,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1B receptor in CHO using [3H]5-HT as a radioligand,,,,,5213,B,,,,,,
1386,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,,CHO,449.0,,14818,B,,,,,,
1387,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1B receptor in CHO cells, using [3H]5-HT as radioligand",,CHO,449.0,,4829,B,,,,,,
1388,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 1 uM,,,,,14454,F,,,,,,
1389,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 10 uM,,,,,14454,F,,,,,,
1390,"Effect of compound on [35S]GTP-gamma-S, radioligand binding CHO cells expressing human 5-hydroxytryptamine 1B receptor",,CHO,449.0,,14875,F,,,,,,
1391,"Effect of compound on [35S]GTP-gamma-S, radioligand binding in CHO cells expressing human 5-hydroxytryptamine 1B receptor",,CHO,449.0,,14875,F,,,,,,
1392,"Compound was tested for maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-HT.",,,,,15250,F,,,,,,
1393,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells.,,CHO,449.0,,15250,B,,,,,,
1394,The compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,,,,,15086,B,,,,,,
1395,5-hydroxytryptamine 1B receptor agonist potency determined in rabbit saphenous vein contraction model,,,,,3025,F,,,Oryctolagus cuniculus,9986.0,,
1396,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein (RbSV).,,,,,14998,B,,,Oryctolagus cuniculus,9986.0,,
1397,"Binding affinity against vascular 5-hydroxytryptamine 1B receptor, measured using ring preparations of rabbit saphenous vein (RbSV)",,,,,14998,B,,,Oryctolagus cuniculus,9986.0,,
1398,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein(RbSV).,,,,,14998,B,,,Oryctolagus cuniculus,9986.0,,
1399,Binding affinity towards 5-hydroxytryptamine 1B receptor was measured using [3H]5-HT as radioligand,,,,,13969,B,,,,,,
1400,Binding affinity for 5-hydroxytryptamine 1B receptor,,,,,13392,B,,,,,,
1401,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Less active,,,,Striatum,3651,B,,,Rattus norvegicus,10116.0,,
1402,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,,,,,10025,B,,,,,,
1403,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=48-77,,,,,13863,B,,,,,,
1404,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=63-95,,,,,13863,B,,,,,,
1405,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=710-980,,,,,13863,B,,,,,,
1406,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=78-140,,,,,13863,B,,,,,,
1407,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=85-130,,,,,13863,B,,,,,,
1408,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=89-280,,,,,13863,B,,,,,,
1409,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampus membrane.,,,,Hippocampus,4622,B,,,,,,
1410,Binding affinity at 5-hydroxytryptamine 1A (5-HT1A) receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand,,,,,14911,B,,,,,,
1411,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I](R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,,,,Hippocampus,12678,B,,,,,,
1412,In vitro binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampal homogenate by [125I](R)-(+)-trans-8-OH-PIPAT displacement.,,,,Hippocampus,12678,B,,,,,,
1413,In vitro binding affinity to rat hippocampal 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,,,,Hippocampus,14235,B,,,,,,
1414,In vitro binding affinity towards 5-hydroxytryptamine 1A r receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates,,,,Hippocampus,14949,B,,,,,,
1415,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates,,,,Hippocampus,14949,B,,,,,,
1416,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; ND=not determined,,,,Hippocampus,14949,B,,,,,,
1417,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; Not determined,,,,Hippocampus,14949,B,,,,,,
1418,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; not determined,,,,Hippocampus,14949,B,,,,,,
1419,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,,,,,16118,B,,,,,,
1420,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membranes,,,,,3268,B,,,,,,
1421,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membranes; Inactive,,,,,3268,B,,,,,,
1422,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using radioligand [3H]-8-OH-DPAT,,,,,16117,B,,,,,,
1423,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue.,,,,Hippocampus,9783,B,,,,,,
1424,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue; NT=Not tested,,,,Hippocampus,9783,B,,,,,,
1425,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor,,,,Hippocampus,14356,B,,,Rattus norvegicus,10116.0,,
1426,Inhibition constant of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor,,,,,15740,F,,,,,,
1427,Inhibition of binding of [125I]8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,,,Hippocampus,12306,B,,,,,,
1428,Displacement of [3H]5-HT from rat hippocampal 5-hydroxytryptamine 1A receptor with 10e-6 M ketanserin,,,,Hippocampus,13348,B,,,Rattus norvegicus,10116.0,,
1429,Inhibitory activity against 5-hydroxytryptamine 1A receptor in rat cortical membranes using [3H]8-OH-DPAT as a radioligand,,,,,10394,B,,,,,,
1430,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue,,,,Hippocampus,15260,B,,,,,,
1431,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,,,,Hippocampus,10046,B,,,,,,
1432,Antagonist activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor,,,,Hippocampus,15260,F,,,,,,
1433,Inhibitory affinity constant against 5-hydroxytryptamine 1A receptor,,,,,12851,B,,,,,,
1434,Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat brain hippocampus,,,,Hippocampus,2148,B,,,Rattus norvegicus,10116.0,,
1435,Affinity against the 5-hydroxytryptamine receptor 1A using [3H]WB-4101.,,,,,13134,B,,,,,,
1436,Tested for affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in homogenized rat brain,,,,,12462,B,,,,,,
1437,Tested for affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in homogenized rat brain tissue,,,,,12462,B,,,,,,
1438,Tested for affinity against 5-hydroxytryptamine 1A receptors using [3H]8-OH-DPAT in homogenized rat cloned CHO cells,,CHO,449.0,,12462,B,,,,,,
1439,Tested for binding affinity against 5-hydroxytryptamine 1A receptor from rat frontal cortical regions using [3H]8-OH-DPAT as radioligand,,,,,11933,B,,,,,,
1440,Tested for binding affinity against 5-hydroxytryptamine 1A receptor from rat frontal cortical regions using [3H]8-OH-DPAT as radioligand; ND is Not Determined,,,,,11933,B,,,,,,
1441,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor,,,,Hippocampus,403,B,,,Rattus norvegicus,10116.0,,
1442,Tested for binding affinity by measuring displacement of [3H]8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,Hippocampus,15538,B,,,,,,
1443,Tested for binding affinity by measuring displacement of [3H]8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus; NA means Not Active,,,,Hippocampus,15538,B,,,,,,
1444,Tested for binding affinity by measuring displacement of [3H]-8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus; ND means Not Determined,,,,Hippocampus,15538,B,,,,,,
1445,Binding affinity to displace [3H]2-(di-N-propylamino)-8-hydroxy-tetralin from 5-hydroxytryptamine 1A (5-HT1A) receptor in rat frontal cortex homogenates,,,,,12464,B,,,,,,
1446,Binding affinity to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand assay.,,,,,1455,B,,,,,,
1447,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,,,,,12652,B,,,,,,
1448,Tested for the inhibitory activity against 5-hydroxytryptamine 1A receptor in rat hippocampal,,,,Hippocampus,12639,B,,,,,,
1449,Tested in vitro for binding affinity by measuring its ability to inhibit [3H]8-OH-DPAT binding at 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes.,,,,,13949,B,,,,,,
1450,Tested in vitro for receptor binding affinity against 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT,,,,,12463,B,,,Rattus norvegicus,10116.0,,
1451,The binding affinity by measuring its ability to displace [3H]8-OH-DPAT radioligand in 5-hydroxytryptamine 1A receptor on rat hippocampal preparation,,,,Hippocampus,14829,B,,,,,,
1452,The binding affinity by measuring its ability to displace [3H]8-OH-DPAT radioligand in 5-hydroxytryptamine 1A receptor on rat hippocampal preparation; ND=not determined,,,,Hippocampus,14829,B,,,,,,
1453,The binding affinity was measured on 5-hydroxytryptamine 1A receptor using [3H]- 8-OH-DPAT as radioligand.,,,,,12092,B,,,,,,
1454,The compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal membranes using [3H]8-OH-DPAT as radioligand in the presence of 1 mM of MnCl2,,,,,403,B,,,,,,
1455,The compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal membranes using [3H]8-OH-DPAT as radioligand in the presence of 3*10e-5 M GTP gamma S,,,,,403,B,,,,,,
1456,Binding affinity at 5-hydroxytryptamine 1A receptor from striata of wistar rats by [3H]- 8-OH -DPAT displacement.,,,,,3967,B,,,,,,
1457,Binding affinity towards 5-hydroxytryptamine 1A receptor of rat brain synaptosomal preparations,,,,,12771,B,,,Rattus norvegicus,10116.0,,
